SA4_CODE_2021,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4_to_8_SB_FHs_CF_no_C,FoA_4_to_8_SB_FHs_CF_C,FoA_4_to_8_SB_FHs_OnePF,FoA_4_to_8_SB_FHs_Oth_fam,FoA_4_to_8_SB_FHs_Tot,FoA_4_to_8_SB_Lone_P_H,FoA_4_to_8_SB_Group_H,FoA_4_to_8_SB_Tot,FoA_9moSB_FHs_CF_no_C,FoA_9moSB_FHs_CF_C,FoA_9moSB_FHs_OnePF,FoA_9moSB_FHs_Oth_fam,FoA_9moSB_FHs_Tot,FoA_9moSB_Lone_P_H,FoA_9moSB_Group_H,FoA_9moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
122,13552,27824,4843,365,46587,6526,927,54040,496,482,131,14,1128,924,46,2097,1732,1745,613,36,4126,1929,146,6201,2223,2234,749,55,5252,2854,189,8299,1816,1258,514,50,3638,2783,339,6758,4152,2545,1258,131,8089,4740,930,13756,2787,1415,735,78,5024,3081,443,8541,657,279,120,13,1068,734,101,1906,153,154,51,3,367,133,18,513,9570,5645,2685,280,18181,11466,1828,31478,6,6,3,0,18,6,0,20,13,0,4,0,13,37,0,50,0,0,0,0,0,3,0,6,80,54,33,9,185,97,30,310,99,62,42,11,217,140,30,388,40,41,14,3,99,73,12,177,25487,35799,8329,711,70330,21056,2990,94377
123,18812,36857,11297,862,67829,11439,1535,80800,931,1025,784,75,2812,2145,124,5081,958,1421,1134,76,3590,1872,144,5605,1885,2452,1920,146,6403,4016,263,10684,213,155,139,15,521,752,28,1298,124,42,38,8,217,271,16,501,422,263,186,23,897,623,76,1600,50,29,8,5,98,78,3,184,106,146,54,3,318,191,11,521,921,644,423,59,2053,1919,137,4107,4,0,0,0,7,17,0,20,14,0,0,0,22,72,0,96,0,0,0,0,3,8,0,12,8,10,3,0,19,32,5,55,27,9,6,5,50,124,5,179,28,23,12,0,66,76,6,145,21669,39978,13658,1079,76388,17573,1953,95914
124,25017,37273,12747,913,75954,17981,2164,96097,891,757,811,55,2508,2456,168,5131,1309,1817,1390,105,4619,2376,264,7261,2196,2577,2199,159,7128,4834,433,12396,335,168,237,42,777,1757,92,2628,304,171,207,36,722,1025,83,1827,514,262,300,55,1120,1104,137,2360,229,79,75,21,413,361,63,831,114,96,57,0,270,168,17,456,1485,776,870,156,3297,4414,392,8104,3,0,0,0,7,20,0,30,15,0,9,0,23,72,3,91,0,5,0,0,5,3,0,9,19,17,24,3,60,42,8,107,42,19,35,4,97,132,14,241,43,33,11,0,85,114,12,207,28787,40677,15859,1235,86557,27473,3012,117044
125,15642,35528,9678,1102,61943,11029,2442,75417,905,1690,633,64,3286,2113,192,5591,3248,7835,2243,223,13544,3058,707,17316,4151,9525,2876,282,16836,5171,898,22904,1868,2120,805,253,5051,4155,724,9930,3010,3929,1568,356,8871,4630,1324,14824,5593,6386,1805,459,14243,5446,1512,21200,4659,4152,936,314,10061,3900,1439,15396,222,437,128,18,808,272,96,1174,15357,17021,5241,1402,39032,18400,5091,62524,0,3,5,0,6,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,65,133,48,7,256,116,57,427,67,142,42,7,266,115,57,443,105,94,47,5,249,198,41,487,35327,62312,17887,2800,118322,34907,8538,161771
126,8637,17414,3180,351,29583,4516,881,34975,780,1125,354,20,2283,998,58,3346,1485,2308,644,92,4526,1520,194,6239,2265,3431,1001,117,6810,2525,250,9579,407,228,132,25,792,1112,62,1971,1819,1624,714,171,4323,3618,507,8450,3239,2841,862,181,7127,3348,650,11122,2568,1484,457,152,4650,2268,486,7406,55,57,31,6,145,91,17,254,8088,6231,2195,532,17042,10435,1722,29197,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,25,9,7,73,52,12,134,35,27,9,7,75,51,12,141,25,22,10,0,52,72,20,147,19048,27119,6391,999,53564,17593,2884,74041
127,19958,53333,16216,1487,90988,12468,1697,105155,546,850,494,35,1925,978,66,2972,1837,4779,2575,214,9409,2489,265,12167,2389,5632,3073,247,11337,3473,332,15142,551,677,596,76,1895,1758,104,3753,1072,1469,1021,168,3727,2470,310,6507,720,1061,695,103,2581,1054,116,3746,861,1008,489,74,2435,1272,169,3878,237,489,214,37,975,307,51,1344,3443,4698,3023,455,11621,6861,747,19230,3,0,0,0,8,49,4,61,15,5,10,0,25,63,0,92,4,0,0,0,7,0,0,6,17,19,13,4,52,39,7,97,34,30,20,3,92,158,6,255,78,149,56,11,289,112,14,412,25905,63837,22384,2199,114328,23068,2794,140189
128,13624,25344,4532,352,43851,6036,599,50484,607,603,295,22,1531,1079,42,2649,2303,2756,1198,60,6315,2428,170,8913,2910,3358,1492,88,7845,3507,209,11559,798,437,333,25,1596,1918,136,3657,2238,1285,1051,97,4674,3604,456,8726,2067,899,543,69,3579,2479,273,6329,569,222,173,18,985,715,64,1767,45,50,17,4,108,52,5,171,5718,2895,2123,207,10943,8769,938,20649,10,0,3,0,20,43,3,68,3,3,0,0,9,22,4,39,0,0,0,0,0,0,0,0,43,31,27,3,103,50,22,181,61,37,32,4,132,127,30,285,23,20,6,5,53,56,4,115,22340,31652,8183,654,62825,18494,1774,83097
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,17820,16949,7162,567,42495,15921,1965,60389,954,438,539,61,1991,3207,216,5415,129,56,87,5,278,278,48,602,1080,494,633,62,2270,3483,260,6016,147,40,92,11,294,852,39,1187,20,3,3,0,28,54,3,88,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,6,3,3,0,12,14,0,23,176,45,102,8,335,916,44,1301,21,7,11,0,39,91,4,138,17,4,0,0,21,49,0,72,3,3,0,0,11,8,0,18,34,32,15,3,78,47,11,137,78,46,25,5,152,198,10,363,33,22,7,0,59,55,7,130,19190,17556,7930,642,45319,20583,2296,68196
202,17671,16987,6947,608,42213,15759,1799,59771,528,242,334,40,1139,2307,144,3593,123,47,70,9,247,205,46,501,652,287,408,46,1390,2513,194,4094,74,29,43,4,147,262,13,424,8,4,0,0,11,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,13,0,22,88,32,46,4,164,279,14,465,25,6,0,0,28,82,0,115,39,24,0,0,63,32,0,95,5,0,0,0,3,7,0,13,26,21,9,3,56,44,9,114,93,51,14,4,158,173,11,341,37,13,7,0,56,63,8,128,18534,17370,7419,663,43987,18784,2025,64792
203,31928,35416,11819,1050,80216,24152,3718,108078,1791,744,758,87,3380,5584,348,9317,735,370,297,27,1430,878,176,2485,2522,1114,1059,117,4813,6472,522,11798,345,146,148,17,658,1251,95,2004,39,12,10,0,60,127,15,203,69,19,13,3,102,189,23,314,57,4,4,5,68,59,7,134,6,0,0,0,11,14,0,31,519,180,172,26,900,1642,135,2681,14,3,3,5,27,65,0,87,64,12,22,5,93,250,11,362,0,0,0,0,0,4,0,5,39,44,8,0,89,51,12,152,116,57,33,4,211,372,25,609,37,29,7,0,76,76,8,162,35120,36797,13091,1201,86214,32712,4416,123332
204,21599,17747,7107,536,46991,17217,1514,65727,695,202,369,41,1302,3175,139,4619,44,19,34,6,108,97,9,214,742,219,396,47,1409,3272,149,4830,65,21,51,5,133,301,16,457,9,5,4,0,12,4,0,15,5,0,0,0,3,7,0,15,8,0,3,0,13,0,0,10,3,7,0,0,18,7,0,21,77,32,55,3,176,321,24,522,32,12,7,0,57,164,3,223,42,7,5,0,54,122,3,181,4,6,0,0,10,11,0,16,34,26,9,3,72,46,7,126,111,54,23,3,185,342,17,544,56,29,4,0,86,61,11,158,22583,18080,7596,592,48856,21213,1718,71790
205,35254,28226,11750,887,76122,28657,2514,107293,875,225,380,47,1530,3547,140,5206,187,88,87,10,367,328,40,738,1059,312,473,53,1898,3876,177,5944,485,131,247,30,884,2397,98,3385,13,4,4,0,22,31,3,54,5,0,0,0,5,6,0,15,4,0,0,0,4,0,0,4,6,7,0,0,12,25,0,36,508,138,253,29,931,2456,105,3495,49,10,4,0,59,206,12,273,194,19,38,3,258,448,14,717,10,0,0,0,15,16,0,33,31,23,7,0,66,41,5,118,287,49,53,9,396,716,25,1132,59,30,16,0,110,103,8,226,37176,28756,12541,977,79449,35803,2827,118088
206,14386,21753,5068,765,41963,10589,4260,56817,8369,6198,1963,407,16933,8424,3317,28672,9252,7405,2441,480,19581,8161,3869,31614,17624,13602,4402,886,36511,16584,7185,60286,5737,2118,1325,332,9507,13181,2188,24870,7479,2092,1512,441,11523,17454,2876,31857,10315,2454,1566,539,14880,19307,3129,37311,17709,4790,3077,1643,27223,31114,7688,66020,28,30,8,0,71,46,7,123,41267,11485,7495,2955,63199,81096,15885,160187,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,419,160,71,25,672,624,252,1551,419,161,72,23,675,628,251,1557,102,50,21,8,182,256,54,492,73793,47051,17056,4634,142533,109164,27638,279332
207,20831,37245,8312,932,67321,13335,2446,83097,4060,3642,1536,202,9438,6082,696,16217,3294,4748,1688,185,9909,2494,594,12992,7355,8395,3216,387,19346,8573,1289,29207,1995,1146,643,152,3935,3965,620,8523,1820,592,369,130,2915,3350,592,6851,2101,682,521,131,3437,3540,441,7417,1047,330,291,60,1726,1457,281,3462,6,18,8,0,34,26,0,53,6974,2765,1827,480,12048,12336,1925,26312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,37,20,0,113,91,41,246,59,37,20,0,113,96,41,248,23,29,17,0,72,63,8,145,35243,48468,13392,1798,98901,34393,5709,139003
208,21413,40430,8421,761,71027,14065,1852,86938,5729,4742,2239,244,12955,9177,799,22921,4878,5645,1928,157,12607,3534,578,16712,10604,10390,4164,402,25554,12707,1374,39639,4653,2565,1606,236,9058,10590,1093,20740,1960,623,440,102,3127,3203,443,6770,2013,600,469,100,3188,3536,445,7167,327,74,72,13,489,604,101,1201,11,22,8,0,41,28,0,68,8967,3888,2595,450,15896,17961,2084,35941,0,0,0,0,0,0,0,0,12,3,4,0,22,114,0,136,0,0,0,0,0,4,0,4,210,72,77,15,372,421,72,871,226,75,79,15,395,543,75,1012,35,39,17,0,90,61,4,153,41242,54821,15272,1629,112961,45331,5393,163682
209,37139,65451,17870,1721,122184,25838,4192,152210,3240,2689,1643,215,7788,6718,687,15193,3315,3221,1583,249,8366,3305,816,12492,6561,5909,3217,464,16157,10024,1505,27683,1024,722,483,83,2312,2340,252,4910,367,123,126,30,645,920,98,1661,811,239,202,52,1307,1625,191,3130,135,34,46,18,234,369,45,637,17,26,7,0,45,50,0,101,2358,1140,858,183,4544,5305,586,10439,0,3,0,0,3,7,0,6,0,0,0,0,5,3,0,10,0,0,0,0,0,0,0,0,60,41,23,5,131,106,35,272,61,44,23,5,139,116,35,291,30,24,14,0,72,62,10,141,46155,72563,21994,2377,143087,41345,6326,190761
210,26069,51402,14156,1357,92982,18998,2658,114632,2082,2009,1234,143,5470,4519,315,10307,3150,3568,1491,239,8446,2847,656,11956,5227,5583,2726,378,13917,7369,971,22259,601,549,415,63,1632,1441,165,3240,42,36,28,4,106,121,24,248,51,33,42,4,128,184,18,326,0,0,0,0,0,0,0,0,15,21,11,0,45,40,0,85,704,635,492,68,1900,1787,211,3902,5,0,0,0,5,46,0,54,9,0,0,0,7,68,0,78,0,0,0,0,0,0,0,0,27,27,13,0,65,58,6,138,37,26,19,0,85,177,6,269,18,36,21,3,78,51,5,128,32058,57672,17411,1811,108960,28388,3842,141191
211,43625,65271,18004,1484,128387,30154,3570,162108,3080,2047,1311,145,6588,6942,404,13927,1651,1913,910,88,4567,1769,287,6624,4732,3962,2226,234,11153,8710,690,20554,283,204,151,15,656,807,46,1506,257,88,133,16,486,637,51,1172,335,105,112,17,571,674,62,1303,59,11,26,0,93,138,8,241,33,37,12,3,86,86,0,172,963,444,433,56,1895,2338,154,4387,11,0,0,0,13,52,0,66,23,4,0,0,26,91,0,116,0,0,0,0,0,0,0,0,22,23,12,4,56,38,7,108,58,27,17,3,98,181,7,287,31,38,15,0,74,81,8,164,49413,69736,20690,1771,141613,41462,4438,187508
212,52270,103482,28060,2981,186794,35139,7180,229110,4931,4984,2308,328,12555,7927,988,21468,3123,4426,1601,286,9434,2355,1213,13003,8056,9408,3908,620,21985,10283,2195,34469,2524,2724,1183,223,6656,4541,648,11839,481,179,125,40,825,705,122,1646,643,174,177,49,1048,1168,173,2384,262,90,74,24,444,380,133,961,31,22,20,0,72,67,3,144,3946,3195,1582,336,9054,6851,1071,16976,22,4,3,0,27,98,0,127,31,6,12,0,49,262,3,316,0,0,0,0,3,0,0,5,22,16,14,0,46,39,8,90,69,21,26,8,128,399,13,534,52,48,13,7,119,110,21,252,64385,116152,33584,3951,218079,52785,10484,281345
213,48256,102271,29111,3196,182840,35488,7168,225490,4135,4826,2478,282,11718,7707,729,20154,4637,5684,2406,346,13074,3966,1089,18130,8771,10512,4880,630,24791,11675,1820,38287,1599,1140,874,170,3784,4192,470,8440,531,222,132,49,935,1181,172,2289,921,278,221,63,1486,1858,207,3549,451,114,102,32,696,966,113,1770,37,33,21,0,92,66,6,168,3535,1782,1347,320,6986,8259,964,16213,18,0,5,0,24,72,4,95,12,0,11,0,22,130,0,155,0,0,0,0,4,5,0,11,88,66,29,5,183,117,36,333,122,70,37,9,237,321,40,603,56,54,29,10,147,104,9,259,60738,114684,35417,4162,214999,55847,10006,280854
214,28425,32334,11896,874,73519,21765,2208,97497,2659,940,1326,88,5022,6834,313,12162,1145,654,635,52,2478,1351,156,3986,3807,1595,1961,137,7497,8183,467,16148,561,157,248,17,990,1520,61,2572,72,14,29,3,123,178,8,312,51,0,12,0,71,78,3,154,0,0,5,0,5,23,0,28,17,10,6,0,38,59,3,100,709,192,298,27,1217,1868,84,3167,7,0,5,3,15,50,0,60,92,8,35,0,133,479,14,625,0,0,0,0,4,0,0,6,9,18,8,8,40,30,0,69,109,27,41,6,189,557,17,761,20,12,10,0,46,51,3,101,33064,34162,14206,1044,82475,32426,2771,117669
215,16847,14343,5808,590,37583,14843,1571,53993,530,198,261,27,1020,2030,120,3176,28,18,16,6,61,51,14,121,556,214,277,29,1080,2081,136,3297,300,122,154,25,601,1426,81,2108,3,0,3,0,7,23,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,9,0,12,305,123,163,25,615,1455,81,2152,61,12,5,0,86,182,15,279,68,12,7,0,82,121,24,230,6,4,0,0,12,14,0,24,44,18,10,0,65,43,0,116,175,41,19,11,249,349,47,649,46,26,7,3,82,60,26,166,17931,14741,6279,657,39605,18791,1858,60251
216,14387,13327,5416,393,33523,11491,1269,46286,721,288,332,47,1389,2672,142,4200,41,19,19,3,76,63,12,153,760,308,348,53,1461,2740,153,4356,15,8,5,0,30,67,0,103,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,5,8,0,12,22,7,5,0,44,90,0,131,65,7,18,5,92,219,7,321,78,9,18,6,106,192,12,309,8,0,0,0,7,9,0,15,71,12,3,4,96,158,7,260,221,31,43,8,300,580,25,910,21,23,5,0,51,34,3,88,15407,13696,5816,458,35380,14938,1457,51776
217,14661,12426,4654,453,32194,12589,1197,45986,438,164,222,35,859,1955,96,2905,122,54,54,9,238,218,15,477,559,219,279,43,1100,2173,105,3380,107,38,56,6,215,540,34,791,14,0,3,0,17,36,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,17,123,41,63,10,238,589,31,864,23,6,0,0,28,56,3,86,28,3,5,0,43,90,7,143,11,5,0,0,15,7,0,21,29,18,8,4,57,34,4,95,89,43,19,4,150,184,15,343,28,19,3,0,44,46,0,93,15458,12742,5018,509,33727,15581,1359,50664
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,21802,28363,8045,719,58928,11776,1759,72460,1072,278,399,31,1774,2632,82,4485,1399,1031,1456,73,3960,2170,278,6414,2473,1307,1846,109,5736,4808,360,10908,339,133,292,21,773,1487,54,2315,266,54,88,6,412,422,36,874,356,61,68,0,488,418,43,954,5,0,4,0,7,4,0,15,40,20,4,0,72,49,3,118,1003,265,452,29,1761,2387,143,4278,29,4,8,0,44,80,3,126,43,8,6,0,53,89,0,144,0,0,0,0,4,3,0,4,3,3,0,0,8,7,0,14,73,17,18,0,109,176,4,298,24,14,6,0,51,46,0,102,25382,29969,10369,866,66587,19189,2268,88042
302,16316,23731,6604,859,47511,10675,2012,60195,654,181,268,24,1123,1895,71,3092,2132,1565,1224,171,5098,3094,596,8788,2781,1750,1490,199,6222,4993,667,11880,930,465,491,96,1982,2813,330,5121,1025,352,401,108,1887,2258,358,4504,933,252,164,47,1391,1343,259,2995,539,122,111,28,803,844,134,1782,16,9,10,4,36,27,5,72,3446,1193,1170,290,6097,7286,1084,14461,6,0,0,0,7,68,0,74,24,5,10,0,34,164,11,212,0,3,0,0,3,6,0,3,10,3,7,0,21,15,5,41,36,14,16,0,64,257,14,334,18,14,11,0,38,51,3,94,22598,26700,9291,1347,59934,23254,3779,86969
303,23000,39648,9735,1316,73686,13864,4351,91895,514,395,226,26,1165,1156,86,2405,3974,4205,2278,398,10847,4374,1517,16737,4489,4595,2500,428,12011,5532,1609,19150,1292,598,486,143,2522,3693,609,6818,1683,601,459,184,2929,3152,740,6822,1380,319,244,105,2038,1780,470,4290,844,144,93,52,1140,814,389,2344,28,22,13,0,61,49,11,122,5226,1682,1293,486,8684,9495,2212,20393,31,0,10,4,45,150,6,201,52,21,22,0,97,257,15,355,0,0,0,0,0,0,0,0,6,7,7,0,30,13,9,53,91,33,41,4,171,420,20,609,41,34,13,3,89,112,17,221,32844,45992,13579,2232,94642,29413,8210,132271
304,13910,23201,4926,448,42488,7047,1469,51009,204,58,71,14,343,561,19,917,879,770,520,61,2227,1082,230,3543,1085,827,586,71,2570,1641,252,4465,606,406,346,83,1436,1542,325,3307,1001,479,325,113,1921,1661,601,4181,759,411,236,79,1484,889,367,2740,239,119,57,18,445,257,63,766,18,14,0,0,33,27,3,61,2626,1434,967,293,5319,4381,1360,11062,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,3,3,0,0,0,3,6,4,11,4,0,0,0,11,6,6,22,15,19,5,0,40,41,8,86,17634,25486,6488,822,50427,13118,3094,66633
305,10519,18577,3627,599,33318,6433,3031,42779,99,66,51,10,219,253,37,510,2185,1417,854,154,4616,2344,911,7874,2287,1482,902,165,4835,2601,945,8382,2210,805,642,177,3837,5802,1070,10710,4421,1400,1034,327,7177,7580,1768,16525,5616,1751,900,311,8571,7390,2211,18179,7744,2044,1116,391,11293,10774,2752,24821,142,33,28,8,210,238,97,542,20139,6026,3718,1214,31093,31782,7900,70777,0,0,0,0,5,0,0,3,12,0,0,0,13,17,0,33,0,0,0,0,3,4,0,5,18,9,6,3,37,34,15,86,31,13,7,5,57,55,14,129,90,38,27,7,157,278,54,482,33068,26132,8271,1991,69460,41145,11938,122548
306,22376,21680,9127,797,53978,14849,2714,71542,690,369,597,56,1718,2366,180,4269,742,334,485,23,1581,1668,200,3449,1432,703,1081,84,3301,4037,377,7720,1035,594,956,99,2686,3589,331,6612,812,334,338,42,1533,1474,253,3253,277,101,78,15,476,354,61,895,186,36,20,4,242,154,20,417,4,12,4,0,20,12,3,28,2316,1073,1396,162,4954,5581,668,11200,170,31,17,5,224,304,34,564,56,14,21,0,97,184,7,290,27,16,22,5,61,72,6,138,59,36,22,3,121,83,19,217,313,91,79,9,496,643,69,1209,170,72,45,8,291,319,23,636,26612,23628,11730,1064,63025,25421,3854,92302
307,14088,12054,4726,451,31318,10747,1138,43204,401,161,223,25,806,1593,75,2474,47,34,30,4,112,103,26,242,452,198,251,23,922,1693,104,2715,50,24,35,5,109,264,9,387,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,3,55,26,34,5,114,274,9,398,79,20,14,0,119,125,4,246,22,10,0,0,26,67,7,109,21,10,3,0,31,34,3,68,23,22,5,0,46,24,4,74,141,60,19,0,225,255,20,496,77,38,12,0,126,93,8,229,14813,12370,5045,482,32710,13065,1274,47044
308,21150,23147,8732,741,53763,15428,1993,71182,530,306,344,44,1223,1685,134,3046,290,165,195,22,674,891,97,1661,817,476,540,64,1896,2579,236,4712,562,247,377,52,1237,2147,177,3560,59,18,24,0,104,183,15,307,96,29,20,0,145,178,15,341,52,17,8,0,80,112,10,199,13,6,4,0,29,26,3,55,786,314,432,58,1589,2643,222,4454,155,21,22,3,203,275,20,495,33,8,8,4,49,91,3,145,18,0,5,0,23,39,0,68,15,13,7,0,29,16,0,52,224,41,39,8,314,418,31,756,98,50,23,0,177,134,18,325,23073,24035,9758,870,57738,21197,2494,81435
309,38006,56610,15964,1277,111857,18483,4770,135112,3950,2408,2515,193,9055,6462,847,16368,8336,6498,5512,430,20778,7997,2196,30976,12280,8913,8028,621,29836,14457,3045,47337,1899,777,1012,119,3808,4193,828,8830,3916,1292,1372,205,6786,6293,1497,14577,3418,845,854,164,5283,3838,893,10017,6058,1397,1072,140,8671,6337,1035,16042,84,56,39,0,179,104,8,292,15369,4375,4346,626,24718,20769,4260,49750,152,21,36,13,221,560,24,804,113,20,12,0,149,257,16,424,3,3,0,0,11,7,0,19,42,28,17,0,89,48,8,144,311,73,70,15,470,882,47,1398,188,91,69,10,360,349,46,749,66154,70056,28480,2550,167242,54935,12166,234344
