SA4_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
111,1428,2011,3435,25380,30614,55994,4,0,4,3017,3411,6422,93,90,189,33280,38752,72032,82,116,195,2102,2146,4249,488,647,1130,289,319,610,277,369,644,90,83,173,986,1124,2114,2032,2349,4382,3572,4142,7716,508,659,1169,1786,2104,3892,5759,8098,13861,4576,5349,9927,306,345,651,84624,100725,185350,1641,1404,3045,2058,1617,3671,132,143,282,42,40,86,316,245,561,410,654,1070,766,940,1708,87723,80761,168484,820,646,1460,276,499,775,88814,81908,170723,11561,10752,22313,191024,199494,390519
112,1174,1800,2971,15618,18523,34141,0,0,0,954,1170,2124,5,14,19,21617,24969,46582,65,97,160,323,371,696,677,801,1473,113,129,242,235,319,559,31,25,52,285,358,648,1032,1387,2419,3553,4038,7588,147,209,358,646,790,1431,3233,4219,7453,2447,2975,5423,202,206,404,51181,60584,111769,637,620,1255,212,205,413,360,342,705,48,53,98,300,283,584,486,797,1280,826,1132,1961,56775,54604,111381,419,387,809,394,670,1062,57591,55662,113250,12458,12281,24738,124435,132624,257061
113,407,508,911,12835,14692,27520,0,0,3,811,890,1699,210,211,420,22511,24394,46900,61,45,108,190,180,372,181,234,419,133,130,269,570,707,1275,124,135,254,385,314,691,701,866,1567,2577,2925,5501,111,155,269,299,345,643,2856,3468,6325,1392,1592,2990,33,30,67,45980,51306,97281,1284,1076,2360,915,701,1615,18,30,46,19,22,43,758,622,1381,551,641,1193,1322,1287,2607,23439,20983,44422,170,132,304,56,90,142,23665,21208,44872,7766,6190,13959,81361,82302,163656
114,558,830,1392,13986,16531,30512,0,0,4,1050,1203,2251,94,85,183,14099,16141,30241,60,70,130,611,552,1160,348,436,788,83,110,190,194,201,396,21,27,43,187,202,388,447,594,1044,1776,2147,3918,139,147,280,80,104,186,1881,2530,4412,1705,1968,3675,57,77,131,36816,43123,79942,667,561,1226,304,239,540,126,154,281,23,18,36,113,104,220,193,330,527,327,451,782,33068,30705,63768,249,196,444,116,196,308,33434,31090,64521,6679,5644,12325,78909,82094,161006
115,3292,4235,7525,15454,17659,33114,19,37,57,2152,2405,4553,286,302,598,32109,34155,66262,107,137,241,2024,2084,4106,288,340,628,306,343,653,243,281,527,670,704,1379,610,669,1285,2255,2619,4869,2611,2864,5480,111,125,242,498,596,1102,2675,3322,5996,3274,3647,6918,96,119,213,65795,72412,138209,8858,8822,17683,4752,4709,9462,136,141,277,8,0,6,1571,1496,3060,751,839,1586,2319,2334,4651,39379,34952,74328,342,286,632,108,157,266,39829,35392,75225,5854,5483,11333,130838,133529,264371
116,3510,4200,7707,13462,15660,29117,139,116,252,2266,2551,4816,54,58,110,47117,51434,98551,420,462,884,3092,3239,6326,512,643,1149,1060,1169,2229,155,174,325,2039,2035,4073,1658,1816,3483,3360,3852,7213,2504,2947,5450,162,219,384,925,1093,2020,2476,2861,5336,6604,7124,13736,161,188,350,88161,97641,185800,27254,26357,53608,16258,15699,31956,77,76,158,12,25,40,9887,8418,18311,1001,1116,2118,10909,9564,20466,38615,33878,72495,348,291,637,186,250,435,39146,34415,73566,14786,12950,27730,200107,200894,400997
117,8176,11012,19184,7907,8027,15932,151,158,312,898,946,1842,3,7,8,28707,29642,58348,25,20,41,5669,6019,11690,138,189,323,114,113,237,224,248,465,248,231,484,515,527,1045,764,1025,1784,1506,1521,3027,43,39,86,132,144,275,1264,1346,2615,2877,3375,6249,95,68,162,51282,53656,104935,3183,2554,5732,4269,3365,7637,1785,1740,3525,38,39,77,217,177,396,674,676,1354,935,887,1822,84632,74102,158733,1248,989,2234,382,513,894,86255,75604,161860,14628,12018,26647,170509,160839,331340
118,1819,2869,4687,9938,12158,22102,57,63,118,427,549,977,3,9,12,27890,32043,59935,23,23,42,5235,6177,11421,135,183,317,67,52,117,205,272,478,175,217,398,308,340,646,421,574,991,1418,1500,2919,18,30,50,57,78,138,868,1044,1909,1483,1863,3345,33,48,88,48759,57237,105993,1187,1058,2246,1318,1171,2497,11559,12584,24142,9,15,25,93,112,207,279,373,648,379,501,877,49934,49593,99528,574,431,1006,205,421,629,50706,50451,101159,10351,9466,19812,126084,135328,261410
119,13770,17902,31673,13258,15532,28793,86,74,159,3017,3564,6581,18,20,36,60522,66172,126689,163,186,348,30629,31955,62581,569,753,1326,432,447,883,241,303,542,2921,2966,5885,1177,1395,2577,1642,2007,3655,2921,3390,6309,228,318,545,299,387,682,2662,3303,5964,7497,8278,15776,253,284,529,128534,141324,269865,13236,10907,24141,52447,47457,99905,336,319,654,16,14,25,645,607,1258,870,959,1822,1531,1581,3108,68045,61142,129187,616,393,1010,259,399,652,68923,61935,130854,22838,22084,44926,301606,303505,605118
120,5392,7614,13006,7914,9358,17270,34,48,89,1068,1253,2323,12,9,27,37186,41540,78724,33,45,74,5583,6240,11818,264,361,623,73,74,155,182,249,428,632,637,1267,429,533,961,584,784,1372,2427,3059,5488,70,98,169,127,152,278,1488,1993,3483,2410,2949,5360,86,80,167,60597,69452,130051,11119,8676,19787,3423,2991,6412,385,417,799,13,16,26,282,270,551,519,569,1080,806,855,1661,56751,56518,113269,650,615,1267,196,336,535,57608,57468,115075,9179,8800,17979,148502,156267,304771
121,5109,8020,13130,24232,28216,52455,44,45,95,2169,2698,4869,12,9,21,38243,44403,82647,149,159,311,2537,2904,5442,186,259,444,137,142,272,422,590,1008,695,750,1449,812,939,1750,1147,1454,2599,3874,4492,8366,101,116,213,468,612,1081,4434,6002,10437,3847,4890,8737,126,170,293,83640,98853,182492,7631,7579,15207,2648,2599,5242,2604,2704,5312,4,8,10,690,653,1344,848,1015,1859,1549,1666,3213,89388,86158,175545,876,780,1653,279,464,748,90543,87402,177943,10456,11056,21510,204179,219868,424045
122,1470,2162,3634,17518,20679,38199,34,41,70,1088,1195,2282,4,5,10,28356,31835,60196,35,34,69,1897,2104,4002,304,363,665,139,181,319,310,397,707,497,538,1033,468,502,965,930,1114,2043,1936,2273,4214,68,100,166,71,105,177,2336,3065,5394,2366,2781,5142,56,74,128,58412,67379,125789,1208,1009,2221,689,624,1308,423,474,909,4,6,9,302,264,562,337,453,788,643,726,1366,58671,54930,113606,457,339,796,245,412,663,59379,55684,115057,6707,6571,13274,128929,134623,263554
123,2566,3338,5904,19025,22326,41352,167,170,335,1838,2041,3884,322,307,634,36473,39881,76347,93,129,224,2645,2660,5298,696,848,1545,826,875,1701,220,282,505,739,735,1474,699,726,1430,1723,2027,3746,1898,2194,4085,147,214,360,540,611,1155,2004,2393,4399,4028,4466,8490,169,179,351,74258,83060,157318,6770,6611,13375,11535,11148,22689,70,55,119,13,20,33,1028,968,2000,555,730,1285,1598,1716,3317,39444,35305,74746,320,240,560,150,237,385,39909,35777,75692,9461,9414,18882,146172,151122,297292
124,1548,2251,3798,20872,24937,45808,61,65,138,1996,2257,4245,442,435,879,40673,44550,85219,160,175,333,2338,2293,4628,456,590,1049,500,536,1034,314,365,680,592,560,1153,668,788,1455,1894,2148,4041,2682,3185,5868,185,296,484,294,386,674,2480,3127,5602,4392,4894,9283,125,142,267,81116,91723,172844,3995,3888,7879,3650,3396,7050,134,139,276,36,31,65,1532,1441,2970,530,755,1287,2095,2225,4321,58230,53415,111644,592,493,1088,232,405,633,59057,54311,113365,11597,10922,22518,163198,168862,332056
125,9702,12540,22241,10398,11944,22344,200,226,426,3111,3389,6504,173,213,393,48237,52278,100515,144,183,327,5127,5242,10376,388,514,899,498,501,996,197,208,404,1146,1205,2351,1113,1150,2262,1746,2161,3908,4340,4816,9155,151,192,337,407,476,884,3140,3584,6728,5806,6407,12209,174,202,377,86487,94891,181385,32784,27815,60599,41170,36719,77892,124,107,227,17,20,34,2453,1946,4406,1441,1499,2941,3910,3462,7377,54888,47339,102226,463,355,821,216,301,515,55564,47995,103561,21834,18406,40238,251582,241931,493515
126,3433,4930,8356,7248,8297,15543,57,68,124,1778,2107,3882,161,173,336,20312,23011,43325,76,79,155,2033,2083,4122,118,153,267,65,78,142,154,185,336,906,964,1866,540,618,1158,793,979,1774,2852,3414,6262,42,47,89,160,217,377,1654,2141,3792,2475,2843,5319,58,74,130,41482,47518,88997,5134,4886,10022,2898,2600,5502,288,286,573,5,3,11,397,387,789,390,464,854,791,859,1645,38209,36477,74683,325,243,563,113,181,293,38645,36894,75538,5708,5697,11402,98378,103659,202038
127,24376,29329,53703,9941,11289,21232,6246,6751,13002,2591,2813,5403,38,27,58,66323,69844,136169,73,82,160,11128,11331,22459,562,769,1335,934,949,1883,194,185,376,2591,2542,5128,926,1043,1970,2175,2495,4669,1358,1495,2852,96,113,206,547,614,1163,1364,1537,2903,9136,9666,18797,219,230,451,116435,123784,240220,8573,8525,17096,24562,23897,48461,63,50,113,3,6,13,1161,998,2155,4541,4647,9196,5707,5652,11362,37855,31806,69657,273,207,483,157,187,342,38287,32203,70485,16930,16062,32990,234934,239498,474430
128,967,1619,2588,17025,20397,37423,0,10,13,1673,1896,3569,100,104,211,29636,33069,62704,107,136,240,5285,5402,10684,137,214,344,97,122,220,207,253,464,497,507,1007,395,454,855,957,1118,2077,1817,2097,3912,178,230,410,50,72,125,2184,2927,5111,2185,2439,4626,93,82,178,62634,71522,134157,702,699,1400,1008,1043,2057,169,187,362,4,7,6,87,76,163,196,246,439,280,330,607,40659,36195,76855,338,271,614,120,230,349,41125,36697,77820,5370,5256,10623,112258,117352,229604
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,61,71,134,488,411,898,0,0,0,51,41,92,0,0,0,658,555,1214,3,4,7,52,49,96,11,21,30,4,7,15,15,13,28,4,6,9,11,4,18,39,38,70,67,67,138,6,18,26,11,16,30,89,88,175,107,116,222,3,0,5,1626,1443,3064,41,24,64,98,68,163,10,8,16,3,5,9,3,4,6,25,34,65,36,40,79,2014,1648,3662,23,19,40,13,22,31,2051,1685,3736,2454,1655,4113,6375,4997,11371
201,551,726,1284,7023,8610,15630,0,0,0,575,658,1232,121,119,242,16397,18820,35219,426,563,990,419,393,806,185,261,448,64,100,159,322,383,700,44,36,84,176,205,382,483,557,1038,1552,1810,3367,153,223,381,115,150,262,3489,4703,8189,1439,1666,3105,44,53,99,33013,39315,72322,808,652,1458,475,390,867,56,51,112,13,14,24,357,331,688,261,433,692,632,775,1408,42251,40282,82536,279,233,514,134,239,369,42668,40754,83422,6842,6222,13064,85041,88886,173937
202,800,1014,1814,7102,8972,16075,0,0,4,1498,1754,3253,208,201,409,13901,15765,29668,130,168,301,325,281,604,139,170,308,92,111,205,215,272,485,61,54,120,142,179,326,657,807,1470,1247,1465,2707,97,150,246,164,168,333,3417,4519,7938,1493,1814,3310,35,32,68,30939,36887,67834,498,439,936,454,397,848,59,78,135,16,10,26,237,193,426,211,366,575,463,568,1031,41161,39761,80919,311,241,550,106,215,319,41571,40220,81792,7023,6353,13374,81803,85960,167764
203,1289,1809,3100,11734,14867,26605,3,0,3,2539,2991,5527,89,85,175,33267,38173,71442,169,233,396,2229,2270,4495,385,508,890,138,152,294,843,1109,1955,82,76,153,325,374,697,836,1028,1868,2824,3482,6307,239,307,543,154,172,330,5031,7191,12221,3496,4223,7714,100,120,222,64482,77363,141840,2219,1508,3723,2340,1791,4127,124,114,234,11,10,18,1033,854,1895,377,538,911,1425,1402,2825,75564,72571,148137,559,414,974,185,423,605,76310,73406,149713,11882,10433,22316,160063,167815,327878
204,551,749,1298,9999,12016,22007,0,0,3,935,1062,2001,61,51,109,17866,19768,37632,74,102,180,397,388,785,313,381,694,95,117,207,546,641,1189,18,17,40,276,309,591,529,628,1159,1971,2183,4157,147,219,373,168,206,377,3154,4230,7389,1740,2002,3745,44,53,96,38348,44372,82720,550,501,1051,292,248,538,45,47,102,17,10,31,208,207,414,213,335,548,437,550,985,42380,39375,81757,262,221,487,135,200,332,42784,39794,82578,8159,7502,15663,91165,93770,184935
205,866,1325,2195,15684,19127,34813,0,0,0,1661,1877,3542,221,255,475,23503,26790,50292,103,167,273,861,864,1724,549,720,1267,243,228,471,329,436,761,43,37,86,514,563,1075,953,1155,2104,3160,3554,6711,232,348,576,253,319,568,4507,6105,10609,2927,3415,6342,92,107,201,55842,66053,121897,576,513,1087,594,520,1109,85,90,176,21,7,25,278,264,541,366,607,972,661,884,1542,74494,70005,144502,466,406,878,209,351,558,75176,70765,145941,14028,12870,26900,147833,153015,300848
206,8162,11723,19884,11872,14062,25935,37,52,87,1548,1840,3392,9,12,15,49465,57373,106838,130,170,303,12261,13689,25953,274,375,654,126,123,249,522,676,1201,553,624,1175,730,854,1579,1076,1426,2496,2076,2258,4333,96,107,200,95,162,254,2949,3919,6865,4170,5540,9715,124,146,263,88115,103394,191513,9376,7566,16937,8751,8567,17317,3899,4300,8199,17,20,36,595,491,1079,1064,1216,2280,1673,1723,3397,154272,155381,309657,2139,1791,3930,596,1070,1664,157013,158234,315246,22964,21561,44521,299941,317072,617018
207,7145,9456,16599,10732,13610,24344,11,7,23,3246,4003,7248,16,16,32,32341,37394,69731,244,355,604,9992,11103,21097,154,196,345,138,154,284,551,676,1226,577,610,1187,734,920,1659,1217,1464,2680,2358,2862,5217,204,299,502,139,185,328,3824,5494,9318,3989,5030,9013,85,105,191,70549,84479,155027,5560,4944,10506,3784,3482,7267,977,1009,1982,4,0,4,788,739,1527,805,923,1732,1603,1660,3262,79881,78352,158233,627,522,1146,211,369,586,80725,79244,159966,9471,9391,18863,179806,193669,373472
208,3083,4491,7573,14470,18587,33063,4,3,13,1193,1412,2609,11,8,15,38982,45851,84836,148,217,362,10677,11872,22544,318,414,732,125,132,258,474,641,1118,359,397,757,439,534,978,741,921,1664,2161,2599,4769,68,119,189,97,140,235,3528,4967,8489,2701,3581,6285,112,130,241,76611,92547,169156,6027,5160,11187,1814,1777,3593,15065,16396,31465,6,8,8,462,384,843,577,721,1297,1042,1109,2149,87644,85449,173096,753,577,1335,291,479,767,88686,86512,175196,11020,11292,22311,203350,219288,422639
209,6119,7750,13867,11405,14643,26055,95,114,208,2120,2424,4546,288,308,597,61797,69015,130815,165,228,387,18478,19276,37760,475,638,1110,297,332,633,461,629,1087,986,987,1968,681,800,1483,1994,2244,4240,2572,3073,5639,243,338,581,252,312,566,3185,4516,7700,7763,8612,16379,79,120,202,113342,128617,241953,11283,9566,20848,15614,14770,30382,216,236,449,19,22,35,5616,4824,10441,866,1130,1989,6498,5972,12465,96939,90887,187829,846,701,1554,333,561,897,98124,92150,190268,15695,14723,30417,266882,273777,540664
210,4351,5273,9622,7613,9845,17453,1550,1573,3126,1033,1240,2273,94,97,192,59962,65087,125048,151,189,343,8079,8470,16542,506,586,1094,495,571,1070,299,402,700,1025,1056,2087,537,638,1179,1225,1359,2586,1568,1782,3349,157,216,369,195,213,408,2431,3444,5873,4884,5417,10304,90,76,167,91889,102261,194148,9373,8194,17572,31265,29924,61185,99,104,204,9,9,23,6264,5484,11745,504,573,1076,6773,6062,12838,52813,48278,101092,457,339,790,188,299,480,53454,48913,102368,13738,12651,26392,210949,213385,424328
211,6385,8210,14601,16336,21017,37354,17,13,32,7014,7916,14932,230,234,462,41918,47901,89821,1050,1292,2348,4752,4989,9742,508,651,1159,542,599,1146,1152,1456,2609,582,579,1163,1087,1259,2343,3255,3766,7018,3878,4513,8395,449,607,1054,972,1098,2068,5459,7734,13194,8583,10055,18644,465,610,1072,98253,116293,214552,5736,5578,11315,2817,2658,5472,273,326,596,6,19,25,1211,1213,2422,1114,1488,2604,2332,2715,5048,122563,114200,236764,899,707,1602,391,746,1137,123858,115651,239509,13896,13314,27211,253546,264753,518301
212,29166,32803,61969,18008,22463,40473,42,46,89,5450,6407,11861,157,153,314,77061,84005,161066,589,698,1283,16497,17441,33934,905,1222,2122,1252,1349,2595,658,806,1464,1990,2132,4127,1854,2030,3879,5426,6119,11541,4594,5470,10064,266,409,674,1167,1342,2509,5772,7900,13675,12339,14100,26441,279,312,587,154310,174389,328703,26796,23550,50347,37065,33177,70243,797,846,1643,23,19,41,13304,11665,24966,1728,1962,3687,15054,13643,28688,137282,125289,262574,960,715,1675,453,628,1079,138694,126632,265329,27783,25356,53136,429665,430395,860060
