SA4_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
602,637,780,1413,10575,12924,23501,0,0,4,1073,1191,2271,193,220,421,8096,9342,17431,117,138,255,156,169,326,347,433,779,173,189,367,121,162,291,39,33,68,384,447,830,568,702,1273,1577,1674,3245,153,207,369,139,151,289,1871,2712,4580,2054,2372,4421,125,134,260,27769,33192,60969,1210,997,2209,750,545,1290,46,52,95,5,5,9,266,195,458,297,427,725,567,625,1195,37434,35238,72674,248,193,442,107,154,261,37793,35583,73380,5568,5082,10653,74337,76859,151195
603,107,165,266,3555,3696,7248,0,0,0,75,84,163,0,3,0,2533,2655,5180,18,33,44,44,51,95,102,117,215,100,115,215,26,45,70,0,0,0,47,46,96,52,60,118,254,262,511,26,45,70,33,30,65,439,529,969,387,418,806,13,20,35,7717,8196,15907,122,86,208,29,28,59,12,14,29,0,4,3,11,10,27,67,117,185,81,128,208,11064,9849,20910,85,66,155,35,48,87,11192,9963,21152,2064,1839,3894,21322,20414,41734
604,292,453,745,6519,8074,14592,0,0,0,1160,1300,2454,250,281,527,6021,7407,13433,100,139,234,79,88,166,252,324,576,134,159,298,97,141,239,4,3,6,289,339,631,683,783,1466,753,872,1625,104,174,279,166,209,383,1888,2610,4503,1682,1947,3628,19,40,61,20218,24900,45109,433,342,774,313,173,482,26,28,53,6,17,24,109,66,175,131,223,358,247,303,553,30293,28516,58815,162,109,276,78,104,181,30536,28737,59273,4750,4416,9166,56814,59349,116156
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,6,0,6,3,0,3,13,0,19
699,3,7,12,42,49,94,0,0,0,4,3,10,0,0,0,56,44,102,0,0,0,0,0,0,0,6,8,4,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,4,6,8,0,0,0,7,8,19,23,28,51,0,0,0,155,152,300,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,8,10,6,8,10,368,312,677,3,0,4,0,6,8,371,314,685,222,137,356,758,616,1377
701,1669,2469,4140,3869,4313,8181,0,0,0,850,957,1808,0,3,3,12015,13476,25492,59,68,130,2172,2042,4214,174,216,393,126,158,282,342,417,754,80,73,155,364,402,764,702,888,1588,598,615,1212,58,77,137,168,213,374,1341,1757,3096,1370,1605,2975,53,47,101,24335,27328,51666,2781,2428,5207,1637,1255,2890,50,47,91,42,55,99,506,448,959,228,294,520,779,797,1577,30458,27896,58348,219,146,364,77,142,215,30750,28178,58928,8746,6657,15404,70739,69161,139902
702,288,438,728,2697,2874,5573,0,0,0,1750,1867,3610,5,4,8,6414,6948,13364,29,25,56,95,76,171,46,70,117,126,122,253,2054,2487,4540,21,21,48,687,734,1424,671,779,1448,329,250,581,29,39,71,205,229,431,2594,2866,5465,2128,2233,4353,39,36,76,19919,21659,41580,564,448,1015,259,188,446,28,33,67,1707,1630,3336,241,201,447,77,114,196,2029,1950,3980,15039,14020,29059,83,51,135,96,114,208,15219,14188,29402,6570,5316,11884,44877,44220,89103
797,0,0,5,3,0,3,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,23,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3,46,0,0,0,0,0,0,39,3,46,24,0,24,83,15,99
799,0,5,11,92,87,179,0,0,0,28,43,69,0,0,0,172,173,340,0,0,0,8,4,16,0,0,5,3,0,10,22,24,45,0,0,0,4,4,11,13,11,22,22,19,34,0,4,4,4,4,4,31,44,72,27,36,63,0,0,0,424,454,877,4,10,13,9,3,8,0,0,0,0,0,0,0,0,0,0,7,8,0,7,8,582,520,1104,4,9,7,0,3,7,590,530,1121,794,669,1460,1826,1675,3500
801,5553,7132,12685,16681,20431,37113,4,6,11,1838,2073,3904,18,26,36,40837,46661,87500,106,125,236,3252,3525,6774,314,432,750,343,358,696,868,1128,1997,422,441,862,1189,1342,2531,1952,2263,4214,2879,3362,6242,234,272,508,346,406,752,3365,4628,7995,4876,5740,10618,151,174,321,79665,93395,173069,10720,9778,20498,7714,6894,14602,412,473,886,22,37,54,2308,2016,4323,725,962,1686,3052,3009,6059,101582,95784,197367,1291,946,2240,325,502,828,103199,97236,200433,13711,11951,25656,224022,229869,453890
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,4,9,8,12,20,35,0,0,0,0,0,3,0,0,0,37,31,66,0,0,0,0,0,6,0,0,0,0,0,0,6,0,6,0,0,0,0,0,6,3,5,7,8,0,7,6,0,6,0,0,0,3,6,7,13,13,24,0,0,0,80,88,161,6,4,5,9,6,14,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,139,129,260,0,0,0,0,0,0,140,128,265,101,40,143,336,273,605
901,137,132,268,272,306,576,0,0,0,20,30,45,0,0,0,191,210,396,0,0,0,3,0,3,5,3,9,0,0,0,0,3,3,0,0,0,0,3,3,12,15,27,15,29,41,0,3,3,21,18,41,82,105,185,34,45,79,0,3,3,659,767,1426,10,6,12,404,361,765,3,0,3,4,7,14,0,4,5,4,8,17,10,19,31,675,612,1290,6,7,9,4,3,6,685,618,1302,608,361,974,2511,2263,4778
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,6,4,11
