SA4_CODE_2021,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
604,19464,12198,13363,12453,14892,17082,15263,8560,2887,116156
697,0,0,4,4,7,0,0,0,0,19
699,129,215,228,198,203,199,163,31,3,1377
701,28294,16701,25950,22108,18400,14637,9374,3608,833,139902
702,20154,12980,16263,13120,10954,8995,4809,1499,326,89103
797,0,15,23,22,19,17,0,0,0,99
799,446,276,661,573,591,579,318,49,7,3500
801,82892,60460,77634,69285,56126,45328,35639,19340,7180,453890
897,0,0,0,0,0,0,0,0,0,0
899,50,148,108,104,77,78,34,10,4,605
901,825,407,577,638,665,765,587,257,62,4778
997,0,0,0,0,0,0,0,0,0,0
999,0,0,4,0,0,3,0,0,0,11
