SA4_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
505,8806,26183,21649,96922,976,154536,178,639,355,6293,112,7577,18103,465,864,734,81,20247,2786,778,377,2081,35,6057,6061,1425,880,2387,43,10796,101089,22596,18136,77304,1437,220562,6009,133,609,181,29,6961,2898,314,233,661,15,4121,7726,1402,1217,6120,99,16564,2700,775,394,1918,29,5816,1074,173,98,197,6,1548,15662,568,408,464,50,17152,25941,4347,3157,22205,305,55955,15811,4786,2297,13724,177,36795,1012,24,90,23,7,1156,466,105,51,142,4,768,4736,766,455,1383,39,7379,586,193,137,371,4,1291,4649,693,402,181,43,5968,3975,1529,899,388,23,6814,4200,550,485,1069,28,6332,1407,84,212,220,16,1939,477,76,37,16,6,612,23565,4512,3515,19155,247,50994,2189,187,92,196,12,2676,10200,689,605,139,22,11655,2151,194,181,487,16,3029,897,118,88,109,4,1216,9469,191,342,176,45,10223,4218,572,393,1096,19,6298,67649,5243,5426,5238,551,84107,4034,312,228,1390,21787,27751,290587,46230,36440,178646,25391,577294
506,8098,21746,17521,87701,1223,136289,166,793,517,9625,266,11367,42119,658,1368,764,225,45134,1108,355,246,1178,18,2905,5641,1689,1159,3184,50,11723,63083,19579,15602,72287,1479,172030,11651,152,688,153,42,12686,1936,212,181,557,24,2910,4873,1173,976,5760,110,12892,764,257,158,693,13,1885,664,122,63,184,6,1039,27976,591,437,452,75,29531,13134,3277,2411,18026,229,37077,8028,2698,1410,8982,122,21240,3413,34,109,25,0,3581,708,163,83,152,0,1106,220,47,48,185,0,500,388,151,82,272,4,897,4393,517,405,185,65,5565,2962,1211,638,316,35,5162,2314,434,281,960,23,4012,902,78,125,190,8,1303,701,70,15,20,5,811,13813,3965,3077,17016,245,38116,643,77,61,102,3,886,4251,509,410,163,23,5356,1706,117,119,327,13,2282,2460,111,64,87,10,2732,2842,95,169,50,12,3168,2086,444,307,901,13,3751,86993,4792,4624,5038,586,102033,3535,230,224,1273,25564,30826,270616,37954,30378,160964,29542,529454
507,5395,21596,17954,88568,927,134440,89,614,415,7290,134,8542,19780,467,904,633,105,21889,3391,889,410,2325,54,7069,4245,1270,907,2430,44,8896,66397,19651,16098,73495,1212,176853,8404,106,627,122,19,9278,2070,280,261,520,10,3141,5228,1264,1047,5862,79,13480,662,270,165,760,14,1871,531,103,75,193,6,908,8957,477,283,339,27,10083,14017,3361,2696,19770,234,40078,10181,3534,1702,11147,174,26738,1595,25,91,27,0,1738,347,86,73,94,3,603,266,56,36,191,3,552,429,153,77,338,10,1007,5411,720,459,207,47,6844,3068,1126,731,355,21,5301,1926,366,320,757,16,3385,914,75,130,145,12,1276,683,83,31,14,3,814,16614,4334,3281,18172,204,42605,1860,133,94,159,13,2259,4870,541,476,158,32,6077,1822,179,131,468,14,2614,901,92,46,62,5,1106,1174,70,127,26,3,1400,2728,497,340,1006,18,4589,38668,4244,4260,4955,360,52487,1937,219,198,1225,20657,24236,187451,38160,30708,163447,23638,443404
509,1054,5552,5048,41973,743,54370,11,275,122,4780,127,5315,561,23,55,141,10,790,144,73,41,277,8,543,1569,443,281,930,24,3247,14589,5459,4793,34966,828,60635,1710,15,132,31,17,1905,339,45,43,186,0,613,1393,353,399,2730,58,4933,93,45,18,129,4,289,112,28,17,41,0,198,530,45,29,61,9,674,2435,846,686,7610,142,11719,1078,493,232,2248,39,4090,41,6,10,4,0,61,12,7,0,16,0,35,36,16,7,43,0,102,75,20,11,52,4,162,727,118,121,40,19,1025,660,325,211,115,7,1318,552,111,87,346,9,1105,97,4,21,44,3,169,41,3,0,4,0,48,3354,1114,994,7805,131,13398,91,12,5,18,0,126,791,72,71,34,3,971,163,13,17,88,3,284,44,7,7,11,0,69,146,6,9,6,4,171,531,108,99,385,5,1128,4487,697,713,1334,112,7343,294,77,68,703,11888,13030,29925,9603,8236,75701,13712,137177
510,606,2472,2572,18182,221,24053,35,573,258,19461,442,20769,820,50,62,220,14,1166,120,54,35,140,4,353,472,200,123,407,18,1220,5776,2157,2017,13223,281,23454,1669,29,161,69,3,1931,312,18,23,92,3,448,651,182,156,1359,20,2368,68,27,24,110,4,233,53,15,13,19,0,100,844,41,16,48,3,952,1572,418,357,3801,52,6200,506,234,123,1144,18,2025,70,0,9,0,0,79,32,0,5,14,0,51,53,18,10,23,0,104,36,34,11,55,0,136,1294,146,120,86,24,1670,599,206,153,77,7,1042,132,38,43,124,6,343,67,9,14,36,0,126,135,9,5,3,0,152,1624,491,433,3199,32,5779,63,14,10,9,0,96,407,58,72,24,4,565,236,6,14,46,5,307,79,13,10,5,0,107,132,3,10,5,0,150,191,47,37,117,0,392,4631,602,650,1988,101,7972,296,37,32,484,14507,15356,18368,4681,4289,47279,15504,90121
511,827,4297,3749,33565,546,42984,34,352,168,9666,230,10450,721,35,56,158,7,977,231,95,29,342,7,704,809,266,174,492,9,1750,9114,3730,3174,25934,547,42499,1645,21,204,45,16,1931,283,36,33,135,4,491,1121,258,287,2425,34,4125,104,52,35,126,0,317,71,27,3,33,6,140,885,47,38,74,3,1047,1812,715,493,6763,73,9856,884,424,211,2294,42,3855,73,0,5,4,0,82,24,0,5,16,0,45,58,19,14,53,0,144,47,32,9,52,0,140,1670,195,169,90,40,2164,827,289,197,92,16,1421,261,62,45,227,0,595,101,13,23,43,0,180,185,24,5,14,3,231,2386,877,651,5986,77,9977,51,10,5,15,0,81,821,86,54,35,0,996,243,30,8,113,0,394,62,0,17,8,0,87,366,11,35,0,0,412,308,92,60,277,0,737,5202,653,707,1447,80,8089,340,64,55,659,14135,15253,24755,7409,6101,64960,15529,118754
597,9,8,4,59,3,83,0,0,0,7,0,7,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,49,11,4,50,0,114,16,0,0,0,0,16,4,0,0,0,0,4,8,0,0,10,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,19,0,35,7,0,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,7,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,11,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,3,4,0,48,12,0,0,0,218,230,169,17,10,115,221,532
599,38,167,166,1347,24,1742,6,8,6,354,25,399,51,0,0,8,0,59,13,3,0,8,0,24,52,12,9,13,0,86,602,174,149,916,17,1858,34,0,9,0,0,43,44,0,0,5,0,49,104,17,7,95,4,227,7,7,0,4,0,18,7,0,0,3,0,10,23,0,0,0,0,23,146,32,16,278,6,478,79,19,10,60,3,171,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,44,8,5,0,0,57,50,8,9,6,4,77,20,3,0,11,0,34,12,0,0,0,0,12,4,0,0,0,0,4,141,29,34,255,0,459,0,0,0,0,0,0,34,3,9,0,0,46,25,0,0,0,0,25,9,0,0,0,0,9,14,0,0,0,0,14,17,0,5,7,0,29,314,29,24,68,16,451,19,6,0,32,3432,3489,1481,314,268,2478,3512,8053
601,1169,8438,5747,76565,866,92785,36,310,142,9446,118,10052,8301,133,271,349,34,9088,382,131,50,246,11,820,1917,767,484,1768,18,4954,14170,8201,5595,76069,1097,105132,1210,50,295,50,9,1614,502,116,80,408,9,1115,2252,818,537,5437,71,9115,885,242,86,687,14,1914,241,127,30,166,6,570,3515,95,92,132,11,3845,2672,1689,1036,20802,231,26430,1541,649,215,2158,35,4598,554,20,66,37,3,680,117,45,22,87,0,271,38,14,4,19,0,75,113,68,28,156,0,365,198,119,67,114,0,498,510,289,186,207,5,1197,1075,363,167,911,5,2521,329,51,44,142,3,569,40,24,15,4,0,83,3373,2007,1329,16387,136,23232,189,39,17,55,0,300,536,98,87,46,0,767,444,60,39,150,4,697,384,21,8,22,3,438,996,18,20,22,3,1059,618,189,121,634,4,1566,17382,1965,1425,3523,172,24467,678,87,54,1541,9929,12289,55487,15421,10330,153660,12186,247084
602,640,4459,3360,53849,787,63095,12,166,91,5042,88,5399,1706,55,88,295,6,2150,95,40,13,92,0,240,1482,510,401,1306,16,3715,8598,4255,3194,50808,850,67705,644,16,208,33,5,906,224,45,29,271,5,574,1127,469,267,3470,49,5382,142,54,20,142,7,365,142,60,19,60,0,281,1151,50,43,44,0,1288,1522,740,508,11587,122,14479,634,380,87,1204,25,2330,156,8,17,9,6,196,37,12,3,31,0,83,14,4,3,11,0,32,72,39,18,101,7,237,167,77,47,76,0,367,274,140,101,94,3,612,386,113,65,296,4,864,160,22,12,43,3,240,39,16,8,8,0,71,2088,1029,747,10684,100,14648,47,12,7,20,0,86,255,38,42,20,6,361,163,19,16,102,7,307,143,13,10,8,0,174,255,11,26,5,0,297,360,69,62,281,3,775,7677,776,713,1523,85,10774,299,46,55,1196,6680,8276,25364,7902,5893,103566,8471,151196
603,164,1201,956,14354,257,16932,12,49,40,2605,51,2757,191,3,24,27,0,245,35,7,5,22,0,69,368,118,73,203,6,768,3218,1234,896,13308,349,19005,109,0,27,8,0,144,144,19,11,60,0,234,449,148,100,985,23,1705,36,15,9,28,0,88,42,16,6,17,0,81,83,9,8,9,0,109,600,258,173,3664,57,4752,184,70,18,214,3,489,38,4,7,0,0,49,19,3,3,5,0,30,3,0,0,0,0,3,32,4,14,19,0,69,58,17,9,18,0,102,107,45,32,40,0,224,128,37,20,81,0,266,49,8,4,9,0,70,5,0,0,5,0,10,763,305,208,2707,39,4022,7,3,0,3,0,13,71,18,16,0,0,105,72,0,8,22,0,102,17,0,0,0,0,17,21,5,9,0,0,35,143,27,17,129,0,316,1169,279,218,555,25,2246,57,18,16,340,2596,3027,6458,2234,1652,28143,3243,41730
604,439,2964,2238,45570,727,51938,23,197,98,8181,108,8607,610,25,36,151,7,829,65,46,8,49,0,168,1010,335,231,797,12,2385,5948,2730,2049,39701,852,51280,491,12,161,40,6,710,148,20,24,159,6,357,756,268,136,2422,39,3621,85,45,8,101,5,244,91,39,11,42,0,183,499,24,25,57,9,614,1029,476,317,8909,115,10846,239,147,42,577,8,1013,46,0,4,9,0,59,24,18,0,14,0,56,15,3,0,3,0,21,81,28,10,57,0,176,151,51,47,39,3,291,292,136,82,106,8,624,202,62,23,171,0,458,83,10,8,54,0,155,34,7,0,8,0,49,1493,667,486,7853,116,10615,31,10,0,14,0,55,196,11,12,14,0,233,112,5,11,64,5,197,73,4,15,17,0,109,91,0,19,0,0,110,246,63,48,231,0,588,3126,480,393,1387,67,5453,165,46,27,1120,5663,7021,14475,5155,3798,85402,7322,116152
697,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,9,3,20
699,8,28,22,380,11,449,0,0,3,113,0,116,12,0,0,0,0,12,0,0,0,5,0,5,9,0,0,6,0,15,70,27,23,313,9,442,0,0,0,0,0,0,0,0,0,3,0,3,7,4,0,38,3,52,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,14,5,0,81,0,100,6,0,0,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,4,0,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,24,0,6,57,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,10,57,15,0,18,4,94,0,3,0,18,317,338,187,53,37,756,337,1370
701,1488,4303,4480,29818,326,40415,69,691,385,11048,293,12486,4573,202,341,800,45,5961,106,49,26,102,0,283,707,313,215,631,13,1879,8284,3435,3210,23434,371,38734,5885,122,600,232,26,6865,417,58,73,215,0,763,1273,457,403,3570,36,5739,2018,624,294,1059,32,4027,145,33,18,54,3,253,3730,84,54,55,7,3930,2187,841,741,8089,74,11932,1042,389,178,1656,17,3282,337,6,35,6,3,387,65,7,11,48,3,134,32,11,3,24,0,70,83,55,22,185,3,348,631,117,144,106,3,1001,511,254,158,105,16,1044,313,95,55,250,6,719,152,22,33,85,0,292,126,25,12,34,3,200,2015,829,721,6809,59,10433,65,19,3,28,0,115,372,71,38,31,3,515,502,35,32,116,9,694,524,33,27,24,4,612,1292,36,98,26,5,1457,292,63,75,297,0,727,17146,1268,1628,3279,186,23507,702,58,52,561,12393,13766,47785,8402,8040,62044,13635,139906
702,423,1357,1310,11722,161,14973,28,313,166,42638,620,43765,666,30,48,193,10,947,35,8,5,26,0,74,320,101,79,209,7,716,2999,1219,1047,8928,194,14387,1148,17,156,36,10,1367,179,17,23,62,3,284,636,170,156,1516,14,2492,63,42,8,95,3,211,32,14,5,29,0,80,1183,19,19,19,5,1245,846,338,259,3287,42,4772,340,118,66,505,15,1044,92,5,16,0,0,113,15,8,0,23,0,46,5,4,0,5,0,14,12,23,4,38,4,81,507,83,69,55,9,723,295,76,44,34,5,454,110,22,22,98,0,252,57,4,10,21,0,92,176,15,3,8,3,205,787,323,258,2621,37,4026,19,5,0,7,0,31,163,17,22,11,0,213,148,8,3,29,0,188,113,7,0,10,0,130,234,10,7,12,8,271,78,34,24,113,3,252,4820,426,417,1165,90,6918,257,17,16,453,7712,8455,13533,2751,2404,61625,8785,89098
797,0,0,3,16,0,19,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,9,3,28,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,11,0,0,0,0,21,21,24,8,4,34,24,94
799,16,40,51,518,10,635,0,8,9,675,133,825,17,0,4,0,0,21,0,0,0,10,0,10,26,6,7,6,0,45,199,51,49,361,12,672,3,0,4,0,0,7,34,6,0,4,0,44,45,4,0,52,0,101,11,4,0,6,0,21,7,0,0,0,0,7,13,3,0,0,0,16,54,13,8,129,5,209,42,7,4,14,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,14,4,4,5,0,27,4,0,4,0,0,8,0,3,0,0,0,3,6,0,0,0,0,6,40,15,14,102,3,174,0,0,0,0,0,0,6,0,0,0,0,6,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,14,128,8,16,41,5,198,8,0,0,42,1026,1076,561,99,94,1565,1185,3504
801,4905,18177,15306,104160,619,143167,130,515,309,7573,68,8595,22716,669,1364,1174,108,26031,3180,546,282,1576,33,5617,2828,1274,835,2849,24,7810,25909,15630,12292,90666,647,145144,6054,181,792,227,26,7280,1474,354,276,994,10,3108,5002,1839,1426,10727,81,19075,2546,631,342,1984,23,5526,937,279,193,596,5,2010,19323,396,347,277,26,20369,5863,3971,3047,39525,210,52616,5409,1871,975,6889,68,15212,3101,58,255,62,3,3479,815,268,106,430,0,1619,904,176,85,289,8,1462,634,263,206,850,14,1967,754,245,185,199,8,1391,1271,704,523,372,11,2881,2559,529,491,1442,17,5038,1211,166,189,422,13,2001,767,169,71,39,13,1059,7013,4256,3415,30566,163,45413,1493,246,136,300,12,2187,1377,244,234,123,6,1984,2121,265,216,482,27,3111,1908,138,153,126,8,2333,5301,152,330,141,26,5950,1181,472,311,1659,5,3628,57729,5479,5450,7173,319,76150,2261,171,129,1327,16811,20699,167477,33791,27820,206002,18802,453892
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,24,7,143,0,174,0,0,0,28,0,28,12,3,4,0,0,19,0,0,0,0,0,0,4,0,0,3,0,7,34,13,13,87,0,147,3,4,0,0,0,7,5,0,0,0,0,5,4,4,0,25,0,33,0,0,0,0,0,0,3,0,0,0,0,3,17,0,0,0,0,17,15,0,4,35,0,54,3,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,32,0,47,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,10,5,12,4,87,5,0,0,4,132,141,143,42,27,262,137,611
901,40,141,121,814,4,1120,3,0,4,146,0,153,350,13,10,22,0,395,3,3,0,7,0,13,26,5,9,8,0,48,310,86,88,403,18,905,62,0,9,0,4,75,11,4,4,8,0,27,25,11,8,44,0,88,0,0,0,0,0,0,6,0,0,0,0,6,30,0,4,0,0,34,61,29,16,117,4,227,13,6,3,11,0,33,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,5,4,0,0,0,9,32,10,6,5,0,53,85,24,37,5,0,151,4,5,0,0,0,9,4,0,3,0,0,7,6,0,0,0,0,6,93,14,16,136,6,265,3,0,0,0,0,3,16,0,0,0,0,16,12,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,9,0,19,409,229,223,699,21,1581,17,7,6,22,850,902,1307,375,371,1828,897,4778
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,3,3,0,0,0,12,3,15
