SA4_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
111,1954,14040,10565,130560,1350,158469,61,731,346,17876,170,19184,4349,272,418,935,35,6009,768,202,76,440,6,1492,1838,859,485,2138,21,5341,16935,12928,9308,125435,1397,166003,2149,113,731,164,23,3180,608,183,151,1023,12,1977,2947,1356,976,10924,99,16302,1209,405,168,1377,26,3185,404,138,60,298,0,900,3275,201,126,190,5,3797,3816,2675,1883,36500,244,45118,2828,1151,413,5162,64,9618,744,17,85,41,3,890,271,109,50,358,0,788,1659,262,131,734,10,2796,429,207,141,808,14,1599,732,397,246,324,17,1716,934,683,463,460,24,2564,1694,467,325,1444,23,3953,496,116,133,418,5,1168,527,246,77,96,11,957,4920,3652,2474,34437,218,45701,512,73,55,164,7,811,914,195,185,107,8,1409,692,115,86,390,6,1289,252,51,40,51,0,394,905,35,90,33,4,1067,882,487,320,2429,8,4126,16240,3267,2631,5837,197,28172,747,177,134,2605,15337,19000,61893,26190,18903,265071,18467,390524
112,1357,9458,7119,77068,1098,96100,52,467,302,10076,138,11035,1029,135,185,556,21,1926,283,104,45,208,5,645,1708,548,406,1030,21,3713,17651,8840,6382,75696,1269,109838,1218,60,391,111,12,1792,1108,206,140,725,16,2195,3008,914,694,7422,101,12139,378,214,82,608,8,1290,327,93,45,127,4,596,1144,153,136,168,18,1619,4018,2238,1556,28179,317,36308,2602,960,365,4342,74,8343,151,5,21,22,0,199,130,73,18,256,4,481,55,20,4,20,0,99,356,131,78,404,8,977,681,274,161,217,10,1343,1025,482,363,237,15,2122,734,202,140,412,5,1493,378,90,73,173,8,722,123,71,31,18,4,247,4495,2296,1648,21696,244,30379,132,32,9,40,0,213,554,168,84,107,3,916,748,74,60,280,10,1172,85,39,24,39,5,192,227,20,48,12,0,307,674,198,119,785,11,1787,9034,2401,1959,4219,162,17775,477,143,115,1785,17898,20418,42569,17795,12996,162986,20722,257068
113,882,3576,2508,55788,657,63411,19,306,119,9380,136,9960,1372,36,89,303,9,1809,106,23,14,99,10,252,557,228,162,637,7,1591,4422,3109,2199,50584,711,61025,1319,15,148,60,7,1549,156,34,33,335,0,558,745,350,282,6105,62,7544,171,51,30,291,4,547,68,12,10,48,0,138,2650,54,30,46,11,2791,857,689,483,17030,148,19207,3188,1057,331,5186,68,9830,110,10,16,7,5,148,74,25,18,132,4,253,28,3,5,28,0,64,106,38,44,195,5,388,300,106,58,75,11,550,250,189,123,143,10,715,182,59,29,233,3,506,57,10,19,46,0,132,508,64,39,16,7,634,1070,772,622,13307,99,15870,62,9,7,22,0,100,337,65,55,28,3,488,194,37,19,168,7,425,110,8,8,10,0,136,164,9,15,11,0,199,131,63,30,338,0,562,8750,829,543,1585,100,11807,424,61,32,1403,10989,12909,25054,7006,4693,114248,12660,163661
114,930,6289,4733,50832,658,63442,27,281,187,7015,113,7623,948,64,108,299,14,1433,446,81,63,192,3,785,1131,362,216,670,25,2404,12048,6160,4447,46679,780,70114,845,52,209,63,15,1184,406,88,64,430,3,991,1712,493,358,3700,62,6325,601,128,73,473,16,1291,348,82,30,143,4,607,907,51,25,50,5,1038,2399,1278,848,15248,189,19962,1487,577,222,2080,29,4395,154,12,15,8,0,189,163,59,35,181,8,446,158,26,12,45,0,241,559,166,86,491,9,1311,259,91,68,101,6,525,448,255,194,207,8,1112,635,136,71,288,14,1144,246,42,37,103,7,435,63,32,8,3,0,106,3067,1663,1128,12761,157,18776,169,24,7,71,4,275,335,73,73,39,4,524,318,46,35,130,3,532,60,9,27,8,0,104,163,22,29,6,0,220,519,167,99,495,10,1290,5875,1268,1000,2193,86,10422,303,59,54,887,8923,10226,30100,11532,8318,100363,10692,161005
115,3455,8245,6195,46865,307,65067,52,164,91,2334,16,2657,33057,438,959,686,178,35318,1303,244,204,612,14,2377,1743,486,275,849,11,3364,15487,6577,4717,40181,339,67301,5105,246,491,180,3,6025,688,101,94,385,10,1278,2340,583,439,3279,33,6674,1333,361,212,1128,7,3041,538,100,65,179,5,887,19680,348,270,148,33,20479,3645,1572,1087,13310,72,19686,4809,1502,709,4819,34,11873,5208,45,146,23,7,5429,2734,719,379,1453,8,5293,170,48,17,95,3,333,2484,732,420,2600,30,6266,448,118,72,73,4,715,748,381,281,216,6,1632,1256,206,211,534,12,2219,877,85,104,196,9,1271,179,52,24,12,0,267,3403,1529,1181,11144,50,17307,585,110,70,158,0,923,2128,230,122,74,3,2557,1231,90,81,149,9,1560,2399,102,57,50,6,2614,1124,67,98,63,5,1357,581,132,96,518,5,1332,35206,2419,2119,2965,156,42865,1403,90,79,657,6655,8884,135263,16400,12383,92526,7796,264368
116,9447,9453,6674,49682,680,75936,144,822,378,9381,163,10888,16668,279,491,486,93,18017,1821,311,178,596,28,2934,1254,393,223,759,22,2651,16654,6521,4458,38750,779,67162,33021,704,1522,350,108,35705,651,94,50,322,6,1123,2419,552,364,3154,71,6560,1796,408,223,1085,20,3532,769,140,58,237,7,1211,54197,372,259,174,100,55102,2868,1315,909,11465,122,16679,3693,1269,568,3614,36,9180,2970,28,81,30,7,3116,3552,995,451,1019,25,6042,329,48,37,90,6,510,4003,1010,526,2917,51,8507,3124,492,339,232,36,4223,1461,484,313,244,22,2524,1760,220,177,543,18,2718,781,64,63,175,8,1091,6023,698,316,199,83,7319,2905,1332,946,8807,78,14068,1114,99,55,135,9,1412,1388,157,158,75,11,1789,2614,129,83,175,10,3011,2891,79,85,50,13,3118,1680,79,120,57,5,1941,281,116,69,413,7,886,97673,4571,2931,3905,524,109604,4596,207,130,841,21290,27064,248520,19737,13578,95306,23859,401000
117,3454,10315,8382,37624,443,60218,139,390,159,4123,97,4908,46035,790,1348,1035,226,49434,1315,256,174,486,16,2247,1734,576,328,911,14,3563,26599,8738,6688,38195,555,80775,5319,171,663,106,33,6292,2870,316,244,616,17,4063,4242,962,711,4131,74,10120,6225,1119,576,2701,58,10679,910,213,126,323,7,1579,7264,239,220,130,19,7872,10985,2954,2192,19865,189,36185,7200,1679,823,4082,53,13837,3342,64,160,57,19,3642,2120,428,243,831,41,3663,829,104,67,124,7,1131,906,355,213,769,21,2264,1263,255,123,122,11,1774,1845,434,335,166,16,2796,2237,349,267,652,16,3521,2557,177,203,317,21,3275,403,68,27,20,7,525,6703,2249,1824,13318,110,24204,1305,101,84,150,7,1647,1211,209,134,56,11,1621,3553,182,130,245,14,4124,780,76,55,38,4,953,5975,135,264,134,44,6552,1048,246,183,798,6,2281,57303,4199,3617,4341,403,69863,2459,90,104,523,19874,23050,182778,21707,17152,87781,21923,331341
118,3086,10414,8566,34937,405,57408,85,209,121,2202,32,2649,16953,606,938,917,108,19522,1001,213,143,415,10,1782,1493,447,283,690,11,2924,27700,8307,6058,34021,455,76541,2381,77,355,97,17,2927,3874,388,306,590,22,5180,4748,872,670,3337,43,9670,5420,1207,642,3404,102,10775,2019,347,225,538,11,3140,3329,227,224,132,6,3918,11854,2612,1908,17883,185,34442,7180,1452,707,3646,77,13062,980,37,113,25,6,1161,1226,328,267,856,11,2688,254,67,37,59,0,417,804,204,149,588,16,1761,813,179,90,73,11,1166,1489,432,343,168,10,2442,3328,519,418,778,12,5055,3604,270,285,356,22,4537,196,31,25,13,5,270,6097,1913,1413,11236,102,20761,801,84,106,85,6,1082,4680,524,378,78,17,5677,2883,134,139,200,10,3366,401,62,47,29,3,542,1245,45,116,46,4,1456,1067,157,122,503,4,1853,36159,4155,3706,4127,265,48412,1656,152,141,574,14137,16660,127559,21161,16590,80397,15704,261411
119,16542,12518,8712,45043,859,83674,190,435,194,3308,39,4166,89538,1037,1815,1143,550,94083,3265,405,249,1009,30,4958,920,284,217,496,13,1930,22719,7558,5348,39095,809,75529,11373,279,994,193,57,12896,1330,199,144,459,6,2138,2715,614,398,3206,50,6983,26847,3809,2085,11572,239,44552,919,161,87,205,15,1387,14112,328,262,138,40,14880,4295,2030,1252,15911,157,23645,12988,2828,1341,7247,147,24551,4642,41,141,26,28,4878,41272,8309,3470,8410,268,61729,10512,1136,647,2025,77,14397,1933,524,282,1151,26,3916,2566,375,283,123,41,3388,1415,432,292,206,20,2365,1883,254,170,405,21,2733,1738,113,125,201,8,2185,1966,279,109,66,37,2457,3402,1603,1111,10506,111,16733,2238,225,148,254,13,2878,814,158,119,76,6,1173,3423,174,173,290,25,4085,644,60,51,56,0,811,26304,317,581,316,121,27639,428,171,94,526,6,1225,123814,7439,5253,6953,842,144301,8956,613,402,1249,34157,45377,397286,35527,22970,111179,38161,605123
120,3609,9358,7048,33824,384,54223,107,202,91,1735,29,2164,46228,917,1515,1283,314,50257,1704,272,161,632,22,2791,1043,419,260,737,9,2468,17883,7400,5107,32128,452,62970,4827,169,529,137,29,5691,1179,197,151,463,10,2000,2382,648,503,3055,39,6627,6012,973,530,2974,51,10540,698,167,98,244,0,1207,11495,311,276,150,31,12263,6299,2698,1702,17221,113,28033,16050,3167,1525,8081,176,28999,8216,88,221,89,93,8707,5163,1165,689,1990,44,9051,463,100,49,132,5,749,938,351,211,791,12,2303,620,121,92,59,8,900,1208,399,288,128,12,2035,1554,271,252,496,19,2592,1249,148,150,270,11,1828,248,68,34,17,11,378,4210,1919,1387,11178,84,18778,904,130,108,174,0,1316,769,156,94,50,3,1072,2027,184,144,266,19,2640,1174,81,56,64,7,1382,5210,173,285,188,14,5870,598,167,140,663,9,1577,43624,3551,3049,3892,354,54470,2092,87,91,437,12559,15266,174000,20911,15397,79885,14579,304772
121,4505,16436,14059,63502,480,98982,93,139,103,1222,17,1574,70697,1465,2863,1764,353,77142,1549,283,170,615,12,2629,2833,822,513,1240,19,5427,37979,14110,10285,62580,561,125515,5875,186,599,136,22,6818,2499,402,322,918,18,4159,5462,1267,954,5315,54,13052,2156,632,362,1615,16,4781,1362,265,179,371,7,2184,16034,411,359,245,34,17083,9185,3676,2585,26456,173,42075,6139,1743,915,4603,50,13450,8925,97,381,105,16,9524,1514,392,216,890,7,3019,423,53,41,103,0,620,530,241,146,555,0,1472,566,112,92,30,3,803,2111,736,535,282,11,3675,2887,375,346,671,13,4292,2642,201,272,296,15,3426,173,44,28,14,0,259,8831,3493,2611,21721,119,36775,815,84,83,171,0,1153,4403,484,384,100,19,5390,2273,155,168,192,17,2805,1622,154,122,75,10,1983,2376,83,238,95,14,2806,1449,284,219,1035,6,2993,51392,4414,5187,4894,248,66135,1798,139,107,669,12120,14833,220636,30290,25682,133455,13979,424042
122,2766,13582,11249,53855,432,81884,56,150,88,1444,14,1752,7255,392,610,724,47,9028,1452,246,141,646,20,2505,2783,779,528,1191,12,5293,35805,11990,9110,51258,515,108678,2174,96,376,72,10,2728,2466,362,313,781,13,3935,4985,1017,792,4061,49,10904,1273,397,217,1034,14,2935,724,170,79,213,5,1191,2227,148,133,112,10,2630,8264,2686,2035,19838,145,32968,7544,1605,868,4476,72,14565,897,25,86,21,4,1033,484,150,89,348,0,1071,214,35,19,67,5,340,415,158,100,432,5,1110,749,194,122,61,8,1134,1807,689,524,346,13,3379,1520,244,215,428,5,2412,1047,110,136,208,8,1509,229,83,29,18,0,359,8058,2582,2078,15720,110,28548,1379,167,99,216,7,1868,2494,415,253,69,4,3235,1827,107,137,196,7,2274,199,41,39,35,5,319,646,25,80,32,3,786,1488,293,186,749,9,2725,24088,3398,3581,3691,195,34953,840,112,117,647,8172,9888,100201,24190,19426,110176,9565,263558
123,5432,10698,7338,68324,786,92578,79,821,400,10039,133,11472,6714,180,353,435,58,7740,1574,295,181,804,20,2874,1103,422,246,934,23,2728,15610,8308,5777,54022,771,84488,7205,329,752,197,36,8519,634,98,76,410,0,1218,2383,744,511,4448,81,8167,1404,459,225,1278,22,3388,589,127,66,257,0,1039,11691,284,152,149,25,12301,3445,1722,1068,15696,121,22052,4057,1627,718,5463,56,11921,334,8,46,15,0,403,3191,990,371,1165,25,5742,674,137,74,213,0,1098,1689,649,355,2280,29,5002,1809,329,230,223,24,2615,1115,466,296,344,18,2239,1419,253,192,640,17,2521,672,94,72,193,6,1037,4803,550,288,194,63,5898,3705,1798,1314,12435,110,19362,1154,219,120,275,9,1777,1091,204,169,122,4,1590,1838,161,112,241,21,2373,559,39,33,16,4,651,2104,98,145,97,18,2462,532,177,117,537,5,1368,48458,3989,2707,4350,308,59812,2199,214,142,1107,13602,17264,117650,21356,14317,128125,15849,297297
124,3758,14253,9890,88668,781,117350,72,873,479,12649,146,14219,4791,237,337,648,47,6060,1660,361,183,768,26,2998,2151,823,575,2001,28,5578,20642,11951,8376,72814,837,114620,7390,329,791,226,32,8768,758,188,123,639,9,1717,3067,1184,782,6234,90,11357,1604,436,231,1389,27,3687,873,175,114,395,13,1570,8925,294,198,177,21,9615,5281,2784,1748,24073,166,34052,3727,1611,668,5515,53,11574,815,16,47,16,5,899,1899,542,283,785,14,3523,437,85,52,169,6,749,4130,1413,743,5009,35,11330,1836,456,285,288,17,2882,1180,637,425,438,19,2699,1709,352,242,946,17,3266,669,118,95,315,14,1211,2234,416,130,96,14,2890,5213,2777,1963,18368,131,28452,669,142,84,190,8,1093,901,216,187,140,11,1455,1330,133,100,304,14,1881,760,90,60,60,0,970,790,36,99,35,4,964,745,268,159,853,9,2034,29311,3996,2792,5069,240,41408,1479,186,142,1411,16623,19841,99168,27113,18390,168566,18815,332052
125,12061,8906,6181,33466,605,61219,180,329,141,2614,58,3322,74494,646,1276,848,504,77768,2491,259,179,655,22,3606,836,288,151,421,6,1702,19211,5431,3717,28794,671,57824,11157,255,776,160,35,12383,763,85,69,287,3,1207,1843,445,308,2284,43,4923,2876,525,251,1369,17,5038,561,132,33,163,5,894,44992,275,201,106,79,45653,2813,1295,875,11155,93,16231,5573,1461,685,3753,83,11555,17180,108,261,56,59,17664,27373,6390,2645,6003,212,42623,399,54,44,109,10,616,2545,484,252,1251,26,4558,1589,247,159,100,19,2114,912,300,239,155,10,1616,1571,162,141,377,12,2263,1431,107,91,204,7,1840,1669,239,61,53,19,2041,2425,1189,824,7743,95,12276,1166,120,69,132,7,1494,634,120,78,34,9,875,2066,97,117,156,14,2450,2808,60,56,50,15,2989,11197,167,297,227,45,11933,306,119,58,402,0,885,124368,5151,3399,4126,741,137785,6795,428,248,860,31288,39619,347500,23129,14898,73648,34341,493516
126,2317,5169,4319,22458,194,34457,55,60,43,676,15,849,51206,729,1289,738,264,54226,814,133,82,313,4,1346,732,248,157,396,3,1536,9354,3997,2929,20390,231,36901,4061,89,318,76,16,4560,591,97,71,262,4,1025,1292,325,271,1744,22,3654,1590,293,182,1090,13,3168,402,68,43,142,5,660,10427,199,164,79,18,10887,2392,1115,814,9083,41,13445,4836,1312,595,3424,44,10211,10159,99,217,57,14,10546,1782,405,281,888,8,3364,249,21,24,78,0,372,381,124,105,380,5,995,252,45,34,19,4,354,580,237,142,102,3,1064,863,150,94,233,3,1343,958,55,95,118,10,1236,105,19,8,4,0,136,2064,1102,750,6867,40,10823,462,48,32,77,0,619,610,128,76,27,0,841,979,49,51,84,3,1166,1059,60,40,43,0,1202,2025,80,107,48,3,2263,308,135,71,358,0,872,26847,1811,1862,2036,137,32693,1234,52,47,220,7119,8672,126306,10758,8875,48045,8045,202029
127,15174,8238,5574,34911,726,64623,145,503,258,5046,92,6044,37140,607,844,857,426,39874,5234,562,332,1285,42,7455,592,209,110,446,6,1363,16401,4607,3369,26397,686,51460,9999,340,743,248,45,11375,871,99,70,254,6,1300,2265,453,354,2108,45,5225,3688,864,437,2103,34,7126,629,91,41,157,9,927,18270,282,238,103,51,18944,2020,921,648,7640,78,11307,14081,3275,1499,8818,202,27875,608,12,42,18,3,683,11640,3194,1208,2782,65,18889,3601,470,311,708,37,5127,3463,826,418,2506,43,7256,1883,312,208,119,16,2538,1007,272,205,140,14,1638,2033,215,166,446,17,2877,1323,96,57,186,10,1672,5846,503,271,188,58,6866,2045,878,652,5635,72,9282,9238,638,437,658,64,11035,601,98,48,44,0,791,4273,217,207,256,48,5001,540,42,22,29,0,633,48290,743,1042,724,390,51189,223,85,37,244,3,592,144377,5936,4236,4926,972,160447,9158,456,319,850,25135,35918,331390,23060,15298,75915,28770,474433
128,1789,9842,7511,62249,332,81723,32,202,135,2828,26,3223,7638,230,507,636,38,9049,1162,209,115,606,8,2100,1254,479,287,1062,6,3088,14701,8630,6105,57327,450,87213,1614,87,433,123,11,2268,796,189,109,638,3,1735,2133,712,515,4208,30,7598,4093,927,487,3064,25,8596,438,105,60,215,6,824,1799,161,113,108,4,2185,4104,2148,1459,20732,97,28540,4156,1434,679,4941,49,11259,356,6,63,20,3,448,1474,394,231,805,10,2914,1420,240,121,483,12,2276,1008,402,194,1138,7,2749,829,268,131,140,9,1377,894,491,376,283,11,2055,1206,173,171,426,11,1987,1401,92,117,180,5,1795,180,81,22,25,3,311,3474,1937,1315,15145,63,21934,606,95,46,141,0,888,831,187,180,79,0,1277,1045,86,101,220,3,1455,176,50,33,38,0,297,692,27,91,33,0,843,637,219,141,728,5,1730,14402,2647,2518,3768,107,23442,665,84,92,867,6873,8581,62926,18978,13942,125833,7937,229616
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,84,252,196,2300,52,2884,3,23,14,608,19,667,227,5,10,18,5,265,15,11,0,12,0,38,75,10,8,26,4,123,551,245,174,1690,53,2713,60,3,20,0,0,83,64,7,0,12,0,83,90,24,16,177,0,307,38,13,3,21,5,80,21,4,4,5,0,34,78,3,0,0,0,81,145,56,27,583,8,819,89,34,9,97,3,232,22,0,0,0,0,22,50,10,6,6,0,72,12,3,0,9,0,24,7,8,6,19,4,44,40,6,5,7,0,58,37,3,18,12,0,70,33,4,0,17,0,54,14,4,3,10,0,31,25,0,3,4,0,32,136,70,52,480,9,747,15,0,0,0,0,15,24,3,0,5,0,32,34,3,0,9,0,46,8,0,0,0,0,8,50,0,0,0,0,50,21,10,4,22,0,57,660,74,47,134,18,933,44,5,4,47,3748,3848,2238,520,360,4349,3900,11367
201,771,5191,3738,58002,842,68544,25,114,65,2643,43,2890,1543,76,120,610,19,2368,415,89,41,254,11,810,1617,699,443,1874,27,4660,7807,4812,3624,56010,852,73105,895,30,193,33,19,1170,240,54,51,427,8,780,1292,516,382,5315,57,7562,365,109,48,399,3,924,245,56,33,124,5,463,1952,104,41,79,4,2180,1812,1258,852,21578,192,25692,981,518,213,3119,38,4869,90,3,17,8,0,118,50,41,3,79,0,173,105,26,5,62,0,198,549,221,89,597,11,1467,177,78,38,75,0,368,379,227,152,129,8,895,473,142,80,389,11,1095,202,33,40,88,8,371,54,8,14,0,0,76,2081,1466,941,17345,158,21991,210,52,21,68,0,351,212,63,26,35,6,342,194,28,30,149,0,401,165,56,19,33,0,273,234,13,15,17,0,279,290,116,81,609,8,1104,5707,1004,792,2164,79,9746,277,55,49,1323,9134,10838,25358,9806,6933,120757,11071,173925
202,673,4878,3275,57321,733,66880,11,116,48,2932,52,3159,1078,77,106,712,27,2000,205,56,27,142,3,433,974,450,258,1015,19,2716,6843,4716,3257,56214,773,71803,955,17,172,27,5,1176,235,65,55,383,8,746,1093,515,331,5510,56,7505,318,109,44,310,9,790,187,79,29,105,4,404,1439,82,37,69,4,1631,1503,1233,757,20252,205,23950,953,514,205,3461,35,5168,93,8,6,4,0,111,47,24,8,60,0,139,55,15,5,35,0,110,327,133,60,310,9,839,161,62,53,78,3,357,311,186,158,126,3,784,348,98,52,295,6,799,126,22,15,86,0,249,31,33,8,5,0,77,1861,1286,919,16628,146,20840,98,19,14,44,0,175,238,63,33,29,0,363,153,29,24,156,6,368,194,39,22,24,4,283,176,12,31,9,4,232,302,126,72,618,4,1122,6174,949,638,2096,87,9944,289,65,46,1426,9768,11594,22261,9213,6114,118657,11521,167766
203,2127,11971,8783,95275,1288,119444,50,189,126,3414,55,3834,3579,192,275,737,15,4798,2955,492,256,1222,43,4968,3423,1296,828,3166,48,8761,18231,10758,7872,90228,1214,128303,2323,92,404,130,33,2982,583,173,114,746,5,1621,3256,1220,822,9262,116,14676,1424,380,165,1022,16,3007,713,176,101,382,6,1378,4667,152,97,132,19,5067,4408,2771,1889,34142,282,43492,4863,1589,655,7098,102,14307,228,5,26,15,0,274,248,88,39,192,8,575,1233,217,102,426,14,1992,1270,325,203,1098,14,2910,499,183,112,106,7,907,859,527,382,234,15,2017,1693,414,250,1065,21,3443,537,106,84,227,8,962,129,66,18,19,0,232,5016,2973,2221,28549,244,39003,1138,151,83,215,16,1603,698,177,120,115,3,1113,763,143,119,351,7,1383,487,87,54,79,6,713,892,44,87,20,3,1046,726,282,206,1088,10,2312,17908,2576,2027,4517,215,27243,856,140,125,1925,15237,18283,72499,22858,16312,197892,18315,327876
204,882,5834,4140,63211,886,74953,12,124,74,3500,49,3759,933,35,93,402,13,1476,412,91,39,189,9,740,1551,568,331,1211,28,3689,8141,5465,4013,58118,982,76719,935,15,188,42,20,1200,312,72,48,452,4,888,2050,740,501,6561,124,9976,347,128,31,329,9,844,278,73,23,135,10,519,1017,46,31,51,7,1152,1724,1293,855,20516,264,24652,2387,837,321,4058,49,7652,55,0,5,3,0,63,78,40,9,108,0,235,68,32,15,68,0,183,346,133,95,404,9,987,213,65,48,67,7,400,400,221,187,169,8,985,563,115,78,391,15,1162,163,34,30,91,0,318,67,11,15,7,0,100,2215,1410,1043,16813,196,21677,189,27,19,64,0,299,215,59,35,40,3,352,194,29,30,144,4,401,127,29,14,11,0,181,276,15,30,8,3,332,337,98,60,544,7,1046,5417,1016,781,2215,108,9537,309,94,44,1627,11175,13249,26088,10782,7584,127125,13357,184936
