SA4_CODE_2021,M_Arthritis_0_14,M_Arthritis_15_24,M_Arthritis_25_34,M_Arthritis_35_44,M_Arthritis_45_54,M_Arthritis_55_64,M_Arthritis_65_74,M_Arthritis_75_84,M_Arthritis_85_over,M_Arthritis_Tot,M_Asthma_0_14,M_Asthma_15_24,M_Asthma_25_34,M_Asthma_35_44,M_Asthma_45_54,M_Asthma_55_64,M_Asthma_65_74,M_Asthma_75_84,M_Asthma_85_over,M_Asthma_Tot,M_Cancer_0_14,M_Cancer_15_24,M_Cancer_25_34,M_Cancer_35_44,M_Cancer_45_54,M_Cancer_55_64,M_Cancer_65_74,M_Cancer_75_84,M_Cancer_85_over,M_Cancer_Tot,M_Dementia_0_14,M_Dementia_15_24,M_Dementia_25_34,M_Dementia_35_44,M_Dementia_45_54,M_Dementia_55_64,M_Dementia_65_74,M_Dementia_75_84,M_Dementia_85_over,M_Dementia_Tot,M_Diabetes_0_14,M_Diabetes_15_24,M_Diabetes_25_34,M_Diabetes_35_44,M_Diabetes_45_54,M_Diabetes_55_64,M_Diabetes_65_74,M_Diabetes_75_84,M_Diabetes_85_over,M_Diabetes_Tot,M_Heart_disease_0_14,M_Heart_disease_15_24,M_Heart_disease_25_34,M_Heart_disease_35_44,M_Heart_disease_45_54,M_Heart_disease_55_64,M_Heart_disease_65_74,M_Heart_disease_75_84,M_Heart_disease_85_over,M_Heart_disease_Tot,M_Kidney_disease_0_14,M_Kidney_disease_15_24,M_Kidney_disease_25_34,M_Kidney_disease_35_44,M_Kidney_disease_45_54,M_Kidney_disease_55_64,M_Kidney_disease_65_74,M_Kidney_disease_75_84,M_Kidney_disease_85_over,M_Kidney_disease_Tot,M_Lung_cond_0_14,M_Lung_cond_15_24,M_Lung_cond_25_34,M_Lung_cond_35_44,M_Lung_cond_45_54,M_Lung_cond_55_64,M_Lung_cond_65_74,M_Lung_cond_75_84,M_Lung_cond_85_over,M_Lung_cond_Tot,M_Mental_health_cond_0_14,M_Mental_health_cond_15_24,M_Mental_health_cond_25_34,M_Mental_health_cond_35_44,M_Mental_health_cond_45_54,M_Mental_health_cond_55_64,M_Mental_health_cond_65_74,M_Mental_health_cond_75_84,M_Mental_health_cond_85_over,M_Mental_health_cond_Tot,M_Stroke_0_14,M_Stroke_15_24,M_Stroke_25_34,M_Stroke_35_44,M_Stroke_45_54,M_Stroke_55_64,M_Stroke_65_74,M_Stroke_75_84,M_Stroke_85_over,M_Stroke_Tot,M_Other_0_14,M_Other_15_24,M_Other_25_34,M_Other_35_44,M_Other_45_54,M_Other_55_64,M_Other_65_74,M_Other_75_84,M_Other_85_over,M_Other_Tot,M_None_0_14,M_None_15_24,M_None_25_34,M_None_35_44,M_None_45_54,M_None_55_64,M_None_65_74,M_None_75_84,M_None_85_over,M_None_Tot,M_NS_0_14,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_over,M_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_Arthritis_0_14,F_Arthritis_15_24,F_Arthritis_25_34,F_Arthritis_35_44,F_Arthritis_45_54,F_Arthritis_55_64,F_Arthritis_65_74,F_Arthritis_75_84,F_Arthritis_85_over,F_Arthritis_Tot,F_Asthma_0_14,F_Asthma_15_24,F_Asthma_25_34,F_Asthma_35_44,F_Asthma_45_54,F_Asthma_55_64,F_Asthma_65_74,F_Asthma_75_84,F_Asthma_85_over,F_Asthma_Tot,F_Cancer_0_14,F_Cancer_15_24,F_Cancer_25_34,F_Cancer_35_44,F_Cancer_45_54,F_Cancer_55_64,F_Cancer_65_74,F_Cancer_75_84,F_Cancer_85_over,F_Cancer_Tot,F_Dementia_0_14,F_Dementia_15_24,F_Dementia_25_34,F_Dementia_35_44,F_Dementia_45_54,F_Dementia_55_64,F_Dementia_65_74,F_Dementia_75_84,F_Dementia_85_over,F_Dementia_Tot,F_Diabetes_0_14,F_Diabetes_15_24,F_Diabetes_25_34,F_Diabetes_35_44,F_Diabetes_45_54,F_Diabetes_55_64,F_Diabetes_65_74,F_Diabetes_75_84,F_Diabetes_85_over,F_Diabetes_Tot,F_Heart_disease_0_14,F_Heart_disease_15_24,F_Heart_disease_25_34,F_Heart_disease_35_44,F_Heart_disease_45_54,F_Heart_disease_55_64,F_Heart_disease_65_74,F_Heart_disease_75_84,F_Heart_disease_85_over,F_Heart_disease_Tot
111,31,104,324,692,1583,3473,4895,3465,1285,15852,3615,2418,2435,2312,1860,1684,1547,880,273,17024,32,38,129,206,445,1131,2135,1827,589,6532,4,0,4,3,26,92,296,723,616,1764,60,159,301,540,1255,2327,3322,2290,624,10878,73,77,122,227,770,2004,3605,3115,1306,11299,39,45,57,98,174,340,585,603,321,2262,50,35,73,102,341,714,1299,1098,433,4145,1077,2642,3179,2971,3008,2751,1870,899,312,18709,15,12,29,48,164,407,659,710,314,2358,1906,1313,1307,1552,1980,2578,2400,1473,689,15198,26084,16932,17483,15311,13630,10340,6174,2409,537,108900,2710,2189,1946,1791,1805,1609,1208,769,416,14443,34772,24834,25795,23791,23587,22868,19845,11539,3991,191022,32,153,454,1041,2551,5448,7682,6073,3190,26624,2488,2522,3248,3077,2767,2814,2758,1583,574,21831,43,38,131,358,799,1360,1915,1474,615,6733,0,3,0,3,22,71,290,813,1225,2427,63,152,305,521,1084,1899,2567,2020,864,9475,65,58,75,168,423,1119,2089,2379,1700,8076
112,19,54,171,438,975,2413,3537,2264,945,10816,1688,1005,934,1213,1177,1251,1274,584,208,9334,18,29,49,102,282,873,1759,1242,478,4832,0,0,3,6,19,64,185,433,380,1090,46,68,90,212,587,1188,1956,1378,397,5922,34,35,46,136,409,1360,2621,2205,994,7840,21,15,37,45,101,206,387,414,229,1455,33,20,32,71,217,708,1182,824,352,3439,684,1177,1206,1452,1789,2002,1419,597,225,10551,8,6,15,30,93,301,505,537,261,1756,1031,597,571,841,1209,1900,1925,974,473,9521,16403,8763,8260,9047,9141,8489,6191,2268,567,69129,2522,1494,1427,1619,1739,1755,1424,771,379,13130,22023,12755,12195,14186,15829,17933,17291,9007,3212,124431,20,61,190,557,1451,3500,5173,3855,2042,16849,1170,1042,1282,1627,1736,1936,1954,1101,444,12292,18,33,47,220,552,1029,1459,1006,465,4829,0,3,3,7,10,30,144,475,746,1418,23,67,111,238,475,890,1393,1115,477,4789,39,26,48,95,217,657,1472,1552,1163,5269
113,11,48,116,285,676,1493,1996,1331,479,6435,1724,1109,955,898,799,925,812,419,153,7794,15,24,37,77,167,477,934,721,230,2682,0,0,0,10,8,26,96,212,197,549,28,60,114,201,550,1049,1403,864,235,4504,34,32,36,94,284,774,1280,1086,408,4028,19,26,26,44,68,133,257,234,101,908,18,14,31,55,132,340,608,473,164,1835,433,854,931,866,937,904,671,270,90,5956,6,6,11,27,55,154,282,276,123,940,810,423,451,487,693,925,779,437,186,5191,11939,7029,7049,5912,5361,4606,2712,1158,285,46051,1672,1300,1348,1219,1198,1023,801,478,182,9221,16299,10487,10566,9448,9598,10113,8481,4772,1594,81358,20,78,209,442,1079,2205,2886,2194,1191,10304,1314,1209,1319,1231,1211,1343,1190,690,290,9797,15,15,44,104,291,561,745,508,256,2539,0,0,0,0,3,27,70,255,419,774,31,88,141,254,472,875,998,707,253,3819,25,22,53,80,150,390,691,738,537,2686
114,17,29,132,304,699,1733,2940,2175,680,8709,1091,638,592,668,615,760,876,451,131,5822,15,18,37,67,177,547,1207,1068,314,3450,0,0,0,0,15,32,126,314,236,723,25,46,76,189,401,1081,1813,1296,342,5269,28,14,33,74,253,893,1899,1752,617,5563,21,13,25,28,77,165,389,390,147,1255,29,9,28,49,134,460,729,684,200,2322,381,803,851,899,1051,1199,978,460,141,6763,6,4,13,21,56,182,355,432,142,1211,613,410,410,532,741,1206,1274,778,293,6257,10063,5415,5199,5000,5338,5137,4041,1827,400,42420,1363,878,968,954,953,898,791,520,235,7560,13353,7947,7883,8073,9197,11094,11921,7274,2168,78910,19,39,190,418,1110,2755,4389,3320,1455,13695,746,700,869,966,1100,1304,1489,851,267,8292,8,13,50,126,316,714,1205,880,304,3616,4,0,0,3,7,29,108,329,483,963,25,54,99,177,412,831,1382,979,329,4288,20,13,34,55,149,451,993,1047,673,3435
115,12,32,94,304,660,1306,1889,1405,542,6244,1789,1397,906,1127,1002,773,639,324,105,8062,20,35,45,140,274,605,1018,856,272,3265,0,0,0,4,13,23,97,276,245,658,30,75,94,463,938,1583,2010,1253,281,6727,50,41,46,126,455,1118,1900,1535,561,5832,39,24,25,62,69,148,235,273,123,998,22,15,18,28,65,214,370,402,161,1295,415,976,796,830,938,756,500,242,126,5579,8,5,13,21,59,132,291,267,144,940,1128,792,553,949,1186,1452,1355,712,323,8450,23439,13879,9723,14448,12859,8671,4691,1721,348,89779,1374,954,688,865,983,741,562,384,269,6820,27978,17813,12638,18740,18399,15257,11728,6282,2000,130835,28,63,132,455,1138,2182,3130,2595,1186,10909,1101,1166,949,1299,1389,1102,1004,568,235,8813,26,35,63,217,570,804,999,701,273,3688,0,0,0,0,7,26,103,319,520,975,37,84,104,298,595,1090,1341,924,322,4795,36,28,31,72,163,431,939,941,657,3298
116,31,73,258,582,1151,2049,2403,1530,449,8526,3375,2282,1799,1833,1341,1117,835,411,105,13098,48,40,76,157,276,672,975,656,177,3077,10,6,0,6,19,61,130,326,199,757,72,147,356,1505,2266,3435,3368,1607,300,13056,77,66,107,363,813,1757,2342,1500,437,7462,50,34,56,120,180,319,427,353,114,1653,42,33,40,98,232,480,716,518,150,2309,721,1437,1609,1524,1558,1281,762,357,108,9357,14,10,28,61,133,310,479,362,109,1506,1895,1142,1063,1676,1859,2064,1676,772,325,12472,37324,19737,21827,25184,14861,8642,4141,1332,249,133297,3781,2512,2979,2722,2061,1365,814,452,166,16852,46726,26718,29238,34363,24114,18686,12850,5840,1569,200104,34,123,394,975,2226,3660,4369,2762,1089,15632,2277,2117,2361,2507,2241,1904,1543,746,232,15928,29,46,101,289,635,901,1011,607,204,3823,0,6,3,6,16,51,158,400,535,1175,61,157,425,1062,1846,2799,3074,1565,474,11463,61,57,93,183,413,842,1373,1121,579,4722
117,7,56,312,479,795,1325,1409,1011,372,5766,915,1407,3232,2333,1354,1018,641,294,82,11276,9,27,157,224,370,620,856,625,175,3063,0,0,6,6,24,34,128,260,193,651,12,64,245,398,712,1135,1385,912,231,5094,23,37,118,178,456,1000,1360,1018,390,4580,10,22,67,67,119,201,260,229,113,1088,12,15,53,86,164,363,447,319,107,1566,273,1282,3460,2406,1965,1501,779,252,77,11995,3,3,24,64,89,201,276,242,105,1007,631,659,1779,1788,1906,1915,1377,695,235,10985,14025,15277,36768,22670,12857,7971,3879,1437,348,115232,1211,1761,4064,2535,1855,1479,898,510,167,14480,16938,20112,48734,31732,20560,15617,10108,5139,1566,170506,19,77,383,533,1028,1842,2417,1894,836,9029,605,1475,3366,2023,1393,1072,809,449,158,11350,7,31,167,299,498,740,800,527,178,3247,0,0,0,6,13,28,80,278,410,815,12,59,208,292,487,818,1041,805,290,4012,10,31,76,85,167,388,691,670,418,2536
118,16,42,188,300,567,1027,1386,1213,540,5279,1089,991,1537,1247,1056,766,591,314,117,7708,17,22,87,137,246,499,943,769,285,3005,0,3,0,6,13,24,85,295,339,765,30,58,112,168,394,738,1191,917,340,3948,20,23,64,109,345,843,1426,1400,679,4909,28,14,25,46,82,124,255,270,163,1007,16,18,11,26,72,180,318,308,152,1101,221,757,1209,1110,961,787,503,266,125,5939,0,5,13,18,64,138,246,271,172,927,670,526,682,744,975,1120,1146,742,348,6953,17145,10711,18171,14549,11338,7656,4167,1857,534,86128,1286,1215,2118,1656,1389,1039,745,533,361,10342,20375,14097,23714,19508,16525,13135,9967,6207,2553,126081,24,69,191,376,814,1667,2584,2476,1344,9545,724,973,1790,1351,1108,960,798,605,210,8519,26,35,90,248,542,800,939,767,356,3803,0,0,0,0,11,21,104,400,655,1191,22,53,122,135,299,550,855,781,356,3173,18,28,37,49,115,309,696,865,691,2808
119,22,71,313,608,1293,2536,3498,2914,1440,12695,3415,2539,2297,2055,1673,1503,1183,702,275,15642,49,56,121,215,394,1052,1815,1524,667,5893,0,0,11,12,26,80,308,657,812,1906,56,132,312,1093,2097,4224,4671,3005,1009,16599,85,76,142,306,960,2441,3587,3065,1509,12171,60,34,79,148,280,479,686,675,378,2819,42,35,58,101,210,567,912,927,392,3244,538,1361,1848,1906,2077,1909,1242,696,378,11955,9,15,28,51,153,425,727,770,389,2567,1986,1330,1596,2037,2548,3599,3097,1931,1025,19149,45754,31594,39093,31712,24197,18237,9434,3998,1156,205175,4778,3389,4259,3466,2923,2575,1769,1297,827,25283,56256,39941,49056,42209,35979,33625,24305,14268,5962,301601,49,137,395,938,2608,5152,6597,5884,3278,25038,2001,2213,2541,2420,2251,2101,1799,1167,552,17045,41,47,171,403,998,1624,1788,1403,640,7115,0,9,8,7,24,93,278,962,1433,2814,66,165,399,874,1637,3208,3941,2885,1280,14455,71,62,119,207,414,1123,1968,2278,1683,7925
120,14,43,180,339,684,1165,1653,1271,648,5997,1234,1146,1638,1628,1113,849,582,330,141,8661,22,38,89,149,244,629,954,799,300,3224,0,0,0,7,15,28,104,344,383,881,32,48,177,399,744,1357,1744,1293,453,6247,24,35,55,134,400,1010,1741,1413,706,5518,20,25,40,65,104,163,271,237,161,1086,14,19,32,48,96,232,416,372,199,1428,288,997,1696,1400,1280,1012,665,344,184,7866,3,5,7,25,75,157,291,312,186,1061,899,620,1059,1162,1330,1609,1442,897,473,9491,19505,14517,22279,17121,12693,9105,4614,1861,524,102219,1345,1369,1994,1465,1153,1027,726,490,320,9889,23201,18505,28465,23027,18562,15994,11551,6502,2701,148508,21,66,240,423,1109,2246,3360,2795,1693,11953,865,1083,1899,1662,1436,1182,1000,571,240,9938,26,23,119,257,611,889,1128,704,321,4078,0,0,0,0,4,25,114,437,762,1342,16,66,163,297,518,1045,1391,1215,573,5284,30,41,69,88,162,423,881,1050,853,3597
121,23,54,189,466,921,1627,2378,2165,949,8772,2583,1892,1940,2045,1894,1488,1047,570,255,13714,34,51,112,228,404,947,1622,1520,628,5546,0,0,4,0,5,49,127,445,519,1149,37,89,145,518,951,1565,2065,1583,538,7491,39,39,67,181,659,1475,2581,2578,1215,8834,36,30,60,84,121,224,345,379,208,1487,25,13,50,61,140,225,472,559,278,1823,520,1590,1723,1653,1674,1231,791,421,202,9805,8,6,13,26,102,210,361,464,296,1486,1499,1088,1052,1540,1928,2240,2114,1429,691,13581,33051,18464,19047,24131,20270,13848,7705,3411,858,140785,1752,1236,1336,1501,1415,1148,870,604,346,10208,39185,23928,24907,31365,28692,23257,17682,11000,4163,204179,24,100,244,548,1416,2828,4481,4264,2502,16407,1505,1732,2035,2295,2233,1771,1566,1028,490,14655,23,47,94,393,939,1381,1739,1440,653,6709,3,0,0,4,17,28,153,538,1040,1783,38,92,151,372,622,1008,1491,1204,546,5524,40,40,56,100,222,597,1326,1721,1381,5483
122,12,36,111,337,726,1368,1770,1664,679,6703,1567,1128,868,1160,1233,954,766,408,154,8238,21,32,65,116,317,689,1097,1077,436,3850,5,0,5,3,5,29,130,379,418,974,27,60,81,172,417,910,1243,1047,330,4287,32,40,39,99,381,1021,1673,1867,863,6015,31,20,26,41,84,119,214,289,150,974,32,19,24,39,86,179,359,454,210,1402,338,977,832,954,1128,902,576,391,174,6272,13,3,10,22,81,131,269,384,205,1118,917,614,466,684,1063,1265,1216,886,403,7514,20985,12067,10958,12923,13725,9416,4885,2225,529,87713,1388,958,864,1013,1216,1015,662,430,241,7787,25064,15631,14025,16976,19374,16041,11509,7559,2746,128925,23,53,115,344,1029,2035,3077,3128,1685,11489,953,1017,1141,1441,1544,1212,1096,815,341,9560,19,25,75,214,601,902,1095,987,461,4379,3,4,3,4,10,24,129,458,858,1493,27,66,59,154,316,543,892,849,349,3255,30,29,26,58,160,347,769,1139,903,3461
123,30,76,278,620,1121,2238,2769,1651,445,9228,2853,1890,1567,1588,1187,1006,841,373,76,11381,33,47,93,161,290,699,1149,766,197,3435,0,9,0,6,9,42,166,277,184,693,50,119,227,770,1501,2419,2622,1202,237,9147,76,69,94,213,647,1485,2140,1373,379,6476,37,32,44,81,156,247,380,282,117,1376,30,20,44,81,166,435,706,516,110,2108,762,1360,1464,1503,1400,1216,836,329,92,8962,7,12,13,55,112,246,441,357,111,1354,1787,999,920,1235,1459,1650,1467,719,225,10461,26109,13958,14212,14639,10838,6990,3679,1215,195,91835,2839,1599,1517,1645,1446,1128,692,441,154,11461,33916,19452,19609,21206,18125,15445,11703,5419,1305,146180,26,113,400,1003,2197,3975,4711,2820,1066,16311,1914,1724,2211,2149,1920,1777,1516,657,192,14060,27,35,107,262,567,947,1084,610,215,3854,0,0,0,9,12,42,161,387,409,1020,56,123,318,683,1175,1975,2174,1144,322,7970,46,48,72,152,377,796,1270,1053,532,4346
124,39,78,318,678,1348,2389,3168,1899,525,10442,2998,1977,1904,1893,1514,1258,1003,411,113,13071,34,46,83,169,329,831,1418,960,247,4117,5,7,0,9,21,48,174,319,205,788,71,126,260,679,1404,2294,2840,1461,291,9426,67,55,91,237,678,1642,2751,1855,536,7912,42,48,67,95,165,284,464,340,98,1603,53,38,61,104,236,574,877,667,179,2789,902,1893,2138,2030,2076,1716,1115,440,124,12434,12,10,28,57,119,303,487,407,120,1543,1922,1119,1144,1423,1805,2097,1905,926,269,12610,26101,14708,15226,14764,11992,8765,4819,1631,326,98332,2930,1960,2124,1969,1808,1348,948,564,279,13930,34361,21135,22259,22427,20695,18613,14801,7046,1858,163195,41,159,473,1067,2296,4284,5323,3403,1381,18427,2070,2034,2788,2681,2409,2265,1884,921,276,17328,28,45,116,303,648,1165,1379,820,328,4832,3,0,0,0,8,45,161,406,455,1078,69,129,307,594,1176,1891,2233,1303,404,8106,53,68,104,167,415,898,1495,1325,771,5296
125,22,61,258,481,1014,1888,2375,1912,794,8805,2640,1955,1862,1696,1168,1041,809,519,177,11867,33,48,107,194,284,717,1106,951,352,3792,0,3,8,10,26,73,192,439,391,1142,45,112,396,1337,2058,3395,3523,1991,564,13421,74,64,111,322,781,1795,2580,2035,833,8595,50,38,78,172,212,347,437,418,233,1985,25,32,37,76,169,434,694,593,279,2339,436,1057,1627,1594,1685,1440,935,458,206,9438,11,7,22,64,133,332,471,444,206,1690,1542,999,1365,1922,2163,2647,2254,1150,530,14572,39703,25570,38232,31589,18077,12483,6274,2395,610,174933,4262,3002,4817,3949,2643,2024,1251,716,414,23078,48462,32400,48038,41971,27963,23899,16706,8948,3190,251577,25,89,386,820,1888,3655,4505,3670,1916,16954,1725,1738,2081,1993,1773,1635,1383,824,319,13471,32,48,138,316,679,1108,1223,851,367,4762,0,0,6,9,31,61,179,546,789,1621,48,107,379,829,1499,2683,2924,1929,683,11081,43,53,100,154,360,853,1379,1485,961,5388
126,7,30,94,188,398,762,1087,846,458,3870,1077,821,904,818,674,521,409,252,87,5563,10,21,45,81,154,392,605,548,214,2070,0,0,0,5,12,19,52,193,225,506,16,27,117,310,519,1024,1270,799,281,4363,31,27,27,104,274,715,1153,1079,495,3905,17,13,29,47,70,124,165,187,110,762,12,11,19,21,55,138,196,250,129,831,236,674,804,703,709,633,361,177,76,4373,0,5,8,18,31,109,179,199,147,696,648,491,595,779,893,1205,1050,574,313,6548,14875,9463,12573,12215,8379,6243,3604,1231,385,68968,863,613,927,806,660,584,402,297,250,5402,17609,11948,15762,15631,12028,10826,8217,4394,1960,98375,7,42,113,222,639,1359,1942,1841,1205,7370,636,748,939,907,747,709,640,414,213,5953,8,18,32,152,404,608,691,540,243,2696,0,0,0,6,7,12,69,260,416,770,15,40,102,232,328,733,932,706,326,3414,18,14,21,44,90,302,621,685,619,2414
127,29,81,285,603,1310,2491,2916,2004,715,10434,3316,2431,1939,1531,1206,1149,936,520,141,13169,57,55,107,150,327,763,1122,840,293,3714,6,9,14,13,39,98,225,426,358,1188,69,173,314,961,2207,4096,4084,2200,562,14666,87,70,102,312,899,2162,2764,1902,709,9007,64,47,58,141,254,447,547,399,198,2155,48,21,41,110,237,512,690,550,220,2429,562,1190,1431,1495,1614,1735,909,427,194,9557,15,15,15,71,186,483,656,568,236,2245,1918,1222,1238,1677,2484,3434,2626,1260,523,16382,40942,25809,25758,23418,18865,13688,6484,2214,467,157645,4559,2855,2733,2748,2374,2183,1357,871,496,20176,51061,33293,33171,31785,28957,27154,17915,8733,2865,234934,46,114,393,1011,2530,4890,5417,3731,1636,19768,2002,2144,2308,2131,1962,1920,1464,750,329,15010,35,32,135,299,711,1092,1181,754,267,4506,0,0,3,9,57,102,203,567,703,1644,70,129,396,880,1803,3399,3724,2175,789,13365,67,64,103,199,483,1115,1555,1485,827,5898
128,21,45,126,340,758,1515,2105,1567,770,7247,1502,1116,1019,1206,1001,827,712,353,137,7873,31,39,61,126,253,671,1154,986,408,3729,0,0,0,8,4,28,126,324,350,840,37,78,105,237,553,1114,1478,1049,341,4992,45,28,30,104,367,1045,1883,1667,822,5991,28,17,25,44,74,138,275,277,175,1053,22,12,17,42,95,216,414,416,207,1441,421,875,945,981,1039,924,562,336,172,6255,3,6,12,20,69,142,289,338,202,1081,1027,647,601,722,988,1238,1249,718,414,7604,17852,10537,9584,10565,10411,7544,4168,1677,426,72764,1313,856,797,913,986,803,555,366,206,6795,21933,13860,12886,14641,15403,13833,10933,6318,2445,112252,14,66,194,498,1187,2418,3523,3003,1736,12639,977,1036,1170,1465,1399,1255,1088,726,309,9425,16,26,65,239,520,792,1037,804,409,3908,0,4,0,5,4,25,109,410,767,1324,23,70,130,207,382,778,1060,845,371,3866,30,18,30,57,151,419,904,1042,902,3553
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,15,23,53,134,131,35,5,396,27,41,61,52,47,55,40,12,3,338,0,0,3,6,9,47,43,28,0,136,0,0,0,0,3,0,4,3,0,10,0,0,3,21,36,79,75,20,4,238,5,3,4,5,30,69,108,39,3,266,0,0,0,5,12,10,16,6,0,49,0,3,8,14,16,58,55,16,0,170,10,94,132,145,167,137,58,5,0,748,0,0,0,0,4,23,17,4,0,48,25,31,39,72,77,111,75,19,7,456,314,289,527,365,281,261,189,44,0,2270,262,241,426,496,450,318,137,35,3,2368,639,658,1164,1108,1010,949,648,166,19,6361,3,3,17,29,70,136,107,42,6,413,32,67,79,60,68,72,56,13,0,447,0,0,7,10,14,44,38,5,0,118,0,0,0,0,0,0,0,0,6,6,0,6,4,9,13,33,38,10,4,117,3,5,8,8,12,30,37,15,6,124
201,12,50,196,382,835,1528,2224,1551,473,7251,1626,1073,1114,1085,919,897,838,427,116,8095,15,21,48,94,211,550,1095,792,220,3046,0,4,0,4,11,29,115,209,178,550,29,74,127,267,613,1128,1582,964,241,5025,43,39,50,92,385,1006,1771,1363,510,5259,28,17,29,40,72,124,234,188,91,823,12,21,39,66,190,421,758,576,187,2270,579,1078,1355,1288,1419,1369,945,384,114,8531,11,11,19,29,92,205,362,327,137,1193,917,590,585,737,1013,1298,1134,617,220,7111,11632,6617,6555,5945,5884,4912,3289,1204,274,46312,1486,946,863,858,1104,968,821,461,191,7698,15928,9996,10228,9803,10917,11043,10169,5341,1624,85049,22,86,271,596,1409,2659,3730,2464,1166,12403,1147,1214,1517,1521,1516,1491,1372,725,267,10770,15,21,61,171,406,760,925,627,268,3254,0,3,0,0,6,23,87,257,375,751,47,66,137,277,478,869,1220,814,328,4236,22,25,65,89,206,491,978,919,596,3391
202,26,41,160,346,727,1648,2274,1575,527,7324,1431,890,951,941,851,929,789,432,134,7348,17,24,30,91,220,520,1058,857,282,3099,0,0,4,6,13,32,100,214,228,597,31,54,113,226,489,907,1478,884,248,4430,39,26,47,91,311,877,1605,1308,526,4830,26,18,26,35,65,137,249,253,114,923,18,10,27,56,126,361,572,455,166,1791,466,967,1189,1207,1345,1239,858,353,133,7757,8,9,10,30,60,174,314,292,145,1042,849,503,557,673,922,1168,1139,536,252,6599,11567,6178,5965,5796,5733,4759,3263,1224,280,44765,1410,898,1039,935,1034,1005,794,487,244,7846,15483,9176,9464,9523,10303,10704,10026,5342,1781,81802,18,77,215,554,1298,2732,3739,2592,1166,12391,904,1003,1383,1301,1267,1419,1331,714,232,9554,22,18,51,133,325,699,929,682,246,3105,0,0,3,3,9,25,108,213,390,751,23,50,133,235,459,822,1042,681,279,3724,32,24,44,73,142,449,903,896,629,3192
203,29,80,256,537,1135,2208,3282,2236,818,10581,2699,1899,1981,2034,1643,1431,1400,660,206,13953,35,41,75,158,349,908,1759,1307,432,5064,0,0,6,8,15,46,201,461,396,1133,41,117,225,426,975,1723,2552,1522,461,8042,62,38,78,149,554,1566,2874,2229,883,8433,35,33,43,74,124,217,391,384,176,1477,30,18,36,78,181,485,903,706,309,2746,891,1768,2144,2155,2124,1834,1337,607,296,13156,15,12,26,51,137,307,603,536,252,1939,1540,1048,1047,1162,1501,1869,1920,1064,491,11642,23463,13489,15064,13181,11712,9120,6217,2367,569,95182,2338,1699,1997,1814,1687,1468,1223,675,284,13185,30472,19410,21876,20360,19673,18661,17397,9172,3048,160069,22,118,361,770,1865,3990,5768,4233,2024,19151,1808,2047,2634,2712,2339,2263,2229,1183,435,17650,20,49,107,302,654,1160,1659,1100,482,5533,0,0,12,5,18,45,201,573,933,1787,43,116,230,403,831,1444,1939,1407,568,6981,42,47,65,125,308,728,1516,1561,1172,5564
204,16,32,164,385,814,1817,2685,1844,608,8365,1446,925,913,1032,962,1009,957,489,160,7893,19,17,46,92,215,610,1231,970,295,3495,0,6,6,9,9,51,131,259,185,656,20,60,95,235,530,1192,1810,1137,294,5373,37,44,48,117,340,1091,2055,1595,612,5939,35,30,27,45,90,167,294,322,132,1142,28,21,27,72,145,462,767,633,183,2338,488,905,1016,1209,1352,1364,1060,481,148,8023,9,0,9,28,72,190,402,404,162,1276,829,474,527,664,905,1363,1269,720,305,7056,12003,6979,6467,6006,6390,6078,4354,1602,354,50233,1590,1061,945,997,1096,1230,1019,582,189,8709,16120,10110,9700,9852,11275,13068,12546,6561,1946,91178,16,59,217,510,1285,2837,4095,2788,1303,13110,1059,996,1332,1441,1525,1641,1501,810,299,10604,21,21,49,164,358,811,1092,721,290,3527,4,7,0,3,11,35,109,288,395,852,30,68,125,244,478,956,1268,895,354,4418,20,40,50,77,211,583,1038,1137,702,3858
