SA4_CODE_2021,M_Arthritis_0_14,M_Arthritis_15_24,M_Arthritis_25_34,M_Arthritis_35_44,M_Arthritis_45_54,M_Arthritis_55_64,M_Arthritis_65_74,M_Arthritis_75_84,M_Arthritis_85_over,M_Arthritis_Tot,M_Asthma_0_14,M_Asthma_15_24,M_Asthma_25_34,M_Asthma_35_44,M_Asthma_45_54,M_Asthma_55_64,M_Asthma_65_74,M_Asthma_75_84,M_Asthma_85_over,M_Asthma_Tot,M_Cancer_0_14,M_Cancer_15_24,M_Cancer_25_34,M_Cancer_35_44,M_Cancer_45_54,M_Cancer_55_64,M_Cancer_65_74,M_Cancer_75_84,M_Cancer_85_over,M_Cancer_Tot,M_Dementia_0_14,M_Dementia_15_24,M_Dementia_25_34,M_Dementia_35_44,M_Dementia_45_54,M_Dementia_55_64,M_Dementia_65_74,M_Dementia_75_84,M_Dementia_85_over,M_Dementia_Tot,M_Diabetes_0_14,M_Diabetes_15_24,M_Diabetes_25_34,M_Diabetes_35_44,M_Diabetes_45_54,M_Diabetes_55_64,M_Diabetes_65_74,M_Diabetes_75_84,M_Diabetes_85_over,M_Diabetes_Tot,M_Heart_disease_0_14,M_Heart_disease_15_24,M_Heart_disease_25_34,M_Heart_disease_35_44,M_Heart_disease_45_54,M_Heart_disease_55_64,M_Heart_disease_65_74,M_Heart_disease_75_84,M_Heart_disease_85_over,M_Heart_disease_Tot,M_Kidney_disease_0_14,M_Kidney_disease_15_24,M_Kidney_disease_25_34,M_Kidney_disease_35_44,M_Kidney_disease_45_54,M_Kidney_disease_55_64,M_Kidney_disease_65_74,M_Kidney_disease_75_84,M_Kidney_disease_85_over,M_Kidney_disease_Tot,M_Lung_cond_0_14,M_Lung_cond_15_24,M_Lung_cond_25_34,M_Lung_cond_35_44,M_Lung_cond_45_54,M_Lung_cond_55_64,M_Lung_cond_65_74,M_Lung_cond_75_84,M_Lung_cond_85_over,M_Lung_cond_Tot,M_Mental_health_cond_0_14,M_Mental_health_cond_15_24,M_Mental_health_cond_25_34,M_Mental_health_cond_35_44,M_Mental_health_cond_45_54,M_Mental_health_cond_55_64,M_Mental_health_cond_65_74,M_Mental_health_cond_75_84,M_Mental_health_cond_85_over,M_Mental_health_cond_Tot,M_Stroke_0_14,M_Stroke_15_24,M_Stroke_25_34,M_Stroke_35_44,M_Stroke_45_54,M_Stroke_55_64,M_Stroke_65_74,M_Stroke_75_84,M_Stroke_85_over,M_Stroke_Tot,M_Other_0_14,M_Other_15_24,M_Other_25_34,M_Other_35_44,M_Other_45_54,M_Other_55_64,M_Other_65_74,M_Other_75_84,M_Other_85_over,M_Other_Tot,M_None_0_14,M_None_15_24,M_None_25_34,M_None_35_44,M_None_45_54,M_None_55_64,M_None_65_74,M_None_75_84,M_None_85_over,M_None_Tot,M_NS_0_14,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_over,M_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_Arthritis_0_14,F_Arthritis_15_24,F_Arthritis_25_34,F_Arthritis_35_44,F_Arthritis_45_54,F_Arthritis_55_64,F_Arthritis_65_74,F_Arthritis_75_84,F_Arthritis_85_over,F_Arthritis_Tot,F_Asthma_0_14,F_Asthma_15_24,F_Asthma_25_34,F_Asthma_35_44,F_Asthma_45_54,F_Asthma_55_64,F_Asthma_65_74,F_Asthma_75_84,F_Asthma_85_over,F_Asthma_Tot,F_Cancer_0_14,F_Cancer_15_24,F_Cancer_25_34,F_Cancer_35_44,F_Cancer_45_54,F_Cancer_55_64,F_Cancer_65_74,F_Cancer_75_84,F_Cancer_85_over,F_Cancer_Tot,F_Dementia_0_14,F_Dementia_15_24,F_Dementia_25_34,F_Dementia_35_44,F_Dementia_45_54,F_Dementia_55_64,F_Dementia_65_74,F_Dementia_75_84,F_Dementia_85_over,F_Dementia_Tot,F_Diabetes_0_14,F_Diabetes_15_24,F_Diabetes_25_34,F_Diabetes_35_44,F_Diabetes_45_54,F_Diabetes_55_64,F_Diabetes_65_74,F_Diabetes_75_84,F_Diabetes_85_over,F_Diabetes_Tot,F_Heart_disease_0_14,F_Heart_disease_15_24,F_Heart_disease_25_34,F_Heart_disease_35_44,F_Heart_disease_45_54,F_Heart_disease_55_64,F_Heart_disease_65_74,F_Heart_disease_75_84,F_Heart_disease_85_over,F_Heart_disease_Tot
505,33,138,413,858,1749,3228,4240,2963,1099,14721,3670,2561,2677,2898,2519,1793,1418,736,227,18499,67,69,136,295,599,1371,2335,1813,630,7315,0,5,5,10,23,76,243,667,603,1632,103,171,346,835,1793,2907,3750,2393,665,12963,87,78,102,314,1026,2436,3917,3029,1176,12165,70,46,62,119,184,330,522,534,278,2145,66,42,83,125,301,668,1198,989,375,3847,1187,2437,2938,3094,2919,2298,1505,690,282,17350,9,18,25,77,181,342,679,700,343,2374,2634,1661,1558,2033,2555,3017,2776,1512,697,18443,46548,26658,28244,29126,24486,16876,9239,3336,730,185243,3734,2577,3261,3325,3177,2360,1409,753,361,20957,57325,35354,38421,41088,38118,31802,24220,12573,4162,283063,61,197,593,1320,3242,5700,7764,5820,2849,27546,2480,2659,3582,3781,3409,2964,2627,1398,541,23441,43,72,175,506,1193,1773,2336,1548,636,8282,0,7,3,7,14,78,254,844,1285,2492,73,168,313,699,1316,2226,3046,2009,752,10602,58,49,70,190,510,1187,2086,2140,1426,7716
506,38,132,366,840,1552,2761,3795,2524,906,12914,3086,2372,2529,2433,1946,1587,1281,654,193,16081,39,66,141,258,517,1107,1998,1435,482,6043,4,0,5,10,16,76,250,539,438,1338,90,166,372,1137,2197,3222,3861,2140,567,13752,72,69,128,353,1009,2216,3480,2590,995,10912,65,35,70,135,188,309,533,510,224,2069,71,39,66,132,308,726,1150,975,310,3777,998,2267,3090,2919,2512,2045,1321,607,247,16006,8,8,26,91,180,360,650,620,277,2220,2368,1519,1584,2142,2491,2743,2417,1260,496,17020,43320,25710,29365,28392,20442,13917,7682,2749,618,172195,3703,2824,3935,3660,3119,2351,1324,771,480,22167,53049,34192,40243,40310,33073,27636,21303,10792,3540,264138,53,209,587,1286,2786,5067,6605,4818,2248,23659,2151,2535,3302,3347,2905,2693,2342,1230,394,20899,43,67,155,501,973,1490,1944,1266,465,6904,4,8,5,14,15,53,198,656,851,1804,74,183,382,961,1721,2533,3016,1836,728,11434,42,66,106,199,484,1084,1883,1859,1198,6921
507,33,121,382,776,1496,2718,3294,2439,895,12154,3153,1976,2170,2244,1791,1404,1040,570,183,14531,46,58,133,219,473,1122,1832,1381,479,5743,0,3,4,11,22,66,207,439,417,1169,59,124,261,632,1502,2431,2920,1817,510,10256,53,39,116,220,775,1978,2952,2423,963,9519,35,39,64,117,173,285,394,454,245,1806,59,36,52,106,260,634,945,887,344,3323,1011,2134,2696,2640,2516,1966,1244,565,203,14975,14,10,26,59,139,318,504,547,252,1869,2284,1311,1381,1613,2153,2343,2085,1176,544,14890,35461,19671,20334,21051,17720,12708,7009,2595,633,137182,3130,2383,3214,3171,2798,2032,1200,751,398,19077,44520,27038,29517,31073,28818,24857,18600,10027,3417,217867,48,186,534,1239,2710,4609,5921,4376,2172,21795,2153,2225,3005,3039,2708,2387,1968,1022,394,18901,35,39,159,432,933,1476,1750,1136,471,6431,3,4,4,0,8,57,162,607,824,1669,70,174,305,599,1068,1826,2236,1490,668,8436,60,56,75,161,399,877,1571,1638,1098,5935
509,17,43,120,247,585,1395,1947,1239,397,5990,894,614,580,623,613,711,597,293,70,4995,12,20,30,47,154,454,892,661,197,2467,0,0,0,7,8,16,69,202,130,432,26,55,85,155,463,982,1382,850,185,4183,14,26,30,63,273,817,1425,1073,374,4095,13,11,17,21,57,115,193,177,76,680,22,13,15,28,112,320,592,417,116,1635,286,549,609,663,845,934,714,263,72,4935,5,4,8,14,41,123,285,261,101,842,560,321,284,377,661,923,873,484,157,4640,9197,4686,4420,4631,5034,5005,3461,1194,294,37922,1412,922,1192,1213,1309,1374,1046,549,158,9175,12232,6965,7044,7586,9033,10696,9744,4891,1416,69607,14,35,131,340,977,2115,2702,1834,775,8923,624,616,744,795,1024,1053,903,441,135,6335,14,4,38,93,285,596,752,489,149,2420,0,0,0,3,3,26,80,219,322,653,11,29,89,172,388,777,988,611,221,3286,10,11,21,62,141,411,736,659,381,2432
510,4,13,57,137,246,387,267,75,10,1196,432,198,392,408,276,232,104,23,5,2070,0,4,17,35,80,172,105,42,12,467,0,0,0,0,8,15,15,28,14,80,17,33,77,203,383,515,280,85,4,1597,30,21,32,71,165,324,198,89,15,945,11,6,23,27,51,69,51,27,4,269,22,9,13,20,47,95,83,35,5,329,91,190,339,343,284,236,68,16,5,1572,0,0,5,15,32,45,44,32,6,179,302,125,196,265,303,284,148,44,13,1680,8086,3590,5641,5419,3878,2354,726,146,20,29860,1892,1143,2073,1999,1634,1200,376,97,16,10430,10826,5254,8719,8683,6944,5191,1923,508,91,48139,7,16,80,158,313,444,286,117,20,1441,282,275,551,527,448,329,170,39,4,2625,7,9,25,79,136,139,78,44,0,517,0,0,0,3,5,13,15,33,17,86,14,28,81,200,347,389,259,80,23,1421,29,32,40,59,147,154,109,54,11,635
511,10,26,77,195,465,881,1122,644,198,3618,800,502,501,528,487,492,335,167,42,3854,8,8,32,38,132,350,535,385,104,1592,0,4,0,5,6,22,58,129,96,320,27,37,99,210,493,901,936,519,115,3337,24,16,34,56,250,632,868,601,203,2684,9,11,31,24,61,109,167,152,63,627,14,6,7,21,90,268,394,251,73,1124,189,390,499,559,657,626,379,137,58,3494,5,4,0,12,35,107,152,140,42,497,482,265,250,342,472,638,517,249,88,3303,8730,4617,5313,4821,4700,3911,2099,690,144,35025,1750,1247,1688,1538,1562,1332,793,410,93,10413,11886,6950,8276,7976,8504,8448,5993,2813,734,61580,17,37,125,282,717,1289,1457,942,377,5243,528,507,729,712,731,748,555,281,91,4882,3,8,24,96,219,369,393,274,100,1486,0,0,3,4,18,23,54,151,186,439,17,49,95,184,439,691,686,389,128,2678,21,18,29,55,154,369,426,359,232,1663
597,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,54,75,45,23,0,0,0,212,0,14,44,70,43,20,4,0,0,195,0,30,99,157,103,55,14,0,0,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,0,6,4,14,23,53,55,18,0,173,14,22,39,36,21,12,19,9,0,172,0,0,0,5,13,17,34,7,0,76,0,0,0,0,0,0,0,0,0,0,0,6,4,12,16,33,44,10,0,125,0,3,0,8,18,26,51,17,0,123,0,0,0,5,7,0,3,3,0,18,0,0,0,4,7,10,20,4,0,45,9,47,73,66,72,42,18,9,0,336,0,0,0,0,5,4,15,0,0,24,13,22,23,30,37,52,42,7,0,226,255,164,303,277,186,168,124,15,4,1496,101,176,396,530,514,334,158,50,10,2269,389,414,822,926,842,667,444,118,14,4636,0,0,4,22,34,70,80,10,6,226,11,33,41,38,28,29,21,3,0,204,0,0,4,5,9,19,20,4,0,61,0,0,0,0,0,0,0,0,0,0,0,4,10,8,14,15,24,0,6,81,0,0,8,3,10,13,18,3,0,55
601,15,72,261,565,1173,2163,3004,1937,678,9868,1655,1245,1308,1271,1103,1014,873,445,145,9059,18,38,62,138,256,704,1311,933,331,3791,0,3,3,10,15,50,179,330,296,886,53,98,174,355,709,1348,1791,1128,312,5968,45,26,52,133,431,1136,1957,1560,638,5978,20,23,30,56,93,190,330,292,127,1161,28,22,37,84,190,449,661,550,196,2217,607,1568,1895,1885,1850,1562,1035,438,179,11019,0,9,11,29,97,223,403,400,173,1345,1210,802,811,1020,1344,1587,1412,742,357,9285,16506,9978,14674,9974,7974,6599,4158,1619,352,71834,1690,1180,1499,1230,1206,1048,784,461,167,9265,21347,14350,19920,15407,14213,14272,12337,6566,2116,120528,22,125,398,904,2004,3785,5065,3593,1721,17617,1197,1463,1819,1810,1721,1740,1649,889,305,12593,23,33,67,235,522,882,1222,869,375,4228,5,0,6,4,9,31,180,434,565,1234,40,96,224,332,645,1130,1415,977,389,5248,33,48,68,97,236,569,1018,1173,794,4036
602,23,44,161,327,797,1674,2337,1529,497,7389,1245,811,785,729,699,775,763,409,96,6312,13,11,43,76,168,474,855,661,188,2489,4,0,3,6,11,33,93,208,169,527,20,53,104,208,486,1049,1417,890,225,4452,32,30,41,82,287,875,1462,1218,399,4426,22,15,27,35,86,128,223,246,91,873,11,10,30,66,188,436,697,514,141,2093,463,840,1092,969,1122,1107,749,319,102,6763,0,5,6,20,87,179,354,285,138,1074,715,434,509,536,818,1197,1004,526,211,5950,9627,5881,6800,5236,5128,4500,3072,1189,264,41697,1092,848,774,690,743,794,661,378,140,6120,12890,8592,9763,8160,9054,10113,9300,4995,1467,74334,17,75,225,525,1387,2587,3478,2525,1079,11898,834,888,1154,1197,1248,1175,1180,661,206,8543,11,22,40,119,332,603,838,572,212,2749,0,5,0,3,16,19,71,203,311,628,21,46,133,226,476,789,1038,708,227,3664,19,18,32,54,165,395,739,781,486,2689
603,5,8,38,94,263,640,882,478,94,2502,252,160,179,150,193,248,231,102,22,1537,4,7,12,24,47,168,361,224,42,889,0,0,0,0,0,15,29,49,40,133,5,14,25,55,139,299,451,242,44,1274,8,6,8,32,111,305,504,365,86,1425,0,3,0,6,7,38,59,47,13,173,4,5,5,8,58,149,227,136,35,627,90,207,212,279,380,413,316,75,22,1994,0,5,4,8,24,47,94,90,29,301,133,93,98,149,262,373,371,156,47,1682,2509,1454,1304,1420,1521,1626,1162,363,56,11415,320,213,210,223,278,326,320,132,64,2086,3273,2076,1970,2269,2766,3623,3445,1559,333,21314,3,22,63,136,396,939,1058,558,181,3356,188,186,231,259,285,374,329,148,29,2029,9,3,12,25,77,213,273,130,32,774,0,0,0,0,0,8,14,50,51,123,4,7,22,58,121,221,276,164,42,915,7,8,6,18,49,145,258,171,76,738
604,9,39,100,249,695,1382,1856,1191,360,5881,1015,642,586,601,599,618,578,287,78,5004,10,7,23,43,146,375,660,556,176,1996,0,0,0,0,19,23,59,164,110,375,13,53,81,169,423,814,1150,766,176,3645,30,26,32,71,266,676,1185,990,323,3599,13,13,23,23,74,117,241,239,90,833,12,10,22,52,166,353,562,432,111,1720,291,608,692,738,934,872,617,264,63,5079,4,0,5,15,72,134,286,258,86,860,566,355,330,397,633,931,816,386,129,4543,7335,4199,4559,3654,3893,3788,2464,981,203,31076,923,567,547,579,678,676,602,337,136,5045,9942,6200,6570,5954,7166,8259,7484,4095,1138,56808,23,47,170,391,1078,2186,2841,1915,780,9431,731,708,893,948,1012,1051,1020,499,126,6988,9,4,30,89,280,503,662,430,148,2155,5,0,4,4,7,28,51,172,216,487,25,39,98,166,438,712,912,587,192,3169,21,26,23,52,168,358,642,616,361,2267
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,0,0,8,8,10,18,7,6,0,57,0,10,11,6,10,4,5,0,0,46,0,0,0,4,3,9,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,13,0,0,25,0,0,0,0,3,6,16,0,0,25,0,0,0,0,3,3,0,0,0,6,0,0,0,3,5,5,0,0,0,13,0,31,27,25,24,22,10,0,0,139,0,0,0,0,0,0,5,0,0,5,4,9,3,10,15,10,3,0,0,54,56,55,54,34,47,27,21,3,0,297,12,28,43,28,29,38,46,4,0,228,74,108,135,99,130,104,90,18,0,758,0,0,0,6,14,16,10,4,4,54,5,21,12,16,7,13,4,0,0,78,0,0,0,0,5,6,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,14,0,0,0,0,0,5,4,0,0,9
701,3,31,153,276,546,809,811,377,77,3083,768,445,635,541,483,382,268,89,12,3623,13,14,34,67,147,321,456,237,32,1321,0,0,0,7,6,23,51,98,51,236,13,45,88,235,501,770,771,351,52,2826,28,29,46,88,264,541,713,360,91,2160,18,21,24,58,67,96,137,87,24,532,40,16,26,41,90,227,257,163,27,887,210,405,580,599,598,470,254,90,19,3225,3,4,3,14,44,105,152,101,28,454,696,345,426,576,646,713,515,244,70,4231,11317,6469,9211,7330,5577,3629,1766,487,72,45858,1502,1174,1848,1511,1321,904,514,178,55,9007,14429,8819,12750,10821,9359,7494,4858,1830,370,70730,10,41,156,344,727,1118,1153,622,185,4356,485,490,973,858,728,643,438,171,42,4828,5,13,39,113,268,338,332,170,27,1305,0,5,3,4,5,20,49,88,81,255,14,45,135,247,391,623,580,259,68,2362,19,21,45,59,149,282,322,228,105,1230
702,7,14,49,107,157,330,310,122,21,1117,329,166,256,274,290,273,160,63,17,1828,6,7,15,22,72,126,147,76,11,482,0,0,3,5,4,22,43,52,17,146,26,47,98,264,447,545,381,150,31,1989,147,168,121,149,303,413,375,143,20,1839,27,13,25,48,107,133,98,48,10,509,32,10,14,45,62,124,126,51,8,472,94,201,317,307,267,216,118,33,5,1558,0,0,4,18,42,85,61,42,7,259,374,207,238,278,360,405,263,107,26,2258,8353,5092,5667,4255,2991,2030,876,187,18,29469,1222,857,1241,999,801,684,350,120,13,6287,10541,6700,7872,6512,5358,4487,2507,780,123,44880,3,28,69,127,313,467,380,188,75,1650,213,238,419,447,463,479,241,78,15,2593,5,5,18,30,78,180,131,54,13,514,0,0,5,3,3,21,61,52,47,192,16,72,199,444,680,703,441,146,39,2740,122,203,201,237,292,317,207,118,35,1732
797,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,15,9,9,0,0,0,56,0,0,4,4,5,3,0,0,0,16,0,12,16,22,18,17,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,0,0,0,4,10,23,38,4,0,79,6,5,14,16,16,10,14,0,0,81,0,0,0,3,4,13,17,5,0,42,0,0,0,0,0,0,5,0,0,5,0,0,0,6,13,30,26,0,0,75,0,3,7,4,20,36,28,4,0,102,0,0,0,0,13,12,4,0,0,29,0,0,0,3,9,11,8,0,0,31,3,9,16,24,26,29,14,0,0,121,0,0,0,0,5,8,6,0,0,19,8,7,7,18,31,25,19,4,0,119,200,53,174,143,101,91,60,10,4,836,42,41,88,101,109,93,46,13,0,533,260,113,292,305,311,300,205,33,6,1825,0,0,0,8,15,33,23,5,0,84,6,6,28,17,18,25,9,0,0,109,0,0,0,4,7,7,8,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,9,9,27,29,12,0,0,86,0,4,7,10,16,27,10,3,0,77
801,43,119,449,977,1720,2608,3170,2200,844,12130,3256,2645,3090,2924,2102,1615,1293,664,205,17794,35,66,151,274,519,1125,1715,1339,443,5667,6,0,0,12,19,54,184,419,425,1119,51,160,346,804,1476,2189,2532,1474,398,9430,76,91,131,306,769,1605,2612,2103,895,8588,47,41,83,138,228,328,552,457,232,2106,39,44,57,127,260,482,814,739,283,2845,1125,2877,3643,3217,2761,1952,1132,520,187,17414,7,14,29,63,145,269,465,473,246,1711,2310,1556,2043,2523,2868,3012,2537,1353,485,18687,34194,21656,27829,23402,16735,10581,5794,2165,480,142836,2468,2430,2668,2010,1709,1295,889,498,212,14179,42755,30428,38637,34275,27785,21866,16625,8781,2868,224020,41,250,729,1490,2990,4948,6066,4488,1935,22937,2221,2948,4222,3836,3177,2689,2283,1201,410,22987,32,61,190,478,945,1372,1789,1204,438,6509,0,4,0,10,14,44,160,540,728,1500,84,147,361,730,1215,1743,1963,1319,485,8047,49,77,114,201,377,769,1337,1557,1017,5498
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,0,3,0,4,4,0,0,11,0,6,0,4,5,0,0,0,0,15,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,8,0,0,0,0,3,4,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,12,14,13,6,7,0,3,0,59,0,0,0,0,3,0,0,0,0,3,0,4,7,3,9,4,5,0,0,32,17,31,29,18,11,5,4,0,0,115,3,15,11,30,19,15,10,0,0,103,23,66,60,62,53,38,21,6,0,329,0,0,0,0,0,12,4,3,0,19,0,8,5,3,3,3,3,0,0,25,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,4,0,0,8
901,0,0,5,7,17,33,34,20,8,124,23,8,11,18,18,22,16,8,3,127,0,0,0,7,6,5,16,15,5,54,0,0,0,0,0,0,4,3,0,7,0,0,4,3,15,21,51,14,3,111,0,0,0,0,9,20,48,18,7,102,0,0,0,0,5,6,5,10,6,32,0,0,0,3,0,10,13,4,0,30,0,10,12,18,14,18,10,4,0,86,0,0,0,0,4,0,11,3,0,18,10,4,3,10,26,27,27,13,7,127,343,123,144,165,184,218,140,39,12,1368,66,49,160,104,88,60,52,19,3,601,444,196,335,328,347,378,318,120,36,2502,0,0,0,0,19,30,43,28,8,128,17,20,11,20,28,21,18,13,3,151,0,0,0,3,8,14,15,6,4,50,0,0,0,0,0,0,4,3,6,13,0,0,3,3,10,25,20,10,4,75,4,3,0,0,6,3,21,7,7,51
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
