SA4_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
602,690,630,324,176,242,103,43,2202,263,320,199,129,175,46,17,1156,317,345,248,121,169,44,9,1252,4530,4596,2952,2003,2332,644,163,17229,20,23,15,11,7,5,0,81,5816,5920,3738,2441,2929,839,233,21915,43,65,60,44,69,30,13,328,63,114,76,57,89,37,3,437,35,71,56,54,47,21,14,303,1111,1681,1115,817,877,197,68,5856,46,48,34,30,15,3,0,180,1295,1980,1340,1006,1103,279,93,7096,7111,7900,5076,3448,4032,1119,326,29012
603,65,65,39,25,36,6,4,241,94,119,62,44,59,10,0,393,128,112,61,47,49,15,3,415,1184,1291,786,539,577,136,38,4560,8,10,13,4,3,0,0,39,1483,1591,966,651,728,168,49,5644,0,0,7,5,8,7,3,34,17,28,19,19,13,8,0,113,4,23,13,9,14,4,7,80,225,333,243,185,208,24,11,1229,18,23,12,5,3,0,0,62,266,408,301,230,248,39,11,1512,1750,2005,1267,884,977,207,67,7158
604,235,237,122,77,116,20,15,818,175,210,128,94,118,23,14,764,223,226,114,99,86,20,4,771,3668,3817,2401,1606,1889,418,105,13904,25,29,24,18,9,3,0,110,4325,4526,2786,1891,2209,488,138,16364,14,17,14,20,21,6,0,92,48,55,61,43,53,10,6,274,24,55,37,30,34,10,6,190,965,1328,942,684,762,138,33,4860,46,56,42,23,12,0,0,186,1096,1513,1094,797,893,161,51,5603,5416,6034,3883,2690,3102,648,188,21967
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,2235,2007,1013,621,852,318,139,7188,457,484,282,171,205,33,17,1650,850,728,381,217,260,43,12,2499,3980,3724,2102,1390,1382,213,99,12902,27,40,13,11,6,3,0,102,7559,6990,3796,2412,2714,610,269,24342,135,212,142,119,146,54,37,846,113,147,95,53,71,20,5,505,84,154,113,74,94,10,10,540,728,1203,735,555,526,64,25,3828,81,71,30,23,12,0,0,217,1147,1794,1121,824,841,148,78,5950,8706,8779,4916,3235,3546,759,347,30291
702,691,593,272,130,174,37,7,1897,180,173,89,45,35,3,0,524,268,208,100,45,46,3,0,677,3459,3606,2190,1204,963,106,14,11545,49,41,24,17,6,0,0,143,4637,4612,2674,1440,1234,147,33,14776,34,60,45,32,28,6,3,204,20,41,26,20,22,0,0,126,20,32,25,18,18,0,0,114,1159,1579,1047,667,408,43,10,4901,57,31,26,19,3,0,0,138,1288,1736,1161,755,476,51,16,5490,5928,6357,3839,2193,1711,204,45,20268
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,7348,7462,3751,2120,2564,1422,685,25338,1810,1936,1148,760,981,418,205,7254,2217,2201,1302,767,961,396,200,8041,11576,12085,6960,4312,5520,2016,935,43406,57,57,39,13,8,11,3,186,23011,23738,13196,7976,10024,4262,2022,84232,434,759,494,325,542,283,170,2998,312,481,298,234,329,110,48,1813,140,289,232,168,232,96,59,1209,1456,2478,1730,1200,1618,512,247,9249,107,72,35,25,21,5,3,254,2451,4078,2774,1954,2736,1015,526,15520,25463,27813,15970,9925,12765,5273,2547,99757
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,20,41,18,9,6,0,0,95,29,40,23,8,11,0,0,111,35,33,18,20,18,0,0,125,100,104,58,34,26,0,0,314,4,0,3,0,0,0,0,9,185,213,120,70,60,3,0,654,3,6,3,3,4,0,0,32,0,4,0,3,0,0,0,12,0,0,0,0,3,0,0,12,13,20,17,10,8,0,0,64,0,8,4,3,0,0,0,16,22,35,33,24,22,0,0,134,202,250,146,94,87,5,3,788
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
