SA4_CODE_2021,F_300_399_15_19_yrs,F_300_399_20_24_yrs,F_300_399_25_34_yrs,F_300_399_35_44_yrs,F_300_399_45_54_yrs,F_300_399_55_64_yrs,F_300_399_65_74_yrs,F_300_399_75_84_yrs,F_300_399_85ov,F_300_399_Tot,F_400_499_15_19_yrs,F_400_499_20_24_yrs,F_400_499_25_34_yrs,F_400_499_35_44_yrs,F_400_499_45_54_yrs,F_400_499_55_64_yrs,F_400_499_65_74_yrs,F_400_499_75_84_yrs,F_400_499_85ov,F_400_499_Tot,F_500_649_15_19_yrs,F_500_649_20_24_yrs,F_500_649_25_34_yrs,F_500_649_35_44_yrs,F_500_649_45_54_yrs,F_500_649_55_64_yrs,F_500_649_65_74_yrs,F_500_649_75_84_yrs,F_500_649_85ov,F_500_649_Tot,F_650_799_15_19_yrs,F_650_799_20_24_yrs,F_650_799_25_34_yrs,F_650_799_35_44_yrs,F_650_799_45_54_yrs,F_650_799_55_64_yrs,F_650_799_65_74_yrs,F_650_799_75_84_yrs,F_650_799_85ov,F_650_799_Tot,F_800_999_15_19_yrs,F_800_999_20_24_yrs,F_800_999_25_34_yrs,F_800_999_35_44_yrs,F_800_999_45_54_yrs,F_800_999_55_64_yrs,F_800_999_65_74_yrs,F_800_999_75_84_yrs,F_800_999_85ov,F_800_999_Tot,F_1000_1249_15_19_yrs,F_1000_1249_20_24_yrs,F_1000_1249_25_34_yrs,F_1000_1249_35_44_yrs,F_1000_1249_45_54_yrs,F_1000_1249_55_64_yrs,F_1000_1249_65_74_yrs,F_1000_1249_75_84_yrs,F_1000_1249_85ov,F_1000_1249_Tot,F_1250_1499_15_19_yrs,F_1250_1499_20_24_yrs,F_1250_1499_25_34_yrs,F_1250_1499_35_44_yrs,F_1250_1499_45_54_yrs,F_1250_1499_55_64_yrs,F_1250_1499_65_74_yrs,F_1250_1499_75_84_yrs,F_1250_1499_85ov,F_1250_1499_Tot,F_1500_1749_15_19_yrs,F_1500_1749_20_24_yrs,F_1500_1749_25_34_yrs,F_1500_1749_35_44_yrs,F_1500_1749_45_54_yrs,F_1500_1749_55_64_yrs,F_1500_1749_65_74_yrs,F_1500_1749_75_84_yrs,F_1500_1749_85ov,F_1500_1749_Tot,F_1750_1999_15_19_yrs,F_1750_1999_20_24_yrs,F_1750_1999_25_34_yrs,F_1750_1999_35_44_yrs,F_1750_1999_45_54_yrs,F_1750_1999_55_64_yrs,F_1750_1999_65_74_yrs,F_1750_1999_75_84_yrs,F_1750_1999_85ov,F_1750_1999_Tot,F_2000_2999_15_19_yrs,F_2000_2999_20_24_yrs,F_2000_2999_25_34_yrs,F_2000_2999_35_44_yrs,F_2000_2999_45_54_yrs,F_2000_2999_55_64_yrs,F_2000_2999_65_74_yrs,F_2000_2999_75_84_yrs,F_2000_2999_85ov,F_2000_2999_Tot,F_3000_3499_15_19_yrs,F_3000_3499_20_24_yrs,F_3000_3499_25_34_yrs,F_3000_3499_35_44_yrs,F_3000_3499_45_54_yrs,F_3000_3499_55_64_yrs,F_3000_3499_65_74_yrs,F_3000_3499_75_84_yrs,F_3000_3499_85ov,F_3000_3499_Tot,F_3500_more_15_19_yrs,F_3500_more_20_24_yrs,F_3500_more_25_34_yrs,F_3500_more_35_44_yrs,F_3500_more_45_54_yrs,F_3500_more_55_64_yrs,F_3500_more_65_74_yrs,F_3500_more_75_84_yrs,F_3500_more_85ov,F_3500_more_Tot,F_PI_NS_15_19_yrs,F_PI_NS_ns_20_24_yrs,F_PI_NS_ns_25_34_yrs,F_PI_NS_ns_35_44_yrs,F_PI_NS_ns_45_54_yrs,F_PI_NS_ns_55_64_yrs,F_PI_NS_ns_65_74_yrs,F_PI_NS_ns_75_84_yrs,F_PI_NS_ns_85_yrs_ovr,F_PI_NS_ns_Tot,F_Tot_15_19_yrs,F_Tot_20_24_yrs,F_Tot_25_34_yrs,F_Tot_35_44_yrs,F_Tot_45_54_yrs,F_Tot_55_64_yrs,F_Tot_65_74_yrs,F_Tot_75_84_yrs,F_Tot_85ov,F_Tot_Tot,P_Neg_Nil_income_15_19_yrs,P_Neg_Nil_income_20_24_yrs,P_Neg_Nil_income_25_34_yrs,P_Neg_Nil_income_35_44_yrs,P_Neg_Nil_income_45_54_yrs,P_Neg_Nil_income_55_64_yrs,P_Neg_Nil_income_65_74_yrs,P_Neg_Nil_income_75_84_yrs,P_Negtve_Nil_incme_85_yrs_ovr,P_Neg_Nil_income_Tot,P_1_149_15_19_yrs,P_1_149_20_24_yrs,P_1_149_25_34_yrs,P_1_149_35_44_yrs,P_1_149_45_54_yrs,P_1_149_55_64_yrs,P_1_149_65_74_yrs,P_1_149_75_84_yrs,P_1_149_85ov,P_1_149_Tot,P_150_299_15_19_yrs,P_150_299_20_24_yrs,P_150_299_25_34_yrs,P_150_299_35_44_yrs,P_150_299_45_54_yrs,P_150_299_55_64_yrs,P_150_299_65_74_yrs,P_150_299_75_84_yrs,P_150_299_85ov,P_150_299_Tot,P_300_399_15_19_yrs,P_300_399_20_24_yrs,P_300_399_25_34_yrs,P_300_399_35_44_yrs,P_300_399_45_54_yrs,P_300_399_55_64_yrs,P_300_399_65_74_yrs,P_300_399_75_84_yrs,P_300_399_85ov,P_300_399_Tot,P_400_499_15_19_yrs,P_400_499_20_24_yrs,P_400_499_25_34_yrs,P_400_499_35_44_yrs,P_400_499_45_54_yrs,P_400_499_55_64_yrs,P_400_499_65_74_yrs,P_400_499_75_84_yrs,P_400_499_85ov,P_400_499_Tot,P_500_649_15_19_yrs,P_500_649_20_24_yrs,P_500_649_25_34_yrs,P_500_649_35_44_yrs,P_500_649_45_54_yrs,P_500_649_55_64_yrs,P_500_649_65_74_yrs,P_500_649_75_84_yrs,P_500_649_85ov,P_500_649_Tot
407,233,301,595,572,783,1473,3198,1841,482,9475,223,373,696,711,923,1496,2734,2191,1165,10518,260,561,1093,1099,1206,1479,1828,1126,540,9199,165,604,1200,1253,1379,1408,1165,620,202,7999,105,612,1293,1321,1379,1380,760,316,87,7255,42,376,1116,1111,1345,1302,539,177,64,6067,16,187,632,707,900,723,263,86,24,3535,6,69,483,547,660,581,233,111,33,2729,6,23,264,313,467,349,144,44,7,1611,0,23,236,438,566,472,149,59,13,1955,0,7,30,58,84,80,55,13,0,331,0,16,43,108,151,157,106,59,13,660,430,282,631,627,798,907,1030,913,604,6224,4861,4070,9551,10023,11996,14523,14571,8516,3549,81655,3361,420,724,699,868,1942,1444,540,207,10203,2253,200,287,290,400,701,804,297,87,5325,1226,629,878,780,935,1635,1916,886,253,9142,450,578,990,1000,1436,2564,5916,3880,1015,17825,487,657,1087,1093,1524,2536,4950,3730,1732,17801,672,965,1533,1503,1795,2419,3484,2069,838,15274
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,5,13,33,21,25,20,43,5,0,167,6,3,27,28,19,18,34,5,0,141,7,6,43,20,15,18,9,0,0,113,0,7,19,19,8,22,14,0,0,99,3,8,23,12,11,10,0,0,0,68,0,10,16,4,7,8,3,0,0,57,0,0,11,3,3,0,0,0,0,21,0,0,5,7,4,3,0,0,0,24,0,0,4,3,5,4,0,0,0,21,0,0,11,11,6,0,0,0,0,31,0,0,0,0,0,0,0,0,0,3,0,0,5,7,4,0,0,0,0,8,19,16,61,63,44,26,17,4,0,251,112,95,305,245,178,197,141,26,10,1306,49,11,48,32,25,62,22,6,0,252,5,9,9,12,8,14,15,6,4,65,60,49,67,46,55,55,23,0,0,354,10,29,74,67,56,58,83,15,0,402,8,15,44,50,52,57,70,16,3,317,6,13,55,25,37,38,27,3,0,204
501,263,261,591,688,715,1137,2322,1249,263,7491,257,261,695,804,797,1158,2095,1447,697,8213,327,447,1006,1243,1213,1200,1478,794,304,7996,220,532,1059,1356,1389,1168,916,456,141,7224,110,576,1217,1421,1442,1180,606,237,97,6880,46,408,1105,1343,1513,1191,469,150,37,6260,11,227,753,860,979,832,227,57,24,3976,7,123,532,743,877,592,179,67,27,3144,3,45,351,475,616,419,93,30,9,2035,0,40,374,692,808,590,129,33,13,2678,0,3,48,105,128,84,34,13,8,429,6,5,50,135,197,137,72,28,11,651,381,276,673,738,758,796,773,621,448,5457,5373,3777,10211,12489,13035,13371,11586,5999,2381,78232,3650,461,1133,1088,1117,2125,1529,446,139,11679,2638,175,364,460,344,633,715,278,112,5723,1122,449,725,823,739,1272,1509,706,255,7605,474,455,907,992,1101,1790,4217,2617,608,13155,546,463,949,1052,1139,1740,3537,2408,1021,12858,719,762,1342,1575,1589,1826,2721,1512,457,12501
502,167,247,381,355,478,681,1678,1131,219,5329,136,252,384,419,410,670,1450,1211,481,5406,130,342,627,614,640,677,1023,626,228,4907,63,304,558,657,586,578,603,337,102,3784,45,317,573,627,689,550,365,172,50,3387,16,203,554,609,724,679,215,91,29,3122,16,135,389,390,481,436,126,40,12,2016,7,74,273,355,401,337,90,41,25,1604,0,39,169,248,333,216,49,16,0,1066,4,43,230,374,502,346,69,17,8,1584,0,3,37,49,68,51,18,9,5,237,3,4,30,63,102,70,39,28,16,354,186,190,356,370,405,375,455,481,414,3224,2971,2686,5715,6255,6833,7565,7731,4746,1794,46298,2299,372,821,783,776,1532,1084,355,175,8207,1217,167,214,204,176,375,406,151,58,2973,770,454,476,473,394,722,1067,530,130,5019,305,415,608,532,727,1070,2989,2303,503,9452,284,425,539,578,625,1006,2414,2017,731,8604,303,568,827,793,788,992,1868,1189,373,7710
503,296,722,474,384,390,464,657,500,218,4103,191,641,540,390,396,534,911,808,628,5046,142,770,964,614,526,594,824,636,373,5439,97,610,1075,643,546,590,658,376,170,4769,45,586,1321,836,724,647,691,335,158,5358,24,579,1686,1039,911,862,628,301,117,6153,15,409,1646,920,831,741,427,162,72,5220,18,229,1696,1051,914,756,365,153,52,5243,4,94,1263,885,772,633,268,97,30,4048,3,101,1805,1919,1768,1201,470,176,68,7515,4,14,368,555,553,374,136,66,30,2105,9,18,363,1351,1572,909,345,152,55,4774,207,432,985,626,477,444,510,439,455,4576,5143,6927,15671,12980,11778,10317,8401,4927,2769,78909,4261,1156,1441,1477,1180,1249,1118,512,204,12595,2601,810,301,319,313,432,482,229,121,5603,1299,1471,636,454,424,612,766,488,212,6378,520,1332,911,623,638,771,1145,913,407,7257,364,1102,963,582,594,856,1546,1286,850,8148,300,1381,1648,905,789,903,1431,1079,537,8975
504,467,701,1004,982,898,1241,2246,1381,349,9265,302,668,1025,1008,954,1096,2173,1746,895,9866,296,914,1612,1528,1405,1302,1393,765,336,9552,163,914,1794,1802,1435,1213,900,412,147,8784,107,989,2298,1989,1900,1427,670,224,80,9681,57,863,2653,2181,1998,1702,509,120,32,10115,26,494,2049,1736,1604,1209,274,57,23,7478,9,219,1650,1397,1403,1014,268,57,19,6047,4,77,1001,1099,1044,645,138,26,6,4034,5,72,1160,1693,1646,956,193,30,10,5773,0,10,148,265,265,141,46,8,0,886,4,6,108,302,334,171,49,24,5,1018,398,465,1198,1006,880,689,620,612,535,6412,7566,7993,20893,20243,18368,16277,12181,6469,2763,112749,6504,1234,2438,2316,2031,2846,2132,735,190,20419,3210,596,623,673,487,756,821,291,89,7539,1993,1373,1285,1147,1031,1407,1549,819,244,10855,795,1305,1588,1454,1390,1991,3991,2836,756,16111,656,1193,1555,1353,1401,1716,3646,2726,1276,15525,699,1645,2292,2032,1902,1962,2566,1450,499,15048
505,1041,1609,1712,1943,1882,2391,4429,2895,830,18730,679,1558,2001,2089,1917,2281,4660,3846,1961,20985,559,1959,3076,3126,2798,2695,3391,2063,858,20517,341,1807,3464,3529,3190,2687,2202,1135,449,18795,228,2007,4333,3969,3834,2972,1604,601,265,19825,86,1660,5007,4475,4395,3365,1319,326,135,20774,34,977,4283,3747,3494,2565,786,180,53,16120,17,495,3724,3331,3175,2169,581,134,56,13680,4,169,2435,2456,2339,1501,338,71,22,9340,3,143,2755,4206,3934,2293,426,69,32,13863,0,16,336,738,721,391,106,37,4,2356,5,26,284,990,1049,459,162,80,22,3072,687,819,2132,1785,1535,1305,1275,1254,1213,12007,16665,16927,40983,43031,39387,33981,27168,15091,6762,239995,14215,2512,4378,4715,3888,5537,4377,1528,566,41714,7674,1510,1004,1223,995,1611,1788,713,218,16735,4476,3299,2258,2247,2058,2664,3514,1908,592,23024,1851,2954,2824,2769,2803,3709,7759,5586,1743,31995,1421,2736,2951,2832,2742,3444,7416,5869,2738,32151,1386,3607,4355,4023,3801,3904,5895,3609,1269,31839
506,870,1651,1936,1838,1650,2144,3978,2488,666,17227,581,1450,2060,1911,1643,1834,4013,3123,1595,18204,552,1998,3218,2906,2292,2213,2685,1693,693,18246,320,1903,3505,3226,2590,2118,1677,778,310,16446,217,1952,4284,3749,3224,2414,1259,495,212,17814,106,1600,4762,4284,3540,2726,1043,217,79,18356,41,923,3823,3222,2750,2071,613,132,37,13611,13,444,3093,2962,2376,1692,454,115,48,11206,9,145,1809,2000,1691,1129,299,55,17,7138,4,156,2106,3177,2764,1600,369,65,18,10260,0,27,310,571,463,298,87,19,9,1789,9,22,237,688,676,400,142,66,26,2265,778,1042,2451,2025,1561,1328,1247,1306,1320,13059,14847,17408,40585,40074,32455,28644,23153,12428,5616,215211,13078,3208,5701,5632,4117,5620,4456,1492,441,43754,6014,1541,1229,1354,1033,1391,1622,553,151,14883,3717,3341,2639,2308,2009,2482,2884,1393,421,21182,1539,3008,3258,2805,2621,3491,7063,5020,1395,30195,1217,2704,3170,2651,2459,2919,6604,4889,2250,28863,1262,3675,4916,3934,3213,3283,4779,3040,1071,29170
507,792,1311,1389,1480,1330,1851,3379,2230,582,14339,567,1165,1454,1577,1552,1902,3455,2840,1534,16046,498,1511,2402,2489,2179,2078,2496,1391,688,15735,315,1439,2660,2697,2428,2009,1634,788,291,14248,188,1478,3089,3074,2769,2163,1191,480,177,14617,97,1273,3689,3352,3298,2516,976,294,92,15591,42,841,3099,2746,2557,1821,609,134,35,11883,13,390,2726,2411,2333,1642,449,112,77,10156,3,129,1688,1752,1707,1090,289,59,24,6735,3,149,1913,2966,2907,1807,386,70,33,10234,0,24,275,555,497,349,78,38,13,1837,9,19,235,751,837,471,170,84,26,2599,610,755,1683,1392,1274,1085,1051,1093,1124,10083,12995,13401,30801,32489,29928,26356,20661,11331,5338,183300,10614,2033,3418,3714,3176,4525,3360,1156,426,32416,5810,1151,930,1028,929,1262,1388,547,181,13224,3220,2416,1820,1702,1557,2005,2582,1379,423,17102,1430,2304,2300,2100,2079,2916,5897,4380,1255,24662,1081,2022,2151,2070,2168,2805,5510,4471,2192,24470,1210,2702,3292,3043,2855,2938,4312,2597,1040,23988
509,146,167,378,436,504,892,1711,994,229,5457,157,162,414,504,589,856,1497,1137,448,5758,177,285,666,767,797,878,1020,585,255,5426,137,341,681,768,816,804,662,309,96,4618,81,398,695,785,984,925,461,206,75,4605,42,290,764,787,972,977,374,127,39,4371,8,158,477,567,603,627,214,66,22,2733,5,88,417,423,577,538,161,64,26,2310,0,25,224,319,384,334,122,35,4,1455,0,25,230,427,620,542,166,32,16,2064,0,6,35,84,89,91,32,16,8,365,0,6,24,101,162,147,90,35,12,579,352,259,624,689,867,899,869,658,438,5644,3451,2607,6776,7693,9105,10511,9010,4831,1888,55894,2685,269,743,627,820,1521,1218,378,158,8419,1303,155,258,277,281,497,541,202,57,3575,659,340,566,565,626,985,1188,546,174,5642,293,311,589,644,816,1504,3266,2138,528,10088,351,307,628,735,908,1452,2836,1993,691,9903,462,502,977,1020,1150,1436,1948,1098,402,9005
510,100,173,391,364,273,250,198,86,22,1862,65,115,277,262,194,184,169,89,27,1377,90,130,402,395,233,161,113,42,10,1571,76,154,421,387,285,164,81,21,0,1592,71,232,561,491,333,241,80,16,4,2027,59,281,756,617,472,342,73,15,0,2610,28,251,721,558,464,304,55,6,0,2379,22,132,723,582,420,267,53,3,0,2206,6,72,565,425,334,226,51,0,0,1683,10,85,705,759,630,359,67,3,0,2623,0,11,145,127,100,68,12,0,0,466,6,5,115,199,129,64,15,3,0,542,403,473,1435,1123,887,632,274,89,35,5356,2308,2534,8365,7284,5377,3837,1524,448,113,31785,1517,286,738,541,358,437,223,64,4,4175,706,75,170,159,115,112,61,20,0,1417,603,500,859,777,564,406,231,75,13,4023,174,321,610,568,496,430,381,173,40,3196,127,172,388,340,309,308,341,183,44,2212,188,216,504,489,327,255,219,72,14,2288
511,155,163,360,368,399,559,962,534,138,3646,142,182,420,406,413,501,883,648,292,3886,172,310,618,607,530,572,537,332,113,3788,138,389,694,634,618,539,358,181,49,3604,110,373,699,706,744,653,268,86,35,3675,53,335,789,711,876,723,239,55,11,3794,26,236,576,599,607,446,143,35,3,2670,15,146,568,491,581,422,96,37,15,2366,3,60,357,393,425,290,81,16,6,1634,5,64,388,526,626,409,111,26,9,2167,0,3,49,82,109,64,19,12,0,330,3,10,51,102,130,102,46,23,3,471,418,435,964,979,858,819,644,412,240,5780,3120,3161,7681,7608,7762,7475,5369,2732,1015,45919,1969,350,795,665,632,1129,821,261,78,6702,1196,102,203,188,162,274,306,94,36,2556,650,359,554,531,506,683,672,314,79,4343,275,286,600,564,668,1012,1874,1153,301,6735,268,295,567,572,649,885,1660,1168,421,6484,400,522,789,765,748,875,1041,599,179,5924
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,8,0,0,7,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,8,0,0,0,0,23,3,11,14,11,9,3,4,0,0,61,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,3,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,3
599,17,22,63,94,68,47,65,10,0,387,6,23,37,31,47,41,53,10,3,240,5,14,49,37,29,36,24,8,0,194,4,24,59,23,15,18,13,0,0,164,0,19,57,24,16,23,12,0,0,155,3,20,58,26,22,29,7,0,0,154,0,4,29,28,15,13,3,0,0,82,0,5,17,15,15,13,0,0,0,70,0,0,18,12,4,10,3,0,0,43,0,0,21,21,9,3,0,0,0,58,0,0,0,3,0,4,0,0,0,11,0,3,6,13,0,0,0,0,0,27,25,66,158,132,119,125,81,11,10,736,147,256,692,613,468,477,316,38,16,3030,63,29,83,78,78,91,43,6,3,472,21,22,26,39,23,46,13,0,0,193,67,93,167,241,210,119,47,10,4,958,21,48,136,212,184,151,146,37,0,923,8,44,66,77,79,79,130,20,3,496,9,28,83,65,50,60,63,20,0,384
601,349,731,1046,703,719,1227,2200,1433,375,8773,229,666,1243,945,952,1401,2615,2125,1036,11227,209,879,2000,1359,1178,1377,1852,1094,468,10407,121,829,2077,1534,1286,1275,1327,687,275,9412,78,820,2344,1747,1429,1365,946,408,175,9313,36,723,2578,1975,1789,1642,742,274,91,9851,12,436,1808,1501,1412,1168,406,98,38,6869,0,153,1304,1315,1400,1046,285,101,50,5649,4,52,831,962,1085,693,179,47,12,3866,3,26,766,1414,1508,995,196,55,24,4984,0,4,77,182,243,154,38,27,8,745,11,16,97,312,405,261,93,57,20,1263,358,381,977,700,605,629,745,726,621,5738,6453,7341,19834,16250,15439,15666,13805,8028,3516,106333,5758,1223,2303,1169,977,1769,1253,468,156,15075,2877,605,586,406,369,658,745,303,76,6625,1660,1570,1436,897,881,1268,1547,815,282,10343,603,1395,1941,1223,1257,2058,3937,2768,734,15921,493,1208,2167,1507,1598,2346,4209,3172,1481,18188,541,1658,3341,1977,1703,2214,3078,1843,713,17061
602,222,402,618,526,641,1098,2071,1176,270,7021,201,403,660,611,755,1036,2089,1623,805,8189,158,550,1063,926,966,1081,1180,717,317,6950,115,534,1132,930,1002,963,783,404,118,5984,46,561,1225,973,1061,990,483,180,69,5591,27,389,1153,1001,1107,1013,338,107,35,5161,9,182,798,675,743,574,180,60,10,3227,5,78,572,544,628,483,170,66,21,2568,0,19,326,433,506,374,91,31,6,1776,0,13,275,497,627,449,104,28,11,2007,0,3,30,86,87,63,26,9,8,306,9,0,26,133,160,116,64,35,12,561,235,270,496,431,464,569,590,577,448,4078,4015,4115,9528,8816,9909,10821,9645,5601,2274,64723,3153,512,803,644,774,1395,893,322,103,8597,1790,244,279,243,299,555,504,183,42,4144,1050,793,800,678,764,1209,1262,592,132,7283,415,719,1077,869,1117,1920,3961,2462,582,13126,366,692,1120,908,1221,1757,3575,2630,1158,13433,406,1011,1663,1285,1428,1715,2174,1268,481,11428
603,38,53,148,159,213,423,701,285,57,2072,38,61,144,210,240,387,568,334,142,2116,25,124,257,244,265,351,325,155,43,1792,20,107,248,272,274,303,238,90,12,1562,15,100,257,265,261,266,141,46,21,1365,0,72,239,222,298,302,100,29,6,1268,0,30,150,182,199,153,61,13,0,785,0,16,92,129,153,146,48,12,4,608,0,0,35,93,111,90,24,3,0,357,0,0,36,105,117,124,31,17,4,425,0,0,5,12,25,21,15,3,3,89,0,0,10,28,29,34,22,8,3,130,90,70,179,158,182,254,228,157,77,1389,933,804,2044,2393,2721,3611,3040,1300,394,17243,929,113,135,170,246,584,334,85,17,2620,305,66,81,79,120,211,196,62,13,1125,243,189,188,191,239,455,493,180,36,2211,76,109,260,264,407,779,1351,670,120,4028,84,123,220,309,403,733,1147,639,225,3881,88,197,358,362,432,589,681,316,83,3113
604,181,249,427,371,613,1014,1922,1030,200,6014,136,243,530,513,651,926,1650,1300,685,6636,125,383,791,747,844,916,950,550,269,5576,67,432,884,730,805,777,547,294,101,4635,45,448,856,755,823,763,347,146,48,4229,17,284,708,725,819,708,260,74,24,3617,3,156,475,488,522,446,129,36,3,2258,4,62,387,419,449,376,108,36,21,1852,0,30,252,245,332,257,59,14,0,1187,0,14,182,312,379,264,55,18,7,1236,0,0,7,38,45,43,17,5,0,158,0,11,44,51,91,87,36,14,6,338,214,174,406,360,442,490,539,483,252,3360,3093,2901,6795,6499,7723,8823,7781,4469,1744,49827,2328,237,491,445,607,1243,695,249,77,6380,1282,137,199,187,269,417,369,144,53,3061,847,477,544,471,560,977,1056,474,117,5505,318,453,740,625,1028,1713,3503,2298,436,11110,295,443,837,786,1069,1558,2867,2053,977,10877,375,610,1104,986,1155,1423,1761,1026,400,8849
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,10,13,13,12,7,19,13,0,0,79,3,7,11,10,10,11,13,3,0,72,0,8,13,10,6,3,5,0,0,44,0,5,4,3,7,3,3,0,0,26,0,0,15,6,3,7,6,0,0,33,0,0,9,9,6,5,7,0,0,33,0,0,6,0,0,0,0,0,0,5,0,0,4,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,6,11,18,10,28,30,5,0,110,48,53,92,97,78,98,72,13,4,561,23,8,16,6,14,18,0,0,0,94,6,6,5,5,0,8,0,0,0,28,26,24,21,29,17,15,7,0,0,144,10,24,29,39,29,25,28,8,0,187,0,7,24,24,40,23,29,11,0,158,0,9,30,20,18,12,11,0,0,103
701,181,243,386,301,267,366,581,270,65,2656,139,233,476,375,327,362,632,372,127,3043,151,357,813,561,395,391,424,207,51,3355,124,431,938,658,464,369,306,141,33,3468,116,538,1295,894,687,513,345,113,18,4514,78,592,1731,1210,956,696,298,71,6,5640,33,447,1508,1101,834,537,185,35,0,4689,13,204,1340,1104,896,604,164,36,0,4359,0,79,937,812,734,477,122,20,6,3176,3,53,1069,1655,1486,936,162,19,4,5390,0,4,86,203,205,149,37,3,0,691,8,8,84,278,302,174,64,14,4,931,353,405,1218,992,754,573,403,188,84,4965,3735,4144,13199,11286,9043,7139,4513,1776,465,55301,2864,546,1152,866,663,1005,771,243,65,8177,1424,191,252,215,164,204,235,72,14,2774,777,411,482,419,316,418,462,248,45,3582,337,436,632,487,494,658,1079,582,111,4816,271,461,750,530,510,626,1174,665,200,5185,357,636,1215,774,582,652,860,391,86,5547
702,162,348,705,616,475,403,316,135,18,3171,86,144,364,365,322,335,357,166,63,2201,78,156,432,364,282,232,175,53,17,1792,82,181,376,330,213,187,110,43,11,1529,77,222,525,359,297,206,116,37,15,1857,51,234,745,436,401,353,119,13,0,2362,21,171,680,393,359,286,77,5,0,1999,5,95,571,420,349,296,68,10,0,1818,3,35,397,289,284,206,56,9,0,1269,6,18,364,512,557,422,91,6,0,1979,0,5,51,79,64,46,20,4,0,273,0,0,33,61,95,57,14,4,0,275,477,359,926,727,603,523,260,97,15,3993,3057,3225,8392,6607,5597,4514,2299,722,198,34608,2083,313,427,289,261,370,245,88,14,4085,935,526,780,648,486,313,165,47,28,3928,1258,1758,3016,2111,1624,993,548,151,41,11499,307,604,1220,1070,840,715,610,280,36,5682,150,235,580,611,588,606,702,298,79,3845,151,277,686,598,492,422,359,121,28,3139
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
