SA4_CODE_2021,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_North_Macedonia_0_4,F_North_Macedonia_5_14,F_North_Macedonia_15_24,F_North_Macedonia_25_44,F_North_Macedonia_45_54,F_North_Macedonia_55_64,F_North_Macedonia_65_74,F_North_Macedonia_75_84,F_North_Macedonia_85ov,F_North_Macedonia_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Samoa_0_4,F_Samoa_5_14,F_Samoa_15_24,F_Samoa_25_44,F_Samoa_45_54,F_Samoa_55_64,F_Samoa_65_74,F_Samoa_75_84,F_Samoa_85ov,F_Samoa_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
124,0,0,0,33,40,156,265,172,40,699,0,0,8,29,14,38,42,11,8,151,0,9,0,44,17,9,11,3,0,93,0,17,74,359,21,28,6,0,0,510,0,0,4,27,42,64,159,94,49,439,20,151,318,968,541,502,285,96,35,2912,0,0,0,18,14,25,26,12,0,89,5,45,40,259,64,36,32,7,3,490,0,0,3,12,29,33,16,0,0,101,13,106,227,1341,619,552,410,81,31,3384,0,0,3,61,40,69,74,29,20,304,0,13,71,123,83,72,39,14,5,421,0,10,14,71,106,215,231,131,34,809,0,19,14,46,30,40,27,4,4,180,0,16,45,201,142,103,84,45,12,644,3,21,31,239,78,104,69,21,6,585,0,5,4,62,8,9,13,0,0,96,4,23,30,315,118,97,27,4,3,624,0,0,4,42,48,41,27,10,3,169,5,30,38,157,62,91,82,31,9,509
125,0,0,0,16,6,69,275,287,126,772,0,3,18,76,25,37,43,28,18,258,0,3,32,258,155,116,80,31,13,695,5,39,2327,3727,122,60,26,4,0,6310,0,5,7,8,6,13,28,32,31,128,36,194,409,941,453,366,191,79,20,2685,0,0,0,25,23,18,36,23,8,128,43,430,337,1706,208,127,57,9,3,2923,0,3,7,19,23,21,12,5,0,91,12,153,357,2332,887,818,588,181,38,5371,0,4,9,102,39,97,123,45,50,467,0,19,22,87,62,69,29,15,0,300,0,4,10,34,28,55,67,76,24,291,19,59,69,171,74,83,71,26,11,584,4,21,58,210,129,79,55,27,13,599,8,74,205,1178,599,624,386,205,80,3361,5,10,40,551,115,79,78,5,0,900,0,36,89,751,196,119,62,10,3,1273,6,30,59,496,595,548,387,186,29,2336,22,125,64,164,34,28,27,8,5,471
126,0,0,0,4,4,15,28,23,7,80,0,0,10,30,9,15,10,5,4,76,0,0,12,55,22,25,18,10,0,152,0,0,138,328,13,5,0,0,0,494,0,5,9,15,15,16,19,34,10,125,8,51,106,270,186,206,130,67,6,1034,0,0,0,9,9,15,29,6,3,75,16,54,30,263,18,17,17,4,0,417,0,0,0,12,20,11,14,11,0,81,13,101,114,1050,256,241,172,51,14,2007,0,0,0,76,35,47,42,12,15,229,0,0,0,0,5,0,6,0,0,8,0,3,6,40,28,37,51,50,15,239,5,58,53,146,85,57,60,26,6,501,4,32,44,194,123,78,77,41,34,621,3,27,47,275,144,186,134,73,23,907,10,38,39,422,119,76,81,24,0,810,5,18,34,398,112,57,33,15,4,675,0,8,4,58,15,23,22,7,6,136,21,77,75,183,52,50,35,15,3,522
127,0,0,0,19,20,118,335,274,68,843,0,0,12,86,42,85,94,33,22,373,0,0,5,56,40,36,26,5,4,174,10,20,130,1003,60,41,15,0,0,1269,0,3,4,16,12,10,42,26,17,133,33,383,663,1328,418,280,117,46,3,3260,0,10,16,216,170,278,291,112,26,1115,13,126,166,747,197,90,43,5,0,1386,0,0,3,14,17,3,3,0,0,38,5,109,252,1590,722,873,666,133,49,4405,0,5,4,97,80,141,148,69,53,597,0,70,134,331,297,261,122,30,12,1249,0,0,0,38,27,63,69,54,23,275,5,24,12,50,30,30,32,10,0,191,4,18,33,138,96,60,58,32,9,442,0,9,17,138,67,82,66,30,14,425,0,4,9,97,51,26,26,0,0,216,3,29,67,809,216,177,103,19,6,1429,3,60,32,198,194,120,106,61,11,782,9,54,62,118,13,17,19,4,0,304
128,0,0,0,0,6,15,57,62,17,158,0,0,4,10,15,34,18,15,9,97,0,0,0,19,4,11,10,0,4,44,0,0,13,99,10,0,0,0,0,126,0,4,0,35,21,23,46,45,38,227,7,43,98,463,377,298,167,94,32,1569,0,3,8,67,61,104,82,27,11,364,0,5,5,26,5,11,5,0,0,51,0,0,3,13,22,23,15,0,0,78,11,24,50,400,157,160,122,33,12,959,0,3,4,132,47,52,54,19,12,324,0,0,0,3,12,4,7,0,0,23,0,10,13,77,68,93,105,91,17,467,0,12,21,34,28,36,33,8,0,176,4,28,47,236,153,116,92,45,14,732,0,3,0,31,12,18,9,6,0,89,0,4,3,50,17,14,16,0,0,110,0,21,19,261,102,33,12,3,0,455,0,3,0,20,16,19,11,4,3,79,13,41,48,192,74,70,52,16,0,518
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,7,0,3,5,0,0,17,0,0,3,29,16,29,15,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,11,0,0,3,19,0,5,3,0,0,32,0,0,0,4,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,7,5,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,3,10,4,5,3,0,0,28,0,0,0,8,0,0,0,0,0,7,0,0,0,30,0,0,0,0,0,34,0,0,0,6,6,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,5,0,0,16,5,0,0,0,0,30
201,0,0,0,3,5,24,36,19,5,92,0,0,0,11,3,12,4,0,0,23,0,0,0,8,3,0,4,5,0,10,0,0,41,83,0,0,0,0,0,126,0,0,4,13,17,36,172,138,44,431,3,42,44,233,158,191,142,43,16,869,0,0,0,0,0,10,7,0,0,13,0,0,10,50,4,0,0,0,0,75,0,0,0,8,19,5,0,0,0,32,6,32,36,255,82,67,57,10,0,548,0,0,0,18,4,8,10,8,0,54,0,0,0,4,0,3,3,4,0,12,0,7,9,28,33,59,101,81,21,339,0,3,11,13,21,9,8,0,0,69,3,13,15,59,39,30,19,6,0,185,0,7,17,76,15,14,7,5,4,139,0,0,0,31,5,0,0,0,0,42,0,10,10,76,30,17,4,0,0,151,0,0,0,3,4,0,0,0,0,11,0,16,24,66,39,42,48,9,0,246
202,0,0,0,3,4,11,21,9,4,53,0,0,0,16,3,4,5,3,0,23,0,9,29,227,64,41,28,12,3,411,0,0,7,55,6,0,0,0,0,68,4,3,0,18,20,30,86,59,14,230,0,28,42,184,145,188,111,48,7,761,0,0,0,4,0,5,9,0,0,12,0,3,3,35,5,0,0,0,0,51,0,0,3,12,33,16,3,0,0,70,4,23,52,259,108,64,43,12,0,563,0,0,0,10,6,7,11,4,3,33,0,0,0,0,0,0,0,0,0,0,0,4,3,18,37,59,71,55,16,266,0,3,4,11,0,5,7,0,0,38,0,15,28,76,43,36,17,12,0,226,0,12,11,67,18,20,14,5,8,152,0,0,0,60,0,0,0,3,0,70,3,96,159,150,20,19,6,0,0,460,0,0,0,0,4,0,0,3,0,14,4,9,29,58,39,34,31,17,0,231
203,0,0,0,12,8,38,100,59,8,227,0,3,12,33,16,19,3,7,0,92,0,11,39,137,55,32,20,3,0,285,0,4,24,141,0,0,0,0,0,177,0,12,7,48,37,67,301,229,102,812,18,87,122,574,319,294,216,86,24,1749,0,0,0,40,42,83,118,64,31,380,8,42,67,136,7,8,9,3,0,276,0,0,0,16,34,15,9,0,0,87,6,58,114,590,238,190,123,28,4,1351,0,0,0,66,35,38,67,34,46,286,0,0,0,10,9,0,0,0,0,21,0,22,12,116,90,192,226,182,59,895,5,16,22,56,33,28,28,6,0,190,5,29,65,204,116,97,63,29,7,611,4,18,49,205,37,27,33,9,3,382,0,0,4,50,5,4,0,0,0,73,3,95,118,223,88,39,13,0,0,580,0,0,0,18,21,16,14,10,0,83,15,41,60,231,73,62,68,22,3,567
204,0,0,0,3,0,6,17,14,8,56,0,0,7,14,9,0,5,0,0,27,0,5,0,13,3,0,0,0,0,24,0,12,29,77,5,0,0,0,0,120,0,0,6,27,26,46,134,84,24,347,0,39,49,198,206,233,156,63,16,959,0,0,0,4,0,3,6,0,0,14,0,10,3,21,0,0,0,0,0,34,0,0,4,10,20,9,5,0,0,52,4,36,34,273,93,94,73,11,3,624,0,0,0,12,9,3,11,10,14,53,0,0,0,3,0,5,3,0,0,14,0,0,4,39,31,79,90,69,20,332,0,3,0,5,20,4,3,0,0,38,0,8,18,70,44,36,17,14,3,216,0,12,0,43,19,9,10,0,3,98,0,4,0,47,5,0,0,0,0,62,0,18,10,85,55,17,0,0,0,189,0,0,0,5,0,0,0,0,0,10,3,10,7,72,28,50,55,12,0,236
205,0,0,6,3,9,33,100,78,23,242,0,0,10,30,17,29,24,5,0,116,0,0,6,34,11,0,4,0,0,57,0,0,11,44,0,0,0,0,0,56,0,0,9,49,46,116,437,282,113,1047,3,82,94,396,319,377,325,126,20,1740,0,0,0,0,5,4,4,3,0,17,0,12,7,39,8,6,5,0,0,74,0,0,6,19,32,13,10,3,0,84,13,51,60,482,214,239,134,38,4,1238,0,0,0,14,22,25,46,23,21,149,0,0,0,5,3,0,0,0,0,5,0,0,16,52,59,184,260,216,63,835,0,5,7,19,19,15,9,0,0,70,0,24,32,103,94,83,65,29,5,440,0,12,9,110,37,30,31,12,4,252,0,0,10,99,4,8,3,0,0,114,3,23,33,174,84,40,10,0,0,369,0,3,0,9,9,9,0,5,0,26,5,27,22,99,60,63,102,19,0,389
206,0,0,0,18,22,53,120,108,54,367,0,0,62,198,27,50,32,13,7,396,0,0,95,139,31,13,11,3,0,293,6,5,473,623,16,9,0,0,0,1134,3,16,30,227,56,46,88,58,10,532,31,99,695,4125,1011,688,397,122,36,7203,0,4,6,107,76,67,60,40,19,383,5,9,34,229,20,27,5,4,0,340,0,4,15,60,62,25,9,0,0,180,14,56,311,1950,299,193,168,39,7,3042,0,3,21,339,113,128,180,97,81,947,0,0,0,15,13,10,5,4,0,45,3,17,71,544,181,162,137,105,24,1237,18,67,285,958,183,105,82,14,3,1715,0,19,152,825,222,137,133,39,11,1540,5,16,138,701,128,120,95,38,17,1251,9,12,140,987,91,53,42,3,0,1333,6,40,239,1855,229,82,40,7,0,2501,0,13,17,279,191,181,119,75,10,891,78,193,353,1820,325,245,170,74,11,3275
207,0,0,0,5,4,17,71,55,23,171,0,6,13,85,30,34,28,10,10,212,0,3,15,37,17,16,12,6,3,117,6,3,78,133,6,3,0,0,0,225,0,17,17,32,34,25,67,76,45,317,25,158,240,619,391,355,221,119,61,2186,0,0,0,23,27,50,46,46,24,218,3,43,33,233,45,33,24,0,0,416,0,0,5,13,38,25,13,0,0,89,4,54,93,600,190,140,129,29,11,1249,0,0,0,75,46,69,97,72,58,423,0,0,0,10,0,9,4,0,0,22,0,3,21,68,72,78,108,112,71,549,12,156,180,451,227,215,191,64,16,1509,13,71,117,329,256,184,137,85,20,1203,5,53,205,651,272,284,236,126,73,1895,9,51,60,639,207,147,172,25,9,1321,8,21,68,395,137,60,28,8,3,736,0,12,9,53,56,64,20,17,13,234,46,179,151,268,130,117,62,32,5,992
208,0,0,0,4,14,21,54,45,20,160,0,3,11,165,69,87,85,45,20,485,0,0,9,23,13,24,18,13,6,106,0,7,137,243,9,4,0,3,0,405,3,25,25,76,57,52,112,76,39,460,12,122,242,1133,717,627,388,142,56,3438,0,4,0,41,23,25,12,12,0,114,0,5,5,79,13,11,8,0,0,131,0,0,0,14,46,27,9,0,0,108,6,42,87,741,241,236,152,41,6,1548,0,10,12,218,137,203,389,175,227,1364,0,0,5,10,0,0,6,3,3,32,0,27,52,274,175,221,210,164,92,1223,7,100,125,245,120,74,72,31,5,778,19,159,234,965,808,511,389,200,101,3385,0,18,54,431,189,240,233,131,68,1356,0,13,16,225,43,26,20,0,0,329,4,43,63,457,143,61,30,8,0,798,0,13,11,99,84,97,74,46,20,449,59,199,183,477,251,191,129,41,9,1544
209,0,0,3,32,32,121,335,210,80,811,0,0,28,166,54,76,48,27,18,422,0,0,6,36,6,3,10,0,0,71,0,29,298,1046,26,26,12,0,0,1443,0,10,19,55,33,28,93,70,43,355,36,305,332,1347,535,414,207,81,25,3269,0,21,57,621,532,867,1028,471,175,3775,6,97,66,600,71,49,23,9,0,929,0,0,3,27,42,19,11,0,0,113,14,117,198,1343,495,446,330,64,22,3037,0,5,8,113,67,69,97,54,24,436,0,19,38,74,70,62,35,10,3,302,3,18,36,135,109,162,165,114,45,774,7,70,75,260,118,84,54,20,8,685,3,49,109,354,214,119,52,40,11,943,7,90,194,1211,413,380,255,122,44,2717,0,10,6,223,37,28,13,0,0,327,3,35,72,539,187,81,34,8,0,957,0,12,14,163,161,164,104,42,11,678,21,94,102,336,110,85,82,18,3,849
210,0,0,0,36,42,167,448,381,168,1249,0,3,10,93,31,37,28,7,6,215,0,6,6,25,12,15,3,6,4,89,10,72,567,1615,50,31,10,0,0,2358,0,3,9,24,21,26,86,53,19,237,54,332,458,1115,416,296,138,59,10,2873,0,0,4,80,66,93,96,45,14,408,57,353,225,1533,199,52,36,4,0,2467,0,0,6,26,28,16,4,0,0,80,11,97,212,1219,530,485,305,76,12,2948,0,0,0,100,48,77,104,70,66,469,0,37,84,168,154,122,54,9,0,628,0,4,11,80,52,111,125,90,41,517,0,43,51,146,74,55,32,3,4,409,6,25,33,159,77,47,33,12,4,391,7,108,193,994,494,362,173,91,28,2452,0,4,3,101,16,13,8,0,0,145,14,39,48,430,136,67,17,4,0,749,12,81,128,1076,1272,1034,575,267,49,4497,14,67,60,200,57,46,34,10,6,487
211,0,0,0,3,12,39,78,76,24,235,0,5,14,93,43,94,85,31,7,376,4,100,347,881,199,104,68,12,0,1719,0,10,55,213,20,13,3,0,0,310,0,11,16,69,84,133,476,443,215,1452,10,149,255,875,608,576,327,133,49,2982,0,0,0,15,8,29,25,24,3,110,3,34,26,224,39,29,26,11,3,393,0,4,0,38,68,38,10,5,0,164,9,85,126,859,403,360,226,67,21,2148,0,4,7,116,100,135,198,61,60,688,0,0,0,11,8,9,9,0,0,49,0,16,28,120,126,286,314,259,105,1257,11,101,130,316,194,172,133,40,19,1115,9,55,154,502,383,277,236,108,39,1760,4,90,173,1085,491,496,388,174,74,2974,6,25,21,339,98,69,46,8,0,615,9,56,106,531,183,93,31,11,3,1024,0,9,8,29,36,27,28,12,0,144,16,77,98,308,131,117,104,31,3,883
212,0,0,0,18,11,38,169,138,54,427,4,25,159,802,373,627,513,288,153,2938,0,30,65,495,164,86,62,28,7,937,3,15,170,542,40,26,12,5,0,807,0,11,29,57,80,118,343,355,190,1178,101,806,1238,2418,993,754,395,146,54,6909,0,6,18,206,165,202,154,91,27,862,56,619,685,1903,271,133,81,12,7,3769,0,0,8,30,36,21,6,0,0,113,30,380,775,3189,1321,1092,571,158,50,7565,0,4,23,262,172,368,423,176,124,1546,6,62,156,302,263,223,75,27,11,1127,3,25,45,133,176,333,356,309,145,1521,14,171,310,477,274,226,153,44,10,1689,11,101,200,602,507,336,260,136,55,2213,53,659,1323,6560,2394,1925,1472,637,252,15280,7,31,36,606,105,89,69,5,0,952,13,119,255,1177,370,163,73,22,5,2202,5,16,24,189,312,242,189,87,36,1106,23,155,162,275,94,78,61,23,4,880
213,0,7,27,139,185,686,1692,1112,355,4211,0,16,45,344,80,92,76,27,14,695,5,86,371,1484,411,204,87,50,20,2713,5,33,326,1129,59,46,26,6,0,1609,5,9,17,66,45,58,155,94,39,489,201,1515,1589,3859,1323,887,393,94,23,9876,0,13,48,487,514,749,949,386,123,3279,71,492,266,2191,224,112,89,15,3,3460,0,7,14,61,48,17,13,3,0,166,33,487,1139,5020,2326,1842,1060,295,95,12293,0,3,12,256,195,246,340,153,136,1343,3,102,206,476,297,186,90,28,5,1392,0,25,47,211,152,308,311,186,86,1335,16,182,181,483,220,112,66,20,4,1289,17,108,154,564,278,172,81,43,15,1431,21,144,263,1509,574,348,218,92,35,3206,10,21,24,313,49,41,31,8,0,497,22,256,453,1130,342,142,56,15,4,2422,3,12,21,185,200,156,91,52,5,723,44,171,145,420,143,70,61,13,0,1070
214,0,0,0,3,5,28,76,34,11,156,0,0,3,73,47,71,53,24,7,280,0,0,0,15,5,10,3,0,4,39,0,0,10,35,4,4,0,0,0,50,0,8,9,37,53,69,231,205,131,736,8,92,164,762,510,532,397,163,38,2657,0,0,0,12,18,18,7,4,0,64,0,3,0,17,12,7,8,3,0,52,0,0,0,35,39,26,14,6,0,113,3,60,87,532,254,201,135,33,4,1306,0,0,4,78,46,54,94,40,24,338,0,3,0,14,13,12,14,4,0,56,3,16,49,153,167,314,350,270,139,1461,6,13,13,37,28,36,21,9,0,163,6,56,78,241,203,163,128,59,18,946,0,0,16,105,57,83,80,47,12,408,0,0,3,44,11,9,9,0,0,71,0,37,40,274,125,45,10,0,0,532,0,0,0,24,16,29,17,6,4,102,11,36,56,171,100,86,90,25,11,585
215,0,0,0,0,0,3,12,0,0,20,0,0,0,9,4,6,0,0,0,28,0,3,3,64,14,15,5,0,0,101,0,0,16,78,3,3,0,0,0,98,0,0,0,15,8,7,61,45,24,157,10,23,47,178,117,113,70,28,9,582,0,0,0,3,0,0,0,0,0,6,0,20,9,31,0,0,0,0,0,59,0,0,0,0,8,12,0,3,0,32,10,46,54,318,113,95,71,11,3,719,0,0,0,4,0,0,9,6,3,19,0,0,7,33,7,6,0,0,0,63,0,0,6,13,15,40,35,44,14,163,0,0,0,11,7,3,0,0,0,26,5,21,30,69,33,17,21,3,3,197,4,10,0,41,14,4,0,0,7,79,4,0,10,191,8,0,0,0,0,207,0,20,38,169,45,32,8,0,0,311,0,4,4,25,42,40,18,15,0,145,0,6,0,32,21,17,24,5,0,110
216,0,0,0,0,0,7,10,12,0,27,0,0,0,9,4,0,0,0,0,11,0,0,0,7,0,4,0,0,0,11,0,0,13,49,3,5,0,0,0,73,0,0,0,13,7,25,86,43,19,198,5,45,72,187,140,151,101,37,8,746,0,0,0,8,0,3,10,15,7,42,3,31,26,68,0,5,0,0,0,136,0,0,4,7,8,4,0,0,0,28,3,45,54,332,115,119,72,12,0,756,0,0,0,7,0,5,8,0,4,26,3,4,10,15,15,5,3,0,0,59,0,0,4,20,9,37,56,41,8,174,0,0,0,10,10,0,0,0,0,24,0,7,11,41,18,10,0,10,0,109,5,11,7,75,20,11,3,5,0,139,0,0,10,140,3,4,4,0,0,157,0,9,11,106,49,28,6,0,0,208,0,0,0,22,42,32,21,6,6,121,0,8,12,24,16,12,23,6,5,100
217,0,0,0,3,4,7,15,3,3,32,0,0,0,4,0,0,7,0,0,7,0,0,0,11,0,0,0,0,0,11,0,0,9,45,0,0,0,0,0,53,0,0,0,20,14,14,65,79,25,223,3,38,75,223,159,184,108,42,13,837,0,0,0,0,0,0,3,0,0,6,0,0,0,3,6,0,0,0,0,11,0,0,0,3,9,8,4,0,0,22,3,25,30,212,82,54,37,10,0,448,0,0,0,7,0,6,0,0,3,20,0,0,0,0,0,0,0,0,0,8,0,4,4,26,23,51,56,43,14,221,0,0,0,9,7,11,0,0,0,22,0,13,10,64,30,24,8,10,0,160,0,0,4,50,12,6,7,3,0,89,0,0,5,96,4,0,0,0,0,109,3,7,5,68,23,23,5,0,0,148,0,0,0,3,0,3,0,0,0,10,0,10,10,35,19,21,25,6,0,123
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,6,4,0,13,0,0,11,28,9,13,5,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,0,0,10,0,0,0,0,0,10,0,0,0,4,0,5,0,0,0,11,0,0,0,6,3,3,0,0,0,17,0,0,0,8,0,0,0,0,0,8,0,0,3,3,0,0,0,0,0,12,0,0,0,7,0,0,0,0,0,5,0,0,0,9,3,0,0,0,0,11
301,0,0,0,4,10,14,20,14,0,62,0,0,0,3,8,15,12,4,0,45,0,0,0,10,6,0,9,0,3,27,0,0,10,48,0,4,0,0,0,68,0,5,10,33,39,57,148,106,57,448,26,293,498,1740,1314,1174,702,283,73,6102,0,0,0,7,5,4,0,0,5,18,0,3,11,15,11,3,5,4,0,48,0,9,19,84,118,84,57,17,6,390,0,39,116,465,265,234,153,33,11,1319,0,6,5,59,38,25,50,23,10,211,0,4,3,18,9,19,12,8,0,70,0,35,44,128,163,193,186,131,65,941,0,12,8,30,39,32,22,0,0,143,10,145,255,647,506,294,133,75,26,2090,0,4,17,75,36,36,26,12,3,216,6,14,6,106,31,24,25,4,0,208,0,27,30,191,101,52,15,0,0,414,0,0,4,10,8,9,0,0,0,32,15,29,48,141,66,73,53,22,3,451
302,0,0,0,0,0,7,12,10,5,35,0,0,0,15,7,4,10,0,3,38,0,3,18,99,30,18,16,3,0,190,3,18,248,558,21,11,0,0,0,871,0,3,4,33,19,24,63,41,12,205,24,220,384,1501,832,636,372,149,48,4153,0,0,0,5,3,7,3,5,0,30,4,3,12,66,16,3,0,0,0,109,0,41,68,185,173,103,62,26,9,657,3,112,206,903,455,420,215,78,7,2392,0,6,0,65,25,22,40,14,24,202,0,8,7,42,54,56,31,9,0,211,0,9,16,105,75,62,82,55,26,431,7,17,27,73,46,26,22,9,0,227,10,48,108,366,168,102,60,32,11,894,0,16,41,157,64,61,45,28,10,421,0,8,18,194,23,14,18,0,3,277,5,35,77,257,87,53,19,3,5,538,0,0,0,10,0,0,0,0,0,15,9,27,54,188,44,39,41,14,3,405
