SA4_CODE_2021,M_15_19y_DUDW_LT_5_h,M_15_19y_DUDW_5_14_h,M_15_19y_DUDW_15_29_h,M_15_19y_DUDW_30_h_mo,M_15_19y_DNUDW,M_15_19y_UDW_NS,M_15_19y_Total,M_20_24y_DUDW_LT_5_h,M_20_24y_DUDW_5_14_h,M_20_24y_DUDW_15_29_h,M_20_24y_DUDW_30_h_mo,M_20_24y_DNUDW,M_20_24y_UDW_NS,M_20_24y_Total,M_25_34y_DUDW_LT_5_h,M_25_34y_DUDW_5_14_h,M_25_34y_DUDW_15_29_h,M_25_34y_DUDW_30_h_mo,M_25_34y_DNUDW,M_25_34y_UDW_NS,M_25_34y_Total,M_35_44y_DUDW_LT_5_h,M_35_44y_DUDW_5_14_h,M_35_44y_DUDW_15_29_h,M_35_44y_DUDW_30_h_mo,M_35_44y_DNUDW,M_35_44y_UDW_NS,M_35_44y_Total,M_45_54y_DUDW_LT_5_h,M_45_54y_DUDW_5_14_h,M_45_54y_DUDW_15_29_h,M_45_54y_DUDW_30_h_mo,M_45_54y_DNUDW,M_45_54y_UDW_NS,M_45_54y_Total,M_55_64y_DUDW_LT_5_h,M_55_64y_DUDW_5_14_h,M_55_64y_DUDW_15_29_h,M_55_64y_DUDW_30_h_mo,M_55_64y_DNUDW,M_55_64y_UDW_NS,M_55_64y_Total,M_65_74y_DUDW_LT_5_h,M_65_74y_DUDW_5_14_h,M_65_74y_DUDW_15_29_h,M_65_74y_DUDW_30_h_mo,M_65_74y_DNUDW,M_65_74y_UDW_NS,M_65_74y_Total,M_75_84y_DUDW_LT_5_h,M_75_84y_DUDW_5_14_h,M_75_84y_DUDW_15_29_h,M_75_84y_DUDW_30_h_mo,M_75_84y_DNUDW,M_75_84y_UDW_NS,M_75_84y_Total,M_85y_ov_DUDW_LT_5_h,M_85y_ov_DUDW_5_14_h,M_85y_ov_DUDW_15_29_h,M_85y_ov_DUDW_30_h_mo,M_85y_ov_DNUDW,M_85y_ov_UDW_NS,M_85y_ov_Total,M_Tot_DUDW_LT_5_h,M_Tot_DUDW_5_14_h,M_Tot_DUDW_15_29_h,M_Tot_DUDW_30_h_mo,M_Tot_DNUDW,M_Tot_UDW_NS,M_Tot_Total,F_15_19y_DUDW_LT_5_h,F_15_19y_DUDW_5_14_h,F_15_19y_DUDW_15_29_h,F_15_19y_DUDW_30_h_mo,F_15_19y_DNUDW,F_15_19y_UDW_NS,F_15_19y_Total,F_20_24y_DUDW_LT_5_h,F_20_24y_DUDW_5_14_h,F_20_24y_DUDW_15_29_h,F_20_24y_DUDW_30_h_mo,F_20_24y_DNUDW,F_20_24y_UDW_NS,F_20_24y_Total,F_25_34y_DUDW_LT_5_h,F_25_34y_DUDW_5_14_h,F_25_34y_DUDW_15_29_h,F_25_34y_DUDW_30_h_mo,F_25_34y_DNUDW,F_25_34y_UDW_NS,F_25_34y_Total,F_35_44y_DUDW_LT_5_h,F_35_44y_DUDW_5_14_h,F_35_44y_DUDW_15_29_h,F_35_44y_DUDW_30_h_mo,F_35_44y_DNUDW,F_35_44y_UDW_NS,F_35_44y_Total,F_45_54y_DUDW_LT_5_h,F_45_54y_DUDW_5_14_h,F_45_54y_DUDW_15_29_h,F_45_54y_DUDW_30_h_mo,F_45_54y_DNUDW,F_45_54y_UDW_NS,F_45_54y_Total,F_55_64y_DUDW_LT_5_h,F_55_64y_DUDW_5_14_h,F_55_64y_DUDW_15_29_h,F_55_64y_DUDW_30_h_mo,F_55_64y_DNUDW,F_55_64y_UDW_NS,F_55_64y_Total,F_65_74y_DUDW_LT_5_h,F_65_74y_DUDW_5_14_h,F_65_74y_DUDW_15_29_h,F_65_74y_DUDW_30_h_mo,F_65_74y_DNUDW,F_65_74y_UDW_NS,F_65_74y_Total,F_75_84y_DUDW_LT_5_h,F_75_84y_DUDW_5_14_h,F_75_84y_DUDW_15_29_h,F_75_84y_DUDW_30_h_mo,F_75_84y_DNUDW,F_75_84y_UDW_NS,F_75_84y_Total,F_85y_ov_DUDW_LT_5_h,F_85y_ov_DUDW_5_14_h,F_85y_ov_DUDW_15_29_h,F_85y_ov_DUDW_30_h_mo,F_85y_ov_DNUDW,F_85y_ov_UDW_NS,F_85y_ov_Total,F_Tot_DUDW_LT_5_h,F_Tot_DUDW_5_14_h,F_Tot_DUDW_15_29_h,F_Tot_DUDW_30_h_mo,F_Tot_DNUDW,F_Tot_UDW_NS,F_Tot_Total,P_15_19y_DUDW_LT_5_h,P_15_19y_DUDW_5_14_h,P_15_19y_DUDW_15_29_h,P_15_19y_DUDW_30_h_mo,P_15_19y_DNUDW,P_15_19y_UDW_NS,P_15_19y_Total,P_20_24y_DUDW_LT_5_h,P_20_24y_DUDW_5_14_h,P_20_24y_DUDW_15_29_h,P_20_24y_DUDW_30_h_mo,P_20_24y_DNUDW,P_20_24y_UDW_NS,P_20_24y_Total,P_25_34y_DUDW_LT_5_h,P_25_34y_DUDW_5_14_h,P_25_34y_DUDW_15_29_h,P_25_34y_DUDW_30_h_mo,P_25_34y_DNUDW,P_25_34y_UDW_NS,P_25_34y_Total,P_35_44y_DUDW_LT_5_h,P_35_44y_DUDW_5_14_h,P_35_44y_DUDW_15_29_h,P_35_44y_DUDW_30_h_mo,P_35_44y_DNUDW,P_35_44y_UDW_NS,P_35_44y_Total,P_45_54y_DUDW_LT_5_h,P_45_54y_DUDW_5_14_h,P_45_54y_DUDW_15_29_h,P_45_54y_DUDW_30_h_mo,P_45_54y_DNUDW,P_45_54y_UDW_NS,P_45_54y_Total,P_55_64y_DUDW_LT_5_h,P_55_64y_DUDW_5_14_h,P_55_64y_DUDW_15_29_h,P_55_64y_DUDW_30_h_mo,P_55_64y_DNUDW,P_55_64y_UDW_NS,P_55_64y_Total,P_65_74y_DUDW_LT_5_h,P_65_74y_DUDW_5_14_h,P_65_74y_DUDW_15_29_h,P_65_74y_DUDW_30_h_mo,P_65_74y_DNUDW,P_65_74y_UDW_NS,P_65_74y_Total,P_75_84y_DUDW_LT_5_h,P_75_84y_DUDW_5_14_h,P_75_84y_DUDW_15_29_h,P_75_84y_DUDW_30_h_mo,P_75_84y_DNUDW,P_75_84y_UDW_NS,P_75_84y_Total,P_85y_ov_DUDW_LT_5_h,P_85y_ov_DUDW_5_14_h,P_85y_ov_DUDW_15_29_h,P_85y_ov_DUDW_30_h_mo
111,5122,802,71,37,4833,583,11440,4850,2302,277,113,5063,793,13392,7522,8058,1611,639,6591,1363,25795,5698,8932,2696,1024,4271,1171,23791,5846,8609,2418,919,4735,1064,23587,5257,7695,2436,1052,5450,976,22868,3285,5744,2832,1438,5542,1003,19845,1659,2638,1464,944,4009,823,11539,481,584,302,186,1873,554,3991,39725,45364,14110,6356,42369,8328,156252,5224,1275,120,56,3760,579,11018,4563,3557,639,323,3272,661,13019,4817,9180,3676,3355,4012,1158,26202,2450,8316,5723,4671,2583,997,24749,2865,9154,5420,3123,3160,875,24609,2756,8263,5168,3194,4284,896,24563,1653,5164,4802,3669,5470,1068,21827,1246,2482,2186,1974,4723,1168,13781,729,872,418,299,3421,1152,6888,26307,48275,28152,20682,34685,8543,166643,10346,2077,191,98,8594,1163,22461,9412,5861,915,440,8331,1448,26409,12340,17240,5292,3999,10606,2517,51995,8149,17255,8416,5703,6859,2168,48540,8714,17762,7840,4040,7899,1945,48194,8015,15963,7602,4248,9732,1869,47431,4940,10906,7638,5114,11015,2067,41675,2910,5120,3652,2919,8731,1991,25316,1206,1458,724,489
112,3062,488,45,19,2769,676,7067,2037,930,147,59,2000,519,5689,3406,3420,789,321,3066,1193,12195,3307,5011,1518,667,2386,1301,14186,3709,5548,1678,724,2854,1320,15829,3941,5850,2016,945,3862,1324,17933,2809,5106,2443,1354,4359,1225,17291,1309,2072,1117,769,2960,780,9007,381,448,216,174,1537,457,3212,23961,28868,9972,5032,25797,8794,102417,3146,744,74,31,2072,603,6668,1800,1402,315,224,1332,515,5582,2363,4096,1862,1869,2171,1208,13567,1611,5007,3368,3023,1498,1304,15808,2045,6322,3676,2221,1862,1221,17344,2404,6684,3960,2387,2875,1254,19570,1496,4444,3941,3024,3890,1150,17945,867,1827,1653,1554,3332,984,10213,517,606,304,272,2529,890,5124,16255,31130,19161,14596,21556,9123,111823,6209,1231,123,50,4842,1281,13741,3838,2327,466,282,3327,1027,11273,5774,7517,2651,2192,5235,2399,25763,4915,10015,4886,3688,3885,2603,29993,5760,11867,5355,2944,4715,2540,33175,6349,12529,5974,3335,6732,2584,37504,4307,9544,6386,4378,8242,2375,35234,2172,3898,2769,2319,6296,1760,19222,900,1057,519,440
113,2106,443,40,22,2262,509,5390,1504,790,112,52,2069,563,5102,2700,2761,587,246,3146,1139,10566,2264,2844,803,359,2173,1006,9448,2425,2905,831,310,2182,945,9598,2418,2939,837,383,2770,762,10113,1592,2084,854,554,2708,677,8481,732,964,499,337,1775,471,4772,216,193,101,74,783,227,1594,15957,15934,4658,2344,19862,6307,65059,2167,628,87,26,1761,407,5079,1279,1427,292,227,1332,379,4933,1369,3079,1541,1690,1985,725,10387,792,2864,2069,1914,1306,653,9604,937,3417,2082,1288,1374,645,9751,954,3196,2092,1503,1902,667,10311,575,1824,1738,1584,2189,644,8555,415,918,789,790,1861,545,5323,266,322,184,133,1364,387,2660,8761,17674,10881,9156,15075,5053,66604,4271,1075,125,48,4024,920,10463,2785,2215,399,276,3398,949,10028,4065,5837,2125,1940,5132,1861,20957,3058,5710,2877,2274,3481,1660,19057,3362,6326,2914,1602,3554,1590,19343,3366,6134,2931,1894,4675,1427,20423,2172,3910,2595,2140,4896,1322,17036,1154,1878,1288,1129,3635,1019,10095,481,522,287,209
114,1919,316,33,7,1716,344,4342,1269,523,92,38,1351,328,3604,2172,2181,536,253,1937,794,7883,1888,2757,871,406,1386,759,8073,2158,3236,963,473,1647,728,9197,2340,3749,1377,706,2241,681,11094,1865,3593,1843,1099,2854,674,11921,943,1728,1027,717,2344,516,7274,258,369,196,132,936,276,2168,14809,18451,6951,3834,16409,5091,65553,1886,455,62,17,1336,321,4072,1033,850,194,159,833,227,3294,1104,2408,1208,1404,1234,507,7874,713,2633,1869,1799,854,493,8377,1029,3581,2155,1439,1078,538,9816,1247,4063,2768,1768,1738,604,12184,909,3216,3000,2461,2711,630,12922,625,1446,1316,1316,2401,614,7720,317,434,235,167,1493,455,3093,8864,19087,12804,10525,13681,4386,69352,3805,776,94,28,3048,665,8411,2306,1377,288,194,2181,557,6898,3280,4589,1749,1659,3175,1301,15749,2599,5394,2747,2204,2248,1253,16449,3187,6815,3118,1908,2726,1262,19016,3593,7810,4145,2470,3981,1284,23275,2772,6806,4841,3560,5560,1300,24844,1566,3172,2349,2034,4747,1132,14997,575,801,428,300
115,4495,972,84,37,3664,286,9541,3501,1264,157,59,3029,261,8268,3839,3512,778,363,3645,502,12638,3926,6814,2357,1060,3939,654,18740,4190,7257,2430,883,3076,565,18399,3312,5681,1995,919,2937,426,15257,1970,3681,1877,1061,2740,403,11728,990,1610,826,511,1996,348,6282,233,326,147,109,867,323,2000,26443,31106,10656,5006,25887,3768,102863,4423,1195,103,26,2782,208,8733,3030,1849,304,128,1910,208,7423,2410,4028,1808,1891,2579,521,13243,1438,5678,4867,4844,3016,633,20478,1432,6403,5078,3792,2165,491,19362,1207,4942,3913,3057,2332,425,15885,822,3029,3040,2660,2591,401,12546,616,1376,1216,1172,2030,439,6844,315,364,224,145,1461,513,3020,15691,28857,20549,17712,20869,3854,107538,8918,2163,189,66,6441,496,18272,6530,3112,460,185,4935,468,15695,6245,7537,2591,2261,6222,1024,25876,5366,12492,7217,5900,6955,1285,39217,5618,13657,7513,4673,5244,1059,37757,4517,10620,5903,3976,5273,854,31141,2792,6708,4911,3719,5331,809,24274,1606,2986,2047,1678,4026,781,13127,549,682,371,252
116,4418,1374,160,70,5830,863,12713,3845,2069,361,169,6358,1206,14003,6202,6500,1681,947,11096,2808,29238,5933,10069,3732,1932,10250,2453,34363,4775,7023,2322,1269,7161,1571,24114,3615,5083,1688,999,6220,1080,18686,2016,2811,1344,911,5060,699,12850,812,1054,507,355,2651,455,5840,201,163,88,54,876,181,1569,31821,36150,11871,6704,55507,11325,153377,4209,1693,289,135,4733,737,11798,3147,2865,748,480,4593,844,12680,3659,7277,3994,4848,8987,2200,30979,2200,7809,6677,7405,7769,2102,33967,1934,6372,4503,4128,5596,1292,23831,1683,4645,3419,3156,5577,933,19412,1140,2726,2347,2260,5105,826,14402,696,1110,766,665,2942,519,6700,258,265,123,88,1680,365,2770,18928,34754,22862,23168,46987,9834,156538,8627,3062,449,202,10563,1602,24508,6993,4931,1113,646,10956,2049,26679,9865,13777,5678,5799,20084,5013,60222,8135,17879,10404,9336,18016,4555,68328,6704,13391,6827,5405,12756,2865,47949,5300,9722,5102,4151,11801,2020,38101,3157,5541,3687,3165,10168,1529,27249,1513,2164,1272,1023,5595,976,12543,459,426,204,136
117,2063,473,47,18,2072,326,4990,4037,2812,405,198,6396,1268,15119,13281,13673,2050,746,15256,3719,48734,8250,10516,2482,898,7408,2179,31732,5076,6997,1900,656,4480,1457,20560,3570,4933,1420,501,4002,1195,15617,1865,2775,1004,395,3248,820,10108,905,1102,387,180,1999,557,5139,244,205,87,41,749,250,1566,39294,43482,9778,3636,45608,11773,153568,2220,706,63,31,1832,323,5183,4344,4067,694,233,5492,1203,16034,10737,15735,3491,1798,12070,3257,47081,4644,9096,4012,2851,5171,1664,27437,2710,6245,3104,1772,2736,978,17551,2042,4594,2196,1289,2754,793,13673,1156,2768,1812,1035,2698,650,10113,646,1187,734,524,1938,553,5585,298,303,130,99,1016,445,2297,28804,44698,16240,9625,35705,9875,144949,4287,1170,110,48,3905,645,10170,8382,6885,1098,432,11883,2474,31157,24016,29409,5538,2546,27321,6981,95819,12895,19610,6499,3746,12572,3844,59167,7785,13239,5005,2426,7213,2434,38106,5612,9526,3613,1792,6759,1987,29296,3020,5542,2813,1428,5945,1468,20220,1556,2288,1121,707,3938,1114,10722,539,505,220,135
118,2967,448,35,16,2562,368,6387,2753,1246,140,74,2913,581,7711,7469,6222,853,282,6938,1946,23714,5217,6973,1748,604,3567,1392,19508,4269,6335,1667,587,2644,1032,16525,3467,4642,1313,420,2516,773,13135,2312,3154,952,358,2593,603,9967,1216,1473,553,270,2134,556,6207,377,425,148,70,1039,502,2553,30047,30917,7414,2663,26907,7754,105703,3018,639,47,30,2030,295,6050,3160,2181,253,83,2204,493,8369,7387,8924,2007,1121,5559,1631,26626,3073,6777,3815,3297,2458,1062,20477,2236,6272,4009,2401,1801,774,17501,1810,5019,2842,1538,1953,585,13750,1302,3354,2196,1312,2513,609,11289,922,1775,1201,843,2155,742,7641,521,597,241,144,1478,1005,3986,23431,35538,16616,10773,22148,7184,115684,5980,1089,79,47,4588,659,12440,5913,3435,393,155,5113,1076,16077,14860,15145,2868,1397,12499,3572,50336,8291,13750,5562,3903,6026,2451,39986,6505,12606,5685,2990,4441,1802,34027,5278,9664,4158,1963,4469,1354,26890,3615,6508,3154,1667,5106,1206,21255,2141,3249,1751,1111,4294,1298,13846,896,1017,386,211
119,5801,1454,170,76,8887,1145,17534,5735,2786,469,290,11348,1777,22407,10247,9708,2306,1302,21283,4212,49056,8142,10928,3680,1994,14301,3163,42209,7466,9764,3185,1649,11687,2231,35979,6428,8816,3127,1687,11578,2002,33625,3977,5765,2608,1344,9128,1489,24305,2213,2814,1264,710,5969,1292,14268,793,753,356,215,2925,926,5962,50799,52786,17162,9256,97110,18238,245348,5836,2095,290,104,6783,1021,16132,5335,4154,993,580,7838,1422,20323,6824,10916,4766,5739,15570,3611,47425,3534,9692,7063,8620,10467,2837,42217,3073,9683,7327,6840,9206,2222,38350,2966,8377,6538,5750,9646,1832,35109,2166,5411,4785,4119,8246,1519,26240,1604,3049,2229,1898,6051,1513,16349,963,1063,559,339,4106,1815,8839,32287,54442,34532,34008,77916,17796,250979,11637,3552,458,178,15674,2170,33668,11066,6941,1468,873,19186,3202,42735,17072,20629,7069,7044,36850,7820,96482,11671,20622,10745,10611,24769,5998,84427,10532,19448,10506,8493,20892,4451,74330,9398,17189,9660,7434,21226,3835,68740,6138,11180,7386,5461,17373,3009,50540,3821,5867,3485,2615,12019,2803,30611,1751,1813,914,552
120,3225,556,47,15,2755,280,6876,3284,1821,295,138,5235,852,11632,6959,7677,1400,562,9972,1893,28465,5234,8007,2332,944,5299,1212,23027,4351,6877,2048,746,3760,775,18562,3522,5518,1713,649,3901,688,15994,2196,3476,1392,572,3359,554,11551,1127,1625,651,307,2351,439,6502,385,398,175,79,1352,314,2701,30275,35954,10066,4010,37985,7010,125306,3186,775,68,33,2323,263,6655,3272,2589,470,199,3667,630,10827,5715,9047,2742,1953,7543,1696,28691,2825,7307,4592,3825,3822,1084,23454,2309,7217,4653,2958,2886,752,20774,2012,5747,3721,2309,3175,647,17608,1281,3670,2779,1936,3234,567,13458,834,1698,1303,940,2552,574,7902,447,580,284,173,2156,663,4294,21872,38632,20606,14330,31364,6872,133677,6405,1333,116,48,5088,541,13528,6554,4411,766,336,8906,1484,22463,12673,16728,4142,2520,17514,3592,57158,8058,15314,6926,4763,9129,2295,46480,6657,14095,6699,3705,6648,1530,39339,5536,11263,5435,2957,7080,1339,33603,3478,7143,4169,2503,6591,1117,25007,1965,3328,1954,1248,4898,1008,14410,827,973,462,254
121,6580,962,70,29,4586,318,12543,4921,2088,215,68,3695,394,11377,7479,7998,1361,465,6494,1105,24907,7184,11891,3863,1410,5886,1131,31365,6887,11970,3688,1197,4108,844,28692,5531,9377,2920,1084,3646,697,23257,3651,6281,2499,1101,3533,614,17682,2117,3488,1474,628,2800,493,11000,641,833,346,216,1757,374,4163,44986,54889,16434,6202,36507,5975,164993,6303,1311,77,35,3694,326,11740,4675,2805,407,102,2600,346,10928,6230,9655,2921,2086,5423,1119,27434,3807,10849,7512,6691,5075,1157,35097,3392,11185,7944,5264,3264,866,31910,2838,8936,6076,3548,3170,695,25256,1898,6042,5059,3258,3734,731,20721,1361,3135,2708,1942,3231,722,13097,787,1049,556,420,2985,878,6679,31287,54973,33262,23334,33174,6833,182860,12881,2277,145,66,8275,639,24286,9589,4888,623,171,6292,738,22306,13704,17660,4281,2544,11920,2224,52341,10990,22736,11373,8104,10961,2292,66457,10275,23154,11632,6462,7373,1707,60609,8369,18311,8994,4627,6815,1391,48514,5550,12326,7555,4360,7273,1340,38403,3478,6622,4188,2564,6034,1220,24095,1425,1882,901,639
122,4340,526,34,16,3264,273,8455,3074,1025,99,49,2653,269,7175,4707,3945,667,231,3807,671,14025,4281,6709,1898,689,2695,712,16976,4998,8054,2245,817,2626,629,19374,4075,6365,1877,655,2507,559,16041,2349,4114,1546,630,2422,456,11509,1396,2123,999,471,2197,383,7559,400,505,208,152,1182,295,2746,29617,33370,9582,3708,23345,4245,103861,4293,776,55,18,2445,232,7811,2876,1570,206,67,1618,234,6568,3426,5235,1612,1264,2614,707,14847,1990,6126,4090,3884,1792,645,18526,2094,7772,5267,3154,1728,618,20634,1940,6253,3889,1954,1901,496,16436,1151,3748,3152,1870,2310,474,12706,891,2065,1714,1315,2407,549,8939,516,636,366,245,2057,676,4499,19171,34182,20341,13773,18869,4628,110961,8629,1308,87,30,5707,505,16263,5947,2597,308,115,4270,506,13740,8137,9175,2279,1491,6416,1377,28875,6267,12831,5984,4572,4494,1353,35504,7092,15829,7514,3963,4354,1252,40004,6014,12616,5760,2612,4407,1059,32479,3501,7862,4696,2504,4735,924,24219,2285,4184,2716,1787,4598,925,16501,920,1147,576,401
123,3691,984,102,46,4491,609,9924,3000,1473,221,128,4171,542,9528,4955,5106,1331,682,6313,1211,19609,4463,6551,2193,1250,5466,1275,21206,3939,5799,1772,917,4740,961,18125,3197,4635,1606,842,4444,719,15445,1896,3027,1474,912,3795,603,11703,741,1050,616,426,2068,511,5419,180,167,81,49,609,216,1305,26068,28787,9392,5263,36090,6645,112256,3718,1271,175,69,3573,573,9383,2680,2183,513,377,2784,489,9020,2673,5828,2905,3956,4942,1293,21602,1487,5780,4423,5110,4082,1208,22092,1579,5668,3857,3211,3379,867,18559,1488,4646,3248,2899,3815,719,16806,987,2690,2345,2224,3806,701,12758,606,1005,821,760,2239,668,6100,235,265,116,86,1078,587,2372,15453,29338,18412,18693,29696,7098,118690,7418,2258,281,113,8064,1175,19300,5678,3657,730,507,6955,1029,18548,7624,10935,4238,4641,11257,2503,41205,5949,12327,6620,6367,9550,2482,43295,5522,11472,5623,4123,8113,1831,36693,4680,9285,4848,3737,8258,1433,32242,2883,5714,3826,3145,7597,1303,24464,1347,2055,1437,1197,4308,1174,11516,414,432,201,138
124,4334,1024,113,50,4375,650,10537,3621,1736,275,149,4112,696,10590,5835,6231,1575,725,6238,1652,22259,4849,7500,2510,1210,4812,1556,22427,4603,7056,2233,997,4583,1233,20695,3932,6206,2085,1014,4478,905,18613,2341,4302,2099,1190,4167,712,14801,1030,1638,843,546,2456,541,7046,225,300,137,124,829,242,1858,30766,35986,11857,5999,36042,8188,128840,4303,1436,166,65,3400,514,9883,3000,2505,645,410,2779,639,9985,3213,6999,3393,4087,4272,1587,23544,1909,6797,4834,5210,3223,1346,23317,1984,7267,4619,3458,3185,1094,21612,1951,6344,4343,3118,3606,786,20148,1267,3767,3368,3002,4057,784,16254,760,1528,1264,1195,2853,710,8305,330,353,214,172,1665,630,3370,18719,36994,22851,20722,29037,8105,136424,8636,2459,275,113,7768,1161,20422,6628,4241,918,565,6887,1339,20581,9048,13232,4966,4810,10507,3237,45804,6759,14298,7343,6420,8028,2903,45750,6582,14323,6853,4452,7767,2323,42308,5881,12549,6423,4134,8086,1693,38760,3607,8069,5470,4192,8220,1491,31058,1791,3161,2109,1737,5304,1253,15357,556,653,357,298
125,4387,1199,112,52,6412,908,13071,4474,2595,481,256,9624,1904,19333,8913,9348,2345,1196,21215,5018,48038,7083,10881,3589,1864,14711,3838,41971,5372,7339,2464,1222,9237,2317,27963,4464,6147,2183,1092,8339,1671,23899,2621,3981,1742,961,6305,1100,16706,1388,1814,836,481,3738,690,8948,414,435,196,122,1537,492,3190,39109,43746,13955,7252,81122,17936,203119,4121,1658,233,101,5129,857,12104,3910,3321,873,556,6743,1307,16711,5605,9594,4731,5455,15292,3652,44316,2840,8161,6505,7762,9802,2805,37869,2228,6740,5085,4839,7034,1737,27662,2006,5694,4365,4036,7117,1480,24695,1433,3502,3226,2876,5715,1060,17808,1025,1906,1367,1191,3721,863,10057,491,539,328,204,2364,758,4676,23646,41121,26703,27010,62920,14506,195903,8507,2861,343,152,11541,1766,25171,8380,5912,1357,809,16371,3211,36044,14515,18943,7079,6648,36504,8672,92360,9919,19042,10096,9624,24517,6648,79837,7593,14087,7553,6064,16270,4048,55620,6478,11840,6552,5128,15455,3149,48592,4047,7484,4965,3840,12025,2156,34513,2409,3716,2199,1675,7453,1556,19004,897,974,522,322
126,2618,456,23,16,2041,157,5321,2398,1139,150,62,2594,281,6629,4062,4243,871,354,5363,864,15762,3239,5280,1729,723,3937,720,15631,2658,4563,1513,555,2277,461,12028,2359,3932,1327,501,2275,439,10826,1448,2624,1207,552,2089,302,8217,755,1132,566,272,1372,295,4394,263,343,156,87,846,258,1960,19806,23712,7545,3116,22795,3792,80762,2510,640,55,17,1640,148,5009,2216,1523,267,81,1962,275,6330,3078,5008,1717,1418,4549,819,16598,1578,4537,3263,3148,3175,651,16348,1211,4036,3152,2172,1937,385,12897,1073,3548,2837,1910,2141,394,11905,691,2270,2141,1635,2124,369,9222,533,1171,964,719,1610,379,5375,356,444,233,197,1364,582,3173,13249,23173,14633,11302,20496,3995,86849,5131,1092,80,39,3684,303,10329,4612,2669,418,143,4555,558,12954,7138,9251,2592,1775,9912,1685,32358,4816,9818,4995,3869,7104,1377,31980,3874,8595,4664,2726,4215,839,24919,3427,7485,4159,2412,4414,831,22731,2144,4897,3343,2183,4213,667,17441,1286,2301,1532,986,2986,679,9771,618,788,389,279
127,4650,1432,177,86,9104,1131,16584,4223,2049,343,198,8764,1130,16709,7052,6515,1600,935,14666,2402,33171,5707,7368,2497,1559,12325,2334,31785,5148,6690,2133,1332,11817,1838,28957,4664,5770,2065,1303,11588,1754,27154,2739,3472,1524,970,8072,1144,17915,1275,1375,638,462,4131,865,8733,296,278,125,81,1529,551,2865,35760,34958,11096,6922,81999,13147,183872,4714,1993,345,138,7365,986,15533,3918,3250,870,534,6410,994,15974,4433,7521,3721,4951,11792,2414,34839,2263,6601,5074,6971,10526,2237,33683,2142,6501,5084,5498,9586,1743,30555,1976,5488,4387,4768,9414,1543,27572,1568,3334,2753,2922,7575,1184,19334,944,1495,990,972,4367,979,9739,390,391,175,135,2372,867,4325,22347,36579,23396,26889,69408,12944,191563,9370,3425,518,219,16468,2115,32117,8139,5299,1213,731,15176,2121,32683,11487,14036,5314,5890,26463,4816,68011,7971,13971,7573,8525,22849,4568,65464,7291,13194,7213,6830,21405,3585,59513,6638,11262,6450,6073,21000,3297,54724,4306,6807,4278,3893,15643,2328,37252,2216,2870,1629,1430,8494,1846,18477,688,670,300,222
128,3510,468,27,19,2999,207,7231,2709,922,102,34,2651,211,6626,4102,3857,776,294,3298,550,12886,3555,5638,1781,713,2389,555,14641,3920,6078,1768,632,2477,540,15403,3319,5149,1678,679,2554,451,13833,2033,3622,1605,700,2601,367,10933,1001,1617,795,475,2055,370,6318,338,397,207,147,1043,314,2445,24485,27760,8739,3696,22075,3571,90325,3600,677,43,15,2244,188,6769,2640,1513,234,90,1638,175,6287,2700,4784,1750,1614,2090,521,13459,1426,5125,3747,3500,1558,506,15853,1540,5999,4109,2670,1634,448,16407,1456,5136,3478,2154,2052,356,14640,897,3161,2867,2091,2501,431,11948,664,1501,1317,1106,2426,515,7521,431,576,324,193,1676,788,3988,15356,28474,17873,13428,17815,3924,96867,7114,1146,67,36,5240,394,14006,5351,2435,334,123,4287,379,12920,6806,8642,2530,1904,5387,1073,26347,4980,10761,5529,4215,3948,1062,30496,5463,12078,5879,3300,4112,987,31812,4779,10287,5152,2833,4612,808,28471,2928,6786,4477,2794,5100,794,22879,1659,3114,2111,1577,4478,889,13841,768,979,530,337
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,50,20,3,3,80,90,253,86,34,8,4,140,140,411,198,139,45,15,347,417,1164,144,138,25,26,286,491,1108,127,102,41,24,279,438,1010,143,157,33,22,268,323,949,87,117,47,29,236,133,648,17,23,11,13,69,36,166,5,0,0,0,8,4,19,850,732,215,144,1707,2077,5734,72,22,8,4,88,91,279,84,72,20,16,94,137,418,161,178,70,59,220,341,1022,102,120,68,56,117,291,749,106,132,71,37,112,210,666,118,159,89,46,142,145,698,56,77,62,28,122,59,404,16,17,6,15,40,22,104,6,0,0,5,14,12,32,714,776,400,263,935,1298,4381,122,44,11,7,168,184,532,167,110,29,19,232,273,829,360,317,110,76,562,756,2187,244,252,97,87,402,780,1859,232,237,110,60,389,649,1678,263,317,124,69,407,466,1648,141,195,111,59,355,192,1055,26,38,21,25,109,59,277,8,0,0,4
