SA4_CODE_2021,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
111,66005,46126,49620,46902,46615,45335,39470,24357,10414,374849,35,74,46,45,63,89,91,122,88,651,1422,1983,1793,1253,1142,1167,935,624,340,10661,9,26,37,21,24,26,19,9,3,174,3,35,42,24,35,46,35,6,0,235,4,0,4,3,7,8,11,7,0,37,0,7,0,0,9,12,7,0,0,41,0,5,9,4,7,9,6,4,0,43,4,3,5,3,0,0,0,4,0,12,0,11,9,3,4,13,4,0,0,54,0,0,0,0,0,0,0,0,0,4,1440,2071,1905,1319,1231,1272,1018,648,342,11257,1479,2143,1952,1358,1301,1364,1107,772,436,11909,67484,48268,51571,48264,47914,46698,40579,25134,10845,386758
112,41946,23790,24584,28860,31822,35630,33339,18489,8004,246456,42,58,54,46,60,86,93,103,35,586,868,1090,1126,879,1022,1340,1278,551,245,8394,19,53,88,43,75,179,483,277,27,1249,129,198,274,239,230,293,237,74,16,1698,5,9,11,4,7,32,44,24,0,137,0,6,14,17,4,21,16,9,0,91,0,0,3,7,3,20,42,28,9,119,3,0,3,4,0,3,0,0,0,19,0,5,6,5,12,23,39,15,7,114,0,0,0,0,0,0,0,0,0,0,1029,1374,1527,1197,1353,1914,2146,974,301,11818,1074,1430,1577,1245,1416,1997,2240,1080,336,12399,43023,25222,26160,30106,33236,37621,35572,19572,8343,258862
113,31297,19352,20025,18465,18701,19479,15995,9577,4050,156929,64,40,58,34,43,58,59,60,23,444,609,1474,1016,618,658,782,478,255,138,6035,9,132,114,70,65,75,69,11,0,543,9,186,73,40,58,62,23,4,0,453,0,31,24,30,15,10,11,3,0,131,3,36,11,7,6,16,8,0,0,90,0,14,12,5,6,16,0,0,0,55,0,8,4,3,0,0,0,0,0,15,3,54,45,33,43,30,26,5,6,241,0,0,0,0,0,0,0,0,0,0,638,1937,1287,806,849,992,624,283,144,7555,705,1973,1344,839,895,1048,681,339,168,7997,32002,21330,21364,19302,19588,20534,16675,9920,4216,164925
114,25457,14521,14980,15759,18193,22031,23442,14383,5035,153801,27,26,13,41,35,65,71,62,26,368,1039,1028,827,792,890,1112,943,436,175,7250,6,3,17,16,20,17,35,3,3,119,9,20,11,24,20,36,18,10,0,147,0,5,4,4,0,0,3,0,0,24,0,0,6,7,3,11,4,0,0,33,0,4,0,0,4,4,7,0,0,19,0,0,6,4,4,0,0,0,0,10,10,17,19,10,22,37,28,10,5,151,5,0,0,0,0,3,0,0,0,4,1067,1089,889,855,964,1219,1035,467,181,7759,1099,1111,908,893,996,1283,1112,528,203,8128,26547,15631,15889,16650,19194,23314,24551,14908,5238,161921
115,53367,33165,25218,38681,37212,30503,23677,12797,4794,259415,26,13,18,26,14,26,31,54,103,315,448,597,574,402,398,364,390,256,123,3560,0,10,18,7,12,23,14,3,0,85,12,20,15,9,26,34,26,9,0,147,0,4,3,5,0,3,6,0,0,21,6,4,0,3,3,4,3,0,0,31,0,3,3,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,3,3,18,6,0,3,5,3,0,0,32,0,0,0,0,0,0,0,0,0,6,468,650,632,428,437,441,453,269,130,3903,495,670,646,449,457,468,486,324,225,4214,53863,33832,25865,39130,37666,30967,24163,13122,5025,263633
116,90066,50175,59033,67451,47315,37488,26678,12251,4226,394688,51,35,36,54,42,46,52,34,13,352,906,812,954,672,507,477,388,271,169,5159,7,6,23,7,3,9,13,3,0,72,26,19,19,16,12,36,30,10,0,166,0,3,4,0,0,0,0,0,0,18,7,0,0,11,3,7,0,0,0,30,0,0,3,3,0,4,0,3,0,21,0,0,3,0,4,0,0,0,0,6,0,5,10,5,0,3,8,3,0,30,0,0,0,0,0,0,0,0,0,0,952,853,1020,713,530,541,437,288,169,5509,1005,886,1055,764,573,581,487,322,180,5860,91072,51061,60088,68212,47892,38072,27167,12578,4412,400546
117,31947,38687,92085,57198,36664,28017,19264,10256,3659,317790,13,50,70,55,49,52,43,52,13,384,794,2167,3541,2051,1576,1207,784,414,271,12794,82,128,285,182,133,90,39,8,0,954,41,368,383,181,171,116,57,17,0,1335,3,34,67,28,36,19,19,5,0,203,8,159,137,86,63,39,14,10,0,516,5,20,26,16,23,4,13,10,0,113,0,9,23,16,7,13,0,6,0,71,11,46,82,84,46,44,19,3,0,338,0,0,0,0,0,0,0,0,0,0,946,2932,4534,2636,2061,1531,947,460,273,16328,962,2979,4601,2690,2111,1582,992,508,286,16706,32912,41671,96687,59889,38779,29606,20254,10766,3945,334493
118,38766,26620,48072,38572,32846,25838,20311,13241,5855,250114,17,11,27,24,31,27,70,145,339,680,626,765,1100,734,538,511,443,315,214,5255,0,40,36,37,24,25,21,6,0,195,5,36,25,24,21,33,32,18,0,201,3,9,8,7,5,7,12,0,0,46,3,20,21,3,0,13,9,7,0,79,0,3,0,0,0,3,4,0,0,21,0,0,0,0,3,0,0,0,0,9,13,49,15,10,0,9,4,0,0,100,0,0,0,0,0,0,0,0,0,0,656,923,1216,827,598,604,523,344,221,5911,674,937,1239,849,624,634,592,491,556,6591,39440,27560,49315,39416,33474,26465,20901,13728,6414,256707
119,107236,74854,94088,82804,72969,67348,49345,29620,14032,592284,63,44,84,73,74,71,98,119,123,752,1132,1096,1656,1090,983,986,791,643,497,8874,13,18,28,30,13,26,18,11,0,163,10,28,27,16,28,33,37,10,9,200,3,6,6,8,5,0,3,0,0,42,4,12,7,8,16,5,5,3,0,56,0,0,4,5,0,0,5,3,4,18,0,0,4,0,3,0,0,0,0,16,0,13,9,3,9,15,6,4,0,59,0,0,0,0,0,0,0,0,0,3,1162,1178,1753,1156,1058,1071,869,671,513,9432,1223,1221,1837,1231,1131,1148,968,784,636,10183,108458,76075,95919,84032,74105,68494,50311,30405,14668,602470
120,44914,34795,55462,45404,38406,32655,24236,14033,6682,296590,22,11,28,31,18,30,40,42,57,280,565,700,1106,743,631,575,494,345,282,5428,9,11,36,22,10,17,14,10,0,128,3,22,22,11,26,38,31,12,0,162,0,4,8,7,0,9,0,0,0,23,0,8,5,10,9,4,9,0,0,48,0,3,4,0,3,4,3,0,0,15,0,0,0,0,0,0,0,0,0,3,0,32,18,10,7,12,12,0,0,93,0,0,0,0,0,0,0,0,0,0,582,774,1198,803,688,649,563,369,286,5906,604,784,1228,829,706,673,601,415,341,6189,45519,35581,56691,46231,39114,33332,24840,14448,7025,302775
121,74449,44599,50574,64945,59015,46862,36858,23271,10285,410860,26,11,24,22,38,18,38,36,34,242,956,1144,1374,1069,802,941,880,650,579,8394,12,21,42,33,19,33,34,18,3,216,19,25,25,37,36,59,58,25,5,277,0,3,8,4,0,12,15,6,3,54,0,9,7,8,14,9,12,0,0,62,3,0,9,6,0,5,6,0,0,34,4,3,4,3,0,0,4,0,0,20,7,82,18,10,12,12,17,3,0,165,0,0,0,0,0,0,0,0,0,0,1002,1285,1491,1168,886,1078,1025,706,595,9234,1027,1296,1509,1193,925,1097,1064,740,630,9474,75475,45899,52086,66131,59939,47956,37923,24010,10911,420338
122,47634,28898,27793,34554,38968,31302,23176,15968,6976,255264,14,19,18,33,20,26,32,26,20,210,594,807,768,556,547,572,405,280,221,4750,5,15,13,3,0,25,18,5,5,88,10,18,17,12,14,49,29,14,5,166,0,0,5,0,0,5,0,0,0,12,0,4,0,0,0,10,15,3,0,37,0,3,0,0,3,6,4,3,0,18,0,4,0,0,0,4,4,0,0,14,3,33,8,8,4,3,0,0,0,55,0,0,0,0,0,0,0,0,0,0,614,884,813,593,568,673,476,297,231,5149,628,904,829,629,589,698,508,319,251,5360,48265,29799,28623,35179,39562,31995,23681,16289,7227,260619
123,65291,36838,40157,42599,36006,31529,23769,11162,3519,290878,27,37,26,31,39,33,53,35,15,293,833,820,911,598,493,409,403,270,123,4855,4,4,17,9,3,12,3,3,4,64,17,20,22,24,12,24,24,0,0,150,0,4,0,4,0,3,4,0,0,19,0,0,3,5,0,0,6,5,0,17,0,3,0,0,0,3,6,0,0,13,0,0,0,0,0,0,0,0,0,6,0,9,0,0,6,7,4,5,0,26,0,0,0,0,0,0,0,0,0,0,863,860,961,634,521,465,441,281,132,5149,891,892,983,661,555,495,497,316,145,5442,66181,37731,41142,43262,36557,32024,24270,11481,3666,296320
124,65595,39789,44518,44763,41462,37813,30217,14850,4980,323988,34,28,33,31,33,34,51,26,17,292,1080,1086,1179,812,762,686,602,451,243,6907,0,14,16,17,13,13,7,8,0,100,15,17,22,11,20,39,44,25,10,200,0,3,5,0,0,3,5,4,0,25,3,0,3,6,0,0,13,8,0,32,0,4,7,0,0,6,0,4,0,19,0,0,0,0,0,0,0,0,0,0,4,4,11,4,4,8,6,0,0,38,0,0,0,0,0,0,3,0,0,3,1102,1121,1239,857,804,770,681,493,252,7322,1135,1151,1267,890,832,809,736,520,273,7618,66730,40940,45791,45653,42291,38617,30948,15378,5256,331606
125,93441,59942,90367,78580,54649,47691,33694,18466,7538,484364,34,43,74,62,57,37,63,57,54,492,1185,945,1472,1003,775,769,634,443,351,7581,0,29,48,24,9,21,13,5,0,147,13,21,39,22,28,30,27,6,3,189,0,17,13,10,4,5,5,3,0,64,5,10,5,10,7,0,4,0,0,37,0,0,3,3,0,6,0,0,0,20,0,0,0,0,3,4,0,0,0,5,13,14,16,9,12,3,5,0,0,70,0,0,0,0,0,0,0,0,0,0,1218,1040,1602,1080,835,843,690,453,351,8112,1254,1081,1674,1143,893,880,754,512,404,8604,94697,61027,92042,79712,55545,48570,34449,18977,7937,492967
126,33868,22456,31518,31384,24372,22107,16888,9379,4664,196640,7,28,21,25,47,54,76,92,246,583,316,527,695,466,357,372,308,206,127,3363,0,10,21,8,9,11,12,9,0,83,9,14,12,8,13,7,12,3,0,86,0,4,3,0,0,0,0,0,0,16,3,0,0,3,0,6,9,0,0,27,0,3,0,0,4,4,5,0,0,19,0,0,0,0,3,0,0,0,0,6,0,15,8,3,0,6,3,3,0,33,0,0,0,0,0,0,0,0,0,0,325,572,743,489,389,411,354,218,130,3637,336,597,761,518,432,465,427,311,375,4220,34202,23057,32283,31902,24803,22567,17311,9691,5040,200853
127,97716,63652,66384,64304,58588,53671,36337,17730,6627,465020,63,56,50,57,66,92,105,197,230,908,1046,866,1220,1000,800,795,616,418,273,7045,7,30,26,22,23,18,12,3,0,141,13,50,44,39,34,37,27,7,5,252,0,7,6,5,9,0,7,0,0,33,0,11,13,7,7,0,4,0,0,41,0,6,5,0,0,5,3,0,0,14,0,9,12,0,0,0,0,0,0,21,0,7,13,8,7,5,0,0,0,38,0,0,0,0,0,0,0,0,0,4,1073,991,1336,1084,869,864,669,427,278,7599,1133,1052,1388,1134,939,961,765,622,514,8502,98853,64705,67768,65439,59525,54636,37106,18350,7139,473521
