SA4_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
121,17,20,95,125,220,395,868,923,722,3382,3,13,186,225,208,268,308,261,220,1696,522,643,2028,2133,1644,1419,1592,1595,1494,13080,7918,22278,52312,66430,60576,48473,38361,24075,10835,331257
122,16,23,64,141,168,338,687,907,645,2995,6,15,53,111,161,142,138,156,139,923,396,435,1224,1215,1204,1024,1054,1279,1186,9015,5712,13721,28865,35488,39979,32464,24193,16486,7238,204156
123,65,70,319,471,747,1513,2166,1507,666,7522,14,29,167,190,271,402,395,287,140,1898,890,933,2223,2249,1725,1514,1542,1421,867,13370,8783,18519,41150,43228,36639,32204,24431,11511,3674,220143
124,87,68,342,415,715,1479,2497,1727,879,8223,15,27,146,194,230,252,305,257,122,1547,977,1219,2982,2696,2156,1782,1767,1675,1172,16438,9234,20547,45778,45728,42284,38735,31032,15343,5233,253931
125,50,173,1044,1604,2145,2883,3770,3067,1533,16276,35,228,1385,1478,1659,2057,1768,1311,733,10666,1480,2824,7797,6043,3778,3163,2497,1919,1380,30878,10899,35840,92174,79691,55498,48469,34417,18956,7854,383805
126,10,16,65,115,172,433,860,918,695,3281,7,34,203,167,159,250,261,276,225,1584,254,495,1507,1251,827,839,778,797,898,7644,3862,12943,32336,31962,24902,22695,17398,9760,5123,160965
127,129,274,1321,2515,3483,5283,6018,4340,2040,25406,43,283,1403,1820,2964,4675,3837,2438,1405,18867,1697,1825,4270,4172,3370,3377,2743,2095,1295,24844,14063,32437,67829,65292,59322,54553,37151,18442,7185,356270
128,20,9,54,93,173,353,910,1065,776,3455,6,18,47,74,68,99,143,168,101,716,307,335,970,975,918,781,873,1052,1127,7340,5628,12908,26341,30493,31803,28452,22855,13830,6426,178732
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,12,7,37,52,60,50,73,33,0,318,0,3,9,15,7,14,10,5,4,75,176,272,752,787,651,467,208,66,18,3408,409,824,2186,1856,1677,1649,1055,277,49,9981
201,103,125,255,300,412,728,1549,1862,1128,6464,12,24,62,50,85,81,93,52,37,496,544,580,1233,1163,1393,1368,1603,1352,778,10012,4120,9486,20700,20503,22498,22940,21028,11208,4317,136793
202,79,75,287,324,405,718,1501,1804,1076,6271,8,31,117,139,164,147,105,67,33,808,514,509,1236,1185,1358,1479,1513,1360,1029,10183,3772,8775,19452,19881,21334,22491,20600,11174,4514,131999
203,140,129,398,491,642,1108,2387,3023,1918,10248,20,59,201,248,261,235,239,250,160,1675,776,1053,2217,2051,1929,1951,2347,2053,1392,15769,7227,19477,43705,42250,40704,39561,36590,19911,7945,257368
204,87,76,215,279,363,782,1683,2152,1310,6953,14,18,73,71,96,113,123,84,59,652,685,675,1358,1443,1623,1929,1955,1603,896,12164,4344,8681,19582,20563,23452,26901,24964,13514,4991,146990
205,201,132,474,542,754,1523,3082,3857,2174,12733,11,48,108,115,147,173,160,206,119,1093,1014,986,2436,2632,2669,3230,3564,2770,1566,20870,6729,13719,32702,32514,36155,44177,43511,23079,7929,240513
206,56,99,449,469,685,1278,2619,4680,2971,13304,26,134,613,397,460,630,833,1221,874,5181,1072,3394,9734,5732,3945,3380,2841,2263,1452,33816,11059,57231,165448,101047,71953,57064,40810,22835,9882,537326
207,48,70,167,249,435,702,1942,3458,2492,9563,15,77,282,262,308,412,536,623,505,3020,534,1008,2164,1617,1577,1371,1576,1676,1480,12998,7761,27013,48720,47840,50441,44644,35189,24522,12262,298394
208,69,54,143,218,321,642,1690,3058,2312,8508,8,52,186,190,200,269,346,488,330,2057,584,750,2263,1998,1830,1583,1972,1979,1700,14663,8102,24383,52323,58122,61995,50824,40032,24172,12314,332268
209,122,142,572,908,1264,2388,5640,6935,3776,21737,33,130,434,541,686,1000,1307,1449,900,6481,1113,1486,3813,3317,2730,2504,2501,2151,1517,21128,11261,33182,79846,82132,70645,59433,45300,25272,10504,417572
210,141,238,1021,1684,1997,2710,4644,5344,2870,20646,37,154,545,795,1018,1485,1405,1433,755,7626,1172,1449,3999,3399,2644,2261,1967,1739,1202,19830,9690,26864,66410,63504,52179,44241,31307,18499,7806,320505
211,112,158,587,765,967,1500,2818,4105,2507,13517,26,85,402,440,475,601,575,465,306,3370,828,965,2344,2344,2270,2183,2327,2505,1971,17731,10953,30051,63606,71356,71038,64996,52029,30065,11813,405900
212,307,413,1948,2844,3158,4546,7080,8107,4300,32698,92,470,2353,2839,2937,3029,2498,1866,1048,17142,2101,3208,8079,6142,4762,4218,3813,3508,2393,38216,19833,60503,135156,127967,105096,87599,65185,38748,16081,656163
213,278,424,1596,2318,3062,4911,8590,7854,3460,32496,59,260,1344,1672,2166,2661,2484,1926,1095,13678,2503,3430,9929,8248,5452,4278,3917,2909,1730,42398,18332,53179,142813,144942,103541,80459,57681,27621,10252,638814
214,120,117,324,404,622,917,1952,2732,1674,8859,22,37,100,110,131,173,170,185,132,1049,831,784,1889,2060,2282,2114,2357,2371,1700,16393,6877,15385,33624,37518,41570,40123,37018,23060,9038,244208
215,106,110,360,418,539,995,1911,2409,1588,8427,15,65,213,189,236,225,173,149,82,1348,657,614,1606,1489,1544,1817,1899,1554,1019,12203,3580,7878,18983,17067,18767,22033,19152,11245,4934,123640
216,82,75,342,406,473,830,1696,2005,1130,7034,11,33,143,195,218,193,136,153,80,1162,540,519,1305,1188,1278,1419,1531,1418,912,10103,3204,6988,15840,15080,17089,18593,16921,10182,3974,107870
217,62,50,195,224,302,581,1321,1856,1210,5797,0,14,81,71,62,86,61,43,27,454,453,382,907,945,1060,1176,1364,1130,685,8103,2983,5933,13897,13914,16264,18676,17079,9289,3799,101831
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,15,0,0,0,29,0,0,6,16,3,14,4,0,0,38
299,13,18,33,35,36,25,38,26,9,227,5,4,9,11,12,10,3,0,0,51,173,211,691,870,646,408,202,34,13,3248,370,669,1819,1736,1393,1074,613,150,29,7852
301,46,24,133,194,333,568,1668,2331,1203,6512,6,14,50,73,97,89,87,97,49,566,382,445,1004,1119,1223,1172,1276,1210,1050,8884,6251,12418,25205,31498,33945,31454,26134,14283,5352,186535
302,46,42,139,182,310,510,1288,2235,1397,6152,5,30,100,160,144,175,142,120,93,959,339,596,1630,1252,1025,876,884,967,1009,8577,4948,14099,34786,34237,29400,23997,18444,11526,5665,177099
303,62,65,295,429,666,939,1809,2698,1704,8661,14,76,399,430,442,502,466,298,240,2873,634,1278,3037,2255,1720,1468,1290,1155,884,13721,9127,28531,62593,58528,46148,36775,27001,15143,6550,290391
304,26,15,49,73,129,188,420,733,589,2230,12,16,61,72,83,97,81,57,34,510,288,513,800,735,616,573,598,681,666,5468,6457,13912,21268,26959,26671,19856,16286,9554,3967,144940
305,20,45,130,138,199,279,573,965,668,3015,7,44,170,116,112,95,99,119,107,856,625,1687,4195,2501,1778,1410,1141,845,531,14712,7874,30647,65454,45401,37912,27790,18161,8939,3513,245685
306,78,74,293,442,537,1043,1980,2417,1254,8121,23,30,171,192,252,262,228,182,100,1445,1291,1503,3900,3218,3289,3057,2651,1708,842,21461,6694,12755,31453,32159,35039,34411,27564,13650,4488,198201
307,52,39,134,196,404,773,1872,2354,998,6819,3,12,41,42,37,73,115,98,39,470,620,690,1555,1339,1559,1681,1475,1229,648,10794,3553,6523,14196,13898,16339,17832,15511,8830,2987,99663
308,70,54,227,370,575,1026,2305,3039,1290,8965,8,26,83,89,100,120,113,87,51,672,1013,1187,2785,2903,2795,2655,1911,1359,774,17379,6535,12811,29331,29727,29507,29693,21013,10757,3660,173031
309,143,130,383,593,809,1512,2998,3776,2012,12361,22,64,239,275,265,272,318,237,192,1891,1841,2651,6609,5386,5006,4404,4286,3982,2775,36931,16431,39886,87648,86835,86318,75567,64235,36979,13056,506945
310,180,149,517,922,1170,1782,3203,3751,1560,13235,39,90,337,385,614,701,513,258,154,3084,1295,1547,3604,3143,2630,2197,1821,1482,815,18528,10956,23848,54080,51350,45815,39372,28175,14636,4723,272963
311,144,143,785,960,1182,1506,2893,2788,1145,11536,25,104,622,719,767,639,466,316,114,3775,1604,1743,4055,3536,2945,2219,2023,1587,891,20599,11073,23418,51254,48760,44557,38023,29929,14794,4484,266288
312,37,54,135,187,327,745,1625,2096,879,6086,4,20,66,50,80,77,64,73,34,459,865,1465,3763,3173,3148,2739,1635,1064,514,18377,4807,10538,25227,24608,24560,23604,15988,7740,2586,139644
313,105,86,289,394,674,1056,2720,3483,1464,10264,12,36,137,125,135,168,126,118,80,933,800,932,2028,2063,1986,1812,2080,1851,1267,14818,7365,14419,30014,31169,34035,33548,32936,18655,6075,208220
314,38,35,144,184,260,394,1038,1537,668,4301,17,16,82,91,103,111,100,48,31,588,393,518,1277,1186,1033,739,716,614,403,6881,6011,13071,29178,32262,30387,22810,16956,8417,2528,161622
315,132,67,185,206,311,649,1052,827,271,3694,19,17,47,30,57,65,101,72,24,435,500,657,1572,1288,1333,1365,837,494,168,8216,2885,5454,12377,10194,10012,9763,5963,2774,739,60165
316,103,60,169,250,433,808,2038,3417,2024,9307,23,33,89,97,123,116,110,104,72,761,1006,1122,2712,2841,2889,2748,2760,2586,2006,20671,9956,19232,41914,48353,54118,54254,50045,29186,10665,317732
317,88,121,235,347,438,572,1488,2358,1285,6939,28,81,288,282,205,191,150,66,39,1329,501,607,1256,1011,988,940,917,887,521,7623,4655,10302,21701,19566,19275,18451,16065,9901,3892,123808
318,101,81,225,342,506,950,1976,2664,1270,8118,23,25,107,131,150,166,135,111,57,897,1157,1901,3051,2604,2537,2112,1651,1252,663,16935,7551,17022,32143,29438,30053,28496,21998,11397,3853,181963
319,122,127,335,510,912,1796,4990,6096,2784,17662,16,43,126,100,150,190,207,206,98,1138,1069,987,2394,2329,2897,3395,3724,3070,1344,21208,7860,13463,28780,30357,37696,46787,48632,27231,8250,249054
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,34,48,32,8,0,0,0,135,0,16,48,64,45,5,3,0,0,183
399,10,14,39,43,34,74,138,58,9,406,3,5,12,3,6,8,13,5,4,61,129,283,766,729,628,515,342,81,15,3486,418,928,2647,2073,1929,2468,2124,441,44,13081
401,38,36,116,184,244,451,1498,2680,2155,7399,9,39,130,128,121,142,221,379,344,1512,494,847,1809,1460,1395,1361,1472,1379,1118,11334,7068,21930,41172,40303,40365,38077,33346,20026,9231,251512
402,140,226,1067,1515,1367,2014,3691,4251,2356,16622,33,161,863,1375,1657,1370,951,607,335,7354,1048,1304,3162,2844,2468,2193,2210,2188,1493,18909,10973,30050,67361,62705,55331,51839,40332,23316,9112,351027
403,71,72,222,325,420,782,1840,2656,2036,8430,9,24,90,133,160,258,248,213,153,1290,586,769,1779,1730,1642,1749,1930,1756,1181,13122,8396,22168,46795,48936,48122,47447,42953,23733,10372,298917
404,51,52,211,365,549,954,2267,3402,2472,10324,11,27,148,202,356,447,477,551,508,2727,349,635,1584,1318,1173,1269,1126,1075,643,9185,4799,16453,38171,32570,31131,30950,24031,14430,7522,200058
405,21,30,104,127,194,513,1370,1920,1093,5377,6,4,22,26,42,37,44,46,30,249,356,307,704,774,961,1185,1224,988,461,6965,2404,4968,10690,11725,14283,18057,17043,9400,3306,91871
406,47,53,155,183,244,418,884,1110,551,3633,5,7,44,37,39,49,59,47,24,309,355,395,1021,901,1051,1007,860,667,315,6574,2040,4242,10865,9673,10757,11494,8956,4994,1753,64770
407,54,52,249,346,413,822,2320,2983,1778,9015,18,31,106,149,169,151,126,129,67,944,619,588,1351,1401,1697,1934,2151,1748,925,12412,4219,8622,19363,20044,24025,28657,29229,16624,5983,156765
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,3,5,0,0,0,0,12
499,7,7,12,19,11,9,22,10,0,98,0,0,3,0,6,4,3,0,6,21,35,38,168,180,141,131,67,8,5,771,111,203,627,534,478,509,359,64,11,2895
501,44,56,143,160,238,415,1029,1436,870,4390,4,14,86,50,64,83,73,75,61,511,576,512,1502,1655,1872,1715,1673,1242,737,11479,4802,7945,19963,24025,25539,25875,23085,11643,3981,146853
502,47,24,59,108,162,287,705,1020,571,2974,9,12,27,29,36,44,51,37,15,262,296,361,781,889,946,850,942,988,668,6718,2872,5306,10882,11898,13143,14328,14893,9240,3099,85660
503,12,22,49,71,105,159,336,512,555,1814,4,21,77,60,50,96,69,84,121,583,300,783,2227,1453,1107,1031,1092,870,639,9497,4447,13245,31208,26197,23341,20436,16407,9361,4406,149057
504,71,63,301,472,611,878,1451,1675,975,6494,19,32,200,313,405,383,308,250,167,2074,585,800,2376,2174,1971,1648,1350,1151,780,12829,7094,16533,41214,40708,36264,32110,23510,12233,4489,214153
505,93,100,495,770,965,1303,2387,3173,1998,11285,26,46,369,619,731,747,607,494,353,3994,1040,1501,4314,4029,3460,2816,2492,2400,1708,23761,14667,34441,79357,84064,77443,65734,51354,27634,10904,445602
506,153,157,571,893,1043,1428,2354,2519,1508,10625,33,85,535,688,714,699,573,410,253,3989,1200,1907,5004,4359,3562,2987,2458,2353,1936,25775,13869,35905,80730,80312,65475,56210,44411,23208,9148,409271
507,97,91,219,347,535,959,1976,2521,1523,8278,15,38,127,199,245,246,301,295,247,1704,974,1429,3650,3437,2944,2473,2249,2095,1644,20900,11913,26954,60286,63533,58710,51185,39230,21339,8748,341898
509,42,41,152,154,230,432,962,1264,713,4002,10,22,56,77,99,88,78,59,58,538,607,579,1499,1601,1910,2064,1846,1351,606,12062,3519,5701,13818,15282,18127,21207,18753,9720,3303,109426
510,114,64,164,197,297,337,345,179,39,1734,22,14,48,68,98,85,87,85,34,534,708,995,3234,2838,2321,1728,647,207,64,12746,2819,5260,17061,15945,12311,9026,3435,949,204,67018
511,54,45,105,166,271,497,817,892,398,3242,5,13,43,64,75,79,77,78,52,488,751,994,2323,2225,2162,1987,1414,873,347,13073,3530,6663,15949,15565,16254,15919,11352,5539,1749,92526
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,46,77,50,21,3,0,0,226,6,31,116,170,109,62,18,0,0,515
599,7,3,9,14,14,15,36,20,3,117,0,3,5,6,3,6,5,0,0,30,105,231,662,813,740,495,244,66,19,3375,215,558,1509,1543,1313,1144,758,156,30,7225
601,80,70,252,253,327,623,1107,1456,1176,5340,11,25,170,133,183,174,158,100,56,1018,536,654,1955,1445,1241,1328,1557,1353,713,10788,5461,14804,39746,31642,29643,29926,26134,14580,5627,197556
602,39,62,199,201,257,530,1045,1146,916,4392,11,28,112,145,176,121,82,82,45,795,386,516,1071,906,977,1202,1329,1229,674,8294,3564,8466,19283,16971,18950,20925,18936,10592,3744,121420
603,22,9,22,38,70,193,353,296,170,1167,4,0,9,9,10,13,19,16,9,83,140,139,341,327,390,551,573,326,144,2931,1008,1737,4011,4664,5487,7233,6486,2862,733,34212
604,34,42,97,130,210,461,990,1107,945,4006,7,19,46,32,50,54,60,30,21,325,341,325,827,777,930,1057,1214,1006,456,6938,2866,5850,13352,12443,14886,17076,15248,8555,2887,93167
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,7,0,0,0,0,19
699,6,4,5,9,3,8,8,7,0,48,0,0,0,0,3,0,0,0,0,8,19,16,49,50,48,60,72,8,3,325,74,119,228,197,203,199,163,31,3,1227
701,60,33,184,277,401,554,774,567,196,3044,5,28,92,110,139,157,174,109,47,864,606,892,2495,2002,1755,1355,950,438,163,10663,3467,9023,25931,22089,18387,14623,9361,3607,831,107319
702,487,458,910,895,916,806,711,270,59,5519,62,85,152,194,230,263,287,141,60,1475,603,731,1905,1480,1337,1169,679,246,61,8206,4090,6528,16232,13110,10948,8988,4800,1501,321,66514
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,4,5,3,0,0,0,23,4,6,23,22,19,17,0,0,0,94
799,4,8,20,28,27,27,14,3,0,132,0,3,0,0,4,3,4,0,0,28,37,79,223,220,278,226,100,14,0,1181,73,183,661,573,591,575,318,49,7,3031
801,71,73,295,398,477,846,1548,1688,991,6392,18,50,274,234,261,289,271,286,155,1837,1139,1880,3716,2587,1954,1579,1674,1340,812,16679,11740,34128,77591,69249,56101,45308,35626,19330,7180,356251
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,4,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,7,17,35,25,22,18,5,0,130,34,81,108,104,77,78,34,10,4,530
901,0,0,3,5,15,33,67,21,3,146,0,0,0,0,9,30,43,26,9,119,23,56,209,153,135,128,85,52,7,850,85,218,570,637,655,760,583,257,62,3841
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,4,0,0,3,0,0,0,11
