SA4_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
111,18,71,101,402,28,10,23,11,0,651,0,4,18,58,95,65,39,10,0,283,9,113,197,815,310,302,196,56,7,2024,0,4,4,92,50,62,117,87,59,469,0,3,16,49,33,45,31,14,6,197,5,42,55,182,184,291,355,259,96,1464,10,12,46,86,39,42,23,13,0,265,14,105,157,554,302,233,169,58,21,1617,3,15,34,160,83,50,35,24,6,418,0,11,15,101,19,9,8,0,0,147,11,49,88,390,148,55,25,3,0,766,0,0,4,30,20,27,8,7,0,85,42,130,152,497,183,181,124,57,6,1367,5,62,96,366,129,81,28,10,3,770,4,8,21,64,79,87,79,54,31,428,0,14,70,144,56,33,34,9,0,353,78,454,518,1891,770,648,658,575,282,5870,555,1461,2022,3918,1670,1769,1924,1534,901,15757,21240,46382,48868,100537,48194,47431,41675,25316,10881,390519
112,0,3,3,33,4,7,8,4,0,58,0,6,18,66,118,92,45,9,3,348,9,112,95,484,193,174,122,28,6,1216,0,0,0,60,26,25,36,14,7,170,0,0,3,14,5,8,3,3,0,35,0,11,22,106,108,186,250,192,95,961,0,24,14,22,34,38,27,11,0,166,4,49,61,334,232,178,200,96,23,1187,0,4,4,57,18,20,21,3,0,131,0,9,3,50,8,9,0,0,0,78,7,53,61,207,135,72,28,4,0,566,0,0,0,17,16,4,0,0,0,39,27,87,82,409,210,222,258,84,24,1391,4,18,13,98,46,22,5,5,3,212,0,7,11,45,38,60,81,34,33,306,0,0,13,40,52,34,47,13,0,203,29,159,181,1521,550,583,528,328,128,4002,797,2266,1853,4665,2523,2809,2552,1624,971,20067,12261,30559,25007,55760,33175,37504,35234,19222,8337,257061
113,9,32,54,168,48,19,5,0,0,327,0,0,10,27,22,15,4,0,0,76,13,136,141,593,181,125,55,9,3,1249,0,0,0,16,3,10,6,4,5,35,0,18,50,81,48,34,18,3,0,250,0,3,11,40,29,54,69,59,14,283,0,4,4,13,13,10,8,0,0,57,16,60,101,214,130,72,40,18,0,640,4,25,20,122,44,16,9,0,0,247,7,0,9,194,0,3,0,0,0,223,4,16,19,131,36,24,4,4,0,230,14,17,5,28,25,15,13,0,0,113,8,21,28,67,42,37,44,11,0,262,0,8,22,65,21,15,7,0,0,143,0,0,3,11,3,6,9,18,0,53,0,8,21,57,38,41,14,5,0,181,18,107,149,669,229,232,173,132,50,1759,535,1397,1360,2665,1400,1498,1371,1054,515,11799,10215,21787,20495,40015,19343,20423,17036,10095,4250,163656
114,5,12,3,57,7,6,3,0,0,89,0,0,0,16,37,33,20,4,0,107,3,58,61,372,111,109,82,16,3,826,0,0,0,26,9,26,68,29,17,189,0,0,4,11,6,3,0,0,0,30,0,8,7,54,75,193,298,217,68,916,0,12,13,11,30,16,20,10,0,123,3,22,38,149,114,103,131,86,13,657,0,7,6,62,21,16,7,9,3,138,0,0,0,40,21,9,8,6,0,80,7,19,25,160,54,36,16,6,0,319,0,0,0,11,7,7,9,0,0,32,8,48,62,162,88,106,136,56,9,674,0,4,16,73,32,11,11,3,0,150,0,3,0,15,19,49,73,65,16,249,0,0,4,29,20,17,17,8,0,92,16,67,60,405,302,404,588,426,134,2413,406,1033,902,1904,1180,1401,1323,1096,606,9843,7999,18105,15312,32203,19016,23275,24844,14997,5266,161006
115,11,281,146,958,275,179,93,26,13,1984,0,0,8,22,46,47,20,7,3,157,9,115,246,1287,718,716,591,107,45,3839,0,12,5,114,96,137,167,37,19,589,0,3,0,20,17,12,4,0,0,58,0,26,30,88,130,148,177,118,50,777,14,183,191,200,167,148,147,53,11,1114,45,424,509,1107,912,566,274,119,38,3988,5,115,259,1027,815,894,518,233,78,3939,6,41,28,328,123,104,156,32,0,822,7,39,56,262,103,51,32,3,0,547,0,7,3,87,130,85,31,27,4,368,51,213,270,334,143,144,65,24,9,1250,0,31,43,277,257,216,115,28,0,954,0,15,14,34,45,49,48,28,16,239,0,11,46,112,119,79,27,9,0,395,53,499,498,1827,1241,1192,868,578,231,6988,276,805,657,1699,821,693,596,468,202,6211,14477,39492,33968,65101,37757,31141,24274,13127,5023,264371
116,71,744,627,3253,762,481,229,53,16,6232,0,8,25,39,53,31,15,0,0,168,82,869,2116,8996,4755,4608,2989,754,222,25390,0,4,8,131,119,160,235,105,125,883,11,125,231,611,501,465,279,83,10,2309,0,10,29,60,106,181,187,121,43,742,19,194,84,158,80,100,77,23,4,747,18,171,213,771,409,305,198,68,24,2171,21,256,409,2660,1123,933,577,221,61,6256,5,15,24,225,48,43,47,8,5,410,6,45,96,443,170,76,44,9,3,891,0,24,43,419,342,351,197,108,9,1504,36,195,160,289,93,99,34,18,4,926,5,36,57,447,291,254,186,36,6,1329,0,0,4,14,19,17,20,19,4,102,4,35,73,191,94,45,9,4,0,452,103,1016,1574,5279,2714,2343,1696,994,479,16197,1442,3159,2741,6909,2286,1726,1328,833,480,20903,30296,60788,51193,128549,47949,38101,27249,12543,4339,400997
117,12,16,79,400,34,26,16,3,3,584,0,3,13,66,83,47,32,3,3,258,6,81,293,2429,636,417,296,85,19,4267,6,5,21,537,108,88,134,52,17,977,0,0,7,26,19,17,12,7,0,88,0,6,68,747,274,255,167,93,16,1631,28,44,217,765,207,127,93,30,6,1516,0,20,198,1193,360,238,177,68,11,2270,0,7,66,455,93,66,63,17,0,773,9,20,141,1098,134,66,65,13,0,1551,19,93,501,5746,695,253,98,13,0,7417,6,11,26,554,209,222,113,98,11,1251,105,166,320,1943,451,334,168,100,11,3602,14,91,711,1752,727,751,567,173,84,4864,0,5,29,250,78,55,33,21,3,479,0,0,25,124,31,31,14,0,5,238,105,486,1324,11077,2202,1809,1778,1289,467,20532,558,956,2713,9380,2205,1808,1246,776,327,19970,13593,19229,41325,154984,38106,29296,20220,10722,3864,331340
118,0,8,34,127,19,19,10,4,0,221,0,5,8,37,81,51,20,13,3,221,11,51,149,1020,364,270,160,50,13,2096,0,13,17,377,130,115,280,99,98,1132,0,0,0,11,11,22,6,3,0,54,0,10,42,609,260,228,163,107,43,1468,20,170,181,299,128,115,132,59,12,1121,10,143,399,1990,1600,1277,962,573,231,7201,0,5,31,152,64,45,51,29,8,390,3,17,30,268,71,52,75,9,5,523,4,40,66,507,168,105,76,12,5,989,0,6,16,182,82,69,38,25,9,426,149,438,328,1497,447,299,173,78,17,3422,8,43,90,348,226,97,95,37,15,962,0,5,12,326,79,46,36,24,9,535,0,0,10,78,72,76,25,26,10,301,85,432,636,6836,2281,2022,2422,1699,863,17274,500,1042,1448,4849,1439,1126,938,752,501,12591,13267,26754,28513,90316,34027,26890,21255,13846,6538,261410
119,78,444,758,3190,651,332,112,20,0,5589,0,5,12,61,55,51,32,21,9,254,36,351,698,4371,1498,1428,842,232,70,9525,4,6,8,370,131,126,174,102,72,993,3,4,49,160,152,154,98,25,5,649,0,9,14,133,100,165,171,99,59,747,12,59,118,346,150,152,156,51,14,1063,0,46,84,432,250,224,164,93,21,1312,4,15,48,312,131,143,144,67,34,901,11,33,76,774,166,119,128,29,7,1334,20,72,194,1782,476,289,156,37,4,3027,6,19,26,308,271,251,168,108,26,1192,54,146,172,463,143,134,74,32,8,1236,85,479,1667,6530,4581,4800,2638,859,383,22034,0,0,8,48,35,29,29,29,12,192,0,12,32,115,53,29,14,0,0,265,216,1516,1958,10626,4792,4588,3526,2394,898,30507,1811,3822,3958,10796,3722,3248,2500,1750,1062,32672,36759,72027,76399,180907,74330,68740,50540,30611,14802,605118
120,8,55,70,406,81,47,31,7,0,709,0,6,9,39,84,41,38,14,6,225,16,134,243,2124,545,431,411,85,27,4021,0,4,6,225,101,105,143,57,46,684,0,0,9,20,12,13,13,6,0,67,3,9,29,233,234,208,173,100,28,1018,21,94,105,368,122,114,92,45,11,971,9,29,82,589,261,178,148,78,12,1377,8,45,84,680,306,410,357,181,100,2166,6,27,74,991,97,91,87,20,7,1401,8,55,125,1317,307,119,71,13,0,2013,0,14,19,271,184,179,107,68,18,864,75,229,158,686,268,199,137,50,10,1822,10,100,492,1493,904,730,497,167,64,4455,0,0,5,76,55,45,34,7,5,229,0,5,5,65,49,29,17,3,0,168,91,417,543,4482,1609,1508,1359,992,452,11450,473,952,1572,4720,1341,1176,969,819,674,12689,15584,30206,35983,103638,39339,33603,25007,14410,7002,304771
121,11,88,33,486,100,70,55,18,7,869,0,6,12,77,240,197,123,93,39,785,30,233,344,2500,821,522,389,111,25,4974,6,32,24,484,174,200,253,93,57,1316,0,0,0,13,13,8,4,7,0,42,8,62,81,341,369,407,298,227,104,1899,65,487,364,608,358,261,236,91,31,2499,52,455,605,2271,1693,1213,987,424,121,7821,8,41,60,703,387,310,260,133,37,1941,26,136,120,1326,465,243,335,78,10,2730,18,111,194,1234,346,183,74,23,5,2188,5,47,16,232,102,89,41,26,21,573,157,700,570,1130,662,523,318,156,37,4246,4,58,131,771,526,235,186,55,21,1975,0,10,15,127,137,119,69,56,14,548,0,14,24,198,161,155,90,24,4,667,112,910,740,5747,2677,1931,1556,1130,547,15344,516,1118,1066,3635,1433,1150,1101,957,894,11870,21684,54512,46590,118804,60609,48514,38403,24095,10839,424045
122,0,3,11,50,16,11,4,0,0,103,0,0,0,33,106,76,35,7,10,270,3,70,126,747,332,300,180,50,15,1831,0,13,7,243,92,86,105,35,15,600,0,0,4,12,16,14,8,3,0,55,3,52,76,366,389,377,272,216,84,1843,20,160,99,104,100,67,69,18,6,639,22,205,275,1369,1026,575,320,178,41,4009,0,3,3,41,38,47,22,26,4,183,0,9,14,80,34,29,37,9,0,221,4,37,69,359,177,102,44,6,0,804,0,12,5,62,69,58,45,23,10,296,90,340,274,1031,515,366,239,94,7,2958,0,19,59,181,141,89,28,11,8,536,0,24,22,192,176,120,71,63,19,684,0,0,9,92,113,92,44,12,0,367,52,393,409,3805,1830,1390,1039,756,284,9946,316,796,762,2147,1088,890,742,715,537,8000,14169,34559,30004,64378,40004,32479,24219,16501,7243,263554
123,14,225,212,981,277,162,49,12,0,1934,0,4,10,36,44,31,22,0,3,158,24,183,476,2122,1030,1026,637,169,39,5709,0,0,13,145,115,115,184,66,25,662,8,93,200,519,433,463,224,73,7,2011,4,23,21,117,153,313,373,212,55,1272,0,29,26,58,42,36,31,10,0,231,8,59,75,407,286,236,207,87,24,1389,7,55,82,275,156,136,89,41,12,859,0,3,3,84,22,17,13,0,0,139,3,49,82,542,189,115,72,8,5,1055,0,9,12,82,49,45,20,9,6,234,5,56,71,218,104,85,63,16,7,624,3,40,66,607,294,249,141,21,18,1443,0,0,5,41,47,60,54,23,11,244,0,10,56,167,73,49,18,3,0,378,37,367,513,2793,1829,1766,1363,726,191,9598,862,2069,1652,3936,1611,1287,1083,865,468,13835,22056,44287,37850,84505,36693,32242,24464,11516,3676,297292
