SA4_CODE_2021,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
111,..,40325,40325,47986,4351,52334,21824,1528,23351,21371,515,21886,8315,178,8483,3396,78,3474,102887,46972,149852
112,..,28401,28401,32966,3271,36235,13100,716,13812,11902,242,12144,5131,89,5219,2624,43,2661,65722,32759,98479
113,..,16705,16705,19446,1283,20731,8060,300,8364,7532,110,7639,3988,48,4032,2076,34,2103,41094,18472,59571
114,..,17421,17421,23762,1334,25101,7882,163,8043,7287,61,7353,3265,22,3288,1576,11,1586,43771,19015,62790
115,..,11011,11011,22125,800,22927,15462,177,15644,20127,86,20218,8593,45,8632,4410,15,4431,70724,12138,82862
116,..,19485,19485,28247,2205,30446,24446,607,25054,27663,274,27935,11736,126,11863,7874,64,7937,99966,22768,122728
117,..,52977,52977,44577,9604,54177,15728,3746,19473,11106,1625,12729,3148,484,3632,1417,208,1629,75973,68643,144616
118,..,30608,30608,30741,5445,36187,13884,1883,15765,13626,513,14140,4684,144,4822,1427,65,1495,64362,38657,103014
119,..,44076,44076,51904,5232,57131,34762,1727,36486,33787,874,34659,16477,331,16805,11456,239,11697,148377,52476,200853
120,..,30594,30594,34921,4576,39500,18825,1651,20476,17105,778,17881,5638,291,5929,2265,146,2412,78753,38039,116784
121,..,39932,39932,48386,3583,51972,26165,856,27019,27778,238,28022,9550,79,9630,3240,35,3279,115116,44728,159847
122,..,21056,21056,28119,2141,30257,14472,571,15040,18123,176,18301,7052,70,7118,2576,26,2604,70330,24043,94377
123,..,17573,17573,25770,1602,27371,17351,225,17573,18512,75,18583,9094,30,9117,5672,19,5690,76388,19526,95914
124,..,27473,27473,34341,2514,36851,19499,337,19838,19149,112,19261,8710,32,8745,4859,18,4876,86557,30491,117044
125,..,34907,34907,39994,4802,44796,29059,1902,30954,27655,1061,28722,12187,462,12650,9432,309,9742,118322,43448,161771
126,..,17593,17593,21696,2050,23749,12650,493,13147,12708,202,12910,4468,77,4549,2033,59,2097,53564,20478,74041
127,..,23068,23068,31911,2125,34036,25455,411,25864,28495,156,28650,15872,72,15947,12595,33,12626,114328,25863,140189
128,..,18494,18494,25637,1468,27105,13086,218,13308,15475,50,15525,6402,29,6432,2227,8,2230,62825,20268,83097
197,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,..,20583,20583,22535,1742,24274,8898,360,9259,8516,130,8641,3798,34,3836,1569,25,1600,45319,22877,68196
202,..,18784,18784,21639,1570,23209,8843,316,9157,8363,92,8454,3541,23,3564,1599,20,1622,43987,20804,64792
203,..,32712,32712,40319,2790,43112,17686,937,18627,18186,464,18653,7373,134,7501,2645,83,2729,86214,37124,123332
204,..,21213,21213,25762,1404,27163,9088,224,9306,8503,58,8562,3907,17,3928,1591,18,1612,48856,22932,71790
205,..,35803,35803,42364,2389,44755,14658,296,14958,13451,75,13537,6235,29,6266,2745,30,2778,79449,38635,118088
206,..,109164,109164,82981,17649,100629,28583,6836,35416,22735,2436,25169,6386,558,6945,1843,160,2008,142533,136801,279332
207,..,34393,34393,41170,3442,44612,22044,1243,23291,24339,662,24996,8558,240,8793,2787,122,2910,98901,40106,139003
208,..,45331,45331,48675,3798,52475,24658,946,25602,27938,426,28370,9301,163,9462,2388,55,2442,112961,50723,163682
209,..,41345,41345,54719,4069,58784,32797,1303,34100,35918,611,36526,13693,217,13912,5957,131,6089,143087,47670,190761
210,..,28388,28388,38217,2583,40794,24747,674,25416,26925,345,27273,11887,167,12056,7181,77,7260,108960,32228,141191
211,..,41462,41462,57387,3374,60765,31922,656,32579,34438,250,34693,12776,116,12887,5085,41,5130,141613,45894,187508
212,..,52785,52785,74288,6008,80301,50941,2336,53276,55191,1306,56493,23159,518,23684,14501,313,14814,218079,63269,281345
213,..,55847,55847,71656,6349,78002,52078,2025,54106,55180,999,56181,22310,414,22722,13779,219,13998,214999,65854,280854
214,..,32426,32426,38877,2311,41185,17299,340,17638,17165,70,17233,6712,38,6746,2426,13,2437,82475,35200,117669
215,..,18791,18791,20498,1366,21874,7546,271,7816,6619,113,6731,3390,51,3440,1550,48,1596,39605,20645,60251
216,..,14938,14938,17651,1105,18757,6647,226,6870,6315,81,6389,3127,25,3154,1638,26,1666,35380,16394,51776
217,..,15581,15581,17692,1067,18761,6330,184,6510,5734,68,5797,2826,26,2854,1151,15,1164,33727,16938,50664
297,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,..,19189,19189,28883,1868,30749,14654,303,14961,14877,76,14949,5624,15,5641,2546,8,2552,66587,21460,88042
302,..,23254,23254,26323,2834,29156,13785,689,14472,13236,189,13423,4661,52,4715,1929,28,1952,59934,27040,86969
303,..,29413,29413,36730,4995,41728,22017,2017,24031,22558,774,23339,8792,292,9085,4546,132,4688,94642,37623,132271
304,..,13118,13118,19984,2006,21991,11089,673,11768,13045,269,13314,4729,101,4825,1584,35,1620,50427,16211,66633
305,..,41145,41145,36582,8211,44793,14415,2483,16891,12723,871,13599,4501,283,4785,1242,99,1337,69460,53086,122548
306,..,25421,25421,30522,3083,33604,13006,518,13531,11512,167,11684,4827,57,4884,3148,31,3176,63025,29276,92302
307,..,13065,13065,16662,1040,17703,5963,169,6133,5456,35,5497,2929,15,2943,1700,10,1708,32710,14338,47044
308,..,21197,21197,26546,2075,28623,11470,323,11794,11611,73,11681,5289,13,5301,2822,8,2835,57738,23695,81435
309,..,54935,54935,74989,8922,83915,36838,2211,39049,35234,748,35979,13439,178,13618,6743,102,6852,167242,67102,234344
310,..,27108,27108,36364,3348,39712,20832,616,21443,20192,154,20345,9289,43,9327,6452,11,6461,93123,31274,124395
311,..,24149,24149,33734,3103,36834,20120,576,20690,19124,159,19284,9459,46,9503,7566,20,7585,90008,28048,118053
312,..,15363,15363,20372,1651,22025,8907,329,9236,8986,75,9057,4220,22,4245,1932,13,1945,44420,17453,61880
313,..,24778,24778,33520,2536,36057,14192,363,14552,12672,108,12777,5930,52,5982,3743,39,3785,70061,27878,97938
314,..,13388,13388,22904,1612,24514,13532,283,13815,14743,65,14809,5823,14,5842,2812,9,2818,59813,15371,75186
315,..,7416,7416,7233,635,7875,3291,115,3407,3128,18,3152,1819,11,1830,1706,0,1703,17179,8203,25379
316,..,35390,35390,53817,4366,58188,21301,1006,22314,21247,342,21588,8464,74,8540,3734,25,3757,108566,41207,149772
317,..,16324,16324,19838,1531,21369,8325,353,8681,7764,128,7887,3670,45,3712,2223,39,2259,41817,18408,60232
318,..,22862,22862,27855,2654,30509,12487,581,13072,11089,176,11263,4845,44,4885,2673,11,2690,58953,26331,85284
319,..,33493,33493,45670,3495,49160,14831,437,15266,12215,110,12322,5803,31,5834,3643,26,3667,82162,37588,119749
397,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
399,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,..,35036,35036,38597,3472,42067,17072,1156,18228,18300,376,18680,6315,99,6415,2010,72,2079,82296,40208,122507
402,..,42829,42829,49442,4024,53467,27068,961,28023,25416,362,25775,10507,130,10642,6454,85,6543,118891,48390,167280
403,..,40387,40387,48019,3320,51343,22373,909,23279,21813,257,22066,7604,92,7695,2699,41,2742,102508,45003,147512
404,..,30389,30389,29858,3011,32868,14500,1021,15523,13208,330,13538,4425,94,4514,1853,61,1914,63841,34910,98750
405,..,14107,14107,17293,888,18183,5312,81,5397,4874,24,4895,2358,3,2358,1064,5,1065,30910,15111,46018
406,..,10466,10466,10496,704,11200,3854,93,3951,3498,26,3529,1662,6,1671,851,6,853,20364,11305,31665
407,..,24053,24053,29192,1526,30717,9029,194,9217,8095,62,8160,3694,28,3727,1688,25,1708,51695,25888,77577
497,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,..,18165,18165,24804,1487,26287,9490,265,9752,9760,88,9847,4155,17,4172,1713,29,1742,49914,20046,69965
502,..,11472,11472,15313,802,16118,5536,114,5655,5209,25,5231,2202,11,2217,1042,0,1047,29308,12429,41734
503,..,23592,23592,22412,2739,25151,8867,953,9817,9475,344,9822,3486,65,3554,798,24,822,45033,27722,72762
504,..,24102,24102,30360,2462,32816,16706,539,17246,16169,146,16313,6345,61,6409,3363,29,3391,72943,27331,100273
505,..,49311,49311,64298,4577,68875,34680,1199,35877,37304,363,37660,13783,96,13877,5726,51,5781,155787,55604,211386
506,..,46211,46211,55001,5155,60154,30192,1687,31881,31183,642,31827,12820,253,13074,6776,126,6904,135972,54080,190049
507,..,39468,39468,49663,3629,53286,26228,937,27162,27222,294,27518,10510,89,10603,4340,31,4378,117964,44447,162413
509,..,14949,14949,18619,997,19610,6090,145,6238,5724,42,5764,2849,10,2858,1444,10,1451,34723,16139,50866
510,..,6039,6039,6421,623,7039,3630,159,3795,4021,43,4066,2055,15,2068,1416,17,1431,17542,6891,24437
511,..,11867,11867,13326,981,14312,5475,172,5646,5240,34,5278,2423,17,2440,1284,9,1295,27754,13087,40843
597,..,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
599,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,..,26263,26263,30208,2392,32599,14290,940,15229,12756,436,13194,5058,162,5226,2397,78,2478,64705,30271,94980
602,..,18158,18158,20893,1462,22346,8146,299,8449,6969,122,7090,2867,38,2909,1383,16,1399,40257,20094,60352
603,..,4543,4543,6300,309,6613,2048,33,2076,1770,12,1780,734,0,736,458,5,464,11308,4892,16209
604,..,14401,14401,16842,955,17797,6079,116,6197,5229,37,5263,2150,16,2167,1041,10,1050,31341,15536,46876
697,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,..,11060,11060,13270,1804,15077,7993,576,8571,7335,190,7528,3149,61,3209,1838,20,1855,33581,13710,47297
702,..,5754,5754,5484,649,6133,3046,208,3261,2960,66,3026,1852,23,1868,3321,10,3326,16660,6703,23364
797,..,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
799,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,..,43338,43338,50294,4754,55046,25843,2004,27850,26959,746,27707,9954,222,10173,4163,114,4280,117214,51188,168400
897,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,..,492,492,507,26,529,187,0,185,168,0,168,97,0,98,62,0,62,1008,525,1533
997,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
