SA4_CODE_2021,R_1_74_LT_Real_estate_agent,R_1_74_LT_Ste_terr_hsg_auth,R_1_74_LT_com_hou_pro,R_1_74_LT_Psn_not_Sme_hhd,R_1_74_LT_Other_Lld_type,R_1_74_LT_Lld_type_ns,R_1_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_com_hou_pro,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_com_hou_pro,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_com_hou_pro,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_com_hou_pro,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_com_hou_pro,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_com_hou_pro,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_com_hou_pro,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_com_hou_pro,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_com_hou_pro,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_com_hou_pro,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_com_hou_pro,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_com_hou_pro,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_ovr_LT_com_hou_pro,R_950_over_LT_Psn_not_Sme_hhd,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_com_hou_pro,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_com_hou_pro,Tot_LT_Psn_not_Sme_hhd,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
111,22,171,28,47,10,0,276,11,304,37,18,8,10,387,85,2433,164,230,68,16,2991,346,1065,390,390,109,19,2324,431,396,140,416,92,10,1481,1110,508,184,638,141,12,2592,3258,512,167,1301,152,16,5413,9874,332,118,2233,187,25,12772,7324,52,38,1147,80,13,8652,2933,12,13,387,21,5,3372,996,5,0,130,10,3,1145,371,0,0,64,7,0,448,153,5,0,28,0,0,185,193,6,0,50,7,3,257,441,355,77,361,121,81,1432,27548,6153,1343,7430,1015,212,43711
112,15,44,19,49,32,3,161,10,71,4,33,8,0,125,41,866,105,220,92,25,1343,208,366,276,380,185,17,1431,268,144,97,490,151,17,1168,778,192,118,757,211,26,2074,1987,141,100,1277,189,18,3710,3584,90,75,1662,228,20,5655,2564,27,35,1001,121,7,3756,1771,11,3,558,30,13,2385,1021,0,4,285,11,0,1331,458,4,3,169,12,0,654,260,0,0,68,5,0,338,308,0,0,146,6,0,466,232,144,53,312,108,58,910,13520,2095,887,7418,1393,203,25519
113,20,57,18,65,61,5,219,24,112,28,48,26,0,234,194,569,83,315,115,20,1302,838,445,126,542,129,22,2098,877,192,57,511,85,3,1725,1711,230,32,656,268,7,2910,2906,68,27,733,157,9,3900,2358,23,10,449,82,11,2930,611,5,4,102,19,4,747,98,0,0,29,10,0,141,16,0,3,6,5,0,32,6,0,0,7,0,0,15,5,0,0,5,0,0,9,10,3,0,9,7,0,24,172,101,21,233,204,57,790,9849,1822,407,3714,1164,140,17088
114,5,10,7,24,12,0,64,3,27,17,6,7,0,61,32,77,97,99,50,5,358,90,269,315,144,87,5,913,161,106,105,220,47,10,648,414,184,163,302,228,12,1304,1475,153,165,568,115,12,2490,3115,94,91,718,88,10,4113,1860,15,29,355,22,0,2290,685,0,0,104,18,0,812,256,0,0,43,9,0,307,96,0,0,21,3,0,122,40,0,0,19,3,0,68,77,0,0,24,3,0,101,141,80,46,189,83,31,569,8453,1019,1044,2830,783,90,14211
115,13,3,3,8,7,0,34,0,5,9,10,7,0,24,12,39,34,45,21,3,145,15,26,31,64,17,0,155,31,16,30,72,18,4,174,83,24,54,137,73,10,376,201,15,28,193,57,0,491,1135,16,28,362,69,4,1614,2590,9,12,363,38,7,3014,3503,4,3,320,22,0,3852,2322,0,0,216,11,0,2557,1071,0,5,95,5,0,1177,552,0,0,56,5,0,614,460,6,0,63,5,0,539,200,21,14,198,62,25,517,12185,165,245,2201,416,72,15280
116,32,188,8,29,5,4,266,12,376,21,12,10,5,424,45,2043,87,86,21,15,2303,99,1257,163,160,42,10,1739,152,572,68,164,18,12,988,497,646,107,240,97,7,1587,2886,720,108,611,103,15,4439,10593,749,127,1577,264,45,13358,7342,132,26,838,144,26,8509,4677,16,8,339,38,6,5085,1493,5,0,118,9,5,1630,234,3,6,27,5,3,280,55,0,0,9,0,0,72,74,0,0,16,8,0,94,507,400,52,279,77,88,1405,28696,7113,791,4502,843,242,42182
117,57,270,38,17,5,0,385,8,690,59,16,8,9,781,92,3431,234,108,23,20,3909,194,994,428,213,44,6,1882,228,421,146,254,49,8,1093,813,412,187,442,158,6,2022,2976,275,208,786,150,9,4400,8588,283,292,1197,183,27,10572,13138,131,112,1465,191,17,15047,13495,54,54,1224,157,19,15014,10720,50,30,990,135,9,11931,5955,20,13,626,80,8,6709,3039,8,6,399,45,0,3492,4855,9,4,736,46,0,5653,953,436,80,564,131,153,2320,65120,7489,1893,9035,1403,287,85223
118,19,111,13,20,4,0,176,11,213,20,11,6,0,261,34,1524,97,71,14,3,1744,89,423,163,115,21,0,813,90,199,72,116,17,4,500,248,177,53,195,39,8,720,974,120,65,335,93,6,1596,3372,108,48,520,143,14,4212,6234,46,38,881,66,7,7272,7190,30,8,897,58,12,8189,5484,6,12,712,28,7,6259,3498,3,0,576,18,7,4101,2257,0,0,365,14,0,2645,5621,3,0,998,41,3,6668,580,209,34,393,68,93,1372,35711,3181,626,6200,628,171,46515
119,53,222,40,36,12,3,362,12,543,58,26,7,9,652,130,3290,303,199,54,22,4010,229,1478,500,355,67,11,2646,291,685,199,364,57,7,1601,1002,775,279,440,137,5,2636,4710,490,245,922,207,17,6593,14889,405,268,2080,386,47,18072,14580,259,111,1960,383,34,17325,8390,85,43,1025,200,11,9752,3947,8,16,516,69,7,4564,1512,8,4,240,35,0,1800,580,6,0,76,8,0,674,549,0,5,105,13,5,669,981,518,101,791,221,205,2820,51862,8772,2171,9123,1851,391,74172
120,24,76,14,14,3,0,135,12,136,20,6,6,0,181,99,1125,148,112,115,4,1608,156,326,260,209,46,4,999,217,168,85,191,52,0,710,572,157,86,269,94,4,1186,1899,102,74,411,86,3,2564,7603,91,108,870,125,15,8818,10264,52,51,1039,131,15,11558,7145,31,16,709,78,8,7992,4424,10,13,467,36,0,4956,2437,5,0,306,25,3,2779,1377,0,0,134,6,3,1521,1971,0,0,293,14,3,2282,616,126,41,413,128,99,1413,38813,2411,908,5445,957,180,48709
121,46,31,20,29,3,0,128,3,36,41,17,0,0,98,47,247,147,87,16,4,551,64,340,304,128,15,11,861,70,109,93,165,15,3,466,261,108,112,241,66,8,788,995,79,74,426,54,4,1632,6603,87,101,844,86,19,7730,10513,46,51,1178,104,13,11911,8639,18,12,980,70,13,9731,5239,5,0,680,34,13,5976,3562,0,0,410,37,0,4022,2290,3,4,289,11,0,2592,5203,0,3,731,39,8,5990,692,97,59,441,111,85,1483,44229,1215,1024,6646,655,185,53949
122,12,28,15,20,0,0,81,4,25,50,11,0,3,88,13,148,126,35,31,14,362,23,292,145,52,23,7,550,21,103,87,93,22,5,327,69,86,75,138,23,3,396,241,45,61,241,45,7,633,1162,52,32,478,73,15,1814,3206,23,17,730,52,13,4040,3759,13,8,794,45,11,4631,2883,8,4,516,23,10,3435,1874,8,7,400,9,3,2302,1385,0,0,267,19,0,1679,3561,6,0,645,32,14,4247,314,62,38,260,58,52,784,18512,911,659,4675,452,154,25365
123,17,102,5,24,7,0,156,0,218,12,11,5,5,247,14,1442,79,65,28,16,1647,63,926,169,106,27,10,1302,87,434,51,132,24,5,732,336,510,112,193,59,4,1214,1954,417,102,465,43,4,2989,7282,559,84,973,117,20,9030,5133,80,17,571,66,3,5874,2013,10,7,164,16,0,2209,352,7,0,55,10,0,428,115,4,0,17,3,0,143,31,6,0,8,0,0,45,47,0,0,17,4,0,75,348,281,47,231,76,64,1049,17809,4987,694,3033,495,125,27138
124,14,81,16,27,5,0,150,4,173,34,22,0,0,229,42,878,91,92,19,6,1135,115,647,402,167,39,14,1393,189,236,144,188,14,3,778,886,270,208,344,147,7,1866,3209,265,247,738,72,14,4542,10461,297,170,1426,119,25,12500,6139,82,22,714,53,10,7020,2259,13,7,192,15,5,2483,562,4,3,54,0,0,624,182,3,0,20,3,0,215,59,0,0,24,0,0,78,73,0,0,20,6,0,99,429,188,70,266,89,85,1122,24621,3141,1423,4294,585,165,34228
125,49,261,29,27,12,0,374,17,623,75,13,9,0,738,137,3048,256,164,74,16,3689,231,1361,465,303,81,17,2453,303,568,204,325,65,5,1471,962,615,281,339,296,19,2509,4466,442,282,792,214,26,6224,16553,439,292,2018,431,53,19780,16817,236,77,1842,425,40,19441,7063,58,23,792,189,19,8143,2530,6,7,284,76,7,2900,927,5,8,112,25,5,1074,317,0,0,48,4,0,373,267,0,0,69,24,4,358,970,477,102,658,216,226,2645,51601,8136,2088,7781,2124,442,72169
126,13,33,14,16,4,0,77,0,42,21,4,0,0,68,41,244,89,55,16,0,444,78,341,229,136,18,10,803,79,120,83,126,24,0,428,239,153,115,158,69,0,731,1501,101,77,289,48,6,2026,5531,86,99,627,92,15,6449,5899,50,46,635,62,6,6698,4345,13,20,383,28,0,4790,1918,5,8,238,19,8,2192,917,0,4,118,9,0,1050,505,3,0,69,6,4,579,689,0,3,121,8,0,819,336,90,55,247,56,65,842,22079,1270,868,3210,446,124,27994
127,34,179,28,21,17,3,282,9,401,28,6,5,6,464,56,2089,197,103,40,15,2500,160,1334,327,175,78,10,2086,235,648,130,225,58,3,1303,1082,728,266,369,474,13,2936,4077,565,260,790,338,32,6069,9197,565,220,1624,569,52,12225,9735,304,94,1294,415,43,11888,5067,30,18,486,160,9,5777,1370,11,7,140,35,4,1557,312,10,5,49,19,3,400,82,0,0,18,5,0,109,102,5,0,21,11,0,131,606,408,78,520,184,158,1953,32129,7280,1659,5852,2416,357,49695
128,15,52,3,12,0,0,83,0,91,7,0,3,0,98,4,679,56,35,10,0,782,19,213,106,52,11,6,402,19,84,44,68,8,3,230,74,97,54,108,99,3,436,423,86,74,210,56,0,838,2759,53,63,443,55,3,3388,3697,30,14,487,25,0,4263,2719,23,9,341,18,10,3121,1641,13,4,202,8,4,1871,972,3,5,139,4,0,1129,536,0,0,56,0,0,590,650,0,0,91,4,0,747,174,94,28,161,45,33,536,13696,1518,471,2411,356,70,18524
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,12,74,14,46,17,0,161,9,100,11,41,4,0,178,132,694,96,256,54,14,1236,581,273,118,393,34,13,1408,553,161,51,408,34,3,1212,2092,183,74,656,38,19,3052,4017,49,32,770,45,13,4929,3191,20,4,385,29,3,3641,547,10,0,72,6,0,635,74,0,3,23,3,0,111,34,0,0,15,4,0,47,20,0,0,8,0,0,29,8,6,0,0,3,0,16,22,0,0,20,8,0,47,165,116,25,196,73,47,613,11452,1686,424,3290,356,107,17320
202,10,85,11,25,20,0,159,6,106,18,23,10,8,163,67,653,54,239,45,7,1061,322,266,105,407,41,11,1146,352,123,62,402,31,7,978,1512,190,83,601,48,11,2457,3290,102,73,845,46,9,4363,2765,20,17,458,36,4,3307,638,9,4,131,7,3,788,133,3,0,20,7,0,166,46,5,0,16,0,0,63,14,0,0,4,0,0,18,3,0,0,3,0,0,4,10,0,0,13,6,0,28,124,107,26,190,64,25,536,9298,1653,462,3377,353,82,15230
203,32,153,9,46,15,5,252,21,145,21,24,19,0,232,119,1033,87,248,46,11,1551,371,420,254,428,91,23,1587,557,179,80,427,82,11,1338,1744,257,112,678,86,19,2895,5318,168,108,1298,122,25,7036,8696,76,73,1183,117,26,10168,3495,12,11,413,39,0,3967,1018,6,0,141,11,0,1175,344,0,0,65,3,0,422,131,0,0,27,5,0,164,55,0,0,9,6,0,67,89,0,0,19,3,0,111,337,177,40,296,141,67,1058,22322,2639,802,5303,779,187,32025
204,10,109,13,41,30,5,208,13,120,11,27,10,0,184,87,812,60,272,62,14,1291,535,367,85,443,93,14,1538,627,155,22,512,54,7,1385,1687,220,35,679,335,18,2966,2766,80,21,750,155,10,3787,2630,16,10,407,53,5,3129,499,4,0,81,14,0,600,65,0,0,18,4,0,90,21,0,0,7,0,0,28,11,0,3,4,5,0,20,4,0,0,5,0,0,9,30,0,0,25,9,0,64,187,162,28,218,142,40,772,9169,2046,288,3497,973,115,16086
205,31,148,23,88,34,3,332,24,160,32,68,18,10,310,262,1076,114,416,136,29,2028,1071,465,178,744,138,21,2611,1172,228,86,817,96,17,2415,2835,245,119,1057,161,19,4431,4410,91,77,1144,161,22,5908,3586,29,9,602,53,20,4307,674,14,10,120,13,0,829,85,4,3,22,3,0,115,26,3,0,4,0,0,33,8,0,0,8,0,0,12,9,0,0,9,4,0,21,30,0,0,33,11,0,79,237,204,48,384,171,66,1104,14452,2666,693,5517,996,209,24532
206,117,414,43,74,11,5,663,41,892,62,70,5,5,1078,245,4238,304,441,54,38,5315,763,1582,533,678,85,20,3656,1052,779,408,629,60,16,2939,4435,766,295,1191,106,12,6808,19758,634,219,2508,173,34,23328,35507,401,142,3439,230,42,39759,22422,121,38,2742,118,23,25462,12570,36,16,1579,56,14,14257,7078,18,5,891,35,4,8027,4013,11,5,559,21,4,4614,2191,11,4,304,10,6,2526,3561,4,0,528,32,10,4134,1648,739,106,1064,182,195,3944,115387,10639,2182,16707,1185,418,146512
207,32,56,9,47,11,0,146,12,58,21,34,3,0,133,68,481,88,165,35,3,841,221,136,103,318,50,5,830,297,109,70,231,45,3,757,525,84,65,352,49,4,1081,2747,56,60,739,55,8,3665,10052,71,45,1278,148,11,11611,7262,19,22,962,72,17,8351,3805,8,4,425,36,4,4279,2182,0,0,221,22,5,2431,1256,5,4,123,7,0,1399,708,3,0,73,11,0,791,1214,0,0,162,19,8,1398,555,103,34,518,114,77,1397,30942,1180,521,5634,678,155,39110
208,49,120,25,50,3,0,245,21,115,26,32,0,5,194,74,852,117,197,37,9,1282,207,283,199,324,50,9,1071,212,139,86,296,22,0,758,1350,130,111,441,52,15,2100,4614,90,39,904,81,3,5738,10320,91,34,1314,72,20,11854,7759,25,10,987,45,12,8843,4205,6,5,503,11,10,4748,2575,4,0,286,14,6,2883,1667,4,3,259,7,0,1939,1061,0,0,121,4,3,1190,1779,4,0,238,21,0,2041,664,154,44,475,97,92,1525,36559,2019,707,6431,517,177,46413
209,46,185,17,64,13,4,325,15,169,15,43,10,0,267,95,1326,110,244,60,8,1840,176,521,162,366,57,15,1298,190,294,92,291,39,9,910,629,300,139,525,181,8,1778,6789,250,84,1582,258,22,8991,18477,290,49,1926,290,39,21072,5784,63,22,652,78,13,6626,1846,14,6,232,17,8,2118,575,12,4,98,9,3,684,253,9,0,41,4,0,309,108,4,0,17,0,0,133,312,0,4,53,14,0,393,711,358,63,525,130,104,1883,36014,3793,770,6651,1163,230,48620
210,33,87,6,31,12,0,172,15,118,8,30,10,0,187,72,748,34,160,42,10,1059,127,373,89,257,51,3,908,115,176,41,231,28,4,591,415,196,55,391,143,7,1209,4543,213,62,1484,320,26,6636,13873,195,45,1782,435,44,16366,3861,26,3,490,81,8,4475,950,7,0,99,13,4,1070,286,0,0,39,5,4,334,135,3,0,21,3,0,163,69,0,0,15,3,0,91,218,0,0,36,13,0,265,543,208,32,437,140,110,1466,25263,2359,379,5499,1285,221,34992
