SA4_CODE_2021,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_UOLSE_VWorW,FOL_IAL_Tot_UOLSE_NWorNAA,FOL_IAL_Tot_UOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_UOLSE_VWorW,FOL_Italian_UOLSE_NWorNAA,FOL_Italian_UOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japan_SEO,FOL_Japan_UOLSE_VWorW,FOL_Japan_UOLSE_NWorNAA,FOL_Japan_UOLSE_Tot,FOL_Japan_NS,FOL_Japan_Tot,FOL_Khmer_SEO,FOL_Khmer_UOLSE_VWorW,FOL_Khmer_UOLSE_NWorNAA,FOL_Khmer_UOLSE_Tot,FOL_Khmer_NS,FOL_Khmer_Tot,FOL_Korean_SEO,FOL_Korean_UOLSE_VWorW,FOL_Korean_UOLSE_NWorNAA,FOL_Korean_UOLSE_Tot,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedon_SEO,FOL_Macedon_UOLSE_VWorW,FOL_Macedon_UOLSE_NWorNAA,FOL_Macedon_UOLSE_Tot,FOL_Macedon_NS,FOL_Macedon_Tot,FOL_Malayalam_SEO,FOL_Malayalam_UOLSE_VWorW,FOL_Malayalam_UOLSE_NWorNAA,FOL_Malayalam_UOLSE_Tot,FOL_Malayalam_NS,FOL_Malayalam_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_UOLSE_VWorW,FOL_Persian_ED_UOLSE_NWorNAA,FOL_Persian_ED_UOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_UOLSE_VWorW,FOL_Polish_UOLSE_NWorNAA,FOL_Polish_UOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Portuguese_SEO,FOL_Portuguese_UOLSE_VWorW,FOL_Portuguese_UOLSE_NWorNAA,FOL_Portuguese_UOLSE_Tot,FOL_Portuguese_NS,FOL_Portuguese_Tot,FOL_Russian_SEO,FOL_Russian_UOLSE_VWorW,FOL_Russian_UOLSE_NWorNAA,FOL_Russian_UOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_UOLSE_VWorW,FOL_Samoan_UOLSE_NWorNAA,FOL_Samoan_UOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_UOLSE_VWorW,FOL_Serbian_UOLSE_NWorNAA,FOL_Serbian_UOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipin_SEO,FOL_SAL_Filipin_UOLSE_VWorW,FOL_SAL_Filipin_UOLSE_NWorNAA,FOL_SAL_Filipin_UOLSE_Tot,FOL_SAL_Filipin_NS,FOL_SAL_Filipin_Tot,FOL_SAL_Indon_SEO,FOL_SAL_Indon_UOLSE_VWorW,FOL_SAL_Indon_UOLSE_NWorNAA,FOL_SAL_Indon_UOLSE_Tot,FOL_SAL_Indon_NS,FOL_SAL_Indon_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_UOLSE_VWorW,FOL_SAL_Tagalog_UOLSE_NWorNAA,FOL_SAL_Tagalog_UOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_UOLSE_VWorW,FOL_SAL_Oth_UOLSE_NWorNAA,FOL_SAL_Oth_UOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_UOLSE_VWorW,FOL_SAL_Tot_UOLSE_NWorNAA,FOL_SAL_Tot_UOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_UOLSE_VWorW,FOL_Spanish_UOLSE_NWorNAA,FOL_Spanish_UOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_UOLSE_VWorW,FOL_Tamil_UOLSE_NWorNAA,FOL_Tamil_UOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_UOLSE_VWorW,FOL_Thai_UOLSE_NWorNAA,FOL_Thai_UOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_UOLSE_VWorW,FOL_Turkish_UOLSE_NWorNAA,FOL_Turkish_UOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_UOLSE_VWorW,FOL_Vietnamese_UOLSE_NWorNAA,FOL_Vietnamese_UOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_UOLSE_VWorW,FOL_Oth_UOLSE_NWorNAA,FOL_Oth_UOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_UOLSE_VWorW,FOL_Tot_UOLSE_NWorNAA,FOL_Tot_UOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LUatH_NS_SEO,F_LUatH_NS_UOLSE_VWorW,F_LUatH_NS_UOLSE_NWorNAA,F_LUatH_NS_UOLSE_Tot,F_LUatH_NS_NS,F_LUatH_NS_Tot,F_Tot_SEO,F_Tot_UOLSE_VWorW,F_Tot_UOLSE_NWorNAA,F_Tot_UOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_UOLSE_VWorW,PSEO_UOLSE_NWorNAA,PSEO_UOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_UOLSE_VWorW,POL_Afrikaans_UOLSE_NWorNAA,POL_Afrikaans_UOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_UOLSE_VWorW,POL_Arabic_UOLSE_NWorNAA,POL_Arabic_UOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_UOLSE_VWorW,POL_AIndLng_UOLSE_NWorNAA,POL_AIndLng_UOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Canton_SEO,POL_CL_Canton_UOLSE_VWorW,POL_CL_Canton_UOLSE_NWorNAA,POL_CL_Canton_UOLSE_Tot,POL_CL_Canton_NS,POL_CL_Canton_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_UOLSE_VWorW,POL_CL_Mandarin_UOLSE_NWorNAA,POL_CL_Mandarin_UOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot
111,0,61,..,1541,119,1663,18,1677,..,530,71,608,10,611,..,190,26,217,0,218,..,60,17,83,0,83,..,263,79,338,0,343,..,625,142,773,7,775,..,337,27,360,6,364,..,160,21,172,0,176,..,272,27,300,3,303,..,214,13,223,0,228,..,156,18,173,6,184,..,148,6,159,4,156,..,140,41,172,3,182,..,361,19,376,0,378,..,169,15,185,4,188,..,463,13,481,4,481,..,175,7,186,3,190,..,1167,57,1227,10,1236,..,576,53,627,6,637,..,200,3,204,0,204,..,378,89,466,0,467,..,51,8,53,0,53,..,393,129,521,11,527,..,2238,359,2596,65,2660,..,13154,1942,15102,178,15277,..,609,64,671,7665,8341,175875,13764,2007,15773,7845,199494,344550,..,..,..,..,344550,..,507,5,514,4,517,..,1002,201,1202,4,1213,..,301,3,305,3,311,..,811,196,1012,0,1012,..,1753,639,2391,34,2425
112,0,21,..,507,45,554,3,557,..,406,43,451,4,463,..,353,62,419,0,417,..,15,0,15,0,19,..,47,17,60,3,61,..,10,0,13,0,13,..,83,9,90,0,90,..,25,5,30,0,30,..,80,3,84,0,86,..,486,15,502,6,509,..,92,4,95,0,95,..,15,0,15,0,15,..,14,3,19,0,19,..,225,9,230,0,233,..,97,5,99,0,102,..,236,13,249,0,247,..,67,4,70,0,70,..,621,24,646,3,650,..,619,31,648,3,657,..,26,0,28,0,28,..,317,44,367,0,367,..,19,0,19,5,25,..,111,31,141,4,142,..,1339,125,1460,24,1489,..,6894,599,7491,95,7586,..,417,35,447,9338,9788,115252,7309,629,7939,9427,132624,223964,..,..,..,..,223964,..,168,3,171,0,171,..,120,12,134,4,138,..,419,9,426,16,440,..,176,63,238,5,239,..,347,92,440,7,446
113,0,31,..,1352,370,1724,13,1740,..,744,167,914,13,922,..,28,3,29,0,29,..,6,0,9,0,9,..,31,16,47,4,44,..,6,0,10,0,10,..,297,30,327,0,327,..,33,6,39,3,42,..,18,0,18,0,17,..,34,4,33,0,33,..,27,0,27,0,27,..,197,14,211,5,218,..,14,0,14,0,14,..,226,8,235,0,236,..,37,0,39,0,39,..,236,12,250,4,252,..,146,27,176,3,183,..,655,51,704,5,705,..,155,14,169,0,169,..,79,0,78,0,82,..,113,37,158,0,157,..,22,23,47,0,47,..,59,19,73,0,73,..,1369,400,1765,27,1795,..,6164,1478,7646,75,7720,..,240,32,273,5170,5436,69141,6402,1514,7913,5243,82302,135786,..,..,..,..,135786,..,313,3,316,4,321,..,387,47,433,5,439,..,310,7,317,0,322,..,154,71,226,0,226,..,503,491,1000,14,1009
114,0,10,..,608,39,648,9,657,..,263,15,281,0,281,..,71,3,79,0,85,..,17,0,18,3,20,..,32,15,50,0,49,..,54,9,64,0,62,..,80,13,92,0,92,..,26,4,39,0,39,..,57,5,65,0,67,..,59,0,61,0,63,..,54,3,53,0,58,..,13,0,13,0,13,..,54,5,55,0,55,..,114,4,120,0,125,..,47,0,48,0,48,..,213,4,214,0,214,..,50,3,52,0,52,..,425,15,440,0,442,..,249,24,271,3,271,..,30,3,35,0,37,..,153,37,187,0,187,..,23,4,21,0,21,..,82,24,102,0,105,..,711,80,787,15,803,..,4248,464,4710,60,4775,..,230,21,252,4298,4549,72771,4478,484,4961,4360,82094,142120,..,..,..,..,142120,..,124,5,124,0,124,..,199,28,230,0,229,..,110,4,114,6,124,..,185,79,265,4,267,..,325,97,425,8,434
115,0,583,..,9293,495,9788,59,9844,..,921,100,1022,5,1024,..,250,26,272,0,272,..,41,4,42,0,42,..,1819,668,2486,15,2505,..,45,9,53,0,52,..,452,5,463,7,465,..,1827,246,2074,19,2092,..,316,16,332,4,337,..,195,14,211,4,215,..,336,50,378,0,382,..,24,0,24,0,24,..,207,17,222,0,222,..,613,13,617,5,625,..,658,65,724,0,726,..,971,18,991,10,995,..,130,4,130,0,131,..,2366,98,2464,13,2477,..,970,82,1046,3,1055,..,1699,80,1774,13,1790,..,259,45,309,3,307,..,233,35,264,0,263,..,400,72,475,3,478,..,3216,300,3512,78,3598,..,40350,6050,46397,389,46787,..,522,73,594,3331,3922,82817,40869,6125,46994,3717,133529,166485,..,..,..,..,166485,..,1133,20,1149,11,1158,..,4312,283,4596,24,4622,..,33,0,33,0,33,..,6929,1426,8355,60,8407,..,14529,4499,19028,195,19225
116,12,1639,..,31921,3015,34931,310,35250,..,744,87,828,10,835,..,113,6,122,0,124,..,79,28,108,0,108,..,907,529,1434,5,1443,..,100,30,136,0,132,..,1447,72,1518,18,1535,..,1070,260,1328,9,1340,..,436,94,528,3,529,..,214,35,253,5,255,..,327,33,363,0,363,..,1915,162,2079,14,2094,..,379,104,477,0,486,..,4080,135,4211,31,4248,..,886,111,999,12,1011,..,7932,332,8266,39,8309,..,563,37,599,0,603,..,13469,621,14087,81,14168,..,1429,314,1742,10,1749,..,3698,409,4107,48,4155,..,436,93,531,7,540,..,927,312,1241,12,1256,..,602,256,854,3,860,..,10841,1959,12800,246,13052,..,82252,11814,94065,889,94957,..,1279,318,1599,10021,11624,94318,83531,12133,95660,10911,200894,189840,..,..,..,..,189840,..,478,9,486,7,487,..,9830,1855,11686,81,11768,..,146,4,151,0,151,..,2792,1212,4003,17,4021,..,4846,2360,7212,74,7282
117,0,178,..,2801,143,2947,20,2963,..,1238,127,1361,10,1373,..,1020,151,1171,4,1176,..,86,16,104,0,104,..,1175,291,1471,10,1482,..,253,76,332,0,332,..,159,8,165,0,165,..,482,31,516,4,517,..,447,23,470,3,478,..,1737,327,2061,13,2076,..,1180,315,1499,13,1506,..,63,4,67,3,71,..,422,62,483,0,486,..,600,11,612,6,615,..,3350,399,3749,27,3773,..,847,20,872,6,879,..,590,44,637,10,645,..,5381,479,5861,47,5911,..,3385,410,3788,28,3819,..,242,6,247,9,252,..,3036,1107,4142,19,4162,..,567,163,732,0,735,..,2138,865,3002,24,3022,..,3649,509,4155,94,4250,..,50110,9956,60072,467,60540,..,742,198,939,8934,9871,90425,50853,10151,61008,9400,160839,193782,..,..,..,..,193782,..,259,0,262,0,259,..,2714,360,3073,16,3084,..,203,11,211,0,210,..,6833,1831,8665,67,8740,..,19074,4256,23336,139,23473
118,0,70,..,980,36,1018,7,1020,..,1414,101,1519,20,1544,..,530,49,578,0,575,..,18,12,34,0,34,..,369,53,422,0,428,..,72,5,71,0,76,..,80,0,80,0,80,..,270,23,296,0,296,..,471,37,511,4,514,..,1872,149,2017,15,2029,..,1728,284,2010,8,2017,..,23,3,23,0,23,..,303,30,332,0,332,..,302,13,317,0,316,..,983,122,1101,8,1109,..,498,16,514,8,516,..,200,7,207,3,209,..,1987,156,2142,19,2159,..,2561,199,2757,23,2776,..,132,0,135,0,140,..,487,90,579,0,580,..,190,29,220,4,222,..,477,71,548,3,549,..,3440,241,3680,64,3742,..,29281,3406,32687,256,32945,..,505,55,556,6719,7281,95103,29783,3468,33246,6980,135328,185450,..,..,..,..,185450,..,202,0,206,3,209,..,1180,116,1296,7,1309,..,96,7,97,0,99,..,3430,700,4133,24,4155,..,5995,1269,7267,49,7315
119,3,450,..,18540,1776,20322,178,20501,..,3391,548,3943,24,3964,..,684,88,775,8,773,..,126,43,174,0,171,..,1335,896,2234,8,2242,..,4493,1027,5524,23,5544,..,338,21,361,5,365,..,281,52,337,3,332,..,453,53,504,5,508,..,2282,518,2801,21,2818,..,773,128,894,5,902,..,522,41,561,6,564,..,834,115,948,11,952,..,1543,36,1582,15,1590,..,3163,548,3713,37,3750,..,2780,94,2876,20,2896,..,601,77,674,9,682,..,8088,756,8839,78,8914,..,3443,585,4025,25,4053,..,430,44,472,3,479,..,1480,398,1878,15,1900,..,754,167,920,3,923,..,9165,5492,14662,102,14760,..,6687,1425,8116,228,8340,..,136251,38195,174451,1374,175823,..,1998,520,2517,16807,19331,108356,138254,38719,176969,18181,303505,221348,..,..,..,..,221348,..,176,8,178,3,178,..,62439,10194,72633,555,73191,..,145,0,146,0,146,..,20557,10543,31101,186,31293,..,27459,16425,43884,348,44235
120,0,338,..,6828,291,7118,45,7163,..,5006,1040,6055,32,6080,..,547,57,604,3,605,..,64,14,83,0,83,..,2632,1415,4043,18,4062,..,154,12,167,6,165,..,298,13,315,4,321,..,338,35,370,0,376,..,389,39,430,8,431,..,783,179,961,12,969,..,495,56,551,3,558,..,44,0,44,0,44,..,339,43,381,0,379,..,713,11,725,4,728,..,723,69,787,9,796,..,958,24,986,10,993,..,216,13,235,0,235,..,2618,118,2731,20,2756,..,1923,238,2162,23,2186,..,1471,126,1602,11,1613,..,881,297,1172,5,1186,..,494,94,591,3,592,..,2047,451,2498,13,2512,..,3417,429,3846,113,3956,..,53330,12469,65794,494,66292,..,704,167,871,6145,7020,82962,54031,12636,66666,6636,156267,164752,..,..,..,..,164752,..,123,0,125,4,122,..,5948,668,6616,31,6652,..,64,0,66,0,67,..,9463,2969,12437,92,12528,..,18142,7891,26036,182,26213
121,0,609,..,6587,316,6908,48,6953,..,1129,106,1236,10,1249,..,2440,452,2894,24,2915,..,53,5,62,0,60,..,3250,1030,4277,19,4291,..,137,14,147,0,147,..,426,6,432,4,437,..,2119,208,2331,24,2350,..,638,28,665,3,670,..,884,69,951,19,968,..,1068,121,1187,16,1206,..,26,0,26,0,26,..,296,13,307,0,307,..,874,26,901,10,910,..,886,92,979,9,987,..,1129,34,1161,7,1169,..,267,12,275,5,280,..,3156,161,3316,29,3345,..,2248,159,2409,24,2427,..,814,23,832,0,837,..,1041,218,1261,0,1263,..,217,20,242,0,241,..,863,129,989,6,997,..,4308,439,4741,132,4872,..,62582,10873,73451,619,74074,..,800,119,926,6295,7222,138576,63387,10993,74378,6916,219868,274429,..,..,..,..,274429,..,1067,13,1080,5,1085,..,1768,148,1918,15,1931,..,20,0,20,0,20,..,16146,3015,19157,111,19267,..,30722,8604,39329,350,39678
122,3,18,..,1049,64,1110,3,1114,..,1445,194,1638,13,1651,..,621,66,689,8,695,..,33,6,40,0,37,..,311,112,421,8,424,..,67,4,69,0,69,..,31,0,31,0,31,..,299,28,328,0,332,..,297,19,312,0,316,..,1715,109,1819,28,1843,..,381,42,423,4,431,..,28,0,34,0,34,..,558,67,627,3,631,..,291,9,299,0,301,..,219,18,229,3,232,..,455,10,465,3,474,..,81,5,85,0,85,..,1040,44,1078,9,1094,..,1535,95,1628,24,1651,..,46,0,48,0,48,..,409,85,491,0,491,..,88,19,105,0,109,..,257,56,312,4,316,..,3316,330,3647,51,3698,..,19628,2234,21862,212,22075,..,471,58,526,4143,4666,107883,20103,2285,22386,4355,134623,213359,..,..,..,..,213359,..,540,6,546,0,548,..,475,29,505,3,511,..,37,4,38,0,38,..,1434,348,1783,7,1788,..,2667,849,3513,23,3536
123,7,738,..,10706,1051,11761,119,11879,..,714,62,772,9,784,..,83,10,92,0,91,..,274,132,408,3,409,..,118,38,161,0,160,..,265,28,294,6,294,..,690,43,726,3,731,..,149,37,189,5,193,..,337,42,380,0,382,..,211,32,239,0,241,..,257,41,301,0,300,..,1634,147,1778,17,1795,..,410,53,463,0,465,..,810,18,831,3,834,..,444,71,513,3,518,..,1673,68,1737,5,1748,..,259,20,278,0,278,..,3184,175,3355,18,3377,..,1767,257,2017,17,2031,..,453,32,485,4,488,..,504,145,650,6,656,..,197,41,235,0,233,..,770,312,1083,14,1096,..,4132,763,4893,79,4969,..,33736,4944,38680,364,39045,..,940,145,1084,7084,8174,103908,34678,5086,39768,7452,151122,206014,..,..,..,..,206014,..,320,7,330,3,330,..,7448,1134,8577,52,8634,..,111,6,111,0,112,..,989,436,1432,16,1438,..,1792,848,2646,20,2662
124,0,183,..,5103,533,5634,47,5681,..,617,84,702,4,704,..,188,18,208,0,207,..,83,31,113,3,119,..,270,141,407,0,407,..,139,20,159,0,162,..,486,24,514,0,512,..,228,69,299,0,297,..,300,28,329,0,330,..,166,25,189,6,189,..,235,30,263,0,263,..,692,46,740,6,745,..,220,21,235,0,240,..,854,28,887,6,895,..,242,25,261,4,269,..,1582,51,1629,6,1631,..,224,9,231,0,231,..,2899,113,3014,23,3031,..,943,118,1062,13,1071,..,422,38,462,6,469,..,416,118,534,3,535,..,314,77,386,9,395,..,333,96,432,4,439,..,3979,512,4489,78,4572,..,23014,3072,26086,251,26340,..,654,94,748,8313,9061,133456,23665,3170,26835,8567,168862,263716,..,..,..,..,263716,..,187,4,190,3,192,..,3700,439,4136,27,4163,..,267,8,276,3,275,..,699,248,946,5,953,..,1502,575,2082,42,2122
125,17,1532,..,24672,1861,26533,209,26739,..,1309,217,1526,11,1540,..,365,69,434,5,434,..,210,75,285,0,285,..,5232,3204,8441,51,8488,..,132,39,171,0,165,..,1392,114,1505,14,1521,..,1910,660,2564,15,2577,..,407,58,462,5,467,..,342,53,390,6,398,..,527,99,625,3,627,..,441,43,485,3,483,..,446,77,527,4,534,..,1563,52,1605,18,1627,..,1069,121,1187,8,1196,..,2592,71,2659,10,2673,..,425,44,467,6,471,..,5645,282,5928,42,5966,..,1780,314,2097,13,2112,..,5304,567,5870,60,5925,..,758,256,1016,5,1019,..,3037,1119,4160,17,4178,..,3795,2008,5799,32,5840,..,12927,3068,15996,318,16312,..,115426,31087,146514,1220,147735,..,1719,601,2324,14215,16541,77657,117144,31688,148831,15439,241931,159729,..,..,..,..,159729,..,192,0,194,0,192,..,41439,7773,49215,328,49545,..,82,5,82,0,82,..,15919,7247,23166,123,23287,..,24588,16170,40757,356,41120
126,0,403,..,4550,171,4724,36,4759,..,1219,181,1399,22,1419,..,555,67,624,0,627,..,29,4,35,0,35,..,3482,1593,5079,38,5116,..,86,15,98,0,98,..,337,9,341,0,345,..,921,122,1045,12,1053,..,197,19,211,4,217,..,280,20,299,3,305,..,405,47,448,4,449,..,12,0,17,0,17,..,177,18,202,4,208,..,638,15,655,5,658,..,753,73,822,10,833,..,817,14,834,9,848,..,225,8,230,0,235,..,2438,109,2544,23,2573,..,932,87,1023,6,1027,..,874,42,918,10,926,..,464,104,564,3,573,..,165,16,176,0,176,..,777,88,865,5,870,..,3071,417,3488,74,3558,..,41996,9172,51174,434,51602,..,377,114,486,3631,4114,47937,42370,9288,51659,4067,103659,96502,..,..,..,..,96502,..,167,4,174,0,174,..,2414,230,2642,23,2667,..,9,3,12,0,12,..,12201,2886,15088,95,15187,..,21821,6852,28669,254,28927
127,4,852,..,11832,969,12795,102,12902,..,3574,763,4340,20,4361,..,111,9,121,0,121,..,2822,2181,5002,39,5035,..,194,68,270,0,270,..,1441,313,1749,10,1760,..,830,46,875,10,882,..,404,123,524,5,529,..,584,93,672,4,673,..,405,75,479,4,483,..,287,80,362,0,362,..,2069,167,2239,29,2265,..,3683,1033,4716,18,4735,..,1129,32,1159,5,1170,..,704,119,820,8,832,..,2198,72,2272,12,2281,..,353,45,401,0,401,..,4388,261,4651,28,4683,..,4440,1043,5482,26,5512,..,644,47,692,8,695,..,751,335,1086,13,1098,..,1144,313,1451,13,1466,..,16288,12299,28581,160,28745,..,19154,7186,26338,255,26594,..,103620,38991,142614,982,143601,..,2051,937,2983,12411,15393,80512,105665,39926,145598,13391,239498,165599,..,..,..,..,165599,..,156,5,158,0,158,..,36613,11440,48053,347,48395,..,90,5,93,5,99,..,6252,3950,10205,59,10267,..,4672,3201,7873,64,7935
128,0,32,..,650,34,684,7,689,..,768,75,846,0,843,..,257,17,278,4,282,..,36,17,50,0,50,..,123,38,161,0,161,..,603,65,673,5,679,..,55,3,60,0,60,..,91,7,96,0,95,..,293,16,311,0,311,..,487,63,549,8,557,..,639,122,757,0,757,..,28,0,28,0,30,..,215,18,237,0,234,..,199,4,205,0,200,..,211,18,234,0,238,..,303,7,311,3,317,..,52,0,55,0,55,..,767,41,806,3,810,..,967,105,1068,12,1084,..,57,0,56,0,56,..,355,48,408,0,408,..,98,12,113,0,113,..,279,51,335,6,335,..,1368,164,1538,31,1568,..,14889,2075,16962,142,17112,..,325,35,366,3614,3975,96269,15215,2114,17327,3752,117352,190233,..,..,..,..,190233,..,240,0,242,0,242,..,2086,172,2261,14,2272,..,46,0,45,0,51,..,1800,494,2299,16,2318,..,2841,889,3733,26,3760
197,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
199,0,8,..,40,3,36,0,36,..,9,0,11,0,12,..,0,5,3,0,3,..,0,0,0,0,0,..,9,5,11,0,11,..,3,0,3,0,3,..,5,0,5,0,5,..,12,0,12,0,12,..,6,0,6,0,6,..,14,0,14,0,14,..,6,0,12,0,6,..,6,0,3,0,3,..,4,0,4,0,4,..,8,0,8,0,8,..,12,0,12,0,12,..,5,0,5,0,5,..,9,0,10,0,17,..,38,3,39,0,43,..,27,3,28,0,28,..,6,0,6,0,6,..,9,0,6,0,8,..,0,0,5,0,5,..,13,8,20,0,20,..,79,15,98,0,102,..,488,80,573,10,579,..,16,0,16,1514,1530,2889,505,80,589,1519,4997,6417,..,..,..,..,6417,..,6,0,6,0,6,..,83,9,87,8,90,..,13,0,17,0,18,..,46,11,51,0,51,..,106,49,151,0,152
201,0,24,..,964,76,1043,13,1053,..,126,9,143,0,143,..,115,16,124,0,126,..,14,5,20,0,20,..,35,4,38,0,38,..,27,3,32,0,32,..,242,19,265,3,264,..,33,6,37,0,38,..,47,0,47,0,49,..,36,0,42,0,42,..,46,8,52,0,57,..,10,0,16,0,16,..,52,12,56,0,56,..,152,3,152,5,162,..,49,0,50,0,50,..,174,6,179,0,182,..,57,0,59,0,59,..,425,6,435,6,445,..,137,16,146,5,153,..,70,3,73,0,71,..,101,15,116,0,118,..,15,3,20,0,20,..,117,21,136,0,139,..,794,80,875,17,889,..,4591,498,5087,65,5157,..,246,26,264,4650,4910,78822,4833,523,5352,4713,88886,153675,..,..,..,..,153675,..,93,0,89,0,89,..,211,9,220,4,225,..,41,0,41,0,37,..,155,34,194,0,193,..,829,234,1062,16,1073
202,0,24,..,616,45,661,8,667,..,165,14,180,0,180,..,51,0,55,0,55,..,22,0,18,0,18,..,35,8,41,0,41,..,20,0,20,0,20,..,241,21,259,3,264,..,21,0,17,0,20,..,27,0,25,0,28,..,26,4,27,4,29,..,31,0,34,0,34,..,0,0,0,0,0,..,17,0,17,0,17,..,171,0,169,0,173,..,61,5,68,0,68,..,171,7,180,4,181,..,83,13,92,0,92,..,487,32,517,6,521,..,110,4,119,0,118,..,47,0,49,0,49,..,82,13,101,0,101,..,20,4,21,0,21,..,86,24,115,5,117,..,1097,481,1577,28,1606,..,4127,843,4970,64,5039,..,205,42,253,4911,5165,75762,4336,881,5222,4976,85960,147380,..,..,..,..,147380,..,122,3,125,0,125,..,223,7,235,4,235,..,57,0,57,0,57,..,142,35,182,7,182,..,486,225,712,7,717
203,0,75,..,2212,174,2387,29,2415,..,1040,156,1197,15,1215,..,183,16,197,0,203,..,38,19,50,0,50,..,104,16,121,0,121,..,446,124,573,0,574,..,293,17,315,5,316,..,188,42,229,0,231,..,248,36,285,0,290,..,171,14,187,0,192,..,171,30,201,0,204,..,16,0,20,0,20,..,354,95,449,10,457,..,426,12,436,0,444,..,161,5,170,5,169,..,460,11,474,0,477,..,141,6,149,0,152,..,1193,34,1230,8,1239,..,466,69,535,5,544,..,179,22,202,6,202,..,270,61,331,0,331,..,157,25,181,0,181,..,352,135,486,10,495,..,2655,697,3356,69,3424,..,14635,2459,17092,215,17304,..,435,65,504,7385,7886,142627,15071,2523,17590,7600,167815,277053,..,..,..,..,277053,..,267,0,267,0,270,..,799,128,922,9,932,..,47,0,47,0,50,..,422,82,501,10,513,..,1765,448,2208,31,2241
204,0,12,..,637,84,725,12,737,..,531,70,603,7,612,..,59,4,62,0,62,..,24,14,40,0,40,..,19,3,27,0,27,..,14,0,14,0,14,..,96,10,107,0,107,..,9,3,16,0,16,..,45,11,54,0,54,..,28,6,32,0,37,..,38,0,42,0,42,..,9,0,9,0,9,..,42,6,46,0,46,..,174,11,178,0,178,..,39,4,38,0,42,..,191,5,193,3,199,..,43,13,60,0,60,..,442,33,470,4,476,..,113,9,121,0,121,..,43,8,44,0,44,..,133,27,155,0,155,..,22,0,25,0,25,..,98,67,166,4,166,..,789,173,962,19,977,..,4264,666,4926,69,4991,..,241,35,270,5730,6001,82777,4501,699,5192,5797,93770,163188,..,..,..,..,163188,..,119,0,119,0,122,..,147,24,173,3,174,..,60,3,65,0,65,..,95,32,131,0,133,..,467,168,636,5,641
