SA4_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Other_0_14,F_Other_15_24,F_Other_25_34,F_Other_35_44,F_Other_45_54,F_Other_55_64,F_Other_65_74,F_Other_75_84,F_Other_85_over,F_Other_Tot,F_None_0_14,F_None_15_24,F_None_25_34,F_None_35_44,F_None_45_54,F_None_55_64,F_None_65_74,F_None_75_84,F_None_85_over,F_None_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Other_0_14,P_Other_15_24,P_Other_25_34,P_Other_35_44,P_Other_45_54,P_Other_55_64,P_Other_65_74,P_Other_75_84,P_Other_85_over,P_Other_Tot,P_None_0_14,P_None_15_24,P_None_25_34,P_None_35_44,P_None_45_54,P_None_55_64,P_None_65_74,P_None_75_84,P_None_85_over,P_None_Tot
501,12,4,16,45,71,123,169,154,122,716,26,19,16,48,145,386,613,417,165,1835,406,1504,1795,1906,1887,1695,1024,418,244,10879,3,4,16,35,69,114,228,246,154,869,586,521,719,996,1218,1577,1283,729,398,8027,13820,5850,6328,7675,7274,6263,4178,1541,352,53281,1569,873,868,978,1044,1056,886,552,264,8090,17247,9152,10211,12489,13035,13371,11586,5999,2381,95471,46,134,356,959,2237,4375,5901,3718,1481,19207,2482,1595,1744,2154,2056,1971,1923,905,290,15120,37,27,97,273,596,1349,2075,1394,429,6277,0,3,4,7,14,74,221,515,572,1410,63,107,227,458,1100,1952,2819,1650,540,8916,42,45,65,140,495,1289,2479,2038,973,7566,37,18,37,78,151,261,375,376,210,1543,48,31,47,84,252,736,1258,907,296,3659,865,2291,2724,2974,3046,2860,1868,767,352,17747,3,8,34,43,141,281,566,514,260,1850,1443,1037,1107,1612,2021,2727,2432,1327,616,14322,27970,12745,12854,15177,14671,12419,8412,3070,654,107972
502,9,6,11,25,45,64,172,191,81,604,13,5,8,39,106,272,489,445,161,1538,204,908,1113,1044,997,1018,731,341,159,6515,3,8,3,9,51,99,176,196,121,666,369,314,447,583,728,956,978,575,287,5237,7493,3654,3443,3701,3705,3440,2649,1092,230,29407,831,538,450,494,577,561,496,427,300,4674,9362,5660,5715,6255,6833,7565,7731,4746,1794,55661,22,74,173,489,1144,2461,4096,3309,1187,12955,1246,919,999,1122,1111,1222,1331,791,223,8964,18,25,61,141,326,798,1440,1245,374,4428,0,5,3,0,12,36,143,326,316,841,32,89,114,274,608,1273,2021,1449,419,6279,22,20,49,95,283,915,1921,1821,752,5878,14,15,16,45,72,144,338,421,190,1255,31,17,22,58,166,480,966,882,311,2933,470,1413,1693,1646,1623,1628,1299,642,226,10640,6,9,12,34,94,201,417,467,210,1450,931,612,692,910,1208,1626,1750,1025,445,9199,14708,7618,6877,7260,7326,6694,5001,2151,445,58080
503,11,18,15,21,50,60,85,80,89,429,9,21,24,28,69,161,293,294,194,1093,194,1904,2151,1347,1086,951,605,307,240,8785,6,9,9,17,35,64,96,148,151,535,401,712,980,907,967,1138,1022,681,484,7292,11555,8213,10801,9232,7824,5704,3629,1476,484,58918,721,844,1179,761,710,650,588,379,284,6116,13337,12070,15671,12980,11778,10317,8401,4927,2769,92250,27,111,317,444,1051,2070,3075,2475,1405,10975,1151,1733,2225,1842,1604,1416,1106,644,272,11993,33,53,109,233,542,1104,1463,1202,534,5273,0,3,6,4,6,48,174,497,732,1470,56,100,156,310,540,876,1322,992,455,4807,26,45,73,101,347,899,1661,1667,1012,5831,17,32,28,64,97,139,179,244,179,979,29,38,38,60,123,302,554,542,311,1997,405,2767,3511,2441,2006,1661,1088,555,326,14760,4,12,18,38,83,158,260,404,271,1248,942,1183,1553,1517,1748,2074,1920,1167,743,12847,23530,16705,22069,18687,15546,11519,7013,2762,797,118628
504,21,30,39,83,125,144,207,236,152,1037,28,10,39,59,210,476,682,498,203,2205,525,2401,3252,2746,2436,1912,1019,482,268,15041,8,3,16,43,94,157,230,254,185,990,854,983,1447,1778,1893,2040,1654,898,534,12081,21470,10395,13671,12929,10378,7706,4330,1496,394,82769,1781,1216,1531,1355,1295,1031,754,467,300,9730,25726,15561,20893,20243,18368,16277,12181,6469,2763,138481,52,164,559,1190,2531,4590,5557,3887,1593,20123,3098,2669,3472,3467,3013,2626,1991,1065,332,21733,52,50,158,433,872,1501,2035,1445,492,7038,3,3,6,7,31,68,246,625,758,1747,77,151,416,978,1949,3132,3510,2163,654,13030,65,73,102,241,773,1831,2838,2440,1088,9451,51,40,75,158,242,343,472,495,277,2153,77,36,74,117,389,894,1348,1034,409,4378,1090,3680,5064,4500,3975,3173,1752,806,389,24429,12,12,30,76,184,398,569,604,333,2218,2246,1817,2360,2853,3287,3619,2940,1551,806,21479,43693,22618,27714,26505,21031,15495,8384,3030,704,169174
505,35,47,76,114,178,271,395,477,315,1908,46,40,57,134,334,834,1267,1137,489,4338,1044,4719,5651,5311,4466,3523,2127,1140,759,28740,15,14,29,86,163,285,464,549,482,2087,1779,1919,2782,3419,3792,4139,3568,2172,1433,25003,45692,23316,28024,28717,23892,17192,10288,3778,973,181872,3520,2269,2734,2657,2484,2027,1540,1004,550,18785,54233,33586,40983,43031,39387,33981,27168,15091,6762,294222,90,337,1006,2184,4992,8931,12003,8777,3951,42271,6148,5214,6258,6681,5929,4759,4042,2137,771,41939,112,147,312,799,1789,3143,4663,3359,1266,15590,3,12,7,21,37,155,498,1508,1885,4126,175,338,659,1528,3111,5133,6797,4401,1418,23560,143,131,177,502,1541,3623,5998,5169,2606,19890,109,91,136,236,357,596,918,1012,591,4046,117,81,140,253,633,1503,2469,2119,862,8177,2233,7158,8588,8409,7386,5816,3636,1835,1044,46105,25,35,50,160,345,629,1141,1246,826,4457,4410,3578,4344,5455,6348,7156,6345,3688,2126,43450,92242,49975,56272,57844,48381,34073,19530,7111,1709,367137
506,38,42,78,135,177,276,407,415,294,1862,61,28,82,135,351,850,1315,1003,399,4224,836,4560,5506,4423,3765,3139,1812,895,538,25474,19,12,32,101,175,271,458,528,324,1920,1561,1846,2627,3114,3232,3544,3005,1707,869,21505,42253,22280,27894,27009,18984,13856,8531,2851,811,164469,3551,2333,2990,2675,2216,1855,1361,1048,804,18833,50119,32257,40585,40074,32455,28644,23153,12428,5616,265331,90,333,948,2130,4339,7825,10398,7346,3150,36559,5240,4907,5828,5784,4845,4282,3621,1879,590,36976,83,131,294,758,1483,2595,3942,2705,950,12941,5,6,12,23,33,128,447,1196,1282,3132,161,350,756,2098,3917,5749,6873,3977,1289,25170,115,134,236,549,1489,3298,5358,4449,2186,17814,101,82,151,271,363,583,937,924,523,3935,131,72,153,265,666,1579,2463,1981,712,8022,1833,6823,8590,7347,6283,5183,3133,1503,783,41478,29,24,57,190,350,630,1106,1144,597,4127,3929,3371,4217,5254,5724,6281,5420,2967,1359,38522,85577,47991,57262,55406,39426,27767,16212,5601,1427,336669
507,24,34,64,107,134,244,335,353,276,1571,44,42,56,112,319,710,1107,895,356,3641,927,4194,5118,4421,3879,3028,1732,836,542,24677,8,12,30,56,146,248,366,413,297,1576,1497,1731,2335,2752,3078,3297,2664,1617,1010,19981,34972,17476,19741,21001,17497,12937,7779,2801,790,134994,2952,1996,2147,2053,1995,1638,1260,853,666,15560,42235,26398,30801,32489,29928,26356,20661,11331,5338,225537,88,308,925,2017,4213,7329,9214,6819,3067,33980,5300,4201,5172,5283,4497,3794,3000,1592,577,33416,83,95,290,657,1405,2595,3583,2516,949,12173,3,8,6,14,33,125,365,1046,1244,2844,128,297,567,1231,2570,4264,5159,3313,1175,18704,113,98,190,378,1170,2855,4523,4057,2063,15447,62,70,131,222,304,529,730,808,522,3378,102,73,106,220,587,1347,2049,1780,696,6960,1936,6324,7804,7065,6388,4991,2977,1398,745,39628,23,20,57,114,284,564,873,960,551,3446,3780,3042,3716,4363,5234,5638,4746,2792,1556,34867,70428,37152,40074,42049,35214,25650,14791,5396,1426,272180
509,8,8,15,26,52,95,141,145,80,570,16,15,7,36,125,349,474,319,119,1460,230,940,1170,1204,1326,1346,793,352,147,7508,4,6,9,35,40,102,186,196,123,701,384,328,468,633,927,1169,935,562,295,5701,9180,3801,4022,4453,4743,4708,3158,1191,313,35569,1333,699,729,803,995,1050,883,538,234,7264,11668,6066,6776,7693,9105,10511,9010,4831,1888,67548,33,81,248,582,1562,3512,4648,3073,1166,14905,1515,1228,1322,1417,1634,1762,1500,736,210,11324,32,25,64,142,441,1045,1640,1145,350,4884,0,0,0,8,17,47,147,415,450,1084,35,84,173,320,851,1759,2372,1461,411,7466,23,31,53,131,411,1231,2161,1736,753,6530,21,16,34,44,112,207,335,319,155,1243,36,30,20,63,235,673,1066,737,239,3099,519,1483,1778,1864,2165,2281,1510,612,220,12432,8,6,11,51,78,231,475,455,226,1541,944,642,748,1011,1588,2095,1810,1042,453,10333,18379,8491,8436,9084,9779,9708,6617,2388,612,73494
510,3,4,7,29,67,73,59,21,13,276,18,6,14,14,57,83,78,31,3,304,107,328,714,573,394,212,63,14,6,2411,3,0,0,12,40,38,26,11,0,130,247,149,321,383,373,312,140,47,19,1991,7790,3293,5385,4480,2826,1752,503,99,13,26141,1765,863,1500,1232,951,681,276,87,32,7387,10216,4840,8365,7284,5377,3837,1524,448,113,42004,8,26,133,293,564,827,552,189,33,2625,718,469,938,935,721,557,273,63,8,4682,3,17,40,119,214,317,191,85,19,1005,0,0,6,4,8,30,37,56,32,173,32,55,163,403,734,900,527,164,24,3002,61,52,77,131,305,474,305,145,23,1573,21,8,38,56,116,141,114,48,15,557,38,15,26,27,99,184,165,64,10,628,200,515,1054,920,675,446,135,30,3,3978,3,0,7,27,72,81,64,45,7,306,551,277,521,648,678,590,290,87,24,3666,15875,6878,11019,9902,6701,4106,1231,247,33,55992
511,5,7,26,37,73,102,144,137,62,593,15,4,13,40,96,252,333,205,69,1027,153,755,999,938,929,720,388,187,119,5188,0,0,6,15,48,67,115,99,71,421,315,254,447,544,676,725,543,305,182,3991,8627,3973,4719,4440,4087,3361,1849,654,151,31861,1681,978,1079,1111,1029,931,658,348,152,7967,11259,6276,7681,7608,7762,7475,5369,2732,1015,57177,26,63,207,477,1183,2162,2576,1581,582,8857,1328,1014,1227,1239,1225,1243,894,445,128,8743,19,18,54,136,354,723,928,665,207,3104,0,4,6,0,22,44,113,274,281,744,45,81,199,397,937,1595,1618,904,245,6021,48,35,59,110,400,1005,1298,958,436,4349,24,19,54,65,136,205,309,283,126,1221,29,19,14,57,188,524,725,451,137,2144,347,1144,1492,1491,1585,1344,774,326,173,8676,0,9,15,29,85,170,263,240,108,919,794,514,702,882,1142,1367,1060,557,273,7291,17359,8588,10036,9264,8788,7272,3950,1351,288,66896
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,5,5,4,0,0,30,0,8,3,3,8,0,0,0,0,22,0,13,14,11,9,3,4,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,60,84,56,24,8,0,0,254
599,0,0,0,0,0,3,7,0,3,13,0,0,4,3,10,7,12,3,0,39,4,62,79,88,61,35,20,0,0,349,0,0,0,0,3,0,8,0,0,11,9,25,32,40,33,40,27,3,0,209,269,136,307,193,131,168,91,13,0,1308,93,172,267,281,223,162,87,14,12,1311,380,410,692,613,468,477,316,38,16,3410,0,10,6,35,61,122,136,24,3,397,28,50,72,68,56,40,35,10,0,359,0,0,4,9,16,33,53,10,0,125,0,0,0,0,0,0,0,0,3,3,0,4,9,14,31,54,65,8,3,188,0,0,6,12,22,44,68,24,4,180,0,0,0,7,7,7,13,3,3,40,3,4,3,9,17,20,35,10,0,101,14,104,149,157,133,86,36,9,6,694,0,0,0,0,10,8,19,0,0,37,21,49,59,72,71,89,70,6,0,437,528,305,612,469,315,334,212,26,4,2805
601,11,20,46,78,113,196,290,328,166,1248,30,15,36,73,229,536,839,650,211,2619,585,2914,3461,3019,2843,2314,1499,691,406,17732,3,3,21,62,103,193,334,370,255,1344,730,1025,1467,1675,1919,2091,1847,1085,633,12472,16372,8302,13041,9439,7882,6776,4483,1763,510,68568,1557,1062,1220,1050,989,927,816,565,279,8465,20235,13788,19834,16250,15439,15666,13805,8028,3516,126561,37,202,655,1469,3173,5942,8071,5525,2394,27468,2840,2711,3128,3082,2828,2752,2529,1341,448,21659,33,68,134,376,776,1587,2539,1803,705,8021,0,3,4,8,27,81,358,763,859,2103,94,187,402,682,1357,2474,3206,2103,702,11207,78,75,116,229,664,1707,2979,2738,1431,10017,26,46,74,133,208,386,621,624,297,2415,59,32,76,155,419,987,1499,1200,406,4833,1197,4487,5353,4903,4689,3874,2529,1129,586,28747,5,14,29,90,199,417,740,774,435,2703,1940,1825,2281,2692,3262,3673,3258,1831,995,21757,32878,18281,27716,19408,15855,13373,8637,3383,863,140394
602,9,16,24,42,83,150,237,240,146,947,8,8,28,66,242,512,706,553,173,2296,380,1502,1845,1637,1744,1547,990,408,233,10286,0,0,3,37,99,146,229,238,180,932,480,500,734,858,1237,1417,1259,716,444,7645,9576,5057,5880,4893,4951,4689,3162,1250,319,39777,1005,679,629,652,678,758,663,424,227,5715,12139,8132,9528,8816,9909,10821,9645,5601,2274,76865,45,116,388,855,2182,4266,5814,4048,1578,19292,2078,1697,1941,1928,1944,1957,1942,1065,298,14850,22,40,88,195,501,1079,1695,1228,402,5250,4,3,0,10,22,61,163,414,480,1157,39,98,235,435,964,1841,2453,1600,452,8117,49,47,65,135,453,1273,2197,1992,885,7096,27,33,49,80,170,276,460,483,237,1815,23,23,58,131,437,946,1407,1062,309,4396,846,2341,2935,2608,2860,2646,1737,722,340,17035,4,4,10,59,186,327,583,525,313,2011,1195,937,1243,1390,2055,2614,2259,1241,654,13588,19202,10946,12685,10126,10075,9185,6233,2436,577,81465
603,3,3,9,7,29,34,53,50,23,211,3,0,7,8,37,140,199,83,21,498,86,292,411,503,490,533,313,106,45,2779,6,0,4,7,17,42,61,54,17,208,87,98,157,254,318,474,390,160,72,2010,2518,1075,1177,1309,1382,1495,1036,286,57,10335,299,178,189,194,216,328,233,136,59,1832,3162,1740,2044,2393,2721,3611,3040,1300,394,20405,7,33,103,230,661,1577,1944,1034,281,5870,436,347,410,411,480,617,561,250,54,3566,7,10,21,48,125,375,634,357,72,1649,0,0,0,0,0,18,45,100,96,259,11,26,45,118,257,520,726,407,88,2198,18,9,13,46,164,449,763,536,164,2162,9,4,9,17,37,69,113,95,36,389,3,5,7,19,96,285,430,220,57,1122,174,500,621,777,870,945,625,190,65,4767,6,5,6,14,38,93,156,139,47,504,218,187,259,403,590,846,754,312,120,3689,5030,2528,2480,2725,2902,3120,2198,653,113,21749
604,14,13,21,38,59,137,217,232,127,858,11,3,19,66,206,437,641,411,134,1928,259,1102,1368,1252,1357,1268,779,335,196,7916,0,5,8,22,86,132,183,186,123,745,333,388,557,678,946,1166,948,494,277,5787,7384,3658,4021,3536,3796,3672,2471,1036,291,29865,905,501,516,491,605,611,581,395,157,4762,9523,5991,6795,6499,7723,8823,7781,4469,1744,59348,33,85,273,640,1771,3567,4703,3109,1140,15321,1744,1352,1480,1538,1609,1670,1600,783,211,11987,15,15,52,132,422,878,1317,987,326,4144,3,0,0,3,24,52,110,336,326,854,38,93,179,333,866,1533,2056,1347,372,6817,48,46,54,124,436,1037,1829,1607,679,5860,21,24,43,59,132,252,457,477,219,1684,27,10,42,113,368,791,1202,842,247,3642,550,1708,2060,1989,2292,2140,1394,598,262,12993,11,5,18,34,157,264,479,452,209,1629,900,742,885,1079,1579,2094,1765,878,406,10328,14720,7856,8580,7187,7682,7457,4933,2019,497,60931
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7
699,0,0,0,0,0,3,0,0,0,3,0,0,0,3,6,9,7,0,0,25,0,42,21,28,23,19,6,0,0,139,0,0,0,0,0,0,0,0,0,0,0,6,6,11,16,19,9,0,0,67,49,34,49,27,21,28,19,4,0,231,5,19,11,24,18,31,28,4,0,140,61,108,92,97,78,98,72,13,4,623,0,0,8,16,26,38,21,9,3,121,7,22,29,17,18,15,9,0,0,117,0,0,0,3,6,10,6,3,0,28,0,0,0,0,0,4,0,0,0,4,0,0,0,9,18,8,14,0,0,49,0,0,0,0,7,7,17,3,3,37,0,0,0,0,3,8,0,0,0,11,0,0,0,3,4,11,11,0,0,29,4,69,51,51,53,34,16,0,0,278,0,0,0,5,4,3,5,0,0,17,4,12,8,21,32,23,9,0,0,109,102,90,107,64,70,51,40,7,0,531
701,6,10,26,51,70,94,110,82,23,472,24,13,16,23,109,223,230,157,42,837,181,813,1224,1048,729,547,286,96,39,4963,4,0,5,19,55,69,87,73,27,339,423,373,662,845,784,770,604,265,100,4826,11352,5500,9293,7364,5307,3423,1664,437,61,44401,1444,872,1324,1145,911,704,424,179,66,7069,13861,7879,13199,11286,9043,7139,4513,1776,465,69161,14,79,307,616,1281,1919,1964,1005,264,7449,1254,938,1610,1395,1215,1029,711,262,55,8469,18,23,75,179,416,653,785,410,64,2623,0,3,5,10,11,44,101,185,131,490,27,91,226,485,894,1398,1346,606,125,5198,50,51,89,151,416,824,1034,586,199,3400,35,29,51,117,138,195,245,168,47,1025,66,23,41,65,196,449,482,320,75,1717,388,1221,1805,1645,1327,1022,541,189,54,8192,9,0,9,33,97,174,238,173,49,782,1112,715,1092,1414,1427,1484,1120,503,168,9035,22674,11971,18500,14691,10883,7049,3435,922,129,90254
702,12,22,52,82,147,165,100,43,27,650,23,8,12,37,76,120,108,52,17,453,50,300,516,379,333,266,108,34,11,1997,7,0,4,20,34,54,41,29,9,198,228,170,363,387,493,500,281,116,43,2581,7887,4743,5926,4192,2927,1846,756,163,29,28469,1097,641,951,721,636,551,293,83,19,4992,9613,6279,8392,6607,5597,4514,2299,722,198,44221,14,42,109,227,465,800,694,311,96,2758,537,404,674,723,756,754,399,135,29,4411,5,9,37,51,149,304,273,132,19,979,0,3,6,7,13,46,100,93,65,333,47,121,298,707,1130,1240,829,291,66,4729,272,367,316,386,590,735,578,261,63,3568,35,40,82,137,259,297,195,88,31,1164,53,26,30,84,139,248,229,106,28,943,145,502,827,686,602,478,227,60,20,3547,7,0,13,36,73,141,105,68,12,455,598,375,600,663,858,898,542,227,64,4825,16235,9831,11589,8449,5917,3872,1631,348,50,57922
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,15,12,8,0,0,0,64
799,0,0,0,9,7,20,8,4,0,48,0,0,0,5,3,10,9,0,0,27,0,6,27,30,15,24,3,5,0,110,0,0,0,0,0,4,0,0,0,4,3,3,14,25,24,17,13,4,0,103,153,88,182,120,84,73,32,4,0,736,32,48,105,71,105,98,33,0,0,492,190,162,364,268,280,279,114,17,4,1678,0,0,0,14,27,60,58,5,0,164,11,7,36,30,34,35,22,0,0,175,0,0,0,8,13,18,28,4,0,71,0,0,0,4,3,0,5,0,0,12,0,0,9,12,43,60,39,4,0,167,0,6,14,19,35,58,36,5,0,173,0,3,0,4,24,31,13,3,0,78,0,0,0,6,10,22,15,0,0,53,6,14,41,55,50,48,22,8,0,244,0,0,0,0,3,9,4,0,0,16,10,11,25,41,56,45,27,3,0,218,355,149,356,269,183,166,91,12,3,1584
801,28,35,82,155,238,318,451,516,273,2096,38,35,70,157,295,597,870,765,331,3158,982,5889,6569,5105,4057,2725,1517,765,394,28003,9,8,28,66,141,231,317,425,294,1519,1498,2512,3836,4036,3799,3749,3205,1827,919,25381,33378,18623,25068,21620,15407,10479,6477,2467,600,134119,2317,2158,2165,1777,1471,1174,1033,576,317,12988,40132,30032,38992,35006,28342,23462,19022,10556,4315,229859,88,372,1185,2468,4707,7550,9233,6682,2778,35063,5473,5594,7315,6759,5282,4303,3575,1866,615,40782,65,125,343,748,1463,2501,3504,2538,881,12168,5,7,3,17,33,99,347,961,1154,2626,134,308,711,1536,2689,3931,4491,2793,883,17476,124,163,247,503,1146,2370,3950,3659,1915,14077,74,74,162,292,464,645,1002,969,501,4183,76,83,126,282,553,1080,1679,1496,612,5987,2109,8765,10213,8319,6817,4668,2650,1287,578,45406,18,28,53,134,289,501,780,898,543,3244,3809,4062,5879,6558,6669,6763,5746,3186,1406,44078,67565,40277,52895,45019,32138,21055,12276,4630,1085,276940
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,8,5,8,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,7,5,6,5,8,0,0,0,31,15,39,33,19,13,11,0,0,0,130,0,3,7,7,4,6,4,0,0,31,21,74,53,33,30,35,10,8,0,264,0,0,0,3,3,20,10,3,4,43,5,12,9,8,3,6,3,0,0,46,0,0,0,0,0,3,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,0,3,0,20,0,0,0,0,3,4,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,40,19,20,14,11,0,0,0,108,0,0,0,0,3,0,0,0,0,3,0,9,12,8,14,14,5,0,0,62,35,75,57,37,28,11,4,0,0,247
