SA4_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Other_0_14,F_Other_15_24,F_Other_25_34,F_Other_35_44,F_Other_45_54,F_Other_55_64,F_Other_65_74,F_Other_75_84,F_Other_85_over,F_Other_Tot,F_None_0_14,F_None_15_24,F_None_25_34,F_None_35_44,F_None_45_54,F_None_55_64,F_None_65_74,F_None_75_84,F_None_85_over,F_None_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Other_0_14,P_Other_15_24,P_Other_25_34,P_Other_35_44,P_Other_45_54,P_Other_55_64,P_Other_65_74,P_Other_75_84,P_Other_85_over,P_Other_Tot,P_None_0_14,P_None_15_24,P_None_25_34,P_None_35_44,P_None_45_54,P_None_55_64,P_None_65_74,P_None_75_84,P_None_85_over,P_None_Tot
111,23,25,70,123,179,319,537,722,510,2508,34,35,47,125,309,901,1419,1219,486,4575,937,5082,5632,4555,4277,3773,2557,1286,873,28972,5,8,28,66,182,292,504,599,482,2166,1228,1652,2346,2439,2763,3468,3081,1942,1449,20368,26028,14452,15345,14317,13121,10447,6666,2882,812,104070,2506,1927,1705,1561,1551,1545,1318,1009,816,13938,32851,24033,26202,24749,24609,24563,21827,13781,6888,199503,66,260,779,1736,4132,8924,12575,9539,4476,42487,6109,4940,5684,5392,4623,4497,4306,2458,844,38853,74,76,263,566,1248,2490,4048,3302,1201,13268,4,3,10,8,48,161,592,1530,1836,4192,116,304,609,1062,2342,4225,5887,4308,1482,20335,137,135,194,395,1187,3124,5696,5491,3005,19364,65,75,127,212,351,659,1117,1328,831,4765,85,76,120,232,654,1614,2725,2315,923,8744,2016,7719,8810,7525,7279,6530,4432,2182,1188,47681,17,25,62,117,343,695,1168,1314,803,4544,3136,2962,3641,3989,4747,6049,5479,3416,2135,35554,52110,31389,32824,29630,26758,20791,12840,5294,1353,212989
112,5,19,33,76,128,176,363,422,367,1589,24,17,33,81,249,716,1154,889,404,3567,582,1940,2027,2318,2513,2597,1761,763,516,15017,8,17,22,36,94,203,356,464,359,1559,653,651,945,1378,1704,2416,2199,1301,873,12120,16213,7740,8511,9410,9658,9261,6588,2543,750,70674,2352,1348,1444,1641,1635,1697,1431,936,631,13115,20802,12258,13567,15808,17344,19570,17945,10213,5124,132631,40,116,362,999,2425,5910,8711,6120,2985,27668,2863,2046,2218,2835,2917,3183,3233,1686,644,21625,42,59,102,324,831,1902,3222,2249,945,9676,0,3,9,12,27,95,337,917,1122,2522,74,136,195,450,1062,2084,3348,2490,874,10713,77,64,91,224,628,2016,4095,3756,2163,13114,29,38,71,126,231,378,748,836,605,3062,59,32,64,152,468,1419,2332,1712,757,6995,1269,3116,3232,3769,4303,4601,3179,1360,736,25565,16,23,40,64,185,505,861,1003,617,3314,1685,1241,1517,2220,2906,4321,4121,2272,1354,21637,32619,16508,16772,18455,18795,17752,12779,4810,1314,139804
113,25,18,32,44,88,142,234,249,152,984,15,10,41,67,201,433,590,465,218,2040,352,1583,1690,1436,1425,1262,783,363,245,9139,0,3,11,43,57,135,198,206,167,820,535,513,736,798,914,1079,872,552,425,6424,12030,6255,6436,5639,5136,4544,2785,1279,386,44490,1632,980,890,882,897,915,708,532,283,7719,15699,10005,10387,9604,9751,10311,8555,5323,2660,82295,29,122,322,731,1752,3701,4881,3523,1672,16733,3038,2316,2268,2134,2012,2261,2001,1111,444,17585,28,41,78,183,460,1043,1679,1225,482,5219,0,0,0,8,8,51,169,464,621,1321,57,146,261,454,1018,1924,2406,1570,484,8320,55,59,93,177,435,1160,1970,1823,945,6717,45,48,60,85,151,279,488,481,255,1892,39,25,74,124,336,772,1197,945,383,3895,782,2434,2619,2303,2364,2162,1461,637,338,15100,4,12,29,68,113,290,485,485,293,1779,1340,936,1181,1286,1607,2005,1651,984,610,11600,23968,13285,13484,11554,10496,9153,5498,2433,668,90539
114,12,7,23,40,89,165,324,353,191,1204,19,14,13,49,161,450,795,669,209,2379,345,1322,1405,1456,1592,1729,1275,595,310,10029,3,8,6,30,62,156,267,295,176,1003,407,452,654,856,1132,1609,1627,926,488,8151,10120,4544,4772,4722,5174,5317,4328,1808,438,41223,1220,724,637,734,789,851,809,603,377,6744,12745,7360,7874,8377,9816,12184,12922,7720,3093,82091,32,70,317,715,1808,4493,7332,5497,2139,22403,1833,1340,1462,1628,1716,2062,2366,1302,400,14109,21,29,85,190,494,1254,2414,1946,620,7053,4,0,3,4,20,61,236,642,721,1691,56,97,178,362,809,1915,3195,2274,673,9559,43,27,67,127,411,1344,2890,2800,1286,8995,31,20,47,73,166,329,713,739,337,2455,47,28,41,100,295,908,1523,1350,411,4703,719,2127,2257,2354,2637,2931,2252,1056,454,16787,9,6,22,46,124,338,620,725,319,2209,1024,862,1064,1383,1876,2812,2901,1701,780,14403,20183,9961,9972,9719,10512,10451,8374,3632,844,83648
115,17,30,31,58,88,112,177,185,127,825,16,14,15,41,87,187,381,382,191,1314,303,1808,1294,1385,1431,1066,701,414,301,8703,8,4,10,21,55,92,173,222,151,736,761,851,919,1347,1681,1824,1747,962,599,10691,22693,11907,9648,15376,12933,8844,5196,1838,436,88871,1185,819,718,937,999,813,600,434,386,6891,25992,16157,13243,20478,19362,15885,12546,6844,3020,133527,44,102,227,764,1800,3490,5022,3993,1726,17168,2893,2557,1853,2420,2391,1878,1646,893,339,16870,47,69,107,349,842,1414,2020,1560,551,6959,0,0,0,3,18,51,202,594,763,1631,67,158,202,761,1535,2673,3353,2177,606,11532,85,72,76,202,620,1551,2839,2472,1217,9134,55,53,55,121,161,262,414,455,250,1826,37,28,33,70,156,402,753,787,356,2622,722,2785,2085,2210,2367,1817,1196,659,430,14271,10,12,19,37,109,222,470,492,299,1670,1894,1647,1477,2297,2868,3277,3101,1673,918,19152,46132,25784,19366,29818,25794,17514,9887,3559,785,178639
116,40,25,65,141,190,249,406,327,173,1616,23,21,34,117,311,612,732,547,170,2567,592,2515,2699,2429,2364,1904,1091,529,355,14478,8,10,25,69,138,196,322,302,158,1228,1224,1095,1697,2272,2454,2689,2097,1153,765,15446,36791,17523,22464,24139,13607,8600,4605,1335,347,129411,3662,1991,2437,2413,1778,1315,886,485,331,15298,44358,24475,30979,33967,23831,19412,14402,6700,2770,200894,62,200,649,1560,3380,5708,6772,4294,1544,24169,5649,4405,4157,4337,3580,3020,2381,1157,336,29022,76,84,179,447,907,1571,1986,1266,382,6898,6,10,6,15,34,116,292,724,732,1935,129,301,780,2560,4108,6231,6437,3169,775,24490,141,122,200,552,1226,2601,3716,2623,1014,12195,91,62,124,265,373,568,826,682,289,3280,65,50,71,212,547,1097,1448,1067,323,4880,1317,3954,4306,3953,3925,3182,1851,885,462,23835,16,23,46,131,269,512,798,673,266,2734,3117,2237,2759,3952,4311,4757,3773,1925,1085,27916,74122,37260,44291,49323,28466,17244,8740,2667,591,262704
117,15,19,70,64,110,125,165,171,96,835,11,20,55,54,109,284,408,287,119,1347,219,2993,5730,2900,1949,1485,833,440,213,16762,0,7,25,30,62,90,158,180,136,688,385,1084,2883,2003,1679,1720,1479,914,492,12639,13662,14769,33366,19004,10883,7071,4021,1518,381,104675,1059,1730,3517,2046,1303,1054,759,464,277,12209,15888,21216,47081,27437,17551,13673,10113,5585,2297,160841,25,134,686,1010,1826,3167,3823,2910,1206,14787,1527,2885,6592,4350,2752,2094,1446,737,241,22624,22,62,329,524,869,1356,1653,1147,349,6311,4,3,12,12,38,59,205,541,605,1479,29,127,454,695,1198,1958,2427,1719,521,9128,35,70,192,262,622,1388,2052,1691,808,7120,27,40,140,129,228,324,423,400,214,1925,22,34,104,142,277,648,850,610,227,2914,494,4276,9190,5301,3915,2993,1607,694,294,28764,10,13,44,91,154,291,435,426,246,1710,1013,1745,4666,3791,3583,3638,2852,1607,725,23620,27686,30048,70136,41674,23739,15041,7892,2956,732,219904
118,9,21,39,45,62,88,144,212,158,778,16,22,30,42,83,205,365,411,192,1366,243,1750,2499,1648,1373,1040,704,514,308,10079,6,5,11,22,44,78,158,241,162,727,467,769,1270,1226,1358,1449,1425,1070,766,9800,16954,10302,19566,14867,11927,7978,4977,2319,695,89585,1250,1036,1971,1437,1131,877,785,634,625,9746,19641,14426,26626,20477,17501,13750,11289,7641,3986,135337,45,113,377,682,1383,2701,3966,3689,1881,14837,1815,1960,3323,2603,2159,1722,1385,915,324,16206,46,54,180,385,791,1306,1887,1541,641,6831,0,7,5,7,22,48,196,692,992,1969,59,108,227,303,694,1288,2048,1703,699,7129,37,48,99,165,453,1151,2125,2264,1367,7709,38,34,59,90,143,211,403,486,317,1781,33,38,40,71,155,380,677,720,347,2461,470,2506,3707,2753,2334,1822,1204,775,431,16002,3,9,25,41,103,214,401,507,338,1641,1144,1292,1954,1971,2333,2565,2572,1819,1110,16760,34098,21016,37732,29418,23260,15630,9147,4178,1228,175707
119,37,41,81,121,225,334,520,553,409,2321,18,24,53,92,231,569,822,818,443,3070,418,2455,3032,2633,2984,2808,1834,1336,912,18412,9,10,23,65,147,296,461,607,432,2050,1082,1447,2248,2655,3442,4431,3915,2702,1874,23796,44645,28004,36347,30750,24815,18538,10067,4017,1294,198477,4399,2945,3872,3359,2993,2459,1848,1419,1444,24738,52526,36456,47425,42217,38350,35109,26240,16349,8839,303511,69,208,711,1552,3904,7686,10094,8798,4721,37743,5418,4756,4836,4478,3929,3607,2989,1871,818,32702,87,112,289,617,1392,2672,3608,2923,1313,13013,0,10,17,17,53,180,592,1623,2240,4732,115,291,712,1965,3734,7429,8614,5896,2290,31046,155,137,265,515,1374,3562,5556,5343,3192,20099,97,76,157,269,509,811,1210,1225,789,5143,57,56,103,190,439,1137,1732,1746,836,6296,958,3817,4881,4543,5059,4716,3076,2035,1289,30374,18,27,43,115,300,721,1189,1374,820,4607,3074,2775,3841,4691,5996,8030,7014,4634,2896,42951,90392,59595,75437,62460,49007,36770,19506,8013,2455,403635
120,10,19,38,62,85,137,195,220,182,948,13,16,28,38,105,239,443,370,204,1456,263,1996,3139,2068,1806,1424,1002,634,448,12780,4,4,13,27,65,101,181,268,212,875,576,825,1793,1617,1807,2121,1929,1353,940,12961,19625,12919,20938,16878,13814,9813,5476,2101,596,102160,1268,1124,1897,1408,1183,1078,803,585,618,9964,22593,17481,28691,23454,20774,17608,13458,7902,4294,156255,35,113,425,769,1793,3407,5012,4064,2338,17956,2100,2233,3534,3290,2553,2031,1582,905,382,18610,52,53,209,408,854,1522,2084,1504,621,7307,0,0,0,6,22,54,221,781,1149,2233,49,115,339,696,1260,2400,3133,2511,1030,11533,54,79,125,225,567,1432,2618,2465,1563,9128,32,41,78,128,187,304,471,454,341,2036,27,30,66,85,197,466,861,738,406,2876,550,2993,4831,3467,3085,2432,1660,984,630,20632,6,12,22,53,139,256,474,578,395,1935,1477,1444,2853,2784,3139,3727,3370,2251,1416,22461,39135,27438,43218,33998,26512,18915,10088,3963,1125,204392
121,17,16,41,102,104,176,193,253,236,1138,25,27,22,57,125,240,560,713,377,2146,528,3231,3057,2581,2357,1646,1110,730,551,15791,3,16,6,34,94,124,246,349,339,1211,1033,1271,1808,2231,2578,2782,2888,1852,1292,17735,32379,16100,20045,26456,22081,15029,9293,4070,1134,146587,1644,1101,1377,1621,1562,1278,1052,805,784,11224,37011,22663,27434,35097,31910,25256,20721,13097,6679,219868,51,159,430,1015,2332,4451,6862,6433,3450,25183,4094,3629,3979,4348,4128,3263,2613,1599,740,28393,56,98,210,620,1342,2334,3363,2967,1281,12271,3,0,9,8,21,78,281,983,1550,2933,78,185,300,891,1572,2573,3557,2786,1080,13022,82,72,128,279,884,2077,3905,4301,2599,14327,51,49,96,184,227,402,533,635,451,2628,50,41,77,114,266,465,1028,1267,655,3963,1053,4822,4781,4236,4033,2881,1906,1148,754,25614,9,16,18,57,191,337,605,816,633,2682,2537,2359,2862,3769,4505,5021,4995,3284,1980,31312,65429,34563,39087,50584,42354,28875,16997,7481,1997,287367
122,12,19,17,37,71,86,126,198,157,723,14,13,8,29,83,191,437,539,291,1605,293,1951,1605,1511,1712,1222,788,592,480,10154,8,8,9,19,47,96,166,301,300,954,609,795,852,1158,1564,1685,1529,1147,812,10151,20530,10194,10749,13480,13898,9559,5539,2627,758,87334,1297,838,911,1035,1220,977,708,579,440,8005,23663,14375,14847,18526,20634,16436,12706,8939,4499,134625,35,90,229,680,1754,3401,4849,4794,2367,18199,2517,2148,2013,2600,2773,2164,1858,1223,500,17796,38,56,140,330,921,1590,2191,2065,902,8233,4,5,4,8,16,58,250,837,1277,2459,59,129,140,327,731,1452,2134,1899,681,7552,58,72,64,153,549,1369,2439,3007,1763,9474,43,36,44,73,162,204,338,483,308,1691,42,31,28,73,167,364,791,993,504,2993,634,2926,2432,2464,2838,2125,1366,983,654,16422,22,14,17,42,127,226,432,682,506,2068,1529,1407,1313,1841,2626,2955,2740,2034,1221,17666,41515,22257,21705,26401,27626,18970,10423,4846,1281,175024
123,33,35,47,103,124,211,322,321,159,1355,26,18,43,97,261,582,842,526,172,2567,603,2388,2784,2572,2368,2020,1183,506,280,14704,0,9,14,56,134,241,308,282,147,1191,1110,995,1544,1925,2073,2313,1881,995,504,13340,26253,12520,14326,14088,10082,7102,3771,1179,279,89600,2751,1475,1597,1610,1337,1086,762,483,343,11444,32433,18404,21602,22092,18559,16806,12758,6100,2372,151126,52,186,683,1625,3326,6207,7474,4470,1514,25537,4766,3616,3780,3735,3104,2780,2355,1028,267,25431,59,80,198,427,855,1640,2237,1382,414,7292,3,9,0,8,23,78,324,660,595,1700,111,243,547,1445,2674,4398,4798,2341,560,17117,124,116,165,368,1023,2274,3405,2419,918,10812,74,65,88,188,279,464,709,603,280,2750,56,42,88,183,427,1018,1545,1048,286,4693,1358,3747,4248,4069,3774,3238,2018,836,367,23655,10,21,27,113,248,483,740,633,255,2530,2895,1988,2464,3157,3529,3962,3354,1712,730,23791,52367,26477,28536,28725,20924,14092,7455,2391,476,181443
124,35,34,77,122,193,262,326,302,169,1520,41,44,54,116,318,678,1020,689,265,3225,730,3257,3875,3387,3228,2621,1547,727,406,19778,9,17,22,69,136,230,319,325,222,1349,1184,1233,1938,2267,2520,2845,2387,1186,638,16198,25939,12634,14280,13896,11390,8758,5203,1826,458,94384,2745,1635,1980,1847,1608,1269,1018,761,606,13469,32436,19868,23544,23317,21612,20148,16254,8305,3370,168854,81,238,789,1741,3648,6671,8494,5303,1905,28870,5066,4010,4688,4577,3924,3523,2889,1332,391,30400,59,92,193,472,981,1999,2793,1782,578,8949,3,7,3,6,33,88,336,722,657,1855,141,254,565,1268,2581,4188,5072,2761,695,17525,123,126,194,407,1086,2541,4253,3182,1307,13219,75,84,141,226,358,543,791,638,265,3121,90,80,115,219,556,1252,1896,1359,446,6013,1638,5150,6013,5418,5310,4335,2668,1164,532,32228,17,24,44,127,251,530,805,736,337,2871,3100,2354,3081,3686,4327,4939,4292,2106,902,28787,52040,27343,29507,28654,23380,17524,10019,3452,787,192706
125,32,25,95,137,173,268,290,338,237,1595,30,7,42,71,201,456,636,598,255,2296,359,2042,2483,2199,2287,2154,1256,777,516,14073,4,7,23,41,110,196,314,366,227,1288,1020,1117,1836,2280,2538,3204,2745,1713,1014,17467,39019,21985,34573,27818,17447,12547,6705,2423,681,163198,3977,2446,3658,3150,2164,1880,1232,815,598,19920,46029,28817,44316,37869,27662,24695,17808,10057,4676,241929,48,149,641,1303,2897,5545,6885,5585,2705,25758,4367,3688,3942,3690,2939,2671,2191,1342,494,25324,67,94,246,510,963,1825,2330,1806,716,8557,0,8,11,13,54,136,376,989,1184,2771,89,223,778,2164,3559,6078,6443,3922,1243,24499,114,118,211,478,1136,2646,3965,3517,1792,13977,89,62,174,309,387,617,729,755,474,3596,56,37,81,148,369,891,1335,1197,533,4647,799,3098,4110,3798,3970,3592,2196,1233,717,23513,12,13,40,107,247,537,785,812,434,2987,2560,2114,3206,4196,4702,5848,5002,2860,1543,32031,78718,47552,72805,59399,35525,25030,12976,4823,1290,338118
126,3,14,28,40,53,79,109,132,129,587,11,10,14,25,53,135,262,273,149,932,191,1332,1338,1024,941,855,515,324,214,6734,4,3,6,17,31,66,110,140,151,528,444,591,824,955,1089,1419,1323,850,526,8021,14786,8416,13001,12603,8922,6867,4159,1500,504,70758,797,587,880,814,610,625,466,402,556,5737,16814,11335,16598,16348,12897,11905,9222,5375,3173,103667,13,75,200,406,1039,2119,3029,2679,1660,11220,1707,1572,1841,1726,1422,1224,1050,664,301,11507,19,38,81,233,560,1004,1290,1095,454,4774,0,0,4,3,19,33,127,456,641,1283,24,71,218,535,847,1757,2208,1509,609,7778,48,40,49,150,364,1011,1774,1767,1115,6318,20,23,56,86,123,201,272,320,244,1345,28,26,35,48,103,269,457,524,281,1771,430,2009,2142,1724,1647,1493,875,502,289,11111,3,7,17,35,67,172,282,341,296,1220,1096,1081,1413,1742,1985,2626,2372,1428,841,14584,29658,17880,25573,24819,17296,13114,7766,2731,887,139724
127,45,36,66,144,218,341,392,409,243,1894,29,17,46,81,224,533,593,495,232,2250,426,2000,2241,2165,2421,2608,1370,744,439,14414,5,5,32,80,155,316,395,410,269,1667,1154,1187,1780,2349,3150,4168,3095,1719,965,19567,40128,24175,26034,23861,18758,12958,6680,2086,612,155292,4258,2474,2819,2819,2391,2078,1447,904,659,19849,47942,31513,34839,33683,30555,27572,19334,9739,4325,239502,75,196,674,1612,3843,7377,8334,5739,2349,30199,5317,4572,4249,3665,3167,3064,2397,1273,472,28176,87,82,235,450,1037,1857,2303,1595,556,8202,4,11,22,26,95,199,430,989,1061,2837,140,301,706,1840,4011,7496,7807,4378,1346,28025,157,137,209,511,1382,3273,4316,3382,1531,14898,108,92,124,286,468,790,938,810,438,4054,81,44,87,186,460,1043,1287,1044,457,4689,989,3192,3675,3657,4038,4335,2280,1168,631,23965,17,18,54,153,337,803,1053,976,508,3919,3070,2408,3023,4025,5637,7598,5716,2978,1493,35948,81074,49981,51798,47283,37622,26645,13161,4296,1080,312940
128,11,18,25,50,69,121,194,230,200,918,14,19,24,34,105,221,461,482,252,1612,325,1618,1752,1689,1565,1255,841,555,487,10087,0,0,10,26,61,83,199,287,241,907,646,772,965,1309,1448,1737,1605,1032,929,10443,17440,9278,9284,10666,10416,7855,4603,1930,578,72050,1182,751,758,882,942,785,653,487,442,6882,20486,13063,13459,15853,16407,14640,11948,7521,3988,117365,36,115,319,833,1946,3925,5631,4569,2506,19880,2478,2156,2186,2670,2397,2080,1803,1080,444,17294,50,66,128,365,778,1457,2190,1787,819,7640,3,5,0,8,10,50,230,730,1121,2157,62,146,238,444,933,1890,2535,1902,711,8861,71,52,61,159,523,1460,2790,2713,1720,9549,37,34,47,95,149,260,466,503,375,1966,40,31,45,79,199,437,875,898,468,3072,748,2492,2691,2669,2607,2176,1403,894,657,16337,3,7,23,50,128,230,489,633,450,2013,1675,1418,1564,2035,2431,2976,2852,1753,1342,18046,35294,19813,18870,21227,20827,15402,8770,3609,1007,144819
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,3,6,4,7,3,3,26,0,0,4,10,23,35,22,6,5,105,24,165,170,141,142,135,35,8,6,826,0,0,5,0,3,4,6,5,0,23,13,45,59,76,79,105,48,15,3,443,269,275,449,236,215,229,119,27,7,1826,285,220,335,292,212,157,68,19,7,1595,616,703,1022,749,666,698,404,104,32,4994,3,3,33,57,120,272,240,78,11,817,57,106,139,113,111,131,95,26,4,782,0,0,6,19,29,86,82,34,3,259,0,0,0,0,3,3,6,6,6,24,0,6,8,33,51,109,116,36,7,366,3,5,8,10,44,95,152,49,8,374,0,0,0,8,17,19,21,9,3,77,0,6,12,25,33,90,79,20,8,273,40,261,298,290,305,277,91,14,3,1579,0,0,4,0,8,27,25,11,0,75,37,75,101,147,154,215,125,28,8,890,583,558,974,607,499,488,303,73,4,4089
201,13,16,26,49,71,132,199,180,118,804,13,12,33,90,253,477,795,574,229,2476,463,1910,2466,2198,2174,1947,1259,511,291,13219,7,10,7,29,97,161,242,242,166,961,622,764,1130,1145,1482,1679,1459,756,456,9493,11664,5634,5655,5748,5704,5040,3467,1310,361,44583,1429,865,816,786,918,817,774,475,277,7157,15148,9628,10476,10704,11587,11909,10869,5865,2696,88882,38,139,469,975,2240,4187,5956,4014,1638,19656,2773,2282,2635,2604,2436,2384,2211,1158,381,18864,23,43,111,263,617,1316,2014,1417,493,6297,5,9,0,3,20,52,204,466,560,1319,71,144,262,548,1094,1996,2805,1781,569,9270,69,66,116,182,593,1497,2747,2289,1107,8666,37,30,53,93,140,254,429,365,212,1613,27,36,71,157,441,906,1556,1145,415,4754,1046,2984,3821,3486,3592,3312,2205,892,410,21748,15,20,30,61,191,371,608,568,300,2164,1535,1352,1718,1887,2499,2973,2597,1367,677,16605,23292,12253,12209,11689,11590,9950,6752,2511,635,90881
202,18,26,21,38,99,142,216,231,143,934,21,19,28,60,157,412,597,453,167,1914,435,1830,2308,2031,2045,1874,1167,531,330,12551,3,9,18,35,70,139,228,223,150,875,582,667,951,1096,1335,1516,1443,755,549,8894,11428,5361,5503,5693,5564,4917,3350,1231,364,43411,1339,782,784,824,903,948,758,575,429,7342,14583,9002,10002,10373,11037,11797,10588,5839,2737,85958,45,122,375,894,2029,4378,6018,4163,1695,19719,2334,1890,2331,2243,2121,2346,2122,1150,368,16905,39,46,76,228,546,1221,1985,1542,525,6208,6,0,11,8,24,58,208,425,610,1350,52,101,251,459,949,1729,2518,1561,528,8148,70,47,96,168,460,1324,2509,2206,1156,8036,46,42,52,77,160,273,462,486,253,1851,43,33,55,118,287,775,1169,906,328,3714,902,2794,3496,3236,3387,3105,2025,882,463,20290,16,18,29,64,132,312,541,516,295,1923,1430,1171,1509,1767,2257,2686,2580,1296,806,15502,22991,11536,11471,11491,11301,9675,6614,2454,642,88175
203,24,28,73,103,148,234,392,370,298,1670,36,17,54,90,247,624,953,795,392,3208,825,3377,4101,3585,3257,2811,1882,919,813,21570,10,11,28,58,149,204,362,425,314,1561,1021,1234,1866,2045,2251,2809,2571,1416,1138,16351,23045,11426,13356,13053,11682,9651,6852,2642,646,92353,2286,1499,1413,1481,1433,1346,1312,819,462,12051,28720,18497,21849,21909,21052,20919,19209,10747,4904,167806,52,194,620,1305,3004,6196,9052,6470,2848,29741,4501,3946,4612,4747,3976,3686,3627,1850,640,31585,55,89,181,465,996,2066,3421,2413,913,10599,0,3,10,15,31,98,407,1035,1331,2930,87,235,456,831,1808,3166,4491,2928,1027,15029,103,89,145,272,864,2296,4390,3793,2059,14011,59,64,114,181,269,450,787,755,468,3147,70,36,82,170,433,1110,1848,1504,698,5951,1718,5147,6248,5735,5383,4645,3222,1522,1113,34733,22,22,54,101,283,513,963,959,570,3487,2568,2285,2910,3207,3752,4680,4494,2476,1632,28004,46516,24913,28416,26231,23397,18771,13071,5002,1223,187540
