SA4_CODE_2021,Age_yr_55_P,Age_yr_56_M,Age_yr_56_F,Age_yr_56_P,Age_yr_57_M,Age_yr_57_F,Age_yr_57_P,Age_yr_58_M,Age_yr_58_F,Age_yr_58_P,Age_yr_59_M,Age_yr_59_F,Age_yr_59_P,Age_yr_55_59_M,Age_yr_55_59_F,Age_yr_55_59_P,Age_yr_60_M,Age_yr_60_F,Age_yr_60_P,Age_yr_61_M,Age_yr_61_F,Age_yr_61_P,Age_yr_62_M,Age_yr_62_F,Age_yr_62_P,Age_yr_63_M,Age_yr_63_F,Age_yr_63_P,Age_yr_64_M,Age_yr_64_F,Age_yr_64_P,Age_yr_60_64_M,Age_yr_60_64_F,Age_yr_60_64_P,Age_yr_65_M,Age_yr_65_F,Age_yr_65_P,Age_yr_66_M,Age_yr_66_F,Age_yr_66_P,Age_yr_67_M,Age_yr_67_F,Age_yr_67_P,Age_yr_68_M,Age_yr_68_F,Age_yr_68_P,Age_yr_69_M,Age_yr_69_F,Age_yr_69_P,Age_yr_65_69_M,Age_yr_65_69_F,Age_yr_65_69_P,Age_yr_70_M,Age_yr_70_F,Age_yr_70_P,Age_yr_71_M,Age_yr_71_F,Age_yr_71_P,Age_yr_72_M,Age_yr_72_F,Age_yr_72_P,Age_yr_73_M,Age_yr_73_F,Age_yr_73_P,Age_yr_74_M,Age_yr_74_F,Age_yr_74_P,Age_yr_70_74_M,Age_yr_70_74_F,Age_yr_70_74_P,Age_yr_75_M,Age_yr_75_F,Age_yr_75_P,Age_yr_76_M,Age_yr_76_F,Age_yr_76_P,Age_yr_77_M,Age_yr_77_F,Age_yr_77_P,Age_yr_78_M,Age_yr_78_F,Age_yr_78_P,Age_yr_79_M,Age_yr_79_F,Age_yr_79_P,Age_yr_75_79_M,Age_yr_75_79_F,Age_yr_75_79_P,Age_yr_80_84_M,Age_yr_80_84_F,Age_yr_80_84_P,Age_yr_85_89_M,Age_yr_85_89_F,Age_yr_85_89_P,Age_yr_90_94_M,Age_yr_90_94_F,Age_yr_90_94_P,Age_yr_95_99_M,Age_yr_95_99_F,Age_yr_95_99_P,Age_yr_100_yr_over_M,Age_yr_100_yr_over_F,Age_yr_100_yr_over_P,Tot_M,Tot_F,Tot_P
507,5376,2537,2791,5328,2722,2764,5491,2666,2808,5473,2568,2778,5344,13098,13913,27014,2553,2577,5134,2508,2566,5074,2364,2540,4904,2229,2393,4621,2097,2364,4466,11757,12446,24199,2220,2363,4577,2009,2298,4305,1958,2229,4181,1964,2212,4182,1864,2098,3960,10011,11196,21202,1741,1978,3716,1782,1864,3652,1670,1915,3587,1711,1825,3531,1688,1884,3567,8589,9472,18058,1373,1428,2802,1307,1404,2715,1285,1338,2621,1043,1205,2243,1086,1144,2227,6092,6523,12613,3935,4814,8744,2210,3100,5316,972,1686,2664,207,481,688,26,66,85,217864,225539,443407
509,2040,1013,1041,2052,1057,994,2050,1085,1057,2144,1090,1150,2241,5296,5223,10518,1110,1118,2231,1052,1054,2105,1110,1137,2243,1052,999,2049,1079,983,2070,5408,5293,10700,1106,1032,2137,1048,950,1993,1014,943,1964,1015,969,1984,977,971,1944,5153,4867,10019,1009,903,1904,926,844,1770,897,776,1674,860,811,1672,895,815,1708,4591,4143,8732,700,654,1350,649,588,1236,609,576,1181,514,520,1032,529,523,1049,2996,2861,5854,1894,1974,3867,955,1163,2115,387,542,927,74,161,231,7,27,32,69616,67561,137175
510,1059,570,439,1007,612,427,1037,580,418,995,566,435,1005,2952,2140,5096,536,399,937,505,360,868,417,343,764,396,279,674,371,314,685,2234,1693,3936,320,263,585,297,209,512,235,184,422,229,162,394,188,149,338,1272,970,2242,174,160,330,143,110,254,126,101,226,100,93,192,110,91,199,649,548,1195,82,77,161,81,54,138,64,59,121,54,52,103,46,51,98,326,291,619,179,153,332,60,60,126,23,34,58,4,10,14,0,4,7,48124,41999,90128
511,1594,849,721,1565,874,833,1709,906,789,1700,844,728,1568,4283,3856,8135,915,735,1654,887,750,1635,794,729,1523,792,724,1510,790,685,1470,4174,3624,7791,750,691,1436,681,593,1279,629,576,1201,600,561,1160,575,580,1156,3234,2998,6236,600,497,1098,567,448,1018,532,503,1041,538,461,996,522,448,970,2759,2369,5131,374,364,741,384,349,732,362,359,722,290,305,595,351,297,652,1765,1672,3442,1050,1056,2106,523,664,1182,174,267,435,38,72,113,3,11,12,61579,57177,118758
597,4,10,0,10,0,0,0,11,0,11,4,0,4,26,0,26,11,0,12,10,0,10,6,3,7,5,0,8,0,0,0,27,3,34,4,0,4,0,0,4,5,0,3,0,0,0,5,0,3,9,3,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,58,514
599,133,55,47,105,41,49,89,63,45,110,69,46,114,330,226,552,99,64,172,47,37,84,65,49,117,64,45,107,66,48,116,339,250,588,69,64,128,61,47,111,40,27,67,51,37,91,49,32,83,268,204,478,50,39,86,37,29,71,31,14,45,28,17,48,24,7,37,176,112,281,25,14,41,27,10,36,20,4,17,10,4,13,6,0,7,88,26,114,29,15,42,7,12,17,3,9,13,4,0,4,0,0,0,4639,3416,8055
601,2564,1323,1526,2851,1536,1610,3152,1450,1626,3074,1547,1601,3153,7081,7709,14789,1521,1653,3171,1451,1611,3056,1409,1617,3026,1429,1528,2950,1381,1557,2936,7192,7959,15150,1372,1512,2885,1293,1466,2758,1196,1449,2646,1327,1408,2736,1278,1461,2740,6470,7301,13773,1191,1399,2584,1222,1306,2526,1091,1217,2308,1133,1241,2374,1234,1349,2581,5866,6506,12375,892,1086,1980,838,967,1803,803,975,1778,700,859,1554,690,780,1471,3910,4667,8583,2655,3362,6011,1373,2053,3425,605,1100,1700,119,323,447,12,42,58,120521,126562,247086
602,1960,969,964,1938,980,1086,2077,991,1043,2038,1086,1100,2192,4961,5241,10199,1034,1173,2208,1053,1152,2202,1038,1126,2165,1036,1064,2103,990,1073,2059,5151,5586,10737,1089,1062,2156,965,1021,1987,956,1042,1999,927,981,1904,930,967,1894,4864,5064,9935,898,944,1843,890,954,1846,853,893,1749,839,853,1688,953,929,1881,4437,4577,9010,680,767,1446,631,752,1384,659,686,1341,530,544,1076,568,602,1169,3066,3353,6418,1932,2253,4176,1002,1348,2348,392,708,1098,80,195,270,4,28,27,74337,76859,151195
603,604,307,321,627,322,337,661,354,384,736,432,386,815,1699,1751,3447,380,408,787,390,376,761,382,355,736,381,369,748,394,359,751,1924,1863,3786,373,338,714,367,296,663,320,328,647,376,326,702,358,314,676,1799,1602,3397,350,288,630,351,305,659,320,311,633,321,267,587,311,270,572,1653,1438,3089,253,202,460,222,186,414,212,168,381,170,135,309,160,134,299,1027,831,1854,537,472,1008,243,268,510,79,108,188,12,17,30,0,0,0,21322,20414,41734
604,1525,793,820,1617,824,880,1709,896,886,1784,853,969,1820,4090,4358,8448,906,951,1856,827,915,1740,861,850,1712,846,831,1671,733,915,1648,4168,4461,8630,799,801,1600,819,837,1654,744,854,1595,767,799,1569,801,729,1527,3928,4012,7943,765,757,1517,698,780,1479,679,733,1419,677,751,1428,731,745,1481,3553,3767,7321,595,602,1195,530,584,1117,525,547,1070,471,476,944,399,433,829,2512,2643,5153,1584,1825,3407,773,1083,1854,309,501,809,54,150,203,4,8,13,56814,59349,116156
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,19
699,19,0,15,22,18,4,24,9,8,17,17,9,24,57,57,111,16,10,28,12,8,24,13,3,14,3,14,19,5,11,17,54,42,91,14,0,14,10,4,14,11,14,23,10,7,18,10,8,22,61,34,91,3,12,13,12,10,21,6,6,10,8,4,9,6,6,13,31,36,68,0,4,8,5,0,5,0,0,0,0,3,0,4,3,9,13,8,24,0,7,6,0,4,3,0,0,0,0,0,0,0,0,0,758,616,1377
701,1668,809,756,1575,774,744,1518,831,778,1609,824,732,1553,4082,3842,7923,748,779,1522,699,689,1389,712,633,1347,650,593,1243,602,607,1212,3416,3301,6714,604,522,1128,563,557,1123,559,529,1080,513,492,1002,499,428,922,2732,2525,5252,453,475,925,467,422,882,418,372,787,396,359,754,403,369,769,2133,1993,4120,309,274,575,255,238,492,240,211,452,211,178,392,203,188,395,1215,1086,2307,613,692,1306,256,287,547,95,137,232,23,31,53,0,0,3,70739,69161,139902
702,1031,484,479,962,496,485,976,465,480,942,463,475,940,2433,2426,4855,507,473,986,373,404,781,396,428,823,385,406,790,389,378,766,2054,2086,4140,389,363,749,308,307,619,299,289,592,274,255,527,248,234,476,1520,1446,2966,243,237,477,238,188,424,193,153,343,156,152,307,153,128,286,979,858,1836,126,121,244,115,89,207,78,96,179,99,74,175,78,67,147,499,445,943,276,279,555,88,126,211,33,56,91,3,12,19,0,4,5,44877,44220,89103
797,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,4,0,4,3,0,3,9,0,9,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,15,99
799,46,35,30,64,21,27,51,36,38,72,32,27,57,154,138,296,30,28,54,32,32,61,26,25,54,24,29,50,39,25,57,146,139,289,29,27,51,26,10,40,33,18,45,14,20,35,24,10,38,124,89,215,21,5,27,19,11,23,16,4,18,17,3,19,11,4,14,78,25,103,6,5,8,6,6,12,4,5,6,0,0,0,4,0,5,20,9,32,15,7,13,6,4,7,0,0,0,0,0,0,0,0,0,1826,1675,3500
801,4864,2378,2419,4794,2296,2461,4755,2321,2355,4680,2322,2481,4798,11645,12249,23892,2223,2372,4601,2159,2269,4426,1995,2249,4246,1952,2182,4141,1887,2141,4027,10224,11212,21438,1823,2091,3921,1683,1961,3645,1750,1915,3667,1749,1953,3702,1621,1947,3561,8629,9866,18496,1614,1917,3530,1618,1866,3479,1555,1741,3295,1578,1765,3341,1630,1877,3502,7994,9154,17150,1364,1467,2835,1155,1330,2480,1064,1283,2352,920,1112,2037,944,1094,2039,5460,6287,11749,3327,4267,7596,1855,2578,4433,804,1261,2067,190,426,617,11,53,59,224022,229869,453890
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,5,0,5,12,4,12,7,4,7,0,7,5,17,15,32,5,6,17,7,4,5,9,0,12,4,4,4,0,5,7,20,21,45,0,0,3,0,0,0,3,0,9,4,0,8,0,3,4,11,8,20,4,0,5,0,0,0,6,0,6,4,4,6,4,0,3,9,5,14,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,7,0,3,6,0,0,4,0,0,0,0,0,0,0,0,0,336,273,605
901,80,35,33,67,36,37,77,42,35,74,43,49,93,190,193,391,30,40,71,45,35,80,38,42,80,43,33,80,30,35,69,189,187,378,38,35,70,37,38,76,29,21,52,28,34,60,29,28,59,165,155,320,48,23,71,42,33,80,27,28,56,22,14,40,15,11,25,157,108,264,11,14,34,15,24,37,15,8,24,18,14,33,7,11,24,78,80,154,49,56,106,24,25,45,9,12,22,0,0,0,0,0,0,2511,2263,4778
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,11
