SA3_CODE_2021,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
10902,2419,1358,1475,1369,1667,2010,1606,860,288,13056
10903,7107,3924,3976,4106,5078,6542,7063,4148,1514,43453
11001,6706,5476,4518,3993,4301,4900,4141,2610,897,37537
11002,6610,3856,3694,3746,4723,5768,5731,3436,1176,38731
11003,5062,2772,3175,2839,3066,3474,2482,1386,457,24713
11004,17124,9671,10560,9762,9937,10440,9223,5713,2144,84579
11101,22921,14174,13956,15650,16282,16266,14591,9036,3617,126496
11102,15291,9565,10014,9773,10181,10800,10368,6413,2625,85022
11103,29411,25129,28022,23119,21725,20370,16713,9872,4635,179000
11201,14188,7984,9561,10956,11801,12569,12094,6029,2598,87772
11202,12550,7813,7335,7875,9265,10913,9529,4723,1893,71896
11203,16084,9217,8868,11161,12115,14018,13616,8467,3844,97392
11301,9815,5937,6694,5889,6178,6275,4660,2832,1286,49559
11302,2752,1483,1469,1689,1845,2223,1919,1150,398,14931
11303,19434,13069,12801,11477,11324,11928,10453,6117,2566,99169
11401,17311,10200,11007,11112,12278,16036,17051,9819,3504,108328
11402,8788,5109,4741,5335,6739,7240,7792,5175,1765,52678
11501,30207,19638,13800,23147,21822,18612,15426,8512,3603,154767
11502,4995,3824,2239,2925,4291,3894,3071,1945,729,27914
11503,4738,3235,2781,2830,3753,3650,2518,1193,307,25006
11504,14027,7272,7062,10322,7894,4983,3267,1470,389,56682
11601,27951,17965,22535,22493,16835,15037,11781,5792,2220,142602
11602,35969,17003,21381,29706,17173,10885,7138,2801,727,142771
11603,27163,16233,16308,16127,13940,12177,8326,3950,1395,115629
11701,8879,7979,13753,9023,6713,5287,3857,2435,844,58771
11702,7269,5687,12192,9449,7633,5489,3798,2296,958,54771
11703,16676,27656,69874,40690,23759,18517,12566,5990,2059,217795
11801,19353,12343,25763,19641,16564,12806,10595,6941,3169,127167
11802,20665,16173,24573,20345,17462,14078,10662,6904,3371,134243
11901,39298,24948,25748,24733,22470,21148,15133,8555,4204,186245
11902,26255,17365,22847,20265,17935,15525,10845,6904,3146,141091
11903,20978,17064,20122,17504,16367,16396,12476,7320,3652,131869
11904,22260,17018,27756,21936,17552,15671,12090,7835,3801,145918
12001,13934,8792,13918,13357,11596,10156,8028,4718,2206,86706
12002,10010,5018,8025,9681,8959,6508,5001,2373,827,56398
12003,21850,22178,35218,23438,18782,16938,11976,7317,3968,161666
12101,21710,12291,16714,20266,16302,12293,9709,5474,2698,117456
12102,17218,9885,9608,14347,12630,9934,7551,4421,1864,87455
12103,24203,16127,9353,16477,18869,15276,11737,8166,4145,124357
12104,13063,8290,16661,15371,12805,11013,9397,6039,2136,94778
12201,7720,4436,6026,6425,6487,5325,3560,2303,891,43173
12202,11443,7286,4876,7057,9358,9157,7609,4831,1863,63482
12203,29567,18285,17982,22020,24156,17999,13055,9359,4481,156903
12301,17437,9680,9849,10670,10054,7249,5112,2539,991,73578
12302,39001,22401,25802,26836,20477,19675,14951,6762,1982,177879
12303,9905,5770,5551,5791,6162,5326,4402,2220,708,45837
12401,13617,8085,7117,9569,10929,11161,10477,5237,1757,77950
12402,0,0,0,0,0,0,3,0,0,8
12403,34230,20815,24116,23596,19703,16246,12497,6092,2024,159310
12404,6891,4853,5959,4701,4773,4502,3401,2096,829,38002
12405,12063,7247,8619,7880,6902,6849,4675,1933,628,56790
12501,16518,13737,25621,16446,11038,9968,6306,2821,1092,103544
12502,14503,8514,9366,11629,9669,8986,6315,3571,1477,74024
12503,34575,22664,26432,22842,18924,16710,12144,6672,2852,163816
12504,28898,16309,30934,28922,15987,12934,9750,5936,2452,152128
12601,10440,6562,6842,8397,7206,6460,4994,2728,1209,54832
12602,23984,16722,25511,23590,17711,16274,12449,7042,3920,147202
12701,34662,19382,22244,21702,16927,14207,8881,3908,1179,143080
12702,34572,27276,25122,23288,25610,26474,19190,9592,4051,195172
12703,29769,18147,20641,20472,16980,14042,9182,4980,1966,136178
12801,20648,13386,14190,15203,16171,14811,11899,7656,3890,117865
12802,21764,13535,12152,15291,15642,13658,10979,6182,2542,111740
19797,0,0,0,0,0,0,0,0,0,0
19999,1260,1357,2187,1859,1678,1648,1055,277,49,11371
20101,21902,14504,15741,14392,14251,13656,12107,6773,2878,116201
20102,5043,2645,2608,3585,4600,5145,4575,2079,689,30975
20103,4125,2479,2355,2534,3654,4154,4352,2361,750,26759
20201,19389,12471,13979,12582,12136,12212,11096,6354,2812,103034
20202,8704,4611,4463,6101,7608,8128,7624,3923,1340,52500
20203,1968,1097,1027,1215,1603,2160,1887,899,371,12224
20301,4903,2475,2385,3131,3152,2896,2289,943,307,22483
20302,37090,26893,32338,27287,25859,24118,20738,12319,5340,211986
20303,17200,8541,9005,11854,11717,12569,13583,6650,2302,93417
20401,9613,6101,6040,6382,7638,9277,8764,4568,1622,60002
20402,7949,4789,4828,5081,6129,7116,6839,4093,1632,48454
20403,14093,8375,8716,9113,9705,10517,9363,4856,1745,76475
20501,10992,6125,7161,6589,6936,7599,7080,3953,1359,57775
20502,7307,4136,4389,4510,5626,7770,8702,4878,1518,48830
20503,11331,6090,6226,7392,8750,11542,12038,6106,2074,71548
20504,13658,8625,9789,8845,9304,10630,9318,5057,1948,77168
20505,7740,4688,5161,5195,5555,6652,6397,3101,1036,45525
20601,11619,10417,21846,15561,11163,8269,5590,3551,1854,89874
20602,8023,5387,10564,8777,7816,5591,3623,2306,1182,53270
20603,10376,8317,12396,10311,9435,7991,5602,2820,1461,68712
20604,10094,31487,52964,23165,11739,9233,6588,3141,1188,149601
20605,11629,8843,23122,18287,14680,11602,8052,4268,1468,101956
20606,5529,7027,17543,9668,6802,5886,5128,3515,1438,62539
20607,9683,9260,27093,15326,10373,8523,6265,3247,1288,91060
20701,26933,24255,21044,20408,23812,20747,15917,9829,4961,167900
20702,15716,10929,11449,13247,12510,12114,10197,8421,3807,98386
20703,16177,15592,16286,14215,14161,11831,9132,6292,3502,107187
20801,17682,12177,7912,11814,16260,14041,11081,6937,3422,101306
20802,27256,18760,23697,22987,21477,16955,13559,7592,4193,156469
20803,21734,12809,14549,17974,18452,15074,11578,7119,3404,122693
20804,6481,5769,6204,5375,5830,4796,3849,2560,1307,42162
20901,22430,13841,16254,18164,16921,14862,12694,7678,3400,126236
20902,14333,10763,18020,15112,12577,9727,6946,5050,2765,95299
20903,12433,8879,6015,8200,10593,9954,7072,3050,906,67105
20904,54300,30158,39618,40738,30640,24959,18646,9527,3439,252026
21001,10620,6835,6936,8213,8613,7191,6337,4844,2104,61687
21002,6875,3691,3020,4386,4939,4451,3491,1700,418,32969
21003,14739,9106,15141,12942,9447,7441,4939,3977,2805,80537
21004,8669,5343,6854,6225,5955,5513,3979,1834,689,45064
21005,47200,26949,34528,31844,23282,19715,12596,6151,1797,204071
21101,27118,18985,20226,22278,21558,20534,16008,8903,3539,159148
21102,4420,3821,1898,2789,4272,3820,2877,1735,749,26386
21103,20920,12869,14998,16781,15307,13555,10729,6543,2874,114579
21104,10935,7206,7442,9221,8593,6971,6188,4398,1983,62935
21105,28907,18020,19073,20308,21344,20163,16273,8503,2672,155256
21201,26793,14377,18610,17520,14493,11675,8722,4646,1493,118342
21202,26836,18085,18322,19428,18323,16492,11354,6024,2428,137287
21203,56214,29386,37361,38576,26931,19713,12305,5685,1779,227950
21204,32885,24111,33086,27822,22866,20781,17176,10518,4396,193644
21205,28404,26299,27994,24798,22637,19073,15737,11896,5990,182833
21301,32342,23593,29712,25432,23403,22022,17238,8959,3377,186067
21302,16186,8408,11195,13504,12418,10604,7780,4441,2064,86589
21303,13259,9001,19257,15258,10931,8225,5253,2669,1348,85209
21304,47629,24967,30609,33096,25099,17257,12804,5409,1565,198439
21305,74874,34675,52248,57834,31868,22475,14687,6174,1904,296748
21401,25833,15585,19076,19695,18983,16928,12919,7236,3017,139281
21402,27514,17256,14555,17834,22616,23203,24115,15833,6029,168948
21501,9869,5988,6896,6198,7280,9097,8082,4811,2123,60340
21502,10544,6455,7619,6720,7076,7383,6137,3505,1526,56972
21503,6612,3796,4503,4175,4431,5575,4945,2936,1297,38264
21601,6642,4110,3910,3906,4947,5730,5159,3205,1276,38889
21602,5053,2947,3055,3039,3661,4402,4581,2735,1050,30522
21603,13184,7939,8876,8147,8499,8472,7190,4253,1648,68206
21701,5919,3678,3532,3756,4688,5738,5411,2898,1184,36792
21703,6398,3905,4143,4060,4872,5753,5227,2972,1171,38497
21704,9488,5718,6237,6106,6714,7198,6448,3430,1445,52777
29797,0,0,6,16,3,14,4,0,0,38
29999,1143,1131,1819,1736,1393,1074,613,152,29,9089
30101,13673,8764,8163,9645,10070,9797,8071,3829,1362,73384
30102,16156,10600,8554,10856,12883,13089,11771,6947,2536,93394
30103,14638,8062,8498,11007,10990,8583,6307,3512,1455,73041
30201,8829,5668,6159,6861,6106,4980,3964,2462,1113,46125
30202,12948,8959,12114,11148,9643,7575,5683,3955,2304,74330
30203,6928,4977,8256,7164,5460,4484,3184,1722,804,42971
30204,11442,6716,8275,9081,8209,6973,5629,3394,1453,61171
30301,10121,6699,7688,8379,7470,5971,4360,2488,1100,54274
30302,11345,12290,16999,12224,9751,7412,5017,2872,1479,79394
30303,14944,11049,12187,12391,10100,7675,5821,3693,1501,79365
30304,7346,5229,6697,6335,5182,3953,2682,1702,781,39907
30305,15152,8129,10599,11575,8064,6579,4814,2144,830,67890
30306,9307,6468,8483,7665,5601,5225,4330,2258,856,50190
30401,6316,3782,3385,4773,4591,4166,3514,1773,717,33016
30402,10061,6034,3298,6538,7663,5673,4483,2818,1169,47733
30403,8817,11459,7974,7501,6526,4715,4032,2357,910,54285
30404,11137,7007,6615,8148,7902,5309,4270,2622,1171,54179
30501,7164,15169,24814,13856,9925,7772,5327,2505,934,87467
30502,7770,5811,7839,7518,6461,4583,2692,1181,513,44376
30503,13567,15025,22349,15451,13108,9604,6217,3366,1381,100063
30504,9954,10532,10481,8586,8420,5841,3932,1898,680,60333
30601,11219,6349,6309,8201,8925,7932,5688,2463,690,57774
30602,20029,12780,15420,14269,14395,12523,9627,4762,1698,105489
30603,6436,3584,3908,3792,4418,5486,4596,2298,815,35333
30604,1830,1047,1544,1484,1757,2025,1633,741,182,12252
30605,7470,4120,4295,4442,5570,6464,6043,3396,1113,42900
30701,9227,4935,5727,5256,5620,5765,4445,2456,806,44244
30702,8557,4873,4533,4649,5548,5882,4876,2886,1059,42862
30703,7212,4169,3947,4021,5186,6184,6190,3484,1128,41520
30801,6843,3596,4366,4247,3714,3337,1769,781,191,28849
30803,23771,14777,15307,15203,14927,15806,12260,6783,2528,121360
30804,3061,1623,1846,1941,1825,1880,1276,802,266,14513
30805,13647,7166,7833,8345,9062,8678,5715,2390,679,63515
30901,9585,7027,10647,9107,8899,8082,7194,4215,1638,66400
30902,9396,6001,7740,7710,7560,7448,6506,3548,1599,57511
30903,9165,7071,7874,7981,9289,9686,9735,6398,2187,69387
30904,3478,1942,1724,2514,3107,3192,2587,1273,299,20113
30905,7981,4377,3331,5217,5629,4254,3182,1564,494,36033
30906,13565,8295,8456,9786,9829,8312,6493,3737,1209,69688
30907,36362,20521,22771,23299,20944,15460,11571,5603,1519,158062
30908,9234,7177,7298,7517,7015,5773,5166,3287,1434,53903
30909,8912,9874,10408,7997,8100,7273,6036,4042,1834,64482
30910,4994,4944,7435,5731,5983,6135,5804,3335,849,45197
31001,16145,10787,12898,11511,9903,7989,5302,2997,1188,78711
31002,12350,7817,7232,7835,9137,9598,8144,4088,1095,67292
31003,24507,14817,16709,15281,14662,13167,9432,5365,1966,115913
31004,27853,14491,17299,16763,12159,8653,5303,2194,489,105202
31101,2682,1519,1406,1694,1992,2036,1937,1034,369,14674
31102,9547,5893,7181,5895,5553,4872,4180,2464,735,46316
31103,22242,13440,14586,12384,10765,9845,6552,2951,857,93622
31104,15335,8008,8275,8741,8488,6396,4325,1715,355,61638
31105,13380,8251,8861,8830,8016,6956,5902,3133,1122,64457
31106,17037,10424,10994,11254,9782,7953,7059,3505,1057,79066
31201,7160,3917,5949,5196,4902,4458,2645,1223,371,35821
31202,24498,14360,15641,16204,16395,16026,11007,5576,1979,121691
31203,3908,2667,3653,3229,3282,3124,2341,952,240,23382
31301,4195,2678,2122,2937,4126,6054,8433,5169,1366,37081
31302,17203,10271,11665,9892,9498,8453,7308,4072,1422,79787
31303,2411,1495,2114,2054,2005,1974,1836,776,232,14897
31304,14340,9369,8457,8941,9363,7979,6441,3335,987,69207
31305,9811,6429,5678,7358,9061,9110,8951,5310,2068,63771
31401,18640,11195,9403,12494,14336,11072,7923,3812,911,89786
31402,20910,11311,14034,14057,11021,7404,5394,2865,1070,88063
31403,7933,5131,5746,5720,5044,4346,3638,1741,546,39846
31501,7641,4329,5011,4136,4144,3668,2239,892,150,32207
31502,6866,4206,5215,4149,3689,3397,1781,878,197,30377
31503,3170,1732,2168,1924,2188,2705,1945,1012,389,17238
31601,10901,7717,6230,7345,8080,6720,6147,4052,1772,58956
31602,16472,10303,10519,11615,12515,12363,11763,7756,2999,96305
31603,8681,6416,8082,7715,8382,9380,8556,4620,1834,63673
31605,7712,4229,3643,5531,6601,6534,6910,4093,1406,46660
31606,10440,6233,6133,7001,8093,8541,7644,3824,1132,59039
31607,9625,5195,5645,6485,6719,6591,5469,3170,1094,49996
31608,4009,2276,1682,2673,3741,4147,3577,1679,435,24207
31701,31836,21303,21719,19577,19294,18465,16065,9907,3892,162059
31801,7370,4598,4258,4251,5253,5981,5411,3135,1213,41467
31802,36977,27867,27909,25204,24820,22528,16606,8267,2648,192820
31901,15496,9827,9746,9597,11383,13469,13426,8227,2632,93797
31902,8381,5081,4720,4728,6209,7607,7658,4102,1198,49678
31903,8798,5225,4912,5463,6874,8439,8085,4148,1204,53141
31904,9819,5711,5358,6091,7440,9324,10932,6752,2069,63492
31905,6997,4538,4067,4508,5811,7963,8555,4027,1159,47629
39797,0,16,49,64,45,5,3,0,0,183
39999,1437,1495,2649,2077,1929,2468,2124,444,44,14670
40101,1451,5953,6094,3161,2282,2284,2239,1140,425,25026
40102,14932,9369,8341,9865,11374,10767,9173,4406,1498,79723
40103,7751,5723,4192,5638,6223,5725,5543,3628,1609,46030
40104,8968,6499,7559,7477,7036,6366,5189,4132,1935,55173
40105,5345,4486,5758,4924,4568,4528,3885,2611,1377,37487
40106,5051,3735,4459,4209,3820,3747,2929,1526,818,30289
40107,5993,4480,4792,5040,5084,4688,4401,2599,1572,38641
40201,6898,4669,4498,4439,5101,5175,3689,2301,935,37709
40202,22745,13189,15826,12780,11397,10972,7320,4027,1676,99932
40203,13879,9138,14556,12456,8796,7217,5747,3495,1573,76855
40204,28242,18825,21090,20298,17543,16462,12681,6907,2497,144550
40205,16578,11181,11532,12824,12543,12039,10932,6593,2446,96660
40301,4635,3688,3746,4175,4531,5234,5218,2991,1482,35711
40302,15530,11356,14493,13569,11551,11501,10142,5399,2788,96326
40303,11379,8212,7011,8479,9100,8186,7158,4555,2205,66290
40304,31324,20266,21559,22726,22951,22546,20454,10803,3902,176533
40401,18012,13486,17921,15377,15290,15038,12135,7508,3676,118442
40402,9399,6959,8713,8125,8079,8637,6416,3058,1466,60848
40403,9416,8127,11575,9087,7792,7303,5505,3876,2385,65057
40501,6890,4063,3805,4517,5130,5582,4700,2412,872,37975
40502,3827,2089,2090,2226,2854,3687,3425,1844,658,22691
40503,4598,2818,2691,2683,3373,4210,3719,2245,826,27164
40504,3686,1988,2102,2304,2935,4581,5204,2903,948,26652
40601,10549,5841,6734,6425,7564,8195,6638,3760,1385,57092
40602,4820,2910,4146,3264,3199,3302,2320,1236,367,25560
40701,7624,4390,4085,4882,6338,8746,10913,6466,2144,55593
40702,11691,7214,7453,7738,8692,9376,8359,4570,1750,66851
40703,11502,7281,7839,7436,9002,10552,9963,5589,2096,71259
49797,0,0,0,3,5,0,0,0,0,12
49999,409,394,627,534,478,513,359,64,11,3377
50101,11018,4932,5544,7816,8001,7556,7420,3702,1332,57332
50102,20733,11881,12419,13649,14325,14330,11985,6102,2133,107549
50103,3941,2098,2006,2569,3216,3989,3684,1843,508,23863
50201,18829,11296,10886,11904,13147,14327,14903,9248,3095,107641
50301,12411,11171,6900,7729,9973,8870,7515,4980,2184,71735
50302,14993,12269,24325,18480,13375,11574,8897,4386,2226,110530
50401,13748,8849,13689,12929,10831,9712,8133,4621,1949,84462
50402,7415,4959,4921,5532,6223,6220,4995,2668,870,43792
50403,32349,18584,22634,22281,19239,16210,10400,4950,1678,148324
50501,29972,19371,16389,21444,22833,21801,18157,7877,2794,160641
50502,35594,22308,34023,31870,26057,22258,18519,12003,5514,208149
50503,45994,27267,28995,30810,28617,21721,14711,7781,2616,208506
50601,22087,10747,14140,15526,11039,9336,7019,3289,1006,94184
50602,11524,8848,15720,12221,9070,7947,5790,2880,1318,75312
50603,17649,14178,15390,14301,11957,10281,8341,4849,2191,99139
50604,26265,16250,17620,19859,16225,12945,10175,5162,1869,126376
50605,11358,6770,6450,7970,7889,7218,6227,3593,1292,58762
50606,8027,3719,4898,4782,4076,3405,2133,955,249,32242
50607,6247,5938,6604,5723,5276,5155,4773,2503,1233,43448
50701,22586,13694,17653,18277,15520,12579,9066,4655,1782,115824
50702,5972,4136,5303,5448,5556,5531,4455,2407,1107,39910
50703,10410,5642,7857,7718,5670,4134,2717,1314,416,45867
50704,18363,13069,11181,13737,14104,13415,12123,6774,3363,106127
50705,29431,16896,18324,18382,17886,15559,10901,6210,2083,135678
50901,11111,6236,6315,6934,8013,9084,8126,4420,1644,61880
50902,9297,5065,5560,6125,7536,9141,8072,3947,1196,55937
50903,3498,1721,1943,2226,2586,2989,2561,1351,471,19357
51001,8213,4411,6066,5272,4658,3773,1958,607,139,35092
51002,5461,2682,5394,4851,3497,2645,716,157,39,25443
51003,7365,3005,5629,5841,4161,2611,775,186,19,29594
51101,3111,1632,1852,1905,2190,2219,1705,1039,315,15970
51102,1740,976,1432,1271,1335,1322,953,410,90,9537
51103,7982,4738,6379,5744,5261,4655,2404,871,236,38267
51104,10312,5883,6293,6665,7469,7731,6302,3224,1108,54981
59797,0,42,116,170,109,62,18,0,0,514
59999,772,820,1512,1543,1313,1144,758,155,30,8055
60101,4395,2467,2838,2452,2414,2196,1838,809,186,19589
60102,10206,6140,8430,7616,7057,7423,6679,3976,1630,59161
60103,9704,6497,10605,7485,6567,6840,5472,3449,1395,58008
60104,6711,4127,4761,4838,4720,4373,4095,2257,756,36641
60105,7353,7073,10765,6997,6634,6314,5691,3022,1331,55163
60106,3206,1829,2356,2272,2267,2794,2373,1087,336,18515
60201,14866,10734,13036,10529,10755,10249,9085,5725,2357,87345
60202,3884,2365,2340,2433,3138,4061,3719,1836,474,24254
60203,6268,3619,3919,4015,5066,6625,6134,3042,912,39600
60301,2067,1407,1264,1433,1723,2096,1630,679,148,12440
60302,3613,1940,2054,2523,2901,3599,3250,1438,388,21707
60303,761,466,700,708,862,1538,1608,750,200,7582
60401,8402,5566,5557,5374,6280,7296,6334,3834,1386,50028
60402,7887,4925,5689,5086,6206,7000,6625,3680,1196,48293
60403,3177,1706,2111,1993,2403,2787,2304,1049,306,17841
69797,0,0,4,4,7,0,0,0,0,19
69999,129,215,228,198,203,199,163,31,3,1377
70101,3700,3049,6943,4447,3350,2894,1775,705,182,27044
70102,11390,6260,9330,8561,7070,5791,4128,1770,397,54701
70103,3798,2617,2813,3019,3388,2875,1794,582,97,20983
70104,9393,4777,6870,6076,4591,3079,1676,556,159,37176
70201,7803,4511,6930,5614,4588,3975,2126,735,202,36471
70202,1255,788,989,698,615,553,301,81,14,5287
70203,3543,2512,2662,2142,2020,1643,987,264,31,15805
70204,3165,2200,2221,2100,1543,1067,400,90,15,12798
70205,4393,2974,3459,2561,2196,1759,996,335,64,18739
79797,0,15,23,22,19,17,0,0,0,99
79999,446,276,661,573,591,579,318,49,7,3500
80101,19259,13824,18425,15972,12556,10035,9242,5077,1667,106061
80103,161,248,383,312,281,269,176,85,16,1934
80104,20229,10717,16292,16485,11141,6503,4136,1797,374,87682
80105,7323,13554,13276,8288,6535,5293,3766,2080,1069,61188
80106,4335,3482,5409,4417,4238,3874,3241,1758,842,31592
80107,17189,10468,12184,12208,11728,11734,8855,3815,1281,89461
80108,4811,2547,2632,3455,3453,2587,2559,1898,683,24630
80109,6766,4307,6008,5539,5028,4363,3311,2734,1221,39279
80110,2667,1232,2937,2511,1088,587,312,84,22,11435
80111,156,73,90,102,85,75,40,11,4,625
89797,0,0,0,0,0,0,0,0,0,0
89999,50,148,108,104,77,78,34,10,4,605
90101,285,127,319,271,263,210,178,32,4,1692
90102,130,49,65,85,53,111,63,33,11,593
90103,65,42,32,35,47,37,27,16,0,310
90104,351,186,154,250,297,409,319,174,50,2188
99797,0,0,0,0,0,0,0,0,0,0
99999,0,0,4,0,0,3,0,0,0,11
