SA3_CODE_2021,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
40303,83,1983,59,2113,108,1823,63,1991,216,3143,144,3502,415,3531,120,4066,631,3686,115,4434,805,3047,117,3971,553,2680,96,3328,274,1783,85,2143,95,701,66,861,3176,22373,856,26404,104,1951,41,2094,122,1837,47,2017,289,3092,133,3511,626,3687,93,4413,1050,3516,98,4673,1275,2850,91,4212,792,2936,98,3832,338,1975,109,2417,71,1188,84,1350,4676,23035,804,28509,180,3929,95,4207,232,3665,110,4003,499,6230,275,7011,1047,7213,216,8479,1681,7206,211,9100,2077,5896,209,8186,1343,5619,196,7158,612,3754,185,4555,167,1885,149,2205,7849,45411,1656,54914
40304,227,4819,253,5308,292,4594,233,5118,758,9389,540,10689,1184,9209,538,10933,1554,9212,512,11278,1705,8562,465,10731,1339,7892,412,9634,624,4157,285,5070,160,1235,155,1545,7838,59070,3394,70308,282,4479,253,5007,371,4266,202,4836,1169,9261,444,10873,2086,9223,485,11794,2606,8637,431,11671,2812,8567,435,11817,1957,8427,429,10817,718,4633,380,5733,84,1973,292,2355,12087,59463,3352,74900,506,9295,507,10310,659,8864,440,9957,1924,18647,987,21559,3272,18434,1018,22726,4162,17840,942,22951,4517,17130,894,22546,3299,16323,840,20454,1348,8786,667,10803,241,3210,451,3902,19932,118537,6740,145208
40401,124,2788,151,3063,197,3498,191,3884,558,7929,454,8941,777,6449,329,7558,1137,6038,333,7509,1332,5637,311,7278,750,4628,199,5573,389,2781,169,3338,148,1171,94,1402,5407,40907,2232,48541,166,2499,101,2770,276,3334,164,3769,781,7817,382,8977,1171,6344,306,7823,1743,5782,266,7784,2039,5477,248,7766,1187,5136,237,6558,475,3468,226,4175,98,2033,136,2266,7936,41882,2071,51885,294,5286,254,5834,469,6834,348,7654,1345,15744,837,17921,1948,12793,634,15377,2877,11816,599,15290,3372,11113,562,15038,1934,9761,436,12135,862,6250,400,7508,242,3201,226,3676,13342,82793,4295,100427
40402,56,1476,89,1627,119,1737,109,1969,275,3863,249,4387,393,3367,225,3988,530,3186,216,3927,659,3410,214,4279,384,2566,146,3091,134,1119,86,1343,50,435,40,530,2590,21168,1373,25130,71,1359,63,1501,149,1634,87,1875,419,3709,200,4330,672,3254,215,4136,864,3118,162,4150,1006,3177,172,4360,545,2607,162,3320,178,1428,108,1716,51,835,54,937,3957,21128,1231,26320,129,2838,158,3124,269,3369,195,3839,692,7576,445,8713,1060,6620,446,8125,1390,6306,379,8079,1664,6591,382,8637,932,5172,304,6416,315,2546,193,3058,98,1276,96,1466,6549,42296,2607,51451
40403,87,1396,55,1532,116,2253,97,2466,276,5286,276,5846,455,3963,200,4620,602,3154,161,3915,665,2821,144,3632,384,2092,94,2570,186,1345,80,1612,84,771,38,897,2866,23075,1154,27085,72,1442,48,1560,149,2318,98,2559,422,5093,217,5731,606,3710,156,4468,865,2905,104,3883,1059,2500,110,3669,567,2285,81,2937,280,1863,121,2264,71,1319,91,1484,4095,23431,1027,28550,157,2839,94,3091,267,4569,198,5027,703,10379,492,11575,1064,7676,355,9087,1469,6058,268,7792,1726,5320,253,7303,949,4379,176,5505,470,3202,202,3876,160,2090,128,2385,6957,46502,2179,55643
40501,52,1056,79,1192,58,826,49,936,96,1700,102,1896,223,1806,141,2162,349,2002,141,2500,377,2244,143,2768,311,1917,121,2353,127,968,66,1165,42,274,31,353,1637,12804,892,15335,60,937,63,1064,52,779,37,870,202,1608,93,1908,415,1829,107,2354,534,1955,147,2633,661,2028,122,2816,414,1816,115,2343,144,1030,77,1249,26,456,44,523,2502,12439,818,15755,114,1992,151,2258,111,1613,88,1808,298,3307,197,3805,636,3634,248,4517,882,3961,292,5130,1042,4274,272,5582,731,3738,237,4700,268,2003,145,2412,62,727,82,872,4144,25235,1708,31084
40502,24,499,68,589,17,428,43,488,75,894,73,1051,109,883,76,1070,165,1114,117,1405,271,1483,120,1875,218,1436,115,1774,94,735,72,899,28,210,24,261,1012,7687,709,9411,29,502,51,590,24,363,35,422,125,842,79,1042,203,881,68,1150,304,1060,87,1451,408,1262,140,1815,268,1280,101,1655,99,761,81,942,17,339,46,396,1489,7288,680,9452,62,1007,115,1181,44,790,75,907,201,1739,151,2090,319,1763,142,2226,471,2177,201,2854,686,2746,253,3687,486,2721,224,3425,192,1498,150,1844,46,542,75,658,2498,14977,1387,18864
40503,48,643,72,759,52,629,52,731,96,1150,96,1338,137,1035,115,1294,237,1279,122,1649,317,1664,147,2128,249,1506,112,1868,120,836,106,1060,24,262,44,332,1282,9008,857,11147,29,621,65,719,45,532,35,614,152,1095,106,1353,283,1008,103,1389,395,1208,121,1731,495,1474,107,2080,314,1423,114,1853,122,943,120,1190,11,440,48,499,1854,8750,812,11415,80,1269,134,1476,98,1163,85,1339,245,2243,205,2691,420,2045,213,2683,636,2494,243,3373,817,3139,249,4210,568,2927,229,3719,246,1781,221,2245,34,704,97,826,3134,17756,1669,22565
40504,34,493,67,594,29,408,43,478,81,889,84,1054,130,905,95,1130,204,1107,127,1438,335,1772,186,2292,319,2155,188,2664,144,1196,147,1487,31,299,66,391,1308,9217,998,11526,27,385,54,462,44,379,26,448,129,845,68,1046,213,882,83,1180,347,1061,98,1499,531,1609,150,2293,415,1941,180,2539,166,1106,141,1420,15,443,96,556,1892,8651,896,11442,63,874,120,1058,72,790,66,926,215,1732,153,2102,342,1784,181,2304,545,2167,223,2935,872,3381,336,4581,736,4099,367,5204,314,2307,284,2903,46,740,160,948,3200,17874,1894,22965
40601,72,1396,134,1606,69,1224,138,1439,201,2851,298,3349,313,2573,315,3206,481,2943,401,3822,612,3280,323,4210,369,2813,240,3420,197,1412,170,1780,58,439,69,566,2377,18930,2088,23394,78,1226,157,1463,96,1142,97,1332,349,2777,254,3382,522,2451,242,3216,760,2709,274,3736,887,2842,260,3984,519,2476,227,3217,213,1591,175,1974,38,671,107,823,3458,17887,1797,23145,152,2627,293,3070,167,2370,236,2769,555,5631,554,6734,836,5024,562,6425,1244,5649,673,7564,1496,6116,586,8195,879,5290,467,6638,409,3006,344,3760,103,1114,172,1385,5837,36814,3888,46538
40602,42,604,118,762,46,587,153,791,120,1556,538,2212,137,1252,375,1763,173,1187,280,1635,190,1376,213,1784,128,942,142,1212,48,518,96,662,14,113,31,161,895,8137,1944,10975,36,519,99,652,56,566,73,701,214,1510,212,1932,219,1139,139,1501,275,1103,182,1560,284,1084,154,1521,168,827,114,1112,57,455,61,573,7,176,25,214,1325,7382,1053,9761,73,1122,219,1421,97,1160,226,1487,332,3065,745,4146,361,2393,517,3264,451,2290,456,3199,472,2463,363,3302,302,1763,251,2320,106,974,160,1236,22,290,53,367,2217,15519,3002,20736
40701,59,1140,92,1290,66,831,52,953,155,1687,121,1962,277,1922,141,2339,446,2463,182,3095,674,3194,251,4116,679,4257,267,5199,431,2599,207,3236,94,740,79,906,2882,18833,1389,23100,79,1079,74,1226,70,800,55,925,255,1741,120,2122,436,1982,123,2544,775,2316,158,3247,1189,3219,215,4627,1032,4408,276,5713,384,2629,215,3229,80,1013,137,1236,4303,19189,1374,24871,138,2214,168,2518,139,1625,105,1873,417,3429,239,4085,715,3902,265,4882,1220,4780,341,6338,1864,6408,468,8746,1709,8665,537,10913,809,5232,430,6466,176,1756,217,2144,7185,38016,2770,47972
40702,98,1753,186,2034,97,1505,173,1774,252,3133,436,3829,344,3048,457,3848,520,3440,444,4410,669,3688,376,4731,466,3524,338,4322,216,1698,223,2139,77,513,90,676,2735,22306,2718,27761,93,1593,153,1840,117,1331,117,1566,360,3039,230,3631,624,3024,247,3896,849,3185,260,4285,1031,3342,265,4640,660,3118,258,4036,261,1917,264,2436,57,850,170,1069,4053,21386,1956,27400,191,3345,336,3876,217,2832,290,3339,618,6175,668,7453,968,6068,706,7738,1366,6622,701,8692,1698,7038,643,9376,1124,6640,596,8359,475,3612,480,4570,127,1368,252,1750,6791,43694,4676,55163
40703,100,1731,209,2045,103,1570,192,1864,286,3213,540,4038,376,2934,540,3849,586,3512,442,4535,755,4123,418,5296,596,4135,409,5143,306,2190,252,2744,79,685,82,851,3190,24089,3090,30367,126,1490,175,1788,129,1340,109,1580,469,3064,269,3803,624,2699,257,3578,920,3232,308,4463,1219,3717,318,5254,816,3633,373,4824,333,2252,265,2849,45,1074,134,1247,4670,22512,2206,29386,228,3222,387,3831,236,2912,297,3448,748,6279,815,7839,1002,5635,797,7436,1505,6741,754,9002,1973,7842,739,10552,1414,7772,778,9963,635,4440,510,5589,126,1752,218,2096,7859,46599,5295,59757
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12
49999,9,50,14,74,6,78,27,108,23,216,88,320,24,169,95,289,28,176,95,299,20,194,102,311,17,149,46,214,4,24,5,40,4,0,0,7,138,1055,470,1668,13,76,19,112,13,75,19,95,32,196,74,305,32,131,82,245,23,111,45,178,29,143,27,197,23,101,17,141,4,20,4,26,0,4,0,10,166,850,288,1306,24,131,33,186,19,153,39,206,56,406,165,627,61,294,176,534,53,280,146,478,49,331,130,513,35,259,60,359,11,50,11,64,4,10,6,11,307,1907,763,2975
50101,55,1449,118,1623,35,906,63,1002,116,2286,296,2701,247,3030,350,3624,375,3178,379,3940,464,2855,257,3580,355,3072,221,3640,207,1490,131,1829,56,402,60,520,1912,18661,1878,22448,66,1265,117,1450,35,748,70,857,206,2424,212,2843,512,3424,260,4193,706,3119,238,4069,829,2947,210,3979,570,2988,225,3781,230,1489,163,1877,50,679,80,814,3210,19084,1571,23859,122,2716,235,3074,69,1655,132,1856,318,4712,509,5544,761,6457,606,7816,1080,6301,620,8001,1295,5800,467,7556,926,6054,442,7420,433,2977,294,3702,112,1076,144,1332,5121,37746,3448,46314
50102,144,2984,221,3345,113,2366,225,2693,324,5075,671,6068,573,5424,706,6713,759,5568,656,6976,925,5553,526,7002,654,4891,417,5962,310,2344,225,2880,75,641,141,857,3863,34845,3792,42497,173,2918,200,3289,137,2237,173,2544,593,5347,403,6350,1058,5515,363,6941,1363,5624,359,7348,1668,5299,356,7323,968,4701,359,6023,372,2546,304,3216,56,987,238,1285,6387,35184,2757,44325,316,5898,419,6638,251,4597,396,5246,913,10426,1077,12419,1633,10947,1073,13649,2123,11193,1017,14325,2594,10856,885,14330,1619,9588,774,11985,675,4891,530,6102,130,1628,373,2133,10251,70032,6549,86826
50103,25,547,50,622,26,410,35,473,62,808,111,985,125,963,121,1207,189,1222,187,1601,241,1536,151,1929,201,1544,152,1900,87,763,93,942,24,183,23,226,977,7978,917,9879,34,524,72,629,31,312,37,379,109,850,67,1023,228,1020,113,1359,317,1168,137,1619,391,1519,156,2061,253,1411,125,1789,110,704,84,903,14,245,34,286,1476,7749,810,10042,62,1071,120,1248,54,722,75,851,173,1661,175,2006,352,1977,235,2569,506,2388,323,3216,625,3059,301,3989,453,2960,275,3684,198,1465,177,1843,38,420,53,508,2460,15729,1733,19922
50201,139,2686,192,3015,137,2278,208,2623,297,4396,484,5171,464,4599,588,5653,632,5111,573,6312,820,5487,461,6760,774,5968,424,7166,473,3694,332,4504,141,982,176,1301,3878,35200,3434,42513,146,2624,206,2971,190,2313,183,2686,557,4802,359,5715,919,4955,379,6255,1237,5222,376,6833,1611,5606,350,7565,1220,6146,364,7731,522,3810,413,4746,108,1358,329,1794,6516,36836,2946,46298,285,5311,395,5986,323,4590,394,5306,849,9197,837,10886,1388,9552,967,11904,1873,10332,947,13147,2434,11088,809,14327,1999,12116,788,14903,993,7508,745,9248,248,2340,506,3095,10395,72036,6380,88811
50301,105,2767,97,2969,131,2397,101,2630,164,3078,246,3489,279,3107,197,3584,587,3982,177,4747,767,3341,164,4270,500,2942,162,3601,248,1954,151,2355,97,684,91,865,2886,24247,1382,28511,143,2718,115,2978,154,2319,118,2595,249,2983,179,3416,493,3516,133,4147,1123,3955,152,5224,1341,3098,159,4597,832,2913,170,3918,396,2045,183,2621,94,1057,165,1314,4830,24605,1379,30813,249,5484,212,5947,288,4714,224,5224,419,6060,430,6900,769,6624,333,7729,1708,7933,330,9973,2109,6440,319,8870,1335,5853,329,7515,647,3998,328,4980,189,1737,255,2184,7718,48849,2756,59324
50302,92,1890,84,2058,139,3251,318,3710,460,10494,1114,12067,576,8365,700,9647,756,5569,504,6826,901,4533,419,5852,536,3557,323,4417,216,1666,208,2083,70,599,108,778,3744,39921,3776,47440,68,1997,98,2165,192,3817,326,4333,583,10864,803,12257,824,7539,471,8827,1148,5104,299,6550,1398,4068,253,5719,762,3451,276,4484,252,1854,196,2302,75,1201,182,1452,5299,39892,2898,48092,158,3893,177,4225,325,7069,648,8043,1042,21364,1922,24325,1399,15905,1175,18480,1902,10668,803,13375,2304,8604,671,11574,1300,7001,596,8897,468,3516,400,4386,145,1798,288,2226,9041,79817,6675,95536
50401,90,1828,93,2002,135,2255,163,2554,363,5944,470,6774,517,5558,406,6481,681,4372,317,5369,698,3812,268,4775,457,3194,172,3832,231,1772,141,2142,72,550,71,698,3232,29285,2107,34620,95,1679,87,1859,139,2166,125,2430,496,6075,353,6920,766,5381,308,6451,1050,4167,248,5460,1138,3612,187,4934,718,3439,146,4302,257,2038,177,2477,50,1071,137,1249,4712,29620,1764,36095,183,3508,177,3865,270,4418,290,4982,855,12014,819,13689,1281,10934,718,12929,1729,8541,561,10831,1834,7425,454,9712,1170,6635,325,8133,491,3809,320,4621,121,1618,211,1949,7940,58905,3875,70713
50402,66,1225,82,1369,67,1028,230,1324,119,1852,795,2763,195,1989,749,2932,346,2325,507,3173,420,2391,326,3139,283,2015,147,2451,158,1020,105,1284,36,259,58,356,1688,14098,3001,18784,66,1134,59,1260,66,890,46,1002,211,1819,119,2155,375,2106,115,2600,650,2276,121,3050,729,2221,123,3073,476,1956,111,2548,171,1112,100,1386,23,375,109,514,2775,13899,917,17590,125,2362,141,2630,133,1914,278,2331,331,3675,912,4921,569,4099,865,5532,992,4598,628,6223,1157,4612,451,6220,765,3973,258,4995,328,2132,210,2668,62,633,165,870,4468,27992,3921,36378
50403,209,4424,255,4885,191,4222,278,4696,605,9394,820,10820,893,9428,769,11092,1012,7696,671,9382,913,6559,479,7946,552,4266,250,5074,267,1914,159,2345,61,514,102,678,4704,48409,3793,56904,257,3956,234,4442,287,4000,274,4559,1047,10026,742,11813,1498,9092,601,11189,1672,7697,486,9855,1691,6239,339,8263,822,4242,275,5332,300,2100,209,2605,39,828,139,997,7598,48182,3291,59069,462,8376,487,9326,476,8226,553,9260,1655,19418,1562,22634,2386,18521,1368,22281,2679,15393,1165,19239,2603,12800,812,16210,1374,8507,521,10400,565,4015,371,4950,99,1336,237,1678,12304,96585,7084,115971
50501,183,5035,149,5365,193,4440,191,4822,377,7294,450,8116,750,9160,550,10457,1180,9478,575,11225,1461,8534,434,10433,1136,7416,290,8847,394,3165,188,3747,112,848,91,1044,5783,55363,2916,64062,187,4625,144,4953,239,3861,123,4226,530,7402,337,8275,1278,9394,313,10989,2080,9226,306,11604,2454,8628,287,11373,1566,7464,283,9311,461,3436,238,4135,88,1478,179,1750,8881,55510,2209,66606,368,9655,292,10317,430,8305,315,9052,907,14694,795,16389,2025,18556,857,21444,3261,18700,875,22833,3918,17166,724,21801,2708,14877,578,18157,853,6597,429,7877,195,2328,266,2794,14664,110874,5122,130669
50502,220,4864,225,5315,284,5227,401,5906,744,14433,1276,16452,1122,13504,1119,15746,1560,10539,759,12859,1591,8594,536,10723,1026,7011,374,8413,560,4362,334,5257,233,1661,205,2093,7333,70201,5229,82764,228,4475,245,4947,360,5441,337,6140,1146,15375,1053,17572,1755,13545,820,16124,2449,10207,542,13195,2684,8411,441,11536,1804,7818,478,10103,804,5494,459,6750,164,2945,314,3425,11387,73716,4687,89795,445,9344,472,10259,643,10668,740,12049,1886,29805,2329,34023,2876,27048,1942,31870,4011,20746,1301,26057,4275,17007,980,22258,2829,14834,854,18519,1362,9856,789,12003,389,4604,514,5514,18721,143912,9922,172558
50503,250,6484,362,7097,289,6132,422,6846,651,12229,968,13848,1100,12832,959,14889,1358,11770,906,14029,1125,8883,641,10647,732,5915,311,6962,406,2935,231,3570,102,778,150,1024,6020,67955,4941,78914,315,6111,335,6765,375,5876,311,6559,1294,13130,715,15137,2046,13196,677,15918,2283,11722,584,14585,2010,8657,402,11075,1133,6276,344,7753,392,3492,330,4214,73,1254,261,1592,9920,69712,3968,83602,568,12594,693,13859,666,12004,736,13403,1939,25364,1688,28995,3142,26028,1634,30810,3642,23491,1484,28617,3135,17538,1041,21721,1867,12190,653,14711,801,6423,560,7781,175,2035,411,2616,15937,137671,8903,162511
50601,129,2413,181,2721,102,2379,192,2667,379,5821,507,6711,682,6518,506,7707,569,4593,411,5572,535,3727,313,4577,382,2778,151,3306,157,1321,108,1589,50,324,59,426,2985,29869,2417,35273,134,2385,163,2684,169,2347,164,2680,723,6288,416,7429,1078,6345,392,7815,1018,4175,279,5471,931,3610,210,4755,571,2989,152,3710,188,1377,133,1703,28,467,89,581,4845,29970,2000,36821,254,4799,345,5404,270,4725,353,5350,1107,12108,920,14140,1762,12864,904,15526,1586,8759,690,11039,1472,7340,528,9336,949,5763,302,7019,352,2698,240,3289,79,784,142,1006,7829,59845,4422,72096
50602,69,1419,117,1599,119,2477,273,2868,342,6975,692,8001,435,5388,544,6363,490,3818,409,4720,523,3295,316,4138,326,2298,197,2823,128,1105,100,1330,43,387,66,499,2467,27154,2723,32341,69,1363,90,1526,161,2494,200,2859,473,6698,540,7712,601,4870,390,5860,727,3371,257,4350,801,2782,225,3809,482,2323,166,2973,148,1263,140,1551,26,673,122,819,3485,25837,2129,31450,135,2782,204,3126,281,4968,474,5725,815,13674,1231,15720,1036,10256,928,12221,1214,7182,672,9070,1324,6072,546,7947,802,4622,360,5790,271,2365,240,2880,69,1064,189,1318,5949,52992,4851,63786
50603,124,2820,110,3056,188,3863,284,4335,376,7045,631,8055,541,6027,424,6990,642,5024,318,5985,635,4055,245,4934,487,3286,146,3918,236,1795,159,2186,77,597,138,809,3297,34514,2455,40263,150,2745,120,3017,190,3364,213,3773,460,6383,494,7335,812,6169,333,7309,1007,4732,228,5976,1100,4047,198,5344,761,3492,165,4423,335,2088,244,2667,54,1021,306,1385,4874,34046,2303,41222,277,5564,233,6072,377,7227,503,8103,835,13429,1126,15390,1356,12198,754,14301,1646,9758,546,11957,1737,8096,449,10281,1249,6781,311,8341,562,3883,398,4849,126,1623,442,2191,8166,68558,4765,81486
50604,156,3643,251,4043,190,3852,371,4420,531,7176,1058,8758,828,8322,987,10134,877,6714,689,8278,681,5292,391,6373,564,4149,238,4954,274,1969,152,2388,53,552,116,717,4148,41657,4252,50056,188,3351,214,3753,263,3522,253,4035,754,7468,646,8866,1270,7903,555,9731,1369,6176,405,7942,1270,5048,258,6571,839,4117,260,5225,287,2269,219,2770,56,917,187,1156,6286,40774,2995,50054,345,6990,461,7795,451,7373,628,8452,1279,14638,1705,17620,2092,16226,1545,19859,2240,12884,1092,16225,1953,10345,647,12945,1411,8271,500,10175,558,4232,369,5162,103,1464,302,1869,10431,82431,7247,100107
50605,70,1698,72,1845,74,1529,101,1705,177,2729,229,3137,352,3307,249,3904,472,3222,231,3919,486,2829,210,3531,412,2424,125,2962,197,1386,97,1686,50,430,55,539,2289,19567,1370,23227,88,1584,85,1759,103,1299,58,1460,307,2844,166,3315,541,3349,173,4066,802,3013,149,3963,865,2680,144,3689,567,2574,127,3266,242,1532,126,1902,32,640,81,750,3540,19515,1117,24174,161,3291,160,3608,175,2831,163,3163,481,5577,389,6450,896,6654,423,7970,1268,6231,384,7889,1353,5508,350,7218,977,4996,249,6227,433,2924,229,3593,83,1069,137,1292,5832,39082,2488,47399
50606,43,855,59,964,33,779,64,867,88,1963,225,2276,194,1934,277,2407,186,1641,234,2067,213,1338,151,1699,110,884,88,1081,66,397,35,500,7,90,14,113,950,9892,1142,11974,41,930,41,1013,52,775,52,872,252,2243,134,2620,316,1945,111,2376,372,1549,91,2012,352,1277,71,1704,172,835,48,1054,50,369,36,455,5,114,12,138,1620,10028,587,12239,82,1784,104,1975,84,1555,112,1741,339,4206,351,4898,511,3875,386,4782,563,3191,320,4076,562,2613,225,3405,284,1718,133,2133,122,762,69,955,18,208,25,249,2565,19916,1734,24215
50607,54,1275,43,1370,58,1575,90,1729,128,2944,232,3307,191,2458,149,2796,299,2088,144,2538,415,1851,123,2388,264,1881,116,2263,92,928,101,1121,33,326,79,439,1541,15332,1078,17954,62,989,45,1098,111,1555,73,1741,164,2961,174,3302,327,2456,137,2925,534,2099,108,2739,663,1989,121,2771,483,1878,138,2508,171,1071,140,1382,44,577,165,794,2562,15578,1114,19254,116,2267,84,2471,166,3133,166,3465,291,5907,406,6604,519,4908,293,5723,831,4189,253,5276,1074,3841,245,5155,752,3767,256,4773,266,1996,245,2503,82,905,249,1233,4101,30912,2193,37202
50701,132,2977,147,3256,155,3269,200,3626,408,7574,556,8536,642,7804,596,9047,828,6443,428,7706,832,4939,298,6072,497,3617,219,4332,265,1747,192,2210,66,503,116,684,3834,38877,2754,45466,138,2862,122,3117,223,3295,168,3696,640,8057,425,9119,1170,7712,353,9228,1475,6072,274,7822,1410,4856,244,6511,750,3759,226,4736,243,1965,242,2446,46,835,213,1097,6104,39407,2263,47774,273,5837,263,6378,383,6570,368,7320,1043,15631,981,17653,1813,15513,950,18277,2304,12513,704,15520,2241,9798,542,12579,1253,7367,446,9066,512,3708,436,4655,119,1340,325,1782,9937,78285,5019,93241
50702,41,872,50,963,61,875,70,1005,124,2169,252,2541,204,2264,217,2681,341,2138,232,2714,447,2085,174,2703,293,1738,108,2141,133,914,78,1118,45,340,54,436,1689,13387,1227,16298,54,917,45,1016,76,998,84,1154,179,2385,199,2759,346,2268,152,2765,602,2103,138,2848,769,1944,111,2829,451,1745,119,2313,149,1042,92,1287,35,534,103,668,2659,13933,1044,17638,94,1790,91,1982,136,1874,151,2156,309,4553,448,5303,555,4529,368,5448,948,4234,377,5556,1211,4029,282,5531,738,3481,230,4455,276,1953,172,2407,78,874,157,1107,4353,27321,2269,33939
50703,48,1204,131,1385,71,1299,242,1609,172,3044,770,3988,297,3100,621,4018,269,2338,348,2950,222,1641,163,2031,143,1052,105,1301,72,519,34,628,11,146,23,179,1314,14354,2424,18092,74,1074,87,1230,73,1258,80,1413,368,3277,215,3861,481,3025,192,3693,477,2103,135,2719,416,1579,104,2106,219,1120,75,1416,74,570,44,685,6,208,22,236,2193,14221,953,17364,122,2275,217,2620,146,2559,314,3020,542,6327,984,7857,780,6124,808,7718,747,4440,483,5670,641,3222,268,4134,362,2177,183,2717,140,1089,76,1314,17,354,43,416,3505,28571,3378,35457
50704,123,3099,104,3325,141,2920,133,3197,264,4931,298,5497,511,5616,334,6463,845,5561,296,6704,1079,4935,287,6295,808,4660,214,5675,374,2577,178,3128,143,985,134,1261,4296,35280,1970,41551,159,3076,133,3370,211,2844,120,3175,359,5053,270,5682,857,6175,239,7274,1455,5725,221,7401,1820,5083,217,7119,1237,4986,219,6442,451,2986,211,3645,104,1758,241,2102,6651,37686,1874,46216,284,6178,233,6691,347,5766,259,6374,622,9989,566,11181,1376,11793,570,13737,2297,11279,521,14104,2900,10020,500,13415,2044,9643,435,12123,829,5565,381,6774,249,2740,376,3363,10944,72968,3851,87766
