SA3_CODE_2021,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
40304,0,42,4963,5010,77,559,4049,4682,2678,2802,4290,9772,5354,1809,2948,10114,5886,1448,3132,10470,6154,1019,2740,9915,6279,468,2079,8831,3373,143,1106,4624,724,24,455,1195,30528,8316,25770,64609,0,54,4615,4675,156,911,3360,4427,3633,2995,3559,10185,6091,1851,3229,11172,6101,1334,3632,11072,6324,911,3811,11045,5950,435,3637,10025,2477,110,2575,5165,340,12,1233,1584,31071,8619,29651,69338,0,94,9583,9686,239,1471,7402,9115,6310,5794,7845,19956,11444,3658,6176,21283,11987,2784,6769,21542,12479,1926,6554,20960,12229,908,5716,18854,5849,254,3682,9788,1061,36,1686,2778,61597,16934,55420,133955
40401,0,12,2902,2919,46,304,3263,3616,2144,1874,4254,8272,4131,992,1920,7039,3893,798,2337,7029,3953,579,2213,6741,3408,303,1482,5194,2174,72,777,3021,648,16,463,1129,20395,4958,19615,44957,0,20,2624,2648,123,446,2919,3490,3021,2011,3351,8379,4327,1029,2073,7427,4030,750,2616,7387,3893,605,2852,7352,3303,228,2566,6100,1653,50,2036,3737,275,11,1288,1566,20620,5149,22325,48097,4,34,5524,5567,170,751,6189,7105,5168,3886,7602,16653,8457,2021,3995,14469,7921,1543,4956,14420,7848,1191,5066,14096,6714,531,4052,11290,3824,126,2814,6763,920,32,1746,2697,41013,10104,41933,93060
40402,0,14,1512,1530,20,155,1630,1806,982,911,2132,4025,1840,573,1248,3661,1830,489,1297,3608,1975,417,1549,3934,1641,163,1030,2831,722,43,418,1184,208,6,175,394,9218,2768,10995,22983,0,12,1408,1426,73,273,1395,1748,1384,986,1680,4054,2013,587,1278,3880,1928,484,1508,3924,1913,402,1757,4070,1427,137,1503,3073,554,32,953,1535,99,8,564,668,9397,2933,12046,24375,0,27,2923,2956,99,433,3025,3558,2372,1895,3811,8079,3854,1158,2530,7542,3759,970,2805,7537,3884,826,3304,8003,3065,300,2532,5902,1279,70,1370,2722,304,12,739,1056,18619,5698,23036,47356
40403,0,9,1407,1418,37,201,2064,2303,1472,1148,2814,5435,2532,571,1229,4329,2062,407,1192,3663,1861,272,1223,3361,1459,142,785,2387,991,46,390,1431,435,4,280,720,10850,2802,11395,25047,0,21,1380,1409,125,271,1985,2380,1931,1220,2236,5387,2657,545,1068,4268,2050,401,1257,3713,1807,232,1418,3460,1372,121,1245,2733,840,30,1135,2005,196,0,794,994,10977,2847,12521,26353,3,31,2792,2825,164,473,4048,4683,3398,2367,5056,10824,5187,1116,2297,8602,4108,811,2452,7377,3663,508,2643,6818,2831,261,2028,5124,1838,73,1521,3441,632,7,1076,1714,21826,5655,23919,51396
40501,0,8,1096,1102,15,94,691,807,525,465,689,1677,1171,324,443,1936,1434,289,549,2275,1586,275,658,2517,1553,121,462,2144,799,28,222,1054,154,7,120,279,7245,1611,4936,13795,0,13,950,969,31,165,503,700,711,495,531,1738,1388,339,492,2224,1513,328,583,2427,1683,246,666,2586,1428,96,616,2137,603,19,493,1113,71,0,269,342,7423,1699,5108,14230,0,24,2046,2069,50,265,1198,1511,1234,963,1221,3417,2558,658,941,4158,2946,618,1134,4701,3264,519,1322,5110,2982,219,1074,4281,1402,50,708,2160,221,8,392,619,14666,3314,10047,28021
40502,0,0,537,541,5,88,310,402,292,250,368,911,541,165,256,967,694,165,384,1246,928,169,536,1637,1024,98,451,1574,539,37,215,788,119,0,75,190,4136,981,3135,8253,0,13,498,511,26,134,191,355,377,239,330,945,631,168,269,1068,800,172,348,1318,974,162,458,1600,951,76,447,1470,392,14,399,807,48,5,169,229,4212,987,3108,8308,0,15,1037,1052,34,225,501,760,669,493,695,1859,1173,333,524,2028,1496,337,730,2567,1904,337,996,3234,1975,174,896,3043,930,51,621,1599,169,3,245,419,8347,1964,6244,16558
40503,0,9,661,670,10,110,514,637,274,340,549,1161,562,191,357,1114,706,186,541,1435,1052,165,664,1878,1032,96,534,1660,632,28,264,925,111,3,132,247,4380,1131,4215,9724,0,22,598,617,22,153,354,531,396,369,438,1201,679,212,365,1254,819,187,541,1553,1115,158,600,1880,969,84,614,1668,468,16,557,1039,37,0,278,321,4506,1199,4353,10053,0,30,1258,1284,36,262,875,1169,671,702,994,2362,1244,402,720,2368,1525,373,1083,2986,2162,327,1261,3757,1998,177,1148,3327,1098,40,820,1964,149,8,408,565,8885,2328,8561,19781
40504,0,5,515,523,18,75,310,405,235,271,400,912,490,172,306,965,648,154,430,1225,1068,208,671,1945,1491,148,619,2259,905,45,347,1294,166,8,152,321,5013,1083,3749,9847,0,11,397,407,37,109,243,383,322,287,341,951,581,171,303,1051,770,189,388,1352,1205,204,582,1988,1468,124,604,2196,665,37,526,1231,87,3,276,369,5136,1129,3664,9927,0,13,911,925,48,181,554,786,560,565,744,1865,1072,340,604,2014,1417,346,815,2577,2277,412,1253,3939,2954,275,1221,4453,1570,86,874,2524,251,10,425,683,10147,2218,7411,19774
40601,0,27,1413,1438,11,240,961,1216,765,864,1240,2863,1367,501,836,2704,1614,485,1132,3233,1950,394,1275,3621,1878,178,860,2918,1060,43,429,1527,255,4,190,445,8902,2726,8333,19961,0,39,1235,1276,53,377,740,1167,1061,922,1042,3030,1550,524,816,2899,1828,487,1020,3332,1999,376,1090,3471,1686,121,991,2799,828,27,857,1706,120,5,438,559,9136,2881,8224,20241,0,65,2649,2713,65,622,1703,2382,1827,1784,2277,5892,2924,1024,1651,5598,3439,975,2152,6566,3955,776,2365,7094,3573,299,1842,5716,1884,66,1287,3231,369,9,626,1007,18032,5609,16555,40199
40602,6,9,610,626,43,111,407,558,395,436,620,1449,532,244,435,1212,498,230,479,1213,620,188,595,1400,524,65,403,992,307,20,221,551,59,0,52,115,2992,1304,3813,8110,10,24,520,552,57,166,346,572,499,470,656,1629,608,255,439,1299,573,249,491,1307,642,149,485,1283,507,54,390,942,196,15,283,494,25,0,116,143,3116,1390,3727,8231,22,34,1125,1177,103,278,751,1129,898,907,1274,3081,1139,500,869,2510,1070,477,967,2519,1256,343,1085,2683,1029,113,792,1938,505,40,504,1044,82,7,166,261,6107,2698,7541,16343
40701,0,11,1170,1180,24,120,680,823,497,465,763,1719,1116,394,573,2086,1486,433,835,2756,2091,446,1053,3594,3176,351,1026,4551,2149,104,623,2875,443,14,274,732,10977,2344,6991,20311,4,24,1081,1106,41,175,596,810,716,558,652,1926,1337,402,630,2372,1648,452,884,2986,2405,451,1243,4102,3202,333,1549,5082,1620,68,1207,2895,218,12,605,836,11194,2469,8444,22108,4,34,2251,2287,62,290,1273,1628,1214,1019,1418,3647,2455,794,1201,4454,3137,887,1716,5741,4497,904,2298,7690,6379,683,2575,9634,3764,173,1828,5767,667,23,876,1566,22167,4813,15439,42421
40702,0,29,1791,1820,52,296,1163,1510,921,951,1382,3260,1839,496,918,3245,2173,491,1138,3801,2461,434,1230,4121,2489,221,960,3670,1281,54,449,1791,292,6,206,504,11517,2977,9231,23726,0,57,1566,1619,80,417,859,1363,1233,949,1085,3261,2164,536,876,3578,2271,492,1123,3889,2557,380,1183,4121,2242,168,1112,3519,966,36,1042,2049,141,3,514,656,11660,3043,9363,24057,0,87,3358,3443,130,716,2024,2872,2153,1895,2468,6521,4002,1026,1792,6828,4449,982,2265,7696,5017,815,2411,8246,4738,384,2067,7187,2252,94,1488,3832,435,12,719,1161,23178,6016,18591,47785
40703,0,28,1797,1828,32,276,1262,1565,926,873,1521,3318,1534,558,1059,3155,2000,493,1452,3945,2612,452,1600,4663,2876,284,1331,4483,1643,98,666,2405,396,13,280,689,12019,3069,10963,26051,0,57,1512,1573,82,392,920,1390,1208,962,1274,3445,1771,550,951,3271,2222,532,1269,4025,2803,448,1465,4724,2631,213,1435,4275,1265,59,1179,2499,195,7,677,880,12186,3223,10676,26079,8,85,3312,3399,116,666,2182,2958,2133,1837,2790,6761,3309,1107,2006,6421,4220,1026,2727,7963,5422,900,3071,9389,5508,493,2761,8763,2912,155,1840,4902,589,24,961,1570,24200,6291,21640,52131
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101,3,6,1465,1470,7,128,720,861,593,637,925,2155,1682,613,630,2924,1926,481,762,3172,1880,368,705,2947,2077,221,635,2936,1120,61,314,1487,242,9,146,394,9527,2527,6295,18348,4,27,1273,1300,16,189,496,708,879,808,758,2448,2246,681,838,3763,2094,545,1027,3663,2022,358,991,3376,1958,160,1001,3120,827,38,715,1582,130,0,435,568,10185,2798,7553,20533,5,28,2737,2772,26,317,1213,1565,1473,1449,1688,4611,3930,1290,1472,6683,4022,1024,1791,6838,3899,721,1700,6325,4040,382,1638,6057,1939,100,1029,3072,371,10,582,962,19712,5326,13844,38880
50102,4,42,2982,3031,61,451,1807,2328,1464,1458,2122,5038,3144,899,1595,5631,3504,740,1652,5896,3753,635,1529,5915,3453,334,1262,5042,1831,84,585,2501,391,16,264,669,17608,4652,13801,36060,0,75,2911,2990,120,680,1415,2217,2200,1645,1913,5754,3744,962,1783,6487,3981,846,1962,6785,3920,609,1953,6481,3166,230,1844,5239,1322,61,1403,2781,177,0,707,883,18628,5111,15889,39626,3,117,5899,6020,190,1130,3226,4541,3662,3102,4026,10785,6888,1858,3382,12126,7488,1582,3609,12685,7672,1248,3477,12400,6620,560,3106,10282,3152,140,1988,5282,564,19,976,1557,36237,9760,29691,75683
50103,0,3,522,525,8,77,295,384,215,256,299,772,569,198,237,1007,726,213,351,1287,957,218,449,1630,1017,125,446,1593,530,46,208,787,109,3,55,164,4130,1139,2873,8144,0,14,513,533,16,111,171,293,335,287,263,877,695,206,290,1197,837,230,333,1397,1061,226,482,1767,941,96,443,1483,374,35,371,777,39,0,156,195,4299,1204,3020,8522,0,24,1039,1062,26,184,462,674,546,542,559,1651,1263,406,529,2196,1558,442,688,2689,2021,444,930,3398,1961,227,890,3077,900,76,579,1557,144,3,211,359,8429,2344,5895,16665
50201,0,38,2753,2793,45,392,1818,2250,1163,1213,1944,4317,2384,863,1390,4633,3010,711,1518,5237,3577,610,1546,5733,4148,414,1561,6127,2860,165,914,3941,647,30,412,1087,17832,4433,13855,36118,0,62,2663,2723,101,597,1662,2359,1841,1516,1863,5223,3143,976,1669,5786,3499,766,1991,6260,3996,613,2147,6758,4142,350,2266,6749,2182,118,1863,4164,318,19,971,1301,19220,5018,17084,41317,0,103,5414,5519,145,984,3480,4609,3000,2730,3806,9537,5525,1834,3053,10416,6511,1478,3508,11498,7565,1225,3695,12491,8284,764,3827,12877,5043,280,2776,8099,964,47,1383,2388,37044,9449,30941,77442
50301,0,5,2442,2446,10,98,1984,2097,594,611,1736,2944,2237,380,588,3206,3438,348,589,4382,2934,308,639,3888,2449,178,569,3191,1601,83,375,2059,475,16,208,703,13741,2035,9138,24915,0,17,2333,2352,23,147,1873,2038,858,705,1399,2961,2849,380,679,3908,3674,347,947,4972,2918,276,1018,4211,2252,142,1090,3486,1226,34,1057,2315,239,6,746,987,14034,2051,11156,27236,4,25,4774,4799,26,247,3862,4137,1450,1312,3138,5908,5085,759,1266,7111,7112,695,1543,9349,5852,584,1665,8101,4703,321,1658,6683,2826,119,1434,4373,717,27,955,1695,27769,4088,20294,52152
50302,4,16,1885,1907,47,428,2534,3013,2145,2910,5016,10078,4378,1420,2640,8437,3347,740,1836,5928,2748,612,1709,5077,2212,305,1319,3835,1028,87,582,1698,298,12,224,538,16210,6546,17750,40503,0,34,1837,1867,106,663,2829,3602,3038,3092,4659,10782,4540,1151,2369,8054,3378,700,1937,6013,2648,454,2036,5139,1960,184,1780,3927,739,41,1137,1913,131,9,709,840,16528,6329,19287,42141,0,51,3718,3771,160,1098,5363,6621,5184,5999,9676,20859,8921,2565,5002,16490,6725,1446,3774,11943,5397,1073,3751,10220,4173,489,3100,7760,1764,132,1715,3614,421,20,930,1377,32740,12869,37038,82648
50401,0,10,1903,1911,35,243,2048,2318,1554,1656,2847,6053,3194,996,1675,5865,2700,601,1553,4854,2501,402,1443,4347,2231,202,1070,3503,1294,60,578,1929,328,8,223,559,13830,4182,13329,31346,0,20,1746,1762,88,397,1759,2240,2248,1829,2340,6426,3452,941,1661,6062,2726,595,1815,5139,2483,346,1788,4618,2101,156,1737,3995,937,45,1214,2200,144,4,725,878,14191,4341,14792,33324,0,28,3644,3675,121,631,3803,4560,3805,3485,5187,12476,6645,1944,3338,11925,5424,1197,3369,9989,4978,749,3237,8972,4332,367,2804,7504,2238,109,1788,4135,479,11,949,1436,28016,8521,28125,64668
50402,0,8,1247,1254,11,100,932,1036,537,505,824,1868,1160,379,487,2034,1547,346,622,2516,1733,301,593,2632,1530,148,493,2180,859,45,247,1151,161,9,114,282,7547,1839,5566,14945,0,12,1159,1169,28,159,708,892,790,581,587,1958,1468,458,522,2446,1761,387,718,2868,1813,274,762,2849,1435,115,785,2338,605,36,627,1260,89,3,293,387,7977,2029,6161,16169,0,16,2402,2418,31,251,1637,1926,1329,1084,1411,3822,2626,841,1013,4478,3313,732,1347,5390,3548,577,1352,5480,2967,264,1282,4515,1461,82,870,2411,252,9,407,671,15525,3869,11722,31116
50403,3,45,4535,4583,101,515,3632,4251,3192,2153,4214,9558,6080,1384,2397,9857,5274,961,2023,8248,4707,609,1788,7103,3246,242,1163,4647,1506,66,572,2144,324,6,194,525,24432,5982,20508,50916,6,60,4119,4182,220,851,3063,4133,4887,2524,3472,10882,6662,1413,2445,10518,5524,969,2706,9201,4530,550,2630,7714,2666,173,2081,4922,1072,50,1200,2321,154,0,543,702,25724,6593,22261,54572,9,105,8650,8763,320,1365,6693,8384,8076,4677,7689,20441,12741,2796,4839,20373,10800,1930,4724,17450,9233,1162,4416,14819,5909,415,3245,9571,2579,113,1770,4466,483,6,740,1232,50154,12567,42769,105494
50501,0,23,5135,5154,23,284,4089,4399,1858,1923,3503,7277,6190,1380,1914,9481,7304,1018,1874,10196,7167,717,1555,9438,6563,304,1252,8120,2727,82,644,3448,538,13,304,865,32379,5736,20270,58380,0,43,4723,4760,78,472,3334,3884,2893,2326,2502,7726,7253,1431,1881,10569,7868,1019,2270,11157,7620,646,2420,10692,5816,250,2551,8617,1918,48,1807,3772,295,0,1009,1305,33750,6234,22495,62490,0,60,9853,9916,103,757,7427,8283,4753,4251,6003,15010,13444,2804,3799,20044,15176,2032,4144,21355,14788,1361,3976,20135,12381,554,3804,16741,4645,126,2451,7225,839,18,1316,2171,66127,11972,42770,120868
50502,4,15,4954,4971,97,487,4785,5371,4060,3659,6778,14504,8191,2133,3786,14109,7182,1112,3384,11676,6028,725,3048,9795,5177,383,2163,7720,3404,124,1183,4704,1034,27,574,1630,35167,8665,30652,74487,6,50,4549,4608,276,832,4526,5638,5818,4163,6067,16049,9001,2007,4077,15086,7246,1027,4192,12460,5831,643,4291,10767,4870,281,4120,9274,2590,82,3354,6028,475,14,1912,2403,36116,9103,37096,82313,12,67,9504,9583,373,1322,9308,11007,9878,7823,12845,30553,17195,4140,7860,29199,14423,2135,7578,24139,11855,1367,7336,20562,10045,666,6282,16995,5992,202,4537,10735,1509,38,2491,4036,71285,17767,67747,156801
50503,5,49,6713,6764,122,664,5460,6245,3825,3179,5330,12330,8487,1966,2941,13398,8391,1345,2801,12534,6722,782,2074,9575,4723,291,1385,6398,2412,91,734,3237,495,18,262,772,35173,8377,27697,71249,5,72,6346,6425,279,1074,4718,6076,5924,3740,4562,14216,9712,2022,3467,15199,8876,1390,3611,13882,6312,663,3419,10389,4143,238,2820,7197,1786,69,1917,3767,218,14,806,1037,37246,9282,31662,78192,6,122,13059,13191,396,1744,10179,12318,9744,6917,9886,26544,18199,3987,6401,28593,17271,2734,6413,26414,13029,1448,5487,19967,8861,524,4207,13596,4193,158,2653,7006,713,31,1069,1811,72420,17663,59363,149443
50601,0,30,2501,2531,74,352,1980,2402,2065,1439,2497,6004,4651,796,1501,6949,3006,594,1358,4957,2599,371,1148,4115,2119,148,801,3071,1029,38,398,1462,201,14,134,350,15750,3784,12312,31852,0,51,2454,2502,152,555,1707,2417,3221,1552,2129,6907,4911,856,1631,7401,2984,577,1554,5110,2495,340,1598,4433,1929,129,1405,3462,703,22,817,1544,87,0,346,438,16493,4082,13643,34216,0,74,4953,5031,226,910,3687,4822,5292,2992,4623,12911,9568,1656,3138,14355,5997,1170,2904,10070,5097,709,2744,8553,4050,274,2207,6535,1730,62,1212,3005,288,11,488,789,32239,7873,25957,66064
50602,0,12,1472,1486,56,336,2160,2551,1759,1675,3606,7047,2950,839,1779,5572,2141,503,1451,4086,1769,331,1512,3608,1385,160,987,2534,661,44,459,1165,210,5,167,380,10932,3903,13594,28432,0,30,1370,1401,121,548,1907,2577,2502,1834,2630,6971,3116,762,1484,5363,2109,454,1427,3986,1643,286,1522,3453,1211,105,1376,2695,471,23,863,1359,94,6,501,594,11265,4048,13081,28397,0,43,2844,2888,183,882,4066,5123,4260,3511,6237,14014,6071,1603,3265,10932,4245,958,2873,8075,3414,621,3034,7068,2599,268,2361,5228,1131,66,1325,2525,298,11,671,980,22203,7954,26676,56833
50603,0,20,2914,2944,66,266,3597,3927,2173,971,4129,7277,4321,491,1584,6400,3915,355,1215,5483,3156,244,1117,4515,2700,138,826,3658,1450,49,454,1953,357,5,217,580,18148,2538,16053,36731,0,32,2822,2852,178,389,2850,3406,3014,1028,2734,6775,4884,541,1529,6952,3872,339,1462,5674,3175,259,1596,5028,2427,98,1595,4119,1013,30,1304,2349,167,4,710,876,18729,2713,16591,38039,9,53,5737,5790,248,648,6441,7331,5185,2002,6866,14053,9209,1029,3115,13350,7787,695,2673,11151,6331,500,2715,9544,5124,238,2421,7784,2468,75,1762,4303,525,10,929,1454,36873,5256,32643,74765
50604,0,26,3797,3822,79,327,3591,3994,2451,1178,3976,7601,5749,873,2346,8972,4763,642,1942,7345,3799,393,1613,5799,3277,196,1126,4594,1559,48,589,2201,339,10,222,566,22013,3691,19194,44898,11,48,3504,3559,243,489,2971,3704,3884,1360,2929,8170,6260,869,2054,9191,4698,650,2122,7476,3763,368,2082,6211,2749,131,1989,4871,1089,39,1370,2493,158,3,642,799,22855,3953,19665,46468,12,72,7300,7381,328,817,6559,7703,6329,2538,6902,15771,12009,1744,4401,18159,9466,1287,4067,14820,7557,759,3694,12011,6024,326,3115,9462,2649,88,1960,4695,494,11,864,1367,44865,7640,38860,91362
50605,0,5,1725,1733,21,158,1371,1545,794,728,1240,2765,2132,519,841,3496,2229,425,859,3509,2098,297,734,3134,2033,152,505,2691,1167,39,330,1532,299,8,149,451,10762,2333,7762,20859,0,21,1575,1600,40,249,1055,1349,1268,841,958,3074,2440,538,869,3848,2385,449,914,3743,2196,253,965,3411,1934,126,974,3031,869,30,834,1728,145,0,456,602,11267,2504,8609,22387,0,26,3303,3328,63,403,2430,2892,2066,1568,2202,5837,4568,1060,1717,7343,4612,876,1767,7252,4290,548,1702,6545,3964,277,1479,5722,2033,68,1158,3265,442,6,609,1056,22035,4839,16366,43237
50606,0,10,886,888,38,126,612,773,771,545,622,1933,1329,351,361,2028,1119,242,344,1712,1034,176,247,1450,706,61,185,953,340,8,95,444,52,0,38,93,5383,1520,3376,10282,0,18,942,961,71,190,534,788,1171,674,594,2439,1437,369,445,2248,1200,268,416,1892,1015,135,418,1568,638,41,291,969,225,3,172,403,25,0,76,103,5783,1700,3884,11366,0,27,1824,1848,106,318,1140,1565,1943,1216,1218,4376,2758,717,802,4279,2323,517,764,3601,2044,311,658,3015,1341,103,473,1919,564,14,268,851,82,4,111,193,11174,3224,7257,21654
50607,0,9,1083,1089,18,128,1385,1531,622,749,1535,2910,1559,340,658,2562,1473,230,576,2282,1410,169,559,2140,1395,128,489,2018,671,31,262,961,161,6,121,289,7314,1791,6665,15772,0,8,944,955,26,201,1317,1544,934,824,1233,2999,1685,339,705,2732,1623,213,741,2577,1466,161,895,2529,1241,99,884,2220,475,26,649,1149,85,0,365,447,7540,1877,7735,17147,0,15,2025,2046,45,331,2704,3080,1554,1582,2770,5905,3246,679,1362,5290,3098,439,1319,4857,2876,335,1454,4664,2645,229,1372,4235,1146,57,909,2109,249,10,483,736,14858,3664,14397,32925
50701,0,14,3069,3085,50,405,2861,3312,2163,2140,3324,7629,4945,1190,1968,8100,4475,743,1741,6961,3675,459,1376,5511,2782,244,942,3967,1434,57,465,1960,328,8,204,536,19847,5264,15954,41065,0,33,2939,2970,104,661,2653,3416,3283,2425,2820,8523,5497,1198,2038,8734,4620,769,2032,7416,3610,440,2016,6063,2522,164,1713,4392,991,26,1124,2141,137,0,592,736,20761,5708,17928,44397,0,48,6005,6056,152,1060,5520,6728,5445,4567,6144,16158,10445,2381,4004,16836,9093,1507,3770,14380,7283,898,3395,11575,5300,404,2656,8359,2422,85,1593,4102,465,15,796,1270,40608,10965,33881,85459
50702,0,7,884,892,0,72,782,856,350,686,1047,2085,1118,519,665,2300,1240,370,702,2308,1300,319,739,2351,1092,199,601,1890,619,47,291,951,171,10,127,303,5889,2221,5829,13939,0,11,918,926,9,123,856,986,522,822,1036,2378,1324,522,666,2510,1371,409,832,2613,1312,304,965,2587,1027,143,902,2066,475,39,579,1092,65,5,329,392,6096,2370,7086,15560,0,18,1804,1820,10,188,1636,1839,871,1505,2084,4461,2438,1039,1339,4820,2607,775,1531,4917,2608,624,1706,4937,2118,344,1500,3957,1092,78,867,2045,234,12,453,700,11987,4598,12920,29503
50703,0,18,1235,1252,26,223,1083,1331,972,779,1278,3033,1950,493,835,3279,1448,315,740,2503,998,172,615,1783,734,74,361,1166,369,10,184,563,77,3,64,145,6580,2090,6397,15061,0,26,1111,1139,60,338,901,1300,1496,894,1174,3566,2124,499,869,3492,1425,302,823,2553,988,140,810,1943,663,52,599,1311,249,6,347,605,32,0,143,175,7044,2264,6791,16095,0,47,2343,2395,88,557,1982,2626,2479,1673,2456,6604,4071,993,1706,6767,2872,620,1570,5059,1991,311,1428,3723,1395,126,958,2481,623,16,525,1165,107,3,211,320,13619,4355,13181,31155
50704,0,3,3164,3169,22,157,2723,2903,1262,1142,2568,4972,4114,662,1142,5915,4516,495,1144,6157,4195,428,1076,5698,4087,212,898,5199,2207,81,578,2862,633,17,366,1015,21033,3199,13663,37892,0,17,3019,3031,36,265,2538,2841,1887,1272,2078,5234,4848,700,1410,6953,4842,500,1736,7082,4409,388,1859,6655,3810,177,1985,5966,1589,49,1682,3319,316,7,1232,1559,21743,3375,17530,42643,0,21,6182,6203,57,426,5260,5738,3150,2412,4646,10205,8960,1361,2557,12875,9363,995,2882,13243,8599,813,2938,12351,7897,389,2884,11166,3802,128,2256,6180,946,27,1602,2574,42772,6567,31193,80535
50705,3,53,4179,4233,69,575,2782,3430,2171,2183,3113,7467,4189,1303,1912,7400,4612,962,1910,7482,4399,616,1733,6748,3158,243,1179,4580,1870,91,687,2642,398,9,279,683,20867,6036,17773,44673,0,93,3870,3965,160,909,2384,3465,3265,2561,2751,8566,5179,1419,2333,8933,5136,1026,2402,8562,4325,572,2286,7181,3048,206,1996,5248,1379,51,1516,2945,204,8,715,922,22693,6852,20244,49786,3,144,8048,8201,233,1491,5169,6895,5431,4743,5865,16035,9370,2724,4245,16335,9745,1985,4312,16043,8724,1191,4013,13925,6201,451,3178,9829,3253,146,2197,5591,599,18,990,1614,43554,12891,38021,94462
