SA3_CODE_2021,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_North_Macedonia_0_4,M_North_Macedonia_5_14,M_North_Macedonia_15_24,M_North_Macedonia_25_44,M_North_Macedonia_45_54,M_North_Macedonia_55_64,M_North_Macedonia_65_74,M_North_Macedonia_75_84,M_North_Macedonia_85ov,M_North_Macedonia_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Samoa_0_4,M_Samoa_5_14,M_Samoa_15_24,M_Samoa_25_44,M_Samoa_45_54,M_Samoa_55_64,M_Samoa_65_74,M_Samoa_75_84,M_Samoa_85ov,M_Samoa_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot
10304,0,0,3,4,0,0,0,0,0,10,0,0,0,9,11,3,11,9,3,41,0,0,0,6,3,8,12,14,6,52,0,0,0,0,0,4,0,0,0,7,0,0,0,24,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,9,0,0,3,15,5,7,0,0,0,31,0,0,0,0,0,3,4,0,0,6,0,0,0,5,0,0,0,0,0,5,0,0,0,5,3,0,0,0,0,5,0,0,9,102,3,3,0,0,0,114,0,0,0,7,6,3,29,14,3,55,0,8,13,85,56,62,41,28,0,296,0,0,0,0,0,0,0,0,0,10,0,3,0,34,5,0,3,0,0,48,0,0,0,0,4,3,0,4,0,13,0,16,19,60,25,14,5,0,0,143,0,0,0,0,3,0,3,0,0,4,0,0,0,4,0,0,0,0,0,6,0,3,3,11,9,6,18,10,3,61
10401,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,9,0,0,21,0,0,5,4,4,5,3,0,4,22,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,5,0,0,0,4,3,3,0,0,0,14,0,0,0,0,0,0,10,0,0,14,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,3,0,3,0,6,30,22,10,71,0,9,7,62,72,73,81,29,3,344,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,4,3,4,0,0,0,26,0,5,0,11,7,0,0,0,0,30,0,0,0,3,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,7,0,0,0,3,10,21,17,20,0,74
10402,3,77,28,59,3,3,8,0,0,184,0,5,5,22,22,10,11,4,0,79,0,0,0,14,6,10,23,21,4,85,0,12,4,17,0,0,0,3,0,35,0,0,3,23,3,0,0,0,0,27,0,0,0,3,5,3,0,0,0,12,8,35,17,87,27,14,4,3,0,204,0,0,0,0,0,3,10,5,0,19,0,0,0,0,4,0,0,0,0,8,0,11,39,112,31,11,9,0,0,222,0,0,3,42,0,0,0,0,0,51,0,0,5,10,3,17,54,44,13,148,3,14,16,128,105,131,118,52,20,588,0,0,0,0,0,0,0,0,0,0,0,3,9,4,0,0,0,0,0,17,0,0,5,7,15,12,0,0,0,42,0,23,18,42,15,7,3,0,0,110,0,0,0,8,8,3,8,4,5,32,0,0,0,0,0,0,0,0,0,0,0,8,4,13,17,39,46,30,17,179
10501,0,0,0,3,0,0,0,0,0,3,0,0,3,5,4,0,0,0,0,15,0,0,0,0,0,0,3,0,3,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,0,0,0,0,0,21,0,0,0,4,0,0,3,0,0,9,0,0,11,13,9,22,14,8,3,75,0,0,0,0,0,0,0,0,0,3,0,3,5,11,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,7,0,4,0,19,3,3,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,7
10502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,3,3,6,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,3,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,4,0,5,3,13,6,11,4,3,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,4,15,13,26,11,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,14
10503,0,0,0,0,3,0,0,0,0,6,0,3,0,10,4,0,7,4,0,32,0,0,0,6,0,3,8,10,3,34,0,0,0,5,0,0,0,0,0,3,0,0,0,14,0,0,0,0,0,22,0,0,0,4,5,5,5,0,0,27,0,3,6,16,0,5,0,0,0,25,0,0,0,0,0,0,3,0,0,12,0,0,0,3,0,0,0,0,0,9,0,0,0,6,0,0,0,0,0,9,0,3,30,323,13,0,0,0,0,373,0,0,0,3,6,7,15,18,8,50,0,6,18,61,48,60,41,25,4,262,0,0,0,0,0,0,0,5,0,5,4,7,3,84,5,0,0,0,0,105,0,0,0,4,4,3,0,0,0,13,3,30,21,71,32,4,4,0,0,159,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,5,9,9,3,49
10601,0,0,0,9,0,0,0,0,0,10,0,0,5,25,5,11,14,5,0,65,0,0,0,0,0,8,12,11,5,47,0,0,0,0,0,0,5,0,0,8,0,0,0,11,0,3,0,0,0,21,0,0,0,3,13,3,7,3,0,28,0,0,3,13,6,5,3,0,0,35,0,0,0,0,0,7,3,7,0,23,0,0,0,4,3,0,5,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,5,25,0,0,0,0,0,24,0,0,0,5,7,14,33,20,4,82,0,17,41,128,139,134,71,40,4,569,0,0,0,0,0,0,0,0,0,4,0,0,0,14,6,0,0,0,0,19,0,0,0,4,9,0,0,0,0,15,0,27,27,71,30,3,5,0,0,167,0,0,0,0,3,3,3,3,0,20,0,0,0,6,3,0,3,0,0,11,0,0,5,3,14,42,44,26,7,143
10602,0,0,0,7,5,3,0,0,0,12,0,8,0,15,8,3,3,4,6,53,0,0,0,8,4,6,13,9,6,47,5,0,0,5,0,0,0,0,0,9,0,0,4,30,6,0,3,0,0,46,0,0,0,4,0,5,0,0,0,6,0,0,3,27,11,8,0,0,0,54,0,0,0,0,0,3,10,5,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,30,0,0,0,0,0,43,0,4,0,6,0,7,16,14,7,51,0,22,34,145,99,88,48,32,3,477,0,0,0,0,0,0,0,0,0,5,0,10,13,33,10,12,6,0,0,78,0,0,0,0,5,4,0,0,0,12,3,21,30,71,23,12,7,0,0,158,0,0,0,7,4,0,5,3,5,24,0,0,0,8,5,3,0,0,0,13,0,3,6,19,18,29,32,25,5,139
10603,0,0,0,0,0,0,3,0,0,4,0,3,0,9,7,12,20,8,4,71,0,0,0,4,4,16,39,25,9,95,0,0,5,0,0,0,5,0,0,10,0,0,0,9,0,0,0,0,0,11,0,0,0,0,0,4,3,3,0,12,0,0,11,30,22,19,4,0,0,85,0,0,0,0,0,6,28,14,0,59,0,0,0,3,4,3,4,3,4,26,0,0,0,0,0,0,0,0,0,0,0,0,21,53,7,0,0,0,0,76,0,0,0,6,11,7,41,38,17,116,0,12,24,82,113,99,113,52,10,498,0,0,0,0,0,7,11,0,0,16,0,0,0,16,3,0,0,0,0,20,0,0,0,0,10,5,3,0,0,27,3,9,16,32,9,4,3,0,5,75,0,0,0,9,5,4,16,4,0,35,0,0,0,3,4,0,0,0,0,7,4,4,5,19,15,37,65,55,12,210
10604,0,0,0,0,0,0,0,0,0,0,0,4,6,37,6,4,11,0,0,78,0,0,0,0,0,0,3,0,0,12,0,0,0,4,0,0,0,0,0,7,0,0,0,3,6,4,0,0,0,11,0,0,0,0,4,0,0,0,0,9,0,0,5,6,5,3,3,0,0,16,0,0,0,0,0,4,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,15,0,0,0,0,3,5,11,8,0,27,0,12,19,67,35,55,31,16,3,236,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,11,0,0,0,0,3,0,0,0,0,8,4,12,3,25,15,3,0,0,0,68,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,12,6,0,35
10701,0,11,9,15,10,6,0,4,0,57,0,5,8,18,10,7,14,4,8,78,0,0,0,16,18,57,156,113,84,445,0,0,0,0,0,0,0,0,0,5,0,0,8,8,19,6,3,0,0,44,0,0,5,71,45,38,31,22,0,206,0,3,0,8,0,13,7,0,0,32,0,0,6,3,3,22,55,39,24,152,0,0,0,0,0,5,0,0,0,4,0,5,0,21,6,3,3,0,0,33,0,0,0,15,0,0,0,0,0,18,0,0,0,6,0,5,47,33,13,110,4,24,24,115,80,74,44,14,3,394,3,0,4,54,129,212,288,155,42,893,0,4,6,30,0,0,0,0,0,46,0,0,0,0,3,4,4,0,0,4,0,13,21,61,34,14,13,3,0,163,0,0,0,5,6,12,17,9,5,53,0,0,5,11,3,0,0,0,0,19,0,0,7,5,24,58,65,57,16,246
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,0,0,0,10,6,4,0,0,0,16,0,3,5,28,17,17,19,19,3,120,0,0,0,7,16,45,100,54,27,252,0,0,0,0,0,0,0,0,0,11,0,0,0,8,7,4,0,0,0,28,0,0,0,11,3,10,6,6,0,32,0,0,3,14,3,8,4,0,0,34,0,0,0,0,5,17,71,39,5,143,0,0,0,0,0,3,4,4,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,18,0,0,0,0,0,26,0,0,0,12,4,11,50,42,15,133,4,23,25,163,119,103,57,28,3,522,0,0,0,28,65,102,194,61,11,454,0,8,0,15,7,0,4,0,0,37,0,0,0,7,8,4,4,0,0,20,0,20,10,40,27,9,7,3,0,121,0,0,0,12,5,12,23,7,3,57,0,0,0,0,0,0,0,0,0,5,0,0,4,6,27,85,103,58,16,298
