SA3_CODE_2021,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Brazil_0_4,M_Brazil_5_14,M_Brazil_15_24,M_Brazil_25_44,M_Brazil_45_54,M_Brazil_55_64,M_Brazil_65_74,M_Brazil_75_84,M_Brazil_85ov,M_Brazil_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_SAR_Ch_0_4,M_Hong_Kong_SAR_Ch_5_14,M_Hong_Kong_SAR_Ch_15_24,M_Hong_Kong_SAR_Ch_25_44,M_Hong_Kong_SAR_Ch_45_54,M_Hong_Kong_SAR_Ch_55_64,M_Hong_Kong_SAR_Ch_65_74,M_Hong_Kong_SAR_Ch_75_84,M_Hong_Kong_SAR_Ch_85ov,M_Hong_Kong_SAR_Ch_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot
10304,0,0,0,0,0,0,0,0,0,3,2078,4286,3194,5719,3038,2931,2498,1293,402,25447,0,0,0,11,0,0,0,0,0,17,0,0,0,0,0,0,4,0,0,4,0,0,5,3,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,4,0,0,5,9,8,4,0,0,0,27,0,0,0,0,0,0,0,0,0,5,0,3,4,21,16,10,14,11,0,81,0,0,0,0,0,7,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,17,15,65,67,117,100,93,23,501,0,0,0,8,5,4,0,0,0,19,0,0,0,7,0,0,0,0,0,16,0,4,4,3,5,6,25,14,8,65,0,0,0,0,0,0,0,4,3,13,0,0,3,11,0,8,4,0,0,21,5,11,29,186,32,8,0,10,0,270,0,0,0,8,3,0,0,0,0,19,0,0,0,10,4,0,0,0,0,16
10401,0,0,0,0,0,0,0,0,0,0,1186,2871,2434,4481,2606,3353,3396,1830,560,22721,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,4,10,7,0,3,0,0,37,0,0,0,0,0,4,3,0,0,7,0,3,4,15,3,6,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,10,0,3,6,58,52,155,192,143,26,640,0,0,0,3,0,3,4,0,0,18,0,0,0,3,0,0,3,0,0,10,0,0,0,3,7,12,28,17,3,68,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,6,0,0,0,17,4,6,0,52,10,7,5,3,0,87,0,0,0,0,0,0,0,3,0,9,0,0,0,7,0,3,0,0,0,12
10402,0,4,11,8,8,9,0,0,0,31,2168,5232,4008,7371,4236,4744,4591,2228,715,35292,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,16,3,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,5,29,12,17,19,11,0,100,0,0,0,7,7,0,4,0,0,18,0,0,5,32,8,10,9,9,3,76,0,0,0,0,0,4,5,7,0,16,0,5,0,7,0,0,3,12,0,29,7,42,37,158,243,316,394,293,93,1579,0,0,0,14,6,7,11,3,0,46,0,0,0,22,3,12,15,3,0,48,0,6,3,21,26,26,62,69,17,233,0,0,0,0,3,8,7,4,4,15,0,0,4,9,0,6,4,6,3,32,3,30,41,366,86,62,70,10,15,679,5,0,5,10,0,4,0,3,0,26,0,0,0,3,5,0,0,0,0,11
10501,0,0,0,0,0,0,0,0,0,0,656,1170,951,1754,1007,1257,967,484,124,8368,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,15,0,0,0,0,0,4,4,4,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,7,11,15,14,11,4,65,0,6,0,3,3,0,0,0,0,10,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,5,11,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,4,51,0,4,0,0,0,66,0,3,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
10502,0,0,0,0,0,0,0,0,0,0,499,1008,965,1859,987,1229,1093,502,168,8312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,10,8,20,27,11,0,83,0,0,0,6,0,0,0,0,0,12,0,0,0,3,0,0,6,0,0,5,0,0,0,0,0,5,4,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,3,0,0,0,0,34,0,0,4,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5
10503,0,0,0,5,0,0,0,0,0,5,2303,4521,3532,6936,3407,3711,3095,1737,544,29776,0,3,0,72,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,0,5,10,5,0,0,0,0,18,0,0,0,12,0,0,0,0,0,12,0,5,6,50,16,18,7,6,0,107,0,0,0,0,0,0,3,5,0,5,0,0,0,8,0,3,3,0,0,13,0,11,13,53,35,88,97,82,18,410,0,0,3,36,7,6,8,0,0,60,0,0,0,10,5,3,4,0,0,15,0,0,0,7,5,14,23,11,4,65,0,0,0,0,0,3,5,4,0,13,0,0,0,12,4,4,3,0,0,24,8,29,17,326,28,10,7,0,0,435,0,0,0,12,0,4,3,0,0,18,0,0,0,10,6,0,0,0,0,16
10601,0,0,0,0,0,0,0,0,0,0,3095,6448,5701,11167,5296,5144,4076,1819,513,43251,0,0,0,12,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,4,0,9,8,3,4,3,0,30,0,0,0,4,3,0,0,0,0,8,0,0,9,28,15,9,7,0,0,72,0,0,0,0,4,0,5,4,0,14,0,0,0,7,0,4,5,0,0,18,0,11,28,107,137,217,247,148,30,926,0,0,3,27,11,0,8,3,0,67,0,0,4,3,4,4,5,4,0,23,0,0,0,6,11,21,44,28,5,116,0,0,0,0,0,4,5,0,0,14,0,0,0,4,4,0,7,0,0,23,0,6,12,90,4,4,9,9,0,140,0,0,3,0,0,0,4,0,0,12,0,0,0,3,0,0,0,0,0,3
10602,0,0,0,4,0,0,0,0,0,10,2985,6043,4866,9972,4299,3799,3065,1501,372,36900,0,0,9,19,8,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,10,0,5,0,13,5,7,5,0,0,47,0,0,0,3,3,0,4,4,0,18,0,6,3,33,14,11,12,6,0,83,0,0,0,0,0,9,3,3,0,14,0,0,3,3,0,0,0,4,0,14,0,22,29,113,119,164,180,119,29,776,0,4,3,22,10,0,0,0,0,39,0,0,0,3,7,0,0,0,0,11,0,0,0,9,11,16,66,22,0,125,0,0,4,0,0,0,6,0,0,14,0,0,3,17,5,5,7,0,0,35,3,24,18,282,48,15,10,5,0,411,0,0,3,3,4,0,0,0,0,18,0,4,0,11,4,0,0,0,0,18
10603,0,0,0,0,0,0,0,0,0,0,1665,4264,3761,6033,3754,4385,4263,2382,598,31101,0,0,0,5,6,0,0,0,0,7,0,0,0,3,0,0,6,0,0,8,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,10,19,3,4,59,0,0,0,9,0,4,12,6,0,26,0,0,0,14,11,6,8,0,0,49,0,0,0,0,0,7,12,18,12,48,0,0,0,4,3,4,10,3,0,25,6,47,43,117,145,334,411,366,65,1541,0,3,0,13,5,0,6,3,4,32,0,0,0,11,5,10,3,4,3,34,0,0,0,7,5,21,80,51,17,178,0,0,0,5,0,10,16,10,3,37,0,5,5,3,4,5,9,0,0,24,4,8,0,52,9,4,4,8,0,96,0,0,0,9,0,0,0,0,3,16,0,0,0,4,0,0,0,0,0,4
10604,0,0,0,0,0,0,0,0,0,0,881,2071,1565,3141,1633,1651,1284,643,203,13064,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,13,5,46,9,10,8,0,0,83,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,3,35,21,56,53,39,11,222,0,0,0,9,9,0,0,0,0,15,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,5,10,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,3,3,56,3,5,4,0,0,80,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
10701,0,0,3,0,0,0,0,0,0,4,2437,4789,4415,7954,3602,3194,2041,1078,340,29836,0,0,0,9,0,4,0,0,0,15,0,0,0,17,13,21,8,3,3,67,0,0,0,3,8,0,0,0,0,19,0,0,0,0,0,0,3,0,0,10,4,4,3,14,7,6,3,0,0,41,0,0,3,11,20,17,29,18,4,99,0,3,5,63,11,15,12,4,0,110,0,0,0,9,11,17,28,41,24,131,0,4,0,4,3,0,6,0,4,21,0,25,27,106,186,389,342,289,86,1447,0,0,5,21,6,3,5,3,0,45,0,0,3,8,0,4,7,3,0,35,0,0,0,3,18,34,67,41,22,187,0,0,4,0,0,14,34,31,12,104,0,0,0,9,0,3,0,0,0,19,0,11,28,151,41,14,13,13,0,271,0,0,0,11,0,3,4,0,0,23,0,0,0,15,3,3,0,0,0,30
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
