SA3_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
21601,30,20,85,70,110,243,500,626,341,2021,0,4,10,20,13,29,14,21,16,124,138,118,292,272,357,409,455,426,307,2778,888,1880,3910,3901,4945,5732,5162,3204,1276,30894
21602,21,17,45,68,96,181,425,522,332,1703,0,4,17,16,14,28,24,26,9,124,118,99,273,251,283,314,421,352,179,2292,689,1300,3050,3036,3659,4405,4579,2735,1052,24503
21603,32,38,213,269,266,406,772,860,451,3313,8,25,117,165,190,136,104,112,52,911,285,304,739,662,633,694,653,636,425,5031,1627,3809,8869,8143,8485,8465,7187,4243,1648,52479
21701,20,15,53,61,111,221,400,542,385,1813,3,10,14,14,14,19,11,15,8,104,112,114,212,263,310,379,463,392,224,2459,852,1619,3527,3752,4679,5737,5409,2896,1184,29655
21703,12,12,63,73,90,183,426,641,428,1938,0,5,32,24,30,37,27,19,12,187,151,114,303,291,360,401,424,332,191,2570,863,1764,4139,4060,4870,5750,5229,2963,1172,30800
21704,26,25,73,84,94,170,495,676,400,2045,0,4,32,34,15,26,23,10,8,153,192,154,388,391,395,403,470,406,273,3074,1266,2552,6235,6104,6716,7193,6448,3428,1445,41380
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,15,0,0,0,29,0,0,6,16,3,14,4,0,0,38
29999,13,18,33,35,36,25,38,26,9,227,5,4,9,11,12,10,3,0,0,51,173,211,691,870,646,408,202,34,13,3248,370,669,1819,1736,1393,1074,613,150,29,7852
30101,15,9,53,58,99,172,568,719,295,1989,3,5,17,22,28,36,43,45,9,207,112,136,348,313,330,320,325,323,369,2576,2039,3999,8162,9642,10070,9794,8068,3829,1361,56970
30102,18,9,48,87,130,229,641,956,539,2666,7,3,11,28,39,29,26,26,11,179,161,172,328,413,511,545,647,558,391,3727,2534,4655,8555,10849,12878,13087,11762,6942,2534,73793
30103,11,4,37,48,107,166,461,656,369,1857,0,6,22,24,37,28,19,26,20,182,111,139,330,386,384,306,306,329,287,2582,1681,3763,8494,11005,10987,8577,6307,3505,1455,55769
30201,5,4,12,23,44,65,200,418,265,1029,0,7,14,22,19,27,28,19,21,147,54,89,238,175,155,123,128,134,121,1213,1055,2947,6155,6857,6106,4973,3956,2462,1113,35622
30202,13,5,48,63,91,150,374,722,525,2001,0,4,29,55,49,52,43,41,29,295,115,202,560,436,326,294,300,391,514,3137,1659,4912,12113,11149,9637,7567,5680,3952,2307,58969
30203,11,13,32,33,75,118,215,335,210,1028,0,4,29,29,26,29,21,20,24,174,72,154,432,316,216,172,154,130,99,1749,876,2873,8252,7158,5456,4482,3183,1719,804,34802
30204,16,18,47,67,102,184,502,760,394,2093,0,12,33,54,61,75,47,37,17,332,97,157,400,325,324,281,299,316,273,2475,1360,3368,8271,9071,8204,6971,5626,3391,1448,47706
30301,4,9,19,21,41,98,243,474,366,1277,0,3,15,14,18,27,34,34,24,163,58,117,270,246,196,164,152,166,127,1493,1239,3580,7689,8380,7471,5971,4361,2485,1100,42259
30302,11,10,42,54,91,136,262,395,291,1289,0,16,48,47,36,60,44,38,47,328,108,330,771,471,390,383,321,257,213,3243,1926,8311,16986,12216,9748,7406,5014,2877,1479,65969
30303,13,14,54,72,135,175,399,660,397,1918,6,16,80,59,82,88,100,72,55,554,153,299,620,460,350,326,261,280,209,2954,2130,5863,12172,12388,10094,7662,5816,3682,1501,61313
30304,13,14,30,46,61,84,165,317,196,924,0,4,29,36,54,48,36,35,20,262,76,170,337,229,162,143,129,104,72,1432,996,3018,6696,6331,5185,3951,2679,1702,781,31336
30305,16,11,83,143,185,237,390,401,242,1704,4,25,128,136,145,146,126,50,39,795,141,181,541,467,356,233,228,191,168,2499,1653,4079,10576,11560,8054,6571,4814,2144,831,50283
30306,9,10,75,91,153,204,349,446,209,1555,8,15,97,135,107,139,124,71,70,774,98,189,491,371,276,217,207,159,100,2101,1187,3678,8476,7656,5598,5214,4323,2252,853,39229
30401,7,0,11,12,35,56,116,153,103,488,4,0,15,13,21,34,23,17,12,139,31,31,79,114,96,101,120,142,130,846,799,1633,3385,4775,4592,4166,3510,1773,717,25335
30402,3,4,10,23,19,34,71,139,105,400,0,6,3,9,14,12,14,10,7,78,41,57,96,130,150,133,152,245,311,1310,1278,2426,3292,6538,7662,5673,4478,2818,1169,35339
30403,4,6,7,19,30,37,89,124,103,419,0,6,26,34,18,26,10,12,4,150,127,237,348,256,189,152,182,162,114,1768,2915,6594,7977,7501,6518,4713,4033,2350,910,43515
30404,17,3,25,23,50,67,150,314,272,930,0,4,13,24,32,24,24,21,7,147,94,193,276,233,189,181,143,123,118,1547,1465,3261,6616,8144,7903,5304,4268,2621,1171,40750
30501,7,27,70,61,87,98,202,298,174,1022,7,29,91,58,47,38,57,55,45,423,312,809,1999,1126,716,586,468,320,206,6542,2669,10950,24794,13851,9920,7771,5322,2501,934,78720
30502,3,8,12,11,24,51,113,175,147,539,0,0,20,13,10,14,12,16,15,106,81,145,421,301,255,202,144,91,53,1695,1016,3375,7841,7518,6458,4581,2692,1181,513,35177
30503,10,12,36,47,65,106,194,336,232,1034,0,7,49,35,44,29,20,29,31,236,165,535,1325,795,560,441,334,272,183,4617,2427,9799,22340,15447,13108,9601,6208,3363,1381,83675
30504,0,6,12,16,24,25,66,155,122,418,0,3,14,13,14,13,7,14,14,96,63,202,448,281,239,187,184,152,92,1858,1752,6523,10481,8586,8419,5842,3931,1896,680,48115
30601,10,3,37,51,53,119,220,229,140,863,3,3,15,27,16,24,22,17,5,126,182,184,454,469,541,478,338,221,92,2961,1492,2673,6308,8202,8919,7932,5681,2462,684,44351
30602,31,35,135,238,267,419,689,801,410,3027,13,13,94,134,181,164,123,92,35,859,602,854,2113,1636,1436,1205,1016,664,359,9887,2898,6365,15402,14261,14386,12515,9613,4753,1697,81893
30603,20,17,57,83,101,239,457,591,302,1862,0,4,31,17,36,41,34,24,25,216,200,158,508,463,494,528,485,271,109,3220,947,1580,3908,3785,4410,5484,4594,2297,808,27812
30604,4,9,9,14,26,50,86,93,45,324,0,0,9,3,6,4,10,5,3,38,53,80,254,168,204,202,213,119,35,1327,249,500,1544,1483,1756,2025,1631,741,182,10109
30605,13,16,55,58,94,212,523,709,360,2038,3,3,24,15,14,30,36,42,29,212,255,220,571,484,612,650,600,433,242,4068,1106,1645,4291,4437,5570,6453,6034,3392,1111,34037
30701,19,21,48,73,147,297,641,697,275,2224,9,10,14,13,6,17,37,32,12,156,256,318,757,616,629,642,509,401,199,4331,1274,2500,5728,5250,5613,5763,4441,2458,806,33831
30702,18,9,48,70,129,260,623,855,367,2380,0,0,13,16,13,20,34,28,13,134,215,207,453,400,484,528,435,391,267,3378,1243,2187,4533,4641,5539,5885,4876,2888,1056,32850
30703,13,7,37,55,125,217,613,800,356,2220,0,0,14,15,16,39,40,41,19,178,154,164,353,322,446,505,532,437,181,3088,1036,1837,3944,4011,5182,6179,6189,3484,1128,32989
30801,7,11,31,42,71,139,200,205,52,758,0,7,7,14,9,9,11,16,3,79,155,248,561,552,423,436,251,134,62,2827,848,1838,4358,4243,3714,3337,1772,781,191,21078
30803,37,34,130,216,319,537,1351,1932,878,5433,9,19,58,54,58,85,66,52,35,426,523,597,1375,1439,1373,1283,985,808,530,8909,3565,6996,15301,15195,14916,15796,12256,6786,2528,93341
30804,3,0,13,31,40,70,176,289,112,724,0,3,0,7,3,5,9,5,8,36,117,123,254,253,257,263,202,146,65,1681,427,815,1846,1944,1821,1880,1271,802,266,11073
30805,23,16,56,80,150,278,586,610,248,2044,4,7,11,14,30,25,23,13,8,136,220,215,601,662,739,674,468,265,119,3963,1695,3160,7828,8348,9059,8673,5716,2386,679,47544
30901,11,5,23,43,55,132,259,428,258,1205,3,3,23,15,22,8,23,26,39,168,126,296,917,611,533,592,494,456,284,4298,1269,3994,10640,9106,8896,8082,7188,4211,1641,55028
30902,9,4,29,31,52,119,248,363,284,1139,0,6,9,10,8,15,16,18,21,96,110,181,527,447,413,378,397,407,319,3181,1294,3010,7742,7704,7561,7445,6506,3549,1600,46406
30903,22,19,45,72,111,220,497,695,350,2042,3,5,37,52,40,42,54,48,26,301,191,267,575,526,608,590,743,765,491,4759,1523,3822,7865,7976,9284,9682,9731,6398,2186,58457
30904,5,4,6,17,21,44,105,115,35,349,0,4,0,0,6,4,8,0,0,30,81,48,122,182,188,183,146,123,43,1119,495,773,1724,2514,3107,3192,2587,1273,299,15959
30905,9,10,15,21,39,70,141,173,72,540,0,9,12,13,11,6,10,6,6,80,95,89,184,257,223,197,158,132,94,1429,994,1791,3331,5220,5624,4251,3178,1566,494,26450
30906,15,14,30,69,92,176,364,455,196,1413,0,5,13,30,20,33,36,25,16,176,171,181,423,478,451,329,361,339,254,3000,1883,3845,8454,9784,9826,8307,6490,3740,1205,53534
30907,44,33,113,187,214,364,697,611,268,2544,16,13,55,74,68,68,66,48,35,445,520,582,1540,1328,1116,727,578,406,171,6958,4572,9959,22764,23298,20938,15451,11559,5599,1520,115665
30908,5,8,20,41,76,121,223,278,197,970,6,10,19,30,30,27,35,20,16,183,136,175,406,323,306,221,302,410,442,2722,1536,3781,7296,7513,7013,5769,5162,3285,1431,42787
30909,12,15,58,63,111,196,306,424,245,1429,3,6,40,27,38,42,44,28,24,256,248,469,862,583,585,551,530,575,527,4920,1974,5912,10404,7994,8099,7262,6024,4038,1836,53544
30910,6,18,39,42,47,82,167,233,104,732,0,9,28,22,25,27,23,19,24,167,167,367,1050,645,586,626,586,377,154,4559,894,2993,7424,5728,5983,6126,5800,3332,849,39117
31001,53,60,213,371,430,564,561,601,285,3132,12,38,184,226,357,395,262,121,81,1669,252,320,907,766,558,483,351,263,160,4049,2345,5621,12871,11498,9884,7977,5299,2990,1183,59665
31002,24,18,67,120,180,366,1072,1182,426,3449,10,10,22,20,28,45,51,35,16,231,314,352,617,571,675,643,610,507,229,4526,1992,3626,7226,7832,9133,9602,8144,4082,1095,52738
31003,65,47,120,189,297,491,1039,1515,697,4460,8,16,47,37,88,99,84,46,30,446,373,414,967,907,762,635,534,544,369,5507,3456,7331,16707,15273,14658,13151,9431,5363,1965,87331
31004,43,30,115,245,270,357,533,454,147,2187,14,23,92,100,140,159,124,54,24,740,351,466,1119,895,634,437,318,165,57,4444,3166,7266,17281,16750,12149,8644,5299,2189,486,73236
31101,7,0,21,29,59,107,226,269,129,843,0,0,4,9,5,0,12,11,3,46,53,47,142,143,156,130,161,127,94,1058,407,648,1406,1694,1992,2036,1937,1034,369,11523
31102,26,16,71,100,166,176,419,423,178,1575,4,13,38,56,45,38,35,30,11,264,235,287,641,524,439,334,283,239,87,3066,1394,3190,7180,5890,5542,4871,4171,2464,735,35429
31103,40,33,216,261,331,428,675,617,212,2817,6,37,207,243,248,228,153,102,30,1257,443,545,1193,962,661,557,434,350,164,5304,3052,6887,14567,12368,10756,9842,6550,2948,857,67827
31104,19,17,54,82,129,165,355,279,95,1196,0,3,37,35,57,54,41,35,13,276,222,192,449,501,475,324,222,135,35,2550,1956,3648,8269,8740,8485,6393,4325,1715,355,43882
31105,16,21,119,138,162,232,487,505,268,1947,3,7,74,101,116,99,80,41,18,547,262,288,638,561,487,352,415,382,303,3691,1857,4024,8850,8821,8012,6951,5895,3134,1120,48664
31106,27,55,295,348,337,403,721,699,262,3156,7,43,261,278,292,221,150,101,40,1389,390,391,981,830,725,532,510,362,209,4929,2412,5023,10977,11242,9769,7935,7052,3499,1057,58969
31201,11,12,35,46,96,174,293,328,139,1136,0,0,30,11,21,18,11,23,8,129,230,581,1515,1054,997,823,371,205,56,5830,878,2177,5943,5189,4896,4460,2647,1223,371,27777
31202,25,32,91,121,198,498,1199,1604,657,4426,3,16,26,26,45,48,44,43,22,283,529,692,1692,1729,1753,1552,1012,747,429,10139,3327,6947,15633,16194,16385,16017,10997,5570,1979,93041
31203,7,4,15,25,31,76,132,164,78,523,0,0,8,8,7,9,8,10,0,53,104,197,547,386,402,366,254,117,41,2410,608,1414,3650,3228,3279,3124,2341,952,240,18825
31301,6,3,20,32,77,181,566,815,291,1991,0,0,4,4,15,15,17,17,13,88,63,54,131,164,229,303,481,402,222,2055,704,1080,2116,2938,4122,6053,8429,5168,1366,31976
31302,46,30,126,165,262,344,757,881,389,2997,3,9,77,59,54,47,41,37,24,348,310,415,838,685,621,515,533,475,344,4743,2423,5264,11659,9881,9490,8448,7293,4072,1422,59962
31303,5,10,33,35,48,62,167,197,88,641,0,0,4,10,9,11,5,8,3,42,57,60,186,254,193,163,147,94,49,1209,362,706,2114,2054,2007,1973,1840,776,232,12057
31304,18,26,60,83,149,233,646,722,251,2182,0,15,34,33,25,50,27,22,11,228,208,233,492,507,438,342,385,353,210,3166,2213,4462,8458,8937,9364,7973,6433,3335,983,52149
31305,30,15,46,81,143,239,588,865,447,2453,3,8,21,19,34,50,36,35,25,232,152,171,378,445,505,487,525,527,451,3644,1660,2908,5670,7354,9052,9102,8947,5305,2066,52076
31401,9,11,28,36,49,79,312,640,237,1403,3,0,12,22,17,23,21,10,8,122,118,136,278,332,368,262,282,213,87,2065,2468,4821,9403,12495,14329,11072,7923,3812,915,67234
31402,13,20,80,87,120,196,421,501,249,1698,4,3,39,32,49,58,50,17,8,269,169,246,702,620,430,285,277,277,260,3264,2368,5659,14029,14051,11016,7404,5391,2863,1065,63844
31403,10,12,41,62,84,120,301,395,185,1205,9,3,29,36,32,31,27,22,10,201,108,137,298,237,238,193,163,130,59,1554,1179,2588,5741,5715,5038,4344,3638,1741,546,30539
31501,60,31,67,73,115,253,404,284,69,1365,9,9,16,15,15,17,39,29,7,162,220,252,650,548,585,560,350,159,26,3345,1275,2223,4999,4128,4144,3663,2235,889,143,23704
31502,60,31,97,98,132,220,328,233,64,1248,11,11,23,10,30,34,42,24,10,203,187,304,673,524,489,455,244,157,48,3080,1157,2295,5208,4144,3685,3390,1781,875,197,22745
31503,6,3,26,38,67,175,321,311,140,1081,0,3,3,5,9,6,22,20,8,73,95,102,245,219,262,352,234,176,94,1789,454,939,2166,1928,2188,2708,1949,1007,389,13708
31601,7,6,19,21,57,63,212,395,250,1030,4,8,16,6,17,12,11,5,13,84,197,222,379,336,291,260,297,307,338,2632,1952,3473,6233,7346,8074,6716,6147,4050,1772,45756
31602,26,12,48,60,109,212,582,1068,651,2764,4,5,14,27,26,28,29,27,11,184,219,231,620,594,590,609,636,683,511,4687,2383,4742,10521,11611,12514,12360,11754,7750,2999,76629
31603,15,13,21,42,50,138,303,499,316,1396,0,4,24,20,17,18,11,19,12,125,154,233,613,528,571,557,564,527,395,4145,1378,3418,8079,7716,8380,9374,8552,4622,1837,53357
31605,11,7,14,22,28,66,164,249,187,743,0,5,9,10,7,9,10,13,6,73,101,77,264,346,347,296,347,365,319,2470,910,1651,3637,5529,6601,6535,6911,4087,1402,37266
31606,21,9,29,41,71,128,358,541,240,1438,5,7,5,12,22,17,21,12,16,106,162,169,424,477,503,453,439,296,148,3070,1507,2797,6126,6996,8093,8541,7644,3819,1128,46657
31607,14,11,21,58,81,141,280,488,288,1376,5,10,12,17,23,30,27,19,9,147,116,135,282,365,351,326,281,261,189,2310,1266,2322,5640,6478,6718,6591,5466,3173,1094,38751
31608,6,8,7,18,36,58,132,184,94,548,4,0,8,6,11,9,0,7,5,41,61,50,126,197,244,248,186,142,105,1353,566,829,1682,2675,3739,4142,3574,1677,435,19314
31701,88,121,235,347,438,572,1488,2358,1285,6939,28,81,288,282,205,191,150,66,39,1329,501,607,1256,1011,988,940,917,887,521,7623,4655,10302,21701,19566,19275,18451,16065,9901,3892,123808
31801,33,18,47,64,136,249,678,940,498,2660,3,0,11,19,21,29,26,22,26,159,271,266,546,517,602,565,510,422,199,3900,1194,2049,4254,4240,5253,5977,5405,3129,1213,32718
31802,62,63,184,276,364,701,1303,1727,775,5453,17,20,101,110,124,139,109,84,37,734,885,1632,2506,2084,1932,1547,1145,836,468,13031,6359,14973,27893,25198,24803,22521,16593,8265,2647,149247
31901,41,37,109,163,285,515,1456,1995,971,5575,0,24,66,51,66,73,63,87,35,469,285,296,772,671,809,932,947,842,394,5949,2462,4532,9739,9578,11384,13465,13420,8217,2627,75416
31902,11,15,62,104,175,394,1035,1170,499,3468,0,6,23,8,20,31,33,29,24,179,255,243,519,463,650,784,809,571,184,4479,1347,2292,4714,4719,6201,7604,7655,4099,1198,39830
31903,15,15,41,70,139,270,768,960,404,2678,0,3,5,14,19,27,32,31,14,145,206,133,442,464,562,584,556,427,171,3541,1435,2149,4907,5466,6870,8437,8087,4148,1204,42695
31904,25,24,62,86,154,284,866,1095,498,3087,3,0,12,14,20,33,39,35,14,180,150,138,334,370,462,517,747,776,382,3890,1428,2414,5352,6086,7436,9323,10928,6744,2069,51781
31905,27,29,63,81,166,334,859,872,413,2848,4,5,15,11,27,27,41,25,9,166,173,171,326,359,411,578,668,455,204,3354,1192,2079,4067,4508,5813,7958,8550,4027,1158,39336
39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,34,48,32,8,0,0,0,135,0,16,48,64,45,5,3,0,0,183
39999,10,14,39,43,34,74,138,58,9,406,3,5,12,3,6,8,13,5,4,61,129,283,766,729,628,515,342,81,15,3486,418,928,2647,2073,1929,2468,2124,441,44,13081
40101,0,6,15,24,29,28,51,49,42,238,0,17,35,17,16,6,13,11,4,121,118,315,455,259,187,158,191,127,132,1935,1133,4542,6087,3157,2276,2282,2239,1141,425,23279
40102,11,8,26,50,47,91,316,389,305,1254,3,8,8,19,13,14,7,17,9,98,157,194,374,413,453,492,455,323,184,3034,1867,4307,8333,9858,11371,10759,9174,4403,1503,61574
40103,4,7,14,10,35,28,136,209,229,674,0,0,12,24,18,14,35,29,26,166,27,50,138,151,140,127,157,193,133,1110,964,2549,4190,5638,6220,5717,5540,3623,1609,36048
40104,11,3,22,40,47,130,551,1061,637,2500,4,15,33,25,34,54,81,154,119,517,75,102,273,199,208,193,194,306,241,1782,1118,3570,7554,7476,7032,6363,5189,4129,1940,44366
40105,3,5,13,23,22,52,161,493,424,1189,0,0,24,12,15,15,32,71,97,274,54,76,238,190,156,171,175,156,138,1356,710,2474,5756,4917,4565,4528,3879,2609,1376,30823
40106,3,6,15,22,30,64,122,223,218,710,0,0,15,17,16,23,20,43,37,176,40,58,193,145,142,122,129,90,92,1007,589,2102,4455,4210,3820,3743,2926,1519,817,24185
40107,8,3,14,20,39,49,155,252,300,837,0,0,11,17,5,9,30,56,44,167,21,46,140,108,118,109,183,185,197,1107,694,2382,4792,5040,5079,4681,4403,2596,1567,31242
40201,7,13,28,48,58,118,291,402,261,1223,4,0,4,12,10,15,21,34,12,111,86,94,178,189,198,215,195,220,143,1518,1015,2251,4498,4439,5104,5179,3685,2296,935,29396
40202,54,75,347,446,338,569,854,781,366,3827,5,27,186,360,393,278,177,121,59,1617,327,427,1038,823,707,648,615,514,334,5427,2664,6914,15785,12762,11386,10965,7311,4023,1676,73494
40203,15,40,207,258,259,345,538,759,517,2947,6,46,212,275,292,301,207,129,63,1529,162,260,620,513,425,272,295,291,171,3007,1452,5400,14518,12436,8783,7213,5737,3495,1569,60603
40204,48,84,437,681,609,818,1458,1430,645,6201,14,68,442,687,918,722,503,270,153,3777,360,391,993,964,819,714,704,665,433,6043,3629,9912,21035,20256,17521,16446,12672,6908,2493,110869
40205,16,17,47,91,105,165,556,881,566,2432,3,17,16,35,46,49,45,51,51,321,117,131,334,354,326,337,406,500,408,2915,2206,5579,11526,12813,12540,12041,10927,6589,2446,76668
40301,3,3,19,29,43,91,149,204,207,750,0,0,3,11,21,50,36,11,4,131,24,60,135,140,141,209,259,219,124,1307,674,1823,3745,4175,4532,5237,5221,2992,1483,29877
40302,25,20,69,99,134,239,515,795,655,2552,0,11,46,62,60,114,107,78,51,536,125,220,517,435,387,380,422,339,247,3076,1950,6423,14484,13560,11548,11491,10138,5393,2786,77779
40303,12,5,18,40,44,65,185,394,363,1123,3,4,10,11,29,38,29,61,52,236,60,94,243,192,204,223,254,283,214,1784,1555,3997,7014,8474,9102,8180,7150,4553,2202,52232
40304,40,45,110,157,200,390,988,1264,814,4008,6,9,30,47,48,54,79,70,46,390,373,393,887,962,911,942,996,914,590,6958,4219,9921,21551,22715,22940,22540,20448,10796,3902,139029
40401,21,19,91,156,210,423,1192,1883,1287,5287,7,16,62,88,161,181,202,306,265,1281,183,305,744,574,564,576,536,542,321,4347,2335,7611,17903,15377,15279,15035,12122,7506,3668,96842
40402,21,31,83,152,248,372,657,709,518,2778,6,11,29,69,142,200,198,118,111,885,111,163,380,415,367,428,371,297,153,2684,1285,3822,8702,8112,8066,8627,6412,3053,1466,49551
