SA3_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
10304,0,0,3,15,5,0,0,0,0,26,0,0,0,3,8,0,4,7,0,17,0,3,5,26,13,9,0,0,0,61,0,20,18,106,33,33,37,28,14,299,96,230,177,443,218,222,208,171,123,1890,1892,4340,3418,7872,3869,3783,3261,1919,856,31205,0,0,0,3,0,3,0,0,0,12,3846,8248,6283,12118,6295,6041,5166,2790,1031,51817,0,0,0,25,0,0,0,0,0,29,0,0,0,0,0,0,5,0,0,8,0,0,5,14,0,0,0,0,0,19,0,3,0,4,0,0,0,0,0,9,0,0,7,33,18,8,5,0,0,79,0,0,0,0,0,0,0,0,0,9,0,7,8,67,34,25,30,25,6,192,0,0,0,0,0,9,8,3,3,23,0,0,0,5,0,0,0,3,0,7,4,29,38,148,125,247,201,189,63,1027,0,0,0,14,13,12,7,0,0,49,0,3,0,19,3,3,7,3,0,34
10401,0,0,0,7,5,0,0,0,0,17,0,0,0,0,0,3,4,3,0,17,0,0,0,4,4,5,0,0,0,16,4,5,11,49,34,44,40,23,7,214,79,191,158,409,246,283,281,190,95,1938,1276,2877,2378,5211,3340,4209,4093,2399,1070,26846,0,0,0,0,0,0,0,0,0,3,2374,5485,4595,8795,5370,6791,6692,3748,1435,45286,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,13,0,0,0,6,0,0,0,0,0,9,0,4,4,21,11,7,17,8,0,73,0,0,0,9,4,6,6,0,0,22,0,5,6,27,20,13,9,0,0,79,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,7,0,0,11,0,22,13,113,108,309,374,274,78,1292,0,0,0,9,4,5,9,10,0,30,0,0,0,6,4,12,6,4,0,34
10402,0,0,3,33,5,0,3,0,0,50,0,0,0,4,10,15,12,6,0,49,0,0,3,6,9,6,7,0,0,31,15,66,90,314,134,119,104,73,34,950,110,310,266,680,336,380,350,329,200,2969,2300,5714,4551,10652,6134,6847,6315,3642,1641,47787,0,6,23,23,9,6,0,0,0,66,4312,10281,7816,15167,9001,9988,9382,4841,1876,72657,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,8,0,0,0,35,7,6,0,0,0,50,0,0,0,9,0,0,0,0,0,10,0,5,9,74,42,42,38,20,4,239,0,0,0,14,11,3,7,0,0,37,0,4,16,95,34,40,21,7,9,215,0,0,0,0,0,9,8,12,5,33,0,5,0,14,0,0,11,12,0,42,8,77,89,327,437,683,766,568,221,3178,0,4,0,28,21,26,19,3,3,99,0,0,6,33,9,19,22,13,3,105
10501,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,4,4,8,18,9,8,17,17,5,90,119,256,204,459,232,255,200,136,65,1923,715,1399,1132,2652,1349,1483,1056,686,280,10754,0,0,0,0,0,0,0,0,0,0,1239,2291,1856,3682,2028,2389,1738,977,322,16519,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,3,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,17,10,9,0,0,0,37,0,0,0,0,0,4,4,10,0,20,0,0,0,8,0,0,0,0,0,4,0,0,0,35,19,35,26,25,8,150,0,6,0,9,4,0,4,0,0,17,0,0,0,5,0,0,0,0,0,11
10502,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,7,0,0,7,11,7,6,4,0,0,33,28,125,101,233,101,108,97,102,94,1004,533,1160,1003,2381,1154,1484,1224,793,398,10128,0,0,0,0,0,0,0,0,0,0,999,2014,1839,3831,1968,2527,2138,1139,452,16897,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,0,0,0,20,0,0,0,0,0,0,0,3,3,4,0,0,0,3,0,0,0,0,0,5,0,5,5,19,21,41,43,30,3,160,0,3,0,0,8,0,0,0,0,17,0,0,0,5,0,0,4,0,0,10
10503,0,0,0,28,4,5,0,0,0,38,0,0,0,4,0,0,4,0,0,11,0,0,15,23,14,0,0,0,0,58,3,13,16,86,19,26,22,16,13,199,218,460,365,952,435,420,397,328,156,3736,2461,4901,3947,9513,4349,4699,3926,2498,1076,37368,0,0,0,5,0,0,0,0,0,5,4521,8790,6957,14013,7005,7644,6302,3702,1405,60325,0,11,0,122,9,3,3,0,0,146,0,0,0,0,0,0,0,0,0,7,0,0,0,13,0,0,0,0,0,15,0,0,0,7,0,0,0,0,0,9,0,0,0,25,6,0,3,6,0,41,0,0,0,21,4,0,0,0,0,27,0,8,13,96,32,25,12,6,4,201,0,0,0,0,0,0,3,5,0,8,0,3,0,7,0,3,3,0,0,20,5,20,21,110,78,188,188,153,42,806,0,4,7,51,18,10,3,0,0,89,0,0,0,16,0,3,4,0,4,34
10601,0,4,6,42,6,0,0,0,0,67,0,0,0,5,0,7,9,3,0,29,0,0,0,13,8,3,3,0,0,26,0,7,15,83,45,54,52,34,4,295,125,272,288,596,310,293,268,204,109,2463,3077,6529,5548,12479,6182,6114,4965,2432,1083,48403,0,0,0,5,0,0,0,0,0,5,6034,12595,10787,22085,10569,10273,8100,3719,1394,85562,0,0,0,13,0,0,0,0,0,21,0,0,0,0,0,0,3,0,0,6,0,0,0,4,7,0,0,0,0,12,0,0,0,4,0,0,0,0,0,5,0,5,5,27,13,13,4,3,0,69,0,0,0,4,5,5,3,0,0,17,0,0,6,49,38,24,5,7,0,137,0,0,0,0,3,3,5,4,0,23,0,0,0,4,0,7,6,0,0,28,0,22,55,210,269,450,465,281,73,1815,0,0,9,36,18,5,18,0,0,95,0,0,0,22,4,15,8,5,0,50
10602,0,0,0,38,11,6,0,0,0,60,0,0,0,13,8,6,6,6,4,43,0,6,8,32,22,0,3,0,0,70,0,18,21,131,61,62,52,31,11,384,94,207,169,438,153,150,142,148,121,1620,2922,6112,5298,12465,5498,5021,4114,2259,934,44621,0,0,0,13,0,0,0,0,0,9,5792,11737,9744,20503,8964,8015,6490,3330,1098,75672,0,6,9,38,11,0,0,0,0,61,0,0,0,0,0,5,0,0,0,4,0,0,0,12,0,0,0,0,0,15,0,0,0,8,7,0,0,0,0,19,0,9,3,38,13,10,12,0,3,97,0,0,0,7,10,5,9,5,0,41,0,12,6,88,39,38,21,11,7,216,0,0,0,3,3,13,5,0,0,22,0,4,6,6,5,0,4,0,0,32,4,49,79,250,255,336,355,209,59,1591,0,0,4,40,15,12,0,5,0,76,0,0,0,9,7,4,0,0,0,22
10603,0,4,0,28,5,0,3,0,0,40,0,3,6,11,8,6,10,19,0,62,0,0,0,3,9,4,3,0,0,21,0,14,10,84,56,80,102,67,19,445,65,195,164,338,211,252,326,275,134,1957,1731,4391,3745,7410,4826,5811,5983,3566,1241,38712,0,0,0,0,0,0,0,0,0,0,3311,8333,7189,12210,7693,9043,8781,4923,1479,62964,0,0,0,8,0,0,0,0,0,16,0,0,0,0,0,3,6,0,0,16,0,4,0,22,4,0,0,0,0,24,0,0,0,7,0,0,0,0,0,9,0,0,3,33,25,19,32,13,3,136,0,0,0,9,3,11,19,11,0,52,0,5,8,41,32,17,10,10,3,130,0,0,0,3,5,13,22,36,10,90,0,0,4,9,3,3,18,9,0,45,14,81,78,231,339,653,842,701,162,3107,0,3,0,23,9,10,8,9,3,72,0,0,0,20,6,11,12,8,0,67
10604,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,6,0,0,0,8,3,0,0,0,0,16,0,6,7,52,11,13,11,8,0,113,38,120,87,245,120,133,116,67,62,987,851,2045,1650,3867,1944,1924,1520,876,409,15073,0,0,0,0,0,0,0,0,0,0,1674,3944,3054,6226,3261,3235,2525,1376,518,25815,0,0,0,8,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,7,10,3,0,0,0,0,19,0,0,0,5,4,0,0,0,0,6,0,0,5,16,3,0,3,0,0,19,0,0,0,4,0,0,3,0,0,7,0,15,4,92,18,20,7,5,3,157,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,0,0,0,9,5,5,11,95,52,123,97,66,22,476,0,0,0,8,11,0,0,0,0,22,0,0,3,16,0,0,5,0,0,23
10701,0,3,8,53,30,25,27,4,3,151,0,0,0,6,8,18,23,18,10,87,0,0,0,9,7,7,0,0,0,19,0,63,82,240,175,254,244,205,136,1409,89,205,164,463,187,168,206,170,80,1738,2406,4994,4661,10119,5005,4965,4148,2873,1408,40573,0,0,3,4,0,0,0,0,0,11,4736,9340,8618,16038,7335,6419,4268,2411,986,60150,0,0,0,14,4,6,0,0,0,29,0,0,0,34,18,37,15,12,3,126,0,0,4,14,11,6,3,0,0,50,0,0,0,3,11,3,3,0,0,22,4,8,5,43,16,11,9,0,3,95,0,0,3,22,42,42,58,41,11,216,0,6,9,130,37,34,19,4,0,254,0,0,0,24,21,37,48,83,45,265,0,4,0,12,10,0,12,4,8,54,0,45,53,232,363,799,706,641,224,3065,0,3,8,34,10,13,8,6,0,77,0,0,3,12,6,22,10,7,5,72
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
