SA3_CODE_2021,MOL_SAL_Filipin_UOLSE_NWorNAA,MOL_SAL_Filipin_UOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_UOLSE_VWorW,MOL_SAL_Indon_UOLSE_NWorNAA,MOL_SAL_Indon_UOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_UOLSE_VWorW,MOL_SAL_Tagalog_UOLSE_NWorNAA,MOL_SAL_Tagalog_UOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_UOLSE_VWorW,MOL_SAL_Oth_UOLSE_NWorNAA,MOL_SAL_Oth_UOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_UOLSE_VWorW,MOL_SAL_Tot_UOLSE_NWorNAA,MOL_SAL_Tot_UOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_UOLSE_VWorW,MOL_Spanish_UOLSE_NWorNAA,MOL_Spanish_UOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_UOLSE_VWorW,MOL_Tamil_UOLSE_NWorNAA,MOL_Tamil_UOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_UOLSE_VWorW,MOL_Thai_UOLSE_NWorNAA,MOL_Thai_UOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_UOLSE_VWorW,MOL_Turkish_UOLSE_NWorNAA,MOL_Turkish_UOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_UOLSE_VWorW,MOL_Vietnamese_UOLSE_NWorNAA,MOL_Vietnamese_UOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_UOLSE_VWorW,MOL_Oth_UOLSE_NWorNAA,MOL_Oth_UOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_UOLSE_VWorW,MOL_Tot_UOLSE_NWorNAA,MOL_Tot_UOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LUatH_NS_SEO,M_LUatH_NS_UOLSE_VWorW,M_LUatH_NS_UOLSE_NWorNAA,M_LUatH_NS_UOLSE_Tot,M_LUatH_NS_NS,M_LUatH_NS_Tot,M_Tot_SEO,M_Tot_UOLSE_VWorW,M_Tot_UOLSE_NWorNAA,M_Tot_UOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_UOLSE_VWorW,FSEO_UOLSE_NWorNAA,FSEO_UOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_UOLSE_VWorW,FOL_Afrikaans_UOLSE_NWorNAA,FOL_Afrikaans_UOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_UOLSE_VWorW,FOL_Arabic_UOLSE_NWorNAA,FOL_Arabic_UOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_UOLSE_VWorW,FOL_AIndLng_UOLSE_NWorNAA,FOL_AIndLng_UOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Canton_SEO,FOL_CL_Canton_UOLSE_VWorW,FOL_CL_Canton_UOLSE_NWorNAA,FOL_CL_Canton_UOLSE_Tot,FOL_CL_Canton_NS,FOL_CL_Canton_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_UOLSE_VWorW,FOL_CL_Mandarin_UOLSE_NWorNAA,FOL_CL_Mandarin_UOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_UOLSE_VWorW,FOL_CL_Oth_UOLSE_NWorNAA,FOL_CL_Oth_UOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_UOLSE_VWorW,FOL_CL_Tot_UOLSE_NWorNAA,FOL_CL_Tot_UOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_UOLSE_VWorW,FOL_Croatian_UOLSE_NWorNAA,FOL_Croatian_UOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_French_SEO,FOL_French_UOLSE_VWorW,FOL_French_UOLSE_NWorNAA,FOL_French_UOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_UOLSE_VWorW,FOL_German_UOLSE_NWorNAA,FOL_German_UOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_UOLSE_VWorW,FOL_Greek_UOLSE_NWorNAA,FOL_Greek_UOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_UOLSE_VWorW,FOL_IAL_Bengali_UOLSE_NWorNAA,FOL_IAL_Bengali_UOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Guj_SEO,FOL_IAL_Guj_UOLSE_VWorW,FOL_IAL_Guj_UOLSE_NWorNAA,FOL_IAL_Guj_UOLSE_Tot,FOL_IAL_Guj_NS,FOL_IAL_Guj_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_UOLSE_VWorW,FOL_IAL_Hindi_UOLSE_NWorNAA,FOL_IAL_Hindi_UOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Nepali_SEO,FOL_IAL_Nepali_UOLSE_VWorW,FOL_IAL_Nepali_UOLSE_NWorNAA,FOL_IAL_Nepali_UOLSE_Tot,FOL_IAL_Nepali_NS,FOL_IAL_Nepali_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_UOLSE_VWorW,FOL_IAL_Punjabi_UOLSE_NWorNAA,FOL_IAL_Punjabi_UOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhal_SEO,FOL_IAL_Sinhal_UOLSE_VWorW,FOL_IAL_Sinhal_UOLSE_NWorNAA,FOL_IAL_Sinhal_UOLSE_Tot,FOL_IAL_Sinhal_NS,FOL_IAL_Sinhal_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_UOLSE_VWorW,FOL_IAL_Urdu_UOLSE_NWorNAA,FOL_IAL_Urdu_UOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_UOLSE_VWorW,FOL_IAL_Oth_UOLSE_NWorNAA,FOL_IAL_Oth_UOLSE_Tot
49797,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,5,5,0,8,0,8,5,12,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
49999,0,0,0,0,..,3,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,8,0,8,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,6,0,6,..,41,9,44,3,48,..,126,19,141,6,148,..,21,0,22,472,491,1230,145,18,166,476,1873,1034,..,..,..,..,1034,..,0,0,0,0,0,..,6,0,7,0,7,..,12,0,12,6,26,..,4,0,9,0,9,..,6,0,6,0,6,..,0,0,0,0,0,..,11,7,16,0,16,..,0,0,0,0,0,..,13,0,13,0,13,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
50101,4,23,0,25,..,30,0,30,0,30,..,40,0,45,0,45,..,6,0,8,0,8,..,103,3,107,0,111,..,91,5,97,0,102,..,7,0,7,0,10,..,18,7,27,0,27,..,0,0,0,0,0,..,26,13,44,0,44,..,221,105,327,13,340,..,1311,201,1509,27,1534,..,87,8,90,1922,2012,24535,1399,203,1600,1945,28080,25723,..,..,..,..,25723,..,107,0,105,0,109,..,3,0,7,0,7,..,28,0,28,0,28,..,20,6,27,0,27,..,74,19,88,0,88,..,10,0,10,0,10,..,101,19,121,0,121,..,7,0,7,0,7,..,139,3,141,4,148,..,225,7,232,3,236,..,15,0,15,0,16,..,0,0,0,0,0,..,10,0,10,0,10,..,5,0,5,0,5,..,11,0,11,0,11,..,29,4,39,0,39,..,15,0,15,0,15,..,3,0,3,0,3,..,9,0,9
50102,8,268,5,277,..,50,0,52,0,51,..,240,7,244,0,247,..,119,22,136,0,140,..,673,39,711,7,718,..,82,4,84,0,85,..,25,0,20,0,20,..,25,3,32,0,32,..,11,0,11,0,11,..,43,16,58,0,58,..,563,86,650,21,666,..,3347,365,3714,46,3762,..,144,9,158,3726,3877,45637,3492,376,3867,3774,53276,47124,..,..,..,..,47124,..,389,10,396,4,396,..,76,7,86,0,86,..,94,0,96,0,96,..,48,12,58,0,63,..,258,108,369,0,367,..,13,6,14,0,14,..,319,123,442,3,449,..,14,0,18,0,18,..,74,0,76,0,78,..,91,0,91,0,91,..,52,4,60,0,60,..,20,0,27,0,27,..,24,8,31,0,31,..,54,4,55,0,55,..,30,0,30,0,30,..,76,6,85,0,83,..,19,5,26,0,26,..,47,0,49,0,50,..,7,0,14
50103,0,9,0,9,..,5,0,5,0,5,..,11,0,11,0,11,..,11,3,12,0,12,..,38,3,47,0,47,..,4,0,3,0,3,..,3,0,3,0,3,..,6,0,6,0,6,..,0,0,0,0,0,..,8,5,15,0,15,..,135,25,158,5,165,..,480,59,545,6,550,..,11,0,18,942,956,10397,496,65,562,947,11911,10500,..,..,..,..,10500,..,15,0,15,0,15,..,0,0,9,0,9,..,15,0,15,0,15,..,6,5,12,0,12,..,39,12,47,0,43,..,3,0,3,0,3,..,43,17,62,0,60,..,0,0,0,0,0,..,24,0,24,0,24,..,59,0,61,0,61,..,0,4,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0
50201,6,168,0,168,..,79,3,82,0,82,..,186,4,193,0,194,..,34,3,41,0,41,..,462,11,479,0,478,..,75,3,75,5,80,..,16,0,17,0,17,..,62,21,81,0,81,..,4,0,4,0,4,..,52,12,62,0,58,..,559,59,622,22,644,..,2660,223,2883,41,2924,..,209,14,223,3344,3567,45485,2871,238,3106,3385,51979,48827,..,..,..,..,48827,..,368,3,371,0,372,..,28,0,31,0,29,..,80,0,80,0,77,..,59,22,75,0,75,..,138,48,187,6,193,..,10,5,16,0,16,..,207,74,276,6,278,..,26,3,30,0,30,..,84,3,85,0,85,..,138,7,147,0,146,..,26,0,30,0,25,..,11,0,9,0,9,..,31,7,39,0,39,..,51,4,61,0,61,..,23,0,27,0,30,..,76,11,91,0,91,..,26,0,26,0,26,..,22,3,26,0,26,..,14,0,14
50301,0,10,0,10,..,138,12,155,3,159,..,17,0,12,0,12,..,49,0,49,0,49,..,215,16,231,3,234,..,185,12,197,0,195,..,79,0,78,0,78,..,28,0,27,0,26,..,15,0,17,0,17,..,83,10,96,0,93,..,495,28,528,12,538,..,4366,329,4695,41,4739,..,86,11,94,1293,1385,28781,4454,340,4791,1335,34905,29787,..,..,..,..,29787,..,118,0,120,6,120,..,81,0,82,0,87,..,15,0,13,0,13,..,344,27,371,6,376,..,1087,195,1276,7,1284,..,89,13,98,0,98,..,1522,226,1752,9,1759,..,42,0,48,0,48,..,250,6,255,6,255,..,199,0,200,0,200,..,135,9,143,0,145,..,39,0,43,0,43,..,31,0,33,0,33,..,114,9,124,0,124,..,12,0,18,0,18,..,27,0,25,0,25,..,80,4,86,0,86,..,61,4,59,0,66,..,26,3,30
50302,0,105,0,105,..,207,17,225,0,228,..,115,0,116,0,117,..,110,10,117,0,123,..,533,27,565,9,568,..,665,38,702,6,703,..,160,3,164,5,168,..,127,20,143,0,143,..,36,3,38,0,38,..,445,94,538,6,540,..,1661,116,1777,30,1810,..,10970,1099,12068,128,12196,..,258,13,281,3456,3729,39188,11232,1120,12345,3577,55115,38295,..,..,..,..,38295,..,128,3,128,0,129,..,206,21,223,4,228,..,26,0,30,0,30,..,646,137,783,5,782,..,1770,375,2142,8,2148,..,151,23,180,0,178,..,2570,532,3104,14,3117,..,88,14,100,0,100,..,443,9,455,5,457,..,254,0,260,5,260,..,237,31,272,5,271,..,88,6,97,0,100,..,183,19,205,8,206,..,300,16,312,0,314,..,285,17,305,4,307,..,103,9,109,0,112,..,95,3,101,0,101,..,100,5,108,0,111,..,84,10,92
50401,3,144,0,146,..,97,6,104,5,106,..,201,6,203,0,208,..,77,12,83,0,83,..,511,23,540,9,542,..,225,22,244,5,247,..,128,3,132,0,132,..,73,9,81,4,80,..,44,10,60,0,60,..,889,305,1195,10,1203,..,1170,159,1327,31,1354,..,8349,1348,9693,125,9814,..,189,21,211,1944,2156,29819,8533,1369,9899,2073,41790,29820,..,..,..,..,29820,..,71,0,74,0,75,..,224,64,286,0,290,..,42,0,41,0,41,..,501,228,722,7,733,..,781,331,1109,9,1117,..,73,22,100,0,100,..,1357,577,1931,17,1949,..,101,15,120,7,123,..,228,8,243,6,250,..,142,5,147,3,147,..,151,36,190,0,191,..,37,4,45,0,45,..,97,15,118,5,115,..,218,12,231,4,229,..,158,14,175,0,178,..,223,20,245,0,244,..,91,10,99,0,99,..,80,8,93,0,93,..,68,5,71
50402,0,91,0,91,..,12,0,13,0,13,..,128,0,127,0,127,..,25,0,27,0,27,..,248,3,256,0,256,..,38,3,42,0,42,..,12,4,14,0,14,..,25,0,24,0,24,..,4,0,4,0,4,..,15,5,15,0,15,..,240,31,268,5,278,..,1194,115,1316,12,1333,..,59,3,66,2967,3030,18280,1257,125,1385,2979,22643,18576,..,..,..,..,18576,..,56,0,56,0,56,..,8,0,6,0,6,..,47,0,47,0,47,..,7,0,13,0,9,..,82,22,101,5,104,..,4,0,4,0,4,..,91,26,116,6,120,..,28,4,38,0,38,..,65,0,64,0,64,..,82,3,85,0,85,..,11,0,11,0,11,..,4,0,4,0,4,..,8,0,8,0,8,..,20,0,28,0,29,..,3,0,3,0,3,..,26,6,30,0,30,..,8,0,10,0,10,..,0,0,0,0,0,..,4,0,4
50403,10,547,3,554,..,129,14,148,0,153,..,810,28,839,4,845,..,272,15,288,0,287,..,1756,67,1823,15,1839,..,229,16,250,4,251,..,286,16,301,6,308,..,107,14,122,0,122,..,22,3,25,0,25,..,1066,354,1421,14,1433,..,3342,563,3905,74,3973,..,14589,1879,16466,192,16659,..,391,52,442,3589,4031,52984,14980,1930,16909,3781,73672,52964,..,..,..,..,52964,..,424,9,435,3,437,..,767,175,944,0,946,..,139,0,139,0,139,..,324,116,443,0,446,..,560,177,733,9,745,..,67,16,84,0,89,..,955,312,1265,10,1279,..,192,39,232,0,232,..,276,10,289,5,290,..,171,8,182,0,181,..,91,12,99,0,99,..,57,14,66,0,66,..,578,78,654,14,665,..,491,39,534,4,540,..,95,16,114,3,112,..,1270,172,1443,21,1462,..,173,15,189,4,193,..,139,15,162,4,164,..,69,8,73
50501,0,51,0,51,..,102,12,107,5,107,..,67,0,68,0,74,..,103,12,112,0,112,..,323,24,339,5,349,..,291,23,315,4,321,..,55,0,57,5,60,..,89,7,95,0,98,..,20,0,23,0,23,..,160,44,207,0,211,..,936,99,1034,25,1053,..,7121,606,7725,92,7817,..,241,13,254,2581,2834,68849,7363,619,7979,2674,79502,69538,..,..,..,..,69538,..,884,13,898,3,895,..,271,23,295,0,302,..,29,0,29,0,29,..,325,85,409,0,410,..,610,178,794,3,797,..,67,0,70,0,70,..,1005,267,1269,11,1284,..,88,10,99,0,99,..,300,11,311,3,311,..,439,9,445,7,448,..,161,8,165,3,168,..,30,0,32,0,32,..,243,15,261,4,267,..,116,11,129,0,126,..,27,0,27,0,25,..,97,10,109,0,105,..,54,0,53,0,53,..,54,6,56,0,56,..,37,0,42
50502,0,135,6,142,..,231,19,250,4,254,..,340,11,350,7,356,..,152,22,169,6,173,..,851,55,906,15,924,..,674,69,746,12,753,..,171,0,176,0,180,..,167,18,188,3,188,..,107,28,134,0,134,..,1580,530,2110,14,2126,..,4156,734,4889,90,4976,..,23448,3408,26857,309,27169,..,526,78,609,4873,5478,68392,23975,3491,27462,5185,101037,71817,..,..,..,..,71817,..,293,3,295,5,298,..,939,269,1210,6,1214,..,69,6,73,0,68,..,1005,341,1339,9,1346,..,1980,580,2554,15,2568,..,212,36,248,0,249,..,3194,951,4140,25,4170,..,412,54,471,3,472,..,495,22,519,15,532,..,420,11,434,7,441,..,577,78,656,7,658,..,71,4,80,4,78,..,834,96,933,7,941,..,539,49,590,8,597,..,221,22,233,0,233,..,808,66,872,11,882,..,229,7,235,0,242,..,331,38,371,4,373,..,107,5,110
50503,9,446,6,456,..,158,13,174,0,170,..,533,11,544,5,544,..,312,59,373,3,373,..,1443,91,1532,13,1548,..,418,45,462,10,473,..,141,5,140,4,148,..,175,19,192,6,197,..,41,3,45,0,45,..,1755,800,2556,22,2578,..,3832,662,4493,89,4576,..,17733,2596,20331,212,20546,..,471,92,573,4647,5220,76757,18210,2690,20900,4864,102522,79029,..,..,..,..,79029,..,1644,21,1657,4,1663,..,909,186,1092,8,1099,..,102,4,106,0,106,..,320,114,437,0,440,..,758,226,987,9,998,..,76,9,86,0,86,..,1154,347,1509,12,1516,..,162,15,176,0,176,..,348,11,357,3,360,..,307,3,306,0,309,..,149,16,160,0,166,..,68,11,77,5,82,..,1229,141,1374,12,1382,..,380,40,420,6,422,..,51,9,60,0,60,..,526,55,576,3,583,..,83,3,84,0,84,..,148,15,160,0,160,..,58,6,64
50601,12,328,7,331,..,220,7,233,3,236,..,468,11,476,0,482,..,255,15,275,0,271,..,1262,48,1310,11,1311,..,153,16,163,0,169,..,577,53,635,10,642,..,75,5,82,0,82,..,20,5,24,0,24,..,49,12,63,0,63,..,1845,275,2123,50,2171,..,9571,950,10522,158,10683,..,205,35,244,2458,2699,33219,9774,992,10766,2614,46604,33701,..,..,..,..,33701,..,264,7,273,0,273,..,228,20,246,5,248,..,70,0,70,0,70,..,224,33,257,5,255,..,789,197,989,18,1003,..,35,3,41,0,41,..,1047,236,1285,17,1303,..,26,3,28,0,28,..,147,0,149,0,151,..,121,0,127,0,124,..,18,0,13,0,13,..,61,5,72,0,72,..,232,25,261,6,265,..,386,33,419,3,421,..,53,5,59,0,59,..,971,126,1098,21,1121,..,322,28,345,6,355,..,217,20,229,0,233,..,126,10,136
50602,6,222,0,227,..,275,18,288,6,295,..,294,9,300,4,304,..,153,7,159,4,162,..,927,42,970,17,981,..,249,25,270,0,274,..,105,9,109,0,109,..,105,20,131,3,129,..,60,15,75,4,82,..,270,61,327,9,333,..,1468,206,1671,39,1710,..,9069,1111,10179,134,10313,..,210,22,229,2529,2756,25099,9280,1131,10407,2659,38172,23798,..,..,..,..,23798,..,74,0,74,0,74,..,390,71,463,3,466,..,45,0,50,0,54,..,451,101,547,8,554,..,1245,379,1623,11,1635,..,78,13,92,0,91,..,1772,494,2262,19,2284,..,41,0,45,0,45,..,180,11,192,3,193,..,125,0,125,3,126,..,45,9,49,0,49,..,190,27,213,0,215,..,40,5,46,0,46,..,313,19,331,4,336,..,357,33,383,5,388,..,244,13,260,4,262,..,188,17,201,4,202,..,273,38,314,10,317,..,49,4,53
50603,9,275,0,278,..,728,54,785,10,795,..,304,9,310,9,316,..,370,20,388,6,386,..,1665,86,1757,23,1774,..,187,16,200,0,200,..,645,20,668,8,671,..,88,16,106,0,102,..,201,56,251,0,251,..,263,66,328,3,325,..,1983,174,2158,59,2218,..,18019,2370,20389,233,20622,..,289,46,337,2058,2398,26376,18312,2419,20730,2291,49396,26467,..,..,..,..,26467,..,120,0,121,0,121,..,561,117,681,4,688,..,42,0,42,0,45,..,1325,328,1660,12,1667,..,3816,1063,4879,45,4919,..,269,50,320,0,320,..,5415,1437,6851,53,6905,..,27,4,32,0,32,..,154,9,165,6,168,..,92,0,95,5,95,..,53,8,57,0,56,..,247,16,261,0,268,..,172,12,182,0,182,..,571,35,607,5,609,..,378,30,408,3,411,..,1209,113,1318,12,1333,..,550,38,584,0,583,..,432,35,465,4,474,..,168,3,175
50604,18,600,8,609,..,752,74,831,11,840,..,881,20,899,5,907,..,571,52,618,0,623,..,2785,163,2946,32,2977,..,202,25,234,0,234,..,884,104,988,12,1006,..,132,18,149,0,149,..,140,15,154,0,162,..,230,60,293,7,299,..,3639,831,4469,69,4535,..,18797,2977,21775,260,22036,..,404,89,489,3997,4489,36962,19202,3069,22266,4256,63485,36568,..,..,..,..,36568,..,234,0,234,0,233,..,889,184,1076,7,1086,..,83,5,90,0,90,..,749,220,971,6,976,..,2333,980,3313,40,3350,..,178,64,240,3,246,..,3256,1265,4524,49,4572,..,32,5,36,0,36,..,180,10,190,0,190,..,98,4,100,0,100,..,26,3,32,0,32,..,371,52,418,0,417,..,179,13,191,0,189,..,560,43,593,5,607,..,160,16,183,4,180,..,1365,173,1541,18,1552,..,345,25,373,3,377,..,783,82,863,6,869,..,183,16,200
50605,7,117,3,121,..,54,3,57,0,58,..,171,4,174,0,173,..,81,3,83,4,87,..,408,17,424,10,434,..,52,4,53,0,60,..,77,6,83,0,87,..,33,5,37,0,43,..,11,0,10,0,10,..,29,3,32,0,32,..,685,98,783,19,798,..,3050,304,3353,60,3417,..,105,13,116,1262,1376,24318,3149,315,3468,1321,29108,24550,..,..,..,..,24550,..,98,0,99,0,99,..,65,3,66,0,63,..,37,0,37,0,37,..,91,19,109,0,108,..,266,64,334,0,336,..,14,0,14,0,14,..,370,85,452,3,456,..,22,0,22,0,22,..,80,3,84,0,82,..,132,5,133,3,138,..,16,0,22,0,22,..,70,4,76,0,79,..,27,4,28,0,28,..,109,9,116,0,122,..,12,0,12,0,12,..,114,17,128,3,134,..,61,7,70,0,70,..,35,6,38,0,38,..,28,0,28
50606,0,35,0,35,..,19,3,17,0,17,..,74,0,79,4,78,..,21,0,20,0,20,..,149,7,156,4,159,..,25,0,23,0,23,..,47,3,49,0,49,..,9,0,8,0,8,..,3,0,3,0,3,..,12,5,11,0,11,..,406,34,445,12,456,..,1529,118,1646,21,1667,..,54,7,62,1099,1156,13278,1577,124,1701,1122,16103,13674,..,..,..,..,13674,..,129,0,130,0,135,..,14,3,22,0,22,..,12,0,12,0,12,..,15,4,17,0,17,..,60,10,74,0,74,..,5,0,5,0,5,..,81,14,98,0,98,..,0,0,3,0,3,..,40,0,47,0,47,..,30,0,31,0,32,..,7,0,10,0,10,..,11,0,11,0,11,..,30,0,30,0,30,..,44,0,44,0,49,..,0,0,0,0,0,..,243,34,277,4,281,..,17,4,23,0,23,..,43,0,43,0,43,..,7,0,7
50607,0,36,0,37,..,195,15,205,6,208,..,33,0,32,0,32,..,53,0,52,0,52,..,310,19,331,5,335,..,175,6,185,0,181,..,68,0,63,0,71,..,41,8,49,0,49,..,26,0,29,0,29,..,99,16,119,0,123,..,445,48,494,15,511,..,3720,349,4072,53,4126,..,118,5,125,992,1118,16032,3842,359,4198,1045,21275,16321,..,..,..,..,16321,..,60,0,60,4,66,..,119,17,142,0,139,..,13,0,13,0,13,..,303,35,344,7,348,..,731,142,874,9,882,..,91,9,101,0,101,..,1135,187,1318,6,1329,..,27,0,32,0,33,..,140,8,140,0,140,..,71,0,71,0,71,..,65,0,63,0,63,..,21,5,27,0,27,..,36,4,39,0,39,..,90,0,92,0,89,..,63,4,64,0,68,..,42,5,48,0,48,..,59,4,56,0,56,..,34,4,39,0,39,..,41,0,49
50701,5,445,0,454,..,269,22,292,7,297,..,649,16,658,5,669,..,154,4,156,0,161,..,1510,46,1556,16,1577,..,422,32,456,6,465,..,139,3,147,0,144,..,83,11,90,0,87,..,32,0,31,0,31,..,117,26,136,5,140,..,1118,166,1287,35,1323,..,10293,1269,11561,139,11701,..,249,29,277,2537,2812,42542,10542,1294,11841,2678,57054,43177,..,..,..,..,43177,..,286,8,295,4,299,..,184,16,201,0,203,..,57,0,57,0,57,..,350,83,432,8,434,..,1197,375,1571,19,1594,..,58,6,66,0,66,..,1601,473,2072,23,2093,..,615,120,731,3,734,..,257,23,274,8,285,..,264,3,270,0,273,..,53,4,57,3,62,..,99,6,99,0,101,..,148,16,157,3,164,..,221,13,228,3,233,..,87,14,99,0,99,..,166,19,184,0,188,..,127,12,139,0,139,..,138,9,142,0,147,..,51,0,57
50702,0,3,0,3,..,26,0,34,0,36,..,25,4,26,0,27,..,14,0,15,0,15,..,71,9,77,0,85,..,159,7,162,0,166,..,5,0,5,0,5,..,15,0,15,0,15,..,14,0,13,0,13,..,22,4,23,6,23,..,261,35,298,3,301,..,1856,220,2071,24,2094,..,47,8,49,1200,1254,15975,1900,222,2121,1226,19324,16895,..,..,..,..,16895,..,25,0,25,0,25,..,16,0,16,0,16,..,16,0,13,0,15,..,31,4,31,0,31,..,77,20,94,0,97,..,6,0,6,0,6,..,106,21,134,0,135,..,91,23,118,0,115,..,204,0,206,0,205,..,205,10,212,6,219,..,17,0,16,0,16,..,4,0,4,0,4,..,3,0,3,0,3,..,11,0,12,0,12,..,0,0,0,0,0,..,7,0,7,0,7,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0
50703,8,467,6,475,..,62,0,68,0,68,..,611,24,629,5,632,..,109,7,117,5,117,..,1242,37,1277,16,1296,..,110,11,120,0,122,..,73,3,79,0,81,..,27,3,32,0,32,..,0,0,0,0,0,..,37,15,54,0,54,..,672,57,731,23,750,..,4236,384,4624,78,4697,..,103,14,110,2440,2549,16232,4333,397,4732,2516,23482,16219,..,..,..,..,16219,..,118,0,118,0,122,..,67,10,75,0,75,..,38,0,38,0,40,..,65,18,86,4,89,..,171,56,230,0,230,..,12,5,19,0,17,..,256,81,335,5,336,..,17,3,25,0,25,..,57,0,57,0,58,..,58,0,57,0,57,..,7,5,15,0,15,..,28,4,34,0,34,..,92,11,98,0,98,..,151,23,177,0,180,..,43,5,47,4,54,..,425,55,480,14,493,..,63,7,61,0,67,..,63,3,63,3,66,..,24,3,27
