SA3_CODE_2021,MOL_SAL_Filipin_UOLSE_NWorNAA,MOL_SAL_Filipin_UOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_UOLSE_VWorW,MOL_SAL_Indon_UOLSE_NWorNAA,MOL_SAL_Indon_UOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_UOLSE_VWorW,MOL_SAL_Tagalog_UOLSE_NWorNAA,MOL_SAL_Tagalog_UOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_UOLSE_VWorW,MOL_SAL_Oth_UOLSE_NWorNAA,MOL_SAL_Oth_UOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_UOLSE_VWorW,MOL_SAL_Tot_UOLSE_NWorNAA,MOL_SAL_Tot_UOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_UOLSE_VWorW,MOL_Spanish_UOLSE_NWorNAA,MOL_Spanish_UOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_UOLSE_VWorW,MOL_Tamil_UOLSE_NWorNAA,MOL_Tamil_UOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_UOLSE_VWorW,MOL_Thai_UOLSE_NWorNAA,MOL_Thai_UOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_UOLSE_VWorW,MOL_Turkish_UOLSE_NWorNAA,MOL_Turkish_UOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_UOLSE_VWorW,MOL_Vietnamese_UOLSE_NWorNAA,MOL_Vietnamese_UOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_UOLSE_VWorW,MOL_Oth_UOLSE_NWorNAA,MOL_Oth_UOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_UOLSE_VWorW,MOL_Tot_UOLSE_NWorNAA,MOL_Tot_UOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LUatH_NS_SEO,M_LUatH_NS_UOLSE_VWorW,M_LUatH_NS_UOLSE_NWorNAA,M_LUatH_NS_UOLSE_Tot,M_LUatH_NS_NS,M_LUatH_NS_Tot,M_Tot_SEO,M_Tot_UOLSE_VWorW,M_Tot_UOLSE_NWorNAA,M_Tot_UOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_UOLSE_VWorW,FSEO_UOLSE_NWorNAA,FSEO_UOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_UOLSE_VWorW,FOL_Afrikaans_UOLSE_NWorNAA,FOL_Afrikaans_UOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_UOLSE_VWorW,FOL_Arabic_UOLSE_NWorNAA,FOL_Arabic_UOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_UOLSE_VWorW,FOL_AIndLng_UOLSE_NWorNAA,FOL_AIndLng_UOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Canton_SEO,FOL_CL_Canton_UOLSE_VWorW,FOL_CL_Canton_UOLSE_NWorNAA,FOL_CL_Canton_UOLSE_Tot,FOL_CL_Canton_NS,FOL_CL_Canton_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_UOLSE_VWorW,FOL_CL_Mandarin_UOLSE_NWorNAA,FOL_CL_Mandarin_UOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_UOLSE_VWorW,FOL_CL_Oth_UOLSE_NWorNAA,FOL_CL_Oth_UOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_UOLSE_VWorW,FOL_CL_Tot_UOLSE_NWorNAA,FOL_CL_Tot_UOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_UOLSE_VWorW,FOL_Croatian_UOLSE_NWorNAA,FOL_Croatian_UOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_French_SEO,FOL_French_UOLSE_VWorW,FOL_French_UOLSE_NWorNAA,FOL_French_UOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_UOLSE_VWorW,FOL_German_UOLSE_NWorNAA,FOL_German_UOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_UOLSE_VWorW,FOL_Greek_UOLSE_NWorNAA,FOL_Greek_UOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_UOLSE_VWorW,FOL_IAL_Bengali_UOLSE_NWorNAA,FOL_IAL_Bengali_UOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Guj_SEO,FOL_IAL_Guj_UOLSE_VWorW,FOL_IAL_Guj_UOLSE_NWorNAA,FOL_IAL_Guj_UOLSE_Tot,FOL_IAL_Guj_NS,FOL_IAL_Guj_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_UOLSE_VWorW,FOL_IAL_Hindi_UOLSE_NWorNAA,FOL_IAL_Hindi_UOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Nepali_SEO,FOL_IAL_Nepali_UOLSE_VWorW,FOL_IAL_Nepali_UOLSE_NWorNAA,FOL_IAL_Nepali_UOLSE_Tot,FOL_IAL_Nepali_NS,FOL_IAL_Nepali_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_UOLSE_VWorW,FOL_IAL_Punjabi_UOLSE_NWorNAA,FOL_IAL_Punjabi_UOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhal_SEO,FOL_IAL_Sinhal_UOLSE_VWorW,FOL_IAL_Sinhal_UOLSE_NWorNAA,FOL_IAL_Sinhal_UOLSE_Tot,FOL_IAL_Sinhal_NS,FOL_IAL_Sinhal_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_UOLSE_VWorW,FOL_IAL_Urdu_UOLSE_NWorNAA,FOL_IAL_Urdu_UOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_UOLSE_VWorW,FOL_IAL_Oth_UOLSE_NWorNAA,FOL_IAL_Oth_UOLSE_Tot
12202,0,7,0,7,..,12,4,18,0,18,..,33,0,33,0,33,..,0,0,0,0,0,..,60,6,64,0,64,..,206,13,217,3,222,..,0,0,0,0,0,..,32,7,37,4,36,..,14,0,17,0,17,..,33,4,35,0,35,..,397,29,424,11,433,..,2303,166,2465,39,2502,..,83,8,94,1111,1197,27269,2383,177,2557,1147,30969,28199,..,..,..,..,28199,..,53,0,55,0,55,..,34,0,34,0,34,..,6,0,6,0,6,..,41,12,52,0,52,..,109,37,140,0,142,..,4,0,4,0,4,..,153,47,201,0,206,..,111,16,129,0,129,..,164,5,167,0,167,..,296,7,305,3,309,..,57,7,64,4,67,..,9,0,9,0,9,..,9,0,9,0,9,..,23,4,22,0,22,..,16,0,16,0,16,..,19,5,26,0,26,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4
12203,3,137,0,137,..,142,13,151,0,151,..,261,9,265,0,267,..,37,0,39,6,41,..,565,24,594,3,594,..,843,52,898,18,908,..,41,4,45,0,45,..,127,34,158,0,158,..,53,8,60,0,60,..,130,35,168,0,168,..,2031,343,2369,48,2413,..,12144,1471,13613,149,13769,..,310,43,358,2164,2520,60712,12456,1514,13969,2316,77000,61614,..,..,..,..,61614,..,184,6,186,0,183,..,156,12,165,3,171,..,13,0,10,0,10,..,620,185,805,0,808,..,1130,389,1524,13,1532,..,64,14,73,0,73,..,1810,589,2403,11,2410,..,200,25,223,0,230,..,796,18,823,11,835,..,615,15,631,7,639,..,259,20,275,0,276,..,33,3,34,0,34,..,30,0,34,0,32,..,186,3,193,0,193,..,371,23,391,0,391,..,225,19,245,0,251,..,19,0,19,0,19,..,30,0,30,0,30,..,14,0,14
12301,0,54,0,54,..,26,0,30,0,30,..,104,3,108,0,108,..,24,0,26,0,26,..,211,4,213,0,213,..,360,27,384,4,389,..,31,0,31,0,31,..,40,11,54,0,57,..,47,4,50,0,50,..,85,12,99,4,97,..,626,85,710,13,720,..,4010,369,4380,42,4422,..,110,19,133,910,1048,30399,4124,388,4517,953,35860,31604,..,..,..,..,31604,..,48,0,54,0,54,..,401,33,429,4,431,..,10,0,10,0,10,..,74,17,92,0,92,..,206,74,274,0,273,..,5,3,10,0,10,..,283,96,374,0,375,..,140,10,149,0,149,..,52,0,54,0,54,..,69,6,70,0,70,..,160,17,172,0,172,..,62,4,67,0,67,..,11,6,13,0,13,..,236,12,245,0,252,..,51,3,54,0,54,..,141,18,164,5,165,..,45,4,49,0,50,..,124,3,122,0,122,..,28,0,31
12302,22,601,5,600,..,367,28,389,4,395,..,1106,47,1149,9,1158,..,157,8,164,0,165,..,2193,102,2300,16,2314,..,1069,163,1228,13,1244,..,399,20,417,5,423,..,186,59,244,0,250,..,131,24,158,0,158,..,579,156,735,8,745,..,3162,544,3704,79,3785,..,27341,3152,30489,327,30820,..,565,95,658,4766,5424,51142,27906,3244,31149,5092,87381,51851,..,..,..,..,51851,..,98,0,98,0,99,..,3039,586,3622,19,3642,..,43,0,47,0,42,..,429,212,637,6,642,..,730,384,1110,4,1120,..,91,25,113,0,114,..,1251,622,1864,8,1872,..,252,39,286,3,287,..,187,7,191,4,200,..,107,5,111,4,110,..,425,55,483,11,489,..,3339,367,3707,26,3735,..,172,21,189,6,195,..,1834,123,1957,11,1969,..,1869,223,2096,45,2137,..,805,122,927,12,942,..,217,11,229,0,230,..,1061,82,1150,7,1152,..,645,49,691
12303,0,3,0,3,..,0,0,0,0,0,..,11,3,14,0,14,..,6,0,6,0,6,..,26,3,29,0,29,..,94,3,99,0,99,..,0,0,0,0,0,..,8,0,9,0,9,..,19,0,21,0,21,..,16,6,20,0,20,..,201,24,230,0,230,..,1072,125,1198,7,1202,..,70,8,72,1076,1151,20570,1144,127,1272,1081,22925,20452,..,..,..,..,20452,..,10,0,10,0,10,..,128,20,145,0,148,..,0,0,0,0,0,..,17,8,25,0,25,..,57,13,74,0,75,..,4,0,4,0,4,..,76,21,101,0,102,..,62,9,68,0,68,..,16,0,16,0,16,..,38,0,38,0,40,..,41,0,49,0,49,..,3,0,5,0,5,..,0,0,0,0,0,..,16,0,20,0,20,..,6,0,6,0,6,..,15,0,11,0,11,..,5,0,5,0,5,..,8,0,8,0,8,..,5,0,5
12401,0,34,0,34,..,16,0,20,0,19,..,37,0,37,0,37,..,9,0,9,0,9,..,96,0,92,0,99,..,206,7,212,4,215,..,9,0,9,0,9,..,39,5,50,0,46,..,9,0,9,0,9,..,58,10,65,0,69,..,450,58,505,18,529,..,2049,164,2217,41,2259,..,95,4,97,1160,1257,34251,2143,168,2318,1204,37767,36021,..,..,..,..,36021,..,20,0,20,0,20,..,76,3,81,0,81,..,50,0,50,0,50,..,66,13,78,0,78,..,128,21,150,0,150,..,13,0,13,0,13,..,198,35,233,0,236,..,29,3,36,0,36,..,128,6,126,3,131,..,200,3,203,0,203,..,88,0,88,0,88,..,3,0,3,0,6,..,3,0,3,0,3,..,47,0,54,0,50,..,14,4,14,0,14,..,17,0,17,0,17,..,10,0,8,0,8,..,6,0,6,0,6,..,5,0,13
12402,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,4,0,0,0,0,8,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
12403,13,386,0,389,..,73,0,76,0,73,..,595,14,608,9,617,..,70,7,71,5,83,..,1110,36,1139,12,1155,..,333,40,370,9,381,..,234,11,249,4,252,..,101,29,123,3,136,..,110,17,124,4,127,..,102,19,121,6,119,..,1815,214,2032,43,2070,..,11410,1182,12595,159,12752,..,219,35,262,3617,3880,61565,11631,1222,12854,3780,78199,62811,..,..,..,..,62811,..,56,0,53,3,56,..,776,96,865,9,882,..,65,0,64,0,64,..,209,82,292,0,295,..,545,209,757,10,764,..,25,13,38,0,38,..,780,304,1084,12,1093,..,230,24,256,0,257,..,104,4,106,0,111,..,116,0,121,0,125,..,306,50,352,0,352,..,197,23,220,4,223,..,402,49,453,0,456,..,756,49,806,4,812,..,386,63,454,3,456,..,1055,155,1209,7,1215,..,204,13,213,3,219,..,340,42,386,0,387,..,102,0,113
12404,0,28,0,28,..,5,0,5,0,5,..,31,0,31,0,31,..,8,0,9,0,9,..,69,0,73,0,73,..,52,3,52,0,53,..,10,0,11,0,11,..,16,4,22,0,22,..,13,0,13,0,13,..,14,3,21,0,21,..,317,40,357,9,363,..,1414,179,1593,18,1606,..,65,15,80,1719,1796,15452,1479,193,1671,1728,18860,16080,..,..,..,..,16080,..,13,0,13,0,13,..,73,3,78,0,78,..,16,0,16,0,16,..,43,27,65,0,65,..,54,36,85,7,86,..,7,0,4,0,4,..,95,60,157,7,160,..,33,7,34,0,34,..,15,0,18,0,18,..,39,3,36,0,41,..,34,13,44,0,47,..,13,0,13,0,13,..,16,0,16,0,16,..,53,0,57,0,58,..,57,0,60,0,60,..,138,10,146,0,146,..,14,0,11,0,11,..,23,4,25,0,25,..,7,0,8
12405,4,276,0,276,..,74,3,80,0,81,..,518,19,542,0,540,..,35,0,41,0,41,..,899,30,930,3,933,..,206,21,225,0,233,..,178,16,192,0,191,..,30,9,36,0,36,..,214,35,249,3,254,..,69,21,91,3,94,..,1233,180,1414,19,1431,..,6502,759,7268,67,7335,..,128,32,161,1888,2051,18985,6631,794,7425,1959,28372,18547,..,..,..,..,18547,..,12,0,12,0,12,..,862,143,1007,4,1010,..,14,0,14,0,14,..,61,23,80,0,80,..,144,63,205,0,204,..,13,3,10,0,10,..,217,87,303,0,299,..,199,31,228,3,226,..,41,0,41,0,41,..,32,0,32,0,32,..,207,49,253,5,254,..,97,7,106,0,106,..,95,5,98,0,101,..,387,26,417,0,414,..,75,12,86,4,93,..,225,30,253,5,255,..,91,6,95,0,95,..,208,16,221,0,227,..,48,4,55
12501,7,263,3,261,..,233,16,252,4,254,..,445,15,456,0,460,..,72,18,91,3,90,..,1005,61,1063,15,1075,..,335,51,385,7,390,..,864,95,963,11,969,..,86,59,146,0,144,..,1537,441,1978,23,1999,..,781,216,997,6,1006,..,2691,860,3548,56,3608,..,27978,9968,37947,324,38267,..,406,161,567,4352,4921,11373,28382,10132,38516,4672,54564,9744,..,..,..,..,9744,..,12,0,12,0,12,..,2713,703,3418,24,3438,..,8,0,8,0,8,..,2520,1515,4042,15,4056,..,4186,3104,7283,67,7349,..,238,175,415,0,417,..,6947,4794,11739,81,11821,..,207,53,267,0,266,..,71,0,73,0,75,..,35,0,34,0,35,..,154,54,211,0,212,..,284,23,310,0,309,..,137,14,154,0,154,..,510,28,538,3,542,..,2761,127,2882,19,2902,..,171,16,188,4,192,..,68,3,69,0,69,..,1279,162,1446,16,1460,..,67,3,68
12502,3,151,3,156,..,243,18,259,0,261,..,195,7,199,3,203,..,35,6,42,0,42,..,625,35,653,7,659,..,219,28,249,4,251,..,326,7,338,0,337,..,60,10,77,0,77,..,102,23,126,0,126,..,183,24,203,0,203,..,1110,175,1289,40,1324,..,15741,3575,19319,176,19492,..,185,42,226,1426,1651,15676,15922,3616,19540,1605,36821,14780,..,..,..,..,14780,..,30,0,30,0,30,..,1142,137,1279,0,1286,..,9,0,9,0,9,..,2752,908,3658,22,3674,..,4082,1783,5866,50,5914,..,132,52,188,0,184,..,6968,2739,9713,66,9778,..,54,5,65,0,65,..,58,5,59,0,58,..,70,0,71,0,69,..,162,32,191,6,194,..,143,10,153,0,158,..,66,5,70,0,70,..,545,23,566,0,568,..,64,5,67,0,70,..,123,15,131,7,134,..,205,13,221,0,224,..,406,29,435,3,439,..,86,3,93
12503,10,327,4,331,..,204,20,222,4,219,..,617,18,638,0,643,..,150,24,179,0,179,..,1288,77,1363,9,1375,..,539,109,654,9,659,..,478,46,521,3,526,..,92,43,139,0,139,..,1203,301,1499,15,1512,..,2446,973,3421,27,3448,..,5915,1451,7366,142,7507,..,38982,9337,48320,471,48791,..,609,199,804,7166,7971,26395,39589,9534,49125,7632,83155,25332,..,..,..,..,25332,..,16,0,16,0,16,..,14161,2831,16989,118,17111,..,12,0,12,0,12,..,1314,970,2286,9,2293,..,1685,1516,3200,34,3233,..,153,107,259,0,261,..,3160,2592,5748,45,5791,..,465,95,559,5,566,..,98,9,108,5,112,..,49,3,52,0,52,..,527,141,667,4,675,..,274,19,294,5,295,..,311,26,338,0,337,..,856,52,904,4,910,..,1576,97,1668,8,1674,..,390,46,440,0,440,..,105,3,114,0,116,..,1056,139,1195,13,1212,..,123,10,129
12504,9,434,0,434,..,211,19,235,0,231,..,543,7,547,7,555,..,102,3,109,0,109,..,1277,41,1320,14,1331,..,466,66,530,8,533,..,4376,354,4734,61,4795,..,93,27,117,0,117,..,279,60,333,6,337,..,324,38,361,8,368,..,5536,524,6054,138,6190,..,38760,4525,43288,477,43764,..,394,124,514,4147,4663,28617,39154,4648,43806,4628,77045,27798,..,..,..,..,27798,..,43,0,43,0,45,..,2436,404,2839,10,2850,..,17,0,17,0,17,..,1538,740,2280,7,2287,..,2737,1382,4118,35,4155,..,146,54,201,0,201,..,4422,2175,6597,43,6643,..,185,21,205,0,205,..,112,4,112,0,112,..,69,3,73,0,73,..,408,114,524,7,529,..,812,70,883,9,888,..,2590,300,2896,23,2908,..,4188,257,4442,34,4473,..,1654,63,1713,12,1726,..,1566,145,1709,18,1726,..,346,20,368,4,368,..,762,55,812,16,825,..,1152,73,1224
12601,3,99,0,99,..,95,0,96,0,96,..,98,3,98,0,98,..,29,0,25,0,25,..,305,12,318,0,318,..,115,8,116,6,121,..,399,13,411,4,414,..,42,8,50,0,50,..,33,4,36,0,36,..,137,14,152,0,158,..,598,69,672,22,693,..,11012,1851,12863,121,12983,..,94,11,108,665,775,12728,11100,1862,12966,786,26486,12748,..,..,..,..,12748,..,29,0,30,0,30,..,169,18,191,4,194,..,0,0,0,0,0,..,2139,487,2624,18,2639,..,3778,1194,4970,44,5011,..,106,38,146,0,148,..,6016,1721,7737,59,7799,..,25,3,26,0,26,..,52,0,56,0,53,..,63,4,62,0,65,..,52,7,57,0,55,..,170,4,175,5,177,..,105,6,106,0,111,..,713,19,733,4,732,..,98,0,98,0,97,..,128,6,135,0,135,..,221,8,225,0,231,..,171,8,179,3,184,..,183,3,183
12602,7,377,3,380,..,545,37,589,7,593,..,519,10,534,5,539,..,123,9,134,0,134,..,1563,73,1629,17,1644,..,659,43,701,9,708,..,472,5,480,9,487,..,200,49,242,7,248,..,138,9,148,0,145,..,448,46,495,7,503,..,2319,323,2643,82,2726,..,27665,4929,32601,368,32967,..,288,64,353,2747,3098,35832,27957,4995,32951,3110,71893,35192,..,..,..,..,35192,..,47,0,47,0,47,..,1014,111,1126,8,1128,..,3,0,7,0,7,..,4260,1204,5464,37,5502,..,7813,2725,10535,81,10616,..,311,110,416,0,416,..,12382,4043,16418,118,16539,..,198,25,225,3,227,..,185,5,189,0,191,..,168,4,175,0,179,..,639,94,731,3,736,..,327,16,343,6,347,..,136,3,145,0,141,..,978,30,1016,4,1020,..,383,11,399,4,399,..,205,20,229,3,229,..,224,6,230,4,232,..,302,15,318,3,321,..,214,3,220
12701,6,325,4,325,..,129,16,148,3,152,..,650,15,669,8,674,..,92,11,105,0,108,..,1193,51,1246,12,1258,..,1433,219,1651,21,1671,..,173,6,183,4,191,..,109,33,136,6,141,..,344,49,390,5,394,..,2465,964,3431,39,3468,..,5502,954,6457,89,6543,..,28801,4957,33757,369,34128,..,542,122,660,3381,4045,32912,29345,5077,34425,3752,71080,31897,..,..,..,..,31897,..,48,0,51,0,51,..,5295,1203,6504,44,6544,..,21,0,21,0,21,..,511,298,810,0,810,..,474,255,735,3,739,..,207,89,293,0,298,..,1197,645,1838,12,1850,..,514,57,576,7,583,..,104,10,117,0,114,..,45,0,45,0,45,..,378,56,440,7,445,..,407,29,440,0,438,..,118,7,126,4,129,..,2259,143,2404,18,2420,..,591,69,656,8,665,..,569,63,635,8,645,..,83,3,89,0,88,..,876,55,935,4,939,..,242,17,261
12702,10,227,0,227,..,105,6,109,0,118,..,458,15,469,5,474,..,100,14,113,0,114,..,872,51,921,11,932,..,1732,384,2117,7,2128,..,49,5,52,0,52,..,247,159,408,4,410,..,386,85,476,0,476,..,12717,6418,19136,119,19252,..,11247,4354,15605,119,15729,..,46316,18611,64930,427,65359,..,865,337,1205,5179,6386,24385,47183,18951,66134,5614,96126,21946,..,..,..,..,21946,..,0,0,0,0,0,..,5371,2592,7965,49,8011,..,3,0,6,0,7,..,2005,1674,3675,28,3704,..,1083,1046,2127,10,2138,..,947,600,1545,8,1553,..,4032,3315,7349,47,7399,..,948,292,1246,0,1247,..,97,4,101,0,101,..,73,8,77,3,80,..,355,90,443,0,440,..,39,0,41,0,41,..,9,5,17,0,15,..,480,36,515,0,517,..,33,4,36,0,36,..,43,0,45,0,45,..,14,0,14,0,14,..,115,17,133,0,129,..,60,0,67
12703,6,356,0,354,..,356,42,399,3,407,..,601,25,622,4,631,..,95,19,110,0,114,..,1400,88,1487,13,1499,..,928,167,1095,17,1111,..,428,16,446,8,450,..,103,20,121,0,122,..,538,97,631,4,640,..,1871,639,2516,21,2534,..,3048,575,3625,76,3703,..,29146,5591,34741,354,35100,..,412,102,510,4326,4837,27789,29562,5691,35254,4682,67723,26668,..,..,..,..,26668,..,30,0,30,0,30,..,7092,2314,9402,62,9470,..,19,0,25,0,25,..,550,275,822,0,826,..,765,425,1195,10,1202,..,109,37,147,0,147,..,1429,735,2166,6,2172,..,332,67,397,4,402,..,121,7,129,0,129,..,78,4,81,0,78,..,1037,174,1212,5,1218,..,695,68,758,9,770,..,139,13,146,0,149,..,2235,140,2381,4,2388,..,702,71,772,3,781,..,439,62,499,5,501,..,114,9,125,5,121,..,1070,109,1178,14,1191,..,494,28,520
12801,0,57,0,59,..,89,3,92,0,95,..,89,8,93,0,96,..,17,0,17,0,15,..,246,10,258,5,261,..,436,39,477,8,484,..,14,0,14,0,14,..,88,14,102,0,101,..,45,3,52,0,52,..,106,15,125,4,129,..,599,85,688,25,715,..,6942,820,7759,103,7863,..,163,14,179,2065,2243,47424,7106,830,7940,2167,57531,48749,..,..,..,..,48749,..,53,0,53,0,53,..,458,36,491,0,494,..,7,0,7,0,7,..,510,163,668,5,673,..,856,291,1150,8,1153,..,52,14,65,0,65,..,1415,466,1885,10,1897,..,172,13,184,9,184,..,189,0,188,0,197,..,195,3,194,0,203,..,1250,132,1379,6,1386,..,33,4,31,0,31,..,30,0,31,0,31,..,107,5,105,0,105,..,41,5,40,0,40,..,38,6,42,0,41,..,20,0,19,0,19,..,24,0,26,0,26,..,10,0,11
12802,3,73,0,73,..,63,7,68,0,69,..,69,4,72,0,74,..,14,0,14,0,14,..,215,9,224,0,230,..,376,26,400,8,403,..,30,0,28,0,28,..,72,17,92,0,92,..,45,0,47,0,47,..,122,20,138,0,138,..,536,85,622,23,646,..,5938,698,6635,76,6710,..,142,7,151,1326,1477,46538,6084,704,6785,1403,54723,47521,..,..,..,..,47521,..,75,3,79,0,79,..,594,68,659,3,669,..,18,0,18,0,18,..,441,116,557,3,558,..,687,231,920,4,921,..,39,13,51,0,51,..,1169,358,1527,8,1533,..,131,20,158,0,154,..,137,3,140,0,140,..,171,0,169,5,176,..,737,78,812,8,822,..,35,0,38,0,38,..,51,7,56,0,56,..,100,4,102,0,102,..,88,7,90,0,89,..,28,0,28,0,32,..,19,0,19,0,19,..,29,0,26,0,29,..,16,0,16
19797,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
19999,0,6,0,6,..,12,0,18,0,18,..,7,0,7,0,7,..,16,0,16,0,16,..,44,0,45,0,45,..,32,6,36,0,36,..,3,0,3,0,4,..,6,0,8,0,8,..,3,3,5,0,5,..,13,9,18,0,18,..,88,17,103,3,103,..,483,74,564,11,576,..,21,3,23,2245,2269,3530,502,79,584,2261,6375,2889,..,..,..,..,2889,..,5,0,5,0,5,..,33,4,39,0,37,..,7,0,7,0,14,..,22,4,26,0,26,..,69,27,96,0,99,..,8,0,8,0,8,..,101,30,131,0,131,..,4,0,5,0,5,..,32,0,27,0,27,..,12,0,12,0,12,..,13,0,15,0,15,..,5,0,5,0,5,..,0,0,0,0,0,..,11,0,11,0,11,..,5,0,5,0,5,..,3,0,9,0,9,..,0,0,4,0,4,..,6,0,8,0,8,..,8,0,8
20101,0,98,0,103,..,31,0,31,0,33,..,89,0,89,0,89,..,33,3,37,0,37,..,253,7,258,4,262,..,115,3,115,0,115,..,74,0,74,3,80,..,43,10,51,0,52,..,16,0,16,0,16,..,69,8,75,0,75,..,564,73,641,23,664,..,3544,333,3877,64,3941,..,140,13,154,2608,2764,49281,3686,345,4031,2665,55982,53291,..,..,..,..,53291,..,33,0,37,0,37,..,83,3,82,0,87,..,15,0,15,0,15,..,65,19,83,0,83,..,388,120,516,4,526,..,19,5,24,0,24,..,469,150,621,9,634,..,54,8,57,0,57,..,78,5,81,0,86,..,116,0,113,0,115,..,69,8,83,0,83,..,56,6,62,0,62,..,49,7,56,0,55,..,147,17,166,0,162,..,100,6,101,0,101,..,323,24,354,5,363,..,81,6,88,0,90,..,95,9,107,0,107,..,24,0,24
