SA3_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
10603,1166,657,580,601,770,777,780,639,335,6305,12504,7895,6854,7634,9372,11303,11681,7066,2101,76410
10604,617,348,443,405,416,385,257,154,84,3109,6111,3421,3964,3823,3900,3914,3104,1690,659,30586
10701,1214,726,738,713,728,668,469,327,144,5727,15177,9600,9956,9897,9843,9835,8003,5256,2249,79816
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,1565,975,843,836,867,853,781,554,455,7729,18406,11635,11578,11815,12433,13081,11401,6432,2471,99252
10704,1523,1515,1233,1118,1180,1039,744,540,343,9235,22533,19218,18467,16854,16993,16232,12909,8052,3503,134761
10801,497,255,239,284,358,427,506,341,154,3061,4445,2585,2385,2854,3760,5343,6366,3967,1599,33304
10802,1178,740,862,767,701,794,631,376,142,6191,8292,4931,4738,4852,5892,8243,8231,4399,1579,51157
10803,0,0,4,9,0,11,5,10,0,39,66,11,64,69,43,82,56,38,15,444
10804,1177,791,625,666,731,814,788,526,312,6430,13860,8803,7637,8655,10452,12081,13190,8692,3414,86784
10805,1056,584,502,536,597,726,736,473,209,5419,9163,5237,4950,5203,6659,9040,9693,5477,1926,57348
10901,1225,753,686,706,727,708,556,358,130,5849,12769,8022,8236,8100,8069,8468,7487,4274,1611,67036
10902,370,225,237,216,251,258,216,102,31,1906,2419,1358,1475,1369,1667,2010,1606,860,288,13052
10903,839,450,456,455,529,663,676,417,180,4665,7107,3924,3976,4106,5078,6542,7063,4148,1514,43458
11001,816,959,537,391,423,479,348,273,155,4381,6706,5476,4518,3993,4301,4900,4141,2610,897,37542
11002,930,489,484,524,606,641,579,345,152,4750,6610,3856,3694,3746,4723,5768,5731,3436,1176,38740
11003,1006,550,575,564,602,644,397,199,64,4601,5062,2772,3175,2839,3066,3474,2482,1386,457,24713
11004,2013,1186,1112,1053,1092,974,858,605,324,9217,17124,9671,10560,9762,9937,10440,9223,5713,2144,84574
11101,1736,1019,956,1009,1069,1001,823,542,313,8468,22921,14174,13956,15650,16282,16266,14591,9036,3617,126493
11102,1363,762,680,725,705,699,626,505,302,6367,15291,9565,10014,9773,10181,10800,10368,6413,2625,85030
11103,2120,2332,2013,1620,1581,1452,1078,738,623,13557,29411,25129,28022,23119,21725,20370,16713,9872,4635,178996
11201,1572,912,1078,1217,1210,1207,1011,511,283,9001,14188,7984,9561,10956,11801,12569,12094,6029,2598,87780
11202,1643,964,867,934,959,1072,822,459,239,7959,12550,7813,7335,7875,9265,10913,9529,4723,1893,71896
11203,1657,964,924,1115,1207,1179,1011,737,495,9289,16084,9217,8868,11161,12115,14018,13616,8467,3844,97390
11301,1210,672,751,697,719,682,532,314,168,5745,9815,5937,6694,5889,6178,6275,4660,2832,1286,49566
11302,331,162,198,234,218,220,162,138,36,1699,2752,1483,1469,1689,1845,2223,1919,1150,398,14928
11303,1754,1440,1285,1179,1153,1040,820,561,268,9500,19434,13069,12801,11477,11324,11928,10453,6117,2566,99169
11401,1906,1197,1297,1286,1248,1246,1088,703,314,10285,17311,10200,11007,11112,12278,16036,17051,9819,3504,108318
11402,678,405,310,403,498,512,506,422,298,4032,8788,5109,4741,5335,6739,7240,7792,5175,1765,52684
11501,1219,874,663,909,966,799,632,504,514,7080,30207,19638,13800,23147,21822,18612,15426,8512,3603,154767
11502,344,251,162,211,303,227,183,114,46,1841,4995,3824,2239,2925,4291,3894,3071,1945,729,27913
11503,347,226,223,209,268,247,136,83,16,1755,4738,3235,2781,2830,3753,3650,2518,1193,307,25005
11504,641,420,366,483,444,280,205,120,87,3046,14027,7272,7062,10322,7894,4983,3267,1470,389,56686
11601,2319,1503,1895,1671,1321,1070,685,406,189,11059,27951,17965,22535,22493,16835,15037,11781,5792,2220,142609
11602,1907,1234,1744,1845,1124,613,383,151,52,9053,35969,17003,21381,29706,17173,10885,7138,2801,727,142783
11603,3220,1764,1773,1617,1389,995,635,379,258,12030,27163,16233,16308,16127,13940,12177,8326,3950,1395,115619
11701,638,607,1057,678,479,418,296,159,73,4405,8879,7979,13753,9023,6713,5287,3857,2435,844,58770
11702,439,418,821,612,532,426,266,193,84,3791,7269,5687,12192,9449,7633,5489,3798,2296,958,54771
11703,1191,2464,5708,3295,2147,1686,1090,621,291,18493,16676,27656,69874,40690,23759,18517,12566,5990,2059,217787
11801,1208,975,2085,1452,1139,855,710,604,478,9506,19353,12343,25763,19641,16564,12806,10595,6941,3169,127175
11802,1330,1271,2009,1635,1378,1052,823,563,508,10569,20665,16173,24573,20345,17462,14078,10662,6904,3371,134233
11901,3913,2306,2426,2275,2000,1648,1196,817,707,17288,39298,24948,25748,24733,22470,21148,15133,8555,4204,186237
11902,2351,1625,2247,1898,1565,1336,852,626,448,12948,26255,17365,22847,20265,17935,15525,10845,6904,3146,141087
11903,1276,1098,1294,1069,1020,954,744,554,499,8508,20978,17064,20122,17504,16367,16396,12476,7320,3652,131879
11904,1633,1296,2158,1591,1333,1107,820,714,612,11264,22260,17018,27756,21936,17552,15671,12090,7835,3801,145919
12001,805,574,895,758,668,592,514,328,342,5476,13934,8792,13918,13357,11596,10156,8028,4718,2206,86705
12002,549,364,530,630,552,454,315,196,129,3719,10010,5018,8025,9681,8959,6508,5001,2373,827,56402
12003,1268,1549,2460,1492,1109,1069,706,554,466,10673,21850,22178,35218,23438,18782,16938,11976,7317,3968,161665
12101,1002,609,935,1032,813,612,485,318,320,6126,21710,12291,16714,20266,16302,12293,9709,5474,2698,117457
12102,780,504,422,612,606,430,366,263,238,4221,17218,9885,9608,14347,12630,9934,7551,4421,1864,87458
12103,966,703,417,596,804,684,495,371,353,5389,24203,16127,9353,16477,18869,15276,11737,8166,4145,124353
12104,649,515,937,882,754,698,577,463,224,5699,13063,8290,16661,15371,12805,11013,9397,6039,2136,94775
12201,426,275,368,384,382,349,186,131,48,2549,7720,4436,6026,6425,6487,5325,3560,2303,891,43173
12202,733,491,345,499,601,594,449,349,221,4282,11443,7286,4876,7057,9358,9157,7609,4831,1863,63480
12203,1531,1028,1067,1170,1451,1056,732,528,409,8972,29567,18285,17982,22020,24156,17999,13055,9359,4481,156904
12301,1145,605,565,657,612,400,237,144,79,4444,17437,9680,9849,10670,10054,7249,5112,2539,991,73581
12302,3682,1971,2144,2141,1705,1445,931,553,229,14801,39001,22401,25802,26836,20477,19675,14951,6762,1982,177887
12303,764,500,410,453,463,377,290,235,193,3685,9905,5770,5551,5791,6162,5326,4402,2220,708,45835
12401,916,525,445,581,670,595,514,340,231,4817,13617,8085,7117,9569,10929,11161,10477,5237,1757,77949
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
12403,2806,1706,1905,1720,1515,1117,818,599,384,12570,34230,20815,24116,23596,19703,16246,12497,6092,2024,159319
12404,647,576,821,733,535,400,279,195,131,4317,6891,4853,5959,4701,4773,4502,3401,2096,829,38005
12405,1306,793,931,780,697,506,349,189,144,5695,12063,7247,8619,7880,6902,6849,4675,1933,628,56796
12501,1278,1236,2383,1657,1065,850,490,250,156,9365,16518,13737,25621,16446,11038,9968,6306,2821,1092,103547
12502,807,496,645,658,544,504,340,215,115,4324,14503,8514,9366,11629,9669,8986,6315,3571,1477,74030
12503,4174,2458,3052,2736,2024,1582,1009,622,431,18088,34575,22664,26432,22842,18924,16710,12144,6672,2852,163815
12504,1978,1263,2388,2042,1172,966,640,450,316,11215,28898,16309,30934,28922,15987,12934,9750,5936,2452,152122
12601,438,279,351,371,301,283,184,135,81,2423,10440,6562,6842,8397,7206,6460,4994,2728,1209,54838
12602,1223,919,1460,1244,969,924,690,558,728,8715,23984,16722,25511,23590,17711,16274,12449,7042,3920,147203
12701,2862,1506,1528,1615,1288,1026,649,326,182,10982,34662,19382,22244,21702,16927,14207,8881,3908,1179,143092
12702,3262,2156,2093,2098,2095,2109,1419,851,539,16622,34572,27276,25122,23288,25610,26474,19190,9592,4051,195175
12703,2691,1658,1929,1847,1375,1125,739,596,433,12393,29769,18147,20641,20472,16980,14042,9182,4980,1966,136179
12801,1373,878,938,1021,1089,891,669,492,427,7778,20648,13386,14190,15203,16171,14811,11899,7656,3890,117854
12802,1122,729,619,770,840,691,539,365,226,5901,21764,13535,12152,15291,15642,13658,10979,6182,2542,111745
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,555,462,763,794,661,469,210,54,14,3982,1260,1357,2187,1859,1678,1648,1055,277,49,11370
20101,1897,1252,1194,985,1139,941,782,496,290,8976,21902,14504,15741,14392,14251,13656,12107,6773,2878,116204
20102,521,273,249,326,428,446,412,197,92,2944,5043,2645,2608,3585,4600,5145,4575,2079,689,30969
20103,504,290,241,328,456,394,401,236,85,2935,4125,2479,2355,2534,3654,4154,4352,2361,750,26764
20201,1762,1058,1107,963,965,959,709,523,390,8436,19389,12471,13979,12582,12136,12212,11096,6354,2812,103031
20202,759,482,599,642,763,709,617,400,204,5175,8704,4611,4463,6101,7608,8128,7624,3923,1340,52502
20203,224,138,110,157,209,287,221,135,86,1567,1968,1097,1027,1215,1603,2160,1887,899,371,12227
20301,430,194,177,247,244,219,162,77,20,1770,4903,2475,2385,3131,3152,2896,2289,943,307,22481
20302,2955,2347,2658,2232,2053,1694,1367,822,413,16541,37090,26893,32338,27287,25859,24118,20738,12319,5340,211982
20303,1238,666,576,813,821,906,1003,596,314,6933,17200,8541,9005,11854,11717,12569,13583,6650,2302,93421
20401,1027,681,617,687,805,937,778,416,187,6135,9613,6101,6040,6382,7638,9277,8764,4568,1622,60005
20402,849,464,434,458,542,566,513,388,170,4384,7949,4789,4828,5081,6129,7116,6839,4093,1632,48456
20403,1209,825,734,768,813,836,678,418,191,6472,14093,8375,8716,9113,9705,10517,9363,4856,1745,76483
20501,1041,510,564,572,587,580,511,342,149,4856,10992,6125,7161,6589,6936,7599,7080,3953,1359,57794
20502,802,437,463,461,598,705,749,471,245,4931,7307,4136,4389,4510,5626,7770,8702,4878,1518,48836
20503,1112,560,535,713,738,963,976,584,268,6449,11331,6090,6226,7392,8750,11542,12038,6106,2074,71549
20504,1630,960,983,918,922,966,772,512,366,8029,13658,8625,9789,8845,9304,10630,9318,5057,1948,77174
20505,789,552,819,793,624,592,551,247,122,5089,7740,4688,5161,5195,5555,6652,6397,3101,1036,45525
20601,618,585,1285,824,693,506,304,227,113,5155,11619,10417,21846,15561,11163,8269,5590,3551,1854,89870
20602,459,347,601,493,470,314,202,123,60,3069,8023,5387,10564,8777,7816,5591,3623,2306,1182,53269
20603,684,618,864,672,672,579,346,180,87,4702,10376,8317,12396,10311,9435,7991,5602,2820,1461,68709
20604,902,2513,4431,2168,1154,892,638,304,161,13163,10094,31487,52964,23165,11739,9233,6588,3141,1188,149599
20605,834,731,1959,1534,1272,1021,656,460,299,8766,11629,8843,23122,18287,14680,11602,8052,4268,1468,101951
20606,428,579,1245,723,579,470,373,316,212,4925,5529,7027,17543,9668,6802,5886,5128,3515,1438,62536
20607,756,731,1897,1110,826,711,460,233,118,6842,9683,9260,27093,15326,10373,8523,6265,3247,1288,91058
20701,1263,1238,1150,1007,1259,1053,788,548,345,8651,26933,24255,21044,20408,23812,20747,15917,9829,4961,167906
20702,705,543,555,627,655,588,516,473,290,4952,15716,10929,11449,13247,12510,12114,10197,8421,3807,98390
20703,825,1034,1096,718,743,633,480,344,301,6174,16177,15592,16286,14215,14161,11831,9132,6292,3502,107188
20801,1059,690,467,664,989,795,638,431,274,6007,17682,12177,7912,11814,16260,14041,11081,6937,3422,101326
20802,1369,1068,1332,1208,1140,885,791,500,373,8666,27256,18760,23697,22987,21477,16955,13559,7592,4193,156476
20803,1272,782,961,1004,1058,867,667,504,267,7382,21734,12809,14549,17974,18452,15074,11578,7119,3404,122693
20804,366,289,387,291,291,264,197,160,124,2369,6481,5769,6204,5375,5830,4796,3849,2560,1307,42171
20901,1207,875,984,1003,955,835,683,428,234,7204,22430,13841,16254,18164,16921,14862,12694,7678,3400,126244
20902,1010,853,1208,951,933,653,518,394,374,6894,14333,10763,18020,15112,12577,9727,6946,5050,2765,95293
20903,766,555,318,505,682,645,421,228,81,4201,12433,8879,6015,8200,10593,9954,7072,3050,906,67102
20904,4087,2312,2724,2606,2205,1723,1191,824,503,18175,54300,30158,39618,40738,30640,24959,18646,9527,3439,252025
21001,615,430,464,492,547,439,356,307,135,3785,10620,6835,6936,8213,8613,7191,6337,4844,2104,61693
21002,485,321,203,310,374,325,255,127,30,2430,6875,3691,3020,4386,4939,4451,3491,1700,418,32971
21003,1180,754,1150,945,758,496,364,319,289,6255,14739,9106,15141,12942,9447,7441,4939,3977,2805,80537
21004,673,404,484,425,423,358,200,118,60,3145,8669,5343,6854,6225,5955,5513,3979,1834,689,45061
21005,4041,2296,2882,2601,1945,1539,856,467,165,16792,47200,26949,34528,31844,23282,19715,12596,6151,1797,204062
21101,1575,1127,1186,1141,1208,1113,772,547,281,8950,27118,18985,20226,22278,21558,20534,16008,8903,3539,159149
21102,275,232,107,148,232,189,155,107,64,1509,4420,3821,1898,2789,4272,3820,2877,1735,749,26381
21103,1177,767,838,902,846,762,522,393,293,6500,20920,12869,14998,16781,15307,13555,10729,6543,2874,114576
21104,500,365,359,433,403,328,324,289,269,3270,10935,7206,7442,9221,8593,6971,6188,4398,1983,62937
21105,2082,1397,1272,1296,1487,1399,978,533,204,10648,28907,18020,19073,20308,21344,20163,16273,8503,2672,155263
21201,2234,1155,1351,1269,1150,877,630,381,191,9238,26793,14377,18610,17520,14493,11675,8722,4646,1493,118329
21202,2054,1410,1480,1345,1343,1048,739,403,224,10046,26836,18085,18322,19428,18323,16492,11354,6024,2428,137292
21203,4121,2198,2619,2434,1847,1332,748,389,148,15836,56214,29386,37361,38576,26931,19713,12305,5685,1779,227950
21204,2576,1745,2625,2090,1679,1528,1147,748,328,14466,32885,24111,33086,27822,22866,20781,17176,10518,4396,193641
21205,1491,1668,1987,1353,1259,1026,826,745,585,10940,28404,26299,27994,24798,22637,19073,15737,11896,5990,182828
21301,3152,2068,2864,2307,1986,1714,1191,749,420,16451,32342,23593,29712,25432,23403,22022,17238,8959,3377,186078
21302,1180,613,895,931,829,668,487,305,188,6096,16186,8408,11195,13504,12418,10604,7780,4441,2064,86600
21303,909,706,1475,1060,783,618,397,224,130,6302,13259,9001,19257,15258,10931,8225,5253,2669,1348,85201
21304,3944,2340,3154,2930,2135,1355,885,408,157,17308,47629,24967,30609,33096,25099,17257,12804,5409,1565,198435
21305,5946,3087,4447,4155,2476,1577,960,465,257,23370,74874,34675,52248,57834,31868,22475,14687,6174,1904,296739
21401,2169,1326,1517,1526,1568,1191,816,529,290,10932,25833,15585,19076,19695,18983,16928,12919,7236,3017,139272
21402,2331,1441,1182,1434,1873,1763,1789,1277,684,13774,27514,17256,14555,17834,22616,23203,24115,15833,6029,168955
21501,924,624,772,727,770,834,750,528,316,6245,9869,5988,6896,6198,7280,9097,8082,4811,2123,60344
21502,1231,719,775,753,736,733,584,355,227,6113,10544,6455,7619,6720,7076,7383,6137,3505,1526,56965
21503,861,456,476,506,484,568,475,300,200,4326,6612,3796,4503,4175,4431,5575,4945,2936,1297,38270
21601,673,390,359,360,466,529,475,316,185,3753,6642,4110,3910,3906,4947,5730,5159,3205,1276,38885
21602,586,307,308,328,356,376,388,260,116,3025,5053,2947,3055,3039,3661,4402,4581,2735,1050,30523
21603,1410,893,952,892,839,820,613,448,181,7048,13184,7939,8876,8147,8499,8472,7190,4253,1648,68208
21701,591,341,297,365,398,437,459,280,134,3302,5919,3678,3532,3756,4688,5738,5411,2898,1184,36804
21703,608,405,376,359,473,499,448,264,136,3568,6398,3905,4143,4060,4872,5753,5227,2972,1171,38501
21704,880,569,488,561,580,538,484,323,183,4606,9488,5718,6237,6106,6714,7198,6448,3430,1445,52784
29797,0,0,0,11,3,9,0,0,0,23,0,0,6,16,3,14,4,0,0,43
29999,501,403,707,880,652,410,198,23,9,3783,1143,1131,1819,1736,1393,1074,613,152,29,9090
30101,895,572,557,538,630,564,412,189,120,4477,13673,8764,8163,9645,10070,9797,8071,3829,1362,73374
30102,1157,789,554,660,882,845,631,386,175,6079,16156,10600,8554,10856,12883,13089,11771,6947,2536,93392
30103,883,519,516,649,672,475,353,248,175,4490,14638,8062,8498,11007,10990,8583,6307,3512,1455,73052
30201,498,310,344,305,327,243,208,116,87,2438,8829,5668,6159,6861,6106,4980,3964,2462,1113,46142
30202,817,604,770,697,580,481,333,280,351,4913,12948,8959,12114,11148,9643,7575,5683,3955,2304,74329
30203,427,353,581,486,370,275,191,95,95,2873,6928,4977,8256,7164,5460,4484,3184,1722,804,42979
30204,768,440,564,573,565,401,303,249,205,4068,11442,6716,8275,9081,8209,6973,5629,3394,1453,61172
30301,508,392,420,430,372,317,194,120,130,2883,10121,6699,7688,8379,7470,5971,4360,2488,1100,54276
30302,688,781,1065,711,651,538,378,230,199,5241,11345,12290,16999,12224,9751,7412,5017,2872,1479,79389
30303,719,697,754,663,569,441,289,215,152,4499,14944,11049,12187,12391,10100,7675,5821,3693,1501,79361
30304,396,359,415,352,308,221,145,84,56,2336,7346,5229,6697,6335,5182,3953,2682,1702,781,39907
30305,937,554,641,670,499,344,241,141,112,4139,15152,8129,10599,11575,8064,6579,4814,2144,830,67886
30306,595,395,527,469,341,279,224,121,55,3006,9307,6468,8483,7665,5601,5225,4330,2258,856,50193
30401,293,171,147,233,230,215,172,71,46,1578,6316,3782,3385,4773,4591,4166,3514,1773,717,33017
30402,448,264,153,270,372,270,178,148,142,2245,10061,6034,3298,6538,7663,5673,4483,2818,1169,47737
30403,398,570,461,362,312,267,220,151,97,2838,8817,11459,7974,7501,6526,4715,4032,2357,910,54291
30404,564,514,412,448,411,308,175,98,73,3003,11137,7007,6615,8148,7902,5309,4270,2622,1171,54181
30501,589,1353,2322,1327,930,744,524,285,160,8234,7164,15169,24814,13856,9925,7772,5327,2505,934,87466
30502,422,403,591,440,408,314,172,98,58,2906,7770,5811,7839,7518,6461,4583,2692,1181,513,44368
30503,747,1069,1676,1076,907,640,378,238,124,6855,13567,15025,22349,15451,13108,9604,6217,3366,1381,100068
30504,447,555,626,456,493,343,223,136,83,3362,9954,10532,10481,8586,8420,5841,3932,1898,680,60324
30601,835,564,598,696,795,669,415,202,58,4832,11219,6349,6309,8201,8925,7932,5688,2463,690,57776
30602,2484,1850,2364,1915,1794,1429,1038,514,259,13647,20029,12780,15420,14269,14395,12523,9627,4762,1698,105503
30603,931,444,516,506,560,561,474,237,81,4310,6436,3584,3908,3792,4418,5486,4596,2298,815,35333
30604,235,173,268,189,227,240,218,93,26,1669,1830,1047,1544,1484,1757,2025,1633,741,182,12243
30605,1029,596,639,571,680,729,615,363,171,5393,7470,4120,4295,4442,5570,6464,6043,3396,1113,42913
30701,1211,747,903,743,738,692,511,342,173,6060,9227,4935,5727,5256,5620,5765,4445,2456,806,44237
30702,943,612,548,511,630,620,421,300,155,4740,8557,4873,4533,4649,5548,5882,4876,2886,1059,42863
30703,780,434,388,417,549,570,558,336,139,4171,7212,4169,3947,4021,5186,6184,6190,3484,1128,41521
30801,803,512,631,652,509,499,245,127,51,4029,6843,3596,4366,4247,3714,3337,1769,781,191,28844
30803,2435,1729,1964,1978,1858,1667,992,554,268,13445,23771,14777,15307,15203,14927,15806,12260,6783,2528,121362
30804,406,276,272,285,276,283,196,123,50,2167,3061,1623,1846,1941,1825,1880,1276,802,266,14520
30805,1355,700,791,895,998,865,529,236,100,6469,13647,7166,7833,8345,9062,8678,5715,2390,679,63515
30901,807,669,1165,871,820,814,625,417,209,6397,9585,7027,10647,9107,8899,8082,7194,4215,1638,66394
30902,774,515,757,696,656,638,467,294,135,4932,9396,6001,7740,7710,7560,7448,6506,3548,1599,57508
30903,843,672,738,697,855,806,707,479,199,5996,9165,7071,7874,7981,9289,9686,9735,6398,2187,69386
30904,335,216,186,278,309,239,180,82,20,1845,3478,1942,1724,2514,3107,3192,2587,1273,299,20116
30905,624,369,275,414,449,319,201,95,28,2774,7981,4377,3331,5217,5629,4254,3182,1564,494,36029
30906,1143,662,698,761,748,523,393,257,145,5330,13565,8295,8456,9786,9829,8312,6493,3737,1209,69682
30907,3307,1851,1992,1951,1744,1077,724,322,99,13067,36362,20521,22771,23299,20944,15460,11571,5603,1519,158050
30908,707,555,556,500,484,377,334,261,249,4023,9234,7177,7298,7517,7015,5773,5166,3287,1434,53901
30909,800,1028,1020,786,792,681,501,455,326,6389,8912,9874,10408,7997,8100,7273,6036,4042,1834,64476
30910,517,636,1135,745,743,766,652,364,137,5695,4994,4944,7435,5731,5983,6135,5804,3335,849,45210
31001,1539,1270,2133,1803,1131,732,366,214,102,9290,16145,10787,12898,11511,9903,7989,5302,2997,1188,78720
31002,1216,1095,1193,1014,995,787,623,398,177,7498,12350,7817,7232,7835,9137,9598,8144,4088,1095,67296
31003,2333,1347,1338,1320,1134,921,560,408,232,9593,24507,14817,16709,15281,14662,13167,9432,5365,1966,115906
31004,2486,1249,1424,1251,925,604,325,153,36,8453,27853,14491,17299,16763,12159,8653,5303,2194,489,105204
31101,327,176,211,238,243,174,160,107,79,1715,2682,1519,1406,1694,1992,2036,1937,1034,369,14669
31102,1223,723,782,688,566,413,254,171,48,4868,9547,5893,7181,5895,5553,4872,4180,2464,735,46320
31103,2439,1380,1483,1232,950,755,426,278,132,9075,22242,13440,14586,12384,10765,9845,6552,2951,857,93622
31104,1501,754,661,771,731,508,261,124,31,5342,15335,8008,8275,8741,8488,6396,4325,1715,355,61638
31105,1335,843,845,798,699,493,437,275,193,5918,13380,8251,8861,8830,8016,6956,5902,3133,1122,64451
31106,1826,1082,1145,1042,920,639,511,257,154,7576,17037,10424,10994,11254,9782,7953,7059,3505,1057,79065
31201,905,936,1576,1162,1096,869,378,176,43,7141,7160,3917,5949,5196,4902,4458,2645,1223,371,35821
31202,2683,1766,2059,2182,2233,1929,1061,606,245,14764,24498,14360,15641,16204,16395,16026,11007,5576,1979,121686
31203,413,371,618,460,498,439,270,103,23,3195,3908,2667,3653,3229,3282,3124,2341,952,240,23396
31301,424,233,188,252,348,400,455,310,104,2714,4195,2678,2122,2937,4126,6054,8433,5169,1366,37080
31302,1822,1119,1086,935,884,631,505,318,204,7504,17203,10271,11665,9892,9498,8453,7308,4072,1422,79784
31303,257,364,766,601,375,216,166,75,19,2839,2411,1495,2114,2054,2005,1974,1836,776,232,14897
31304,1258,853,741,748,706,534,385,229,129,5583,14340,9369,8457,8941,9363,7979,6441,3335,987,69212
31305,863,551,513,625,728,633,533,348,180,4974,9811,6429,5678,7358,9061,9110,8951,5310,2068,63776
31401,1015,661,519,674,800,529,385,204,65,4852,18640,11195,9403,12494,14336,11072,7923,3812,911,89786
31402,1397,838,1006,904,706,435,313,172,182,5953,20910,11311,14034,14057,11021,7404,5394,2865,1070,88066
31403,676,390,431,369,363,261,187,103,37,2817,7933,5131,5746,5720,5044,4346,3638,1741,546,39845
31501,1298,734,1090,840,760,612,341,142,17,5834,7641,4329,5011,4136,4144,3668,2239,892,150,32210
31502,774,586,778,622,572,488,238,130,36,4224,6866,4206,5215,4149,3689,3397,1781,878,197,30378
31503,390,232,279,262,315,396,249,145,63,2331,3170,1732,2168,1924,2188,2705,1945,1012,389,17233
31601,815,697,540,533,555,435,381,264,241,4461,10901,7717,6230,7345,8080,6720,6147,4052,1772,58964
31602,1346,874,906,924,999,954,720,527,280,7530,16472,10303,10519,11615,12515,12363,11763,7756,2999,96305
31603,784,647,760,768,849,792,693,418,293,6004,8681,6416,8082,7715,8382,9380,8556,4620,1834,63666
31605,666,354,358,495,558,488,425,314,182,3840,7712,4229,3643,5531,6601,6534,6910,4093,1406,46659
31606,953,603,557,659,760,658,537,265,96,5088,10440,6233,6133,7001,8093,8541,7644,3824,1132,59041
31607,810,462,449,572,562,496,313,194,104,3962,9625,5195,5645,6485,6719,6591,5469,3170,1094,49993
31608,367,187,183,264,359,344,241,128,99,2172,4009,2276,1682,2673,3741,4147,3577,1679,435,24219
31701,2436,1844,1670,1522,1534,1391,1106,717,346,12566,31836,21303,21719,19577,19294,18465,16065,9907,3892,162058
31801,968,643,592,586,693,645,506,349,129,5111,7370,4598,4258,4251,5253,5981,5411,3135,1213,41470
31802,3710,3563,3560,3077,2767,2044,1242,645,270,20878,36977,27867,27909,25204,24820,22528,16606,8267,2648,192826
31901,1603,945,969,876,1078,1154,999,634,273,8531,15496,9827,9746,9597,11383,13469,13426,8227,2632,93803
31902,1121,662,555,544,760,815,798,452,119,5826,8381,5081,4720,4728,6209,7607,7658,4102,1198,49684
31903,1013,593,538,573,749,716,595,337,122,5236,8798,5225,4912,5463,6874,8439,8085,4148,1204,53148
31904,917,557,466,549,662,680,750,601,251,5433,9819,5711,5358,6091,7440,9324,10932,6752,2069,63496
31905,778,600,642,640,629,712,655,329,128,5113,6997,4538,4067,4508,5811,7963,8555,4027,1159,47625
39797,0,14,37,47,34,8,0,0,0,140,0,16,49,64,45,5,3,0,0,182
