SA3_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
10304,248,12,4,6,0,273,115,0,3,0,0,121,120,5,0,0,0,130,277,10,3,4,0,293,407,15,3,4,0,430,1295,42,15,8,0,1362,1554,24,0,10,0,1597,1588,14,0,15,4,1616,628,3,0,8,0,641,495,0,0,4,0,505,385,3,0,7,4,392,392,5,4,4,0,402,7507,135,46,67,9,7762
10401,271,9,0,6,0,285,173,0,3,0,0,175,157,11,6,0,0,175,311,12,3,4,0,329,439,11,6,0,0,454,1238,38,12,18,3,1309,1079,30,7,11,0,1130,902,17,6,11,4,940,252,3,0,0,0,262,164,7,6,3,0,174,126,0,3,3,0,132,301,17,3,11,0,333,5425,149,49,67,5,5697
10402,461,33,16,0,0,513,209,16,11,0,0,239,162,25,10,0,0,201,337,22,16,3,3,381,451,46,39,3,0,541,1347,117,93,3,0,1568,1668,136,57,5,0,1867,2243,109,45,6,3,2399,942,23,0,0,0,970,600,19,15,0,0,631,297,18,0,4,0,321,549,29,22,3,0,602,9258,599,332,35,18,10239
10501,180,0,0,0,0,186,83,0,0,0,0,95,95,0,0,3,0,101,167,0,0,0,0,169,164,0,0,0,0,177,283,0,0,3,0,288,156,0,0,0,3,164,119,0,4,0,9,133,37,0,0,0,0,37,36,0,0,0,0,33,73,0,0,0,3,74,109,0,4,0,0,114,1512,5,6,19,21,1568
10502,153,0,0,0,5,155,181,6,0,0,0,185,177,0,0,0,0,181,336,0,0,0,0,339,321,3,0,0,0,324,478,0,0,0,0,482,227,0,0,0,0,232,111,0,0,0,0,113,37,0,0,0,0,37,32,0,0,0,0,27,29,0,0,0,3,36,155,0,0,0,0,156,2253,9,0,0,5,2274
10503,421,4,0,0,6,436,197,11,5,6,0,214,214,9,4,0,0,226,440,9,3,0,0,449,645,14,10,0,4,669,1630,35,11,0,0,1675,1597,19,4,4,3,1618,1369,11,0,0,6,1381,504,10,0,0,0,513,324,0,0,0,0,325,252,5,0,0,0,257,514,14,0,0,5,531,8103,131,32,9,27,8297
10601,454,14,4,0,7,474,216,6,3,0,0,226,193,3,0,0,0,197,368,19,3,0,0,398,633,35,3,0,4,678,2126,88,14,3,0,2229,2718,57,9,0,4,2792,2899,31,8,0,0,2937,1253,9,0,0,5,1271,1029,12,3,0,3,1046,506,0,0,0,0,507,764,19,0,8,0,787,13165,293,53,15,23,13540
10602,410,13,0,0,0,421,154,11,0,0,0,167,143,11,0,0,0,159,254,15,5,0,0,274,381,26,0,0,0,405,1506,99,11,3,0,1613,2354,96,13,0,0,2459,3342,57,3,4,4,3408,1399,15,0,0,0,1413,897,0,0,0,0,900,444,3,0,0,0,452,600,21,0,0,0,620,11894,358,35,8,7,12307
10603,404,30,4,6,0,449,162,17,3,0,0,190,129,28,5,0,0,162,293,28,13,0,0,328,352,49,5,0,0,405,1175,129,21,3,0,1320,1406,106,18,0,0,1535,1798,133,20,3,0,1953,873,28,6,3,0,911,649,21,5,0,0,672,322,14,3,3,0,341,487,38,5,0,0,533,8052,608,110,19,11,8796
10604,153,5,0,0,0,159,76,0,0,0,0,73,73,0,0,0,0,74,155,3,0,0,0,163,222,4,0,0,0,232,723,12,6,0,0,742,787,12,0,0,0,797,673,4,0,0,0,675,272,0,0,0,0,271,200,0,0,0,0,202,146,0,0,0,0,147,208,4,0,0,0,213,3665,58,8,8,4,3741
10701,346,25,11,0,0,382,171,7,4,0,0,182,125,11,6,3,0,139,252,22,5,0,0,288,337,24,8,0,0,376,1030,54,29,4,5,1113,1419,90,26,0,0,1541,2408,153,26,4,0,2594,1431,47,6,0,0,1489,996,28,5,0,0,1028,457,14,0,0,0,476,487,25,15,0,0,530,9467,501,141,9,0,10128
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,482,52,15,0,0,550,161,27,5,0,0,191,137,21,6,0,0,165,253,33,3,0,0,287,353,49,11,0,0,409,1082,122,42,0,0,1249,1358,216,43,0,0,1624,2769,352,51,0,4,3169,1825,163,20,0,0,2013,1418,84,18,0,0,1521,751,32,9,0,0,794,651,62,15,0,0,733,11241,1216,247,10,10,12712
10704,502,67,89,0,0,668,146,19,36,0,0,202,137,35,31,4,0,213,219,39,54,4,0,314,294,65,91,4,0,446,902,164,306,7,0,1374,1109,236,431,10,3,1789,2167,396,557,15,3,3142,1935,238,244,13,0,2435,2175,162,156,6,0,2498,1525,84,101,4,0,1715,676,67,125,5,0,865,11787,1560,2227,65,17,15658
10801,146,14,13,0,0,177,74,14,8,0,0,98,75,5,4,3,0,90,157,13,10,0,0,178,220,14,9,0,0,242,458,42,33,0,3,537,496,31,26,0,0,553,577,25,6,0,0,611,264,10,3,0,0,281,148,4,8,0,0,161,96,7,6,0,0,108,166,18,13,4,0,200,2871,194,146,10,3,3223
10802,253,7,3,4,0,268,185,0,5,0,0,194,150,10,9,0,0,161,306,6,3,5,0,316,408,5,6,0,0,422,1089,20,21,3,0,1130,888,21,13,4,0,926,804,8,0,0,0,821,236,4,3,0,0,244,179,0,7,0,0,187,90,0,4,0,0,95,291,8,0,0,0,308,4880,92,78,19,4,5070
10803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,6,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,27,3,0,0,0,25
10804,396,43,20,0,4,462,176,33,6,0,0,216,143,27,14,0,0,180,264,41,17,0,0,328,389,37,21,3,0,445,1050,115,77,0,0,1244,1474,138,60,0,0,1677,2102,96,39,3,0,2245,925,18,17,0,0,960,614,19,7,0,0,646,328,10,9,0,0,344,393,25,14,0,0,436,8268,592,295,12,9,9177
10805,273,16,3,0,3,301,156,9,5,0,0,168,174,4,3,0,0,174,297,13,4,0,0,319,396,14,7,0,0,417,1199,37,6,7,0,1246,1102,26,3,3,0,1132,964,10,6,0,0,978,366,0,0,0,0,372,208,0,0,0,0,215,140,4,0,0,0,148,329,6,0,0,0,341,5605,135,37,16,8,5805
10901,379,21,0,0,0,402,195,19,3,0,0,218,168,29,0,0,0,200,378,49,0,0,0,430,615,57,0,0,0,676,1878,79,0,5,0,1966,1687,35,0,0,0,1723,1355,15,3,0,0,1381,480,6,0,0,0,491,331,6,0,0,0,335,224,0,0,0,0,228,410,16,0,0,0,424,8092,339,13,11,6,8459
10902,68,0,0,0,0,68,53,0,0,0,0,54,59,0,0,0,0,57,137,0,0,0,0,138,148,4,0,0,0,153,276,0,0,0,0,281,175,0,0,0,0,184,151,3,0,0,0,151,55,0,0,0,0,56,39,0,0,0,0,41,35,0,0,0,0,37,74,0,0,0,0,74,1288,15,4,3,5,1313
10903,300,11,0,0,0,314,164,7,0,0,0,170,152,7,0,0,0,159,369,21,0,0,0,396,502,14,0,0,0,516,1060,21,3,5,3,1090,806,7,0,3,0,816,620,3,0,0,0,621,181,0,0,0,0,181,136,0,0,0,0,136,129,0,0,0,0,123,321,4,0,4,0,329,4740,94,5,7,11,4857
11001,237,0,0,0,0,240,95,5,3,0,0,101,98,4,0,0,0,98,197,5,0,0,0,204,296,14,4,0,0,315,807,11,3,0,0,824,716,14,0,0,0,730,569,9,0,0,0,580,220,4,0,0,0,222,162,3,0,0,0,166,134,0,0,0,0,137,209,5,0,0,0,215,3736,73,16,4,6,3835
11002,299,0,0,3,5,306,145,3,0,4,0,154,177,0,0,0,0,178,346,3,0,0,0,355,423,6,0,3,0,430,897,6,0,4,0,905,463,0,0,5,0,471,410,0,0,3,0,414,123,0,0,0,0,121,103,0,0,0,0,100,107,0,0,0,0,107,226,3,0,0,0,230,3721,26,3,19,7,3782
11003,146,11,0,0,0,157,46,3,0,0,0,52,61,0,0,0,0,63,130,0,0,4,0,133,183,6,0,0,0,194,513,13,0,0,0,528,408,6,0,0,0,420,276,15,0,0,0,287,110,0,0,0,0,113,78,0,0,0,0,78,52,0,0,0,0,54,162,9,0,0,0,167,2166,66,0,5,3,2244
11004,375,12,0,0,0,394,201,0,0,0,0,202,222,4,0,0,0,232,465,15,0,0,0,483,765,13,5,0,0,786,2065,39,9,3,0,2119,1896,31,5,4,3,1935,1648,8,0,0,0,1665,628,5,0,0,0,634,420,4,0,0,0,421,277,0,4,0,3,282,536,9,0,0,0,548,9497,144,22,16,15,9694
11101,699,56,11,0,0,761,292,17,3,0,0,312,225,17,16,0,0,261,415,37,9,0,0,462,564,28,26,0,0,611,1706,136,62,4,0,1904,2351,203,71,0,0,2628,4094,200,72,4,0,4370,2292,76,16,0,3,2388,1608,34,10,0,0,1652,937,21,5,0,0,967,831,52,18,4,0,903,16005,882,317,14,3,17223
11102,489,31,9,0,0,523,201,4,0,0,0,208,174,18,0,0,0,187,287,16,3,8,0,310,394,7,3,0,0,405,1388,46,11,0,0,1448,2006,61,3,0,0,2069,3075,39,15,0,0,3128,1466,4,3,0,0,1476,859,0,0,0,0,868,454,0,0,0,0,453,646,10,4,0,0,664,11432,235,59,10,4,11738
11103,839,92,53,0,0,987,307,45,16,0,0,369,247,32,25,0,0,307,478,52,31,0,0,570,684,77,59,0,0,814,2067,243,192,0,0,2496,2884,393,229,0,0,3514,4619,428,305,7,4,5362,2548,196,104,4,0,2854,1847,169,89,0,0,2110,1294,127,101,3,5,1518,965,107,75,4,0,1149,18778,1963,1274,19,17,22055
11201,453,54,11,6,0,516,152,26,11,0,0,186,134,25,7,6,0,170,208,43,10,0,0,268,315,55,12,0,6,378,839,141,41,6,3,1033,989,174,50,4,0,1219,1539,215,55,6,3,1817,953,108,25,0,0,1082,916,77,12,0,0,1017,752,46,18,0,0,816,519,77,9,4,0,610,7765,1034,257,34,14,9106
11202,416,10,12,3,0,438,196,12,3,0,0,218,242,13,8,0,0,265,433,23,17,0,3,479,599,27,19,0,0,639,1699,66,23,5,0,1791,1579,39,14,4,3,1638,1432,24,5,0,0,1459,490,0,0,0,0,494,350,4,0,4,0,360,210,3,0,0,0,217,454,11,5,0,0,472,8110,229,98,15,9,8463
11203,456,89,45,0,0,589,190,49,14,0,0,256,130,36,15,0,0,180,265,69,27,0,0,365,362,77,56,9,0,502,991,253,147,4,0,1392,1280,339,130,0,0,1751,2223,308,103,5,9,2641,1221,102,31,0,0,1361,921,60,34,0,0,1021,544,18,29,0,0,590,556,110,47,3,0,718,9137,1516,675,27,13,11364
11301,293,4,4,6,7,303,140,0,3,3,0,147,160,6,0,0,0,159,294,6,7,0,0,323,462,9,14,5,0,488,1114,16,18,9,0,1160,849,10,9,0,5,872,727,3,6,0,0,739,219,0,0,0,0,220,171,0,0,0,0,171,127,0,0,0,0,124,311,5,0,0,0,318,4866,55,66,26,14,5027
11302,75,3,0,0,0,76,50,0,0,0,0,56,44,0,0,0,0,44,122,6,0,0,0,123,161,7,0,0,0,164,399,7,0,5,0,412,263,0,0,0,0,263,237,0,0,0,0,236,61,0,0,0,0,61,45,0,0,0,0,44,38,0,0,0,0,41,85,0,0,0,0,86,1574,18,0,7,4,1605
11303,492,15,9,0,4,518,270,3,3,0,0,281,263,5,6,0,0,272,577,10,15,3,0,602,889,13,28,3,0,929,2600,30,37,3,0,2670,2319,29,19,0,0,2366,1914,11,12,3,0,1937,589,3,3,0,0,598,510,4,0,4,0,521,357,6,0,3,0,368,648,7,5,0,5,659,11418,128,132,23,16,11715
11401,657,30,14,0,0,702,281,6,0,0,0,295,204,21,0,5,0,230,395,12,9,8,0,424,609,20,7,0,0,641,1653,66,11,0,0,1734,1845,61,3,5,0,1919,2403,47,18,0,0,2473,1072,12,4,0,7,1097,804,13,6,3,0,822,516,3,0,0,5,521,647,28,0,7,0,681,11077,320,83,30,13,11532
11402,326,4,3,0,0,339,108,0,0,0,0,108,88,8,0,0,0,95,143,6,0,4,0,158,214,3,6,0,0,225,598,22,7,0,6,631,761,17,6,0,3,793,1389,20,6,0,0,1416,869,8,7,0,0,890,773,12,9,0,0,789,709,0,5,0,0,716,393,4,0,0,0,400,6374,114,51,19,8,6563
11501,1009,79,43,0,0,1133,218,18,13,0,0,247,151,28,6,0,0,182,250,35,21,0,0,302,361,31,14,0,0,409,919,109,68,0,0,1100,1012,150,93,0,3,1255,2065,330,320,0,0,2717,1734,327,214,0,5,2279,3394,506,164,0,12,4074,5343,264,76,0,4,5693,1292,109,49,0,0,1453,17744,1990,1086,0,31,20852
11502,196,5,5,0,0,200,38,0,0,0,0,37,26,3,0,0,0,35,50,3,3,0,0,57,63,6,0,0,0,67,163,11,0,0,0,174,190,3,4,0,0,199,360,16,8,0,0,377,265,9,7,5,0,286,553,27,0,3,0,576,1007,14,0,0,0,1024,268,9,0,0,0,276,3168,101,31,7,7,3315
11503,174,0,0,0,0,171,46,0,0,0,0,46,49,0,0,0,0,49,83,0,0,0,0,83,90,0,0,0,0,94,300,0,0,0,0,303,417,0,0,0,0,420,779,0,0,0,5,783,615,0,0,0,0,610,659,0,0,0,0,666,476,0,3,0,5,485,282,0,0,0,0,282,3969,4,10,0,10,3985
11504,252,14,7,0,0,269,51,3,4,0,0,53,38,0,5,0,0,47,72,5,0,0,0,78,98,4,8,3,0,103,353,18,16,4,0,390,458,31,31,0,0,521,966,65,112,0,0,1143,1332,70,61,0,4,1472,2448,81,46,0,0,2574,2026,65,22,0,0,2121,559,20,16,0,6,592,8651,376,315,5,12,9363
11601,612,70,22,0,0,706,141,16,16,0,0,167,166,22,9,0,0,195,276,43,16,0,0,327,323,49,26,0,0,398,1155,182,124,0,0,1461,1442,306,224,0,0,1973,2886,707,399,0,0,3995,2407,437,105,0,4,2951,2089,260,44,0,0,2394,912,112,20,0,0,1046,909,175,58,0,0,1144,13320,2373,1059,5,8,16761
11602,639,60,12,0,0,707,143,4,6,0,0,156,109,15,8,0,0,132,184,20,3,0,0,209,290,30,4,0,0,322,838,96,33,0,3,978,1138,173,125,0,4,1446,3106,524,314,0,10,3953,4483,436,89,3,38,5041,5688,311,35,9,16,6052,2663,129,28,0,8,2824,1385,100,32,0,4,1528,20666,1900,690,14,77,23343
11603,476,33,17,0,0,530,125,14,10,0,0,146,119,13,3,0,0,134,234,19,5,0,0,269,332,37,17,0,0,384,1135,133,74,0,0,1342,1525,237,111,3,0,1883,2784,445,110,0,0,3342,1718,158,24,0,0,1907,1133,67,15,0,0,1218,468,49,11,0,0,527,740,85,23,0,0,846,10797,1287,414,7,8,12516
11701,101,36,110,0,0,247,28,3,21,0,0,61,14,8,13,0,0,42,38,11,36,0,0,88,35,14,61,0,0,111,103,36,229,0,0,365,134,43,281,5,0,459,220,105,743,0,0,1069,218,89,620,0,0,928,391,179,606,0,3,1175,652,235,306,0,0,1194,161,44,202,0,0,410,2099,796,3234,14,5,6149
11702,132,104,64,3,0,315,34,21,19,0,0,79,17,20,10,0,0,51,21,33,26,0,0,81,42,42,45,3,0,134,132,126,136,3,0,393,132,141,223,5,0,500,262,229,416,8,0,911,206,249,375,5,0,834,412,488,314,4,0,1224,696,800,159,4,7,1668,133,98,73,6,0,305,2228,2348,1861,37,6,6481
11703,46,287,669,7,0,1001,4,60,104,0,0,167,8,43,103,0,0,152,14,52,188,0,0,260,10,102,248,0,0,365,43,240,890,3,0,1170,34,264,1058,5,0,1364,46,528,2386,4,8,2970,48,476,2133,3,0,2665,97,970,2572,6,6,3659,316,1956,2283,16,13,4587,43,254,734,12,3,1047,719,5233,13369,56,35,19406
11801,299,196,331,12,0,844,19,34,41,3,0,95,15,31,53,0,0,94,20,32,63,0,0,124,42,45,98,0,0,189,79,127,304,4,0,510,60,122,340,9,0,531,168,235,653,10,0,1070,103,192,628,6,0,931,250,447,996,10,0,1702,1926,1910,1402,27,4,5275,359,257,368,9,0,988,3338,3639,5280,88,10,12353
11802,327,163,223,6,0,720,31,38,47,0,0,120,33,23,48,0,0,104,51,37,69,0,0,167,74,50,114,3,0,246,213,130,278,0,0,622,203,153,356,7,0,726,349,258,725,5,0,1339,274,240,673,7,0,1190,603,472,911,10,5,1987,2091,1230,779,10,5,4115,405,201,271,0,0,874,4661,2997,4498,42,14,12211
11901,639,184,89,0,0,923,159,52,31,0,0,243,151,44,31,0,0,225,206,76,49,3,0,340,288,116,85,4,0,492,877,349,253,9,5,1489,917,470,481,10,0,1877,1884,899,565,23,10,3378,1623,760,147,5,3,2539,2395,772,119,3,3,3290,1619,370,70,0,0,2062,999,331,104,4,0,1445,11766,4422,2034,66,22,18313
11902,415,103,141,4,0,656,109,19,62,0,0,191,118,20,35,0,0,176,156,30,99,0,0,282,213,46,138,0,0,396,531,130,465,8,0,1131,569,144,662,5,0,1378,1096,310,1040,0,4,2450,800,211,452,3,0,1468,1301,291,260,0,3,1849,1374,169,131,0,0,1678,639,115,251,0,0,1011,7312,1585,3738,25,11,12668
11903,500,121,178,0,0,801,117,30,28,0,0,175,97,27,43,0,0,162,131,27,86,0,0,245,173,41,111,0,0,329,509,134,310,3,0,957,539,131,510,0,0,1178,1111,285,1009,5,0,2412,808,255,538,6,0,1600,1629,383,326,0,4,2345,2255,261,148,3,0,2665,702,119,183,0,0,1011,8573,1819,3474,12,9,13890
11904,437,103,268,0,0,807,90,38,71,0,0,192,82,23,63,0,0,159,117,34,121,5,0,279,153,66,162,3,0,384,456,137,499,0,0,1097,429,173,806,3,0,1412,868,310,1881,9,0,3067,700,272,1249,5,0,2235,1250,443,703,4,3,2403,1810,330,338,0,0,2490,636,132,365,6,0,1139,7029,2065,6531,43,10,15672
12001,265,58,199,5,0,530,48,7,39,0,0,101,33,11,27,0,0,76,63,19,67,0,0,145,83,25,66,0,0,169,188,51,257,0,0,501,230,68,302,4,0,602,393,116,724,12,0,1250,284,118,713,16,0,1124,642,200,874,14,0,1724,1822,343,686,16,3,2872,347,67,257,0,0,676,4406,1084,4206,69,5,9772
12002,113,159,50,0,0,328,18,25,8,0,0,55,19,13,16,0,0,50,30,24,17,0,0,70,32,56,29,0,0,113,117,130,82,0,3,332,102,125,90,0,0,308,199,287,185,0,0,670,201,229,189,0,0,617,428,577,269,0,0,1280,1301,1435,233,4,0,2979,152,175,62,0,0,387,2703,3251,1215,5,4,7190
12003,456,112,259,4,0,830,89,25,58,0,0,175,75,23,63,0,0,161,95,30,125,0,0,253,132,43,160,6,0,336,364,114,558,3,0,1042,351,131,817,12,0,1320,676,306,2169,20,7,3173,518,252,1293,11,4,2072,976,460,923,5,0,2362,2315,504,424,9,0,3249,522,134,373,6,0,1027,6558,2137,7223,73,11,16005
12101,485,62,221,0,0,773,56,5,45,0,0,106,57,8,26,0,0,88,72,8,51,0,0,132,84,18,90,0,0,188,258,39,306,0,0,608,220,35,393,0,0,655,534,97,951,0,0,1586,371,83,860,0,0,1317,829,151,931,0,4,1914,3396,426,681,3,0,4506,448,49,294,0,4,797,6818,980,4855,3,6,12666
