SA3_CODE_2021,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
30303,301,294,595,101,103,208,119,225,348,111,387,508,297,872,1161,304,576,884,815,403,1218,815,528,1341,1108,601,1709,1279,475,1752,1089,423,1513,1161,356,1516,2662,661,3324,2097,133,2233,1903,169,2073,1388,46,1437,3540,196,3739,1135,219,1350,165,173,340,20400,6836,27243
30304,91,122,214,36,44,76,28,136,171,38,250,285,112,547,662,143,396,533,381,292,672,382,391,772,491,364,854,604,328,936,468,300,770,492,214,710,1185,411,1596,1048,90,1136,974,116,1090,788,39,828,2253,154,2404,535,144,681,50,88,138,10098,4427,14522
30305,229,160,392,76,58,137,82,101,181,116,197,309,257,499,759,309,293,601,771,225,995,806,382,1189,1041,433,1475,1251,375,1621,1155,269,1426,1179,240,1422,2668,326,2996,2051,65,2120,1573,57,1632,993,22,1020,1997,86,2081,1034,95,1125,142,99,238,17729,3984,21711
30306,202,169,371,78,49,123,75,114,189,78,198,272,204,427,636,244,326,568,620,217,837,656,305,960,807,347,1155,1045,261,1310,793,223,1012,799,174,978,1680,299,1982,1265,88,1348,925,83,1004,627,34,657,1453,113,1567,760,134,893,93,87,174,12408,3643,16042
30401,81,70,153,34,28,62,42,66,101,26,96,127,71,276,356,113,172,285,316,146,465,340,171,510,491,171,656,537,143,681,422,134,556,442,124,556,1121,220,1339,944,30,971,935,48,980,730,11,737,2198,72,2274,524,24,546,42,39,84,9392,2050,11444
30402,108,78,180,55,36,90,44,85,127,27,101,130,102,294,399,119,240,364,316,152,473,368,184,551,517,214,734,607,150,757,474,166,645,538,118,657,1285,244,1527,1101,26,1128,1201,60,1262,930,11,941,4619,146,4761,804,39,839,89,50,141,13304,2401,15706
30403,158,279,443,61,81,145,66,182,243,51,290,343,136,526,665,190,539,733,328,447,776,412,517,930,608,683,1292,708,549,1257,578,549,1131,651,493,1139,1455,804,2253,1098,158,1253,1072,224,1292,761,46,808,3896,298,4193,713,338,1049,69,95,166,13010,7105,20114
30404,85,134,221,44,57,103,44,161,204,50,241,294,148,671,815,190,423,611,450,311,760,469,387,857,692,402,1097,763,378,1136,678,290,965,718,262,975,1666,455,2116,1523,73,1589,1526,101,1628,1151,14,1165,3591,124,3717,846,86,935,81,90,171,14717,4647,19370
30501,284,836,1121,97,179,270,83,419,509,91,895,983,173,1047,1218,236,1071,1300,496,1054,1545,510,1352,1865,883,1824,2707,1057,1797,2858,887,1627,2510,982,1422,2406,2544,2876,5425,1774,513,2287,1668,815,2482,1185,201,1378,4782,1457,6244,1009,692,1698,99,263,359,18839,20340,39182
30502,69,134,194,28,50,81,36,142,173,29,238,262,98,426,517,102,337,444,221,261,485,263,382,644,396,488,888,450,466,915,421,387,804,462,394,850,1178,800,1981,997,168,1168,986,258,1245,798,81,878,4310,414,4722,646,206,854,60,97,159,11540,5722,17266
30503,207,473,681,74,165,238,62,333,401,61,658,718,190,1057,1246,232,1109,1335,518,962,1480,616,1341,1955,870,1761,2628,1282,1691,2972,964,1548,2513,1087,1363,2452,2798,2636,5437,2154,447,2598,2043,725,2772,1663,182,1850,8100,1195,9291,1257,559,1817,150,286,434,24322,18488,42816
30504,93,278,375,46,100,139,44,172,222,29,293,328,102,536,643,120,535,658,254,471,725,335,630,965,519,746,1270,620,702,1323,485,676,1161,582,540,1120,1478,1116,2587,1128,233,1360,1193,310,1508,967,120,1087,5844,547,6389,846,409,1258,64,110,177,14753,8531,23286
30601,148,188,333,48,61,110,60,119,178,84,295,382,194,677,865,251,544,799,707,386,1097,708,542,1249,912,560,1467,1120,457,1577,930,382,1306,954,311,1267,2177,460,2632,1659,58,1720,1374,83,1461,910,27,938,1926,142,2067,1329,132,1465,111,132,245,15597,5566,21166
30602,243,344,587,86,131,220,124,419,540,141,845,985,415,1730,2143,604,1331,1932,1352,938,2286,1412,1325,2730,1785,1349,3126,2094,1026,3121,1619,756,2383,1724,563,2289,3391,836,4218,2331,149,2482,1777,192,1970,1058,47,1103,2224,243,2475,2087,334,2414,316,467,781,24776,13012,37788
30603,119,114,243,68,73,135,71,151,220,71,320,385,230,776,1000,222,495,714,801,334,1133,648,432,1085,707,304,1019,844,251,1091,550,161,714,558,128,680,1029,149,1177,674,21,696,456,36,489,269,10,278,443,53,492,792,56,847,193,210,401,8735,4075,12813
30604,27,41,74,17,18,34,13,51,59,13,115,131,61,259,318,73,185,262,200,142,340,227,143,370,225,140,367,286,107,388,175,61,239,248,58,308,403,83,485,259,14,277,145,9,158,84,3,85,210,22,231,248,44,295,56,58,117,2973,1556,4533
30605,116,150,266,93,87,185,69,203,273,71,459,521,265,1041,1303,300,624,930,956,380,1337,769,468,1237,861,388,1256,951,235,1184,627,218,842,671,123,795,1285,172,1457,839,27,864,623,45,675,365,20,384,709,70,781,1089,91,1187,273,261,529,10944,5060,16007
30701,169,150,315,39,65,103,65,173,248,73,321,392,230,878,1108,210,483,697,771,344,1114,612,453,1069,683,464,1148,820,341,1170,600,296,896,670,209,878,1360,297,1657,920,44,961,700,82,780,371,21,393,877,119,1004,1278,81,1357,240,226,462,10692,5053,15743
30702,153,146,297,74,53,127,56,125,181,53,319,383,261,885,1145,277,485,764,946,290,1237,750,425,1176,876,409,1286,972,261,1233,651,205,854,707,144,850,1363,176,1540,980,21,1002,639,43,682,368,7,371,663,65,730,1007,52,1063,209,219,431,11022,4327,15344
30703,151,164,316,79,80,158,63,187,248,68,386,451,293,1151,1437,282,692,969,1235,386,1617,914,463,1385,945,429,1371,1064,207,1268,757,157,913,717,118,833,1279,139,1420,744,28,767,491,21,517,292,9,296,524,71,598,882,42,922,223,233,456,10990,4960,15952
30801,73,78,146,25,31,52,41,88,130,32,141,173,101,311,411,117,157,275,279,159,436,245,192,444,305,263,567,320,202,526,277,205,483,304,152,456,863,328,1190,664,33,696,599,111,710,441,11,448,1173,130,1302,852,35,889,117,108,235,6828,2730,9557
30803,286,408,696,134,137,265,125,427,554,159,881,1045,549,2361,2912,640,1347,1993,2076,904,2983,1752,1098,2851,1960,1102,3061,2226,796,3022,1608,650,2255,1707,561,2269,3855,790,4651,2793,120,2913,2305,207,2514,1465,36,1500,3254,255,3509,3505,223,3723,432,534,974,30846,12844,43693
30804,47,51,101,23,22,49,15,54,66,18,90,105,62,224,287,51,129,180,181,100,279,141,115,262,190,128,324,230,91,320,164,73,234,223,78,307,455,139,596,360,10,366,298,38,338,164,3,165,429,41,468,381,25,403,92,68,153,3528,1469,4995
30805,179,261,440,70,85,159,80,238,318,90,494,587,334,1014,1354,431,661,1094,1088,374,1465,835,525,1359,972,532,1504,1104,433,1538,810,436,1243,881,321,1201,2088,568,2661,1563,61,1615,1374,132,1505,836,17,855,1966,158,2124,1592,125,1721,235,207,443,16535,6650,23181
30901,214,278,495,68,102,172,55,209,263,79,492,574,218,1126,1347,296,908,1198,871,583,1456,864,751,1608,1044,860,1906,1200,711,1911,882,567,1452,967,479,1443,2119,818,2934,1614,212,1825,1368,263,1635,914,84,1001,3022,389,3406,1046,332,1379,184,278,458,17023,9442,26463
30902,121,207,334,77,72,148,68,164,235,70,449,512,223,1119,1341,252,804,1056,792,540,1335,755,641,1396,1011,670,1679,1166,516,1681,770,386,1155,928,331,1253,1947,509,2455,1516,112,1622,1192,153,1342,811,49,866,2050,224,2269,1032,202,1233,176,226,402,14944,7384,22328
30903,293,322,612,99,127,225,96,251,348,113,656,766,408,1685,2089,407,1427,1832,1464,734,2203,1265,949,2218,1522,976,2493,1629,716,2347,1053,546,1598,1143,407,1549,2344,580,2921,1612,101,1710,1181,138,1321,665,38,701,1967,204,2167,1083,196,1278,233,384,615,18566,10432,28995
30904,51,58,110,29,21,52,27,42,71,17,81,98,82,255,336,79,173,254,296,124,419,299,136,440,348,144,493,425,98,525,302,89,390,343,61,408,708,78,789,527,17,539,423,26,446,270,0,273,682,28,710,445,23,462,83,65,149,5436,1517,6954
30905,87,95,181,39,19,57,48,57,99,34,95,126,118,281,395,140,167,302,421,108,527,378,161,544,521,165,685,614,144,755,496,103,599,504,74,573,1221,135,1353,1004,25,1026,906,29,936,579,11,591,1658,41,1703,678,52,735,106,42,151,9544,1799,11348
30906,164,194,362,62,80,138,62,157,220,79,325,402,244,878,1126,338,680,1015,989,372,1361,907,537,1442,1167,521,1691,1421,394,1818,1114,269,1389,1277,228,1512,2650,304,2957,2004,67,2067,1601,56,1661,955,19,977,2113,82,2198,1264,138,1401,252,212,470,18667,5532,24204
30907,414,334,750,129,108,238,144,187,327,150,390,537,475,970,1446,630,827,1455,1855,565,2419,1886,787,2672,2413,895,3310,3106,759,3870,2677,613,3289,2797,472,3267,6465,719,7182,4727,155,4888,3527,176,3703,2198,35,2238,5316,234,5553,2866,214,3081,473,243,715,42258,8676,50934
30908,197,270,460,50,70,128,67,154,221,78,255,337,205,716,918,278,498,777,777,388,1168,740,465,1205,972,536,1506,1155,385,1539,929,289,1219,994,266,1259,2023,391,2412,1490,115,1597,1186,117,1307,712,29,746,1566,132,1696,914,172,1085,130,159,293,14455,5408,19866
30909,210,387,597,78,105,182,87,296,386,114,573,678,292,1293,1588,355,925,1281,941,679,1617,938,862,1804,1138,871,2008,1413,717,2127,1009,543,1549,1000,378,1381,2074,589,2669,1403,137,1545,1062,173,1237,648,56,704,1539,194,1733,968,293,1261,165,275,442,15442,9353,24799
30910,198,325,526,61,107,170,58,153,210,71,373,443,169,803,970,221,732,953,592,556,1150,607,739,1339,790,758,1545,912,603,1521,616,453,1069,657,384,1040,1311,580,1896,872,117,990,683,160,841,429,38,468,1827,308,2136,695,187,879,149,177,320,10907,7553,18462
31001,230,215,446,75,72,152,122,191,308,166,417,580,375,1104,1476,422,615,1033,1054,438,1494,1159,518,1682,1310,611,1920,1597,497,2094,1260,423,1682,1225,308,1537,2603,441,3038,1874,86,1960,1375,84,1462,871,25,892,1681,99,1777,1176,124,1298,205,229,434,18769,6499,25266
31002,213,229,443,90,79,168,83,176,257,116,407,524,347,1251,1603,422,646,1066,1457,389,1847,1261,518,1777,1343,537,1878,1474,345,1823,1114,297,1413,1111,212,1322,2342,252,2594,1515,37,1555,1132,60,1187,629,9,637,1229,75,1303,1373,120,1495,287,256,545,17540,5878,23419
31003,206,358,563,72,88,161,111,352,461,166,680,846,462,1952,2410,718,1395,2113,1895,855,2747,1823,1215,3034,2112,1237,3345,2530,960,3489,1967,712,2683,2045,518,2565,4304,672,4979,3097,91,3186,2372,139,2503,1462,22,1482,2698,128,2826,1963,155,2122,323,401,726,30311,11932,42244
31004,193,185,383,56,66,121,95,132,223,124,333,460,331,742,1075,498,628,1131,1166,454,1618,1274,710,1984,1647,862,2509,2062,674,2736,1819,570,2390,1852,434,2288,4293,501,4795,3009,96,3108,2267,95,2362,1352,30,1379,2492,110,2603,1716,151,1874,241,196,433,26502,6968,33469
31101,39,63,101,16,16,33,29,63,93,23,112,136,93,326,418,104,263,364,358,142,496,310,139,450,335,141,472,361,96,457,268,45,309,251,27,280,461,35,498,274,4,282,203,14,210,103,0,103,216,24,238,309,17,325,73,67,140,3818,1581,5404
31102,108,134,248,40,51,93,42,154,195,56,325,386,174,807,980,302,680,983,866,372,1242,810,517,1323,918,541,1464,1053,368,1423,838,261,1097,855,166,1016,1779,233,2005,1123,40,1165,731,39,767,435,9,446,701,42,740,730,87,814,163,227,387,11726,5060,16783
31103,218,201,419,77,64,138,96,130,224,126,363,485,353,828,1179,527,688,1216,1366,434,1798,1361,689,2057,1646,762,2403,2198,595,2797,1703,417,2122,1693,289,1980,3477,347,3819,2368,62,2435,1427,61,1488,893,20,911,1549,60,1613,1600,135,1733,263,211,473,22941,6360,29298
31104,132,97,234,49,24,74,49,53,97,64,122,191,187,270,460,239,208,451,690,175,865,623,243,867,830,299,1125,1042,225,1272,921,178,1099,1018,124,1136,2372,210,2579,1913,36,1938,1473,47,1513,973,6,982,1911,39,1952,1169,54,1220,218,88,307,15875,2495,18371
31105,149,202,356,48,66,113,64,133,196,81,317,391,247,763,1011,327,726,1057,1050,354,1397,995,506,1506,1062,543,1603,1315,382,1698,1020,322,1338,1043,228,1277,2293,300,2593,1721,67,1790,1316,68,1380,811,15,830,1753,68,1819,956,94,1049,166,211,373,16414,5352,21762
31106,235,256,484,62,91,158,114,230,341,143,488,631,400,1200,1601,539,768,1300,1336,501,1836,1261,711,1973,1501,749,2249,1681,531,2213,1275,394,1674,1208,264,1471,2416,359,2770,1802,77,1872,1318,66,1385,865,30,894,1620,104,1721,1223,133,1361,245,260,508,19239,7199,26435
31201,75,100,179,38,48,80,31,90,127,29,185,217,127,412,538,128,286,413,384,173,556,292,274,570,334,246,583,431,213,638,312,203,510,385,162,552,911,440,1354,696,31,730,711,167,882,435,12,451,1434,198,1626,833,76,912,141,152,292,7731,3461,11187
31202,323,369,693,135,123,263,123,389,516,142,723,867,497,1713,2201,530,1104,1635,1574,670,2246,1285,897,2187,1574,1000,2571,1805,765,2573,1416,700,2110,1731,561,2290,3759,1066,4826,3102,119,3222,2744,274,3015,1774,52,1821,4300,289,4590,4078,312,4397,456,490,951,31358,11611,42964
31203,63,85,141,22,21,42,32,71,101,23,116,136,74,271,345,105,256,360,322,196,518,267,268,542,328,219,546,391,148,542,331,115,447,347,98,449,704,188,893,521,35,553,372,55,425,233,5,239,477,51,530,643,96,742,77,92,161,5338,2386,7722
31301,164,156,318,92,70,159,66,137,201,74,401,479,311,1203,1519,312,926,1244,1441,360,1801,1148,427,1577,1119,388,1506,1068,213,1281,582,173,757,651,102,754,1005,162,1168,692,9,703,497,27,525,303,6,302,640,56,695,709,51,754,171,261,436,11036,5136,16169
31302,165,199,360,58,77,133,87,172,259,133,489,619,352,1188,1540,498,900,1396,1518,523,2045,1390,700,2085,1654,702,2360,1864,492,2356,1430,341,1770,1386,227,1612,2791,309,3100,1869,68,1937,1236,66,1302,733,18,753,1295,106,1404,1435,138,1572,265,279,538,20153,6990,27147
31303,48,44,89,26,12,43,14,43,54,12,62,71,75,255,331,69,109,182,287,77,364,204,101,304,267,97,364,271,58,329,217,44,263,254,45,297,425,45,473,341,9,344,223,16,242,125,5,132,302,38,342,312,26,336,66,52,117,3551,1139,4689
31304,138,161,301,56,51,104,52,119,177,88,310,397,269,822,1090,391,828,1221,1153,365,1521,1033,513,1547,1126,571,1695,1450,367,1814,1142,262,1402,1191,198,1387,2588,278,2863,1945,44,1986,1485,56,1538,914,15,932,1800,69,1867,1310,79,1386,191,178,370,18332,5273,23604
31305,146,264,408,76,103,177,64,310,381,99,705,800,311,1868,2187,397,1256,1652,1254,684,1943,1197,794,1993,1336,830,2167,1457,556,2013,1025,428,1452,985,310,1289,2161,468,2626,1476,58,1534,1193,103,1303,735,13,750,1728,140,1869,1166,98,1257,168,349,518,16981,9347,26329
31401,132,150,282,92,60,147,68,98,166,49,236,280,219,661,886,232,431,664,764,292,1049,810,378,1192,1209,438,1651,1344,370,1711,1122,364,1490,1343,269,1615,3126,466,3594,2826,65,2893,2777,103,2880,1951,26,1981,5671,126,5790,1533,80,1611,163,95,254,25443,4698,30140
31402,152,157,307,53,47,99,63,122,189,74,313,388,274,811,1078,403,662,1060,1121,464,1587,1088,684,1770,1465,778,2241,1902,636,2540,1585,506,2091,1701,380,2080,3763,538,4302,2685,94,2785,2079,95,2174,1211,17,1233,2489,126,2610,1423,131,1556,195,211,408,23733,6759,30492
31403,77,110,184,37,32,65,34,97,136,53,216,269,130,640,769,235,400,637,623,279,903,630,377,1005,735,408,1142,903,335,1233,726,270,1000,754,184,938,1670,256,1930,1214,41,1254,781,35,821,454,6,464,786,37,824,693,52,754,101,126,223,10641,3915,14556
31501,60,96,159,33,44,73,60,168,228,69,221,292,248,377,625,189,201,382,433,149,578,407,186,588,459,206,661,497,128,629,337,136,467,324,100,428,619,225,845,454,15,469,363,59,414,259,12,268,573,67,639,833,49,886,225,144,374,6443,2572,9013
31502,61,110,174,31,33,58,42,134,176,46,181,225,133,250,380,134,148,278,219,148,368,249,201,450,285,269,562,353,255,603,292,237,532,306,210,518,788,462,1254,645,36,681,698,97,792,416,25,447,1051,126,1180,744,66,807,137,188,326,6629,3185,9817
31503,62,77,143,26,25,54,18,72,87,27,171,200,100,451,555,90,211,305,253,144,405,223,208,432,241,228,472,322,181,503,208,136,346,233,96,327,483,143,629,387,12,401,238,41,278,150,3,159,329,59,380,574,26,606,131,146,271,4110,2446,6550
31601,131,132,264,62,63,131,74,143,217,46,292,344,182,1008,1194,251,633,882,934,389,1323,876,453,1326,1056,428,1481,1163,368,1533,862,287,1148,977,199,1178,2053,345,2393,1592,68,1660,1213,96,1311,808,25,837,2258,120,2379,1176,144,1321,167,243,407,15885,5440,21324
31602,227,316,541,117,126,235,100,287,383,96,631,724,453,1799,2249,520,1295,1816,1807,788,2595,1633,909,2544,1871,868,2741,2190,646,2829,1509,536,2054,1620,410,2025,3331,629,3962,2491,141,2628,1917,162,2081,1248,48,1295,3112,274,3387,1904,197,2098,261,357,614,26396,10411,36809
31603,169,213,383,98,97,198,68,239,309,72,534,600,252,1281,1538,303,1007,1311,1015,693,1707,1030,802,1830,1236,812,2044,1426,654,2074,981,506,1489,1084,447,1524,2232,700,2935,1565,125,1687,1172,156,1329,707,52,760,2016,253,2269,1188,243,1427,181,252,434,16792,9069,25860
31605,172,167,339,101,71,166,61,156,217,50,283,338,204,838,1047,220,612,827,790,379,1171,732,436,1172,968,412,1377,1152,313,1471,747,259,1004,835,212,1040,1610,278,1891,1123,53,1179,915,86,998,513,15,530,1820,184,2005,909,90,998,157,181,338,13075,5024,18097
31606,134,130,265,75,77,155,74,157,233,87,287,379,284,847,1136,309,578,885,1013,377,1391,942,432,1373,1088,420,1502,1394,266,1664,972,218,1181,1041,189,1227,2102,264,2366,1577,42,1622,1225,69,1302,735,15,753,1668,84,1752,1319,93,1415,195,158,345,16231,4695,20930
31607,129,151,278,39,40,84,48,141,186,57,319,376,211,835,1048,271,617,890,831,345,1178,760,443,1205,1037,411,1442,1174,328,1499,809,207,1011,930,151,1083,1979,202,2178,1357,43,1398,945,43,991,529,12,543,1197,61,1261,1031,85,1117,134,187,315,13470,4631,18098
31608,75,84,153,39,29,71,36,66,99,33,145,180,117,332,452,145,245,388,434,152,590,420,181,606,509,157,666,615,125,738,419,70,492,451,73,523,800,90,892,552,15,565,424,26,444,271,7,277,701,39,739,618,35,657,72,58,129,6729,1935,8662
31701,365,500,867,177,190,365,161,500,656,200,1081,1279,704,3052,3754,797,2221,3015,2813,1369,4186,2488,1738,4222,2930,1758,4694,3415,1394,4813,2630,1067,3700,2715,798,3516,5835,1078,6911,4089,186,4269,2994,230,3224,1845,59,1900,4068,330,4401,3136,297,3430,471,560,1025,41817,18408,60232
31801,114,146,258,63,68,135,53,204,257,72,424,499,255,1005,1257,238,577,813,939,347,1283,682,453,1136,789,391,1178,782,291,1072,569,223,797,650,168,824,1300,208,1511,920,29,947,656,47,701,339,12,347,699,56,753,1004,63,1063,244,293,534,10371,5002,15376
31802,407,653,1056,168,223,393,165,664,826,270,1176,1448,661,2667,3323,856,2045,2891,2420,1451,3871,2334,1898,4234,2878,2133,5010,3474,1808,5284,2789,1508,4301,3071,1135,4197,6596,1611,8206,5292,298,5591,4065,378,4440,2562,92,2653,5455,451,5903,4638,524,5160,487,623,1110,48583,21330,69911
31901,288,349,633,164,150,311,132,392,524,192,890,1080,655,2509,3158,690,1606,2298,2721,829,3550,2087,975,3064,2165,855,3023,2277,535,2812,1525,424,1948,1529,300,1820,2916,406,3329,1887,69,1959,1313,83,1400,752,16,768,1534,151,1691,1818,166,1989,442,580,1021,25083,11290,36381
31902,193,195,379,91,75,162,98,247,345,107,552,658,441,1615,2049,416,740,1161,1522,405,1924,1123,631,1752,1090,460,1547,1187,298,1484,718,221,941,725,137,853,1279,212,1495,788,20,812,566,35,608,290,7,294,578,93,673,1061,91,1151,312,371,686,12586,6400,18991
31903,186,205,390,91,69,167,87,210,290,95,513,608,386,1549,1933,411,886,1300,1698,413,2110,1172,575,1746,1265,475,1743,1413,304,1720,926,220,1150,906,135,1043,1582,184,1767,938,35,969,658,31,687,369,8,373,633,66,702,1146,89,1240,251,254,504,14212,6212,20430
31904,258,249,502,121,87,206,98,262,359,125,574,702,447,1742,2187,495,1168,1658,2166,566,2729,1636,600,2238,1722,599,2318,1680,373,2054,1043,297,1341,1007,165,1173,1787,229,2015,1224,29,1252,819,53,874,451,13,464,947,112,1056,1248,92,1341,306,413,719,17581,7616,25195
31905,165,171,337,86,77,163,81,234,319,106,539,643,432,1611,2036,395,760,1155,1696,408,2098,1256,536,1797,1244,439,1689,1273,288,1559,719,209,925,737,123,859,1235,150,1390,790,19,811,516,26,533,270,9,279,497,39,538,929,90,1024,259,343,606,12690,6070,18758
39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
39999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40101,146,485,638,41,125,163,43,241,284,29,362,389,70,467,539,93,479,574,130,334,460,210,435,644,320,593,909,335,468,804,250,445,695,280,364,638,628,653,1270,434,113,546,348,188,534,272,24,295,930,328,1257,217,135,357,33,84,111,4802,6311,11116
40102,104,144,254,70,75,144,53,200,254,77,367,440,294,1089,1385,331,754,1089,1036,566,1598,1112,629,1744,1280,626,1909,1586,466,2052,1166,408,1575,1303,271,1574,2972,432,3399,2344,50,2399,1948,94,2048,1252,13,1261,3450,142,3590,1798,100,1899,158,157,319,22354,6576,28930
40103,145,171,318,53,58,113,53,164,216,51,249,297,112,588,704,165,586,745,356,446,801,464,441,911,624,467,1096,743,387,1138,547,305,852,651,243,891,1286,461,1749,1097,49,1146,903,112,1012,666,17,679,3715,256,3977,786,79,858,81,116,197,12506,5195,17704
40104,155,199,352,64,75,144,72,221,293,76,430,513,221,1266,1488,279,787,1066,875,460,1339,855,494,1347,1028,549,1577,1158,412,1570,869,330,1194,872,268,1141,1981,428,2409,1577,57,1635,1319,86,1408,799,25,826,1903,94,2003,764,105,867,119,176,288,14999,6448,21450
40105,114,187,303,51,76,129,32,214,253,28,358,396,110,930,1037,121,718,835,418,432,848,444,493,943,572,563,1133,633,437,1074,540,414,950,518,320,838,1117,555,1668,847,65,914,769,120,891,560,36,598,2109,228,2334,493,126,615,62,144,202,9551,6408,15965
40106,57,112,168,15,55,73,33,112,142,25,230,259,77,466,549,95,362,457,235,240,475,291,276,565,403,394,796,507,298,804,374,249,623,408,235,648,990,331,1322,743,68,810,688,113,803,544,20,564,1965,171,2137,422,91,511,33,85,124,7910,3911,11821
40107,88,122,215,43,46,88,40,147,183,28,272,300,107,656,761,129,550,681,331,391,719,372,447,814,511,535,1051,589,381,965,434,349,783,495,293,788,1143,469,1609,891,73,963,771,142,917,639,38,678,2941,252,3190,565,92,656,52,104,155,10164,5363,15526
40201,74,112,182,36,40,75,36,112,151,48,262,308,179,760,938,209,526,734,719,299,1020,611,369,978,691,395,1090,858,261,1123,620,204,821,681,132,811,1482,197,1678,1114,20,1136,727,16,748,463,6,473,832,35,865,813,49,863,105,158,262,10309,3953,14263
40202,246,262,512,90,112,205,154,395,549,212,947,1155,593,2049,2643,859,1185,2039,2123,712,2832,2033,1151,3181,2144,1109,3255,2439,679,3122,1768,466,2236,1739,285,2025,3298,356,3649,2158,62,2217,1307,58,1359,721,14,733,1071,79,1149,1781,155,1937,354,488,839,25077,10561,35644
40203,182,278,460,64,119,183,99,368,469,114,726,845,333,1565,1895,378,883,1261,1107,616,1726,1099,749,1847,1280,790,2075,1610,674,2289,1283,563,1847,1298,439,1736,2964,640,3603,2056,165,2224,1595,145,1740,846,54,896,1650,172,1820,1060,213,1270,143,241,385,19158,9407,28566
40204,380,436,820,130,156,281,190,501,690,295,1116,1407,735,2856,3593,1002,1453,2459,2905,1000,3904,2750,1492,4243,3163,1548,4711,3507,1108,4613,2682,809,3487,2541,506,3053,5341,687,6020,3296,132,3434,2179,123,2304,1210,44,1249,2038,147,2181,2239,214,2457,412,505,919,36976,14824,51810
40205,209,254,463,85,96,182,85,273,359,98,636,732,389,1845,2243,411,1149,1562,1629,725,2351,1618,865,2480,2051,926,2980,2233,729,2962,1620,572,2192,1736,404,2144,3861,549,4403,3094,63,3158,2364,87,2452,1456,25,1489,2681,102,2782,1527,77,1602,209,260,467,27363,9639,37003
40301,55,129,182,37,60,94,26,164,187,32,300,332,122,774,895,117,743,863,462,476,946,455,584,1035,623,544,1166,699,451,1151,489,375,865,473,280,756,1071,413,1486,876,44,925,776,102,879,547,22,572,1970,174,2140,589,77,668,82,158,236,9489,5882,15377
40302,204,329,530,100,187,289,106,498,601,129,997,1123,424,2249,2675,427,1430,1857,1430,933,2369,1440,1033,2475,1772,1122,2894,2048,927,2976,1526,734,2262,1658,540,2193,3663,843,4507,2868,169,3044,2280,182,2461,1447,51,1502,2617,204,2816,1543,249,1788,180,355,538,25867,13033,38904
40303,121,167,291,65,78,146,50,203,249,44,337,383,196,997,1195,214,789,995,667,552,1220,760,617,1373,995,587,1585,1210,466,1675,813,437,1254,947,288,1235,2002,459,2456,1760,58,1814,1712,96,1806,1238,19,1259,4026,149,4173,1134,132,1262,106,153,264,18060,6586,24643
40304,300,480,786,157,179,337,197,636,834,220,1436,1662,825,3927,4746,1145,2450,3599,3593,1573,5164,3426,1919,5343,3948,1871,5821,4398,1350,5744,3227,961,4185,3358,685,4045,6935,745,7681,4950,139,5089,3432,140,3577,1968,27,1993,3348,197,3549,3217,220,3439,446,570,1014,49089,19503,68596
