SA3_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
30403,436,450,885,1586,1567,3154,292,281,575,278,265,545,2155,2119,4273,850,767,1616,395,363,758,706,723,1427,1950,1860,3806,104,84,188,104,148,253,106,81,180,178,301,474,0,0,0,487,611,1101,2780,3151,5939,964,879,1840,224,258,480,453,594,1055,3,3,8,4422,4891,9312,4913,5501,10415,115,94,204,91,179,269,0,0,3,204,271,471,878,916,1795,10538,11108,21653
30404,596,531,1127,1788,1745,3542,745,673,1420,135,98,235,2677,2524,5204,1481,1268,2749,669,530,1203,281,288,574,2440,2095,4531,92,100,192,50,112,172,123,106,232,172,309,481,0,0,0,447,626,1075,586,779,1361,191,320,505,129,132,264,437,630,1064,0,3,8,1343,1862,3202,1788,2486,4277,53,39,85,139,156,295,0,0,0,191,198,385,884,687,1570,8576,8518,17094
30501,335,322,656,1057,1072,2127,253,275,523,84,133,210,1394,1471,2865,982,933,1916,218,166,384,301,361,661,1503,1466,2965,288,315,601,582,787,1373,174,175,352,643,862,1510,6,0,7,1697,2142,3836,2698,3257,5955,1479,1595,3075,298,377,672,911,1086,1994,9,5,16,5392,6319,11715,7098,8464,15568,312,378,692,379,492,866,0,3,7,697,875,1568,3499,3061,6553,14522,15658,30180
30502,415,427,838,1008,996,2006,522,538,1055,262,165,428,1790,1703,3495,366,329,689,498,576,1079,609,464,1070,1475,1368,2851,87,69,151,108,140,245,87,61,147,198,284,482,0,0,3,471,556,1025,673,893,1570,278,346,628,122,145,261,353,599,954,0,3,5,1431,1985,3418,1906,2546,4449,55,62,119,125,167,298,0,0,0,182,231,413,913,895,1804,6691,7163,13852
30503,714,777,1497,1910,1975,3886,731,740,1473,243,280,522,2897,2993,5889,984,875,1859,940,825,1771,732,1077,1808,2658,2780,5438,215,204,421,274,377,653,189,176,366,445,618,1062,4,5,7,1124,1372,2502,1945,2662,4611,1075,1280,2358,346,492,837,993,1358,2348,4,11,12,4365,5791,10161,5499,7175,12669,156,193,352,296,419,711,5,0,6,456,617,1075,2424,2185,4611,14650,16529,31180
30504,537,502,1041,1707,1700,3410,493,487,975,153,115,269,2360,2307,4661,668,575,1245,854,848,1696,785,589,1372,2309,2006,4317,121,104,221,126,156,285,134,87,224,208,317,529,0,4,5,592,665,1264,1779,2224,4006,694,763,1457,241,271,508,546,854,1399,0,6,6,3272,4110,7381,3863,4783,8647,88,90,175,130,238,372,0,0,0,223,326,550,969,908,1875,10258,10837,21090
30601,502,489,984,1596,1479,3075,722,686,1409,353,292,641,2676,2455,5136,1335,1304,2640,637,662,1298,269,305,576,2251,2273,4520,74,49,122,80,139,218,157,115,268,228,466,689,0,4,4,539,767,1310,327,545,871,176,371,548,68,88,155,310,578,889,0,0,6,885,1588,2466,1421,2360,3777,56,73,126,124,234,353,3,0,9,183,306,485,1795,1577,3371,8823,9454,18279
30602,721,696,1419,2490,2360,4844,1544,1508,3049,246,205,448,4277,4083,8361,2404,2235,4640,1038,1071,2114,236,248,486,3684,3560,7247,148,147,295,198,374,575,235,230,460,458,873,1327,6,14,13,1043,1626,2668,313,604,920,253,459,709,83,167,244,384,845,1231,3,8,7,1034,2075,3106,2081,3716,5798,161,184,346,311,483,798,3,9,14,479,685,1164,5802,5170,10975,17045,17914,34956
30603,218,183,400,1072,941,2010,328,298,628,39,34,71,1431,1274,2705,925,864,1787,176,185,365,24,22,48,1135,1072,2204,31,20,49,30,40,71,53,32,84,40,155,197,5,3,9,157,256,417,31,73,101,26,48,73,5,21,24,51,156,209,0,0,0,119,302,419,276,558,835,37,46,85,60,111,170,9,5,11,104,163,264,1889,1633,3516,5049,4877,9927
30604,68,62,126,305,326,633,84,71,155,10,4,9,395,402,795,258,236,498,51,44,93,13,21,34,319,302,619,8,3,11,15,10,26,20,14,41,41,83,125,0,0,5,85,121,199,8,14,28,15,31,49,6,16,23,27,73,94,0,0,0,61,135,193,141,256,396,9,15,24,20,42,62,3,0,4,34,64,93,760,668,1423,1713,1750,3460
30605,226,207,429,1217,1162,2374,304,301,609,111,101,210,1624,1575,3202,1090,1004,2094,266,297,561,94,91,180,1449,1394,2842,43,28,75,33,47,87,66,53,125,84,213,300,0,0,0,237,343,577,31,93,132,35,105,140,15,44,56,83,258,341,0,4,8,167,497,669,402,839,1250,39,35,69,78,124,199,4,0,5,113,160,272,2353,2205,4554,6169,6375,12539
30701,326,310,630,1264,1211,2480,587,587,1181,158,141,300,2014,1944,3960,978,916,1893,190,196,387,161,148,311,1329,1267,2598,39,35,75,23,37,56,89,74,162,103,236,338,3,0,4,255,378,629,50,127,180,36,64,98,25,83,104,78,240,320,0,0,0,185,517,699,442,890,1331,20,46,68,70,136,202,0,0,5,99,181,278,2524,2312,4838,6729,6904,13631
30702,278,261,535,1383,1370,2755,323,351,672,163,148,310,1876,1876,3745,1099,1099,2194,225,239,467,204,192,392,1530,1527,3058,64,36,98,30,57,92,122,87,212,109,232,340,0,4,0,327,414,738,48,131,177,24,73,93,35,68,98,75,203,276,3,0,3,182,468,645,502,886,1388,40,47,84,83,139,226,0,5,5,127,193,315,1897,1671,3575,6204,6410,12618
30703,240,210,448,1178,1097,2277,313,302,618,136,169,301,1634,1571,3202,839,770,1606,267,354,620,246,255,504,1348,1387,2731,34,25,58,34,55,80,77,87,166,94,240,333,11,6,10,246,412,654,57,112,172,34,93,129,17,48,61,80,217,301,3,5,4,187,476,660,437,881,1320,39,38,79,76,132,203,4,0,6,119,176,294,1700,1602,3303,5479,5810,11290
30801,259,250,508,1114,1041,2158,338,388,723,55,77,133,1512,1506,3015,690,616,1310,287,264,552,59,70,133,1040,954,1999,38,19,62,15,32,46,63,57,123,95,169,262,5,0,7,222,282,503,23,74,99,21,83,97,12,46,63,82,175,257,0,0,5,139,380,522,358,669,1021,42,27,62,62,103,173,0,0,0,107,129,237,1919,1299,3218,5196,4807,9998
30803,883,854,1733,3293,3057,6354,1438,1402,2837,510,593,1098,5253,5053,10308,1943,1859,3797,1899,1595,3495,750,837,1584,4593,4294,8890,134,105,232,84,116,201,259,213,469,297,658,946,3,3,10,772,1091,1862,361,692,1050,226,456,684,147,299,445,409,951,1356,0,7,9,1138,2400,3544,1917,3496,5417,133,161,293,304,386,686,3,3,10,435,552,988,6124,4039,10160,19213,18288,37497
30804,93,91,183,553,499,1056,65,81,148,59,66,128,679,648,1333,368,336,704,17,23,36,54,46,103,436,403,841,7,11,17,13,4,21,27,31,56,21,69,89,0,0,3,69,115,184,7,29,36,10,18,29,0,20,20,23,64,89,0,0,0,38,131,172,106,245,354,7,5,17,19,40,59,0,0,0,25,48,74,1002,851,1854,2345,2286,4636
30805,516,468,982,2271,2256,4535,548,499,1052,213,206,423,3040,2967,6012,1877,1843,3716,363,410,772,230,175,403,2467,2436,4903,60,62,124,55,74,122,138,109,245,149,444,592,0,4,3,405,690,1094,109,194,300,53,211,263,54,107,162,173,491,668,0,0,0,384,1011,1403,793,1703,2501,86,78,162,167,250,419,0,4,4,252,331,580,2483,1994,4482,9558,9897,19460
30901,574,523,1094,1276,1234,2512,404,387,791,418,453,874,2100,2087,4190,858,807,1666,289,340,630,629,572,1199,1787,1716,3502,79,107,186,164,238,409,138,96,234,369,553,922,0,0,5,756,998,1754,445,839,1288,261,442,705,103,167,267,254,492,753,3,4,7,1066,1952,3014,1819,2946,4761,56,86,147,202,312,516,3,0,3,262,402,668,2156,2187,4341,8694,9865,18560
30902,558,498,1055,1493,1410,2900,332,360,692,271,269,545,2100,2043,4140,1296,1122,2417,148,156,303,347,341,684,1791,1619,3404,74,63,136,72,153,222,154,103,256,258,398,654,7,0,7,551,723,1275,300,617,923,171,351,517,89,141,232,224,483,705,0,7,4,788,1595,2383,1344,2311,3656,55,64,117,136,206,346,0,4,4,192,279,470,1610,1697,3306,7596,8447,16038
30903,460,452,912,1361,1268,2627,360,326,686,352,355,702,2072,1945,4022,1121,1085,2210,165,165,329,439,428,866,1728,1680,3407,97,109,207,126,218,345,144,111,259,255,488,742,0,0,0,627,928,1556,524,719,1250,286,348,635,106,135,237,198,400,599,4,4,10,1119,1610,2723,1751,2534,4286,92,107,203,146,235,376,0,0,4,235,347,580,2087,2227,4317,8336,9187,17523
30904,164,138,300,632,596,1228,38,46,84,133,108,242,798,747,1547,482,486,969,34,39,75,152,157,310,676,679,1356,25,15,32,16,47,58,52,20,70,52,120,166,0,0,3,143,192,338,99,141,236,36,58,97,13,32,49,60,144,207,0,0,4,216,376,594,357,572,932,19,14,32,33,60,89,0,0,0,48,73,124,630,665,1295,2682,2876,5552
30905,455,385,842,1174,1146,2319,188,188,373,548,542,1087,1909,1873,3788,679,638,1317,226,191,421,724,756,1477,1634,1589,3216,34,51,89,29,74,102,134,55,192,108,225,331,3,0,3,315,404,717,287,403,691,98,141,234,58,89,142,142,263,407,0,0,0,582,895,1480,898,1296,2196,31,44,81,71,150,221,0,0,0,108,198,302,804,774,1581,5813,6114,11927
30906,683,657,1336,2206,2052,4258,440,397,835,501,517,1019,3149,2977,6121,1669,1505,3168,368,341,708,668,580,1250,2705,2430,5138,115,101,214,99,177,270,208,140,351,259,490,746,3,4,9,675,902,1577,473,683,1152,195,331,526,65,130,193,214,478,697,0,0,4,947,1629,2573,1625,2532,4158,98,109,211,172,238,408,3,0,4,279,351,627,1685,1604,3289,10128,10549,20682
30907,1999,1831,3823,5428,5172,10604,977,953,1934,1701,1673,3374,8126,7810,15944,4018,3788,7808,686,759,1442,1552,1615,3165,6267,6173,12438,281,297,580,238,451,686,461,363,824,587,1159,1744,0,0,7,1566,2271,3837,1015,1564,2582,420,826,1251,175,316,488,454,1065,1517,3,3,7,2062,3774,5841,3643,6059,9705,250,235,489,323,614,940,6,5,7,584,852,1436,4298,4218,8526,24923,26947,51862
30908,524,443,966,1464,1448,2910,252,284,539,402,426,826,2122,2164,4291,1085,1083,2172,222,251,472,478,486,968,1787,1828,3617,67,79,148,114,174,285,146,109,248,235,398,635,6,0,6,558,757,1320,776,1069,1843,290,396,685,86,142,225,233,405,644,0,0,0,1385,2011,3394,1945,2766,4715,85,77,162,116,192,306,0,3,6,204,264,470,1268,1452,2718,7850,8919,16769
30909,486,402,886,1311,1221,2530,299,287,587,323,315,638,1932,1831,3764,1090,1090,2177,206,172,376,709,485,1196,2011,1750,3762,155,183,341,277,401,678,162,144,312,295,543,837,0,10,8,898,1280,2182,1128,1565,2692,626,644,1275,144,156,297,228,457,689,11,12,19,2137,2831,4967,3040,4118,7157,160,173,334,191,294,491,0,0,9,356,469,825,2362,2462,4822,10193,11033,21218
30910,255,237,493,594,510,1107,171,167,334,347,314,663,1112,993,2106,488,474,958,99,94,190,457,457,914,1044,1027,2068,112,109,216,250,288,542,122,105,226,356,495,852,3,4,6,841,999,1844,400,508,911,244,308,551,68,74,142,173,255,429,0,0,3,893,1143,2036,1738,2151,3887,100,106,209,223,284,504,3,5,4,326,387,720,2416,2283,4699,6894,7074,13975
31001,703,668,1374,2493,2330,4825,547,526,1067,374,380,746,3421,3244,6666,2088,1996,4081,289,349,642,387,379,769,2774,2730,5504,184,187,371,198,331,528,145,127,271,260,526,789,0,5,8,794,1178,1971,790,1082,1870,332,377,703,140,195,335,297,523,820,6,0,4,1565,2177,3740,2360,3362,5722,172,164,341,224,285,516,3,6,14,400,464,868,5179,2386,7573,14843,12861,27703
31002,443,403,845,2268,2117,4388,336,338,673,242,243,486,2852,2700,5555,1635,1486,3122,224,226,448,484,588,1071,2343,2297,4642,71,67,140,41,85,119,165,145,316,155,342,500,4,0,4,436,640,1081,166,432,600,63,185,250,33,102,133,120,350,471,4,0,5,387,1066,1455,825,1711,2535,71,75,147,112,204,314,0,4,4,185,280,463,3285,2505,5795,9942,9906,19842
31003,1050,953,1998,3986,3721,7703,833,835,1667,695,654,1349,5525,5221,10749,2474,2342,4816,1081,963,2039,806,846,1652,4364,4159,8518,169,189,359,134,275,413,247,266,511,435,758,1194,8,10,14,990,1494,2492,536,850,1383,233,516,751,138,241,379,452,1009,1462,0,4,9,1362,2625,3981,2357,4125,6480,198,183,381,285,421,703,4,5,6,486,601,1090,3121,3155,6283,16908,18210,35123
31004,1267,1149,2421,4540,4222,8755,842,811,1657,807,826,1631,6203,5872,12074,2939,2918,5857,666,644,1311,683,660,1344,4299,4228,8528,157,246,400,170,374,543,219,229,447,427,759,1183,10,3,16,978,1606,2584,599,918,1523,304,544,848,132,229,365,463,824,1288,0,0,4,1509,2520,4023,2494,4132,6624,229,234,467,325,475,797,5,5,10,556,716,1275,2905,2785,5697,17728,18887,36617
31101,95,79,174,432,380,807,133,114,245,46,40,88,614,536,1147,327,342,674,96,106,203,67,78,148,497,526,1021,13,21,30,6,22,30,32,15,50,31,59,87,0,0,0,78,122,204,24,67,91,11,37,49,11,15,29,31,65,90,0,0,0,73,190,260,151,308,460,21,32,47,29,50,73,0,0,0,43,77,120,815,606,1415,2212,2134,4350
31102,402,411,812,1509,1464,2974,162,160,318,256,274,532,1935,1904,3838,1084,974,2061,221,215,434,221,214,436,1523,1410,2933,79,83,164,60,149,214,122,110,233,162,294,452,5,5,8,431,642,1072,173,282,454,98,206,299,36,69,102,92,235,329,0,0,3,403,790,1188,835,1432,2265,90,86,176,116,179,294,5,0,5,210,263,469,1824,1766,3593,6727,7189,13914
31103,914,826,1742,3592,3287,6878,607,685,1289,519,548,1068,4744,4530,9274,2732,2615,5349,423,446,867,467,493,959,3633,3558,7187,157,205,363,173,356,530,215,241,455,330,602,934,3,3,3,881,1412,2292,476,757,1237,222,345,563,112,157,272,192,410,603,4,0,10,1001,1672,2674,1890,3094,4981,210,198,408,216,386,607,3,4,10,428,596,1024,3260,3199,6464,14866,15800,30665
31104,667,651,1315,2261,2159,4419,619,626,1244,523,476,998,3417,3263,6681,1592,1513,3100,568,603,1174,449,486,932,2619,2605,5224,78,99,170,38,131,168,194,158,354,192,402,595,0,3,3,502,793,1297,236,427,667,77,203,281,58,109,167,138,403,538,0,0,0,512,1137,1654,1017,1941,2958,104,113,224,138,244,382,0,3,5,247,362,608,1649,1554,3204,9614,10382,19990
31105,583,542,1125,1917,1841,3760,492,476,966,516,524,1041,2928,2848,5776,1422,1346,2769,484,429,911,502,568,1066,2411,2354,4759,81,118,204,114,220,334,176,126,301,253,431,686,0,0,4,628,899,1530,361,555,918,149,273,426,65,133,196,182,374,556,6,4,3,760,1334,2097,1395,2238,3629,109,138,242,147,249,398,6,0,8,264,385,647,1966,2058,4024,9542,10420,19959
31106,715,636,1351,2584,2425,5015,524,493,1015,571,584,1158,3686,3521,7210,2173,2114,4291,315,272,588,535,546,1088,3029,2953,5986,165,173,338,206,346,550,156,153,308,282,486,764,0,4,7,811,1159,1966,565,672,1233,213,336,555,84,125,210,263,427,686,7,3,8,1130,1559,2693,1942,2721,4662,182,157,344,176,288,466,5,7,13,370,456,820,2977,2758,5734,12723,13037,25761
31201,285,208,492,1439,1342,2786,168,166,339,21,26,46,1631,1540,3173,922,839,1759,47,59,111,36,26,64,1011,925,1930,34,18,57,18,35,51,67,56,123,97,194,286,3,0,3,222,301,521,22,43,64,26,59,82,27,50,79,84,177,261,0,0,0,156,332,485,374,632,1006,24,35,61,84,120,207,0,4,4,114,162,272,4142,2088,6233,7551,5556,13103
31202,935,872,1803,3688,3433,7120,1327,1324,2653,372,417,792,5385,5182,10567,2790,2516,5308,1177,1278,2456,400,433,835,4378,4229,8608,143,87,231,85,143,223,312,262,570,317,727,1044,12,5,15,863,1226,2087,236,542,780,139,358,500,141,258,398,345,886,1234,7,8,7,865,2047,2916,1731,3281,5014,121,109,238,316,432,747,4,4,5,440,547,991,6253,4771,11020,19115,18888,38002
31203,139,141,276,698,600,1302,135,136,269,79,80,160,915,822,1736,510,467,983,101,122,226,49,55,103,663,650,1310,22,6,28,28,33,60,57,33,91,82,181,257,0,0,0,188,250,436,19,75,94,26,43,74,12,40,51,47,121,172,0,0,0,109,283,393,299,534,837,24,20,45,48,91,141,0,0,0,73,114,184,1457,1157,2613,3549,3418,6962
31301,162,187,352,723,775,1498,59,62,120,141,133,275,919,966,1888,697,645,1335,125,140,269,104,139,247,925,927,1853,26,25,56,16,46,57,56,34,87,73,163,239,5,0,3,173,271,445,73,124,200,34,81,115,12,32,49,36,150,180,0,0,0,164,389,548,334,655,990,16,22,37,58,99,161,0,5,5,79,128,206,973,953,1929,3391,3817,7209
31302,788,703,1491,2889,2631,5520,485,445,931,489,466,960,3869,3556,7429,1973,2009,3986,440,440,876,380,378,758,2797,2840,5637,95,117,211,75,230,304,186,182,365,275,602,870,0,7,5,632,1130,1761,278,500,772,167,341,511,65,130,199,147,426,570,3,0,6,669,1396,2062,1296,2527,3828,133,152,275,206,308,509,0,7,15,338,462,798,2547,2529,5076,11636,12626,24255
31303,73,81,163,445,467,909,20,25,41,44,40,80,504,526,1032,310,341,651,48,41,91,74,66,135,435,449,882,12,10,22,12,14,27,27,14,35,33,68,97,0,0,0,80,107,184,22,62,81,10,35,40,5,16,22,14,63,80,0,0,0,53,179,233,130,285,417,4,19,19,27,36,60,5,0,5,29,54,84,2017,516,2538,3193,1916,5110
31304,633,537,1164,2375,2308,4680,463,466,928,421,394,815,3264,3169,6438,1952,1897,3845,388,407,791,482,400,878,2819,2709,5530,95,113,208,57,124,175,217,199,418,272,409,685,7,6,8,647,848,1492,355,503,854,117,263,380,62,123,186,176,464,636,0,3,3,707,1354,2066,1358,2206,3560,99,87,188,190,269,455,0,0,0,291,359,647,1725,1638,3370,10091,10616,20704
31305,433,396,827,1390,1331,2718,487,468,951,367,350,717,2242,2160,4398,1162,1134,2297,408,360,768,396,399,797,1972,1899,3874,64,87,153,52,112,167,169,126,294,198,406,599,3,6,7,489,730,1222,275,421,698,102,207,309,68,79,150,164,399,565,4,3,9,618,1116,1732,1110,1849,2956,82,61,153,131,223,352,4,6,6,219,291,512,1741,1762,3503,7716,8351,16071
31401,985,826,1809,3007,2966,5972,820,724,1537,761,651,1413,4587,4345,8931,2141,1885,4026,943,861,1802,971,1011,1981,4064,3760,7820,111,113,227,76,120,192,293,170,463,291,527,819,4,0,3,771,938,1710,904,1168,2070,215,371,590,164,200,362,450,807,1252,9,0,7,1730,2545,4282,2508,3483,5990,98,77,179,213,308,519,5,3,8,316,383,704,1173,1058,2229,13629,13858,27483
31402,1048,965,2010,3487,3191,6676,585,578,1163,751,706,1459,4832,4486,9319,2241,2123,4366,553,524,1079,700,698,1397,3503,3355,6853,138,144,278,126,261,387,199,218,417,362,769,1136,0,0,0,825,1393,2214,551,887,1443,235,513,744,104,200,306,350,738,1089,0,7,7,1241,2337,3583,2071,3736,5811,148,181,326,242,451,693,3,5,11,395,631,1024,1796,1802,3595,13643,14971,28613
31403,383,364,746,1398,1238,2637,218,254,470,162,172,332,1787,1669,3456,1033,947,1977,203,162,362,197,213,409,1440,1322,2764,63,82,143,74,144,217,113,108,219,157,277,432,4,0,0,408,611,1015,216,336,553,100,184,281,71,74,148,155,314,471,0,0,0,540,914,1451,942,1524,2467,70,60,130,95,147,240,0,0,7,170,202,373,866,862,1732,5593,5950,11544
31501,259,234,488,1458,1364,2820,195,169,357,46,76,127,1698,1606,3305,771,718,1486,119,107,227,51,59,108,947,880,1826,17,27,46,30,55,90,47,43,91,58,148,203,0,0,0,153,276,431,12,33,46,26,51,78,0,22,24,49,151,200,0,0,0,87,267,349,237,539,778,28,23,47,23,57,80,0,0,4,54,78,125,3229,1781,5005,6419,5116,11538
31502,267,257,523,1121,1026,2144,301,306,613,44,41,83,1470,1379,2853,586,568,1145,226,204,434,36,41,72,840,813,1654,23,20,44,42,21,71,67,76,146,89,145,239,0,0,0,233,264,497,14,54,68,27,57,84,14,39,54,105,262,368,0,0,0,152,421,573,385,682,1068,36,39,80,67,75,140,9,0,6,110,116,225,1990,1510,3496,5063,4753,9813
31503,90,116,209,516,499,1013,193,205,406,14,3,20,727,713,1440,335,292,629,19,38,57,28,36,66,387,363,745,16,5,22,19,12,31,16,26,48,33,81,117,3,0,4,84,131,219,5,48,56,13,36,49,11,21,36,37,99,136,0,0,0,63,210,278,147,346,495,6,6,15,22,27,46,4,4,3,34,32,71,998,930,1928,2389,2500,4883
31601,531,478,1009,1837,1726,3560,270,313,586,470,459,931,2578,2509,5085,1390,1435,2826,294,281,575,599,597,1196,2279,2312,4594,80,87,173,67,107,175,137,118,254,176,360,538,0,5,5,460,677,1136,595,1078,1676,275,472,741,106,153,263,259,495,753,0,0,0,1236,2198,3436,1701,2876,4583,77,65,147,121,188,304,3,0,3,200,250,451,1372,1433,2807,8665,9856,18521
31602,791,723,1513,2818,2649,5466,496,513,1006,487,525,1012,3815,3691,7503,2125,2061,4190,453,504,952,675,630,1303,3254,3194,6449,130,111,245,87,170,263,218,145,363,251,543,796,5,3,7,695,973,1667,511,847,1360,264,552,817,101,160,255,345,695,1041,5,3,6,1217,2261,3481,1914,3240,5154,90,131,218,220,344,570,4,3,12,312,478,792,2432,2409,4837,12516,13734,26247
31603,439,373,817,1347,1221,2567,277,274,552,354,319,671,1979,1818,3798,1031,927,1962,218,250,469,422,374,798,1676,1552,3232,102,97,196,114,153,271,159,94,260,216,407,628,3,3,11,607,759,1363,273,604,870,220,441,666,83,146,228,233,446,683,0,3,3,806,1640,2450,1410,2402,3818,63,81,146,149,239,386,7,4,11,223,326,543,2088,2065,4155,7824,8532,16357
31605,371,351,722,1199,1067,2265,271,254,517,408,412,822,1884,1743,3626,874,819,1689,239,267,504,531,571,1104,1650,1663,3312,35,45,81,52,60,110,97,66,162,128,260,385,0,0,4,306,431,737,153,255,410,69,194,262,40,55,92,128,255,385,0,4,7,389,766,1155,698,1199,1894,31,31,65,91,189,285,4,4,3,127,230,351,1221,1198,2423,5936,6381,12320
31606,494,424,920,1683,1628,3313,164,172,331,487,526,1011,2340,2332,4673,1229,1188,2417,193,225,418,546,519,1064,1967,1931,3898,86,76,157,49,105,150,147,111,259,179,370,551,0,5,3,462,665,1130,251,399,651,130,288,420,58,96,153,183,468,647,0,6,7,622,1257,1880,1084,1925,3014,86,64,149,134,218,352,0,6,4,217,287,505,1844,1588,3432,7947,8492,16439
31607,491,420,912,1556,1424,2977,327,298,628,350,354,700,2236,2075,4315,981,942,1922,337,317,652,397,430,827,1718,1687,3402,63,56,126,56,92,152,98,92,189,171,314,483,0,0,0,394,561,951,178,320,493,127,243,367,56,69,130,156,343,495,0,0,0,508,975,1488,906,1535,2438,68,59,127,135,192,324,0,4,6,204,254,456,1243,1168,2410,6789,7142,13935
31608,147,133,280,673,653,1327,62,63,121,178,187,366,909,911,1817,518,475,991,117,120,244,290,253,540,925,850,1780,19,15,37,19,27,47,79,45,113,75,125,206,0,0,0,197,210,403,58,107,165,22,91,118,20,31,54,51,140,195,0,0,0,147,376,524,344,586,935,32,32,65,40,67,108,3,0,3,74,98,167,776,748,1519,3171,3326,6498
31701,1294,1246,2538,4530,4204,8733,1561,1477,3036,1102,1128,2232,7202,6823,14029,3324,3221,6548,1515,1458,2974,1591,1594,3186,6441,6284,12726,329,329,655,291,336,622,456,432,891,667,1169,1837,12,9,24,1754,2282,4035,806,1435,2238,591,855,1443,267,430,696,786,1482,2270,8,6,12,2452,4212,6666,4207,6512,10723,281,251,531,442,669,1104,6,7,18,732,928,1655,4286,4038,8320,24161,25828,49992
31801,240,190,432,988,979,1963,433,446,887,141,138,282,1567,1561,3128,719,673,1390,461,453,919,279,263,536,1463,1386,2850,46,28,76,13,25,42,58,55,121,70,151,220,4,0,6,194,266,459,36,93,130,25,57,79,17,42,62,73,184,252,0,3,3,153,372,526,346,640,987,24,28,52,45,84,126,5,0,0,75,109,183,2297,1953,4246,5983,5845,11828
31802,1621,1409,3027,4772,4482,9256,2687,2539,5223,897,859,1755,8368,7897,16274,3341,3229,6567,2041,2441,4481,1162,1125,2287,6549,6803,13357,352,233,581,231,427,660,423,346,771,600,1135,1731,0,5,5,1606,2138,3744,1459,2717,4176,671,1126,1804,289,451,737,910,1700,2607,6,11,15,3336,6001,9343,4944,8156,13094,312,277,586,453,682,1132,3,10,15,769,966,1740,9048,6401,15455,31304,31637,62935
31901,532,523,1057,2509,2279,4787,564,565,1125,469,425,894,3551,3271,6816,1885,1845,3722,746,757,1505,464,395,858,3096,2998,6097,91,89,182,82,136,218,179,182,361,228,453,685,3,8,13,581,874,1459,173,341,513,135,286,422,73,137,209,227,530,758,4,4,7,608,1307,1916,1191,2185,3377,102,97,196,219,278,495,4,3,4,329,374,700,3210,2961,6177,11902,12316,24227
