SED_CODE_2021,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot,F_China_0_4,F_China_5_14,F_China_15_24,F_China_25_44,F_China_45_54,F_China_55_64,F_China_65_74,F_China_75_84,F_China_85ov,F_China_Tot,F_Croatia_0_4,F_Croatia_5_14,F_Croatia_15_24,F_Croatia_25_44,F_Croatia_45_54,F_Croatia_55_64,F_Croatia_65_74,F_Croatia_75_84,F_Croatia_85ov,F_Croatia_Tot,F_Egypt_0_4,F_Egypt_5_14,F_Egypt_15_24,F_Egypt_25_44,F_Egypt_45_54,F_Egypt_55_64,F_Egypt_65_74,F_Egypt_75_84,F_Egypt_85ov,F_Egypt_Tot,F_England_0_4,F_England_5_14,F_England_15_24,F_England_25_44,F_England_45_54,F_England_55_64,F_England_65_74,F_England_75_84,F_England_85ov,F_England_Tot,F_Fiji_0_4,F_Fiji_5_14,F_Fiji_15_24,F_Fiji_25_44,F_Fiji_45_54,F_Fiji_55_64,F_Fiji_65_74,F_Fiji_75_84,F_Fiji_85ov,F_Fiji_Tot,F_France_0_4,F_France_5_14,F_France_15_24,F_France_25_44,F_France_45_54,F_France_55_64,F_France_65_74,F_France_75_84,F_France_85ov,F_France_Tot,F_Germany_0_4,F_Germany_5_14,F_Germany_15_24,F_Germany_25_44,F_Germany_45_54,F_Germany_55_64,F_Germany_65_74,F_Germany_75_84,F_Germany_85ov,F_Germany_Tot,F_Greece_0_4,F_Greece_5_14,F_Greece_15_24,F_Greece_25_44,F_Greece_45_54,F_Greece_55_64,F_Greece_65_74,F_Greece_75_84,F_Greece_85ov,F_Greece_Tot,F_Hong_Kong_SAR_Ch_0_4,F_Hong_Kong_SAR_Ch_5_14,F_Hong_Kong_SAR_Ch_15_24,F_Hong_Kong_SAR_Ch_25_44,F_Hong_Kong_SAR_Ch_45_54,F_Hong_Kong_SAR_Ch_55_64,F_Hong_Kong_SAR_Ch_65_74,F_Hong_Kong_SAR_Ch_75_84,F_Hong_Kong_SAR_Ch_85ov,F_Hong_Kong_SAR_Ch_Tot,F_India_0_4,F_India_5_14,F_India_15_24,F_India_25_44,F_India_45_54,F_India_55_64,F_India_65_74,F_India_75_84,F_India_85ov,F_India_Tot,F_Indonesia_0_4,F_Indonesia_5_14,F_Indonesia_15_24,F_Indonesia_25_44,F_Indonesia_45_54,F_Indonesia_55_64,F_Indonesia_65_74,F_Indonesia_75_84,F_Indonesia_85ov,F_Indonesia_Tot,F_Iran_0_4,F_Iran_5_14,F_Iran_15_24,F_Iran_25_44,F_Iran_45_54,F_Iran_55_64,F_Iran_65_74,F_Iran_75_84,F_Iran_85ov,F_Iran_Tot,F_Iraq_0_4,F_Iraq_5_14,F_Iraq_15_24,F_Iraq_25_44,F_Iraq_45_54,F_Iraq_55_64,F_Iraq_65_74,F_Iraq_75_84,F_Iraq_85ov,F_Iraq_Tot,F_Ireland_0_4,F_Ireland_5_14,F_Ireland_15_24,F_Ireland_25_44,F_Ireland_45_54,F_Ireland_55_64,F_Ireland_65_74,F_Ireland_75_84,F_Ireland_85ov,F_Ireland_Tot,F_Italy_0_4,F_Italy_5_14,F_Italy_15_24,F_Italy_25_44,F_Italy_45_54,F_Italy_55_64,F_Italy_65_74,F_Italy_75_84,F_Italy_85ov,F_Italy_Tot,F_Japan_0_4,F_Japan_5_14,F_Japan_15_24,F_Japan_25_44,F_Japan_45_54,F_Japan_55_64,F_Japan_65_74,F_Japan_75_84,F_Japan_85ov,F_Japan_Tot,F_Korea_South_0_4,F_Korea_South_5_14,F_Korea_South_15_24,F_Korea_South_25_44,F_Korea_South_45_54,F_Korea_South_55_64,F_Korea_South_65_74,F_Korea_South_75_84,F_Korea_South_85ov,F_Korea_South_Tot,F_Lebanon_0_4,F_Lebanon_5_14,F_Lebanon_15_24,F_Lebanon_25_44,F_Lebanon_45_54,F_Lebanon_55_64,F_Lebanon_65_74,F_Lebanon_75_84,F_Lebanon_85ov,F_Lebanon_Tot,F_Malaysia_0_4,F_Malaysia_5_14,F_Malaysia_15_24,F_Malaysia_25_44,F_Malaysia_45_54,F_Malaysia_55_64,F_Malaysia_65_74,F_Malaysia_75_84,F_Malaysia_85ov,F_Malaysia_Tot
SED30053,0,0,0,29,0,0,4,3,0,38,4,32,54,285,93,58,48,28,7,610,0,0,0,0,7,7,10,9,5,42,0,0,0,0,5,3,12,4,4,34,4,52,120,281,209,207,181,163,68,1280,0,0,0,17,10,9,0,3,0,43,0,5,8,31,12,7,3,0,0,70,0,0,7,38,19,12,25,34,13,138,0,0,0,0,0,3,7,9,5,21,0,8,17,39,20,21,15,3,0,120,0,5,39,68,17,15,4,6,0,155,0,0,4,27,9,9,16,4,0,71,0,0,0,11,7,6,5,0,0,33,0,0,0,5,0,0,0,0,0,6,0,0,5,26,9,10,10,0,0,70,0,3,0,27,8,9,34,20,11,123,0,14,25,149,106,32,17,7,3,357,0,6,13,53,32,8,5,0,0,127,0,0,0,4,0,7,0,4,0,23,0,3,11,25,28,28,17,5,4,124
SED30054,0,0,6,8,6,0,4,0,4,27,0,24,23,141,49,24,21,12,6,297,0,0,0,11,0,4,3,0,0,23,0,3,0,6,0,0,3,0,0,7,4,54,82,208,146,135,98,71,23,828,0,0,0,22,11,14,7,3,0,58,0,7,4,26,10,3,3,4,0,59,0,0,5,44,21,18,22,13,10,129,0,0,5,3,0,9,6,13,3,33,0,12,17,39,12,15,0,0,0,103,0,15,20,172,36,14,9,9,6,281,0,0,7,22,14,6,6,6,4,63,0,4,3,28,12,4,3,0,0,58,0,0,0,6,5,0,0,0,0,12,0,0,11,36,21,5,6,8,3,92,0,0,3,19,3,0,6,7,3,49,5,19,16,116,57,10,4,4,0,234,0,0,13,84,10,3,0,0,0,117,0,0,0,4,3,3,4,0,0,9,0,6,8,57,25,21,9,7,0,127
SED30055,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,0,0,0,24,0,0,0,0,0,4,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,4,13,53,57,90,52,42,11,319,0,0,3,16,4,7,3,0,0,27,0,0,0,0,0,3,0,0,0,6,0,0,0,19,3,11,10,3,0,48,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,3,36,8,3,5,0,0,50,0,0,0,10,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,4,0,0,26,0,0,0,0,0,0,0,4,3,14,0,0,0,0,3,0,0,0,0,4,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,11
SED30056,0,8,3,6,4,0,0,0,0,22,0,44,27,258,81,55,45,13,4,537,0,0,0,0,4,0,0,0,0,9,0,0,0,3,0,0,0,0,0,5,9,110,165,231,316,301,200,152,57,1533,0,0,0,17,12,7,3,4,0,45,0,0,3,22,20,8,4,0,0,60,6,9,8,34,38,20,31,27,13,173,0,0,0,4,0,0,3,4,3,17,0,12,10,29,25,19,14,7,4,116,0,49,18,190,79,52,38,12,7,449,0,8,10,27,21,11,16,5,0,85,0,3,7,83,21,9,9,6,0,143,0,0,0,8,0,0,0,0,0,4,4,11,6,28,23,8,11,5,4,96,0,4,3,4,8,9,11,5,3,46,0,5,11,33,41,24,9,6,3,137,0,24,27,76,54,8,9,0,0,198,0,0,0,6,6,0,0,0,0,7,0,11,16,55,53,37,44,17,0,235
SED30057,0,0,0,0,0,4,0,0,0,9,0,4,5,45,22,18,3,0,3,111,0,0,0,3,0,5,0,5,0,14,0,0,0,3,0,0,0,0,0,4,3,21,55,141,153,237,211,194,64,1089,0,6,11,35,20,16,18,3,0,115,0,0,4,3,3,5,0,5,3,22,0,0,5,10,14,15,36,23,6,112,0,0,0,0,0,0,0,3,0,9,0,0,4,24,8,5,3,0,0,38,0,7,3,66,14,9,14,5,0,111,0,0,4,24,13,8,4,3,0,57,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,7,3,3,8,6,4,4,3,37,0,3,0,5,0,3,11,9,6,42,0,3,6,40,7,0,0,0,0,60,0,0,11,83,4,0,0,0,0,107,0,0,0,0,0,0,0,0,0,4,0,4,11,29,14,16,9,9,0,84
SED30058,0,4,0,5,9,3,6,7,0,27,0,32,33,201,106,88,58,22,17,548,0,0,0,0,0,7,0,6,0,15,0,0,4,3,0,3,6,6,0,22,7,56,47,195,132,198,146,117,55,961,0,0,12,53,37,38,25,10,3,174,0,5,5,19,9,11,5,0,0,47,0,4,0,38,27,17,35,26,9,162,0,0,0,0,0,0,0,0,0,3,0,8,8,31,19,31,30,3,0,127,4,33,35,239,94,47,26,19,7,512,0,5,5,31,14,15,22,3,6,98,0,14,19,113,44,22,14,8,0,230,0,0,3,10,5,9,6,0,0,28,0,4,0,31,14,8,9,4,3,84,0,3,0,8,0,3,19,17,13,65,4,7,5,58,33,6,9,3,3,129,0,10,9,68,43,13,9,3,0,151,0,3,0,8,3,14,6,3,3,46,0,0,10,65,45,44,49,11,6,229
SED30059,0,3,0,5,6,8,0,4,0,24,0,23,43,190,74,55,15,6,5,413,0,0,0,4,3,9,14,8,3,35,0,0,0,3,6,0,5,7,0,18,8,117,117,287,339,329,256,201,69,1736,0,0,0,15,5,13,0,8,3,45,0,9,4,9,9,11,9,4,0,63,0,8,0,27,15,32,24,39,9,163,0,0,0,0,4,0,5,6,0,19,0,14,8,32,16,16,13,0,0,100,0,3,14,64,33,16,12,12,8,153,0,3,4,25,20,11,6,10,3,74,0,0,0,15,3,5,7,0,0,33,0,0,0,7,0,0,0,0,0,4,0,6,10,22,9,10,3,11,5,76,0,6,3,4,13,6,13,8,6,56,0,17,26,88,103,49,25,9,0,318,0,8,11,42,41,10,0,0,0,115,0,0,0,0,5,0,0,0,0,11,0,0,7,36,17,22,22,3,0,109
SED30060,0,0,0,3,0,0,0,0,0,7,0,6,4,37,18,19,3,0,0,88,0,0,0,0,0,0,4,4,0,5,0,0,0,0,0,0,0,0,0,0,0,16,17,149,93,134,130,88,20,636,0,4,7,10,8,7,3,3,0,40,0,0,0,16,8,10,4,0,0,39,0,0,0,14,20,15,19,23,4,93,0,0,0,0,3,0,0,4,5,11,0,4,0,9,6,7,4,0,0,24,0,10,10,117,24,18,11,5,4,202,0,4,4,22,22,11,0,5,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,14,8,0,3,4,0,31,0,3,0,9,3,10,25,34,15,95,0,9,8,107,115,16,0,0,0,256,0,0,4,29,14,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,12,4,0,0,40
SED30061,0,0,0,0,0,0,0,0,0,4,0,0,11,64,26,17,3,6,3,125,0,0,0,4,0,0,0,0,0,7,0,4,6,9,4,0,0,0,0,19,3,19,57,85,76,95,85,76,26,520,0,0,8,7,10,11,3,0,0,44,0,0,3,7,0,7,0,0,0,25,0,3,0,30,9,9,7,12,3,81,0,0,0,0,0,3,3,7,3,16,0,0,7,17,0,4,4,0,0,30,3,31,79,221,102,35,13,8,4,487,0,0,5,14,7,9,0,3,0,46,0,0,0,11,0,0,4,0,0,18,0,4,3,3,4,4,0,0,0,14,0,11,0,11,6,3,6,4,3,51,0,0,0,5,0,12,11,13,10,56,0,4,9,25,6,9,4,0,0,56,3,12,7,57,16,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,4,14,28,8,17,3,6,0,94
SED30062,0,0,0,7,4,0,0,0,0,16,0,3,0,82,32,21,13,3,3,158,0,0,0,0,0,6,0,0,0,10,0,0,3,7,0,0,0,0,0,11,4,57,117,259,239,223,211,178,63,1345,0,8,13,104,48,37,22,4,3,229,0,0,0,8,8,10,0,3,0,27,0,0,0,19,9,13,27,15,3,87,0,0,0,0,0,6,0,0,0,4,0,0,0,15,6,7,5,0,0,34,10,81,68,825,77,57,22,4,3,1148,0,0,10,23,15,3,4,3,0,53,0,0,0,17,5,0,0,0,0,24,0,0,3,9,0,3,0,0,0,20,0,6,3,27,10,11,10,7,6,81,0,0,0,12,7,10,6,10,4,44,0,0,0,30,19,6,4,0,4,61,0,7,7,85,15,3,0,0,0,120,0,0,0,0,4,0,0,0,0,8,0,3,4,37,13,16,10,3,0,93
SED30063,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,8,4,0,0,34,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,4,11,36,69,197,224,165,38,748,0,0,0,0,3,8,0,0,0,19,0,0,0,8,0,5,3,0,6,21,0,0,3,13,16,18,33,22,3,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,4,6,29,0,0,0,3,0,43,0,0,0,8,0,0,3,0,0,14,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,12,3,0,28,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,9,0,0,0,15,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,10,0,0,0,27
SED30064,0,0,0,0,0,0,6,0,0,7,0,0,9,14,8,4,0,0,0,33,0,0,0,0,5,4,0,7,0,17,0,0,0,0,0,0,0,0,0,5,4,34,55,196,217,282,262,185,91,1320,0,0,0,9,12,4,5,3,0,31,0,0,0,16,7,8,8,0,4,39,0,4,0,27,23,26,44,34,4,169,0,0,0,0,0,3,0,0,0,5,0,0,0,8,7,5,0,5,0,17,0,6,7,45,4,8,4,3,0,75,0,0,4,19,12,0,12,6,4,48,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,3,15,10,4,4,3,0,49,0,5,0,3,0,5,5,0,3,25,0,8,9,16,10,6,0,0,0,41,0,0,0,15,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,6,0,0,0,27
SED30065,0,0,0,5,8,6,0,0,0,13,0,3,6,22,11,16,4,0,0,57,0,0,0,0,5,3,6,0,0,11,0,0,0,0,0,0,0,0,0,3,13,89,106,338,312,378,343,228,64,1864,0,0,0,8,10,6,8,0,0,30,0,4,4,21,8,11,7,3,0,58,0,3,4,44,26,29,35,22,7,177,0,0,0,0,0,0,5,0,0,8,0,10,3,4,0,4,5,0,0,21,0,9,8,41,4,16,0,7,6,90,0,4,3,20,12,3,0,0,0,45,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,25,15,11,11,11,3,76,0,8,0,17,6,8,16,0,11,56,0,0,4,27,20,9,0,0,0,61,0,3,0,37,3,0,0,0,0,47,0,0,0,0,0,0,0,0,0,3,0,3,0,12,18,20,0,0,0,53
SED30066,0,0,0,8,5,3,0,4,0,25,0,0,5,13,14,10,5,5,0,46,0,0,0,0,4,4,6,3,0,14,0,0,0,0,0,0,3,3,5,9,6,71,72,225,319,411,410,306,101,1917,0,0,6,3,5,7,0,0,0,22,0,3,5,58,6,11,14,4,8,107,0,0,5,57,29,60,67,30,14,271,0,0,0,3,3,0,3,4,0,15,0,9,6,0,7,3,0,0,0,33,0,5,5,23,10,5,10,8,5,63,0,5,0,15,6,5,6,5,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,9,14,9,13,0,85,0,0,0,23,13,10,8,5,8,65,0,3,4,31,14,6,0,0,0,62,0,0,0,19,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,11,0,0,41
SED30067,0,0,0,3,3,4,0,0,0,21,0,4,12,95,45,36,26,14,3,241,0,0,0,4,3,3,6,3,0,19,0,0,4,0,0,0,0,0,0,3,3,18,40,221,108,119,100,45,15,666,0,7,11,56,38,46,30,8,0,192,0,6,4,20,5,11,3,0,0,41,0,5,4,31,9,6,18,5,6,91,0,0,0,0,0,6,3,3,0,12,3,5,3,34,10,6,8,0,0,72,15,61,91,614,55,56,24,14,12,944,0,0,3,32,14,5,3,5,0,63,0,0,3,35,9,7,0,0,0,56,0,3,0,0,3,6,0,0,0,16,0,3,3,42,5,5,7,11,12,90,0,5,0,27,8,10,16,25,18,104,0,3,3,64,49,5,0,0,3,128,0,0,4,66,18,3,9,0,0,103,4,0,0,0,3,0,0,0,0,8,4,0,6,43,14,16,11,3,3,94
SED30068,0,0,0,4,0,0,0,0,0,9,0,15,12,80,35,19,23,8,0,179,0,0,0,7,3,7,3,0,6,20,0,0,6,0,0,0,3,0,0,10,0,81,163,232,367,348,306,270,108,1883,0,0,0,16,6,7,8,3,0,42,0,0,0,3,5,8,3,0,0,20,0,0,5,15,14,18,40,26,9,121,0,0,0,0,0,8,8,6,0,19,0,3,0,8,14,6,16,0,5,46,0,5,11,56,23,8,13,8,0,125,0,0,0,10,5,3,3,3,5,32,0,4,0,12,8,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,3,4,26,16,15,14,4,6,100,0,0,0,5,0,13,14,15,7,52,0,0,7,10,15,4,5,4,0,44,0,0,4,14,3,9,5,0,0,33,0,0,0,0,0,0,0,0,0,3,0,3,3,9,12,18,14,7,0,58
SED30069,0,0,0,6,0,3,0,3,0,8,0,5,4,35,22,18,8,4,0,92,0,0,0,0,3,0,0,0,0,8,0,0,0,3,0,0,0,0,0,4,6,39,107,222,252,299,179,132,40,1271,0,3,9,61,25,22,19,12,4,153,0,0,4,10,0,5,0,5,0,29,0,5,10,30,22,15,36,6,0,128,0,0,0,0,0,0,0,3,0,9,0,0,6,7,10,5,4,0,0,28,0,8,23,198,35,22,14,12,6,320,0,3,3,6,8,5,5,0,0,35,0,0,5,16,6,0,0,0,0,22,0,18,9,26,8,8,9,6,0,87,0,3,4,19,20,7,8,0,0,63,0,0,0,5,0,6,15,5,3,40,0,5,0,11,16,8,7,0,0,51,0,0,7,11,0,0,0,0,0,23,0,0,0,0,4,0,0,0,0,3,0,4,0,25,8,8,5,7,4,58
SED30070,0,0,0,0,3,4,0,0,0,4,0,0,4,24,13,6,12,0,7,64,0,0,0,0,0,4,9,0,0,9,0,0,0,0,0,0,0,0,0,6,0,30,48,111,185,348,493,356,121,1686,0,0,0,7,4,4,10,0,0,31,0,5,4,8,4,6,10,7,6,36,0,0,0,8,11,17,61,36,10,148,0,0,0,0,0,0,4,0,0,9,0,0,4,3,0,5,6,0,0,20,0,0,0,30,4,3,8,12,5,64,0,0,5,7,8,6,5,5,0,39,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,8,9,11,15,12,0,66,0,0,0,0,0,4,8,13,7,29,0,0,3,21,6,8,3,0,0,40,0,0,0,15,4,4,0,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,8,8,13,15,0,0,49
SED30071,0,0,0,5,4,0,0,4,0,20,0,8,4,47,31,20,11,9,5,133,0,0,0,0,0,5,6,3,3,22,0,0,0,0,0,0,6,4,0,18,9,37,73,210,261,332,387,276,90,1670,0,3,0,19,20,12,16,5,0,77,0,0,0,14,9,10,4,8,3,42,0,6,0,23,19,26,40,26,5,147,0,0,0,0,4,0,0,3,0,15,0,3,0,3,3,3,7,0,0,27,0,4,0,25,3,7,5,0,5,50,0,0,0,4,10,4,6,0,0,23,0,0,0,9,4,0,0,0,0,13,0,0,0,4,0,0,0,0,0,10,0,0,9,23,18,12,22,10,6,107,0,0,0,8,3,5,9,17,5,53,0,0,0,16,20,6,0,4,0,52,0,0,0,9,3,0,0,0,0,21,0,0,0,0,4,0,0,4,0,5,0,0,3,10,12,11,17,4,0,54
SED30072,0,0,0,0,0,6,0,0,0,15,0,0,4,35,20,12,6,0,5,95,0,0,0,0,5,3,8,3,0,19,0,0,0,8,0,3,5,3,0,12,0,50,103,220,290,390,372,257,89,1775,0,0,0,22,12,12,9,9,0,67,0,4,0,3,3,3,9,4,0,30,0,0,3,20,18,24,32,24,8,122,0,0,0,0,0,0,0,8,0,12,0,0,0,4,6,6,0,0,0,17,0,5,13,60,18,14,11,11,0,140,0,0,0,9,13,5,5,0,0,28,0,0,0,3,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,3,6,21,6,8,18,5,0,71,0,0,0,9,3,4,11,6,3,34,0,0,0,12,12,3,0,0,0,31,0,0,3,9,3,0,4,0,0,26,0,0,0,3,6,0,0,0,0,9,0,0,0,17,8,13,9,6,0,45
SED30073,0,0,0,0,0,0,0,0,0,0,3,9,7,73,19,12,10,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,10,9,55,44,73,69,46,17,328,0,4,3,15,13,4,3,0,0,43,0,0,0,0,3,3,0,0,0,8,0,0,0,16,3,7,0,8,3,36,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,0,0,0,9,3,7,23,127,12,4,4,0,0,188,0,0,0,8,3,0,3,0,0,14,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,7,3,21,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,17,0,0,0,6,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,18,6,4,3,0,0,38
SED30074,0,0,3,8,4,9,3,3,0,18,0,5,13,73,33,31,25,12,3,192,0,0,0,0,0,4,0,0,6,15,0,0,0,0,0,0,0,3,0,11,0,45,48,198,180,198,157,162,69,1062,0,0,10,66,31,42,28,11,0,189,0,0,5,8,12,4,0,0,3,30,0,0,5,30,17,11,25,14,7,105,0,0,0,0,4,0,3,4,5,18,0,4,5,21,4,19,13,3,0,81,5,62,99,743,109,65,50,18,8,1158,0,0,8,29,13,6,6,5,0,72,0,0,8,33,4,0,0,0,0,44,0,14,19,29,11,8,8,3,0,92,0,9,3,35,8,12,8,10,5,87,0,0,0,9,6,9,17,17,15,73,0,0,0,41,30,10,0,0,0,76,0,0,4,28,10,4,0,0,0,46,0,0,0,0,4,3,4,0,0,14,0,0,3,18,11,12,6,5,0,57
SED30075,0,0,0,0,6,0,0,0,0,7,0,0,6,12,13,11,0,0,0,45,0,4,0,0,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,3,0,27,38,151,216,325,262,183,58,1261,0,0,0,3,6,3,0,4,0,21,0,0,0,12,0,0,4,3,0,24,0,0,6,21,21,19,38,18,7,128,0,0,0,0,0,3,0,0,0,6,0,0,0,0,6,0,0,0,0,10,0,5,6,26,9,3,9,3,0,54,0,0,4,14,8,3,10,0,0,43,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,9,10,3,5,5,50,0,0,0,0,0,3,6,0,0,22,0,0,4,20,18,8,0,0,0,47,0,0,14,40,8,5,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,5,0,5,9,9,9,0,0,43
SED30076,0,0,5,45,11,6,3,0,0,71,8,47,688,785,169,58,53,17,15,1833,0,0,0,5,5,4,11,3,3,31,0,4,4,7,0,0,9,3,0,30,0,38,155,397,166,175,89,53,14,1094,0,0,7,20,14,20,3,3,0,78,5,9,18,86,13,6,6,0,3,143,0,0,24,79,21,13,16,12,5,170,0,0,4,3,3,22,67,101,70,267,0,20,118,125,27,20,17,3,0,330,8,40,96,420,47,24,10,3,4,657,0,3,37,71,17,10,8,0,0,134,0,11,12,109,18,5,5,0,0,165,0,0,3,10,3,5,0,0,0,25,0,0,10,92,18,5,14,6,3,146,0,0,5,82,6,7,16,22,16,148,0,11,50,144,42,15,8,0,0,273,4,22,72,324,58,18,6,0,0,495,0,0,0,12,0,5,3,0,0,19,3,4,92,150,35,19,15,5,0,318
SED30077,0,0,0,9,4,4,3,0,0,21,0,0,0,16,9,5,4,0,0,42,0,0,0,0,0,3,3,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,8,37,58,127,162,120,24,540,0,0,0,8,8,6,4,0,0,35,0,0,3,0,0,5,0,5,0,14,0,0,0,19,10,13,21,14,6,74,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,11,33,0,3,0,0,0,56,0,0,0,13,8,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,12,0,29,0,0,0,8,0,4,21,33,19,92,0,0,0,4,5,0,0,0,0,20,0,0,0,38,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,4,0,0,16
SED30078,0,0,4,11,5,0,8,4,0,34,0,39,131,495,140,127,58,21,10,1012,0,0,0,11,3,15,18,14,6,68,0,7,0,8,5,5,10,10,0,40,5,30,84,199,127,198,189,194,105,1128,0,0,10,19,11,14,7,8,4,71,0,0,3,19,5,9,4,11,4,56,0,0,9,34,15,15,37,32,14,151,0,0,0,0,0,3,9,11,3,30,0,12,29,50,27,13,12,0,0,152,6,29,57,273,41,13,18,11,4,453,0,0,23,34,18,9,0,0,3,88,0,3,8,47,10,14,6,0,0,93,0,0,10,12,4,5,4,0,0,29,0,9,5,21,3,7,11,9,0,63,0,5,9,21,7,15,21,21,15,99,3,20,58,248,168,79,38,12,0,626,4,26,79,287,107,63,23,10,3,589,0,0,0,4,3,0,0,4,0,16,0,0,19,50,21,26,17,9,3,146
SED30079,0,0,0,10,4,3,5,0,0,21,0,21,27,178,53,47,23,6,4,360,0,0,0,5,9,8,3,0,0,36,0,0,0,3,0,3,5,5,0,19,0,26,76,180,211,258,216,136,37,1142,0,0,5,39,23,24,6,5,6,112,0,0,0,11,0,10,3,4,0,22,0,0,4,20,9,10,29,15,3,97,0,0,0,4,3,0,7,3,4,24,6,10,8,33,12,27,9,4,0,97,0,22,23,249,38,24,9,5,3,369,0,3,0,24,9,10,15,7,0,68,0,6,8,16,0,5,0,0,0,38,0,0,0,5,7,0,0,0,0,15,0,4,3,33,13,17,15,0,5,90,0,0,0,7,0,8,9,0,3,27,0,0,5,30,23,3,0,0,0,62,0,17,32,164,69,17,12,7,0,312,0,0,0,3,10,3,0,3,0,26,0,9,11,40,24,21,14,0,0,112
SED30080,0,3,0,10,7,5,6,6,0,29,0,8,35,152,40,50,22,5,4,318,0,0,0,8,4,3,0,0,3,13,0,0,0,6,0,0,0,0,0,9,4,55,67,218,125,93,67,65,33,732,0,0,12,36,22,20,14,8,6,108,0,0,6,12,5,5,5,3,5,44,0,0,3,29,11,7,13,0,4,68,0,0,0,7,0,0,0,4,0,10,0,11,16,41,17,5,8,5,0,101,0,33,38,352,42,18,17,7,0,516,0,3,10,35,9,7,5,4,0,82,0,3,9,58,15,0,4,3,0,95,0,0,0,3,0,0,0,0,0,6,0,3,10,39,16,8,5,12,0,86,0,3,5,21,11,17,54,63,35,204,0,0,0,51,29,9,3,0,0,99,0,3,18,105,22,6,4,0,0,151,0,0,0,5,0,0,0,0,0,8,0,0,9,58,21,21,12,6,0,129
SED30081,0,0,0,8,6,9,0,0,4,23,20,139,235,1890,498,541,333,81,42,3765,0,0,0,8,11,14,22,14,4,84,0,12,9,25,6,11,10,0,0,80,0,17,31,63,76,63,67,56,43,429,0,4,11,99,73,70,54,12,7,316,0,0,0,3,0,0,0,0,3,7,0,0,7,13,9,9,25,22,10,82,0,6,0,3,10,11,14,14,12,67,0,27,35,234,65,173,97,10,8,659,5,84,201,940,148,109,70,35,15,1607,0,5,8,69,46,26,17,15,0,182,0,7,7,39,15,0,3,0,0,72,0,11,25,47,19,10,5,0,0,120,0,12,3,9,0,4,3,4,4,42,0,0,0,5,0,10,19,12,9,57,0,7,10,67,39,10,5,6,0,140,8,48,63,389,151,68,25,13,0,762,0,0,3,14,11,5,5,0,0,45,3,23,50,201,99,97,84,30,8,598
