SED_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1951,Korea_Rep_Sth_1951_1960,Korea_Rep_Sth_1961_1970,Korea_Rep_Sth_1971_1980,Korea_Rep_Sth_1981_1990,Korea_Rep_Sth_1991_2000,Korea_Rep_Sth_2001_2010,Korea_Rep_Sth_2011_2015,Korea_Republic_South_2016,Korea_Republic_South_2017,Korea_Republic_South_2018,Korea_Republic_South_2019,Korea_Republic_South_2020,Korea_Republic_South_2021,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_NS,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_NS,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_NS,Pakistan_Tot
SED30045,0,3,3,0,0,0,0,59,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,6,12,17,30,23,105,80,10,5,3,0,0,0,8,295,4,19,10,0,5,7,14,28,0,0,5,4,3,0,6,110,0,0,0,0,9,15,30,9,0,0,0,3,0,0,0,75,0,0,0,0,3,6,32,10,0,9,3,0,0,0,0,63,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,5,13,18,11,7,20,16,0,0,0,0,0,0,4,90,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,27,5,40,17,11,7,7,14,8,0,0,0,14,0,0,3,114,4,9,76,282,465,491,928,453,55,40,51,41,32,17,71,3008,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,4,0,6,5,0,0,4,3,0,0,0,26
SED30046,0,4,0,0,0,4,0,48,0,0,0,0,0,10,11,10,6,0,3,0,0,0,0,34,0,3,10,21,28,13,31,11,0,0,0,0,0,0,8,123,0,21,16,0,4,0,4,0,0,0,0,0,0,0,0,57,0,0,0,3,3,14,33,6,4,0,0,0,0,0,0,72,0,0,0,0,9,16,42,23,3,0,5,0,0,0,0,104,0,0,0,9,12,5,6,0,0,0,0,0,0,0,0,43,0,0,11,17,25,9,30,13,4,0,0,0,0,0,9,119,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,17,5,76,22,7,28,11,6,5,0,0,3,0,0,0,0,173,3,8,83,380,769,860,1255,702,92,99,89,113,59,28,113,4661,0,0,4,0,3,3,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,7,32,8,4,6,3,8,0,0,67
SED30047,0,0,5,0,0,0,0,25,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,8,8,16,23,3,0,4,0,0,0,0,70,8,34,21,0,0,0,6,11,0,0,0,4,0,0,4,102,0,0,0,0,3,0,5,3,4,0,0,6,6,0,0,30,0,0,0,0,8,3,17,9,4,4,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,6,15,14,11,3,4,4,14,3,0,92,0,0,0,0,0,0,18,16,9,6,21,8,0,0,0,77,0,41,17,16,17,4,11,9,0,0,0,0,0,0,0,114,6,8,58,178,202,205,303,199,16,18,12,32,16,7,35,1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,0,5,0,0,4,0,0,35
SED30048,35,19,26,52,17,13,18,434,0,0,0,4,0,3,10,10,0,0,0,6,0,0,0,36,0,6,7,15,24,26,50,42,3,3,3,11,4,0,0,205,10,22,16,9,7,12,33,39,7,5,12,14,4,0,0,197,0,5,0,7,23,47,102,62,3,15,20,39,35,9,10,374,0,0,0,4,31,61,156,87,31,22,32,32,14,11,12,491,0,0,0,3,0,6,7,6,0,0,0,5,0,0,0,27,0,7,40,50,79,50,139,95,39,38,92,79,56,9,6,775,0,0,0,0,6,0,26,47,25,33,105,96,22,0,3,374,7,31,6,8,11,18,29,18,5,0,9,3,0,0,0,143,4,9,59,160,243,211,402,149,23,36,25,40,27,32,32,1446,0,0,3,0,4,4,0,0,0,0,0,0,0,0,0,14,0,0,0,0,3,5,17,31,13,12,18,20,6,8,0,144
SED30049,4,4,7,13,0,0,0,202,0,0,0,0,0,12,32,37,5,4,0,0,0,3,0,85,0,0,13,3,25,10,56,33,7,0,3,0,0,4,4,167,10,47,37,12,6,7,12,8,5,3,0,7,0,0,6,147,0,0,0,4,6,38,74,30,7,10,7,10,5,0,4,192,0,0,0,3,36,102,540,273,36,50,47,48,24,7,27,1198,3,0,11,10,7,10,6,3,0,0,0,5,0,0,0,57,0,3,20,56,111,70,245,150,31,22,42,24,12,11,11,807,0,0,0,0,0,11,32,12,8,6,11,16,0,0,5,94,14,33,11,12,11,5,10,4,4,0,4,6,0,0,0,104,0,6,49,165,353,269,423,205,43,48,42,39,18,21,38,1720,0,0,3,5,4,4,0,0,0,0,0,0,0,0,0,31,0,0,0,0,4,14,75,92,17,11,13,6,4,3,0,247
SED30050,0,0,0,3,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,14,34,12,35,27,0,5,4,7,0,0,4,148,6,31,16,10,3,8,9,27,3,0,0,8,7,0,3,126,0,0,4,4,0,8,27,20,3,3,9,4,0,0,6,93,0,0,0,0,4,0,22,41,17,10,22,12,4,0,4,134,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,12,23,9,4,7,10,0,4,0,3,0,0,3,72,0,0,0,0,0,0,14,52,50,78,60,30,13,0,5,290,6,65,33,10,4,3,9,15,4,5,0,10,0,0,11,166,4,13,98,320,424,363,580,219,35,51,35,44,18,19,67,2291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,6,3,0,0,0,0,0,18
SED30051,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,6,10,6,0,6,3,0,0,0,0,0,0,5,41,0,18,6,5,0,0,7,0,0,0,0,0,0,0,3,44,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,18,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,6,11,6,9,0,0,0,0,0,3,0,10,51,0,0,0,0,0,0,5,8,0,8,0,0,0,0,0,26,11,85,24,17,14,18,4,0,0,0,0,0,0,0,5,179,6,11,82,291,337,195,185,83,13,7,17,11,7,4,51,1294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,8
SED30052,10,28,18,45,24,10,8,351,0,0,0,0,4,3,10,16,0,0,0,0,0,0,0,34,3,5,14,18,51,23,71,64,14,20,21,25,26,4,8,371,8,91,73,8,8,11,29,103,19,14,27,52,15,0,12,482,0,0,6,4,21,61,98,77,25,41,46,80,48,25,18,549,0,0,0,6,32,64,269,229,72,67,75,134,57,14,27,1041,0,0,4,5,5,4,10,3,0,6,3,3,0,4,4,43,0,7,13,17,56,45,123,81,37,39,45,39,27,8,8,543,0,0,0,0,0,0,19,53,29,45,108,90,19,0,16,381,0,21,13,10,17,5,14,14,3,8,3,12,5,0,0,131,3,17,62,179,301,387,537,302,58,46,59,67,58,42,38,2160,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,5,18,28,4,8,5,18,10,0,0,98
SED30053,0,6,0,0,0,0,0,59,0,0,0,0,0,5,7,6,0,0,0,0,0,0,0,15,0,0,13,15,18,13,44,23,0,3,10,4,0,0,7,151,9,56,55,14,11,16,25,31,3,6,4,13,5,0,13,268,0,0,0,3,65,97,182,88,13,10,19,17,12,0,9,521,0,0,0,0,18,43,66,33,5,14,4,15,9,6,12,223,0,4,11,4,10,3,0,3,0,0,0,0,0,0,5,44,0,0,12,20,41,33,45,26,4,11,9,10,8,0,4,214,0,0,0,0,0,0,0,0,5,7,0,3,0,0,0,18,10,57,16,16,16,6,22,6,5,0,4,3,0,0,7,161,3,12,94,341,550,594,899,364,53,55,61,49,28,40,71,3201,0,0,4,8,11,11,0,0,0,4,0,3,0,0,0,47,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,23
SED30054,4,5,9,3,0,3,0,135,0,0,0,0,0,8,13,3,0,0,0,0,0,0,0,27,0,5,7,13,32,18,51,32,6,7,0,15,3,0,8,189,3,19,11,3,4,10,21,26,5,8,3,8,0,0,5,125,0,0,0,0,15,53,119,48,16,12,12,19,15,20,6,322,0,0,0,0,19,26,86,29,5,0,10,10,0,0,4,188,0,0,0,7,4,0,3,0,0,0,0,0,0,0,0,24,0,4,17,22,34,23,55,32,12,8,6,18,6,0,3,236,0,0,0,0,0,0,21,22,12,16,32,22,4,0,3,127,0,27,17,8,14,9,12,10,0,0,7,4,0,0,0,122,4,11,49,186,281,223,276,98,35,17,17,29,9,3,20,1253,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,12,0,0,0,3,10,3,16,25,4,9,5,10,3,0,0,87
SED30055,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,6,4,10,13,0,0,0,0,0,0,0,39,4,16,4,0,0,0,0,0,0,0,0,0,0,0,6,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,11,0,0,0,0,0,0,0,5,20,3,28,13,9,0,0,4,0,0,0,0,0,0,0,4,68,0,3,49,144,165,127,184,86,9,7,13,4,3,0,55,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9
SED30056,18,13,3,0,3,0,0,296,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,12,0,9,9,13,34,17,70,55,7,0,0,0,0,4,9,224,3,22,15,7,10,8,20,16,5,0,0,0,0,0,3,113,0,3,0,5,23,56,54,10,5,4,0,4,0,0,0,170,0,0,0,0,12,41,138,79,4,11,13,29,3,0,3,345,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,11,0,4,27,68,91,59,94,28,12,0,17,0,8,0,3,410,0,0,0,0,0,4,12,8,0,0,3,4,0,0,0,24,12,44,13,17,29,24,45,12,0,0,3,10,4,0,0,204,7,8,66,201,276,252,318,132,16,7,25,15,15,3,32,1377,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,16,0,0,0,0,0,5,5,8,0,6,4,0,0,0,0,28
SED30057,0,0,4,0,0,0,0,25,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,13,0,3,9,13,23,7,18,13,3,0,0,5,0,0,12,105,0,23,20,4,5,0,3,10,4,0,0,6,0,0,15,87,0,0,0,0,0,12,15,3,0,3,24,13,7,0,0,79,0,0,0,0,5,3,45,42,6,16,37,50,27,0,4,228,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,22,14,14,0,14,13,16,3,9,15,0,0,4,129,0,0,0,0,0,0,5,6,6,7,7,0,3,0,4,34,3,82,14,16,11,10,16,7,0,0,0,0,0,0,7,164,3,10,63,245,483,452,750,379,41,19,43,56,29,19,113,2716,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12
SED30058,13,26,18,15,3,0,4,470,0,0,0,0,10,12,10,19,10,0,0,3,0,0,0,65,0,3,11,14,43,20,34,30,0,0,5,0,0,0,0,174,9,43,19,10,7,7,11,18,0,0,0,0,0,0,5,129,0,6,0,8,13,45,51,26,4,4,0,4,0,0,8,169,0,0,0,0,33,57,102,61,4,9,3,5,0,0,8,285,0,0,23,22,21,14,13,13,0,0,0,0,0,0,0,106,0,3,16,57,120,51,105,44,4,0,6,0,5,4,6,438,0,0,0,0,0,7,26,4,0,3,0,12,4,0,0,64,6,62,14,8,17,18,9,3,0,0,0,0,0,0,3,138,0,8,56,179,347,308,392,184,32,27,11,27,14,5,37,1641,0,4,7,7,4,8,0,0,0,0,0,0,0,0,0,38,0,0,0,0,7,5,15,30,0,4,0,0,5,0,0,70
SED30059,0,0,0,0,0,4,0,61,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,16,0,4,16,14,13,19,62,14,3,3,3,4,0,0,6,171,8,42,34,12,11,10,9,7,5,5,0,3,0,0,8,157,0,0,0,5,71,113,146,51,13,20,9,16,3,0,9,455,0,0,0,4,8,40,80,32,3,6,0,23,0,0,3,197,0,0,6,3,5,0,0,0,0,0,0,0,0,0,0,19,0,3,19,14,25,23,42,13,7,0,6,4,3,0,9,175,0,0,0,0,0,0,6,0,0,5,4,6,0,0,0,32,9,62,18,19,30,17,27,4,5,0,0,3,0,0,0,194,6,23,98,354,748,728,1021,372,57,48,44,41,17,12,100,3670,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,22,0,0,0,3,0,3,8,8,0,0,0,0,0,0,0,28
SED30060,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,15,7,14,11,4,3,0,3,0,0,0,65,7,75,41,13,0,5,17,8,0,0,0,3,0,0,16,194,0,0,0,0,17,105,156,42,3,9,0,0,9,0,5,352,0,0,0,0,6,10,52,14,0,3,0,0,0,0,3,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,22,15,4,13,3,5,0,0,0,0,0,0,73,0,0,0,0,0,0,15,37,3,3,8,0,0,0,3,75,0,35,7,13,17,15,12,4,4,0,0,0,0,0,5,113,5,7,70,179,270,251,268,137,18,10,25,14,11,11,40,1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SED30061,0,0,5,3,0,0,0,29,0,0,0,0,0,0,12,8,0,0,0,0,0,0,0,21,3,5,8,7,5,3,16,22,0,0,0,3,0,0,3,86,13,35,26,14,6,7,11,6,0,0,0,0,5,0,18,133,0,0,0,0,5,3,34,16,3,0,0,4,0,0,0,69,0,0,0,0,0,15,73,38,10,10,14,13,6,0,10,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,14,22,6,39,19,5,0,5,7,0,4,7,154,0,0,0,0,0,4,27,18,8,8,13,4,5,0,4,79,0,31,8,7,4,4,22,3,0,3,0,0,0,0,0,89,0,7,54,106,201,161,218,88,16,18,8,13,9,12,35,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,15,0,0,6,20,4,0,0,65
SED30062,0,5,0,0,0,0,0,67,0,0,0,0,0,3,8,10,8,0,0,0,0,0,0,37,0,4,13,11,15,14,42,54,0,0,0,0,0,0,3,160,7,26,23,3,7,3,7,12,0,0,0,4,0,0,6,105,0,4,0,4,5,13,29,12,10,6,0,0,0,0,0,84,0,0,0,3,0,8,90,54,11,8,12,22,3,6,3,215,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,0,0,19,19,21,11,23,29,3,6,4,5,12,0,4,144,0,0,0,0,0,0,105,87,11,15,12,23,5,0,4,265,4,54,16,9,16,7,13,4,0,0,0,0,0,0,9,136,8,6,43,259,502,675,1177,828,134,143,111,129,57,28,129,4226,0,0,0,0,4,6,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,3,7,30,0,5,0,0,0,0,0,56
SED30063,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,14,8,3,3,6,0,0,0,0,0,0,6,52,3,7,8,4,0,0,0,3,0,5,0,0,0,0,0,27,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,15,4,0,0,0,12,6,0,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,7,5,3,4,6,0,0,0,3,0,0,0,39,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,15,7,77,22,21,17,5,6,3,0,0,3,0,0,0,5,154,8,10,65,220,296,162,155,39,5,4,3,10,3,6,66,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11
SED30064,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,10,14,32,27,0,3,0,0,0,0,5,100,0,18,9,5,0,0,5,9,0,3,8,0,0,0,4,66,0,3,0,0,7,13,21,13,0,8,0,0,0,0,4,61,0,0,0,0,3,7,8,9,9,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,15,7,8,0,9,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,5,4,7,4,9,0,0,0,30,14,60,32,14,22,7,18,8,0,4,0,4,0,0,20,205,0,14,81,314,388,310,390,147,14,28,5,11,8,8,70,1788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,11,0,0,0,0,0,0,0,17
SED30065,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,4,13,19,18,7,42,33,5,3,0,5,0,0,3,148,3,28,8,8,0,9,23,22,3,0,0,0,0,0,0,114,0,0,0,0,7,7,32,12,0,0,6,7,0,0,0,70,0,0,0,0,0,3,27,32,0,0,4,6,3,0,3,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,16,19,13,3,10,6,0,0,5,6,0,0,3,89,0,0,0,0,0,0,21,5,8,3,12,3,0,0,4,52,12,78,31,25,24,18,30,17,5,8,0,0,0,0,7,248,5,19,104,311,431,350,526,261,32,32,31,36,20,9,53,2221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,4,11,0,0,0,0,0,0,0,26
SED30066,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,21,19,21,44,26,6,0,0,3,3,0,5,157,3,33,13,6,5,10,28,39,3,3,3,5,0,0,8,178,0,4,0,0,7,10,22,11,4,6,8,4,6,0,0,83,0,0,0,0,5,0,11,20,11,4,0,7,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,14,17,6,10,6,5,0,6,4,0,0,0,66,0,0,0,0,0,0,0,3,6,9,7,8,5,0,7,39,12,89,25,24,29,21,31,17,0,0,0,0,3,0,11,261,13,15,122,329,463,334,385,157,17,19,27,14,17,19,60,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED30067,8,3,4,4,0,0,0,107,0,0,0,0,0,3,12,8,3,0,0,9,0,0,0,35,6,14,15,9,19,14,59,48,7,5,3,5,0,0,0,206,0,72,38,15,9,3,11,23,7,8,7,4,0,0,3,216,0,3,0,4,12,30,69,33,4,10,4,0,0,0,5,168,0,0,0,0,4,20,72,32,5,12,0,6,5,0,3,163,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,17,0,0,10,9,28,16,51,27,0,0,0,4,9,0,9,172,0,0,0,0,3,0,105,141,51,111,182,216,48,0,18,871,8,30,8,9,6,7,15,3,0,0,3,0,0,0,0,93,3,4,49,239,354,391,581,293,30,37,50,30,12,10,48,2132,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,15,8,0,16,7,0,0,3,0,51
SED30068,0,0,0,3,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,43,19,44,57,3,0,0,3,0,0,7,216,8,40,19,0,0,3,8,10,0,0,0,0,0,0,8,107,0,3,0,0,0,13,20,6,0,11,0,0,0,0,0,60,0,0,0,0,8,6,16,13,0,0,0,0,0,0,0,50,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,10,0,0,13,16,22,15,10,9,0,0,0,5,0,0,4,94,0,0,0,0,0,0,11,3,0,0,3,0,0,0,0,22,10,92,20,23,18,7,15,14,0,0,0,0,0,0,7,202,4,8,73,245,427,383,580,201,18,20,23,36,15,17,49,2105,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,8
SED30069,5,0,6,0,0,0,0,54,0,0,0,0,0,0,6,6,62,31,8,43,14,0,0,169,0,6,10,6,19,17,48,23,0,0,0,0,0,0,0,128,0,19,29,12,3,4,7,15,0,4,0,0,0,0,4,98,0,0,0,5,4,11,31,15,0,0,0,0,0,0,0,72,0,0,0,0,7,5,13,3,4,0,0,0,0,0,0,30,0,0,3,3,0,0,0,0,4,4,0,0,0,0,0,15,0,4,12,17,15,8,23,8,0,0,3,0,0,0,3,100,0,0,0,0,0,4,53,23,0,3,4,6,0,0,0,103,11,44,15,7,20,11,33,6,0,3,7,0,0,0,5,166,0,4,48,210,398,405,552,323,31,35,36,27,18,13,57,2147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,3,9,3,0,3,0,0,0,0,27
SED30070,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,25,25,25,7,24,14,0,0,0,0,0,4,0,136,5,31,24,4,0,0,4,0,0,0,0,0,0,0,4,77,0,0,0,0,5,14,8,4,0,0,4,10,0,0,4,57,0,0,0,0,0,4,12,12,0,0,7,8,0,0,0,40,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,17,17,8,3,11,4,6,3,9,4,0,0,0,90,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,15,133,28,18,23,5,23,0,3,0,0,5,0,0,10,262,7,12,124,366,489,419,456,206,26,27,15,37,20,14,79,2294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,12
SED30071,0,0,0,0,0,0,0,25,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,10,3,11,16,25,34,18,67,25,0,6,0,0,0,0,8,211,4,34,41,7,7,5,7,8,0,0,0,0,0,0,8,125,0,0,3,3,3,15,26,9,0,0,0,0,0,0,0,64,0,0,0,0,7,3,7,4,0,0,0,3,0,0,0,22,0,0,0,6,0,3,3,0,0,0,0,0,0,0,0,15,0,3,21,17,14,10,14,4,0,0,3,4,0,0,4,83,0,0,0,0,0,0,9,4,0,0,0,5,0,0,0,16,12,107,20,12,24,12,26,10,0,0,0,0,0,6,10,244,5,14,95,358,629,544,742,346,28,40,45,45,28,15,86,3026,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
SED30072,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10,22,28,10,46,34,5,0,0,0,0,0,0,159,10,25,31,0,4,3,3,10,4,0,0,0,0,0,6,92,0,0,0,0,0,5,15,3,0,0,0,0,0,3,0,40,0,0,0,0,3,7,18,8,6,0,0,0,0,0,0,40,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,15,0,0,11,13,14,8,11,12,4,0,0,0,0,0,10,79,0,0,0,0,0,0,15,6,0,0,6,3,0,0,0,29,9,92,30,17,28,14,10,0,5,0,0,0,0,0,5,222,9,19,81,343,561,522,744,297,31,30,53,50,18,13,79,2845,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,7,5,0,0,0,0,0,0,0,20
SED30073,0,0,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,0,3,3,0,0,8,13,0,0,0,0,0,4,0,46,0,7,0,5,0,0,0,5,0,0,0,0,0,0,3,16,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,18,0,0,0,0,0,6,14,4,3,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,3,13,6,0,4,4,4,0,0,3,55,0,0,0,0,0,3,19,19,16,23,23,17,7,0,0,124,3,40,8,7,0,4,8,0,0,0,0,0,0,0,0,70,5,3,28,116,149,128,180,93,13,9,12,15,10,5,26,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,10,3,0,0,0,22
