SED_CODE_2021,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_North_Macedonia_0_4,F_North_Macedonia_5_14,F_North_Macedonia_15_24,F_North_Macedonia_25_44,F_North_Macedonia_45_54,F_North_Macedonia_55_64,F_North_Macedonia_65_74,F_North_Macedonia_75_84,F_North_Macedonia_85ov,F_North_Macedonia_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Samoa_0_4,F_Samoa_5_14,F_Samoa_15_24,F_Samoa_25_44,F_Samoa_45_54,F_Samoa_55_64,F_Samoa_65_74,F_Samoa_75_84,F_Samoa_85ov,F_Samoa_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
SED52301,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,7,0,0,0,4,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,9,0,0,0,9,3,0,14,8,3,41,0,12,22,91,49,76,48,18,0,326,0,0,0,0,0,0,3,0,0,6,0,0,0,15,0,0,0,0,0,16,0,0,0,4,4,0,0,0,0,9,3,15,27,116,52,44,27,4,0,289,0,0,0,4,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,11,0,7,0,8,17,21,21,10,4,97,0,0,0,3,3,7,0,8,0,19,0,15,19,83,67,30,23,7,0,251,0,5,3,5,6,0,0,0,0,24,0,0,0,20,0,0,0,0,0,21,5,10,3,39,28,18,4,0,0,105,0,0,0,0,0,0,0,0,0,0,0,3,4,17,6,13,7,4,0,50
SED52404,0,0,0,3,0,0,0,0,0,13,0,0,0,6,0,11,5,0,0,21,0,0,0,0,4,4,11,0,0,25,0,0,0,3,0,0,0,0,0,3,0,0,0,6,6,10,24,20,0,71,7,23,24,181,105,112,63,24,3,541,0,0,0,4,4,9,4,0,0,21,0,0,0,4,0,3,3,0,0,9,0,0,0,5,3,0,0,0,0,10,4,9,4,36,20,30,16,4,0,113,0,0,5,22,13,22,24,7,0,98,0,0,0,0,0,0,0,0,0,0,0,12,22,83,61,84,74,31,11,378,0,9,3,9,14,14,18,3,0,72,0,41,80,181,152,101,48,20,5,636,0,4,0,7,3,3,4,0,0,29,0,0,0,12,4,0,0,0,0,18,0,0,0,42,17,11,3,0,0,84,0,0,0,0,0,0,0,0,0,6,3,8,10,38,13,13,10,3,0,107
SED52505,0,0,0,0,0,0,0,0,0,5,0,5,13,54,11,3,10,6,0,105,0,0,3,22,13,24,11,0,7,80,0,0,8,54,4,0,0,0,0,65,0,0,0,6,3,4,17,14,5,45,4,88,74,222,91,89,36,9,0,616,0,0,0,0,0,0,0,0,0,4,0,32,17,104,14,3,3,0,0,166,0,0,0,10,7,0,0,0,0,21,3,63,104,260,106,39,17,0,0,592,0,0,0,12,5,6,12,3,4,45,0,0,4,0,0,5,0,0,0,5,0,11,13,51,35,55,48,20,4,236,0,45,103,256,76,118,81,15,10,698,3,44,110,252,153,123,43,20,3,744,0,35,48,174,74,41,22,7,0,410,0,8,0,83,4,6,7,0,0,105,0,3,14,52,29,11,7,0,0,126,0,0,0,5,4,0,0,0,0,17,9,15,8,29,23,5,9,0,0,95
SED52604,0,0,0,3,5,5,3,0,0,12,0,4,8,6,0,7,6,0,4,34,0,0,0,0,10,12,7,5,3,46,0,0,0,9,0,0,0,0,0,13,0,0,0,8,12,11,27,21,10,91,0,20,42,173,101,123,61,15,0,529,0,0,0,10,3,9,3,0,3,24,0,5,0,15,0,0,4,0,0,26,0,0,3,0,3,0,0,0,0,13,0,3,11,60,37,34,15,4,0,160,0,0,4,21,19,21,35,7,9,106,0,0,0,0,0,0,0,0,0,3,0,27,34,83,86,113,87,38,16,479,0,8,7,26,20,40,26,10,4,140,5,59,132,257,247,152,56,30,11,956,0,0,9,19,0,0,3,0,0,39,0,0,0,20,3,0,6,0,0,31,0,4,14,34,27,10,5,0,0,105,0,0,0,4,0,0,0,0,0,9,0,10,15,23,21,13,4,0,0,86
SED52702,0,0,0,0,0,7,5,0,0,14,0,0,0,9,0,4,5,5,5,23,0,0,0,5,0,3,8,3,4,19,0,0,0,0,0,0,0,0,0,0,0,0,8,12,24,26,37,25,14,146,0,21,19,116,103,113,64,27,8,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,8,4,10,5,0,0,28,0,0,4,23,17,13,13,5,0,77,0,0,0,15,11,3,4,0,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0,27,34,58,57,30,21,236,0,3,4,9,16,13,12,5,0,60,3,16,33,79,79,41,31,17,8,312,0,0,0,4,5,0,3,0,0,15,0,0,0,5,0,0,0,0,0,12,0,3,11,32,22,14,8,0,0,87,0,0,0,0,0,0,0,0,0,3,6,7,14,23,14,24,22,6,0,111
SED52803,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,4,4,0,16,13,76,142,439,195,211,79,12,5,1175,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,3,0,0,27,0,17,17,23,21,7,0,0,0,88,6,48,59,190,75,60,25,9,0,465,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,11,0,0,4,18,10,13,5,5,0,56,0,0,0,10,4,3,0,0,0,12,6,31,45,121,64,32,10,8,0,304,0,0,0,11,0,0,0,0,0,22,0,0,0,9,0,0,0,0,0,9,0,13,5,71,41,22,3,0,0,169,0,0,0,3,0,0,0,0,0,3,0,0,7,13,5,3,4,3,0,30
SED52903,0,0,0,0,0,3,0,0,0,7,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,13,9,5,7,0,0,34,0,3,29,88,76,70,19,3,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,5,0,3,4,0,0,11,3,13,23,82,29,20,9,0,0,187,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,14,3,14,3,4,0,44,0,0,0,12,6,4,7,0,0,22,0,8,7,39,23,13,5,0,0,85,0,0,3,15,0,0,0,0,0,18,0,5,0,31,0,0,0,0,0,34,0,0,5,43,21,14,0,0,0,88,0,0,0,4,0,0,0,0,0,4,0,0,0,23,4,10,9,0,0,55
SED53004,0,0,0,0,0,0,3,0,0,8,0,0,0,15,5,7,7,0,0,38,0,0,0,7,4,13,14,7,0,46,0,0,0,11,0,0,0,0,0,15,4,0,0,15,6,11,16,15,13,79,0,15,50,154,96,105,76,17,12,521,0,0,0,0,3,8,14,6,0,33,0,0,4,0,0,4,0,0,0,3,0,0,0,5,7,0,5,0,0,20,0,0,6,31,14,20,22,4,0,102,0,0,0,17,13,14,10,0,3,67,0,0,0,0,0,0,0,0,0,4,0,10,19,60,50,76,79,32,16,343,0,5,8,25,13,24,22,3,0,98,0,35,51,168,105,73,34,15,6,487,0,0,6,8,7,7,12,3,3,34,0,0,0,8,0,0,4,0,0,22,0,4,9,38,27,9,0,0,0,84,0,0,0,3,0,0,0,0,0,5,0,7,9,32,5,7,14,3,0,77
SED53105,0,0,0,0,0,3,0,3,0,3,0,0,8,14,5,0,5,0,0,33,0,0,0,4,0,0,3,4,0,17,0,0,0,20,0,0,0,0,0,24,0,0,5,0,6,5,11,7,4,59,5,68,114,388,153,124,60,17,0,925,0,0,0,3,0,0,0,0,0,0,0,3,8,36,11,6,4,0,0,61,0,0,0,3,0,3,0,0,0,10,0,113,189,399,190,76,35,12,0,1009,0,0,0,10,10,6,9,0,0,33,0,0,0,6,4,3,0,5,0,13,0,12,16,47,39,52,44,28,15,257,3,8,24,57,28,23,16,9,0,167,0,36,50,184,88,59,29,7,7,453,0,10,17,34,16,9,8,5,0,87,0,0,0,41,0,0,0,0,0,47,0,9,9,58,36,14,6,0,0,136,0,0,0,0,6,0,0,0,0,5,0,11,3,20,7,9,4,5,0,57
SED53204,0,0,0,0,0,0,0,0,5,10,0,5,0,44,10,16,13,0,0,88,0,0,13,52,43,45,39,10,4,207,0,0,0,21,3,0,0,0,0,24,0,0,3,7,0,7,17,12,9,52,4,34,57,179,106,101,31,3,0,517,0,3,15,121,55,46,29,6,5,280,0,19,9,33,12,3,0,0,0,72,0,0,0,4,5,3,0,0,0,12,0,28,65,154,86,47,21,0,0,403,0,0,0,23,11,18,21,4,4,81,0,0,0,0,3,3,0,0,0,11,0,4,8,40,19,41,34,19,3,166,0,10,9,58,24,25,14,3,0,145,0,70,104,210,168,70,40,11,4,675,0,0,4,10,8,13,6,5,0,48,0,0,0,38,0,0,0,0,0,39,0,9,17,70,26,13,8,0,0,138,0,0,0,7,3,0,0,0,0,13,0,3,12,28,5,8,0,0,0,67
SED53306,0,0,0,0,0,0,0,0,0,5,0,0,3,9,0,9,3,0,0,30,0,0,0,0,0,3,3,0,4,12,0,0,4,17,0,0,0,0,0,23,0,0,0,4,8,9,43,23,10,107,6,60,83,289,150,170,123,45,9,927,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,3,0,0,0,22,0,4,8,7,4,0,0,0,0,31,0,47,69,182,97,57,34,6,0,498,0,0,0,6,0,4,3,0,0,22,0,0,0,0,0,0,0,0,0,4,0,13,12,38,42,65,51,53,11,292,0,0,5,8,6,9,6,0,4,41,0,21,59,104,106,52,29,8,6,397,0,5,6,9,3,0,0,0,0,35,0,0,0,12,3,0,0,0,0,15,7,10,10,65,28,28,5,0,0,162,0,0,0,0,0,0,0,0,0,3,0,6,0,24,3,5,8,0,0,59
SED53402,0,0,0,0,0,0,0,0,0,6,0,0,9,30,13,9,12,5,0,75,0,0,10,19,19,27,33,10,17,130,0,3,30,84,3,0,0,0,0,120,0,0,0,17,0,4,18,10,7,66,0,6,22,173,77,85,44,18,3,428,0,0,0,4,3,4,4,6,0,25,0,6,0,26,0,4,0,0,0,45,0,0,0,3,3,0,0,0,0,16,0,13,34,121,45,32,14,0,0,257,0,0,0,36,16,22,29,11,15,134,0,0,0,0,0,0,0,0,0,0,0,0,3,63,30,27,30,17,11,191,0,3,5,53,25,21,24,9,3,142,0,4,16,104,33,25,13,10,0,204,0,9,11,58,6,4,11,14,3,112,0,5,3,53,7,0,0,0,0,73,4,9,10,68,34,19,6,5,0,142,0,0,0,6,0,0,0,0,0,6,3,0,13,53,20,6,9,5,3,111
SED53502,0,0,0,6,0,0,6,0,0,9,0,0,0,16,5,9,6,0,3,44,0,0,0,11,7,6,7,9,0,46,0,0,0,30,0,0,0,0,0,37,0,0,0,3,0,8,26,18,8,79,6,34,71,247,162,163,81,30,6,797,0,0,0,14,3,6,0,0,0,20,0,0,4,16,0,6,0,5,0,32,0,0,3,10,0,0,0,0,0,22,8,63,122,322,141,72,32,14,0,774,0,0,0,9,7,10,12,4,13,61,0,0,0,3,0,4,0,0,0,8,0,0,5,25,23,45,39,21,3,163,0,5,0,23,7,13,13,3,0,65,0,9,25,60,38,30,13,9,0,180,0,5,8,33,11,3,5,5,0,70,0,0,0,18,0,0,0,0,0,22,0,7,12,60,27,11,5,0,0,131,0,0,0,0,5,0,0,0,0,7,0,3,3,31,16,15,8,5,0,78
SED53602,0,0,0,0,0,0,5,0,5,8,0,3,7,26,10,15,21,12,14,114,6,30,91,369,146,114,101,29,23,905,0,0,3,10,0,4,0,0,0,16,0,0,0,0,0,3,12,13,7,37,8,28,53,144,76,71,36,19,0,442,0,0,5,73,68,96,78,38,11,379,0,16,17,61,8,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,32,70,172,97,61,37,10,3,482,0,0,4,11,12,28,30,12,6,97,0,0,0,0,0,0,0,0,0,0,0,3,0,11,20,26,32,30,5,126,0,3,6,23,16,27,24,9,4,110,0,3,21,48,29,29,22,5,0,160,0,0,12,25,5,16,11,5,0,81,0,0,0,37,4,0,0,0,0,48,4,54,91,85,43,20,10,0,0,293,0,0,0,14,7,3,0,0,0,31,0,0,0,14,3,0,5,0,0,30
SED53701,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,4,0,0,0,6,0,0,0,5,0,0,0,0,0,5,0,0,0,7,7,9,27,19,3,75,0,5,14,121,100,125,76,25,4,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,26,16,63,22,18,11,7,0,161,0,0,0,4,3,5,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,22,24,36,38,28,4,147,0,0,0,3,10,7,4,0,0,21,0,8,16,44,29,28,21,3,0,150,0,0,0,0,0,3,0,3,0,8,0,0,0,44,4,0,0,0,0,47,0,5,0,31,22,10,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,9,8,0,0,43
SED53802,0,0,0,0,3,0,5,5,0,11,0,0,8,42,8,15,4,13,6,105,0,0,4,33,28,41,39,18,9,180,0,3,6,40,0,0,0,0,0,62,0,0,0,9,3,3,7,26,12,61,0,21,53,150,67,69,63,10,3,435,0,0,7,33,26,32,42,21,9,168,3,9,3,65,8,6,6,3,0,105,0,0,0,0,0,0,5,0,0,8,0,28,46,145,75,54,33,10,0,394,0,4,0,33,18,21,22,12,6,119,0,0,0,0,0,0,0,0,0,3,0,0,5,19,15,17,37,20,11,125,0,0,8,44,19,28,28,18,0,158,0,9,33,94,68,66,63,26,4,352,0,3,8,30,13,12,15,15,3,91,0,4,0,79,6,0,3,0,0,89,3,7,16,74,39,17,14,0,0,183,0,4,0,16,8,3,0,0,0,36,0,8,4,33,9,10,0,3,0,64
SED53902,0,0,0,0,0,0,4,3,0,7,0,0,7,15,8,5,7,7,0,60,0,0,0,12,13,24,23,10,4,92,0,0,9,50,0,5,0,0,0,70,0,4,0,10,0,6,19,18,20,67,0,18,25,115,61,66,39,18,4,356,0,0,0,13,20,11,14,9,9,71,0,13,7,49,0,0,0,0,3,71,0,0,0,3,4,0,0,0,0,8,0,9,12,109,26,25,18,3,0,207,0,5,0,18,19,19,19,10,18,113,0,0,0,0,0,0,0,0,0,0,0,0,10,50,29,43,40,28,16,215,0,11,7,63,11,27,24,17,8,159,0,3,33,139,105,75,72,47,35,506,0,3,5,50,4,10,6,8,4,96,0,0,0,56,6,0,0,0,0,59,0,16,13,47,19,18,9,0,0,113,0,0,4,13,3,0,0,0,0,27,5,5,11,26,4,15,4,3,4,88
SED54006,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,3,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,11,38,22,9,92,4,36,49,164,141,128,87,24,0,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,0,0,11,0,49,45,148,46,41,9,0,0,339,0,0,0,4,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,3,25,23,39,52,24,6,178,0,3,0,8,4,4,5,0,0,26,0,17,40,69,62,37,24,12,4,261,0,0,0,0,0,0,4,0,0,9,0,0,0,32,0,0,0,0,0,31,0,8,3,30,22,5,3,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,17,20,8,0,68
SED54104,0,0,0,0,0,4,0,0,0,4,0,0,5,16,0,5,4,4,3,37,0,0,4,10,10,8,8,4,0,36,0,0,10,28,0,4,0,0,0,38,0,5,8,16,14,9,12,11,9,86,0,12,23,85,60,81,55,31,3,350,0,0,0,3,0,0,0,0,0,6,0,3,8,39,8,4,0,0,0,57,0,0,0,4,3,3,4,0,0,14,0,5,18,83,25,18,13,0,5,170,0,0,0,25,14,14,11,7,12,82,0,0,0,0,0,0,0,0,0,0,0,12,21,43,43,52,42,30,5,249,4,29,74,114,40,51,48,18,3,378,5,18,70,137,68,81,47,21,11,450,0,14,7,41,16,18,14,15,7,130,0,0,0,32,20,8,22,5,0,88,0,6,14,36,12,15,11,0,0,109,0,0,0,3,0,0,0,0,0,10,9,53,38,94,30,21,9,15,3,280
SED54203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,9,0,0,26,4,12,30,111,53,59,38,3,4,315,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,4,0,6,8,63,24,17,3,3,0,121,0,0,0,3,0,3,6,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,9,8,13,5,3,4,44,0,0,0,8,3,0,0,0,0,11,0,3,0,20,16,11,0,0,0,46,0,0,0,9,0,0,0,0,0,4,0,0,0,27,0,0,0,0,0,27,0,8,4,28,21,13,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,10,0,20,9,0,5,0,0,45
SED54304,0,0,0,4,0,0,4,3,0,12,0,0,12,37,8,4,9,6,4,82,0,0,6,23,8,17,14,4,7,77,0,0,39,91,0,0,0,0,0,139,0,0,6,29,5,12,8,6,4,69,0,3,40,198,74,90,35,16,4,464,0,0,0,11,12,5,13,13,9,62,0,3,6,19,0,6,0,0,0,38,0,0,5,10,3,4,0,0,0,23,0,7,37,191,53,32,19,0,0,339,5,0,0,48,6,12,16,3,11,100,0,0,0,0,0,0,0,0,0,5,0,0,5,88,45,25,29,8,3,201,0,10,47,163,48,38,24,3,0,337,0,10,41,138,59,33,24,7,0,305,0,0,9,36,10,3,0,0,0,66,0,0,4,153,0,3,4,0,0,169,0,3,30,134,49,10,11,0,0,235,0,0,0,12,0,4,0,0,3,17,12,16,30,137,20,18,15,3,0,254
SED54403,0,0,0,0,0,0,0,0,0,0,0,4,4,10,0,0,0,0,0,23,0,3,0,10,5,0,0,0,0,18,0,0,4,15,0,0,0,0,0,18,0,0,0,8,3,8,0,0,0,19,12,63,94,425,183,161,46,0,0,977,0,0,0,3,5,4,3,0,0,16,0,3,0,18,0,0,0,0,0,22,0,0,3,11,6,0,0,0,0,27,0,45,64,279,106,58,21,0,0,574,0,0,0,7,6,0,0,0,0,14,0,0,0,5,0,0,0,0,0,4,0,0,3,34,13,23,4,0,0,75,0,5,5,12,8,3,6,0,0,45,0,19,31,106,67,25,7,0,0,265,0,4,0,28,0,4,3,0,0,39,0,0,0,24,0,0,0,0,0,30,0,20,12,136,61,13,0,0,0,247,0,0,0,0,0,0,0,0,0,7,0,3,6,41,4,4,0,0,0,55
SED54505,0,0,0,0,0,0,3,0,0,10,0,0,6,15,10,5,6,0,0,29,0,5,0,14,12,13,16,8,5,78,0,0,12,18,0,0,0,0,0,31,0,0,5,5,3,8,15,23,10,61,0,43,48,66,54,58,58,15,3,349,0,0,0,0,0,0,0,0,0,0,0,18,15,60,13,9,3,0,0,121,0,4,3,0,4,0,0,0,0,14,0,11,20,45,26,17,13,5,0,132,0,0,0,7,4,5,10,6,0,37,0,0,0,0,0,3,0,0,0,3,0,5,13,25,30,41,41,37,20,213,5,66,98,156,119,95,93,16,9,658,0,23,43,85,66,62,38,30,12,353,3,45,67,111,113,73,26,12,8,470,0,6,6,59,15,12,10,0,0,103,0,5,0,32,24,10,17,0,0,99,0,4,0,10,4,0,0,0,0,21,0,13,9,12,9,12,3,9,0,74
SED54605,0,0,0,0,0,0,4,0,0,8,0,0,0,9,0,0,6,6,0,20,0,0,4,5,7,0,3,0,0,23,0,0,0,5,0,0,0,0,0,6,0,0,3,4,5,12,37,16,13,89,0,45,73,234,149,164,100,27,6,796,0,0,0,0,4,3,0,0,0,10,0,0,0,4,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,7,0,19,22,98,53,46,31,3,0,273,0,0,0,16,7,0,7,4,0,33,0,0,0,0,4,0,0,0,0,6,0,8,20,34,49,104,77,69,32,388,0,0,0,8,10,10,9,5,0,37,0,6,25,64,42,30,22,10,3,207,0,0,0,0,0,0,0,0,0,8,0,0,0,10,0,0,0,0,0,7,0,11,11,51,43,14,9,0,0,138,0,0,0,0,0,0,0,0,0,0,0,5,10,19,9,13,12,3,0,71
SED54701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,20,8,4,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,14,10,7,45,8,15,31,150,96,112,72,17,5,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,27,12,114,37,33,13,4,0,240,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,27,16,24,19,21,0,96,0,0,0,10,6,10,8,0,0,33,9,22,28,88,44,25,16,10,5,236,0,3,0,8,0,0,0,0,0,18,0,0,0,8,0,0,0,0,0,10,0,23,20,30,5,11,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,9,8,4,0,38
SED54804,0,0,0,0,0,0,0,0,0,12,0,0,0,6,7,3,4,0,0,22,0,0,0,3,5,6,9,6,0,24,0,0,0,6,0,0,0,0,0,0,0,0,3,19,9,6,20,18,14,94,0,11,25,252,88,78,51,31,4,541,0,0,0,13,4,9,0,0,6,26,0,4,0,5,0,0,0,0,0,6,0,0,0,4,12,7,3,0,0,24,0,10,5,67,20,20,9,0,0,125,0,0,0,39,14,17,19,7,7,102,0,0,0,0,0,0,0,0,0,0,0,10,15,91,31,43,40,25,13,262,0,10,11,61,16,16,19,4,3,133,0,16,63,225,85,55,30,17,6,500,0,0,3,6,10,3,7,5,0,35,0,0,0,13,4,0,3,0,0,28,0,5,0,39,18,7,6,5,0,80,0,0,0,6,3,0,0,0,0,9,4,16,6,72,16,14,17,0,0,152
SED54905,0,0,0,0,0,0,5,0,0,7,0,0,8,20,3,9,9,0,5,49,0,0,4,13,9,12,13,10,0,64,0,0,12,52,0,6,0,0,0,69,0,4,0,17,4,9,18,19,4,75,3,18,35,86,62,70,68,22,6,367,0,0,0,8,3,0,0,0,0,12,0,0,4,20,3,3,0,0,0,28,0,0,0,0,7,10,0,0,0,21,0,0,28,88,27,21,20,8,0,196,0,0,0,16,8,10,21,10,5,76,0,0,0,0,0,0,0,0,0,6,0,0,8,29,31,50,41,29,17,203,5,8,34,98,44,47,52,12,8,310,0,12,40,101,64,74,40,25,7,363,0,4,5,41,13,10,10,4,0,84,0,3,3,34,3,4,4,0,0,54,0,8,11,59,29,16,9,0,4,134,0,0,0,14,5,5,3,0,4,23,4,20,11,50,13,17,9,4,6,137
SED55005,0,0,0,0,0,0,0,0,0,9,0,4,7,67,13,18,9,3,0,121,0,0,13,74,35,35,33,3,9,203,0,3,4,29,3,0,0,0,0,40,0,0,0,0,4,5,14,11,3,43,0,55,84,197,108,98,36,15,4,601,0,0,0,0,0,0,0,0,0,5,3,47,31,166,29,14,0,4,0,288,0,0,3,11,7,3,0,0,0,27,0,34,91,198,108,67,35,5,0,533,0,0,3,17,3,3,13,0,5,47,0,0,0,3,0,0,0,0,0,9,0,7,5,27,27,43,35,21,5,169,4,27,61,109,98,94,58,7,10,468,0,26,81,149,138,84,26,15,4,537,0,13,29,132,50,26,19,5,0,277,5,0,0,59,6,5,0,0,0,80,3,9,28,66,44,10,3,0,0,163,0,0,0,13,8,6,0,0,0,18,0,9,4,12,17,10,9,0,0,61
