CED_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Other_0_14,F_Other_15_24,F_Other_25_34,F_Other_35_44,F_Other_45_54,F_Other_55_64,F_Other_65_74,F_Other_75_84,F_Other_85_over,F_Other_Tot,F_None_0_14,F_None_15_24,F_None_25_34,F_None_35_44,F_None_45_54,F_None_55_64,F_None_65_74,F_None_75_84,F_None_85_over,F_None_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Other_0_14,P_Other_15_24,P_Other_25_34,P_Other_35_44,P_Other_45_54,P_Other_55_64,P_Other_65_74,P_Other_75_84,P_Other_85_over,P_Other_Tot,P_None_0_14,P_None_15_24,P_None_25_34,P_None_35_44,P_None_45_54,P_None_55_64,P_None_65_74,P_None_75_84,P_None_85_over,P_None_Tot
CED506,13,11,25,65,120,151,203,171,71,830,27,12,23,46,155,357,463,253,76,1412,276,1000,1631,1513,1395,1118,582,229,105,7849,4,4,7,36,89,118,166,150,80,654,544,395,724,909,1109,1158,787,386,174,6186,15206,6686,9101,8254,6789,5365,2779,914,199,55293,3136,1626,2274,2106,1864,1584,1003,509,209,14311,19954,10230,14497,13907,12916,11950,8100,3715,1268,96537,38,88,322,725,1746,3293,3812,2167,713,12904,1991,1412,1980,2085,1948,1892,1333,572,157,13370,20,37,84,239,559,1149,1419,885,235,4627,0,3,9,8,28,68,162,347,325,950,72,142,312,709,1499,2456,2408,1218,296,9112,95,88,132,251,667,1509,1924,1349,510,6525,33,22,70,112,227,328,437,367,151,1747,59,34,42,82,296,732,1002,592,166,3005,603,1567,2434,2373,2346,2020,1137,428,165,13073,13,11,14,58,158,276,413,357,134,1434,1312,777,1154,1493,1872,2116,1576,741,278,11319,30842,14309,18657,17534,14946,11630,6031,1952,389,116290
CED507,7,3,12,37,59,101,134,135,108,596,24,13,13,41,113,311,494,343,136,1488,351,1258,1540,1607,1552,1349,826,343,202,9028,0,4,12,24,49,93,189,190,132,693,509,441,626,855,1024,1294,1046,606,338,6739,11880,4978,5453,6705,6172,5118,3456,1272,298,45332,1292,707,740,795,843,818,707,424,211,6537,14749,7743,8785,10762,10969,10861,9404,4893,2010,80176,40,116,304,818,1836,3508,4682,3020,1256,15580,2141,1321,1493,1838,1726,1603,1531,726,250,12629,28,19,79,233,521,1082,1671,1140,353,5126,0,3,0,8,14,59,184,436,488,1192,49,99,190,392,899,1561,2230,1294,461,7175,40,38,51,123,398,1036,1962,1667,838,6153,31,15,32,70,124,209,307,322,185,1295,47,28,38,68,211,582,975,740,245,2934,745,1926,2347,2516,2531,2265,1491,628,287,14736,5,8,32,36,107,231,452,399,220,1490,1251,876,957,1361,1694,2216,1942,1085,510,11892,24020,10816,11059,13176,12439,10096,6830,2509,541,91486
CED508,14,15,32,40,42,86,105,135,110,579,9,19,19,34,94,229,406,299,125,1234,283,1544,1962,1631,1442,1114,680,329,231,9216,5,7,8,23,41,94,134,150,99,561,514,658,918,1062,1142,1213,956,578,421,7462,12517,6315,8476,8455,6828,5011,2959,990,246,51797,958,725,851,812,765,636,499,302,264,5812,14852,9590,12774,12844,11433,10021,7688,4071,1930,85203,31,110,344,720,1438,2620,3356,2405,1073,12097,1623,1501,2029,2038,1649,1397,1082,563,228,12110,22,29,128,266,495,980,1347,840,304,4411,0,6,0,4,12,48,132,388,480,1070,36,116,190,418,829,1417,1842,1200,452,6500,38,33,59,123,418,1028,1618,1375,758,5450,21,28,52,98,109,201,253,296,194,1252,27,30,32,84,186,434,738,574,223,2328,551,2330,2981,2661,2420,1838,1187,529,329,14826,11,8,21,48,106,203,318,333,185,1233,1251,1144,1453,1704,1979,2083,1713,989,624,12940,25234,13115,16952,17144,13756,9962,5646,1963,470,104242
CED509,18,23,27,48,74,90,117,147,90,634,14,11,25,35,133,264,408,336,113,1339,354,1507,1889,1744,1552,1105,632,314,171,9268,5,0,7,34,61,95,140,167,102,611,585,641,843,1107,1152,1214,985,581,345,7453,14590,6668,8015,8024,6643,4816,2725,1010,250,52741,1146,727,900,849,808,621,487,307,192,6037,17468,9944,12260,12627,11737,9961,7583,4168,1651,87399,39,103,346,801,1665,2799,3479,2538,947,12717,2245,1744,2002,2123,1928,1600,1231,684,204,13761,28,29,93,268,590,946,1293,987,315,4549,0,0,3,6,17,35,132,375,439,1007,59,96,254,617,1235,1741,2014,1286,381,7683,46,44,60,149,497,1062,1749,1552,657,5816,35,31,44,97,143,194,258,300,158,1260,55,25,36,66,226,522,830,677,232,2669,740,2317,2883,2800,2515,1849,1112,524,243,14983,7,7,19,52,127,221,331,399,190,1353,1559,1198,1370,1777,2011,2122,1773,999,508,13317,29493,14445,15860,16336,13444,9678,5286,2002,466,107010
CED510,14,5,15,26,27,73,101,104,66,431,14,10,6,31,71,220,397,293,140,1182,316,1348,1120,1373,1222,1020,616,297,199,7511,0,6,11,34,35,79,140,137,138,580,523,569,595,878,1058,1351,1302,598,347,7221,12668,6484,5523,7478,7473,6279,3821,1118,267,51111,780,539,506,592,685,622,469,258,168,4619,14905,9341,8136,11210,11932,11711,9564,4287,1868,82954,36,102,209,568,1427,2990,4299,2568,1069,13268,1730,1504,1316,1822,1816,1586,1421,626,198,12019,29,35,66,251,589,1084,1755,1065,343,5217,0,0,0,4,8,50,158,379,502,1101,61,104,101,264,645,1357,1984,1141,368,6025,45,37,47,114,408,1153,2140,1545,685,6174,23,23,28,62,73,169,249,255,133,1015,30,23,26,61,125,369,762,576,230,2202,656,2084,1792,2178,2032,1700,1122,478,277,12319,5,8,11,50,75,175,369,354,230,1277,1277,1061,951,1368,1781,2310,2304,1035,527,12614,25690,14371,11350,15038,15076,12193,7430,2188,476,103812
CED511,13,7,31,33,86,128,169,157,84,708,18,21,7,53,163,407,557,371,142,1739,279,1290,1528,1513,1592,1512,848,396,205,9163,0,5,18,34,61,111,201,219,136,785,476,422,624,814,1076,1320,1047,635,376,6790,12383,5313,5965,6123,6030,5594,3421,1295,335,46459,1931,1086,1181,1238,1319,1312,979,569,246,9861,15755,8485,9885,10498,11496,12389,9886,5319,2071,85784,34,112,327,775,1954,4057,5128,3332,1265,16984,1932,1584,1787,1852,1988,2043,1690,831,225,13932,34,30,92,197,541,1194,1738,1244,395,5465,0,0,4,8,17,58,169,483,526,1265,46,101,269,490,1224,2185,2668,1651,446,9080,39,35,71,138,549,1459,2338,1861,821,7311,32,21,66,65,162,283,380,348,169,1526,48,31,27,92,273,805,1229,819,271,3595,586,1982,2316,2378,2604,2637,1629,684,296,15112,4,9,23,47,111,253,512,492,246,1697,1186,838,992,1311,1879,2431,2039,1175,575,12426,24924,11807,12820,12768,12689,11784,7281,2579,650,97302
CED512,9,17,25,40,59,76,116,132,71,545,12,16,17,46,117,253,350,308,99,1218,401,1646,2051,1844,1505,1015,520,252,182,9416,6,4,9,34,59,85,127,145,111,580,661,638,982,1203,1322,1109,798,529,342,7584,16251,7786,8591,8975,7400,4376,2264,792,167,56602,1290,783,841,846,794,579,377,222,100,5832,19498,11320,13089,13837,12601,9127,6246,3456,1277,90451,36,121,378,799,1796,2622,2914,2120,774,11560,2466,1785,2199,2231,1904,1314,949,510,145,13503,44,47,86,230,563,865,1089,805,280,4009,0,6,6,6,9,30,121,373,382,933,79,120,258,601,1197,1637,1735,1088,279,6994,49,45,52,168,532,1089,1489,1275,552,5251,38,29,55,79,121,176,266,268,139,1171,44,29,50,87,229,468,687,560,179,2333,901,2489,3025,2776,2373,1640,846,427,252,14729,11,9,15,54,122,173,275,304,185,1148,1727,1205,1522,1816,2109,1944,1446,870,483,13122,32569,16618,17039,17992,15018,8835,4303,1507,300,114181
CED513,3,11,17,34,55,73,108,146,139,586,16,12,26,35,92,232,354,313,202,1282,186,1760,2785,1847,1402,1117,685,378,282,10442,3,4,12,23,34,90,127,153,178,624,358,660,1276,1193,1113,1232,1049,654,504,8039,10732,6502,12719,9725,6715,4970,2975,1107,410,55855,771,792,1403,959,821,633,502,335,235,6451,12461,9950,18806,14561,11189,9785,7724,4545,2749,91770,7,95,377,622,1262,2359,3150,2435,1522,11829,1059,1470,2828,2378,1723,1451,1118,626,290,12943,30,41,135,305,511,930,1278,948,451,4629,3,3,7,9,19,55,163,487,732,1478,42,85,235,464,812,1346,1765,1298,592,6639,33,46,66,152,430,1011,1594,1531,994,5857,16,22,43,73,113,186,243,332,253,1281,35,25,48,76,199,444,688,610,352,2477,398,2513,4432,3237,2496,1983,1190,620,382,17251,10,3,19,49,78,203,322,375,309,1368,901,1081,2004,1978,2036,2215,1872,1084,780,13951,21682,13413,26053,20436,13882,10169,5661,2129,685,114110
CED514,17,12,29,39,56,83,121,158,122,637,15,7,32,39,114,274,457,394,169,1501,207,1796,2238,1539,1294,1057,634,378,250,9393,6,8,13,29,52,99,147,217,164,735,420,656,1048,1027,1065,1245,1073,630,363,7527,12667,8110,12240,9487,6453,4992,3084,1086,333,58452,1082,901,1395,1031,811,719,541,449,460,7389,14872,11882,17544,13997,10918,10034,8226,4645,2585,94703,27,138,349,710,1308,2581,3468,2561,1351,12493,1301,1786,2317,1988,1625,1489,1256,687,266,12715,25,41,109,276,528,906,1407,962,405,4659,0,5,4,7,12,55,177,494,586,1340,48,115,267,591,1104,1777,2226,1382,516,8026,30,50,83,167,477,1114,1787,1555,973,6236,29,21,61,81,119,184,286,308,213,1302,32,24,64,81,213,509,835,690,287,2735,447,2602,3603,2667,2191,1794,1124,622,374,15424,10,11,15,73,114,268,369,420,273,1553,1012,1146,1721,1768,1846,2202,1946,1078,560,13279,25830,17663,25969,19884,13505,9969,5832,2064,590,121306
CED515,3,14,21,32,53,80,124,129,144,600,12,12,14,21,71,178,358,324,179,1169,284,1440,1168,1172,1065,976,588,353,297,7343,3,0,11,17,46,62,154,191,166,650,506,666,659,922,1115,1305,1335,804,538,7850,14377,8463,6849,9692,8364,6497,4340,1520,499,60601,763,656,610,652,703,614,492,360,247,5097,16440,11648,9668,13329,12813,11682,10011,5554,2912,94057,38,98,180,531,1296,2419,3663,2943,1615,12783,1471,1548,1296,1629,1527,1385,1265,684,271,11076,32,49,82,235,551,1035,1639,1236,540,5399,4,5,0,4,5,30,184,554,804,1590,51,111,145,490,1031,1673,2296,1559,589,7945,35,40,58,141,411,1110,2062,1901,1083,6841,18,32,28,73,105,189,298,331,257,1331,32,26,25,48,131,354,634,665,329,2244,571,2169,1872,1903,1813,1591,1010,581,404,11914,11,10,23,30,85,155,352,416,299,1381,1282,1246,1061,1498,1940,2230,2386,1382,830,13855,28826,18020,14068,18525,16428,12464,8118,2888,861,120198
CED594,0,0,0,0,0,3,7,0,3,13,0,0,4,3,10,7,12,3,0,39,4,62,79,88,61,35,20,0,0,349,0,0,0,0,3,0,8,0,0,11,9,25,32,40,33,40,27,3,0,209,269,136,307,193,131,168,91,13,0,1308,93,172,267,281,223,162,87,14,12,1311,380,410,692,613,468,477,316,38,16,3410,0,10,6,35,61,122,136,24,3,397,28,50,72,68,56,40,35,10,0,359,0,0,4,9,16,33,53,10,0,125,0,0,0,0,0,0,0,0,3,3,0,4,9,14,31,54,65,8,3,188,0,0,6,12,22,44,68,24,4,180,0,0,0,7,7,7,13,3,3,40,3,4,3,9,17,20,35,10,0,101,14,104,149,157,133,86,36,9,6,694,0,0,0,0,10,8,19,0,0,37,21,49,59,72,71,89,70,6,0,437,528,305,612,469,315,334,212,26,4,2805
CED597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,5,5,4,0,0,30,0,8,3,3,8,0,0,0,0,22,0,13,14,11,9,3,4,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,60,84,56,24,8,0,0,254
CED601,6,12,19,33,64,100,172,164,109,679,8,6,24,56,177,363,469,410,126,1639,295,1159,1445,1253,1284,1060,704,303,178,7681,0,0,4,33,76,100,161,180,127,681,354,392,547,660,909,979,894,549,349,5633,7051,3843,4511,3622,3571,3277,2153,835,231,29094,773,528,498,478,471,491,456,302,182,4179,8977,6200,7329,6593,7136,7501,6654,3935,1718,56043,38,90,291,646,1578,2975,3882,2831,1152,13483,1548,1289,1489,1444,1429,1359,1321,749,217,10845,17,33,68,137,352,778,1142,841,300,3668,4,0,0,8,18,42,125,326,378,901,30,82,198,345,700,1299,1690,1100,318,5762,39,35,56,99,325,888,1537,1402,660,5041,22,28,38,56,128,191,313,322,176,1274,13,14,47,99,321,677,932,743,226,3072,636,1841,2326,1984,2091,1816,1196,526,254,12670,0,3,7,41,131,235,406,397,232,1452,873,723,940,1051,1514,1785,1574,932,492,9884,14083,8307,9797,7557,7237,6360,4198,1639,407,59585
CED602,11,13,22,37,58,129,198,225,122,815,11,3,21,60,192,412,603,390,137,1829,251,1053,1329,1201,1272,1177,736,318,194,7531,0,5,8,22,73,119,170,174,121,692,313,375,535,639,881,1083,890,477,261,5454,7003,3469,3828,3333,3567,3417,2328,983,281,28209,845,465,484,455,565,569,547,368,152,4450,9031,5696,6500,6138,7236,8221,7347,4264,1689,56122,31,80,267,611,1649,3302,4403,2974,1101,14418,1678,1300,1416,1474,1528,1534,1498,754,195,11377,12,15,49,129,400,811,1249,934,310,3909,3,0,0,3,22,46,108,322,314,818,39,83,175,320,823,1419,1931,1280,362,6432,51,44,51,117,406,953,1729,1527,656,5534,18,24,43,60,123,233,428,448,208,1585,27,12,37,110,352,750,1123,795,241,3447,522,1636,1990,1898,2154,1969,1304,575,262,12310,11,5,18,34,147,244,449,422,202,1532,850,710,842,1017,1474,1929,1647,843,384,9696,13943,7433,8157,6769,7216,6920,4630,1913,476,57457
CED603,6,8,13,33,42,80,115,147,77,521,18,10,16,28,86,202,305,285,91,1041,226,1457,1535,1243,1218,965,627,335,195,7801,0,0,4,27,39,75,144,157,114,560,281,499,675,751,834,950,816,520,360,5686,6645,4066,7212,4401,3582,2955,1951,783,244,31839,615,475,625,438,442,426,349,250,150,3770,8136,6707,10293,7252,6815,6760,5870,3519,1705,57057,17,86,253,551,1242,2405,3265,2302,1132,11253,1058,1288,1319,1309,1218,1180,1003,539,223,9137,19,38,67,162,338,663,1051,754,329,3421,5,0,0,3,11,42,160,373,415,1009,40,102,184,315,533,1034,1281,917,320,4726,29,35,52,97,272,735,1220,1154,666,4260,8,17,29,64,84,160,279,272,127,1040,25,25,37,59,177,406,561,505,180,1975,445,2222,2494,2088,2071,1714,1041,513,268,12856,0,10,19,39,77,167,320,333,188,1153,738,863,1072,1204,1474,1652,1412,865,538,9818,13430,8807,15452,9085,7203,5838,3778,1498,420,65511
CED604,7,12,17,21,50,90,152,150,81,580,12,4,12,32,87,230,402,298,107,1184,265,1085,1409,1400,1296,1129,725,323,190,7822,4,0,5,25,36,86,172,186,125,639,327,419,631,762,879,1017,967,499,241,5742,7814,3348,4667,4274,3720,3404,2327,858,232,30644,664,416,430,463,436,454,396,286,137,3682,9514,5486,7396,7409,7173,7720,6962,3953,1633,57246,17,93,309,676,1471,2920,4069,2795,1132,13482,1251,1081,1321,1390,1294,1307,1253,681,191,9769,22,26,53,181,348,801,1284,936,328,3979,0,3,5,6,6,39,151,329,396,935,46,65,147,270,585,1061,1561,980,311,5026,35,29,43,95,288,787,1533,1379,664,4853,17,16,23,49,82,175,287,295,140,1084,19,10,29,63,162,423,740,562,197,2205,554,1712,2130,2216,2129,1844,1284,547,293,12709,8,3,14,43,79,176,370,394,214,1301,853,763,948,1229,1469,1762,1706,880,409,10019,15656,7552,9783,8691,7525,6647,4498,1694,390,62436
CED605,8,12,28,40,71,121,163,165,72,680,7,0,15,41,171,412,610,310,79,1645,276,1051,1368,1318,1364,1333,798,253,128,7889,0,0,9,25,78,122,162,153,96,645,360,319,525,659,913,1126,870,417,216,5405,7337,3364,3892,3555,3573,3567,2397,876,182,28743,867,539,521,552,575,693,531,324,99,4701,9405,5569,6685,6575,7429,8725,7440,3725,1182,56735,24,83,304,712,1850,3749,4911,2820,877,15330,1565,1143,1408,1336,1396,1608,1544,718,178,10896,16,23,57,148,373,866,1461,913,239,4096,0,0,0,3,8,41,136,254,252,694,36,76,160,331,804,1553,1976,1180,303,6419,38,36,53,132,427,1104,1747,1407,510,5454,17,24,36,66,119,235,351,346,128,1322,23,15,34,87,309,759,1182,712,177,3298,605,1627,2035,2097,2267,2270,1469,467,185,13022,0,9,13,41,142,279,416,349,167,1416,934,637,851,1067,1556,2101,1703,741,347,9937,14723,7511,8261,7349,7335,7368,4901,1747,351,59546
CED694,0,0,0,0,0,3,0,0,0,3,0,0,0,3,6,9,7,0,0,25,0,42,21,28,23,19,6,0,0,139,0,0,0,0,0,0,0,0,0,0,0,6,6,11,16,19,9,0,0,67,49,34,49,27,21,28,19,4,0,231,5,19,11,24,18,31,28,4,0,140,61,108,92,97,78,98,72,13,4,623,0,0,8,16,26,38,21,9,3,121,7,22,29,17,18,15,9,0,0,117,0,0,0,3,6,10,6,3,0,28,0,0,0,0,0,4,0,0,0,4,0,0,0,9,18,8,14,0,0,49,0,0,0,0,7,7,17,3,3,37,0,0,0,0,3,8,0,0,0,11,0,0,0,3,4,11,11,0,0,29,4,69,51,51,53,34,16,0,0,278,0,0,0,5,4,3,5,0,0,17,4,12,8,21,32,23,9,0,0,109,102,90,107,64,70,51,40,7,0,531
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7
CED701,12,28,54,91,166,181,120,55,27,734,30,11,16,46,96,188,150,85,29,651,98,468,732,593,482,371,165,48,24,2981,6,0,4,26,44,62,66,47,11,266,333,259,470,571,655,651,387,161,57,3544,10548,5920,7474,5699,4152,2706,1139,259,36,37933,1442,855,1227,1004,899,750,424,119,29,6749,12900,8001,10676,9022,7699,6227,3300,1038,274,59137,12,62,177,392,765,1271,1134,503,158,4474,882,627,1000,1064,1054,997,552,199,41,6416,20,14,53,92,237,452,434,217,38,1557,3,5,10,6,15,52,132,138,99,460,49,145,338,792,1294,1526,1103,412,92,5751,282,374,331,401,665,907,801,372,97,4230,47,46,89,158,280,337,254,111,44,1366,71,26,41,101,181,382,348,173,45,1368,238,743,1156,1025,874,699,342,98,29,5204,6,0,15,43,93,170,160,124,21,632,852,521,784,968,1149,1220,764,329,108,6695,21448,12565,14778,11487,8528,5662,2477,545,73,77563
CED702,9,7,26,40,53,77,88,71,27,398,17,7,9,20,88,150,187,120,32,630,135,653,1019,832,590,445,219,80,30,4003,4,0,3,13,44,61,65,53,20,263,317,284,562,659,630,627,511,220,80,3890,8837,4372,7827,5954,4173,2656,1330,357,56,35562,1126,672,1081,890,671,531,308,154,58,5491,10767,6247,11046,9025,7079,5579,3594,1488,389,55214,10,60,243,455,985,1468,1543,814,209,5787,930,731,1303,1077,927,801,557,204,45,6575,14,15,59,136,336,514,631,328,54,2087,0,6,0,8,6,34,76,146,94,370,19,74,183,400,738,1136,1095,502,102,4249,47,41,79,131,349,656,828,482,160,2773,20,22,45,96,117,159,194,143,41,837,50,17,30,47,157,315,372,252,52,1292,296,987,1486,1316,1064,803,425,154,50,6581,5,0,9,25,76,152,189,125,43,624,864,576,914,1123,1153,1175,920,414,130,7269,17789,9341,15488,11854,8448,5452,2714,744,112,71942
CED794,0,0,0,9,7,20,8,4,0,48,0,0,0,5,3,10,9,0,0,27,0,6,27,30,15,24,3,5,0,110,0,0,0,0,0,4,0,0,0,4,3,3,14,25,24,17,13,4,0,103,153,88,182,120,84,73,32,4,0,736,32,48,105,71,105,98,33,0,0,492,190,162,364,268,280,279,114,17,4,1678,0,0,0,14,27,60,58,5,0,164,11,7,36,30,34,35,22,0,0,175,0,0,0,8,13,18,28,4,0,71,0,0,0,4,3,0,5,0,0,12,0,0,9,12,43,60,39,4,0,167,0,6,14,19,35,58,36,5,0,173,0,3,0,4,24,31,13,3,0,78,0,0,0,6,10,22,15,0,0,53,6,14,41,55,50,48,22,8,0,244,0,0,0,0,3,9,4,0,0,16,10,11,25,41,56,45,27,3,0,218,355,149,356,269,183,166,91,12,3,1584
CED797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,15,12,8,0,0,0,64
CED801,6,19,35,59,75,143,176,205,108,826,14,8,21,57,121,250,349,322,120,1262,348,1684,2038,1740,1517,1090,560,274,113,9364,6,0,10,21,63,96,123,147,97,563,529,685,1173,1373,1400,1534,1201,699,317,8911,11604,5184,7035,6674,5309,4159,2586,994,213,43758,813,478,589,566,507,440,395,271,141,4200,14008,8262,11299,11153,10085,9486,7512,4174,1547,77526,27,118,405,872,1834,3176,3810,2570,1031,13843,1943,1572,2311,2313,1967,1746,1428,702,226,14208,27,42,109,237,522,1001,1420,982,341,4681,0,0,0,3,8,35,144,343,347,880,51,99,255,519,1029,1647,1887,1134,336,6957,50,57,89,178,423,985,1707,1410,700,5599,21,32,63,112,161,260,415,377,197,1638,31,26,38,102,218,460,715,618,227,2435,754,2585,3101,2816,2489,1836,1050,467,164,15262,5,9,15,45,126,193,324,314,197,1228,1367,1205,1811,2224,2419,2745,2211,1208,491,15681,23504,11515,14756,13820,10918,8265,4817,1844,382,89821
CED802,13,11,21,33,67,82,134,163,105,629,12,16,13,36,70,159,232,242,134,914,234,2475,2319,1451,1118,814,479,315,187,9392,5,3,9,20,26,61,93,151,143,511,388,1038,1381,1137,1089,1124,1069,649,410,8285,8337,7374,8478,6333,4938,3494,2183,934,298,42369,584,1133,868,573,491,435,386,191,142,4803,10007,12414,13449,10210,8603,7392,6187,3827,1970,74059,26,137,353,632,1187,2123,2774,2296,1119,10647,1248,2245,2443,1869,1482,1290,1103,636,237,12553,13,45,113,237,462,789,1179,932,356,4126,0,3,0,6,11,34,121,418,594,1187,26,108,194,320,509,867,1078,814,348,4264,27,67,72,125,271,646,1175,1249,819,4451,19,22,48,72,130,163,283,315,199,1251,13,28,38,66,137,287,471,468,246,1754,487,3529,3635,2417,1945,1437,839,482,282,15053,0,4,15,42,59,132,242,311,246,1051,908,1565,2114,1836,1904,2101,1930,1153,602,14113,16864,15703,18192,13110,10193,7074,4244,1739,508,87627
