CED_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Other_0_14,F_Other_15_24,F_Other_25_34,F_Other_35_44,F_Other_45_54,F_Other_55_64,F_Other_65_74,F_Other_75_84,F_Other_85_over,F_Other_Tot,F_None_0_14,F_None_15_24,F_None_25_34,F_None_35_44,F_None_45_54,F_None_55_64,F_None_65_74,F_None_75_84,F_None_85_over,F_None_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Other_0_14,P_Other_15_24,P_Other_25_34,P_Other_35_44,P_Other_45_54,P_Other_55_64,P_Other_65_74,P_Other_75_84,P_Other_85_over,P_Other_Tot,P_None_0_14,P_None_15_24,P_None_25_34,P_None_35_44,P_None_45_54,P_None_55_64,P_None_65_74,P_None_75_84,P_None_85_over,P_None_Tot
CED303,4,11,29,35,71,128,172,208,128,786,15,12,28,38,142,379,637,537,199,1987,425,1361,1527,1626,1738,1524,976,424,357,9958,4,3,4,23,70,136,226,225,178,869,592,601,791,1037,1375,1598,1472,885,620,8971,11139,5725,4981,6121,6221,5200,3328,1264,293,44272,897,591,500,568,688,643,517,306,169,4879,13685,8623,8289,10219,11445,11433,9969,5521,2316,81500,30,83,270,675,1733,3658,5170,3623,1471,16713,1870,1515,1752,2190,2180,2038,1944,1001,304,14794,34,40,104,194,608,1247,1970,1455,453,6105,0,0,7,7,22,66,216,530,625,1473,48,105,188,385,989,1801,2541,1545,447,8049,62,55,91,166,535,1375,2525,2269,1129,8207,15,27,50,73,151,246,396,414,214,1586,59,29,57,86,289,701,1218,1043,367,3849,905,2182,2329,2634,2749,2495,1794,811,488,16387,7,7,15,50,138,294,529,548,295,1883,1542,1113,1244,1709,2260,2757,2643,1603,888,15759,22438,12789,10337,12306,12388,10273,6378,2390,540,89839
CED304,8,13,50,37,51,62,71,96,69,457,15,23,41,36,88,173,245,211,99,931,177,2756,3431,1717,1409,965,475,242,123,11295,5,8,13,28,42,72,84,99,67,418,360,1012,1611,1193,1126,1069,788,501,299,7959,9988,9632,14188,9118,7204,4528,2325,771,256,58010,606,1048,1540,948,718,594,389,234,159,6236,11514,14857,21481,13807,11663,8659,5743,3051,1462,92237,10,134,439,655,1231,1879,2164,1574,673,8759,933,2295,3443,2412,1840,1340,885,482,146,13776,19,78,188,340,661,995,1085,727,302,4395,0,6,4,9,10,35,107,279,331,781,31,113,266,385,659,935,1065,747,199,4400,36,84,143,154,438,891,1259,1149,550,4704,13,38,80,90,121,157,172,193,113,977,29,36,85,87,177,356,503,412,167,1852,346,3882,5540,3151,2637,1766,885,395,172,18774,5,17,22,58,96,185,225,249,122,979,798,1512,2560,2106,2126,1950,1429,823,466,13770,19829,19539,29611,19189,14698,9215,4554,1476,394,118505
CED305,14,14,39,42,66,131,164,214,122,806,24,17,30,60,197,456,545,373,125,1827,338,1304,1510,1504,1418,1330,671,362,190,8627,3,6,15,32,80,120,181,203,105,745,517,466,685,895,947,1150,772,517,317,6266,11956,5730,6424,5830,5231,4279,2209,860,211,42730,1615,1132,1243,1119,1105,1007,584,371,174,8350,15239,9125,10538,10230,10017,10028,7059,4095,1671,78002,27,106,316,784,1726,3380,4036,2789,1085,14249,2138,1591,1904,1971,1808,1647,1347,745,183,13334,33,35,109,243,487,1059,1379,943,321,4609,0,3,3,4,18,62,166,414,429,1099,63,117,206,491,1058,1854,2102,1276,378,7545,63,66,118,187,587,1460,2106,1712,780,7079,32,28,60,88,141,279,366,419,214,1627,60,28,62,111,352,893,1143,764,249,3662,731,2016,2317,2398,2271,2182,1268,606,273,14062,6,12,25,56,145,288,437,410,181,1560,1353,865,1093,1426,1621,2062,1511,878,485,11294,24334,12426,13175,12185,10893,8903,4655,1694,385,88650
CED306,7,18,27,44,59,120,173,213,106,767,19,15,15,61,155,406,502,311,125,1609,335,1185,1418,1341,1361,1206,625,321,210,8002,0,8,17,22,67,128,163,145,103,653,458,461,669,838,1039,1152,831,475,268,6191,11445,6134,6707,6317,5911,4740,2653,976,281,45164,1580,1161,1342,1161,1158,1018,601,415,192,8628,14438,9470,10736,10492,10844,10487,7634,4206,1790,80097,25,95,301,699,1691,3312,3908,2653,1033,13717,1739,1480,1723,1716,1720,1616,1247,600,169,12010,33,45,84,224,515,1058,1460,913,319,4651,5,6,5,3,11,70,220,480,532,1332,38,100,184,387,1043,1866,2182,1366,379,7545,64,62,95,174,616,1429,2098,1648,729,6915,23,32,58,76,134,239,407,397,191,1557,52,21,45,115,299,778,994,698,226,3228,641,1820,2169,2092,2318,2097,1194,619,315,13265,4,14,32,62,136,263,399,359,183,1452,1189,880,1103,1360,1819,2070,1590,836,430,11277,23356,13127,13722,12862,12084,9864,5423,1949,485,92872
CED307,14,6,25,52,83,87,155,144,75,641,38,17,37,68,159,348,485,364,94,1610,451,1805,1957,1920,1817,1256,788,307,164,10465,11,11,18,30,61,115,162,119,72,599,709,754,974,1273,1447,1304,1152,537,231,8381,12592,6182,5642,6812,6497,4368,2374,871,169,45507,1019,607,569,636,681,470,389,234,148,4753,15498,9703,9642,11618,12030,9712,7489,3688,1294,80674,18,115,374,884,1945,2998,3851,2363,762,13310,2052,1799,2097,2545,2335,1816,1443,652,175,14914,37,40,106,302,667,1117,1517,1022,289,5097,0,0,0,6,11,42,162,339,365,925,57,107,206,536,1074,1741,2045,1131,249,7146,70,64,94,217,593,1280,2109,1542,533,6502,30,29,42,96,153,196,336,317,130,1329,81,36,57,136,287,615,866,729,187,2994,1000,2854,3114,3191,3005,2095,1395,545,219,17418,11,14,20,53,142,237,371,319,126,1293,1857,1409,1564,2088,2505,2379,2010,957,340,15109,25762,13648,11945,13646,13289,8810,4603,1660,292,93655
CED308,14,20,30,57,75,111,188,237,146,878,24,22,25,49,137,426,733,532,182,2130,501,1720,1984,1685,1680,1371,894,490,278,10603,0,6,10,34,69,133,219,249,117,837,629,737,941,1161,1416,1474,1365,821,529,9073,14018,7645,8627,8373,7690,5638,3754,1455,295,57495,1630,1099,1187,1081,1087,883,697,395,190,8249,17586,11686,13435,13300,13598,11953,10567,5907,2167,100199,47,127,374,885,2073,3583,5232,3838,1254,17413,2315,1863,2342,2293,2135,1835,1793,1013,299,15888,29,49,113,297,662,1248,1970,1459,443,6270,5,4,0,10,21,74,279,684,678,1755,49,136,220,486,1057,1705,2293,1573,416,7935,65,65,89,205,545,1250,2394,2209,931,7753,32,24,62,90,150,230,421,516,269,1794,64,43,63,121,287,726,1291,1073,331,3999,1099,2643,3067,2744,2794,2265,1532,845,388,17377,5,10,19,66,146,310,523,576,210,1865,1668,1279,1524,1928,2342,2619,2405,1490,785,16040,28195,16278,17368,16619,15156,11058,6947,2833,555,115009
CED309,9,7,20,33,47,94,137,171,134,652,23,5,17,43,159,407,620,459,216,1949,359,1322,1421,1606,1616,1435,939,469,345,9512,3,3,13,30,60,98,217,274,170,868,537,533,711,967,1245,1601,1436,862,528,8420,11779,5866,6208,6983,7059,5889,3895,1572,338,49589,1214,749,791,873,908,888,691,469,390,6973,14504,8830,9547,11275,12160,12182,10623,6158,2657,87936,29,87,284,805,1763,3738,5173,3862,1662,17403,1706,1365,1587,1992,2017,1851,1828,1071,346,13763,37,33,94,252,599,1280,1886,1559,539,6279,0,0,3,12,24,59,202,572,666,1538,47,97,132,247,609,1265,1820,1298,434,5949,55,47,70,147,414,1220,2288,2297,1229,7767,27,19,46,68,103,196,330,362,246,1397,58,25,37,89,257,701,1154,921,381,3623,767,2027,2179,2616,2660,2495,1744,861,489,15838,8,11,22,55,127,247,491,604,323,1888,1342,977,1149,1562,2084,2758,2520,1511,832,14735,23732,12187,12272,13780,13833,11120,7579,2885,620,98008
CED310,5,18,25,41,62,98,163,216,128,756,21,17,22,56,137,386,676,583,204,2102,390,1492,1636,1561,1635,1507,981,509,289,10000,6,6,15,30,79,121,241,260,192,950,559,538,763,959,1310,1551,1416,947,473,8516,11606,6531,6446,6836,6741,5680,3935,1592,374,49741,1152,881,831,833,865,861,706,456,256,6841,14353,9889,10218,10997,11840,11950,10980,6629,2670,89526,31,127,368,811,1848,3763,5464,4280,1688,18380,1815,1549,1686,1944,1881,1892,1842,1103,367,14079,24,56,90,228,673,1281,2043,1619,557,6571,3,0,3,3,19,55,216,604,720,1623,60,115,157,312,713,1271,1930,1584,476,6618,51,67,75,134,436,1174,2458,2582,1201,8178,21,25,39,77,126,207,349,454,237,1535,56,35,47,98,242,697,1230,1132,399,3936,841,2297,2433,2515,2663,2510,1731,904,436,16330,15,18,31,54,137,283,538,603,359,2038,1390,1058,1187,1560,2166,2611,2497,1690,794,14953,23334,13466,12957,13321,13269,10867,7416,3002,724,98356
CED311,8,19,25,33,54,123,184,170,89,705,30,11,24,78,198,516,535,321,92,1805,356,1274,1562,1444,1550,1366,707,248,89,8596,3,0,8,47,80,154,186,154,66,698,561,426,666,865,1066,1236,813,425,190,6248,12564,5468,5849,5946,5318,4469,2289,838,157,42898,1832,986,1049,1079,1110,1018,754,409,186,8423,16126,8578,9803,10161,10489,10491,7355,3610,1144,77757,27,83,325,796,2050,4017,4349,2485,731,14863,2150,1505,1900,1887,1923,2048,1428,642,157,13640,28,43,88,243,550,1111,1444,789,219,4515,0,3,3,9,16,64,137,288,270,790,65,103,257,470,1146,2053,2292,1261,244,7891,59,49,96,217,622,1500,2092,1456,516,6607,24,28,40,54,128,274,397,354,169,1468,67,28,51,151,389,1054,1211,722,192,3865,791,2009,2374,2301,2555,2439,1347,466,147,14429,8,5,21,61,149,328,444,369,134,1519,1515,891,1045,1436,1863,2348,1592,790,311,11791,24947,11797,12101,12182,11300,9497,5104,1788,336,89052
CED312,15,17,44,87,85,133,191,267,107,946,44,19,31,85,221,498,651,486,156,2191,577,2089,2408,2052,1994,1438,884,463,205,12110,9,9,18,46,85,171,264,236,102,940,817,826,1205,1326,1555,1479,1247,750,372,9577,16178,7835,8801,7827,6101,4268,2453,826,178,54467,2097,1311,1341,1196,1013,748,513,375,223,8817,20853,12602,14690,13628,12348,10311,8328,4451,1580,98791,46,157,515,1110,2386,3834,4782,3133,970,16933,3181,2421,3144,2951,2552,2037,1670,885,204,19045,36,57,128,314,669,1000,1520,1025,299,5048,5,3,7,13,21,69,238,533,404,1293,61,144,353,675,1450,2212,2627,1545,332,9399,85,80,126,235,679,1429,2229,1842,688,7393,35,40,75,139,196,276,429,516,198,1904,99,44,76,172,410,868,1213,946,286,4114,1294,3215,3768,3304,3185,2336,1521,776,306,19705,16,6,36,74,171,356,570,530,186,1945,2162,1512,1956,2227,2612,2616,2199,1275,563,17122,31983,16735,18149,15994,12573,8529,4670,1610,311,110554
CED313,4,18,46,51,59,70,78,91,81,498,20,18,30,44,77,182,267,200,113,951,220,2393,2969,1873,1415,954,546,234,162,10766,4,7,18,18,46,77,105,111,112,498,414,914,1519,1314,1210,1082,824,483,329,8089,11029,9094,12304,9364,7286,4351,2043,775,240,56486,815,1081,1334,924,802,592,404,251,232,6435,12890,13955,18785,14378,11958,8597,5588,3008,1617,90776,13,133,376,583,1213,2054,2224,1517,843,8956,1120,2156,3103,2493,1890,1337,912,439,190,13640,34,49,176,327,670,898,1048,712,277,4191,0,0,3,9,8,32,114,264,393,823,37,127,227,398,716,955,1079,675,274,4488,48,62,116,168,451,907,1311,1007,626,4696,24,28,79,81,118,176,200,184,146,1036,42,35,50,82,163,353,474,382,193,1774,472,3436,4544,3184,2490,1710,960,378,221,17395,7,7,33,48,91,189,241,227,179,1022,1017,1457,2303,2134,2055,1960,1470,821,465,13682,22383,18588,25435,19129,14586,8695,3971,1436,403,114626
CED314,6,18,30,44,84,131,192,200,145,850,23,10,31,50,144,339,474,410,197,1678,466,1789,1986,1692,1671,1452,885,477,273,10691,10,4,13,35,65,139,224,246,164,900,579,652,978,1108,1216,1298,1154,741,451,8177,12477,6542,6443,5727,5184,4108,2752,1226,374,44833,1235,868,761,716,705,681,588,404,208,6166,15682,10267,10696,10000,10120,9780,8625,5513,2520,83203,31,126,386,797,1905,3524,4736,3678,1618,16801,2502,2006,2260,2165,2036,1964,1635,1024,333,15925,38,51,106,245,510,1032,1599,1308,465,5354,6,0,6,7,18,62,191,539,599,1428,65,119,257,494,1143,1865,2289,1571,441,8244,51,69,91,190,546,1248,2215,2171,1104,7685,30,30,53,82,164,259,412,416,234,1680,49,31,57,116,261,606,928,812,341,3201,999,2797,3083,2708,2753,2456,1611,840,385,17632,19,7,25,61,131,284,466,543,270,1806,1418,1193,1525,1760,2080,2264,2087,1275,652,14254,24901,13924,13308,11573,10249,8040,5173,2254,647,90069
CED315,7,27,26,54,90,140,170,196,115,825,28,21,16,75,177,431,498,381,122,1749,369,1714,2056,1866,1671,1332,747,355,174,10284,7,8,16,25,82,141,165,169,109,722,590,685,912,1048,1228,1306,914,542,319,7544,12221,7655,7247,6258,5339,3889,2184,774,214,45781,1622,1164,1202,1054,969,764,490,300,148,7713,15549,11819,12089,11068,10631,9552,6913,3685,1439,82745,25,137,482,965,2002,3492,3765,2456,888,14212,1995,1878,2204,1965,1798,1636,1255,607,155,13493,31,47,98,274,533,1067,1465,918,291,4724,3,0,6,7,22,81,206,414,398,1137,43,111,278,544,1272,1952,2035,1204,276,7715,93,89,133,246,630,1352,1928,1514,564,6549,34,39,50,88,156,284,399,375,178,1603,62,39,51,133,326,781,1002,741,200,3335,824,2562,3187,3090,2879,2341,1433,629,240,17185,11,14,26,60,149,288,391,340,186,1465,1547,1230,1547,1772,2164,2333,1668,961,460,13682,24808,16011,15191,12494,10778,7842,4253,1436,341,93154
CED316,9,19,18,46,66,163,309,341,209,1180,28,13,36,73,237,740,1198,910,241,3476,452,1378,1526,1526,1739,1967,1367,627,298,10880,3,8,12,52,103,219,315,377,187,1276,536,486,677,863,1195,1773,1662,1064,494,8750,9329,4552,4427,4477,4797,4896,3842,1599,407,38326,1171,702,671,669,776,870,893,689,316,6757,12147,7477,7711,8228,9748,12182,12792,7726,2804,80815,38,115,345,896,2176,5002,8029,5743,1886,24230,1945,1462,1595,1815,1911,2363,2578,1468,336,15473,29,39,92,172,529,1346,2532,1993,583,7315,5,3,0,7,29,83,296,722,656,1801,60,116,211,441,1067,2183,3529,2405,608,10620,52,51,83,182,578,1717,3570,3296,1305,10834,20,31,39,84,136,335,646,753,361,2405,55,32,60,148,465,1372,2383,1871,478,6864,966,2206,2397,2522,3001,3365,2614,1252,458,18781,6,13,33,77,185,435,746,836,343,2674,1403,984,1091,1469,2100,3199,3151,1955,737,16089,18731,9767,9066,8726,9286,9174,7341,3262,749,76102
CED317,10,4,19,47,94,139,205,189,103,810,16,6,18,32,142,414,531,352,97,1608,250,872,1167,1174,1254,1238,673,301,147,7076,4,5,11,20,63,130,188,183,88,692,390,400,553,727,998,1282,904,520,249,6023,12757,6166,6783,6182,6024,5226,3194,1241,292,47865,2018,1161,1325,1263,1324,1151,913,528,264,9947,16060,9054,10496,10263,11044,11413,9039,4856,1779,84004,20,89,250,598,1571,3465,4365,2927,1049,14334,1690,1227,1510,1589,1647,1812,1486,664,182,11807,26,24,80,177,474,1096,1726,1064,291,4958,4,6,4,7,17,96,228,456,469,1287,40,128,222,570,1219,2259,2501,1502,369,8810,90,101,117,235,596,1585,2339,1870,798,7731,13,14,41,81,169,315,486,399,200,1718,44,26,39,80,284,867,1160,815,223,3538,581,1388,1778,1920,2134,2245,1362,561,237,12206,9,11,22,36,130,333,484,426,173,1624,1072,827,904,1240,1810,2403,1825,999,400,11480,25903,13383,14023,12246,12086,10751,6701,2555,582,98230
CED318,13,15,25,36,84,144,149,138,72,676,21,10,21,42,111,315,467,285,84,1356,228,1026,1267,1320,1323,1136,592,264,137,7293,7,8,13,28,62,136,153,156,88,651,433,420,622,891,1182,1334,1038,580,335,6835,13241,6985,8170,8016,7355,5307,2900,983,219,53176,1947,1243,1594,1351,1291,1194,801,376,140,9937,16338,10072,12259,12483,12680,11355,8157,3821,1405,88570,26,71,202,586,1457,2966,3576,2128,779,11791,1214,1091,1361,1520,1602,1542,1199,558,143,10230,27,35,91,234,586,1095,1494,857,283,4702,0,6,3,12,7,69,227,464,419,1207,39,109,234,597,1199,1868,2001,1034,280,7361,87,106,129,233,549,1292,1842,1330,572,6140,23,28,50,76,184,314,363,279,143,1460,50,28,36,96,237,631,996,653,163,2890,543,1580,1979,2171,2352,2032,1139,455,194,12445,9,11,23,58,120,305,442,375,145,1488,1075,805,1037,1480,2110,2513,1987,1055,517,12579,26722,14459,16004,15440,14663,10820,6011,2009,396,106524
CED319,8,14,28,50,59,108,136,173,169,745,19,18,21,45,142,279,420,409,215,1568,269,1744,2355,1762,1608,1214,737,388,309,10386,0,4,8,26,49,92,161,198,159,697,488,659,1140,1213,1284,1298,1117,734,514,8447,11537,6092,8406,7799,6080,4013,2281,1087,383,47678,901,598,780,714,627,480,367,301,396,5164,13709,9468,13225,12377,10842,8787,6893,4768,2760,82829,20,101,346,676,1478,2520,3183,2693,1440,12457,1357,1642,2527,2401,2037,1550,1346,827,328,14015,20,48,133,298,638,970,1357,1187,536,5187,0,0,4,6,19,41,125,438,614,1247,44,110,231,484,984,1584,1795,1303,472,7007,38,54,106,156,495,1132,1847,1798,1100,6726,24,29,52,90,124,227,308,346,279,1479,40,36,43,86,228,549,793,745,348,2868,571,2542,3679,2888,2768,2056,1280,620,416,16820,4,14,23,46,111,204,345,392,274,1413,1218,1134,1822,2021,2253,2355,1915,1221,732,14671,23519,13024,17262,16105,12241,7909,4305,1952,639,96956
CED320,9,16,62,75,105,160,290,316,162,1195,58,17,40,111,295,603,924,640,157,2845,723,2077,2588,2275,2215,1947,1228,528,226,13807,5,8,19,48,103,176,283,263,118,1023,888,768,1139,1356,1610,1848,1676,870,345,10500,13388,6629,6814,6145,5676,4592,3216,1224,244,47928,1657,994,999,899,894,736,677,413,230,7499,17600,10974,12167,11607,11937,11660,11153,5998,1998,95094,47,171,628,1255,2723,4563,6676,4320,1312,21695,2983,2166,2813,2687,2568,2362,2408,1163,257,19407,34,49,128,278,662,1346,2308,1699,443,6947,6,9,3,5,20,76,303,601,557,1580,64,147,304,706,1389,2431,3258,1930,425,10654,83,89,152,292,744,1731,3208,2616,933,9848,38,38,96,113,202,343,636,633,284,2383,128,45,82,208,500,1119,1787,1349,352,5570,1582,3327,3909,3638,3563,3158,2284,1002,351,22814,16,13,28,79,194,371,642,599,216,2158,2327,1568,1857,2178,2762,3228,3029,1584,560,19093,26638,14083,13948,12308,11590,9047,6183,2420,444,96661
CED321,20,16,19,44,83,135,217,242,115,891,19,15,15,53,169,464,599,366,119,1819,358,1169,1334,1286,1504,1501,883,350,168,8553,0,0,14,27,80,167,221,224,135,868,467,420,605,711,968,1271,1056,550,293,6341,10650,4793,5089,4795,4947,4478,2849,1303,313,39217,1701,955,982,980,1091,1087,893,586,331,8606,13889,7816,8573,8518,9764,10783,9174,5291,2054,75862,37,102,285,705,1796,3980,5374,3474,1241,16994,2073,1598,1786,1833,1957,2234,2008,1035,241,14765,23,33,75,190,539,1081,1684,1188,345,5158,3,7,4,6,25,59,166,410,419,1099,60,105,192,472,1091,2059,2769,1603,371,8722,47,58,86,157,557,1541,2487,1990,807,7730,37,31,39,74,161,288,490,489,229,1838,47,24,36,96,322,928,1294,893,241,3881,795,1874,2061,2053,2546,2626,1704,640,259,14558,9,4,25,46,128,360,546,482,239,1839,1154,801,1004,1217,1762,2355,1980,1034,450,11757,21404,10328,10525,9466,9908,9086,6057,2660,562,79996
CED322,6,11,16,29,51,99,142,222,187,763,20,8,21,37,92,306,486,445,191,1606,279,1192,1367,1344,1217,1056,708,441,355,7959,0,8,5,20,43,87,167,203,150,683,460,517,726,915,996,1223,1123,699,503,7162,11639,6747,7446,8089,7232,5278,3466,1336,375,51608,1145,791,941,944,864,728,625,438,354,6830,14149,9691,11072,12104,11540,10259,8972,5242,2606,85635,27,77,233,582,1388,2677,3990,3008,1413,13395,1687,1389,1666,1837,1616,1348,1318,792,282,11935,24,31,93,242,545,1038,1638,1250,530,5391,0,0,0,12,16,51,195,580,734,1588,40,99,129,234,539,1023,1533,1209,428,5234,34,38,72,122,349,911,1802,1834,957,6119,19,22,37,56,107,193,279,412,288,1413,44,27,38,73,179,510,887,823,334,2915,646,1764,2054,2159,2111,1768,1248,703,479,12932,11,7,12,35,101,208,420,464,274,1532,1096,912,1119,1442,1725,2023,2018,1226,720,12281,23350,13705,14611,15545,14068,9974,6536,2543,673,101005
CED323,4,14,32,39,49,99,150,211,156,754,18,21,30,41,141,329,629,529,216,1954,276,1495,1596,1290,1436,1243,836,427,232,8831,0,3,8,28,43,115,179,248,147,771,362,578,898,820,1133,1296,1194,860,480,7621,9799,7643,10135,7892,7229,5728,3929,1718,398,54471,1032,1154,1615,1172,1111,1138,895,648,391,9156,12042,11340,14862,11977,12124,11584,10155,6378,2549,93011,23,110,292,665,1546,3125,4459,3596,1435,15251,1448,1696,2040,1864,1776,1537,1521,918,291,13091,16,43,118,241,559,1144,1792,1443,529,5885,5,0,9,5,17,47,185,531,595,1394,56,96,211,335,745,1353,1859,1429,442,6526,39,55,90,162,385,1129,2098,2106,1067,7131,21,30,46,71,127,205,361,429,276,1566,38,32,60,100,268,622,1157,994,370,3641,621,2228,2525,2268,2489,2121,1442,739,382,14815,7,9,19,58,113,265,444,563,300,1778,943,1047,1399,1408,1982,2330,2202,1461,752,13524,19936,15565,20526,15828,14360,11141,7482,3348,726,108912
CED324,0,16,24,40,56,83,120,126,107,572,17,15,24,40,100,175,314,292,130,1107,236,1686,1796,1459,1236,913,548,345,274,8493,0,4,12,29,47,95,128,172,133,620,479,635,1010,1112,1141,1220,1068,693,461,7819,12602,7579,9877,8941,6402,4383,2589,963,281,53617,906,660,825,743,558,471,367,237,164,4931,14738,10964,14000,13051,10506,8719,6867,3990,2025,84860,16,98,253,539,1198,2105,2745,2301,1106,10361,1433,1778,2165,1961,1700,1310,1155,611,235,12348,25,34,112,258,500,879,1173,923,407,4311,0,5,3,0,13,43,164,400,571,1199,36,98,211,529,947,1501,1773,1237,409,6741,41,53,90,187,446,997,1562,1499,855,5730,14,33,49,78,119,175,272,282,179,1201,35,40,48,66,182,385,599,577,225,2157,489,2542,2980,2360,2107,1601,1016,574,384,14053,3,14,24,48,95,206,321,362,232,1305,1150,1165,1643,1901,2062,2202,1956,1181,674,13934,25456,16319,20892,18217,12861,8725,4934,1862,494,109760
CED325,11,16,43,67,85,117,128,147,82,696,38,15,30,48,171,360,432,310,116,1520,389,1649,1981,1766,1571,1190,658,365,219,9788,8,9,18,34,76,136,170,158,89,698,706,667,1054,1309,1429,1378,1022,594,343,8502,16210,8026,9172,8987,6608,4238,2246,751,225,56463,1713,942,1085,1041,772,598,358,205,102,6816,19927,11781,14009,14208,12022,9604,6777,3504,1376,93208,39,121,398,894,1900,2969,3244,2149,732,12446,2535,2080,2398,2432,2021,1750,1266,713,184,15379,38,54,130,275,513,924,1063,763,229,3989,6,0,5,7,23,51,162,375,360,989,48,141,332,802,1587,2334,2261,1211,326,9042,81,76,123,222,590,1214,1640,1297,557,5800,27,40,77,125,160,234,307,296,140,1406,80,38,53,98,289,634,810,573,198,2773,918,2571,3147,2885,2600,1992,1141,571,292,16117,16,11,31,60,147,308,385,344,156,1458,1824,1246,1736,2172,2444,2479,1835,999,487,15222,33036,17086,18311,18024,13404,8508,4368,1436,378,114551
