LGA_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
LGA17000,49,69,38,45,46,14,7,264,57,59,43,30,19,12,0,215,68,80,49,22,34,15,3,276,1045,1119,670,448,498,118,44,3943,10,7,0,6,6,0,0,20,1227,1329,799,537,596,154,52,4708,3,0,4,3,9,4,0,22,6,15,3,6,8,0,0,38,11,18,8,3,10,0,0,55,187,303,180,109,104,26,3,911,10,11,6,5,0,0,0,24,212,340,210,126,125,29,9,1050,1441,1671,1013,664,724,180,57,5756
LGA17040,62,57,31,16,26,4,6,208,47,57,47,30,43,0,6,227,47,55,58,31,47,5,0,248,664,703,460,319,324,55,29,2550,4,7,7,0,5,0,0,18,831,874,595,404,443,65,31,3246,0,9,6,3,3,0,0,27,12,20,3,11,12,0,3,55,0,3,9,7,12,0,0,34,86,141,116,87,100,7,10,549,0,9,9,0,0,0,0,24,105,178,143,106,134,11,12,689,933,1057,737,511,574,76,47,3935
LGA17080,30,39,23,11,17,4,0,128,25,31,17,15,8,0,0,104,36,46,10,14,13,0,0,123,522,543,364,198,249,37,5,1916,0,0,0,5,3,0,0,10,618,663,417,240,291,40,9,2281,3,6,0,0,0,0,0,10,4,18,16,7,5,0,0,52,4,5,3,3,4,0,0,26,125,146,116,71,76,10,6,551,7,5,0,0,0,0,0,13,139,178,145,82,89,16,6,649,755,842,561,322,383,57,8,2927
LGA17100,1395,1384,663,436,525,432,287,5115,159,100,66,49,87,48,28,541,157,148,82,56,75,53,30,594,376,324,193,135,161,139,81,1408,21,17,6,3,0,0,0,44,2105,1977,1013,678,854,665,428,7704,56,128,113,75,118,124,87,700,12,29,16,12,22,8,5,113,9,22,22,15,18,10,10,105,38,42,34,20,27,15,10,188,3,8,6,0,7,3,0,23,123,225,189,128,198,153,113,1133,2227,2202,1200,802,1053,821,537,8841
LGA17150,1713,1815,957,627,805,526,344,6790,1102,1315,789,524,723,385,169,5002,1385,1352,760,479,599,327,124,5027,7736,7707,4753,3256,4161,2049,931,30584,37,29,14,17,7,0,0,105,11967,12211,7273,4900,6290,3292,1574,47502,95,188,150,120,167,99,58,878,121,227,165,134,179,96,53,971,66,156,116,109,147,76,40,708,507,994,765,579,792,358,195,4189,18,28,14,16,15,7,0,91,802,1594,1205,956,1296,637,348,6836,12770,13805,8479,5853,7582,3927,1921,54342
LGA17200,2762,1585,634,321,390,271,142,6110,827,446,223,125,147,76,34,1878,962,540,213,132,144,72,44,2105,1675,929,503,338,401,240,113,4200,30,15,4,3,5,0,0,56,6258,3509,1581,918,1085,661,336,14343,231,258,182,153,212,213,160,1402,86,121,82,57,94,34,27,503,77,96,71,31,68,38,29,418,222,307,199,126,167,107,61,1198,27,26,8,12,8,0,0,90,644,808,545,379,554,397,277,3609,6898,4320,2121,1299,1642,1064,611,17954
LGA17310,286,242,116,71,82,11,9,824,81,101,66,39,40,10,3,341,131,107,54,33,64,10,0,403,2187,2354,1499,1022,1104,189,58,8414,4,16,14,14,3,0,0,41,2681,2821,1750,1176,1296,227,69,10027,8,9,7,3,14,0,0,48,35,49,38,14,16,0,0,159,9,22,13,11,16,6,0,77,782,1003,605,413,461,62,9,3329,20,23,13,13,9,4,0,88,856,1108,680,451,516,65,15,3700,3539,3930,2424,1634,1814,297,87,13720
LGA17350,7,15,8,7,0,0,0,41,0,0,3,0,9,0,0,14,7,10,8,0,0,0,0,24,234,253,169,114,98,24,7,893,0,0,0,0,0,0,0,0,253,277,189,125,107,22,7,983,0,3,3,0,0,0,0,8,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,3,45,46,52,26,34,8,0,216,3,5,0,0,0,0,0,16,54,60,57,33,39,8,0,249,307,338,248,158,142,35,7,1224
LGA17400,7,10,4,0,6,0,0,21,6,0,4,5,3,0,0,28,3,13,6,5,3,0,0,37,155,168,102,102,95,19,0,639,6,4,0,0,0,0,0,6,177,195,115,108,103,20,0,725,0,0,0,0,0,0,0,3,0,4,0,8,0,0,0,13,3,0,6,0,3,0,0,10,59,74,61,35,35,0,0,266,0,4,4,4,0,0,0,21,64,86,71,42,39,9,0,309,244,278,189,154,144,25,4,1036
LGA17420,5074,7318,3952,2282,2770,1990,1256,24642,766,969,610,413,580,319,139,3806,931,991,583,348,452,264,119,3690,3385,3978,2772,1982,2647,1380,624,16764,48,59,23,8,9,4,5,156,10212,13313,7933,5034,6456,3956,2148,49059,152,367,288,208,293,242,176,1719,80,109,94,91,111,69,24,579,58,94,71,51,70,45,35,422,271,440,351,296,429,208,96,2096,18,15,9,7,3,0,0,63,579,1030,812,662,902,566,330,4880,10793,14344,8746,5696,7363,4524,2480,53940
LGA17550,316,357,238,142,168,61,19,1302,356,435,253,153,176,42,21,1443,431,391,245,158,166,37,14,1441,2494,2787,1740,1105,1284,391,138,9931,15,17,9,13,0,0,0,63,3609,3996,2484,1570,1798,527,200,14182,19,44,41,36,45,9,10,209,68,146,113,68,106,22,10,534,38,90,68,41,55,11,7,309,517,796,554,466,517,122,57,3031,38,29,21,14,3,0,0,106,685,1097,796,637,725,168,86,4186,4295,5090,3280,2207,2521,696,284,18371
LGA17620,27,39,26,10,18,4,0,128,23,27,12,8,11,0,0,88,41,42,14,13,10,0,0,123,488,599,364,286,314,46,9,2101,0,0,0,0,4,0,0,15,586,709,424,317,352,52,9,2453,0,4,3,0,4,0,0,12,3,0,0,0,0,0,0,16,0,8,3,4,0,0,4,21,96,123,88,73,70,13,0,461,0,4,0,4,0,0,0,14,110,140,92,77,82,13,5,520,695,846,522,393,432,64,18,2973
LGA17640,7,11,7,0,0,0,0,29,23,13,10,5,14,0,0,66,11,20,11,10,8,4,0,58,338,353,178,109,164,17,12,1174,0,6,0,0,0,0,0,10,381,408,199,120,186,26,14,1337,0,0,0,0,0,0,0,8,0,7,4,0,0,0,0,10,0,3,0,0,0,0,0,16,43,53,33,19,32,5,0,181,3,0,0,0,0,0,0,3,46,59,35,25,35,9,4,213,422,466,238,148,224,29,13,1546
LGA17650,3,4,3,4,4,0,0,18,6,5,10,7,11,0,0,40,11,21,6,3,14,0,0,59,192,219,167,93,114,16,9,818,0,0,0,0,0,0,0,0,214,253,194,109,142,23,7,944,0,0,3,0,0,0,0,7,5,5,0,0,8,0,0,19,0,7,0,0,6,0,0,11,49,54,34,31,35,8,0,211,0,4,0,0,0,0,0,6,51,66,41,39,50,8,0,255,268,319,233,150,189,32,8,1201
LGA17750,565,595,288,170,211,117,44,1995,146,142,91,62,69,11,0,529,126,124,62,38,50,17,7,432,2680,2456,1550,1020,1167,326,98,9294,12,3,0,0,5,0,0,23,3535,3314,1993,1293,1500,476,156,12268,31,58,41,17,31,11,4,199,48,53,35,21,21,7,8,186,12,18,25,20,18,4,4,91,651,808,507,383,373,79,26,2829,31,22,15,6,4,0,0,73,776,962,616,439,444,98,41,3380,4307,4280,2612,1727,1946,573,196,15649
LGA17850,0,3,0,0,0,0,0,3,9,9,0,0,0,0,0,20,6,13,5,4,0,0,0,28,108,114,60,46,44,20,0,386,0,0,0,0,0,0,0,0,123,132,66,53,45,20,0,436,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,8,0,0,0,0,0,0,0,0,10,19,11,13,14,6,0,70,0,5,4,0,0,0,0,8,17,32,18,13,17,6,0,89,142,160,79,66,59,18,0,528
LGA17900,10,3,6,0,0,0,0,18,5,5,3,0,3,0,0,13,9,6,3,0,0,0,0,22,144,114,71,36,40,11,4,421,0,0,0,0,0,0,0,3,174,131,83,39,45,11,4,483,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,58,78,39,32,26,4,0,233,0,0,0,0,0,0,0,7,59,91,45,32,28,4,0,262,233,221,123,67,72,15,4,740
LGA17950,5,6,3,0,0,0,0,17,4,3,6,5,0,6,0,12,12,5,0,0,0,0,0,19,103,101,67,37,34,7,0,357,0,0,0,0,0,0,0,0,116,116,72,39,38,11,3,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,29,22,11,11,9,0,0,78,9,3,4,0,0,0,0,11,38,26,12,17,6,0,0,104,155,140,88,53,46,9,3,501
LGA18020,6,5,0,3,0,0,0,19,10,13,6,5,3,0,0,41,25,9,5,9,4,0,0,55,283,298,195,144,158,32,8,1107,0,0,0,0,0,0,0,0,327,328,209,157,163,35,7,1228,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,14,0,4,9,0,4,0,0,22,68,83,78,47,69,13,0,360,3,0,0,0,0,0,0,13,75,91,90,54,78,13,0,408,399,417,299,217,241,47,11,1635
LGA18050,1101,894,530,339,379,250,168,3655,560,488,283,177,220,104,49,1878,523,457,269,138,199,114,55,1758,1177,1001,600,410,523,269,146,4124,13,9,4,0,9,0,0,40,3372,2845,1687,1070,1327,736,422,11463,38,103,86,64,103,61,33,499,34,77,70,47,67,18,14,332,31,46,53,37,42,25,11,258,49,118,118,96,117,58,31,586,11,12,3,0,0,7,0,35,162,364,332,253,330,173,93,1700,3538,3213,2012,1327,1653,905,514,13163
LGA18100,8,0,5,0,5,0,0,11,4,3,3,9,5,0,0,20,3,7,10,9,6,0,0,24,117,119,71,48,67,20,0,445,0,3,0,0,0,0,0,3,131,138,84,65,78,20,0,508,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,7,26,30,17,17,15,3,0,111,0,3,5,0,0,0,0,6,26,34,23,22,19,3,0,119,156,171,102,84,96,20,0,630
LGA18200,12,9,4,0,6,0,0,33,14,3,3,0,4,0,0,39,22,15,6,5,3,0,0,56,299,320,164,134,128,22,6,1085,7,0,0,0,0,0,0,11,355,351,188,144,141,30,7,1214,0,0,0,0,0,0,0,8,3,7,0,0,3,0,3,15,0,0,0,0,0,0,0,3,52,60,42,19,39,12,0,215,0,0,3,0,0,0,0,11,59,67,44,26,45,11,4,258,409,422,227,170,186,36,11,1470
LGA18250,1565,2315,1212,702,747,461,276,7278,363,389,278,171,242,134,79,1651,524,560,324,202,251,147,73,2086,1079,1231,818,549,784,442,201,5114,15,21,10,0,5,0,0,55,3551,4515,2641,1630,2028,1176,639,16175,100,230,216,157,247,164,119,1238,37,53,29,28,50,33,21,255,26,42,39,26,32,27,13,204,48,95,98,63,128,80,43,544,5,12,3,0,0,0,0,25,218,422,385,281,464,309,189,2264,3761,4946,3026,1905,2489,1489,827,18443
LGA18350,251,221,135,76,89,39,20,830,167,233,174,108,134,50,15,880,193,233,129,99,115,37,11,819,1573,1620,1090,697,815,251,84,6130,15,10,0,3,0,0,0,31,2205,2317,1524,984,1154,376,134,8685,10,11,7,8,25,8,0,70,31,56,35,43,46,12,5,226,10,27,17,19,20,8,8,105,168,296,267,190,225,64,38,1251,13,10,14,4,6,0,0,41,227,394,346,267,319,85,55,1702,2426,2711,1864,1255,1475,461,192,10384
LGA18400,92,124,87,71,86,55,29,547,173,215,147,88,99,61,13,800,153,193,133,100,99,53,19,754,2763,2631,1559,990,1131,401,144,9626,9,16,11,7,9,4,0,46,3193,3175,1939,1261,1429,573,204,11771,5,6,15,6,18,8,3,61,43,48,51,29,31,4,3,205,15,25,21,14,10,5,10,100,330,457,278,206,233,62,28,1592,14,16,12,6,7,0,0,41,406,552,370,259,293,78,42,1999,3599,3725,2308,1517,1723,650,244,13769
LGA18450,1262,1437,805,503,657,397,210,5266,893,956,562,370,495,243,129,3661,895,903,561,345,477,196,83,3459,6945,6420,3763,2557,3072,1248,566,24577,20,40,15,15,9,0,0,93,10016,9754,5713,3798,4707,2078,989,37053,88,158,126,121,155,97,62,815,155,242,188,136,179,71,48,1029,70,136,117,99,116,44,27,608,1061,1630,1082,824,939,314,136,5983,51,52,44,25,23,5,4,201,1435,2225,1552,1207,1410,538,275,8638,11451,11978,7266,4999,6112,2611,1262,45687
LGA18500,460,593,376,238,297,227,113,2295,364,317,202,130,196,101,59,1361,348,361,225,151,182,92,41,1406,927,800,535,349,487,259,179,3536,8,3,3,7,3,0,0,27,2113,2067,1340,873,1173,670,385,8622,27,89,67,56,74,36,39,392,32,66,43,30,61,37,21,287,10,47,36,23,38,18,17,188,54,122,83,79,117,75,34,560,11,11,3,6,7,0,0,33,135,339,231,196,292,170,101,1467,2250,2402,1573,1069,1470,833,487,10085
LGA18710,48,51,30,13,31,13,4,182,65,88,61,27,41,9,3,293,57,61,59,31,42,13,9,265,603,782,516,326,386,128,48,2792,3,3,4,0,0,0,0,13,780,985,659,402,502,159,60,3550,4,3,6,0,3,3,0,18,11,4,5,5,15,4,0,48,6,13,5,4,11,3,0,44,64,116,84,61,81,16,10,417,0,3,0,0,0,0,0,3,81,145,100,69,104,22,11,531,866,1124,765,472,612,182,69,4077
LGA19399,6,7,0,0,0,0,0,8,0,5,0,0,0,0,0,3,6,6,0,0,0,0,0,19,34,43,21,9,6,0,0,113,0,0,0,0,0,0,0,0,49,56,32,7,9,5,0,149,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,12,0,0,3,0,0,0,0,3,4,10,5,9,0,0,0,20,49,63,35,15,10,5,0,169
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,27,42,21,16,10,6,0,125,30,38,37,26,31,6,3,171,37,56,33,19,26,6,0,180,368,392,232,198,230,51,16,1490,0,5,4,3,3,0,0,17,469,537,328,261,296,67,24,1982,4,0,0,5,0,0,0,17,0,8,4,12,10,3,0,36,0,14,7,12,12,0,0,39,30,53,58,55,54,9,0,270,3,3,3,6,0,0,0,13,44,80,74,79,76,16,0,379,514,617,404,343,372,84,24,2354
LGA20260,38,36,23,10,19,3,0,126,21,15,11,11,13,0,0,63,32,15,13,4,3,6,0,72,356,359,203,143,167,26,9,1257,0,0,0,0,3,0,0,3,446,432,253,164,196,29,10,1527,0,0,0,0,0,4,0,6,6,6,3,5,4,0,0,28,0,8,0,5,8,0,0,15,85,118,76,66,57,10,4,415,3,8,9,4,0,0,0,17,97,138,85,78,70,14,4,486,549,572,336,233,265,42,7,2007
LGA20570,602,607,300,148,219,70,45,1985,251,278,159,115,145,45,20,1014,292,289,171,112,111,42,10,1022,3958,4031,2418,1600,1893,633,206,14728,14,25,5,5,3,0,0,49,5119,5222,3049,1977,2361,788,283,18802,41,70,50,29,50,21,12,271,64,119,83,58,62,28,18,423,24,58,57,34,44,12,3,224,960,1325,912,680,820,189,86,4966,26,44,23,21,5,0,0,121,1112,1616,1113,825,983,254,112,6008,6229,6837,4162,2804,3341,1043,395,24807
LGA20660,1490,1664,801,433,560,410,243,5600,603,678,380,249,308,177,119,2514,668,688,316,206,246,135,77,2337,3518,3605,2136,1434,1894,1081,565,14229,24,23,13,4,3,5,0,68,6304,6661,3654,2319,3010,1802,1006,24756,89,179,129,99,161,95,85,841,79,93,87,77,89,48,26,503,34,74,47,37,62,44,26,329,272,495,425,369,472,231,127,2389,19,13,9,11,3,0,0,54,494,857,697,591,790,416,267,4109,6799,7512,4355,2914,3801,2221,1272,28861
LGA20740,109,100,41,34,27,9,3,320,100,129,72,56,64,13,5,437,124,123,72,38,52,13,0,423,1112,1166,694,496,556,154,44,4220,5,9,13,3,3,0,0,44,1453,1528,894,630,700,187,57,5445,3,11,8,7,12,0,0,49,20,41,32,32,15,0,0,148,8,22,22,18,24,6,3,105,196,314,216,171,190,48,15,1148,11,19,13,9,4,0,0,64,249,410,294,238,246,60,23,1508,1698,1933,1190,869,940,247,77,6950
LGA20830,184,228,104,72,95,57,16,763,150,158,97,81,77,32,13,596,168,146,82,66,70,26,6,566,2313,2146,1344,885,1013,315,143,8155,10,19,10,8,0,0,0,56,2829,2697,1642,1105,1255,424,174,10128,4,18,16,8,17,8,0,86,38,50,34,31,43,12,9,214,21,25,24,21,28,10,0,129,380,533,364,317,334,90,34,2044,15,26,9,5,4,0,0,68,462,653,448,386,427,119,46,2541,3288,3353,2084,1491,1682,546,223,12670
LGA20910,913,1160,793,516,662,453,252,4745,510,636,414,300,384,258,129,2637,565,698,464,315,382,229,126,2777,2044,2556,1891,1324,1900,1308,659,11681,10,12,14,3,5,0,0,46,4040,5067,3566,2460,3334,2251,1168,21881,42,120,148,113,146,106,69,749,38,84,71,66,108,71,39,471,24,69,76,41,58,53,33,351,113,228,212,181,308,236,124,1408,12,12,10,12,9,0,0,50,227,515,516,412,633,470,265,3035,4269,5578,4085,2871,3966,2721,1428,24916
LGA21010,34,25,11,3,13,4,3,92,11,15,13,6,8,5,0,56,24,24,20,15,10,4,0,98,399,370,240,166,224,49,11,1460,0,10,0,0,0,0,0,18,475,439,287,195,254,61,15,1720,0,3,0,0,5,0,0,6,4,11,7,12,10,4,0,45,3,9,5,3,9,0,0,25,92,133,90,63,78,13,3,473,11,7,10,0,0,0,0,30,109,158,113,82,98,20,8,576,582,599,398,272,345,79,22,2298
LGA21110,2020,3028,1730,1199,1444,1014,633,11069,633,681,525,343,513,350,197,3246,758,887,578,402,531,353,193,3695,2540,3088,2504,1951,2980,2216,1175,16455,22,29,21,7,3,5,0,86,5971,7711,5362,3906,5470,3932,2200,34551,146,412,364,300,477,342,209,2261,64,86,98,67,94,102,53,556,43,93,73,61,92,70,37,473,117,275,324,278,416,313,170,1895,23,13,9,6,0,7,4,72,393,878,867,709,1086,835,481,5249,6363,8589,6231,4615,6559,4769,2682,39805
LGA21180,4864,5219,2849,1814,2529,1800,1144,20216,719,672,343,213,336,168,117,2563,869,666,280,187,230,158,66,2448,2345,2006,1104,812,1032,592,277,8169,60,50,27,22,4,5,5,173,8852,8611,4607,3051,4121,2729,1607,33579,677,1210,809,639,920,669,417,5340,148,222,134,86,103,56,25,773,137,196,122,82,112,47,31,731,422,639,415,289,375,173,101,2410,76,92,48,33,39,17,11,307,1463,2358,1526,1131,1550,971,570,9565,10312,10971,6133,4186,5669,3695,2180,43146
LGA21270,15,12,11,4,4,0,0,45,4,5,0,0,3,0,0,16,13,6,6,3,7,3,0,32,207,179,125,110,140,30,9,807,0,0,0,0,0,0,0,0,232,197,146,117,156,41,11,904,0,0,4,4,0,0,0,9,3,9,7,0,0,0,0,11,0,8,0,4,0,0,0,11,26,52,31,32,23,0,0,163,0,0,3,0,0,0,0,0,32,65,39,31,22,0,0,196,262,266,188,152,178,43,13,1099
LGA21370,84,107,55,31,50,11,0,332,57,51,26,23,22,9,3,191,52,77,30,20,23,5,0,216,1241,1367,902,587,741,188,58,5083,12,10,4,5,0,0,0,32,1450,1608,1019,664,837,209,65,5857,0,8,10,3,9,0,0,30,26,26,24,10,12,0,0,97,10,16,10,16,12,0,0,56,292,416,280,206,243,39,7,1480,17,11,8,6,5,0,0,49,339,472,335,234,277,46,12,1714,1786,2076,1350,898,1113,260,76,7570
LGA21450,2240,2158,1044,589,756,406,195,7391,551,554,295,202,241,107,38,1999,509,459,243,148,166,78,39,1632,4363,4139,2310,1433,1827,635,259,14964,38,41,20,8,4,0,3,119,7697,7345,3906,2383,3000,1232,540,26097,145,225,143,98,135,62,42,853,119,153,99,72,80,42,15,584,48,85,60,44,72,26,11,356,653,998,579,427,529,190,104,3482,39,36,21,9,10,3,0,112,1004,1500,901,644,826,329,182,5386,8701,8845,4809,3031,3826,1564,716,31486
LGA21610,13717,14468,7856,4685,5994,3698,2271,52693,1635,1452,774,510,661,298,155,5493,1438,1414,718,474,561,253,125,4978,6891,6217,3497,2318,2998,1165,548,23627,104,108,51,35,32,8,3,334,23787,23654,12891,8027,10249,5420,3098,87124,776,1240,790,637,820,543,379,5189,335,406,240,179,238,84,53,1536,160,259,174,138,158,75,34,1002,1401,1750,1121,816,1037,367,158,6658,104,108,47,45,37,10,3,353,2771,3767,2377,1814,2288,1087,631,14735,26562,27420,15267,9836,12541,6510,3734,101860
LGA21670,21,18,9,4,3,4,0,58,14,24,13,3,10,5,0,75,14,5,8,3,12,0,0,42,304,334,239,171,199,43,12,1302,4,0,8,5,0,0,0,15,358,386,273,194,227,49,15,1498,0,7,3,0,3,0,0,19,8,14,5,0,9,0,0,41,3,6,9,6,0,0,0,16,119,184,112,93,66,21,3,607,3,11,6,3,0,0,0,19,138,216,139,101,84,19,3,704,493,605,411,298,313,74,19,2201
LGA21750,50,70,21,22,28,8,0,207,46,48,32,12,19,5,0,160,58,62,22,10,14,8,0,175,723,764,490,340,412,115,34,2874,0,4,4,0,0,0,0,12,881,950,571,378,476,134,38,3425,0,14,15,8,5,5,0,41,12,15,17,14,21,0,0,82,3,12,7,6,4,0,0,30,125,178,120,87,107,23,8,647,6,7,5,0,4,0,0,19,144,234,155,114,145,28,8,828,1028,1177,729,494,617,158,46,4254
LGA21830,30,25,23,10,16,5,0,111,30,25,9,11,6,0,0,90,25,44,17,14,15,0,0,122,523,567,396,297,343,69,17,2220,3,0,0,4,0,0,0,9,613,662,452,334,385,83,20,2552,4,4,6,0,4,0,0,12,9,11,6,5,9,0,0,31,10,5,4,3,3,0,0,20,75,142,87,80,70,21,0,473,4,3,0,9,0,0,0,17,87,162,97,93,83,25,7,562,702,828,551,428,466,102,25,3109
LGA21890,1783,1470,641,393,552,397,255,5484,885,752,398,285,378,213,124,3033,886,743,376,230,244,146,58,2675,3313,2964,1834,1285,1639,904,430,12366,20,14,18,5,5,0,0,58,6886,5938,3260,2193,2816,1657,866,23621,108,209,175,117,158,123,93,976,108,160,122,77,120,45,42,675,49,94,62,63,60,37,23,381,325,520,358,298,417,188,103,2198,20,30,11,16,5,4,4,90,612,1007,723,562,760,406,256,4319,7492,6949,3985,2752,3574,2062,1124,27940
LGA22110,90,115,65,33,37,12,6,358,79,84,52,39,53,5,5,315,100,94,72,42,30,4,5,352,1363,1408,845,573,674,129,27,5007,5,14,7,5,6,0,0,39,1638,1716,1044,689,806,144,38,6076,0,13,4,4,8,5,0,31,15,37,16,21,10,0,0,106,3,17,18,16,9,5,4,66,316,470,306,241,270,41,9,1642,15,19,15,11,5,0,0,61,359,551,357,286,300,44,11,1911,2001,2269,1398,974,1101,191,53,7983
LGA22170,876,1071,639,413,586,316,171,4074,726,648,373,243,316,120,64,2485,767,693,375,218,288,103,56,2498,4562,4033,2110,1367,1629,646,286,14633,32,32,17,12,0,3,0,94,6964,6475,3514,2241,2819,1192,585,23786,85,132,114,104,181,80,50,738,143,191,154,131,164,56,16,858,73,154,85,54,103,52,25,549,819,1301,854,610,704,259,115,4651,41,44,33,20,17,0,0,154,1164,1820,1229,914,1169,450,212,6957,8123,8294,4746,3159,3986,1643,797,30742
LGA22250,13,17,5,9,11,0,0,49,15,4,5,0,5,0,0,30,9,23,19,14,3,0,0,61,332,367,219,158,190,36,13,1310,3,3,0,0,0,0,0,8,370,404,248,175,206,40,18,1456,0,0,0,0,3,0,0,4,4,0,0,5,0,0,0,13,0,0,0,0,0,0,0,0,78,102,68,52,53,0,0,354,0,0,9,0,3,0,0,11,83,109,79,53,60,0,0,388,452,512,329,232,262,41,18,1843
LGA22310,2269,2747,1449,874,1129,709,449,9626,949,996,609,386,480,302,148,3869,998,1017,576,347,455,254,157,3804,2830,3002,1980,1376,1919,1145,631,12883,25,31,21,14,5,3,3,104,7072,7798,4639,2991,3990,2412,1388,30291,111,278,236,196,254,208,115,1399,82,124,110,86,134,84,51,673,53,102,79,65,81,48,37,465,155,294,310,272,357,244,142,1770,19,15,10,15,6,3,0,60,413,812,742,630,836,587,347,4362,7486,8614,5380,3620,4823,2996,1731,34653
