LGA_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
LGA42600,241,274,173,108,143,73,65,1070,116,124,89,53,82,41,19,532,126,155,83,72,72,38,12,559,754,817,509,353,510,258,134,3332,0,0,0,0,0,0,0,4,1233,1379,857,579,808,402,231,5492,9,26,25,16,20,12,9,123,21,33,26,18,28,15,7,144,13,32,17,13,18,4,5,110,71,140,120,92,133,56,29,643,7,7,5,0,0,0,0,22,115,241,198,138,205,88,46,1036,1343,1616,1056,723,1014,491,281,6530
LGA42750,3,5,6,3,0,0,0,26,3,12,11,6,6,0,0,45,28,18,3,0,3,0,0,53,153,173,101,56,57,3,0,542,0,0,0,0,0,0,0,0,190,207,121,63,67,3,0,665,0,0,5,6,0,0,0,13,3,0,3,0,4,0,0,13,0,4,5,0,0,0,0,9,19,29,17,9,0,4,0,90,0,0,0,0,0,0,0,0,24,37,30,17,7,4,0,117,212,248,151,84,76,10,0,788
LGA43080,3,0,0,0,0,0,0,3,3,4,0,0,0,0,0,6,0,0,0,0,0,0,0,4,40,43,26,20,18,5,0,149,0,0,0,0,0,0,0,4,42,46,24,20,14,5,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,6,0,3,6,0,0,12,42,51,32,27,24,5,0,171
LGA43220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,37,74,42,23,22,0,0,205,0,0,0,0,0,0,0,0,37,78,42,23,22,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,4,0,0,0,21,0,0,0,0,0,0,0,0,3,10,3,4,0,0,0,21,44,87,46,31,22,0,0,229
LGA43360,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,15,0,0,0,0,0,0,21,70,83,46,30,32,0,0,267,0,0,0,0,0,0,0,0,87,88,46,32,40,4,0,304,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,8,6,5,0,0,56,0,0,0,0,0,0,0,0,12,14,8,8,5,0,0,55,95,105,51,44,50,4,3,357
LGA43650,20,32,24,16,23,16,8,131,36,49,42,27,32,15,6,196,32,36,24,24,18,8,11,151,596,758,487,338,425,121,42,2766,0,3,3,0,0,0,0,11,687,878,582,401,501,153,59,3258,0,0,3,6,0,0,3,16,5,8,5,3,11,0,0,35,4,5,3,0,6,0,0,13,86,135,99,80,83,21,5,521,7,0,6,0,0,0,0,9,105,154,116,92,97,27,9,603,790,1026,699,494,599,177,71,3857
LGA43710,5,8,4,0,3,0,0,17,7,17,9,0,3,0,0,31,15,10,3,8,3,0,0,38,262,286,211,126,132,12,0,1037,0,0,0,0,0,0,0,7,289,321,227,140,144,12,0,1140,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,13,0,0,0,5,0,0,0,7,16,37,23,13,19,0,0,111,0,3,0,0,0,0,0,11,16,45,33,20,26,0,0,143,308,365,264,160,174,11,0,1281
LGA43790,30,19,12,11,11,0,0,84,21,20,13,8,7,0,0,70,18,19,17,8,7,0,0,66,384,483,243,179,205,23,3,1520,6,6,0,0,0,0,0,5,461,544,283,202,228,24,3,1754,0,5,3,4,0,0,0,12,0,8,0,3,0,0,0,9,3,3,4,0,6,0,0,22,90,93,68,72,77,7,0,407,7,7,6,0,0,0,0,13,96,111,80,80,84,11,0,463,560,659,366,280,312,35,3,2219
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,3,0,0,0,19
LGA44060,1450,1448,691,403,576,372,217,5153,319,317,180,114,133,77,43,1184,386,337,170,103,149,55,41,1239,2265,2098,1171,801,930,405,220,7891,7,12,9,4,4,0,0,35,4427,4211,2221,1422,1786,923,521,15505,72,150,107,88,98,73,51,636,48,98,67,54,82,31,17,400,44,60,52,32,43,19,20,274,305,525,373,276,398,151,85,2112,7,23,16,5,3,0,0,57,484,860,620,451,623,270,178,3481,4903,5070,2835,1874,2409,1192,695,18987
LGA44210,3,12,5,5,8,0,0,29,3,10,8,10,9,4,0,39,12,15,4,6,5,0,0,33,237,228,157,114,136,19,10,888,6,0,0,0,0,0,0,10,257,268,171,133,152,28,10,1010,0,0,4,4,5,0,0,6,0,3,0,3,6,0,0,11,0,0,0,0,5,0,0,5,44,84,48,34,36,9,3,252,3,3,0,0,0,0,0,7,49,93,52,41,41,9,0,285,306,359,226,172,191,28,7,1299
LGA44340,529,615,332,235,307,209,123,2364,270,358,235,149,221,125,67,1429,311,345,179,143,174,81,52,1282,1907,2183,1416,948,1222,621,368,8666,10,10,8,8,0,0,0,31,3025,3507,2173,1482,1934,1042,609,13773,22,49,52,34,62,33,38,287,19,50,31,31,53,23,13,222,10,34,32,21,36,27,12,174,110,241,201,176,230,129,67,1155,5,11,3,4,5,0,0,20,164,386,324,261,384,211,130,1858,3188,3893,2489,1745,2319,1255,737,15628
LGA44550,147,170,116,67,129,58,30,711,182,148,73,57,79,34,7,581,163,141,84,59,68,23,20,560,1629,1541,921,609,712,254,125,5782,3,14,3,8,0,0,0,34,2119,2009,1198,804,988,372,186,7675,11,18,21,8,22,12,4,101,40,32,33,17,26,13,0,156,10,29,22,14,28,11,7,128,175,298,235,178,206,73,33,1212,8,3,5,0,3,0,0,26,250,379,321,217,284,111,54,1619,2367,2387,1519,1017,1271,486,235,9291
LGA44620,127,159,80,67,71,14,4,521,22,60,37,8,14,6,0,152,53,41,25,20,30,7,0,169,892,882,524,378,422,72,14,3177,0,5,7,0,0,0,0,9,1090,1147,673,477,532,91,21,4036,16,14,10,4,10,5,0,46,14,22,16,12,22,0,0,87,8,18,5,5,4,0,0,41,272,326,230,165,197,42,11,1239,20,11,5,6,0,4,0,49,329,392,263,193,232,50,11,1463,1414,1543,939,666,761,149,33,5500
LGA44830,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,12,5,4,4,0,4,0,0,18,87,86,65,51,45,4,0,335,3,0,0,0,0,0,0,3,105,93,66,55,49,4,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,12,5,11,17,0,0,66,0,0,0,0,0,0,0,5,8,18,5,15,17,0,0,70,112,103,75,65,64,4,0,437
LGA45040,114,93,57,35,61,13,12,381,24,19,13,16,16,3,0,93,62,40,18,11,15,3,0,153,618,595,394,257,317,54,17,2251,9,3,0,0,0,0,0,13,829,749,488,310,406,74,32,2891,16,11,8,4,10,10,3,53,12,15,14,6,11,3,0,66,9,13,5,7,6,0,3,41,192,298,224,131,147,24,3,1024,9,6,6,0,0,0,0,23,236,346,256,156,175,33,6,1208,1062,1096,741,469,579,110,39,4096
LGA45090,65,59,44,29,33,3,4,234,15,14,15,6,10,0,0,59,33,18,13,3,11,0,0,76,314,321,224,124,110,14,3,1114,0,3,4,0,3,0,0,14,423,421,290,166,160,24,7,1493,5,8,5,0,0,0,0,18,4,6,6,0,0,0,0,17,0,5,0,0,6,0,0,13,32,45,37,32,42,7,0,198,0,0,0,0,0,0,0,8,46,67,47,43,47,7,0,251,467,487,344,208,210,29,3,1746
LGA45120,3,4,0,0,0,0,0,16,4,4,6,0,5,0,0,15,12,9,5,4,4,0,0,38,183,221,112,76,64,10,0,660,0,0,0,0,4,0,0,4,195,241,121,86,76,10,0,726,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,9,0,0,0,0,5,0,0,7,26,34,20,18,19,4,0,120,0,0,0,0,0,0,0,3,28,37,21,16,26,4,0,139,228,279,145,104,95,12,0,870
LGA45290,471,542,243,137,179,96,51,1720,108,96,69,50,74,52,24,479,123,114,72,42,72,37,22,477,709,766,481,356,442,278,156,3194,0,4,7,0,0,0,0,10,1414,1521,879,584,763,465,258,5882,28,58,45,31,51,24,15,258,17,25,22,13,28,23,15,149,10,24,12,17,19,9,7,110,60,132,86,77,115,61,40,569,0,3,0,0,4,0,0,15,125,254,173,142,218,115,71,1093,1538,1774,1050,724,988,578,333,6978
LGA45340,799,1030,680,463,744,362,229,4311,666,709,417,259,334,132,65,2591,711,647,330,218,301,119,70,2386,5325,5333,2992,1895,2290,765,355,18954,17,16,17,6,5,0,0,78,7530,7733,4438,2848,3678,1377,715,28317,55,109,109,86,125,61,45,586,143,273,195,132,161,60,32,995,91,161,126,98,113,43,18,652,1079,1858,1253,880,987,290,130,6474,48,49,40,24,16,4,0,187,1419,2450,1723,1218,1405,459,230,8900,8943,10184,6162,4068,5082,1829,946,37214
LGA45400,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,12,42,35,26,15,19,0,0,131,0,4,0,0,0,0,0,6,50,39,23,14,22,3,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,50,39,23,14,24,8,0,155
LGA45540,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,0,0,20,26,26,15,10,0,0,98,0,0,0,0,0,0,0,3,21,30,28,15,18,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,23,16,20,13,0,0,78,0,0,0,0,0,0,0,4,19,29,12,22,10,0,0,87,42,60,43,28,27,0,0,203
LGA45680,1400,1414,767,465,572,313,192,5124,228,239,143,103,135,49,35,924,248,217,130,69,96,28,22,815,3171,3113,1655,993,1069,275,129,10404,32,28,27,10,10,6,0,111,5084,5006,2711,1637,1887,672,383,17378,221,307,196,130,193,85,56,1179,119,134,63,62,72,19,12,484,57,53,58,45,43,13,13,282,1451,1804,1097,714,667,163,66,5965,57,74,38,26,21,0,0,230,1903,2380,1454,979,998,278,151,8146,6987,7385,4168,2615,2885,951,531,25523
LGA45890,3157,2984,1397,840,1193,782,472,10819,424,328,171,98,152,78,49,1298,465,329,177,120,122,57,20,1279,2664,2096,1170,785,976,390,205,8283,27,34,13,7,8,0,0,95,6735,5769,2926,1844,2434,1307,749,21772,215,350,213,164,238,174,127,1476,107,128,78,69,99,34,25,536,62,87,63,42,60,29,14,355,513,801,578,431,462,169,102,3047,51,37,31,24,8,5,0,151,941,1398,964,721,861,402,272,5561,7678,7166,3894,2568,3300,1713,1021,27333
LGA46090,52,42,17,6,12,5,0,128,11,11,3,3,8,0,0,34,16,16,3,7,9,4,0,53,426,401,258,181,211,25,9,1512,4,6,4,4,0,0,0,16,506,474,285,200,234,32,4,1741,0,4,0,0,0,0,0,12,10,9,7,0,0,0,0,20,0,7,8,4,0,0,0,14,193,273,166,121,97,9,4,858,9,10,3,7,0,0,0,21,201,298,183,127,99,9,4,924,710,776,470,328,337,36,8,2670
LGA46300,23,36,10,10,4,5,0,92,22,19,18,7,13,0,0,83,31,34,16,13,12,0,0,112,500,484,299,191,233,33,5,1733,7,0,3,3,0,0,0,17,589,569,347,222,265,32,5,2033,0,0,0,0,4,0,0,9,3,10,10,0,6,0,0,35,4,3,8,0,6,0,0,21,155,205,129,95,98,17,0,707,6,8,6,4,0,0,0,15,173,226,153,103,115,18,0,794,755,799,498,325,377,55,7,2825
LGA46450,54,51,23,15,13,0,0,162,20,18,8,11,8,0,0,65,9,7,3,4,3,0,0,26,576,592,363,244,276,36,14,2102,4,0,0,6,0,0,0,10,659,671,403,278,302,43,13,2376,0,5,4,0,3,0,0,7,5,4,13,6,6,0,0,30,0,7,0,0,3,0,0,18,181,221,168,128,151,18,0,868,8,12,8,3,0,0,0,38,190,251,190,153,162,19,0,964,850,924,594,425,466,62,20,3343
LGA46510,293,363,187,96,118,61,39,1142,82,91,62,37,45,32,15,370,83,103,43,36,47,23,3,336,570,613,383,259,338,187,101,2462,0,8,0,0,0,0,0,4,1030,1170,677,429,541,305,164,4320,15,31,27,25,21,21,6,150,15,20,15,13,10,10,4,82,8,9,6,6,10,3,0,40,54,81,70,53,60,26,16,357,0,4,0,0,0,0,0,9,90,144,109,101,111,56,31,641,1118,1312,789,526,658,360,189,4961
LGA46670,44,42,27,9,20,7,0,152,14,18,4,4,8,0,0,46,18,16,9,0,3,0,0,55,313,307,181,129,162,21,13,1129,5,4,0,0,0,0,0,7,397,389,223,142,193,33,16,1387,5,3,0,0,10,0,0,25,9,0,0,0,4,0,0,14,0,7,6,0,0,0,0,19,76,97,66,52,67,5,0,363,3,7,9,3,0,0,0,19,91,119,81,58,83,4,0,441,487,498,305,206,275,36,16,1832
LGA46860,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,3,3,0,5,0,5,0,0,8,55,42,34,21,20,3,0,182,0,0,0,0,0,0,0,0,64,53,34,30,30,3,0,206,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,6,3,9,4,4,3,0,0,30,0,0,0,0,0,0,0,0,5,12,12,4,3,0,0,35,62,64,47,34,37,3,0,248
LGA46970,31,38,13,8,9,0,0,99,14,10,6,0,0,0,0,31,20,23,7,0,0,0,0,55,225,235,103,45,51,4,0,668,3,0,3,0,0,0,0,5,295,304,129,61,62,5,0,866,0,0,4,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,27,22,10,21,0,0,103,0,0,0,0,0,0,0,0,21,35,26,12,17,0,0,118,320,340,155,73,83,4,3,985
LGA47140,3565,3632,1876,1134,1504,1001,596,13305,339,360,185,161,178,86,52,1349,430,396,233,139,146,75,44,1458,2797,2747,1705,1098,1295,380,180,10203,30,24,16,15,5,0,4,89,7165,7139,4018,2544,3124,1544,869,26414,306,426,341,231,332,211,166,2027,131,170,112,59,105,39,23,639,54,121,95,63,81,32,18,468,1029,1289,860,628,683,197,69,4763,49,46,33,31,12,3,5,181,1569,2051,1441,1016,1219,491,278,8072,8733,9193,5461,3564,4338,2036,1155,34485
LGA47290,18,11,5,4,3,3,0,51,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,9,68,72,43,25,31,3,0,239,0,0,0,0,0,0,0,0,93,86,59,32,39,7,0,304,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,9,7,0,0,27,0,0,3,0,0,0,0,3,3,10,11,9,4,0,0,33,93,102,63,35,41,11,0,339
LGA47490,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,10,6,10,3,0,0,0,0,17,95,106,71,38,22,5,0,333,0,0,0,0,0,0,0,0,100,115,78,38,22,5,0,361,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,9,3,5,0,0,41,0,0,0,0,0,0,0,0,10,11,13,3,6,0,0,49,109,128,90,42,33,9,0,407
LGA47630,44,33,24,12,18,0,0,136,9,9,3,4,6,4,0,24,25,17,7,6,6,0,0,63,227,251,182,116,99,12,5,894,0,0,0,0,0,0,0,0,304,309,219,138,128,16,9,1123,0,6,0,4,0,0,0,16,3,4,4,4,0,0,0,17,0,0,3,0,5,0,0,8,32,48,31,31,22,4,0,165,4,0,0,0,0,0,0,5,41,65,40,35,27,4,0,214,345,374,255,174,155,21,9,1336
LGA47700,977,1133,582,339,464,279,174,3949,309,364,230,180,241,128,76,1531,346,324,193,118,168,110,68,1327,2944,3089,1779,1258,1523,667,291,11549,17,10,3,8,5,5,4,49,4592,4925,2788,1898,2404,1185,612,18402,43,78,79,64,89,52,39,450,46,110,84,50,75,35,18,418,28,66,46,40,36,22,19,257,377,658,522,387,501,189,105,2732,12,22,11,16,11,0,0,68,510,931,730,555,714,296,177,3919,5104,5855,3524,2452,3114,1486,791,22328
LGA47800,11,13,0,3,0,0,0,24,9,12,9,5,0,0,0,35,6,15,6,5,0,3,0,36,163,204,116,60,80,11,5,641,3,0,0,0,0,0,0,3,189,239,129,69,86,13,5,733,0,0,0,0,0,0,0,8,6,3,0,0,0,0,0,12,0,3,0,0,3,0,0,12,30,51,34,16,20,6,0,156,0,4,0,4,0,0,0,4,35,55,35,26,29,6,0,193,229,293,170,93,117,22,5,924
LGA47910,0,0,0,0,3,0,0,3,3,6,6,0,3,0,0,20,10,3,3,0,0,0,0,20,127,100,69,42,52,3,0,399,0,3,0,0,0,0,0,7,143,108,78,46,59,7,0,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,21,15,9,12,0,0,73,0,0,0,0,0,0,0,3,9,26,15,9,16,0,0,78,153,134,91,54,69,4,0,515
LGA47980,303,404,232,139,154,85,40,1347,131,156,104,85,101,60,32,679,189,184,104,67,76,55,35,705,887,1003,647,439,614,360,210,4167,6,4,0,0,0,0,0,13,1522,1747,1086,737,946,556,320,6913,16,54,38,39,46,26,12,235,27,48,30,19,32,17,16,193,12,26,21,18,29,18,9,121,59,131,110,97,132,67,48,639,0,5,0,0,0,0,0,4,110,257,199,172,239,131,87,1191,1627,1998,1283,906,1187,690,411,8100
LGA48050,23,40,26,13,16,8,0,123,10,25,21,19,26,3,0,112,26,30,26,15,23,4,0,136,336,386,239,153,169,37,12,1330,0,0,0,3,0,0,0,4,400,483,311,204,234,57,15,1706,0,5,3,5,6,0,6,27,14,16,14,13,14,6,0,76,5,20,12,3,9,0,0,49,79,136,93,64,71,22,4,460,5,5,5,0,0,0,0,16,100,181,125,90,97,26,8,626,501,669,439,287,326,84,27,2334
LGA48130,13,20,10,14,17,4,0,72,15,9,9,10,6,5,0,47,19,5,7,7,5,0,0,41,237,295,180,91,119,26,4,954,4,3,4,6,4,0,0,16,284,324,204,123,155,32,8,1136,0,0,3,0,0,0,0,7,9,11,4,0,0,4,0,27,0,0,0,5,3,0,0,9,66,83,57,38,38,5,0,287,6,3,0,0,0,0,0,8,72,96,68,51,45,5,0,340,359,426,274,172,202,34,6,1472
LGA48260,92,106,72,49,53,25,15,408,19,29,22,7,17,5,6,107,21,37,22,8,11,11,11,121,158,168,113,81,116,75,44,748,0,0,0,0,0,0,0,0,296,341,225,140,193,120,76,1389,4,4,8,7,10,3,3,46,6,9,4,4,6,3,5,40,4,0,3,0,3,6,5,15,9,21,18,18,32,14,0,119,0,0,0,5,0,0,0,5,21,39,42,31,48,30,10,219,314,379,267,169,243,146,85,1610
LGA48340,7,13,7,4,10,0,0,41,11,9,16,10,9,0,0,53,25,13,18,14,16,0,0,78,363,429,277,183,227,41,5,1533,0,0,0,0,0,0,0,14,402,470,320,215,259,44,10,1727,0,0,0,0,0,0,0,4,3,6,3,0,9,4,0,21,5,5,3,0,9,0,0,13,82,117,89,43,68,15,0,413,3,3,6,0,3,0,0,13,90,127,96,48,87,17,0,465,496,601,420,263,339,63,13,2192
LGA48410,985,899,380,232,299,161,112,3061,180,179,87,61,100,57,21,685,215,210,105,51,79,32,27,724,1277,1276,748,545,635,331,190,5008,3,9,3,4,0,0,0,14,2664,2571,1321,892,1113,589,353,9485,40,79,64,49,69,32,37,365,40,40,38,27,32,21,9,209,20,34,19,19,20,16,8,128,140,241,178,115,203,80,61,1015,13,6,4,4,4,0,0,29,250,400,303,215,322,143,111,1744,2910,2967,1624,1113,1432,726,462,11237
LGA48540,67,87,55,30,49,6,6,302,31,28,33,15,33,3,5,140,43,48,18,15,14,0,0,131,628,653,396,266,309,47,4,2309,3,6,0,3,6,0,0,13,765,814,507,329,411,55,10,2899,3,8,7,3,16,6,3,49,13,15,7,7,14,3,0,62,7,8,8,5,12,0,0,50,254,313,191,143,150,22,4,1070,6,11,7,10,3,0,0,37,281,356,227,168,195,28,8,1261,1048,1177,734,496,600,87,18,4161
LGA48640,0,0,0,0,0,0,0,6,4,4,0,0,0,0,0,11,0,7,3,0,0,0,0,11,36,60,50,24,20,0,0,189,0,0,0,0,0,0,0,0,42,67,52,24,21,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,4,3,0,0,27,0,0,0,0,0,0,0,0,4,7,3,4,5,0,0,23,46,74,53,25,34,0,0,238
LGA48750,11,6,8,3,4,0,0,27,20,17,15,10,10,8,0,78,30,31,3,9,9,7,4,90,133,147,105,63,68,19,5,543,0,0,0,0,0,0,0,6,191,196,131,87,93,33,6,741,0,0,0,0,4,0,0,4,4,4,4,4,5,0,0,16,5,3,4,0,4,0,0,19,18,49,26,22,29,0,0,143,0,0,4,0,0,0,0,12,25,58,37,28,42,0,0,183,214,254,164,111,133,34,10,923
LGA48830,0,0,4,0,0,0,0,17,10,7,3,0,0,0,0,32,14,14,8,3,0,0,0,40,339,353,244,155,145,13,6,1255,8,6,0,4,0,0,0,14,373,379,256,162,155,13,6,1349,0,0,0,0,0,0,0,0,4,3,0,3,5,0,0,13,0,0,0,0,0,0,0,6,52,70,67,39,37,0,0,268,0,4,0,0,0,0,0,10,59,78,71,42,47,0,0,297,431,458,327,203,198,16,6,1644
LGA49399,4,6,0,0,0,0,0,12,3,4,0,0,0,0,0,10,9,10,0,4,0,0,0,22,83,80,47,26,20,0,0,255,3,3,0,0,0,0,0,10,101,99,51,29,20,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,33,21,15,9,0,0,99,0,0,0,0,0,0,0,5,22,34,21,14,9,0,0,101,127,131,71,49,28,0,0,403
LGA49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50080,155,175,137,121,141,28,9,764,109,143,77,60,87,10,0,483,159,150,105,83,71,10,0,588,1109,1150,701,532,574,51,3,4110,6,6,0,4,3,0,0,17,1537,1617,1017,797,876,97,19,5961,13,20,21,12,19,3,0,97,15,33,30,17,29,3,0,133,14,40,32,31,37,0,0,148,229,369,242,193,213,15,4,1266,7,16,8,3,0,0,0,38,273,480,336,259,303,25,7,1685,1816,2097,1348,1055,1180,127,27,7653
LGA50210,2788,2938,1408,795,949,458,224,9567,545,549,293,205,249,61,31,1934,496,512,224,164,156,52,20,1624,2287,2102,1074,677,745,176,91,7156,25,27,13,10,0,0,0,82,6149,6132,3020,1854,2103,740,364,20365,162,223,165,123,163,70,46,949,114,157,112,76,80,23,17,589,80,121,82,55,58,12,12,418,589,734,470,369,346,56,24,2595,27,36,23,11,15,6,0,119,972,1272,853,638,660,165,111,4672,7120,7406,3876,2492,2757,913,471,25034
LGA50250,59,58,19,10,18,0,0,167,41,32,3,0,8,0,0,92,57,48,22,3,0,0,0,128,256,300,129,50,41,5,0,781,0,0,0,0,0,0,0,0,415,436,169,62,69,5,0,1170,0,0,0,4,3,0,0,10,0,0,3,0,0,0,0,5,0,4,0,0,0,0,0,7,19,29,29,11,13,0,0,97,0,0,0,0,0,0,0,0,24,34,29,16,15,0,0,119,439,469,201,86,86,5,0,1285
LGA50280,134,128,68,43,64,0,0,442,76,132,78,41,50,0,0,373,130,136,89,53,50,3,0,466,450,512,302,178,179,13,5,1639,0,7,0,0,3,0,0,16,792,912,543,315,341,27,7,2930,0,15,14,4,11,0,0,37,11,20,25,17,9,0,0,80,3,25,25,14,16,0,0,80,54,93,83,49,73,7,0,353,5,10,0,6,0,0,0,21,75,156,140,88,106,4,0,571,868,1065,686,403,442,33,5,3504
