LGA_CODE_2021,R_1_74_LT_Real_estate_agent,R_1_74_LT_Ste_terr_hsg_auth,R_1_74_LT_com_hou_pro,R_1_74_LT_Psn_not_Sme_hhd,R_1_74_LT_Other_Lld_type,R_1_74_LT_Lld_type_ns,R_1_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_com_hou_pro,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_com_hou_pro,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_com_hou_pro,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_com_hou_pro,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_com_hou_pro,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_com_hou_pro,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_com_hou_pro,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_com_hou_pro,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_com_hou_pro,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_com_hou_pro,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_com_hou_pro,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_com_hou_pro,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_ovr_LT_com_hou_pro,R_950_over_LT_Psn_not_Sme_hhd,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_com_hou_pro,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_com_hou_pro,Tot_LT_Psn_not_Sme_hhd,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
LGA33620,3,12,5,13,16,0,45,4,20,4,7,7,0,43,9,99,24,61,18,3,211,63,67,31,145,40,5,347,161,28,14,171,21,0,394,424,25,15,292,37,4,799,999,4,12,376,42,5,1442,677,0,9,178,15,0,884,99,0,0,28,7,0,127,15,0,0,11,0,0,20,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,42,11,5,67,22,19,166,2506,271,106,1364,218,32,4495
LGA33800,0,3,0,14,29,0,48,3,3,4,12,5,0,22,29,20,11,50,13,0,119,97,25,29,77,5,8,243,81,7,7,58,9,3,169,149,4,9,65,13,6,236,81,0,0,39,7,0,125,15,0,0,13,0,0,33,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,11,17,7,52,463,84,60,333,89,17,1047
LGA33830,0,17,11,0,7,0,38,0,14,22,0,0,0,45,0,58,32,0,0,3,91,0,29,11,0,0,0,43,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,12,0,129,88,0,6,3,229
LGA33960,21,98,5,25,19,0,163,7,151,3,13,8,6,190,55,596,36,110,38,9,843,133,405,68,176,76,9,876,309,164,48,238,77,5,848,2531,305,113,630,709,17,4310,7743,177,90,1291,427,40,9773,9731,34,17,733,179,14,10713,1441,10,4,126,26,0,1610,317,4,0,37,4,0,360,89,7,0,12,3,0,106,36,0,0,3,0,0,45,11,0,0,5,0,0,12,21,0,0,9,0,0,26,358,165,31,195,81,58,892,22800,2117,427,3603,1641,169,30763
LGA33980,27,25,7,12,1187,4,1258,3,22,0,0,172,0,202,32,32,10,29,190,0,286,32,27,6,38,31,0,139,66,17,7,31,13,3,132,156,4,0,36,20,0,221,268,3,4,42,30,3,343,330,0,0,35,18,0,375,151,0,0,16,0,0,176,61,0,0,3,4,0,65,36,0,0,3,4,0,43,7,0,0,0,4,0,17,3,0,0,0,3,0,3,3,0,0,0,0,0,6,32,3,0,32,132,0,211,1215,133,31,271,1815,13,3478
LGA34420,0,21,16,0,8,0,46,0,15,11,0,0,0,28,0,55,26,0,8,0,86,0,17,13,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,3,5,15,0,117,70,0,20,4,211
LGA34530,3,10,0,6,6,0,28,0,19,6,8,5,0,38,3,48,15,25,11,5,111,34,31,43,58,17,4,183,34,19,9,77,4,3,144,122,8,11,112,13,0,268,399,0,0,176,38,9,628,745,7,0,142,18,0,907,331,0,0,60,0,0,392,83,0,0,14,0,0,101,21,0,0,3,0,0,32,9,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,11,4,38,15,0,105,1820,166,86,720,138,22,2952
LGA34570,0,10,0,0,11,0,22,0,7,0,0,0,0,6,0,42,0,0,0,0,44,0,15,0,0,0,3,19,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,13,0,89,9,0,14,8,116
LGA34580,3,5,0,5,3,3,18,5,6,0,3,3,0,17,32,47,8,61,24,8,175,31,16,10,54,11,0,122,75,12,0,92,13,0,194,275,13,8,138,19,5,467,921,14,0,241,24,9,1205,494,3,0,127,8,0,637,118,0,0,38,3,0,157,30,0,0,4,0,0,37,10,0,0,5,0,0,17,3,0,0,8,0,0,10,7,0,0,0,0,0,3,3,0,0,0,0,0,9,44,9,6,71,24,10,155,2040,119,34,849,138,33,3211
LGA34590,31,253,10,22,10,3,320,11,344,10,17,0,3,377,65,1182,41,106,37,10,1432,165,763,68,190,119,5,1302,192,303,43,201,48,4,794,1697,297,51,381,172,14,2615,8406,255,88,1408,514,36,10704,13402,55,45,1744,473,43,15759,2462,18,6,438,48,3,2971,726,4,4,143,11,0,893,241,0,4,47,8,0,297,80,4,0,17,0,0,105,31,0,0,3,0,0,34,27,0,0,18,10,0,52,560,256,40,270,103,98,1321,28095,3725,397,5005,1553,225,38998
LGA34710,0,16,0,0,42,0,58,9,4,0,6,6,0,26,19,21,0,13,3,0,63,37,7,0,12,10,0,64,18,0,10,12,3,0,49,58,5,0,20,4,0,85,38,0,0,18,6,0,62,19,0,0,3,0,0,24,3,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,11,14,0,34,205,64,11,106,92,3,476
LGA34770,3,97,0,24,28,0,159,0,99,7,15,4,3,129,21,370,27,125,40,4,587,152,258,55,235,87,3,796,229,86,30,307,59,4,719,704,108,33,449,57,8,1354,1475,59,57,667,94,8,2360,2859,13,31,644,76,13,3642,1311,11,3,195,24,4,1544,271,0,0,51,3,0,330,72,0,0,19,3,0,92,19,0,0,9,0,0,27,4,0,0,5,0,0,7,12,0,0,5,0,0,18,122,105,19,162,46,33,493,7267,1221,258,2920,517,87,12269
LGA34800,0,0,0,0,3,0,3,0,0,0,0,5,0,7,0,0,7,3,4,0,19,0,0,0,7,0,0,4,0,0,0,3,0,0,3,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,22,0,0,8,20,30,0,62
LGA34830,0,6,0,0,5,0,12,0,5,0,0,0,0,7,0,34,5,0,0,0,40,0,27,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,66,7,0,6,0,87
LGA34860,3,20,0,5,61,0,96,0,6,7,3,24,0,40,25,27,26,48,28,0,148,81,45,35,84,25,3,272,90,4,9,62,13,3,192,133,8,13,60,11,0,223,219,0,0,37,7,0,265,135,0,0,18,7,0,157,8,0,3,9,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,13,0,31,50,3,114,712,133,90,360,219,14,1526
LGA34880,0,15,3,13,16,0,37,0,19,9,7,16,0,47,8,63,11,42,33,3,158,22,76,40,56,37,4,244,47,15,9,81,15,0,167,101,26,11,111,20,8,284,259,9,9,171,17,3,475,224,4,5,112,8,0,358,46,0,0,22,0,0,74,13,0,0,11,0,0,22,5,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,0,33,23,8,96,736,243,101,665,186,29,1966
LGA35010,29,242,9,34,15,7,330,12,306,10,22,14,3,356,76,1379,68,173,88,12,1797,176,760,146,281,141,9,1506,297,325,99,370,119,8,1218,1801,354,144,783,761,31,3859,9009,301,152,2009,630,50,12154,18263,75,52,2336,961,54,21741,5497,14,3,632,82,16,6244,1392,8,7,175,28,0,1604,492,0,0,66,7,0,557,161,0,4,24,7,0,197,52,0,0,7,0,0,60,73,0,0,20,10,0,103,620,251,45,321,135,128,1497,37952,4013,724,7249,2985,312,53240
LGA35250,0,35,8,0,19,0,64,0,27,0,0,0,0,27,0,79,4,0,4,0,83,0,19,4,0,0,0,21,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,12,0,171,17,0,30,0,216
LGA35300,9,81,0,0,152,0,246,4,58,6,0,40,0,104,18,151,0,16,30,4,213,87,116,8,30,33,4,276,92,43,8,59,12,0,213,181,35,9,75,25,4,325,206,9,8,119,30,0,374,371,9,0,134,24,0,540,241,0,0,53,7,0,308,80,0,0,24,5,0,115,19,0,0,0,0,0,27,9,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,37,0,27,54,11,157,1352,549,42,557,398,21,2915
LGA35600,0,10,3,5,37,0,57,0,9,4,0,13,0,25,19,12,6,18,9,0,62,57,11,3,34,4,0,117,39,0,0,37,8,0,84,27,0,0,17,0,0,49,11,4,0,12,0,0,19,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,15,4,29,155,50,15,138,83,7,447
LGA35670,0,12,3,0,3,0,17,0,23,0,0,0,0,22,0,64,5,0,0,0,72,0,40,4,0,0,0,47,0,6,0,0,0,0,6,0,0,0,0,0,0,5,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,9,0,160,14,0,6,0,185
LGA35740,0,22,0,10,4,0,40,0,19,3,5,0,0,26,3,136,10,14,5,0,169,9,57,0,60,10,0,132,14,27,0,59,5,0,110,49,12,0,101,8,0,171,163,12,0,168,22,0,369,569,11,0,273,34,5,891,794,4,0,230,22,0,1045,501,0,0,112,9,0,629,305,0,0,52,0,0,362,136,0,0,21,0,0,161,82,0,0,13,0,0,99,143,0,0,34,6,0,181,51,19,0,73,16,16,170,2821,324,22,1222,142,26,4556
LGA35760,0,9,0,7,21,0,39,4,3,0,9,16,0,36,10,39,17,55,37,0,151,55,15,11,83,19,8,184,50,8,4,71,7,4,138,97,0,0,53,19,0,172,62,0,0,28,7,0,98,11,0,0,3,5,0,25,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,0,25,26,3,67,297,70,34,333,165,17,923
LGA35780,0,40,12,0,29,0,79,0,43,7,0,6,0,54,0,236,30,4,7,0,279,0,130,10,0,0,0,148,0,5,0,0,0,0,10,0,5,0,0,0,0,11,0,3,0,0,0,0,6,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,3,9,0,25,0,481,58,8,59,4,614
LGA35790,0,41,0,0,7,0,49,0,46,0,0,0,0,53,0,186,4,0,0,0,187,0,120,4,0,0,0,129,0,9,0,0,0,0,9,0,8,0,0,0,0,8,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,14,0,420,13,3,15,6,454
LGA35800,0,8,0,8,19,0,34,0,12,6,0,0,0,20,0,39,9,23,3,0,68,8,5,3,27,4,4,48,0,0,0,14,3,0,18,0,3,0,9,3,0,16,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,19,5,72,17,91,46,3,241
LGA36070,0,17,4,0,10,0,26,0,10,4,0,0,0,12,0,34,5,0,4,0,44,0,15,10,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,7,0,18,0,76,31,0,16,0,124
LGA36150,0,0,0,0,9,0,10,0,0,0,4,0,0,4,0,8,10,11,5,0,28,0,6,0,11,5,0,26,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,8,0,9,6,36,29,0,82
LGA36250,0,96,6,18,13,0,131,3,105,9,0,0,0,122,12,555,26,48,14,3,664,34,258,87,115,35,3,534,66,82,43,160,19,9,376,358,70,38,233,61,7,767,627,51,54,388,50,5,1167,2889,42,25,815,267,12,4052,3157,4,7,433,53,5,3659,837,5,0,140,12,5,990,271,0,0,46,7,0,320,89,0,0,7,0,0,104,40,0,0,10,4,0,56,56,0,0,8,3,0,69,143,85,20,122,28,28,431,8591,1355,305,2542,551,81,13437
LGA36300,0,0,0,0,11,0,13,0,3,0,0,0,0,3,0,0,3,3,9,0,15,4,0,0,6,0,0,11,0,0,0,0,0,0,4,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,8,5,3,10,24,0,57
LGA36370,8,110,20,17,10,8,161,4,121,3,19,4,0,152,50,297,38,117,21,3,525,218,209,104,193,42,10,781,373,79,47,286,30,5,820,1127,73,43,491,60,4,1787,1792,46,16,563,58,14,2488,1608,14,21,258,31,0,1936,335,0,0,54,7,0,399,82,0,4,19,0,0,102,10,0,0,0,0,0,16,4,0,0,3,0,0,10,0,0,0,0,0,0,0,4,0,0,7,0,0,7,109,88,18,122,56,18,417,5725,1046,313,2142,320,70,9613
LGA36510,4,9,0,12,13,0,34,0,8,0,5,4,0,17,10,50,0,39,25,0,119,38,16,3,73,25,4,162,58,9,5,89,14,0,178,204,14,19,156,28,3,424,659,15,13,252,74,8,1015,548,0,0,166,19,3,734,166,0,0,67,7,0,237,88,0,0,25,0,0,111,33,3,0,9,0,0,38,12,0,0,4,0,0,14,4,0,0,0,0,0,4,8,0,0,5,0,0,18,35,9,3,54,33,9,154,1870,125,43,950,245,31,3261
LGA36580,0,5,0,3,10,0,12,0,0,0,0,3,0,5,0,5,0,32,14,0,59,17,0,8,61,10,0,104,35,10,4,69,5,0,128,155,0,4,102,45,3,306,519,0,0,141,20,3,681,339,0,0,60,12,0,409,40,0,0,12,0,0,53,11,0,0,6,3,0,18,0,0,0,6,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,3,6,0,4,8,0,0,34,24,3,82,1133,19,20,540,144,18,1876
LGA36630,11,14,0,22,31,0,82,0,20,4,7,22,0,60,40,68,23,72,32,3,235,200,38,15,116,27,0,398,242,15,7,154,12,0,424,600,11,0,190,19,10,835,557,4,8,132,15,0,709,189,0,4,37,6,0,231,20,0,0,4,0,0,29,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,15,30,9,0,57,31,6,138,1898,185,69,793,198,26,3169
LGA36660,3,16,0,13,13,0,44,3,11,0,5,9,0,29,21,48,8,76,37,8,200,131,57,28,145,38,4,407,214,16,4,150,19,4,406,656,14,4,258,32,4,964,752,0,0,203,31,5,990,209,0,0,66,0,0,284,32,0,0,14,6,0,46,5,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,3,0,0,10,23,12,6,54,38,18,148,2055,180,51,992,222,39,3538
LGA36720,18,119,5,45,16,0,206,6,205,15,21,32,0,277,31,909,36,122,35,3,1138,112,363,96,256,129,6,962,110,152,51,304,83,15,707,443,126,56,509,167,19,1322,2038,131,76,1166,188,23,3626,6745,68,43,2004,299,30,9182,8099,16,11,1364,203,13,9706,3601,4,3,470,57,12,4143,1207,0,0,219,17,0,1448,483,0,0,86,6,0,580,227,0,0,42,0,0,272,197,0,0,71,9,0,280,370,169,19,329,102,66,1055,23680,2257,426,7006,1342,197,34900
LGA36820,6,17,3,12,29,0,64,0,16,0,8,14,0,36,7,47,19,42,11,0,132,32,62,58,104,25,3,284,60,12,15,124,16,3,231,190,21,13,218,38,3,488,323,6,0,257,28,6,619,260,0,0,107,20,0,384,33,0,0,13,4,0,47,0,0,0,7,0,0,6,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,11,13,4,42,26,10,112,928,202,117,939,201,34,2419
LGA36910,9,94,3,31,38,0,178,10,130,13,31,28,0,214,90,500,44,217,66,6,916,345,219,74,327,74,9,1049,697,96,29,436,58,8,1332,2446,102,45,773,198,14,3577,5355,58,34,1101,166,18,6736,3944,24,17,583,67,10,4643,794,0,4,122,30,0,949,195,3,0,27,3,0,238,38,0,0,10,0,0,42,13,3,0,4,4,0,25,9,0,0,5,0,0,13,12,0,0,10,7,0,29,187,103,15,171,113,47,631,14141,1337,284,3844,851,115,20577
LGA36950,0,25,0,4,91,0,124,0,9,0,0,8,0,17,0,39,0,3,21,0,64,0,36,11,8,25,0,76,0,21,0,4,11,0,35,8,57,11,7,5,0,99,0,61,9,3,11,0,88,0,31,0,9,0,0,38,0,3,3,10,3,0,15,0,0,0,7,0,0,9,0,0,0,4,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3,28,0,8,46,4,87,16,316,36,61,232,9,667
LGA36960,0,45,20,0,26,0,95,0,56,25,0,0,4,85,0,242,92,0,5,8,343,0,206,108,0,5,3,322,0,8,0,0,0,0,14,0,9,0,0,0,0,10,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,5,10,0,42,0,575,271,5,46,18,906
LGA37010,17,190,9,21,21,0,260,9,213,21,17,7,5,264,85,828,50,172,77,6,1215,317,501,100,337,51,12,1309,710,178,41,472,77,16,1499,2486,281,73,832,875,18,4563,4718,126,35,1376,336,25,6615,5775,36,35,941,201,15,7003,1165,22,0,204,42,9,1440,296,0,0,65,6,0,375,89,0,0,30,0,0,123,24,0,0,0,3,0,33,14,0,0,14,0,0,33,20,0,0,15,0,0,42,263,189,35,184,91,45,802,16000,2562,409,4679,1795,134,25586
LGA37300,9,21,0,0,117,0,145,0,0,0,0,12,0,12,0,0,0,0,13,0,12,0,0,0,0,10,0,8,0,0,0,0,0,0,8,12,0,0,5,19,0,29,13,0,0,3,17,0,28,13,0,0,7,9,0,32,65,0,0,9,29,0,100,85,0,0,10,11,0,108,92,0,0,5,17,0,114,45,0,0,7,9,0,62,17,0,0,0,3,0,22,7,0,0,0,0,0,4,7,0,0,6,29,0,42,354,26,0,48,292,3,723
LGA37310,10,18,7,22,41,0,96,3,11,0,18,25,0,61,62,71,40,98,78,9,349,188,53,32,164,37,10,480,247,7,16,223,27,3,521,714,15,9,206,34,0,977,673,3,3,130,27,5,838,151,0,0,47,12,0,205,21,0,0,3,7,0,29,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,43,5,4,90,97,3,242,2120,184,106,998,369,30,3815
LGA37340,7,28,0,6,32,0,68,3,25,0,0,22,0,58,23,106,28,48,36,0,246,76,84,76,102,55,5,400,109,25,20,83,31,4,273,339,36,31,121,38,5,569,637,11,14,215,35,0,916,703,4,8,168,49,3,927,336,3,0,80,16,0,436,93,0,0,27,7,0,130,42,0,0,6,12,0,55,8,0,0,3,3,0,17,6,0,0,0,0,0,12,5,0,0,6,0,0,9,32,25,3,57,36,9,160,2422,341,176,927,367,34,4271
LGA37400,0,5,0,0,9,0,12,0,3,3,0,0,0,13,0,4,3,8,6,0,23,3,0,8,11,4,0,24,4,0,0,10,4,0,15,0,0,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,0,6,6,17,12,46,32,0,113
LGA37550,0,32,0,0,12,0,39,0,32,4,0,4,0,40,0,110,0,0,0,0,111,0,51,4,0,0,0,52,0,4,0,0,0,0,4,0,6,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,228,14,0,22,0,265
LGA37570,0,5,28,0,0,0,37,0,0,8,0,0,0,11,0,5,13,0,0,0,16,0,5,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,54,0,0,0,73
LGA37600,0,6,20,0,8,0,30,0,6,35,0,0,0,42,0,19,89,0,0,0,104,0,26,166,0,0,0,189,0,0,7,0,0,0,5,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,60,313,0,10,0,382
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,5,11,6,8,0,0,35,0,28,21,0,0,0,52,12,154,65,26,5,4,265,60,81,151,58,15,0,364,68,19,40,56,8,0,198,151,26,33,81,9,3,297,637,19,33,161,19,0,870,1783,12,19,329,40,0,2181,1160,0,4,198,24,0,1394,419,0,6,68,7,0,501,122,0,4,28,6,0,164,57,0,0,11,0,0,61,36,0,0,12,0,0,43,39,0,0,12,3,0,57,39,18,16,46,16,12,131,4586,370,403,1091,158,23,6618
