LGA_CODE_2021,POL_Tamil_UOLSE_NWorNAA,POL_Tamil_UOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_UOLSE_VWorW,POL_Thai_UOLSE_NWorNAA,POL_Thai_UOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_UOLSE_VWorW,POL_Turkish_UOLSE_NWorNAA,POL_Turkish_UOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_UOLSE_VWorW,POL_Vietnamese_UOLSE_NWorNAA,POL_Vietnamese_UOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_UOLSE_VWorW,POL_Oth_UOLSE_NWorNAA,POL_Oth_UOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_UOLSE_VWorW,POL_Tot_UOLSE_NWorNAA,POL_Tot_UOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LUatH_NS_SEO,P_LUatH_NS_UOLSE_VWorW,P_LUatH_NS_UOLSE_NWorNAA,P_LUatH_NS_UOLSE_Tot,P_LUatH_NS_NS,P_LUatH_NS_Tot,P_Tot_SEO,P_Tot_UOLSE_VWorW,P_Tot_UOLSE_NWorNAA,P_Tot_UOLSE_Tot,P_Tot_NS,P_Tot_Tot
LGA33980,0,4,0,4,..,27,10,37,0,37,..,0,0,0,0,0,..,13,3,15,0,17,..,171,20,194,6,198,..,952,84,1034,21,1058,..,71,9,80,4520,4597,16392,1027,87,1113,4540,22046
LGA34420,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,0,22,0,23,..,29,0,27,11,41,..,9,0,9,104,115,926,35,0,36,118,1079
LGA34530,0,0,0,0,..,37,7,43,0,43,..,0,0,0,0,0,..,18,6,28,0,30,..,218,26,237,15,246,..,979,78,1058,21,1077,..,94,6,101,3660,3762,34555,1072,84,1153,3678,39398
LGA34570,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,388,10,401,15,414,..,388,10,401,15,414,..,0,0,6,68,75,148,389,11,407,80,640
LGA34580,0,20,0,20,..,45,4,46,0,46,..,14,6,26,0,26,..,62,40,103,11,114,..,558,146,709,25,736,..,2221,643,2862,44,2907,..,90,14,109,2658,2766,35429,2315,659,2971,2704,41101
LGA34590,35,475,7,483,..,418,133,552,6,553,..,394,83,474,10,488,..,1224,504,1723,9,1739,..,15500,4563,20061,289,20352,..,51225,10564,61786,746,62532,..,1730,384,2113,21185,23306,259262,52953,10946,63899,21939,345098
LGA34710,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,45,4,52,0,52,..,108,13,121,0,124,..,10,0,12,443,449,3072,118,12,134,445,3647
LGA34770,8,74,0,74,..,183,36,223,0,230,..,7,0,7,0,7,..,74,25,101,3,104,..,1409,137,1550,28,1579,..,6557,587,7143,99,7239,..,420,42,461,10590,11055,103403,6976,627,7603,10688,121691
LGA34800,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,159,159,660,10,0,10,159,836
LGA34830,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,128,12,143,0,143,..,138,12,146,0,146,..,0,0,0,54,54,235,138,12,146,54,432
LGA34860,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,6,0,6,..,94,6,104,4,107,..,470,33,503,10,511,..,36,0,36,1370,1410,10903,508,33,540,1380,12825
LGA34880,3,6,0,6,..,44,7,50,0,50,..,0,0,0,0,0,..,14,7,22,3,23,..,431,46,478,7,485,..,2037,296,2332,37,2370,..,97,11,103,3382,3483,17006,2132,307,2439,3415,22858
LGA35010,17,305,9,311,..,699,199,903,13,911,..,100,12,118,0,120,..,529,143,670,4,674,..,6591,904,7495,167,7663,..,35844,4389,40232,459,40697,..,1536,151,1689,21196,22883,412761,37387,4534,41924,21657,476340
LGA35250,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,329,0,330,8,336,..,344,0,347,6,355,..,0,0,0,93,99,575,343,0,348,104,1025
LGA35300,0,26,0,26,..,18,3,27,0,27,..,0,3,7,0,7,..,12,4,21,0,21,..,538,31,567,10,582,..,1681,120,1806,21,1823,..,113,12,127,1751,1879,15027,1798,135,1927,1769,18727
LGA35600,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,49,78,125,0,127,..,36,4,40,0,40,..,139,82,224,0,223,..,3,5,7,468,470,3280,146,85,225,468,3971
LGA35670,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,113,6,121,3,128,..,128,7,129,3,136,..,20,0,21,146,166,573,146,7,150,154,883
LGA35740,0,4,0,4,..,75,7,87,0,87,..,12,0,12,0,12,..,32,7,42,0,44,..,510,39,552,15,569,..,3036,188,3220,42,3258,..,129,7,141,3054,3195,49844,3165,195,3361,3097,56298
LGA35760,0,0,0,0,..,13,5,14,0,14,..,0,0,0,0,0,..,13,0,14,0,14,..,109,23,139,4,139,..,454,84,537,11,555,..,28,5,32,1025,1056,8456,481,91,570,1039,10068
LGA35780,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,1611,303,1919,90,2003,..,1631,303,1939,90,2024,..,41,6,45,291,339,420,1672,315,1983,375,2781
LGA35790,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,734,49,784,3,788,..,792,51,845,9,854,..,22,3,23,115,136,1114,809,56,862,123,2098
LGA35800,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,19,5,22,0,22,..,50,3,57,0,57,..,4,0,4,91,95,1531,54,3,57,91,1679
LGA36070,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,297,4,300,14,315,..,305,4,306,14,321,..,3,0,5,75,77,215,308,0,313,86,611
LGA36150,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,9,3,6,0,6,..,4,0,4,45,48,644,12,3,9,45,698
LGA36250,3,106,0,107,..,237,41,276,4,278,..,60,0,60,0,69,..,182,49,231,0,236,..,1983,297,2274,49,2324,..,10588,1100,11691,144,11835,..,475,32,505,5277,5775,141607,11060,1133,12187,5421,159222
LGA36300,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,12,0,12,0,12,..,0,0,0,129,129,624,9,0,9,129,761
LGA36370,43,190,0,194,..,82,18,97,0,97,..,3,0,3,0,3,..,246,167,418,5,415,..,800,164,962,29,992,..,4424,797,5222,69,5288,..,277,58,333,5805,6138,70536,4699,850,5555,5876,81968
LGA36510,0,0,0,0,..,31,0,33,0,33,..,0,0,0,0,0,..,11,0,17,0,15,..,326,24,342,14,362,..,1352,151,1502,25,1527,..,95,7,103,2903,3006,38455,1443,156,1604,2927,42984
LGA36580,0,11,0,11,..,21,3,23,0,23,..,0,0,0,0,0,..,36,53,83,0,86,..,166,35,198,8,209,..,1065,182,1244,27,1270,..,78,8,86,1577,1660,22130,1137,187,1325,1596,25057
LGA36630,0,4,0,4,..,25,0,25,0,25,..,0,0,0,0,0,..,21,9,26,0,26,..,216,33,247,8,259,..,876,123,1002,18,1018,..,86,6,91,2883,2978,28997,960,127,1093,2901,32996
LGA36660,0,4,0,4,..,27,0,33,0,33,..,3,0,3,0,3,..,21,12,26,0,28,..,225,41,263,8,275,..,1333,230,1563,20,1582,..,76,11,85,2670,2752,31954,1409,239,1647,2690,36290
LGA36720,0,97,0,97,..,545,99,642,3,642,..,48,5,54,0,53,..,386,82,470,6,474,..,3303,347,3650,71,3720,..,19087,1604,20698,286,20982,..,950,97,1043,16442,17490,304081,20038,1699,21739,16727,342541
LGA36820,0,4,0,4,..,26,4,31,0,31,..,0,0,0,0,0,..,5,4,11,0,11,..,443,50,492,22,516,..,1196,114,1309,27,1337,..,98,5,102,2468,2568,22335,1288,122,1407,2498,26244
LGA36910,14,176,3,177,..,136,23,160,0,158,..,17,3,24,0,24,..,165,28,192,0,194,..,3497,1496,4992,92,5083,..,12754,2620,15374,208,15583,..,536,131,663,8803,9465,148153,13290,2750,16038,9013,173204
LGA36950,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,4,0,4,0,4,..,1332,201,1537,48,1584,..,1406,206,1615,48,1666,..,87,9,92,244,339,1419,1490,220,1706,295,3421
LGA36960,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,2814,623,3440,69,3515,..,2839,637,3478,78,3554,..,49,37,91,223,310,262,2891,678,3568,294,4124
LGA37010,9,230,0,230,..,246,56,302,0,302,..,13,0,19,0,19,..,311,116,424,3,429,..,3952,677,4627,69,4700,..,13460,1621,15083,161,15246,..,844,91,939,14809,15755,161774,14309,1711,16025,14978,192768
LGA37300,0,6,0,6,..,14,0,13,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,225,11,242,7,245,..,346,27,373,4,385,..,50,3,54,490,548,3170,406,31,430,498,4100
LGA37310,0,7,0,8,..,6,4,14,0,14,..,0,0,0,0,0,..,12,11,24,0,24,..,198,24,217,4,223,..,1258,111,1368,26,1395,..,73,3,79,3220,3303,29149,1332,113,1449,3250,33843
LGA37340,4,21,0,21,..,80,21,97,0,97,..,19,4,27,0,27,..,70,36,100,0,100,..,494,52,542,12,556,..,2222,273,2494,25,2521,..,115,14,123,4106,4228,30406,2332,279,2616,4128,37152
LGA37400,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,16,0,16,0,21,..,4,0,4,172,178,928,26,0,26,177,1129
LGA37550,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,0,27,0,27,..,30,7,39,0,38,..,12,0,10,40,54,933,40,3,42,46,1019
LGA37570,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,80,6,85,14,100,..,90,3,93,19,114,..,0,3,8,10,16,150,94,4,100,33,276
LGA37600,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,1853,38,1892,66,1958,..,1857,38,1901,66,1966,..,18,4,22,80,101,442,1878,41,1919,137,2505
LGA39499,0,0,0,0,..,13,3,18,0,18,..,5,0,5,0,5,..,21,5,23,0,23,..,272,31,300,7,316,..,1031,135,1163,19,1184,..,56,4,62,3455,3517,9972,1085,140,1226,3475,14670
LGA39799,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,19,0,21,0,22,..,0,0,0,128,128,32,19,0,21,130,183
LGA40070,0,109,0,109,..,78,12,92,0,92,..,38,3,39,0,39,..,399,35,433,0,433,..,406,39,447,5,454,..,7963,998,8962,35,9001,..,104,4,111,1940,2051,13980,8071,1008,9073,1975,25026
LGA40120,0,8,0,8,..,22,4,27,0,29,..,7,0,7,0,14,..,44,19,61,0,61,..,358,30,389,12,400,..,2063,157,2218,27,2247,..,69,0,72,1540,1609,37020,2128,162,2288,1568,40879
LGA40150,4,7,0,7,..,10,0,10,0,10,..,0,0,0,0,0,..,32,23,58,0,58,..,125,20,143,11,156,..,447,89,537,14,552,..,32,4,40,572,611,8678,482,92,576,583,9835
LGA40220,0,0,0,0,..,19,3,16,4,19,..,0,0,0,0,0,..,10,0,13,0,13,..,174,11,189,12,199,..,697,57,749,22,772,..,58,0,58,1341,1404,26552,759,57,812,1366,28730
LGA40250,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,1598,241,1844,115,1959,..,1625,241,1860,117,1978,..,19,13,28,74,99,256,1640,248,1888,193,2333
LGA40310,0,0,0,0,..,14,0,14,0,14,..,0,0,0,0,0,..,9,0,7,0,7,..,94,28,123,5,121,..,591,61,650,14,662,..,39,0,41,927,966,23436,631,54,692,939,25066
LGA40430,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,3,6,..,30,5,30,3,38,..,3,0,3,192,188,2391,32,5,33,193,2619
LGA40520,0,13,0,13,..,5,0,4,0,4,..,0,0,0,0,0,..,0,4,6,0,6,..,123,40,160,6,171,..,834,189,1019,14,1027,..,25,4,29,530,560,8895,858,187,1048,545,10484
LGA40700,4,202,4,204,..,80,6,85,0,81,..,25,0,30,0,30,..,291,27,318,0,318,..,738,52,792,18,813,..,11161,1385,12546,116,12661,..,136,9,140,845,988,32387,11294,1395,12683,958,46030
LGA40910,7,286,0,286,..,48,12,61,0,61,..,14,0,14,0,19,..,255,52,311,5,310,..,1137,127,1258,28,1287,..,17074,2420,19492,181,19670,..,203,29,232,1509,1736,33390,17277,2454,19723,1684,54800
LGA41010,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,149,0,151,4,156,..,285,9,297,18,320,..,42,0,42,244,284,2904,327,9,336,260,3505
LGA41060,13,276,3,281,..,136,30,171,0,165,..,65,7,74,0,77,..,2369,996,3363,28,3392,..,3010,532,3543,72,3614,..,27645,4862,32514,302,32810,..,498,95,596,3816,4407,84630,28145,4960,33104,4111,121840
LGA41140,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,7,0,7,0,7,..,39,11,49,0,48,..,223,26,251,4,258,..,18,0,19,505,523,8406,244,27,268,510,9187
LGA41190,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,23,0,23,0,28,..,4,0,4,132,136,1588,30,0,30,128,1742
LGA41330,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,62,0,60,0,61,..,311,31,341,6,347,..,18,0,19,285,306,910,328,29,360,296,1566
LGA41560,0,0,0,0,..,10,5,14,0,14,..,0,0,0,0,0,..,8,5,4,0,4,..,65,12,75,0,76,..,308,36,345,8,351,..,30,0,33,998,1024,13674,336,37,375,1003,15050
LGA41750,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,10,0,10,0,15,..,4,0,4,76,79,922,15,0,17,78,1014
LGA41830,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,43,0,43,0,40,..,69,0,69,0,71,..,16,0,23,153,177,1397,87,0,92,156,1646
LGA41960,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,11,0,11,..,3,0,3,128,128,1147,15,0,15,128,1293
LGA42030,0,4,0,3,..,11,0,11,0,9,..,0,0,0,0,0,..,37,22,63,0,63,..,195,40,233,5,243,..,1018,137,1156,15,1173,..,67,4,73,905,975,22849,1093,138,1227,915,24988
LGA42110,0,0,0,0,..,5,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,19,0,22,..,76,7,85,4,91,..,13,0,14,286,296,3669,91,11,101,284,4060
LGA42250,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,8,3,9,0,9,..,18,6,25,0,24,..,132,11,145,0,148,..,6,0,9,1229,1240,7246,140,17,153,1234,8636
LGA42600,0,39,0,39,..,40,6,46,0,42,..,21,5,25,0,25,..,69,15,80,0,77,..,514,83,598,20,614,..,3649,370,4020,43,4062,..,117,9,121,1113,1234,32245,3766,377,4146,1156,37543
LGA42750,0,0,0,0,..,4,0,8,0,8,..,0,0,0,0,0,..,11,0,11,0,11,..,46,4,46,0,50,..,185,15,195,0,201,..,0,0,6,397,400,4294,182,20,201,397,4894
LGA43080,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,23,0,23,0,23,..,3,0,3,79,81,901,26,0,26,79,1007
LGA43220,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,18,3,18,0,18,..,0,0,0,69,69,950,18,3,18,69,1037
LGA43360,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,35,4,41,0,41,..,4,0,4,131,132,2155,37,4,41,131,2326
LGA43650,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,17,0,17,0,17,..,78,12,88,0,88,..,366,27,393,0,396,..,23,0,27,698,720,14676,385,31,420,702,15792
LGA43710,0,0,0,0,..,5,0,10,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,30,3,33,6,42,..,97,3,102,9,107,..,14,0,14,522,530,5267,110,3,117,529,5910
LGA43790,0,4,0,4,..,4,0,7,0,7,..,0,0,0,0,0,..,7,5,16,0,16,..,60,15,74,0,74,..,449,107,562,8,573,..,29,9,30,740,775,10327,479,115,591,750,11666
LGA44000,0,0,0,0,..,3,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,56,3,56,11,69,..,60,0,63,11,75,..,0,0,0,8,8,15,60,0,63,19,96
LGA44060,5,292,0,295,..,127,21,147,0,147,..,36,0,37,0,35,..,320,55,376,8,381,..,1776,329,2107,58,2165,..,17098,2438,19540,216,19757,..,379,59,446,2512,2952,72015,17475,2506,19983,2720,94721
LGA44210,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,39,0,41,0,41,..,161,14,174,0,174,..,26,0,26,915,945,8053,185,14,200,915,9164
LGA44340,3,114,0,117,..,75,3,78,0,82,..,15,7,18,0,18,..,219,41,264,3,264,..,1030,86,1125,27,1152,..,9124,1009,10133,108,10236,..,176,18,202,1411,1613,55762,9303,1027,10331,1524,67617
LGA44550,0,17,0,17,..,34,6,37,0,37,..,8,0,8,0,8,..,20,3,21,0,21,..,322,41,361,8,369,..,1795,166,1965,28,1984,..,71,10,78,1497,1575,35652,1863,175,2039,1522,39217
LGA44620,0,9,0,11,..,24,0,30,0,31,..,0,0,0,0,0,..,16,8,33,0,33,..,497,273,768,14,782,..,1431,362,1791,29,1821,..,87,17,101,1397,1501,23553,1522,376,1893,1427,26878
LGA44830,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,3,16,0,16,..,45,4,52,0,52,..,15,0,15,234,246,2567,59,4,61,234,2862
LGA45040,0,13,0,13,..,21,0,16,0,16,..,31,14,50,0,50,..,61,42,105,0,111,..,299,56,356,3,361,..,1433,319,1749,10,1763,..,79,4,84,1651,1738,18145,1518,322,1838,1663,21644
LGA45090,0,4,0,4,..,31,6,46,0,46,..,6,0,3,0,3,..,28,12,39,0,39,..,222,126,349,5,356,..,642,262,905,11,915,..,20,9,27,567,593,7179,662,270,931,579,8686
LGA45120,0,0,0,0,..,0,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,31,3,31,0,31,..,78,11,88,4,93,..,7,0,7,269,280,4188,93,11,96,273,4559
LGA45290,6,115,0,115,..,70,12,78,0,80,..,15,0,15,0,15,..,278,21,301,3,302,..,601,84,686,29,712,..,8667,1218,9886,88,9969,..,83,9,95,1133,1228,26290,8752,1228,9976,1216,37487
LGA45340,5,110,0,110,..,151,24,173,0,175,..,8,5,12,0,12,..,151,17,171,0,176,..,1879,276,2157,56,2209,..,11065,1274,12344,159,12497,..,397,23,422,6411,6834,155870,11459,1300,12761,6576,175204
LGA45400,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,12,0,12,0,12,..,0,0,0,73,73,784,12,0,12,73,874
LGA45540,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,4,0,4,..,20,4,27,0,27,..,6,0,6,210,218,1395,31,4,35,210,1638
LGA45680,7,81,0,81,..,110,20,136,0,141,..,92,16,104,0,104,..,532,380,909,4,915,..,4954,1552,6508,99,6607,..,11412,3492,14906,200,15110,..,522,116,640,5232,5871,78212,11938,3611,15544,5433,99190
LGA45890,36,485,3,493,..,191,44,230,0,233,..,78,9,84,0,84,..,4605,2315,6920,45,6962,..,5555,1740,7298,147,7441,..,38267,8181,46448,480,46926,..,634,164,795,5575,6373,79095,38901,8348,47243,6059,132400
LGA46090,0,16,0,17,..,7,0,7,0,7,..,0,0,0,0,0,..,30,6,33,0,33,..,325,39,364,9,373,..,855,89,939,22,957,..,80,3,88,1581,1666,11202,938,91,1028,1600,13829
LGA46300,0,0,0,0,..,13,0,12,0,12,..,0,0,0,0,0,..,14,4,15,0,15,..,98,18,113,0,119,..,575,52,628,11,640,..,67,5,70,879,952,12821,643,56,695,891,14404
LGA46450,0,7,0,13,..,12,3,16,0,16,..,0,0,0,0,0,..,18,6,22,0,22,..,144,26,174,0,175,..,664,92,759,10,769,..,67,4,70,920,991,15527,732,97,824,933,17282
LGA46510,7,82,0,82,..,37,8,40,0,40,..,15,0,15,0,15,..,679,104,788,9,792,..,432,62,498,11,505,..,5596,674,6271,43,6317,..,59,13,70,586,659,15298,5657,688,6344,629,22272
LGA46670,0,4,0,4,..,11,0,8,0,8,..,54,15,74,0,74,..,50,21,73,0,73,..,102,71,174,0,179,..,1062,291,1353,13,1370,..,15,8,22,591,612,7804,1074,297,1374,606,9783
LGA46860,0,0,0,0,..,0,3,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,13,0,13,..,28,11,41,0,45,..,7,0,7,84,84,1412,36,11,47,84,1542
LGA46970,0,5,0,3,..,10,7,12,0,12,..,5,0,5,0,6,..,9,0,9,0,9,..,41,8,49,4,56,..,323,22,341,5,352,..,6,0,4,453,461,3170,325,22,352,459,3976
LGA47140,22,419,0,425,..,228,75,302,3,307,..,109,19,127,0,127,..,3789,1979,5771,33,5806,..,8987,3243,12226,165,12395,..,36984,9944,46927,464,47383,..,966,313,1280,5481,6758,91663,37946,10257,48204,5939,145806
LGA47290,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,10,18,3,21,..,139,25,160,4,163,..,11,0,10,156,165,1648,152,22,172,159,1979
LGA47490,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,11,..,35,0,37,0,35,..,5,0,10,173,179,1953,38,7,38,172,2165
LGA47630,0,28,0,28,..,3,4,7,0,7,..,0,0,0,0,0,..,10,0,10,0,10,..,103,55,161,3,160,..,458,144,598,3,605,..,18,0,18,497,514,5774,472,144,615,502,6891
LGA47700,13,204,3,207,..,81,17,96,0,96,..,41,7,50,0,50,..,203,42,241,0,242,..,1867,314,2180,51,2228,..,13294,1700,14994,174,15173,..,301,41,345,2450,2790,83214,13597,1742,15337,2623,101174
LGA47800,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,98,3,99,0,103,..,196,11,206,0,202,..,10,3,10,512,520,4734,206,13,218,513,5463
LGA47910,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,9,6,16,0,16,..,26,8,33,0,35,..,6,0,6,172,174,2602,38,8,39,172,2817
LGA47980,4,98,0,98,..,53,10,61,0,62,..,17,0,17,0,17,..,148,28,175,0,175,..,534,39,570,13,584,..,6613,824,7441,60,7496,..,108,14,124,805,927,30220,6723,834,7555,859,38641
LGA48050,0,0,0,0,..,15,4,20,0,20,..,0,0,0,0,0,..,8,0,6,0,6,..,130,17,138,3,146,..,510,42,549,9,554,..,37,0,37,579,614,14965,548,42,581,586,16139
LGA48130,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,26,0,28,0,30,..,240,17,262,5,264,..,20,0,25,351,374,6137,262,18,286,351,6780
LGA48260,4,34,0,34,..,12,6,20,0,20,..,0,0,0,0,0,..,130,12,144,0,148,..,110,13,122,5,128,..,1673,177,1844,16,1865,..,19,6,26,258,282,5868,1692,181,1868,281,8023
LGA48340,0,0,0,0,..,11,0,12,0,12,..,0,0,0,0,0,..,7,0,11,0,11,..,45,12,57,0,61,..,284,51,337,11,351,..,29,0,31,769,800,10740,313,54,366,784,11888
LGA48410,13,156,3,159,..,112,34,145,0,149,..,31,4,37,0,37,..,377,91,465,0,465,..,1387,262,1652,67,1716,..,16595,2389,18978,190,19172,..,243,34,280,1737,2013,40510,16836,2420,19258,1929,61699
LGA48540,0,42,0,45,..,18,0,15,0,15,..,5,0,6,0,6,..,18,0,13,0,13,..,183,25,213,12,227,..,1237,107,1341,22,1361,..,83,6,95,1293,1384,18491,1324,113,1435,1318,21244
LGA48640,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,6,6,0,6,..,11,6,10,0,10,..,0,0,0,110,110,1013,11,6,10,110,1136
LGA48750,0,0,0,0,..,4,0,8,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,21,4,21,0,21,..,117,11,128,4,129,..,13,0,14,308,323,5391,131,13,142,312,5834
LGA48830,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,7,0,7,..,47,4,48,5,51,..,174,9,184,5,190,..,30,3,29,875,902,10500,209,9,214,884,11598
LGA49399,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,351,13,361,17,379,..,431,15,447,22,468,..,27,0,34,382,414,2124,465,17,481,404,3006
LGA49499,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,8,0,8,..,85,10,92,11,105,..,270,33,302,11,314,..,32,6,32,770,806,2261,300,34,334,777,3377
LGA49799,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,5,5,0,8,0,8,5,12
LGA50080,0,19,0,19,..,56,4,61,0,61,..,8,0,6,0,6,..,34,0,39,0,39,..,465,136,594,0,597,..,2119,248,2373,14,2387,..,92,8,103,2235,2339,34040,2210,262,2468,2252,38763
LGA50210,114,1286,13,1299,..,246,33,280,0,281,..,47,4,53,0,53,..,120,32,153,3,158,..,3781,590,4373,91,4465,..,19708,2193,21902,309,22213,..,442,83,524,4528,5049,66921,20153,2276,22423,4842,94184
LGA50250,0,11,0,11,..,38,5,44,0,50,..,0,0,0,0,0,..,8,0,6,0,6,..,293,18,309,10,318,..,748,44,794,14,811,..,33,0,35,1384,1419,5167,783,43,833,1395,7391
LGA50280,0,0,0,0,..,32,11,33,0,33,..,0,0,0,0,0,..,17,9,28,0,28,..,145,70,216,3,215,..,1088,147,1228,20,1250,..,52,3,57,1326,1380,14155,1134,145,1283,1349,16791
LGA50350,0,29,0,29,..,38,11,47,0,47,..,4,0,5,0,5,..,124,47,170,0,173,..,363,43,405,11,415,..,1908,276,2186,37,2220,..,56,3,61,794,857,12856,1966,284,2247,830,15932
LGA50420,3,210,3,213,..,215,33,246,5,252,..,66,21,94,0,94,..,1718,745,2463,16,2476,..,2156,302,2460,44,2504,..,15639,3003,18640,199,18844,..,331,53,384,2794,3178,47267,15975,3052,19027,2990,69283
LGA50490,7,106,0,105,..,175,53,227,4,231,..,84,28,107,0,107,..,379,95,473,9,480,..,1906,304,2212,51,2263,..,11211,1715,12926,174,13101,..,239,40,278,2751,3034,26130,11448,1749,13199,2928,42257
LGA50560,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,4,0,0,0,..,5,0,7,0,7,..,47,3,55,0,55,..,4,0,3,193,200,1442,55,10,55,193,1694
