LGA_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
LGA37300,0,0,0,0,4,3,31,9,3,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,3,0,0,19,0,5,10,8,10,4,18,8,0,0,0,0,0,0,0,65,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,14,18,17,0,0,0,0,3,0,0,75,0,6,15,28,50,44,136,60,8,3,16,9,10,0,14,406
LGA37310,0,0,0,0,17,15,102,160,43,26,42,37,13,17,29,508,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,0,0,12,23,83,30,3,5,0,7,0,3,0,183,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,25,19,57,122,55,37,26,59,19,10,8,11,18,3,0,27,471,0,0,9,3,0,7,14,0,0,4,4,0,0,0,0,38,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,18,0,5,29,23,37,21,65,36,15,19,50,97,30,0,8,433,36,105,216,198,232,190,521,416,102,101,138,194,68,25,119,2671
LGA37340,0,0,5,8,60,31,59,96,12,18,28,18,14,0,13,368,0,0,0,0,10,5,11,10,0,6,0,3,0,0,0,38,0,0,0,9,3,0,0,3,0,0,0,0,0,0,0,20,0,0,6,10,12,22,104,58,10,3,9,6,6,0,4,234,0,0,0,3,0,6,8,19,0,0,0,3,0,0,0,41,0,0,0,0,0,0,12,16,7,9,18,27,5,0,0,96,0,0,0,0,4,4,43,32,5,6,5,10,6,0,3,139,38,84,279,179,170,141,229,122,35,28,20,33,29,3,48,1441,3,0,7,14,10,18,30,16,3,6,4,4,8,0,4,126,0,0,0,5,9,4,21,15,0,5,9,6,8,6,12,92,15,30,63,89,82,99,122,115,26,37,64,236,93,75,33,1185,84,207,480,555,647,563,1064,796,170,193,254,528,231,109,193,6071
LGA37400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,8,8,10,7,8,9,0,0,0,5,0,0,3,57
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,9
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8
LGA37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA39499,0,0,0,4,8,3,16,5,5,3,4,5,0,0,9,61,0,0,3,0,5,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,6,7,7,9,30,0,0,0,0,0,3,22,0,89,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,3,6,16,4,3,3,45,0,0,0,0,0,0,6,11,0,0,0,6,0,3,0,17,7,40,168,110,75,29,93,44,13,3,23,52,35,15,42,764,0,0,7,6,5,9,8,8,0,0,3,10,8,0,6,62,0,0,0,0,3,0,4,3,0,0,0,4,3,0,0,24,0,4,29,21,37,35,56,41,16,11,39,143,87,35,57,619,15,83,260,264,286,210,365,223,69,47,138,371,213,124,230,2917
LGA39799,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,8,0,3,3,0,0,23
LGA40070,0,0,0,0,16,13,45,47,24,15,29,74,21,5,7,314,0,3,0,3,28,0,4,7,0,0,5,0,4,0,0,59,0,0,3,5,4,11,33,26,25,41,35,55,28,6,0,287,0,3,3,8,5,13,35,6,3,3,3,17,8,6,9,125,0,0,0,5,3,8,17,28,6,13,11,19,14,0,0,134,0,0,0,0,5,11,10,27,16,10,21,12,20,0,8,135,0,0,0,0,5,14,28,19,3,10,5,9,4,5,5,104,25,120,284,147,119,71,169,70,21,19,30,38,33,8,32,1190,0,5,5,16,16,26,34,18,5,11,4,21,25,5,7,188,0,0,0,19,33,7,21,56,34,55,60,79,42,4,14,422,25,40,51,44,62,108,182,188,89,98,121,198,140,30,34,1400,92,339,460,344,479,487,1320,1725,788,1051,1226,1735,924,173,219,11360
LGA40120,0,0,0,4,11,4,22,30,3,9,4,6,0,0,0,90,5,0,10,13,30,16,6,6,0,0,0,7,0,0,0,91,0,0,0,10,6,11,5,11,4,7,3,0,0,0,6,63,0,0,3,23,33,33,98,21,0,10,10,13,0,0,3,252,0,0,0,3,4,3,3,3,0,0,0,0,0,0,0,27,0,0,0,0,4,3,0,3,3,0,0,0,0,0,0,12,0,0,0,0,0,11,13,6,0,0,3,6,0,0,3,39,51,343,924,503,338,260,482,169,26,19,11,16,12,0,107,3262,0,5,16,38,28,31,45,20,0,8,7,4,4,0,7,227,0,0,0,10,8,4,26,4,0,3,3,0,0,0,0,71,34,57,81,91,91,112,149,48,33,17,14,19,11,3,23,775,159,752,1250,904,802,656,1172,459,92,117,90,120,50,10,188,6816
LGA40150,0,0,0,0,10,3,10,3,3,0,0,5,6,0,0,39,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,7,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,4,0,0,0,0,15,9,64,281,125,37,40,47,8,0,0,0,0,0,0,12,620,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,10,0,0,0,5,16,10,14,6,0,0,0,4,0,0,0,53,6,15,21,13,23,18,19,9,0,9,0,24,55,0,11,218,25,136,355,189,119,89,143,59,9,12,9,32,69,0,38,1292
LGA40220,0,0,0,0,12,11,8,31,6,0,4,5,0,0,6,93,0,0,0,3,15,3,7,0,0,0,0,0,0,0,4,28,0,0,7,5,0,4,8,0,0,0,0,0,0,0,0,19,0,3,8,8,11,13,39,14,4,5,0,3,0,0,0,106,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,5,3,0,0,0,0,25,60,329,1018,571,266,139,287,98,21,12,4,10,8,0,119,2940,0,0,3,17,17,14,19,5,0,0,0,0,0,0,0,85,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,11,24,47,58,34,35,24,53,23,5,10,6,15,4,3,9,349,124,628,1250,775,484,260,525,231,52,35,27,46,23,11,183,4671
LGA40250,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,22,0,0,5,4,3,4,18,6,0,0,4,8,0,0,6,61
LGA40310,0,0,0,0,4,5,18,4,0,0,3,5,4,0,0,47,0,5,0,5,10,0,0,0,0,0,0,0,0,0,0,23,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,3,3,18,39,10,0,3,3,6,0,0,0,91,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,14,0,0,0,5,0,0,16,3,0,0,0,0,0,0,0,26,25,178,620,289,113,87,192,85,4,16,7,4,12,0,45,1683,0,6,0,5,7,11,22,14,0,0,0,0,3,0,5,80,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,9,20,25,36,25,13,28,30,33,0,9,11,13,6,17,13,263,74,346,748,411,245,230,427,198,27,37,42,40,28,22,81,2957
LGA40430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,26,60,16,3,4,0,0,0,0,0,0,0,0,4,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,11,9,45,78,28,10,5,13,0,8,0,0,0,0,0,15,210
LGA40520,0,0,0,0,6,6,23,17,0,4,3,4,0,8,7,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,7,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,44,141,53,35,15,32,3,7,5,4,0,3,0,20,355,0,0,3,4,4,0,0,4,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,25,16,8,11,4,20,15,4,0,9,14,14,26,5,166,33,171,257,98,94,75,182,93,34,34,52,51,27,28,56,1297
LGA40700,0,0,3,7,24,11,32,29,6,0,11,15,6,0,3,152,9,8,7,13,47,19,16,0,0,0,0,0,0,0,5,118,0,6,13,31,42,32,55,50,8,4,13,25,5,0,4,280,0,3,12,31,28,44,75,26,3,3,7,17,8,0,0,265,0,6,3,26,43,38,101,136,20,45,52,58,33,0,7,560,0,0,0,0,32,41,36,27,7,0,8,0,5,0,3,160,0,0,0,4,17,12,28,13,11,3,5,6,4,3,0,110,63,261,565,373,213,158,446,164,20,22,25,27,22,8,65,2428,0,5,19,28,26,21,64,37,13,11,7,7,13,0,0,259,0,0,0,87,79,21,20,34,16,17,20,27,8,0,11,337,101,77,125,119,160,192,293,219,68,78,71,82,29,12,23,1658,315,936,1186,1126,1397,1229,3433,2218,554,605,713,796,347,86,262,15206
LGA40910,0,0,3,13,53,34,104,78,8,7,17,44,12,0,12,384,17,10,16,11,60,25,25,3,6,0,12,0,0,0,5,188,0,3,9,12,24,19,34,16,3,13,3,3,7,0,0,156,0,0,5,10,19,43,101,20,8,5,18,9,0,0,0,252,0,0,3,4,22,46,153,165,20,41,53,49,23,0,5,585,0,0,0,4,9,23,29,20,11,9,12,3,3,0,4,120,0,0,0,7,9,7,24,14,0,6,0,6,0,0,0,87,57,239,615,277,176,111,310,117,24,8,27,14,9,4,47,2025,0,0,6,17,16,13,59,18,12,0,10,5,11,0,4,174,0,0,0,61,76,14,42,34,9,21,20,23,12,0,9,312,85,127,150,146,196,291,455,294,94,116,125,112,29,11,23,2248,348,2115,2248,993,1321,1320,4035,2920,779,866,1035,1131,440,70,344,19967
LGA41010,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,28,12,3,0,5,10,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,3,0,5,8,10,0,0,0,4,0,0,3,28,5,19,44,35,19,15,35,59,6,9,8,11,9,0,7,264
LGA41060,0,3,0,31,137,114,285,301,74,49,54,78,29,11,15,1171,44,51,59,40,175,45,48,22,12,4,0,3,0,0,16,529,4,0,7,12,16,16,45,16,3,4,4,4,8,0,5,153,0,3,11,23,31,50,181,82,28,27,53,73,44,6,9,609,0,0,8,11,23,4,37,43,7,9,16,27,14,0,6,203,0,0,0,0,0,7,21,39,14,8,3,11,3,0,3,110,0,0,0,3,50,30,88,52,7,9,11,19,0,0,5,280,90,450,1484,662,426,299,872,483,57,61,60,71,55,25,130,5228,0,0,11,42,29,44,62,60,14,17,18,28,11,0,19,352,0,0,8,326,781,377,368,285,98,82,107,98,53,12,98,2694,156,298,495,470,612,1282,1289,818,319,273,289,281,130,19,113,6843,704,3155,4463,2426,3031,3098,6111,4326,1209,1195,1405,1600,774,157,792,34455
LGA41140,0,0,0,0,3,3,5,10,5,3,0,0,0,0,3,48,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,4,0,0,0,0,0,0,17,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,4,5,0,0,0,0,0,10,8,57,188,68,44,24,41,9,0,0,4,0,3,3,15,464,0,0,5,0,3,4,4,4,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,21,7,9,8,12,11,3,4,4,3,7,0,5,104,25,106,240,107,87,58,103,74,17,26,22,19,15,3,25,926
LGA41190,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,5,0,0,7,0,0,0,0,0,0,0,0,36,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,13,29,0,3,8,12,4,0,0,4,0,8,0,7,90
LGA41330,0,0,0,6,0,6,7,14,0,3,0,4,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,12,16,8,6,4,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,11,7,4,0,0,0,0,0,0,0,0,5,50,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,26,11,10,7,7,0,0,0,0,0,0,0,4,84,8,37,94,51,20,26,41,44,14,21,19,16,8,6,20,412
LGA41560,0,0,0,3,9,0,9,10,5,0,0,5,3,0,0,46,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,5,18,9,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,3,12,15,118,409,133,38,21,36,6,0,0,0,0,0,0,41,824,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,7,11,29,25,8,3,4,3,0,0,0,4,0,0,3,101,53,224,492,209,104,54,115,71,7,12,13,24,4,4,58,1439
LGA41750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,7,0,0,3,0,0,0,0,0,0,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,11,4,8,0,9,6,5,0,0,0,0,0,6,65
LGA41830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,25,6,9,0,0,0,0,0,0,0,0,0,5,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,4,20,24,14,10,5,14,6,7,3,3,0,0,0,10,124
LGA41960,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,7,3,4,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,14,18,11,8,6,9,13,0,5,0,0,0,0,0,90
LGA42030,0,0,0,6,6,8,49,36,3,9,6,12,0,0,4,144,0,0,0,0,15,0,3,7,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,14,0,0,3,5,5,9,29,14,0,0,0,0,7,0,0,70,0,0,0,0,0,0,8,3,0,0,4,0,0,0,0,20,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,13,0,0,0,0,4,4,9,5,0,0,4,0,0,0,0,26,29,269,1116,489,179,102,215,91,0,10,0,3,0,0,89,2595,0,0,6,12,6,11,19,10,0,0,0,0,0,0,0,74,0,0,0,9,17,4,6,6,0,0,4,0,0,0,4,43,13,31,38,34,44,36,74,33,21,5,6,5,0,0,10,353,80,468,1307,636,352,248,542,295,40,46,41,46,17,6,138,4263
LGA42110,0,0,0,0,4,0,0,5,0,0,10,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,36,103,33,15,13,16,0,0,0,0,0,0,0,13,225,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,3,3,0,3,0,0,0,0,0,0,0,32,9,62,126,52,40,28,35,17,6,4,10,6,0,0,16,408
