LGA_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
LGA33220,0,0,5,26,4,0,0,0,0,37,0,0,7,22,49,43,22,0,0,143,4,48,44,265,126,163,114,33,6,803,0,0,0,10,3,17,38,12,9,90,0,0,0,3,7,5,0,0,0,16,0,4,4,30,46,123,179,148,38,580,0,0,0,11,14,10,15,5,0,56,7,31,41,126,119,110,95,30,11,571,3,14,5,49,11,14,12,11,0,125,0,4,0,22,0,6,0,0,0,35,3,31,27,69,55,43,7,3,0,241,0,0,0,5,4,7,4,4,0,21,4,18,16,68,28,61,64,28,9,296,0,5,7,24,13,8,3,0,0,67,0,5,5,8,14,34,29,37,9,133,0,0,8,28,29,27,26,6,0,120,11,62,38,209,167,281,349,276,78,1477,244,628,604,1358,904,1089,1274,933,361,7398,4411,12390,10249,19999,13238,17277,19470,10778,3229,111032
LGA33360,0,11,0,31,0,0,0,0,0,47,0,0,9,31,31,29,10,0,0,107,0,102,131,320,172,86,62,10,0,898,0,0,0,9,4,10,15,0,0,33,0,0,0,3,3,0,0,0,0,9,0,0,11,49,35,53,50,28,3,237,0,8,0,8,5,8,3,0,0,32,9,75,110,239,193,97,34,19,3,766,0,13,5,31,8,4,0,0,0,67,0,0,0,4,4,4,0,0,0,8,0,13,17,58,32,10,7,0,0,132,0,0,0,3,0,0,3,0,0,5,0,21,3,46,27,31,23,10,0,166,0,5,3,15,15,3,5,0,0,47,0,0,4,10,8,11,9,6,0,45,0,0,3,25,32,22,10,0,0,91,5,35,29,200,121,124,98,45,17,684,174,526,417,1213,743,696,465,220,100,4545,4049,9596,7166,16176,9062,8678,5715,2390,679,63515
LGA33430,6,41,92,349,79,48,17,5,0,637,0,26,98,221,352,252,120,37,9,1111,29,251,509,2401,982,831,460,124,34,5626,4,13,26,304,144,175,298,132,67,1175,0,7,18,109,90,77,59,28,6,400,4,103,159,580,528,702,742,554,171,3537,12,88,96,278,168,167,138,33,12,993,29,496,981,2723,1755,1341,804,352,83,8563,0,42,99,273,124,109,126,60,13,856,24,83,147,884,248,146,132,43,10,1718,21,179,232,985,376,184,75,10,3,2066,3,16,14,133,128,111,66,41,4,520,43,313,338,1046,395,432,374,138,34,3114,13,85,208,571,271,135,87,27,4,1397,0,48,67,258,215,161,186,129,40,1115,0,8,77,386,218,167,138,34,9,1049,94,753,1280,6487,2677,2480,2330,1493,565,18160,1531,3699,4077,10801,4575,3922,3444,2532,1370,35950,33491,76443,75702,171367,83918,73182,62219,35953,12805,625087
LGA33610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,12,17,26,18,8,5,3,0,86,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,7,6,0,7,27,10,7,8,0,0,63,0,0,0,8,0,0,0,0,0,3,4,0,0,26,0,0,0,0,0,31,0,0,0,3,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,4,0,0,15,0,0,8,22,9,9,10,5,0,57,48,120,90,254,110,146,116,73,14,975,699,1459,1084,2426,1253,1374,1105,666,241,10310
LGA33620,0,0,0,4,0,3,0,0,0,11,0,0,9,10,27,32,12,0,0,90,3,22,16,88,64,51,42,9,0,289,0,0,0,0,3,8,9,9,0,29,0,0,0,3,5,0,6,0,0,12,0,0,0,12,21,33,63,26,12,182,0,0,3,4,3,11,9,0,0,25,0,8,23,67,65,58,36,26,5,291,0,0,0,7,0,3,0,0,0,15,0,0,0,17,4,4,0,0,0,29,0,9,4,28,18,4,0,3,0,60,0,0,0,0,0,0,0,0,0,4,0,15,11,28,15,28,38,13,6,155,0,8,6,34,9,4,0,0,0,54,0,0,3,10,3,14,6,11,4,49,0,0,6,13,14,16,10,6,0,55,0,17,20,73,76,111,103,73,26,503,161,385,334,846,580,613,532,355,126,3947,2455,6362,5230,10399,6886,8458,8105,4151,1204,53242
LGA33800,0,0,0,0,0,0,0,0,0,0,0,3,4,4,9,9,12,0,0,38,0,5,0,26,10,14,16,5,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,14,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,11,0,0,0,5,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,0,0,6,0,0,0,16,4,5,15,27,3,82,35,90,110,193,131,147,123,97,36,954,441,1197,1016,1923,1336,1822,1680,1043,454,10920
LGA33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,17,6,4,4,4,0,50,103,189,146,282,123,69,41,13,6,976
LGA33960,0,28,25,142,29,22,11,0,0,261,0,19,64,154,144,60,35,15,8,502,11,199,381,1113,611,289,144,37,7,2800,0,0,0,65,29,35,45,23,9,203,10,116,227,682,462,447,240,77,12,2267,3,12,30,137,113,211,185,110,29,829,3,28,12,67,43,46,15,5,0,211,8,74,174,545,286,187,76,34,7,1387,4,31,33,235,78,46,33,11,4,481,4,8,14,133,22,14,12,0,0,204,0,27,37,203,68,32,13,8,0,403,0,0,6,20,15,9,3,0,0,53,19,71,74,185,106,74,66,16,8,610,11,37,62,501,312,286,166,34,9,1422,0,11,15,39,45,43,37,31,4,223,0,12,59,209,96,45,19,4,0,447,42,497,941,2663,1022,715,486,283,59,6710,779,1920,1749,3861,1355,1043,819,549,256,12328,17265,36381,30597,68360,27656,22741,15637,7982,2575,229208
LGA33980,0,0,0,18,0,0,0,0,0,22,0,0,3,19,23,5,0,0,0,58,3,40,31,151,79,24,15,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,0,9,6,5,7,6,0,0,29,0,0,0,0,4,0,0,0,0,9,3,14,12,78,37,12,3,0,0,157,0,0,0,16,3,0,0,0,0,23,0,0,0,4,0,0,0,0,0,4,0,5,0,22,9,3,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,8,0,0,0,28,0,0,0,8,0,0,0,0,0,18,0,0,0,0,0,0,4,0,0,6,0,4,0,22,7,6,0,0,0,41,4,8,9,83,20,20,5,7,0,158,139,295,639,2056,722,529,180,66,14,4640,1585,3106,2581,7759,3101,2413,1017,379,100,22046
LGA34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,38,12,21,6,7,0,93,90,190,190,287,169,85,49,12,0,1079
LGA34530,0,0,0,0,0,0,0,0,0,6,0,0,0,11,15,18,6,0,0,52,5,14,10,74,37,31,18,5,3,190,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,32,25,13,9,118,0,0,0,4,3,0,0,0,0,12,5,19,33,66,57,45,21,13,0,255,0,0,0,7,4,0,0,0,0,15,0,5,0,6,0,0,0,0,0,9,0,4,14,21,13,5,0,0,0,57,0,0,0,0,4,0,0,0,0,3,5,7,4,24,14,28,24,7,0,108,0,7,0,11,5,3,0,0,0,31,0,4,0,6,0,13,18,3,4,55,0,0,0,9,6,6,9,0,0,33,4,9,6,82,40,67,62,45,11,322,91,274,283,802,516,552,323,198,110,3147,1976,5161,4205,8956,5213,5945,4751,2434,753,39398
LGA34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,10,15,14,4,8,4,0,68,50,119,113,170,82,52,31,12,6,640
LGA34580,0,8,5,16,4,0,0,0,0,26,0,6,35,54,35,19,11,0,0,157,0,10,20,67,38,35,24,4,4,203,0,0,0,8,0,0,0,3,0,15,0,0,0,4,0,3,0,0,0,9,0,0,3,10,15,28,25,17,4,107,0,0,19,11,3,4,0,0,0,45,0,6,13,48,24,28,12,11,3,153,0,5,0,7,4,0,4,0,0,25,0,0,18,306,3,0,0,0,0,329,0,18,0,18,12,8,0,0,0,57,0,0,0,0,7,8,0,0,0,18,0,7,15,23,14,21,22,3,0,105,0,7,0,30,19,16,5,0,0,84,0,0,9,0,13,5,6,0,3,34,0,4,5,19,25,16,10,0,0,78,4,17,69,253,95,88,64,49,9,651,114,271,343,628,358,361,304,179,68,2633,2298,5529,5145,10129,5371,5430,4305,2239,660,41101
LGA34590,21,215,237,741,136,68,49,9,0,1486,5,46,112,317,355,266,152,66,16,1341,13,215,393,1403,713,597,340,90,30,3794,0,0,0,111,56,82,107,29,14,399,8,99,197,691,493,504,295,85,12,2389,3,15,62,169,177,370,338,213,50,1401,3,12,39,105,80,71,65,14,6,390,0,78,243,816,454,384,260,110,31,2376,4,35,55,311,106,69,78,53,9,724,10,42,58,549,138,128,114,28,9,1078,5,210,325,667,126,63,27,4,0,1428,0,9,18,108,72,33,24,10,0,268,13,68,84,267,88,111,89,34,0,762,9,38,101,495,300,220,118,31,16,1323,0,4,8,48,58,76,63,29,8,300,3,14,64,242,144,110,62,25,4,670,109,753,1453,4071,1962,1826,1410,737,233,12556,1565,3558,2992,6713,2566,1846,1431,915,422,22013,24941,52604,46022,97002,42596,36024,28018,13776,4118,345098
LGA34710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,17,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,30,0,0,0,0,0,36,13,62,49,117,54,88,51,23,5,463,195,490,403,931,437,545,385,163,88,3647
LGA34770,0,3,0,32,6,7,0,0,0,47,0,9,13,52,66,38,13,0,0,197,11,205,269,797,372,189,94,16,0,1946,0,3,5,19,7,6,7,5,0,52,0,5,0,10,3,4,0,0,0,27,0,3,12,42,37,68,74,29,7,266,4,0,0,9,11,8,4,0,0,39,13,88,165,471,289,177,51,12,6,1275,0,15,15,59,17,8,9,6,0,130,0,3,7,28,4,0,0,0,0,41,0,21,31,97,58,28,8,4,0,239,0,0,0,0,0,4,0,0,0,3,0,7,22,67,27,26,31,12,0,195,0,0,12,44,17,5,4,0,0,91,0,0,4,25,11,14,11,3,0,73,0,12,44,113,73,103,35,6,5,395,20,65,72,376,154,176,155,84,23,1123,464,1179,1179,3330,1710,1554,939,559,265,11169,7499,16996,14360,31846,16395,16026,11007,5576,1979,121691
LGA34800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,17,65,26,26,11,3,0,154,65,78,113,276,83,124,60,26,5,836
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,19,6,7,4,0,0,54,48,76,68,122,33,41,29,7,0,432
LGA34860,0,0,0,3,0,0,0,0,0,3,0,0,4,7,9,0,0,0,0,19,0,19,37,54,37,17,3,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,5,4,16,10,7,0,0,0,51,0,0,0,5,0,0,0,0,0,9,0,0,0,6,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,14,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,4,0,3,0,4,0,0,11,0,10,8,29,11,8,4,3,0,70,61,183,161,361,190,186,125,89,49,1414,849,1868,1503,3218,1653,1660,1191,654,229,12825
LGA34880,0,0,0,0,0,0,0,0,0,0,0,6,10,55,27,28,16,7,0,144,0,4,3,37,27,24,14,0,4,123,0,0,0,4,0,0,9,0,0,12,0,0,0,8,5,0,0,0,0,10,0,0,3,13,10,14,12,7,3,59,0,0,0,8,3,0,3,0,0,14,0,19,11,63,19,18,16,4,0,147,0,0,0,5,0,0,0,0,0,12,0,0,8,78,0,0,0,0,0,90,0,4,5,24,10,8,5,0,0,59,0,0,0,0,5,0,0,0,0,4,0,4,0,14,8,17,27,11,5,83,0,0,0,6,7,3,0,0,0,19,0,0,0,0,0,4,7,0,0,14,0,0,0,11,13,7,8,0,0,39,0,19,20,177,44,75,75,58,12,487,109,300,249,619,349,387,265,178,42,2498,1116,2725,2360,5539,3139,3268,2655,1596,470,22858
LGA35010,0,16,8,115,28,12,5,3,0,187,8,49,146,400,438,337,184,44,17,1626,19,365,550,1970,1030,711,396,108,21,5178,0,0,8,134,58,77,113,50,19,456,3,49,118,344,268,232,175,53,7,1249,8,65,111,325,355,493,563,422,139,2481,0,28,35,92,109,83,42,14,3,416,26,434,687,1828,1293,786,476,212,44,5784,3,34,33,254,114,117,106,53,14,723,8,21,54,636,33,17,25,3,0,796,5,79,157,522,195,90,26,8,0,1083,0,6,0,20,18,15,3,3,0,74,25,137,181,435,249,243,220,71,8,1562,0,30,58,205,158,75,52,11,3,600,0,34,69,142,144,120,136,88,28,757,0,29,84,356,227,221,107,25,0,1057,36,463,546,2524,1357,1145,1089,665,246,8074,1054,2564,2324,5592,2647,2240,2133,1545,739,20850,28365,66084,57283,121169,63615,55529,49072,26718,8506,476340
LGA35250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,15,14,42,16,8,3,5,0,100,62,183,191,298,128,96,36,24,0,1025
LGA35300,0,5,0,13,0,0,0,0,0,21,0,14,9,38,14,9,0,0,0,89,0,37,61,187,83,92,31,9,0,497,0,0,5,9,0,0,4,0,4,12,0,0,0,11,9,6,10,0,0,33,0,0,0,3,3,6,3,5,0,34,0,0,0,0,0,0,0,0,0,3,7,25,24,90,25,14,3,0,0,190,0,3,0,31,5,8,5,0,0,49,0,0,0,17,0,0,0,0,0,16,0,0,0,21,7,5,0,0,0,39,3,0,0,4,0,0,0,0,0,5,0,0,5,9,0,6,3,0,0,31,0,0,0,11,3,0,0,0,0,17,0,0,0,5,4,3,0,4,0,16,3,4,17,40,14,13,0,0,0,91,4,8,13,114,38,45,38,36,3,299,95,199,272,605,253,230,96,64,19,1826,1542,2844,2573,6014,2277,1955,939,473,114,18727
LGA35600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,10,3,8,5,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,7,0,17,14,88,5,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,9,0,0,4,10,3,0,3,0,0,26,25,58,42,117,72,104,48,19,17,497,225,469,393,933,496,679,451,209,111,3971
LGA35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,9,35,17,52,18,10,11,0,0,161,73,174,156,233,104,86,40,7,0,883
LGA35740,0,0,0,0,0,0,0,0,4,3,0,0,0,18,53,35,12,0,0,118,5,14,18,95,49,45,27,5,3,256,0,0,0,13,11,12,17,8,3,66,0,0,0,0,0,0,0,0,0,0,0,9,19,36,62,77,105,50,24,384,4,11,3,4,5,17,7,0,0,60,3,26,38,138,151,106,113,50,10,633,0,0,0,17,10,9,8,5,0,37,0,0,0,21,4,0,0,0,0,27,5,17,11,51,26,13,4,3,0,131,0,0,0,0,0,3,0,0,0,6,4,33,24,90,68,79,82,37,7,433,0,8,3,26,10,3,0,0,0,56,0,0,5,12,18,22,35,17,6,112,0,0,10,18,32,33,22,4,0,129,12,57,61,346,169,182,208,143,49,1221,95,315,220,707,507,494,429,316,139,3216,2010,6338,4973,10106,8163,9091,8980,5032,1611,56298
LGA35760,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,5,3,0,0,17,0,4,8,40,17,13,11,3,0,92,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,11,6,13,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,11,0,0,0,9,6,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,3,0,0,12,0,0,0,5,0,0,0,0,0,13,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,5,5,0,0,11,0,6,3,61,22,19,9,11,0,132,50,118,114,242,171,164,167,115,32,1168,466,1125,982,1946,1305,1533,1510,915,291,10068
LGA35780,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,25,46,39,78,47,37,14,3,0,291,316,653,473,723,258,232,102,23,3,2781
LGA35790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,13,12,30,21,11,7,0,0,104,212,444,334,542,243,203,91,19,0,2098
