LGA_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
LGA35800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,14,5,7,14,20,18,21,20,9,5,124,133,228,144,351,214,270,197,110,33,1679
LGA36070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,12,0,24,7,8,4,0,0,68,45,90,94,183,104,59,32,9,0,611
LGA36150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,12,0,11,13,4,0,0,6,47,53,86,55,172,105,125,64,28,13,698
LGA36250,0,0,10,20,11,5,4,4,0,46,0,10,24,86,126,98,81,14,6,447,5,49,124,381,220,171,104,21,7,1081,0,5,9,48,29,35,59,34,9,221,0,9,9,16,17,18,10,4,0,79,0,31,71,138,222,298,268,199,80,1308,0,9,10,27,42,30,26,5,0,143,11,189,391,829,662,445,214,108,31,2881,0,4,15,60,34,44,26,20,4,210,5,10,15,80,34,23,24,9,0,179,3,28,33,147,59,38,14,0,0,330,0,0,0,13,5,10,0,0,0,40,9,45,64,136,85,99,95,31,8,574,0,11,16,70,46,24,26,10,0,206,0,24,28,55,66,51,54,35,10,315,0,7,12,80,83,109,45,15,3,358,14,102,159,719,508,530,586,317,175,3108,215,566,516,1188,724,792,756,523,281,5552,8182,20201,18287,35628,21779,21854,19053,10448,3799,159222
LGA36300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,20,12,32,19,18,12,10,4,126,53,102,68,209,85,117,75,34,6,761
LGA36370,3,9,11,22,0,7,0,0,0,47,0,4,32,49,33,25,9,3,0,149,4,83,156,386,195,112,47,14,3,1001,0,0,0,0,0,0,4,0,0,15,0,0,0,12,0,0,0,0,0,19,0,5,4,12,15,33,37,25,10,145,3,0,5,8,8,10,3,3,0,45,4,42,54,142,84,48,14,8,0,391,6,15,23,118,52,11,4,0,0,238,0,0,0,26,0,0,0,0,0,34,5,6,11,52,20,14,5,0,0,112,0,0,0,0,0,0,0,0,0,5,0,13,9,42,22,24,13,3,0,123,0,10,69,139,74,20,13,0,0,332,0,0,0,3,6,4,8,8,3,29,0,18,25,64,36,16,9,0,3,164,4,25,34,167,80,58,60,26,12,480,258,660,764,1819,812,723,514,353,161,6073,5048,11590,10574,21550,9715,9863,7504,4352,1776,81968
LGA36510,0,0,0,4,0,0,0,0,0,3,0,0,0,10,32,25,11,3,0,86,3,7,11,60,33,24,10,9,0,158,0,0,0,3,12,6,10,4,0,34,0,0,0,0,0,3,0,0,0,7,0,3,3,18,31,46,47,26,8,180,0,3,0,0,7,5,6,0,0,31,0,7,21,58,48,48,35,18,4,233,0,0,0,9,0,9,0,3,0,22,0,0,0,13,3,0,0,0,0,15,0,4,5,25,6,9,0,0,0,43,0,0,0,0,0,0,0,0,0,5,4,17,16,44,24,34,30,19,0,176,0,0,0,3,11,6,0,0,0,16,0,0,0,7,9,16,12,5,0,53,0,0,5,3,15,19,6,7,0,58,4,20,23,132,83,115,116,64,27,578,101,304,272,678,446,426,414,228,100,2958,2072,5480,4331,8836,6120,6429,5718,3029,971,42984
LGA36580,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,18,7,0,0,43,13,80,62,368,64,27,18,4,0,627,0,0,0,0,3,0,5,0,0,9,0,9,5,0,0,0,0,0,0,16,0,3,0,7,9,26,30,11,3,94,0,0,0,0,0,3,0,0,0,10,0,0,7,17,22,10,14,15,0,93,0,0,0,6,0,0,0,0,0,7,0,0,0,19,0,0,0,0,0,22,0,0,0,10,10,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,12,9,3,0,46,0,0,0,25,19,23,9,0,0,81,0,0,0,0,5,3,5,3,4,22,0,0,0,4,8,0,0,0,0,20,0,3,12,73,33,48,55,19,4,244,49,203,169,388,283,286,227,141,43,1788,1207,3391,2548,5344,3418,3767,3387,1639,351,25057
LGA36630,0,5,0,6,0,0,0,0,0,11,0,0,4,13,14,10,12,0,0,50,0,27,25,91,50,44,35,3,0,277,0,0,0,4,0,0,4,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,18,39,24,9,96,0,0,5,0,3,6,4,0,0,10,0,9,11,29,23,17,16,0,3,110,0,5,0,6,4,0,0,0,0,11,0,0,7,47,0,0,0,0,0,57,0,7,7,13,10,6,4,0,0,39,0,0,0,0,0,0,0,0,0,0,6,3,9,14,11,17,18,6,3,79,0,0,7,9,9,0,0,0,0,22,0,0,0,0,4,7,0,7,0,16,0,0,0,0,5,7,6,6,0,22,0,9,17,94,23,43,44,44,9,289,110,372,304,642,398,524,553,283,91,3272,1604,4019,3386,6323,4038,4915,5156,2732,820,32996
LGA36660,0,3,0,3,4,0,0,0,0,11,0,4,0,9,17,13,0,0,0,46,0,18,32,111,39,37,25,0,0,262,0,0,0,0,0,0,9,7,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,17,23,14,8,72,0,5,0,6,0,3,0,0,0,11,0,6,12,22,25,19,19,4,0,106,0,0,0,0,0,3,0,4,0,14,0,0,0,47,3,0,0,0,0,53,0,3,3,12,7,3,5,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,9,11,20,19,20,11,4,83,0,5,0,9,3,6,0,0,0,19,0,0,0,7,3,4,0,5,0,16,0,0,0,5,3,7,9,4,0,31,0,4,21,146,41,70,64,59,15,426,94,342,268,575,378,464,475,326,123,3044,1668,4566,3657,6952,4476,5415,5478,3068,1004,36290
LGA36720,0,13,7,79,9,7,9,0,0,120,5,17,41,136,257,177,104,18,8,754,15,142,117,691,256,211,116,27,10,1578,0,18,14,137,61,36,81,38,18,396,0,4,13,22,14,12,10,9,4,79,8,69,84,280,279,403,464,320,110,2018,0,55,28,64,61,49,37,6,4,308,16,289,430,1241,889,622,444,173,50,4157,0,15,8,113,51,40,31,19,7,287,0,23,20,194,12,10,0,0,0,262,7,72,71,307,189,68,32,3,0,758,0,0,5,33,13,5,12,5,0,69,55,153,184,549,253,261,266,121,25,1861,4,47,44,216,64,29,18,0,0,420,0,34,45,146,109,114,118,83,29,674,0,9,52,205,186,199,109,39,15,810,50,317,298,1733,906,905,896,666,250,6012,581,1785,1726,4436,2281,2160,2017,1486,830,17306,16934,42558,37383,80188,45977,45184,41086,24171,9058,342541
LGA36820,0,0,0,0,0,0,0,0,0,0,0,3,8,20,34,48,29,4,0,149,0,12,7,45,24,29,21,6,0,139,0,0,0,0,7,0,7,0,0,17,0,0,0,14,0,0,0,0,0,17,0,0,0,9,7,9,34,11,0,64,0,0,0,0,0,5,0,0,0,8,0,5,0,18,12,14,16,11,0,80,0,0,0,8,0,0,5,0,0,17,0,0,0,10,0,0,0,0,0,10,0,9,0,17,12,3,5,0,0,40,0,0,0,0,0,0,0,0,0,4,0,4,6,21,13,27,44,16,4,133,0,4,0,4,0,5,3,0,0,9,0,0,0,3,8,7,8,0,4,33,0,0,0,8,9,14,10,8,0,49,3,7,25,178,58,57,87,53,22,485,80,324,294,540,364,398,407,218,136,2748,1067,3381,2457,4912,3369,4132,4063,2153,715,26244
LGA36910,0,22,30,76,16,11,3,0,0,165,0,11,42,78,102,72,27,5,5,348,9,147,228,696,274,154,90,18,0,1630,0,0,0,17,3,12,5,10,6,53,0,0,5,15,5,5,0,5,0,36,3,9,8,47,37,77,105,98,30,418,15,23,27,96,36,38,10,0,0,239,3,52,157,330,214,180,90,51,13,1089,3,41,34,216,89,31,14,10,0,441,3,12,11,187,24,21,13,0,0,278,3,16,25,90,49,18,10,0,0,198,15,9,0,11,6,4,4,0,0,52,9,38,59,122,64,63,77,35,6,472,0,17,15,83,29,7,11,0,3,158,0,0,9,8,13,19,18,18,9,90,0,10,58,144,131,107,60,29,4,536,28,336,479,1042,363,296,206,149,45,2954,424,931,1107,2306,1137,1203,1023,844,444,9423,10200,23703,21902,42199,20894,20570,18096,11264,4381,173204
LGA36950,0,0,0,0,0,0,0,0,0,0,0,0,3,10,9,20,3,0,0,48,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,3,0,0,26,16,25,33,79,41,33,23,7,0,256,263,640,530,977,402,358,187,62,10,3421
LGA36960,0,0,0,0,0,0,0,0,0,0,0,11,3,21,20,41,15,4,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,9,16,39,31,70,34,32,18,3,0,243,450,879,567,1167,417,360,205,65,9,4124
LGA37010,5,16,17,53,11,4,3,0,0,112,3,35,148,260,232,130,72,12,0,897,11,116,326,735,409,274,149,27,0,2052,0,0,0,30,19,14,20,6,0,95,0,3,5,16,8,12,15,3,0,54,0,23,19,117,85,169,143,79,26,671,3,5,13,39,35,13,20,4,0,133,11,61,167,360,206,153,73,19,10,1057,4,20,62,128,44,34,26,10,5,331,0,11,6,32,4,0,0,0,0,63,5,34,60,151,81,46,14,0,0,399,0,0,3,9,9,3,0,0,0,22,10,36,78,255,81,64,75,18,3,616,3,17,40,135,65,47,27,0,0,333,0,0,7,34,24,26,25,18,4,137,0,19,46,124,65,51,23,10,4,335,63,377,540,1141,515,439,322,219,64,3671,635,1537,2406,4304,1816,1481,1003,597,246,14024,11196,25779,27863,53105,24814,22520,16591,8268,2647,192768
LGA37300,0,0,0,0,0,0,0,0,0,0,0,4,3,19,5,7,0,0,0,43,0,3,13,14,11,4,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,4,7,0,0,0,26,33,72,74,191,70,48,10,7,0,505,381,674,556,1429,572,364,91,31,10,4100
LGA37310,0,0,0,8,0,3,0,0,0,13,0,0,8,12,10,21,3,0,0,50,8,71,68,200,90,38,18,5,0,508,0,3,0,9,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,14,7,7,0,38,0,0,0,0,4,0,0,0,0,8,5,14,17,68,39,28,11,0,0,183,0,0,0,6,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,3,5,11,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,8,9,3,0,38,0,0,0,10,0,0,0,0,0,18,0,0,5,4,0,3,5,0,0,17,0,4,4,16,8,11,5,0,0,40,0,7,13,156,32,25,17,20,3,268,150,407,445,1002,417,401,317,210,97,3448,2219,5029,3965,8364,4304,4175,3338,1827,625,33843
LGA37340,0,0,0,4,0,0,0,0,0,8,0,5,9,24,17,13,5,5,0,80,6,21,41,141,65,46,38,5,0,368,0,0,0,22,5,0,3,0,0,38,0,0,0,3,3,3,0,0,0,10,0,0,5,22,21,40,34,22,4,145,0,3,3,4,7,0,0,0,0,20,0,13,25,86,48,38,16,0,0,234,0,5,3,22,5,6,3,3,0,41,0,7,5,92,0,0,0,0,0,96,4,10,22,42,44,9,3,0,0,139,0,0,0,8,4,8,0,0,0,18,0,6,3,60,11,19,20,4,0,126,0,3,16,38,15,10,8,0,0,92,0,0,0,18,3,9,5,5,0,45,0,0,9,12,18,10,9,0,0,58,3,18,57,463,82,75,63,50,8,819,135,353,459,1369,681,634,398,213,46,4289,1893,4484,4007,10265,5081,5170,3967,1789,503,37152
LGA37400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,14,13,14,42,26,20,30,14,0,180,65,122,93,257,157,177,146,87,19,1129
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,17,5,0,0,0,0,43,123,234,172,270,108,69,36,8,0,1019
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,24,52,29,82,35,36,10,8,0,276
LGA37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,27,7,8,4,4,0,66,232,515,480,673,253,213,92,31,5,2505
LGA39499,0,4,5,3,4,4,0,0,0,14,0,10,6,15,7,3,6,0,0,41,0,3,14,20,7,11,4,0,0,61,0,0,0,4,0,0,0,0,0,9,0,0,0,3,0,0,4,0,0,7,3,4,0,11,7,16,13,5,0,64,0,0,0,4,0,0,0,0,0,3,6,0,3,30,13,17,14,3,0,89,0,0,3,7,0,0,0,0,0,9,0,0,0,41,0,0,0,0,0,45,0,0,3,7,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,3,0,7,20,12,16,3,0,0,62,0,0,0,21,0,0,0,3,0,24,0,0,0,3,0,7,0,0,0,13,0,0,0,0,3,6,7,0,0,15,6,17,50,240,31,32,32,7,0,408,67,124,317,1087,430,386,268,51,11,2744,504,932,1495,4724,1929,2468,2124,444,44,14670
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,82,32,8,0,0,0,128,0,0,16,116,45,5,3,0,0,183
LGA40070,0,9,17,45,4,0,0,3,0,84,0,0,4,11,8,8,3,0,0,32,5,6,48,199,31,15,7,0,0,314,0,0,0,23,9,6,8,4,6,59,0,0,4,0,0,0,0,0,0,3,0,0,3,27,14,32,25,8,4,115,3,11,123,116,16,13,3,3,0,287,5,6,29,44,19,16,13,5,6,125,0,4,45,59,11,5,0,0,0,134,0,0,29,90,8,3,4,0,0,135,0,0,25,66,10,4,4,0,0,104,4,0,0,15,7,3,4,0,0,33,8,12,19,57,27,27,21,18,0,188,5,7,219,142,28,8,14,0,0,422,0,0,0,6,0,8,7,8,0,25,0,0,11,14,0,0,5,0,0,29,13,50,154,523,79,68,82,40,23,1032,17,45,405,658,167,153,164,95,73,1771,503,954,5953,9253,2282,2284,2239,1140,425,25026
LGA40120,0,4,0,4,0,0,0,0,0,13,0,5,0,4,13,3,5,0,0,41,0,10,12,34,23,10,5,0,0,90,0,0,0,19,17,14,17,12,5,91,0,0,0,0,0,0,0,0,0,0,0,4,11,22,30,60,48,35,5,214,0,11,9,15,9,7,7,4,0,63,0,22,18,63,50,50,27,18,0,252,0,0,0,14,4,8,3,0,0,27,0,0,0,4,0,3,0,0,0,12,4,5,7,18,11,0,0,0,0,39,0,0,0,9,0,0,5,0,0,11,8,16,29,50,29,45,34,16,0,227,0,3,9,27,24,3,3,0,0,71,0,0,0,7,12,33,18,7,3,86,0,0,4,12,12,10,6,0,0,41,0,25,32,146,108,134,106,65,24,632,50,170,183,342,272,296,220,141,52,1731,1978,5370,4789,8317,6128,6085,5053,2391,768,40879
LGA40150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,18,0,10,5,3,0,39,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,17,3,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,13,0,0,0,9,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,10,0,0,4,25,14,10,5,4,0,53,0,0,0,0,0,7,4,0,0,10,0,0,0,0,7,0,0,0,0,11,0,0,12,83,19,27,18,14,0,184,12,86,76,169,121,104,62,52,13,680,564,1284,1159,2455,1474,1488,912,405,98,9835
LGA40220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,16,0,4,6,31,13,24,13,3,0,93,0,0,0,9,7,6,7,5,5,28,0,0,0,0,0,0,0,0,0,0,0,4,5,8,17,42,90,44,7,227,0,0,0,0,3,5,3,0,0,19,0,7,13,28,22,13,14,7,0,106,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,7,9,13,5,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,3,6,13,16,14,26,9,0,85,0,0,0,4,4,0,0,0,0,11,0,0,0,6,12,12,18,11,0,59,0,0,0,5,0,9,4,0,0,18,0,11,15,55,33,52,72,48,26,306,46,132,113,262,212,250,293,223,91,1618,1120,2939,2471,4846,3470,4470,5343,3130,941,28730
LGA40250,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,9,11,30,15,10,0,4,3,97,197,362,439,780,269,187,62,24,17,2333
