LGA_CODE_2021,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
LGA40910,8787,6281,7277,7290,6802,6126,5022,3970,1866,53429,0,6,4,3,3,4,8,9,0,37,0,9,5,0,4,4,3,0,0,23,0,5,14,9,3,5,0,0,0,34,0,0,0,0,3,4,4,0,0,9,99,132,144,91,103,84,44,33,28,752,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,6,0,0,8,5,0,3,3,0,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,145,161,101,113,104,56,34,28,846,105,149,166,107,118,104,62,42,33,882,8895,6431,7445,7395,6922,6232,5082,4012,1896,54305
LGA41010,688,338,445,368,439,428,368,170,47,3280,0,0,0,3,0,4,3,0,0,11,4,0,0,4,0,3,19,0,0,35,0,0,3,0,0,4,18,6,0,34,0,0,0,0,4,10,16,0,0,27,39,24,45,24,50,58,58,13,0,310,0,0,0,3,3,0,12,0,0,18,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,25,49,28,61,81,121,23,0,427,49,28,49,27,66,79,121,23,0,446,731,364,492,393,501,508,487,193,47,3727
LGA41060,18133,13413,17596,15299,15237,14882,11963,7455,3615,117593,5,10,14,13,19,22,33,24,14,145,9,10,4,9,10,22,4,3,0,65,12,9,23,12,13,25,26,0,0,124,0,0,3,11,4,12,7,5,0,41,297,386,440,303,310,297,252,184,100,2567,3,6,6,3,3,13,6,6,0,42,0,0,0,0,0,13,0,5,0,15,0,0,13,0,3,0,8,0,0,25,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,316,407,500,336,351,376,305,197,97,2891,325,419,513,349,366,394,338,220,112,3036,18458,13828,18109,15645,15603,15274,12301,7679,3727,120629
LGA41140,1497,753,833,914,1118,1321,1257,706,249,8646,0,0,0,0,4,0,0,3,3,18,4,0,0,5,0,0,8,0,0,12,3,0,0,3,5,5,12,5,0,32,0,0,0,0,0,7,6,0,0,17,24,45,35,50,72,97,75,32,7,446,0,0,0,0,0,4,5,0,0,10,0,0,0,0,0,3,0,4,0,12,0,0,0,0,3,7,0,0,0,7,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,28,42,37,63,85,135,103,48,10,548,28,45,32,63,88,135,101,52,15,566,1530,797,863,976,1209,1454,1364,757,261,9206
LGA41190,337,123,178,164,199,251,209,118,56,1631,0,0,0,0,4,4,0,0,0,6,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,13,16,30,19,5,0,110,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,13,16,37,23,5,0,124,3,25,0,13,16,38,23,5,0,126,338,144,186,172,216,287,234,122,57,1759
LGA41330,181,113,200,158,176,213,226,155,30,1447,0,0,0,0,0,0,0,0,0,6,3,0,5,3,3,12,19,5,0,54,12,0,0,13,18,45,38,35,0,162,0,0,0,4,8,11,7,0,0,30,27,14,33,27,34,79,81,35,4,342,0,0,0,0,0,10,8,0,0,14,12,3,5,9,6,16,13,16,0,70,0,0,6,0,0,0,8,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,19,46,58,70,170,172,88,4,679,56,24,48,56,70,166,172,90,4,688,239,131,245,220,246,383,398,247,28,2138
LGA41560,2077,1139,1180,1247,1615,2219,2493,1494,501,13967,5,3,3,4,0,8,9,14,0,44,0,0,0,7,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,7,64,85,92,82,90,143,159,84,11,810,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,4,0,0,6,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,84,96,90,94,159,171,85,11,861,67,83,98,93,94,165,180,95,19,904,2148,1225,1272,1344,1714,2388,2674,1586,516,14870
LGA41750,196,62,95,110,95,164,108,52,20,906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,0,13,3,0,6,0,3,8,11,0,0,32,0,0,0,0,0,0,3,0,0,3,10,18,7,18,17,43,50,11,0,176,0,0,0,0,3,10,6,0,0,16,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,7,19,26,65,85,19,0,248,15,17,9,19,26,65,85,19,0,251,209,80,109,130,117,234,192,72,20,1150
LGA41830,233,109,141,128,171,238,285,140,48,1488,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,8,0,0,12,0,0,0,4,0,12,17,0,0,35,0,0,8,0,0,3,4,4,0,15,12,12,30,23,24,78,81,20,3,281,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,40,26,30,95,115,23,3,356,12,15,41,26,30,95,111,22,3,361,243,129,177,149,193,337,399,172,49,1848
LGA41960,190,76,118,116,139,175,207,95,31,1147,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,7,0,0,0,0,0,0,6,0,0,12,0,0,3,4,8,8,3,0,0,18,7,10,7,9,12,21,16,7,0,99,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,15,13,18,31,27,10,0,141,7,9,15,15,20,36,27,10,0,143,199,92,134,133,153,214,238,101,29,1290
LGA42030,4294,2768,2995,2737,2875,3244,2526,1790,798,24029,4,0,0,7,0,6,13,4,0,41,0,0,4,0,3,0,0,0,0,13,0,5,0,3,8,3,5,0,0,23,0,0,0,0,0,0,5,0,0,8,76,133,81,86,67,66,56,31,30,623,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,133,92,89,76,76,76,33,26,680,86,136,93,95,79,84,84,41,27,724,4378,2903,3092,2834,2953,3331,2613,1824,830,24760
LGA42110,622,321,317,351,468,699,611,320,98,3817,0,0,0,0,0,0,5,0,5,14,0,0,0,0,0,0,5,0,0,4,4,0,0,3,5,9,15,0,0,41,0,0,0,0,0,0,3,0,0,3,11,23,19,10,23,54,22,3,3,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,21,18,31,68,43,3,3,224,13,23,22,20,34,75,49,3,10,236,635,339,340,376,499,776,660,324,107,4054
LGA42250,1423,859,736,1085,1270,1271,980,408,129,8158,0,0,0,0,0,3,8,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,7,0,6,21,0,0,0,0,0,0,4,0,0,8,27,40,44,23,25,35,34,6,6,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,46,56,27,29,33,43,12,6,264,29,48,57,27,33,42,46,16,6,293,1447,899,791,1118,1304,1308,1028,422,134,8450
LGA42600,4834,3700,3722,4186,4593,5147,5064,2953,1478,35694,0,0,10,0,6,6,11,13,18,54,3,10,10,12,17,9,12,5,0,72,0,0,19,3,5,18,9,3,0,61,4,3,16,6,12,13,5,0,0,58,136,172,164,124,119,145,155,86,20,1117,0,0,0,0,5,3,7,0,0,21,0,3,0,0,4,6,4,0,0,18,0,0,7,0,3,10,4,0,0,30,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,140,190,218,152,158,211,192,90,23,1380,143,191,224,152,165,219,201,98,40,1439,4982,3889,3948,4336,4761,5366,5265,3057,1521,37129
LGA42750,746,309,426,457,540,738,691,374,109,4393,0,0,3,0,0,3,7,3,0,19,0,0,0,6,0,0,0,0,0,19,0,0,4,0,0,5,9,0,0,16,0,0,0,5,0,0,0,0,0,4,35,45,77,56,76,140,103,22,10,562,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,46,85,63,80,154,116,21,10,616,43,46,89,69,84,157,121,24,10,639,792,358,515,520,620,894,819,394,120,5027
LGA43080,159,82,90,88,119,165,142,70,41,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,4,3,0,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,4,3,0,5,0,25,6,5,0,0,4,3,0,5,0,25,158,84,90,88,124,164,143,75,41,964
LGA43220,219,59,102,125,100,138,92,79,35,944,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,4,8,6,3,19,8,17,3,5,74,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6,3,19,18,26,3,5,86,4,8,6,3,19,16,27,0,5,94,223,68,110,129,119,152,113,80,37,1033
LGA43360,312,179,187,207,233,324,383,205,80,2111,0,0,4,0,3,5,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,4,5,4,0,0,0,0,0,21,0,0,0,0,0,4,0,0,0,4,8,17,9,5,9,9,16,11,4,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,11,13,10,16,20,8,4,117,6,23,21,13,10,16,24,8,4,133,319,202,209,221,249,344,403,216,86,2249
LGA43650,3112,1970,1497,1823,2206,2187,1441,668,204,15107,3,7,4,0,11,4,6,0,6,39,4,0,0,0,0,4,0,0,0,10,0,3,0,0,0,6,11,0,0,16,0,4,4,0,0,0,3,0,0,16,35,97,46,38,23,36,47,14,9,351,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,100,48,44,29,49,62,22,9,399,37,105,52,48,40,51,64,25,18,442,3148,2076,1548,1869,2248,2236,1512,686,223,15548
LGA43710,1130,459,487,706,789,814,671,287,78,5424,4,0,3,4,0,5,0,8,0,30,0,0,0,0,6,0,5,3,0,9,0,0,0,0,3,0,8,0,0,18,0,0,0,0,0,0,5,0,0,10,43,27,37,30,38,63,87,19,6,353,11,0,4,6,0,4,0,0,0,22,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,31,42,40,47,75,115,29,6,426,59,31,47,40,50,78,111,39,6,455,1188,488,534,747,841,892,785,320,79,5884
LGA43790,1966,1025,1124,1116,1416,1522,1592,936,385,11084,0,0,0,0,3,3,9,7,0,33,0,0,0,0,5,0,0,0,0,8,3,0,3,3,4,6,26,5,0,52,4,0,0,0,4,0,3,0,0,11,26,62,52,32,64,95,79,19,8,430,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,64,57,38,75,103,109,24,9,518,40,66,61,37,78,108,118,31,11,549,2007,1091,1189,1155,1497,1633,1711,967,393,11634
LGA44000,19,10,7,11,21,13,10,4,0,81,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,15,0,4,0,0,0,9,0,0,0,16,19,13,14,9,21,22,10,4,0,102
LGA44060,14988,10765,13671,12977,10947,10856,9471,5106,2657,91441,0,3,16,10,10,9,24,11,11,98,0,10,6,8,7,5,10,3,0,50,3,10,15,10,11,19,9,0,0,75,0,3,7,4,3,0,0,0,0,29,217,349,322,184,194,179,139,69,34,1696,4,4,5,3,11,4,4,0,0,36,0,0,0,3,0,3,3,0,0,11,4,0,3,3,7,6,9,0,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,233,376,357,214,235,225,176,86,37,1935,234,380,375,218,244,229,198,96,53,2031,15220,11147,14044,13200,11194,11086,9668,5203,2705,93468
LGA44210,1149,657,693,774,1140,1586,1611,756,199,8556,5,0,5,6,7,4,10,6,4,45,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,11,14,7,0,36,0,0,0,0,3,0,7,0,0,6,34,38,35,33,76,133,143,50,3,542,0,0,0,0,0,0,9,0,0,6,3,0,0,5,0,6,0,4,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,39,41,37,80,147,174,59,3,619,41,44,45,49,89,154,183,62,8,668,1187,697,736,815,1230,1740,1798,817,211,9224
LGA44340,11455,8051,6800,8363,9012,7955,6887,4479,2142,65134,3,5,3,8,9,10,16,10,4,71,6,7,8,12,8,6,0,0,0,38,0,12,20,0,0,3,5,4,0,59,0,3,0,0,6,3,0,0,0,13,179,294,222,178,170,231,246,189,121,1817,0,8,0,3,0,4,0,6,0,24,0,0,0,0,0,0,4,0,0,3,4,6,9,0,3,7,11,0,0,41,3,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,187,328,255,200,186,254,268,203,124,1996,191,340,260,204,191,265,284,213,125,2072,11643,8386,7056,8569,9203,8216,7171,4688,2268,67204
LGA44550,7531,4388,4645,4858,5086,4479,3884,1954,718,37543,4,3,0,7,12,9,10,8,0,49,0,0,0,0,9,0,3,5,0,21,4,4,8,6,3,8,6,3,0,39,3,4,0,4,7,10,5,5,0,34,88,193,134,76,72,97,59,27,14,773,0,0,3,0,0,8,0,0,0,16,0,0,0,0,0,0,0,0,0,0,4,0,4,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,203,147,84,91,129,76,44,14,892,99,210,147,92,105,133,84,49,17,939,7632,4590,4798,4952,5191,4617,3967,2002,739,38477
LGA44620,4760,2968,3233,2921,3149,3196,2804,1739,769,25533,4,0,5,0,4,10,11,15,5,57,0,6,4,0,0,0,0,0,0,12,0,10,11,6,18,12,11,3,0,75,3,4,0,3,3,0,3,0,0,17,104,164,158,123,136,113,83,43,18,942,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,3,3,0,0,13,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,182,177,136,162,134,111,45,26,1067,112,183,181,139,160,145,115,55,28,1123,4873,3149,3415,3054,3314,3336,2919,1797,796,26653
LGA44830,386,187,189,213,318,568,475,259,78,2671,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,8,0,0,7,3,0,0,4,4,6,18,0,0,39,0,0,0,0,0,0,0,0,0,5,35,17,37,45,54,59,90,29,10,370,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,6,11,0,0,16,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,35,17,40,45,63,83,121,33,10,439,35,17,40,45,62,80,123,33,10,448,429,208,230,259,381,647,597,289,87,3123
LGA45040,3554,2307,2516,2288,2565,2804,2412,1598,597,20641,11,9,7,8,11,19,12,3,0,85,6,0,3,4,0,0,4,0,0,15,0,0,0,0,0,7,7,0,0,23,0,0,0,0,5,0,3,0,0,12,79,72,95,72,73,96,59,34,17,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,72,102,79,81,112,81,40,17,667,96,80,112,88,86,134,89,41,19,755,3655,2383,2629,2377,2656,2935,2502,1638,618,21394
LGA45090,1581,800,987,1101,1016,1075,898,540,201,8189,0,4,7,7,6,0,6,0,0,28,0,0,0,0,0,3,0,6,0,9,0,10,6,4,5,6,15,0,0,44,0,0,0,0,0,0,0,4,0,8,19,36,41,25,28,61,29,16,11,270,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,44,47,31,35,69,43,27,11,333,24,51,56,39,38,77,48,23,11,368,1603,845,1044,1134,1060,1146,947,562,210,8558
LGA45120,804,361,360,448,494,692,642,369,128,4307,4,0,4,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,12,0,0,0,0,4,6,0,0,0,5,9,15,18,18,32,21,25,11,5,151,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,18,21,36,27,28,20,5,173,8,19,20,19,36,27,28,20,8,193,816,378,386,468,528,720,672,390,135,4495
LGA45290,5244,4332,5504,4773,4434,4318,3693,2511,1314,36127,9,5,0,3,4,0,8,9,5,47,3,6,20,8,8,6,9,0,0,60,0,11,10,9,0,3,3,0,0,37,0,3,0,5,0,0,9,0,0,18,65,177,155,75,81,119,102,57,25,850,0,0,0,0,0,0,6,0,0,13,4,0,0,0,0,0,0,4,0,14,0,4,0,0,0,7,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,206,180,92,95,141,122,60,25,998,80,210,184,93,101,141,133,69,32,1050,5322,4544,5692,4873,4533,4464,3826,2578,1345,37173
LGA45340,30381,19197,20467,21760,21897,21326,19277,10327,3782,168409,17,9,13,20,19,52,51,24,15,227,8,3,3,8,6,11,27,5,0,76,0,7,16,7,9,13,23,4,0,85,0,10,3,6,5,11,8,4,0,55,539,682,550,402,376,327,290,113,57,3350,0,4,8,4,4,10,4,3,0,36,0,0,0,5,0,7,0,0,0,20,11,0,10,5,9,14,3,4,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,712,591,438,415,400,358,129,57,3677,587,725,608,460,434,446,411,156,77,3907,30964,19917,21070,22218,22331,21776,19686,10483,3855,172314
LGA45400,139,56,68,73,86,135,130,65,49,801,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,6,0,0,10,0,0,3,0,0,0,0,0,0,3,7,16,5,12,10,18,20,3,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,7,12,10,17,28,3,0,108,11,16,7,12,10,17,28,3,0,108,148,65,77,89,96,153,161,68,52,907
LGA45540,197,120,110,145,183,289,283,152,45,1512,0,0,0,0,6,0,0,3,0,13,3,0,0,0,5,10,13,0,0,23,0,0,0,0,3,9,7,0,0,14,0,0,0,0,0,0,0,0,0,5,4,11,6,17,16,17,21,6,3,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,6,16,25,28,42,10,3,158,7,11,6,18,30,31,47,15,7,165,206,133,116,159,212,322,326,170,45,1683
LGA45680,22205,12561,15129,12257,10904,10540,6932,3792,1523,95838,32,13,21,21,18,21,25,16,7,181,4,0,3,9,0,3,5,0,0,31,7,3,10,5,8,6,5,5,0,53,0,0,6,0,0,4,3,0,0,24,410,502,520,318,238,228,161,126,65,2574,0,4,0,3,3,10,0,3,0,20,0,0,5,0,3,3,0,0,0,7,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,518,543,338,250,257,183,129,70,2706,459,532,566,360,266,280,212,143,79,2893,22658,13087,15693,12613,11171,10820,7139,3941,1594,98729
LGA45890,21969,14939,21652,19249,15669,14791,11177,5968,2886,128299,19,11,14,22,21,25,30,23,9,169,9,10,10,12,13,9,9,3,0,70,3,8,34,13,7,19,16,3,0,105,0,4,4,8,3,7,6,0,0,39,300,455,493,380,329,282,220,115,73,2656,0,0,6,0,12,3,13,4,0,36,0,0,3,0,0,3,0,0,0,9,4,5,5,10,11,8,4,0,0,56,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,315,491,562,418,380,334,262,132,76,2979,330,503,576,443,398,363,295,151,84,3149,22303,15438,22226,19691,16071,15154,11475,6120,2967,131443
LGA46090,2469,1421,1962,1524,1547,1715,1298,756,235,12921,4,6,11,9,9,7,3,12,3,56,5,20,0,12,27,16,17,7,0,101,12,3,11,15,9,23,38,7,0,122,0,0,6,3,7,6,12,5,0,40,75,102,160,134,160,183,123,48,23,1001,0,0,0,0,4,0,9,4,0,21,0,0,0,0,4,4,14,0,0,24,3,0,6,3,3,3,0,0,0,15,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,101,129,182,168,207,242,216,69,23,1330,109,134,195,175,211,251,214,73,27,1381,2576,1551,2150,1698,1757,1961,1510,835,263,14311
