LGA_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
LGA35780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
LGA35790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35800,12,0,0,0,0,15,13,0,0,0,0,13,9,0,0,0,0,9,8,0,0,0,0,9,10,0,0,0,0,10,4,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,5,6,0,0,0,0,7,81,0,0,7,0,85
LGA36070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36150,10,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,7,9,0,0,0,0,9,5,0,0,0,0,5,11,0,0,0,0,11,5,0,0,0,0,5,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,3,58,0,0,0,5,58
LGA36250,855,54,29,0,0,937,372,31,11,0,0,415,319,26,12,0,0,356,486,71,22,0,0,578,719,65,25,0,0,814,2068,313,78,5,0,2466,3374,269,86,0,0,3729,6418,177,60,0,0,6663,2915,47,22,0,0,2977,2004,40,20,0,0,2061,1093,20,12,0,0,1127,1243,51,12,0,0,1305,21871,1163,385,8,11,23436
LGA36300,5,0,0,0,4,12,5,0,0,0,0,5,0,0,0,0,0,5,7,0,0,0,0,7,7,0,0,0,0,8,4,0,0,0,4,8,7,0,0,0,0,7,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,47,0,0,0,10,52
LGA36370,377,5,9,0,0,395,224,11,11,0,0,240,251,6,5,0,0,264,563,11,13,0,0,591,827,18,17,0,0,862,2516,34,30,6,0,2580,2206,33,20,4,0,2259,1600,6,8,4,0,1622,489,3,7,0,0,497,350,3,6,0,0,358,196,3,0,0,0,203,568,7,4,0,0,580,10169,131,127,14,7,10454
LGA36510,253,9,0,0,0,263,92,4,0,0,0,96,107,8,0,0,0,109,188,11,0,0,0,198,299,3,0,0,0,307,855,14,0,5,0,876,1041,11,0,0,0,1051,1234,3,0,4,4,1248,555,6,0,3,0,559,355,0,0,0,0,355,232,0,0,4,5,244,359,7,0,0,0,365,5567,63,4,26,12,5668
LGA36580,140,0,0,0,0,143,68,0,0,0,0,70,93,0,0,0,0,93,165,5,0,0,0,174,237,0,0,0,0,237,694,0,0,0,0,700,723,3,0,0,0,729,588,0,0,0,0,596,208,0,0,0,0,210,118,0,0,0,0,124,69,0,0,0,0,69,196,0,0,0,0,198,3308,17,4,10,4,3337
LGA36630,213,4,0,0,0,219,147,0,0,4,0,150,191,4,0,0,0,192,362,3,4,0,0,366,455,5,0,0,0,460,819,5,7,0,0,824,503,0,0,0,3,511,283,0,0,0,0,286,97,0,0,0,0,97,70,0,0,0,0,71,72,0,0,0,0,72,219,0,0,0,0,221,3421,17,22,8,9,3472
LGA36660,219,3,0,0,0,227,110,4,0,0,0,117,118,4,0,0,0,125,294,0,0,0,0,297,416,8,0,0,0,426,1035,11,0,0,0,1049,667,5,0,0,0,680,505,5,0,0,0,510,154,0,0,0,0,154,112,0,0,0,0,120,71,0,0,3,3,75,211,0,0,0,4,215,3915,44,4,13,10,3988
LGA36720,1575,149,124,6,3,1858,627,122,43,5,0,801,498,77,64,3,0,646,964,112,112,3,0,1195,1342,170,178,4,4,1699,3982,561,458,9,0,5013,6305,701,521,6,9,7537,10547,535,426,10,15,11526,4874,166,143,4,3,5196,3397,74,134,0,9,3614,2119,46,76,3,8,2249,2501,149,179,6,0,2829,38731,2858,2458,60,55,44168
LGA36820,153,0,0,0,0,160,80,3,0,0,0,81,77,0,0,0,0,79,149,0,3,0,0,154,197,0,8,0,0,206,556,11,0,0,0,568,482,0,0,7,0,487,396,4,0,0,3,399,120,0,0,0,0,123,83,0,0,0,0,83,78,0,0,3,0,80,157,0,6,0,6,164,2526,20,15,9,12,2583
LGA36910,814,32,17,0,3,868,369,29,7,0,0,409,374,37,18,0,0,436,821,62,16,3,0,906,1256,98,32,0,0,1388,4202,266,61,0,5,4533,4339,136,21,5,0,4498,3748,57,15,6,3,3826,1310,15,7,4,8,1344,889,11,0,0,0,905,559,9,0,0,0,575,995,40,10,5,0,1039,19684,791,207,26,25,20738
LGA36950,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,4,0,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,33,0,0,6,0,44
LGA36960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
LGA37010,911,46,29,0,0,987,361,37,12,0,0,413,348,41,22,0,0,410,832,85,38,3,0,965,1447,110,52,8,0,1607,4984,178,115,0,0,5287,5526,98,80,9,8,5717,4746,58,79,6,6,4886,1533,14,26,0,5,1576,1070,11,31,0,0,1113,661,14,18,0,0,690,1265,27,31,12,0,1335,23670,715,544,38,21,24981
LGA37300,5,0,0,0,0,5,5,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,7,6,0,0,0,15,19,9,0,0,0,25,32,3,0,0,0,40,73,10,0,0,0,87,44,11,0,0,0,55,21,3,0,0,0,27,14,0,0,0,0,17,18,0,0,0,0,18,248,37,0,0,0,288
LGA37310,249,0,0,4,0,250,89,10,0,0,0,101,136,4,3,0,0,146,253,4,0,0,0,261,300,0,0,4,0,304,687,6,0,0,3,701,529,3,0,3,0,539,412,0,0,0,0,416,119,0,0,0,0,119,107,0,0,0,0,107,105,0,0,0,0,108,209,3,0,0,0,213,3212,35,0,12,9,3273
LGA37340,149,0,3,4,4,153,71,0,7,0,0,79,74,4,7,0,0,83,142,8,21,0,0,179,200,5,22,3,0,228,624,26,32,4,0,684,676,23,31,0,0,728,782,10,16,7,7,816,265,6,4,0,0,278,198,4,0,3,6,208,108,0,5,4,0,119,251,9,12,0,4,278,3533,96,148,30,14,3823
LGA37400,6,0,0,0,0,8,0,0,0,0,0,0,14,0,0,0,0,14,15,0,0,0,0,15,10,0,0,0,0,9,22,0,0,0,0,22,3,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,4,0,0,0,0,4,82,0,0,5,8,90
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,14,41,48,0,0,104,7,17,15,0,0,37,6,11,16,0,0,32,8,17,34,0,0,57,6,41,43,0,0,97,17,65,154,0,4,235,14,93,175,0,0,279,35,141,153,0,0,333,23,87,51,0,0,161,30,50,44,0,0,119,53,56,49,0,0,163,24,35,53,0,0,110,235,655,827,10,8,1729
LGA40120,309,6,0,0,0,311,135,6,0,0,0,144,110,8,0,0,0,114,200,5,0,0,0,204,249,0,9,0,0,263,873,7,7,0,0,891,1064,12,7,0,0,1083,1387,14,0,0,0,1409,757,6,0,0,0,762,655,0,0,0,0,656,517,0,0,0,0,521,269,0,0,0,0,271,6537,59,30,0,7,6628
LGA40150,61,0,0,0,0,61,43,0,0,0,0,43,57,0,0,0,0,57,73,0,0,0,0,78,151,0,0,0,0,152,368,0,0,0,0,376,387,0,0,0,0,389,410,0,0,0,0,412,115,0,0,0,0,115,70,0,0,0,0,70,25,0,0,0,0,25,114,0,0,0,0,114,1891,0,0,0,3,1906
LGA40220,216,3,3,0,0,221,130,0,0,0,0,130,127,6,0,0,0,132,231,5,0,0,0,237,278,7,0,0,0,289,784,11,3,3,0,801,755,9,0,0,6,770,605,5,0,3,0,611,199,0,0,0,0,202,162,0,0,0,0,162,104,0,0,0,0,100,167,3,0,0,3,166,3744,46,7,5,14,3823
LGA40250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40310,145,3,0,0,0,153,102,7,0,0,0,116,90,3,0,0,0,91,176,9,3,0,0,188,280,9,0,0,0,293,889,20,0,0,0,910,919,4,0,0,0,928,675,3,0,0,0,675,203,0,0,0,4,209,170,0,0,0,0,167,78,0,0,0,0,78,140,0,0,0,0,149,3875,68,9,3,10,3956
LGA40430,21,0,0,0,0,21,14,0,0,0,0,14,13,0,0,0,0,13,29,0,0,0,0,29,24,0,0,0,0,24,44,0,0,0,0,44,33,0,0,0,0,33,23,0,0,0,0,23,8,0,0,0,0,8,4,0,0,0,0,4,3,0,0,0,0,3,14,0,0,0,0,14,221,0,0,0,0,215
LGA40520,50,8,0,0,0,49,48,7,0,0,0,61,66,3,0,0,0,69,172,8,0,0,0,186,204,3,4,0,0,212,323,5,0,0,0,324,183,0,0,0,0,181,82,0,0,0,0,81,33,0,0,0,0,33,30,0,0,0,0,30,23,0,0,0,0,17,54,0,0,0,0,59,1260,35,7,6,0,1309
LGA40700,271,54,24,0,0,343,67,19,7,0,0,89,52,13,8,0,0,71,89,16,20,0,0,130,115,37,26,0,0,177,294,104,78,0,0,477,346,158,68,0,0,569,637,176,43,0,0,855,538,105,11,0,0,652,783,86,4,0,0,875,964,47,3,0,3,1028,235,51,10,0,0,302,4392,868,298,0,12,5567
LGA40910,309,50,21,0,0,377,114,23,9,0,0,143,94,24,12,0,0,126,182,41,23,0,0,239,238,55,35,0,0,334,736,198,75,0,0,1008,937,245,57,0,0,1246,1406,275,34,0,3,1720,635,83,9,0,0,726,463,62,4,0,0,527,241,27,8,0,0,275,293,57,6,0,0,356,5644,1129,286,0,8,7072
LGA41010,8,0,0,0,0,8,9,0,0,0,0,6,12,0,0,0,0,16,31,0,0,0,0,31,35,0,0,0,0,35,91,0,0,0,0,91,48,0,0,0,0,48,48,0,0,0,0,48,10,0,0,0,0,10,5,0,0,0,0,5,7,0,0,0,0,7,20,0,0,0,0,20,327,0,0,0,0,329
LGA41060,616,145,36,0,0,805,241,69,22,0,0,334,210,50,25,0,0,294,381,108,48,0,0,540,523,172,83,0,0,784,1479,586,239,5,3,2314,2106,715,189,0,12,3026,2913,641,111,0,6,3672,1318,212,25,0,6,1570,992,173,26,0,0,1198,603,129,6,0,3,733,636,150,36,0,5,827,12022,3164,852,14,32,16088
LGA41140,63,4,0,0,0,63,60,3,0,0,0,62,53,0,0,0,0,54,114,0,0,0,0,120,131,5,0,0,0,136,291,0,0,0,3,297,229,3,0,0,0,228,132,0,0,0,0,136,39,0,0,0,0,41,32,0,0,0,0,28,22,0,0,0,0,23,53,0,0,0,0,52,1217,18,0,4,3,1242
LGA41190,19,0,0,0,0,16,12,0,0,0,0,10,7,0,0,0,0,7,20,0,0,0,0,25,23,0,0,0,0,23,24,0,0,0,0,27,23,0,0,0,0,20,14,0,0,0,0,14,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,8,0,0,0,0,8,161,6,0,0,0,165
LGA41330,18,0,0,0,0,18,16,0,0,0,0,16,5,0,0,0,0,5,7,0,0,0,0,7,10,0,0,0,0,10,17,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,89,0,0,0,0,93
LGA41560,91,0,0,0,0,94,70,4,0,0,0,75,70,4,0,0,0,78,158,6,0,0,0,164,196,5,0,0,0,200,389,3,0,0,4,395,285,3,0,0,0,290,178,0,0,0,0,173,43,0,0,0,0,43,29,0,0,0,0,26,30,4,0,0,0,36,86,7,0,0,0,92,1630,33,0,4,6,1671
LGA41750,9,0,0,0,0,14,8,0,0,0,0,8,0,0,0,0,0,0,13,0,0,0,0,13,14,0,0,0,0,14,15,0,0,0,0,15,6,0,0,0,0,6,8,0,0,0,0,8,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,8,82,0,0,3,0,85
LGA41830,13,0,0,0,0,16,19,0,0,0,0,19,20,0,0,0,0,20,28,0,0,0,0,30,20,0,0,0,0,19,35,0,0,0,0,35,21,0,0,0,0,21,15,0,0,0,0,15,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,184,3,0,0,0,190
LGA41960,8,0,0,0,0,8,3,0,0,0,0,3,5,0,0,0,0,5,10,0,0,0,0,10,13,4,0,0,0,21,32,0,0,0,0,36,6,0,0,0,0,8,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,14,98,15,0,0,0,114
LGA42030,138,10,0,0,0,150,95,14,3,0,0,115,80,19,3,0,0,104,151,41,0,0,0,199,322,32,7,0,0,357,965,69,5,0,3,1038,888,15,0,0,0,903,598,4,0,0,5,607,159,0,0,0,0,162,78,0,0,0,0,76,51,0,0,0,0,51,164,12,0,0,0,178,3695,229,9,0,12,3945
LGA42110,64,0,0,0,0,64,35,0,0,0,0,37,27,0,0,0,0,27,61,4,0,0,0,68,61,0,0,0,0,66,80,0,0,0,0,78,45,0,0,0,0,41,18,0,0,0,0,18,7,0,0,0,0,7,3,6,0,0,0,3,6,0,0,0,0,6,31,0,0,0,0,34,442,11,0,0,0,448
LGA42250,58,0,0,0,0,59,37,0,0,0,0,34,41,0,0,0,0,41,66,0,0,0,0,66,106,0,0,0,0,105,240,0,0,0,0,241,224,0,0,4,0,234,191,0,0,9,0,199,60,0,0,4,0,60,40,0,0,0,0,44,27,0,0,0,0,21,61,0,0,5,0,64,1150,3,0,19,3,1175
LGA42600,182,65,25,3,0,280,55,21,4,0,0,82,56,24,0,0,0,84,77,54,13,0,0,151,108,55,41,0,0,202,320,183,85,0,0,596,359,194,40,0,0,593,669,166,33,0,3,874,399,84,14,0,0,495,476,69,21,0,0,561,352,42,19,0,0,413,188,53,25,0,0,259,3239,1009,328,8,3,4584
LGA42750,44,0,0,0,0,48,37,0,0,0,0,41,30,0,0,0,0,30,70,0,0,0,0,68,56,0,0,0,0,53,124,0,0,0,0,123,69,0,0,5,0,72,41,0,0,0,0,41,11,0,0,0,0,11,7,0,0,0,0,7,12,0,0,0,0,8,35,0,0,0,0,35,530,6,0,7,0,536
LGA43080,31,0,0,0,0,31,6,0,0,0,0,6,4,0,0,0,0,4,13,0,0,0,0,13,11,0,0,0,0,11,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,10,0,0,0,0,10,101,0,0,0,0,101
LGA43220,16,0,0,0,0,16,6,0,0,0,0,6,3,0,0,0,0,3,10,0,0,0,0,10,17,0,0,0,0,17,16,0,0,0,0,16,6,0,0,0,0,6,9,0,0,0,0,9,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,10,0,0,0,0,10,90,0,0,0,0,90
LGA43360,10,0,0,0,0,10,13,0,0,0,0,15,10,0,0,0,0,10,25,0,0,0,0,25,31,0,0,0,0,30,55,0,0,0,0,62,38,0,0,0,0,38,28,0,0,0,0,31,5,0,0,0,0,5,7,0,0,0,0,7,3,0,0,0,0,3,6,0,0,0,0,10,239,11,0,0,0,245
LGA43650,138,0,0,0,0,137,75,0,0,0,0,75,59,0,0,0,0,60,133,3,0,0,0,137,183,0,0,0,0,189,550,3,0,3,0,558,650,0,0,0,0,648,470,0,0,0,0,481,159,0,0,0,0,159,83,0,0,0,0,83,59,0,0,0,0,59,115,4,0,0,0,117,2680,12,0,3,4,2698
LGA43710,41,0,0,0,0,44,30,3,0,0,0,31,23,0,0,0,0,30,55,0,0,0,0,55,71,0,0,0,0,71,157,0,0,0,0,161,146,0,0,0,0,148,136,0,0,0,0,136,45,0,0,0,0,45,22,0,0,0,0,22,16,0,0,0,0,16,33,0,0,0,0,38,783,0,0,11,0,793
LGA43790,69,3,0,0,0,73,53,0,0,0,0,58,94,3,0,0,0,91,154,5,0,0,0,162,205,0,0,0,0,210,345,0,0,0,3,344,172,0,0,0,0,173,98,0,0,0,0,103,36,0,0,0,0,36,30,0,0,0,0,30,25,0,0,0,0,25,58,0,0,0,0,57,1338,28,0,4,3,1366
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA44060,529,113,18,0,0,659,203,48,18,0,0,263,198,31,15,0,0,239,398,84,30,0,0,511,556,136,57,0,3,748,1618,443,191,0,7,2254,2466,566,71,0,6,3111,2890,533,41,0,4,3465,977,164,16,0,3,1160,724,89,5,0,0,820,368,41,4,0,0,411,531,102,24,0,3,652,11460,2341,479,0,25,14304
LGA44210,67,0,0,0,0,73,70,0,0,0,0,70,68,0,0,0,0,72,139,0,0,0,0,143,135,0,0,0,0,138,277,0,0,0,4,283,139,0,0,0,0,145,89,0,0,0,0,89,44,0,0,0,0,43,21,0,0,0,0,21,18,0,0,0,0,18,61,0,0,0,0,59,1124,5,0,13,9,1158
LGA44340,450,44,22,0,0,525,170,31,12,0,0,213,139,14,12,0,0,170,242,20,24,0,0,281,309,43,59,0,0,408,887,95,125,0,4,1119,1267,106,90,0,4,1471,2132,152,28,3,0,2320,1184,60,12,3,0,1263,1031,49,5,0,0,1088,742,35,0,0,0,784,427,30,19,0,0,483,8997,689,411,13,7,10115
LGA44550,249,3,0,0,0,255,132,7,0,0,0,136,108,0,0,0,0,109,241,9,0,0,0,257,346,8,0,0,0,355,1227,29,7,0,0,1261,1511,18,0,0,0,1531,1493,3,0,0,0,1495,502,0,0,4,0,504,334,0,0,0,0,336,218,0,0,0,0,218,234,3,0,0,0,239,6592,88,12,3,7,6701
LGA44620,133,12,3,0,0,145,106,15,10,0,0,124,111,11,7,0,0,131,299,27,17,0,0,344,523,29,9,0,0,562,1053,27,10,0,0,1093,608,5,7,0,0,618,308,10,0,0,0,308,64,0,0,3,0,68,50,6,0,0,0,49,30,0,0,0,0,32,144,6,7,0,0,155,3419,142,72,0,0,3642
LGA44830,23,0,0,0,0,23,33,0,0,0,0,33,13,0,0,0,0,13,37,0,0,0,0,39,38,0,0,0,0,38,67,0,0,0,0,71,34,0,0,0,0,33,23,0,0,0,0,24,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,21,0,0,0,0,21,302,0,0,0,0,309
LGA45040,112,0,0,0,0,116,93,3,0,0,0,100,103,9,0,0,0,111,197,10,0,0,0,201,371,10,0,0,3,385,774,3,0,0,0,786,419,0,0,0,0,421,231,0,0,0,0,234,52,0,0,0,0,52,27,0,0,0,0,27,35,0,0,0,0,35,136,4,0,0,0,142,2553,39,5,3,11,2604
LGA45090,60,0,0,0,0,61,45,0,0,0,0,47,53,0,0,0,0,53,111,0,0,0,0,120,156,0,0,0,0,155,250,0,0,0,0,251,147,0,0,0,0,150,75,0,0,0,0,80,19,0,0,0,0,21,20,0,0,0,0,20,13,0,0,0,0,13,47,0,0,0,0,47,1009,4,0,0,3,1017
LGA45120,66,0,0,0,0,66,41,0,0,0,0,44,61,0,0,0,0,60,79,0,0,0,0,79,57,0,0,0,0,57,94,0,0,0,0,94,57,0,0,0,0,57,30,0,0,0,0,30,4,0,0,0,0,4,3,0,0,0,0,3,7,0,0,0,0,7,27,0,0,0,0,27,522,0,0,0,0,528
LGA45290,188,55,25,0,0,274,39,21,18,0,0,69,48,24,7,0,0,82,79,39,15,0,0,130,87,50,37,0,0,169,253,141,105,0,0,504,280,145,59,0,0,486,525,198,54,0,0,779,337,94,21,0,0,455,360,89,11,0,4,459,427,45,12,0,0,480,158,62,22,0,0,244,2785,961,380,4,7,4130
LGA45340,1253,60,12,0,0,1323,674,38,0,0,0,714,674,51,8,0,0,726,1290,89,13,5,0,1392,1892,130,31,3,0,2047,6577,287,64,0,9,6941,6930,167,34,5,6,7140,4927,78,28,0,5,5040,1359,16,9,0,3,1383,915,5,5,0,0,931,485,9,4,0,3,508,1244,68,10,0,0,1324,28200,999,211,11,36,29463
LGA45400,14,0,0,0,0,14,6,0,0,0,0,6,12,0,0,0,0,12,12,0,0,0,0,12,8,0,0,0,0,8,11,0,0,0,0,9,7,0,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,84,0,0,0,0,81
LGA45540,23,0,0,0,0,23,30,0,0,0,0,30,20,0,0,0,0,20,33,0,0,0,0,33,13,0,0,0,0,13,14,0,0,0,0,17,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,154,0,0,5,0,157
LGA45680,430,43,0,0,0,471,329,47,0,0,0,381,356,68,0,0,0,427,813,152,0,0,0,967,1401,146,9,0,0,1554,3987,168,4,0,5,4169,2982,38,0,0,4,3032,1672,7,0,0,0,1682,474,11,0,0,3,483,274,4,0,0,0,284,173,5,0,0,0,176,652,33,0,0,3,691,13551,715,14,9,21,14307
LGA45890,707,127,25,6,0,861,285,60,18,0,0,355,258,52,27,0,0,335,506,123,53,4,6,691,697,193,75,3,0,972,2367,701,182,7,8,3268,3419,729,102,0,8,4258,3323,516,40,3,12,3895,1064,140,12,0,3,1213,765,102,12,0,3,885,409,62,10,5,0,478,728,118,27,0,3,881,14526,2924,572,20,42,18082
LGA46090,47,4,0,0,0,54,33,7,0,0,0,41,82,11,0,0,0,88,126,12,4,0,0,139,183,8,0,0,0,193,344,4,7,0,0,359,228,5,0,0,0,231,149,0,0,0,0,152,31,3,0,0,0,37,23,0,0,0,0,31,20,0,0,0,0,21,84,10,6,0,0,91,1355,58,14,7,0,1436
LGA46300,64,3,0,0,0,65,43,6,0,0,0,51,41,9,0,0,0,52,121,15,0,0,0,139,199,18,0,0,0,215,444,10,4,0,0,458,345,17,0,0,0,361,186,3,0,0,0,189,58,3,0,0,0,61,41,0,0,0,0,48,32,4,0,0,0,36,82,6,5,0,0,91,1640,91,14,0,0,1751
LGA46450,97,6,0,6,0,107,132,13,0,0,0,143,174,13,0,0,0,187,321,17,0,0,0,333,354,8,0,0,0,364,490,6,0,0,0,498,252,0,0,0,0,256,170,4,0,0,0,168,34,0,0,0,0,34,22,0,0,0,0,22,19,0,0,0,0,16,109,0,0,0,0,115,2180,65,4,6,0,2255
