LGA_CODE_2021,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_North_Macedonia_0_4,F_North_Macedonia_5_14,F_North_Macedonia_15_24,F_North_Macedonia_25_44,F_North_Macedonia_45_54,F_North_Macedonia_55_64,F_North_Macedonia_65_74,F_North_Macedonia_75_84,F_North_Macedonia_85ov,F_North_Macedonia_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Samoa_0_4,F_Samoa_5_14,F_Samoa_15_24,F_Samoa_25_44,F_Samoa_45_54,F_Samoa_55_64,F_Samoa_65_74,F_Samoa_75_84,F_Samoa_85ov,F_Samoa_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
LGA11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11250,0,0,0,0,0,0,3,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,6,4,0,10,0,0,0,12,7,3,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,10,12,58,17,15,20,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,4,5,0,7,0,0,0,20
LGA11300,0,0,0,0,3,4,9,6,5,27,0,0,0,0,3,0,3,0,0,13,0,0,6,11,12,19,8,0,5,59,0,6,685,536,10,5,0,0,0,1242,0,0,0,0,0,0,0,0,0,5,0,8,32,41,22,34,17,10,5,164,0,0,0,0,4,3,0,0,0,8,0,0,0,12,4,0,3,0,0,23,0,0,0,7,3,6,4,4,0,30,0,7,22,195,50,31,47,12,6,377,0,0,0,8,3,6,10,6,5,42,0,0,0,3,5,0,3,0,0,9,0,0,0,3,0,8,7,3,0,24,0,0,16,29,7,14,4,4,0,82,0,0,0,16,3,4,3,3,0,37,0,0,0,25,15,29,25,15,8,111,0,0,13,159,16,16,10,4,4,228,0,0,20,158,35,10,6,0,0,237,0,0,5,7,11,7,3,3,3,46,0,7,16,21,10,6,0,5,0,61
LGA11350,0,0,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,4,43,18,21,19,10,5,112,4,19,17,131,89,95,59,15,5,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,6,0,0,26,0,3,6,28,15,12,0,0,0,73,0,0,0,10,0,4,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,17,8,11,10,5,6,66,0,0,0,9,3,4,0,0,0,20,0,0,3,36,29,23,13,9,4,118,0,0,0,5,5,0,0,0,0,11,0,0,0,3,0,3,0,0,0,11,0,8,3,22,21,8,9,0,0,73,0,0,0,0,0,0,0,0,0,4,3,23,20,99,35,35,36,11,0,263
LGA11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,5,0,4,0,13,10,13,8,9,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,0,17,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,8,0,3,0,0,0,0,0,0,0,3,0,0,0,7,6,5,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,5,3,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,4,0,0,0,15
LGA11450,0,0,0,14,13,36,77,49,12,197,0,0,8,31,11,29,24,8,0,107,0,0,0,7,0,6,0,0,0,16,0,5,16,337,12,19,4,0,0,394,0,0,0,10,8,13,28,13,3,79,0,64,102,340,152,111,57,17,7,846,0,0,0,24,20,27,13,8,0,93,0,39,42,182,43,20,13,0,0,337,0,0,0,9,13,8,0,0,0,33,0,28,63,422,149,130,61,8,5,860,0,0,3,40,27,13,17,6,3,111,0,7,19,40,37,27,16,4,0,158,0,3,7,42,27,60,37,34,10,224,0,12,8,17,12,8,8,0,0,54,8,13,31,113,74,35,23,11,0,307,0,4,14,66,28,23,12,4,3,151,0,0,3,34,12,5,4,0,0,61,0,7,15,128,39,16,11,0,0,217,0,0,0,30,15,13,3,0,0,57,4,14,12,41,7,11,5,6,3,108
LGA11500,0,0,0,0,4,22,51,23,11,111,0,0,6,37,32,67,40,27,16,231,0,0,6,22,9,12,7,3,0,65,10,48,158,1408,74,70,27,3,0,1795,0,0,3,4,5,18,40,14,10,86,28,176,378,902,320,235,132,50,12,2228,0,0,5,33,30,20,32,10,0,130,4,111,69,428,97,44,18,3,0,781,0,0,9,15,16,16,7,0,0,58,12,90,218,1029,546,582,356,111,27,2965,0,0,7,43,45,49,70,29,12,256,3,48,96,222,215,214,99,38,3,940,0,8,0,23,32,102,119,69,16,361,0,11,10,30,12,12,12,6,0,86,0,15,14,117,91,89,85,32,9,456,5,26,34,116,57,51,38,16,5,349,0,0,0,32,9,12,4,0,0,65,0,17,29,295,104,72,42,6,0,565,0,4,10,20,17,8,9,7,0,70,5,12,21,68,21,24,19,0,5,169
LGA11520,0,0,0,0,3,6,28,17,10,67,0,0,0,18,4,10,11,9,3,51,0,0,4,21,9,4,3,0,0,37,0,0,233,204,3,0,0,0,0,444,0,3,4,10,6,6,6,7,0,53,3,17,36,165,132,103,61,39,9,564,0,0,0,8,7,14,3,0,0,36,0,11,11,53,10,7,8,3,0,91,0,0,0,7,15,11,4,0,0,28,0,14,36,332,76,70,68,11,5,607,0,3,0,42,16,13,20,10,7,109,0,0,3,7,3,0,0,0,0,12,0,0,6,28,31,26,26,21,4,137,0,15,22,49,20,22,16,8,5,169,5,9,15,109,45,49,25,10,0,265,0,0,11,76,32,43,28,16,6,215,0,0,6,117,13,21,12,5,0,183,0,13,13,174,58,10,13,5,0,281,0,4,3,47,32,45,17,15,5,164,14,21,16,78,33,24,23,7,4,219
LGA11570,0,0,0,0,8,24,84,93,31,250,0,0,3,46,32,72,63,42,27,288,0,15,54,215,86,58,25,16,0,468,7,25,500,1227,57,45,5,9,0,1874,0,0,0,21,9,10,14,18,18,88,13,113,282,704,345,269,152,44,9,1941,0,0,10,122,147,226,257,141,57,959,28,225,200,1138,248,93,41,5,0,1981,0,0,6,17,13,14,13,12,7,74,7,84,206,1229,482,541,330,93,25,2992,0,3,7,62,34,40,59,64,49,317,0,6,25,69,79,62,50,11,0,305,0,0,0,20,14,33,44,27,15,152,0,16,30,78,34,46,38,12,6,259,0,14,17,85,61,57,30,23,4,300,0,4,13,80,37,63,52,27,12,284,4,6,13,171,35,35,20,4,3,293,3,21,44,530,182,116,60,7,0,969,3,7,6,86,94,69,59,28,13,363,6,27,52,116,36,25,17,9,4,299
LGA11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
LGA11650,0,0,0,6,5,39,135,92,23,300,0,0,3,15,8,19,30,13,14,100,0,0,0,12,8,3,7,7,5,39,0,6,37,204,7,0,0,0,0,253,0,4,8,42,36,60,144,142,67,507,12,82,136,653,595,624,502,233,83,2917,0,0,0,0,0,10,3,0,0,16,0,11,9,44,8,13,8,0,4,88,0,0,4,31,45,45,24,5,4,161,5,66,95,659,309,346,200,47,18,1750,0,0,0,86,35,29,55,20,17,246,0,0,0,5,7,6,0,3,0,27,3,14,26,93,106,166,236,187,86,915,0,15,3,36,26,29,24,3,0,136,8,48,76,314,229,170,143,84,21,1084,0,7,3,50,26,19,21,6,3,141,0,13,0,30,15,10,5,0,0,75,3,35,42,322,145,80,22,4,0,654,0,0,0,13,15,18,9,4,0,59,4,44,70,213,104,95,78,26,3,645
LGA11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,3,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11720,0,0,0,0,0,5,8,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,12,0,0,0,0,3,3,21,15,0,44,0,7,16,71,69,53,59,13,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,10,0,0,0,6,4,0,4,0,0,18,0,10,25,93,31,37,23,5,0,217,0,0,0,0,0,4,4,0,4,8,0,0,0,3,0,0,0,0,0,8,0,0,3,16,3,26,38,24,8,120,0,0,0,0,0,5,5,0,0,12,0,4,5,22,19,7,15,10,0,80,0,0,4,0,0,0,4,0,0,12,0,0,0,9,0,0,0,0,0,10,0,6,7,51,13,14,3,0,0,95,0,0,0,0,0,4,0,0,0,3,0,0,6,22,4,18,13,4,0,67
LGA11730,0,0,0,0,0,0,5,0,0,12,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,7,11,12,29,17,10,78,6,5,3,48,54,80,70,38,10,308,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,6,9,11,9,0,0,33,4,11,5,79,24,41,17,0,0,181,0,0,0,4,0,6,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,25,21,3,68,0,0,0,4,0,0,3,0,0,11,0,3,6,19,13,4,11,11,0,63,0,0,0,0,5,3,7,0,0,7,0,0,0,6,3,6,0,0,0,15,0,4,0,22,22,13,0,0,0,58,0,0,0,0,0,0,0,0,0,3,0,7,3,19,13,18,21,4,0,79
LGA11750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,6,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,3,0,6,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
LGA11800,0,0,0,0,0,5,15,4,0,21,0,0,3,0,0,0,0,0,0,3,0,14,44,133,24,16,7,6,0,238,0,0,5,40,0,0,0,0,0,42,0,0,0,14,9,21,36,32,14,123,0,18,32,120,105,135,119,69,15,607,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,18,0,0,5,14,18,18,10,0,6,61,0,10,13,120,52,69,32,12,0,306,0,0,0,6,8,3,9,0,0,34,0,0,4,0,7,0,3,0,0,14,0,0,13,14,17,24,37,34,12,143,0,3,0,5,0,4,0,0,0,13,7,6,14,59,49,30,33,13,6,213,0,0,0,11,0,0,4,0,0,21,0,0,0,65,0,5,0,0,0,72,0,20,23,43,31,14,10,4,0,140,5,0,0,0,0,0,3,0,0,6,0,16,16,48,21,11,31,4,0,145
LGA12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,6,0,0,3,5,7,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA12150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12160,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,4,5,0,5,0,0,0,5,12,5,15,4,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,4,3,7,0,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
LGA12350,0,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,8,7,7,0,22,0,0,0,6,10,6,8,3,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,17,3,13,7,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,12,5,0,0,0,0,24
LGA12380,0,0,0,10,5,44,217,230,94,605,0,0,16,34,13,12,23,18,8,123,0,7,21,135,89,63,45,21,6,376,0,26,1567,2700,92,42,24,4,0,4455,0,0,4,0,0,3,14,10,5,32,13,85,183,399,214,137,79,25,6,1133,0,0,0,8,11,9,20,14,3,61,27,253,237,998,141,88,35,7,0,1787,0,0,5,11,5,3,8,4,0,32,10,59,151,1013,436,439,320,93,16,2545,0,0,0,18,12,33,43,23,17,155,0,10,10,43,44,42,15,10,0,176,0,0,0,6,9,21,28,27,16,101,11,12,24,37,17,21,20,6,0,155,0,5,13,52,34,27,16,0,3,154,8,49,114,687,395,364,227,134,50,2025,0,3,15,243,35,27,31,3,0,348,0,8,32,327,79,59,27,5,0,539,4,26,47,393,489,464,338,154,26,1949,7,38,24,42,7,8,11,0,0,140
LGA12390,0,0,0,0,0,0,6,0,0,4,0,0,0,4,3,0,0,0,0,3,0,0,0,7,0,0,0,0,0,12,0,14,22,311,4,5,7,0,0,351,0,0,0,9,5,0,10,12,3,38,0,8,10,46,42,30,28,8,4,180,0,0,0,0,0,0,3,0,0,5,0,3,7,52,0,0,0,0,0,69,0,0,3,0,9,6,3,0,0,19,3,18,19,107,38,22,18,12,0,230,0,0,0,7,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,10,12,0,41,0,5,0,0,0,0,0,0,0,6,0,14,7,25,9,5,4,5,4,77,0,12,8,44,11,5,4,4,0,88,0,0,0,26,0,0,0,0,0,28,0,6,0,22,6,6,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,3,15,3,3,13,3,0,45
LGA12700,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,6,10,7,12,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,16
LGA12730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,9,0,6,0,12,5,8,0,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,11,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,13,0,4,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA12750,0,0,0,0,0,3,14,5,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,23,0,0,0,0,7,11,31,32,5,89,0,3,5,45,56,72,61,35,7,282,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,3,0,4,7,8,0,0,17,0,0,8,43,30,14,14,3,0,115,0,0,0,0,4,4,3,0,4,15,0,0,0,3,0,0,0,0,0,3,0,0,0,0,10,21,41,27,18,117,0,0,0,3,0,5,4,0,0,10,0,0,0,12,16,15,19,5,0,67,0,0,0,6,3,0,0,0,0,10,0,0,0,3,0,0,0,0,0,6,0,0,5,22,11,6,4,0,0,48,0,0,0,0,0,0,0,0,0,9,0,0,0,14,8,21,27,10,0,85
LGA12850,0,0,0,8,3,56,175,148,45,449,0,0,0,16,6,19,36,16,4,105,0,0,9,58,35,33,17,9,7,165,0,0,13,30,6,0,6,0,0,50,0,0,5,0,3,3,13,11,8,45,12,120,242,419,120,76,43,12,0,1055,0,3,5,43,47,105,135,56,21,399,0,15,19,72,13,16,13,0,0,142,0,0,4,0,3,0,0,0,0,8,3,35,87,453,211,241,299,58,23,1404,0,0,0,20,18,42,66,38,35,216,0,28,64,134,122,85,40,6,0,477,0,0,0,6,4,17,28,16,3,81,0,4,0,19,3,9,8,4,0,56,0,0,0,10,8,6,8,8,0,38,0,5,0,15,10,23,20,8,8,88,0,0,8,36,18,20,16,0,0,100,0,28,62,472,116,108,67,11,3,883,3,40,10,66,82,61,65,42,6,371,0,12,26,35,9,3,6,0,0,104
LGA12870,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,14,0,0,0,13,13,19,11,3,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,18,9,14,6,4,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,15,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10
LGA12900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,9,3,4,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,14,3,3,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,14,0,5,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
