SAL_CODE_2021,POL_Tamil_UOLSE_NWorNAA,POL_Tamil_UOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_UOLSE_VWorW,POL_Thai_UOLSE_NWorNAA,POL_Thai_UOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_UOLSE_VWorW,POL_Turkish_UOLSE_NWorNAA,POL_Turkish_UOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_UOLSE_VWorW,POL_Vietnamese_UOLSE_NWorNAA,POL_Vietnamese_UOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_UOLSE_VWorW,POL_Oth_UOLSE_NWorNAA,POL_Oth_UOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_UOLSE_VWorW,POL_Tot_UOLSE_NWorNAA,POL_Tot_UOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LUatH_NS_SEO,P_LUatH_NS_UOLSE_VWorW,P_LUatH_NS_UOLSE_NWorNAA,P_LUatH_NS_UOLSE_Tot,P_LUatH_NS_NS,P_LUatH_NS_Tot,P_Tot_SEO,P_Tot_UOLSE_VWorW,P_Tot_UOLSE_NWorNAA,P_Tot_UOLSE_Tot,P_Tot_NS,P_Tot_Tot
SAL21851,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,19,0,17,0,17,..,4,0,4,19,19,139,19,0,18,19,177
SAL21852,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,10,10,150,6,0,6,10,170
SAL21853,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,5,0,5,0,5,..,0,0,0,0,5,54,5,0,5,0,59
SAL21854,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,17,0,0,0,0,17
SAL21855,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,6,6,97,0,0,0,6,98
SAL21856,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,57,0,0,0,0,64
SAL21857,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,5,5,7,0,7,..,14,5,14,0,14,..,0,0,0,25,29,501,12,5,13,25,545
SAL21858,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,4,4,7,0,0,0,4,7
SAL21859,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,14,0,21,0,21,..,0,0,0,19,19,350,14,0,21,19,387
SAL21860,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,8,0,8,..,4,0,4,16,16,146,6,0,13,16,168
SAL21861,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,65,0,0,0,0,68
SAL21862,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,20,20,112,0,0,0,20,126
SAL21863,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,30,4,32,0,30,..,321,53,374,6,372,..,13,3,16,140,159,2748,325,61,386,146,3285
SAL21864,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,22,0,0,0,3,26
SAL21865,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,26,26,181,11,0,11,26,212
SAL21866,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,14,0,0,0,0,20
SAL21867,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,3,5,0,5,..,12,3,13,0,16,..,102,18,122,9,127,..,12,0,12,186,198,1930,112,18,136,189,2254
SAL21868,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,12,12,60,0,0,0,12,72
SAL21869,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,19,0,0,0,0,22
SAL21870,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,24,0,27,0,27,..,0,0,0,53,53,200,24,0,27,53,280
SAL21871,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,4,4,27,0,0,0,4,30
SAL21872,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,43,3,0,3,0,54
SAL21873,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,15,0,0,0,0,17
SAL21874,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,3,4,0,5,..,14,3,19,0,16,..,0,0,0,17,15,116,18,3,21,15,153
SAL21875,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,3,0,3,..,0,0,0,0,0,..,11,3,11,0,11,..,0,0,0,38,42,377,4,3,10,38,425
SAL21876,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL21877,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,6,0,8,0,8,..,0,0,0,27,27,514,6,0,8,27,555
SAL21878,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,5,18,0,18,..,51,8,57,0,57,..,0,0,0,65,65,898,46,8,56,65,1023
SAL21879,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,6,14,0,21,..,0,0,0,106,106,699,12,6,14,103,819
SAL21880,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,12,0,12,0,12,..,0,0,0,6,6,189,12,0,12,6,201
SAL21881,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,48,0,0,0,0,48
SAL21882,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,79,0,0,0,0,79
SAL21883,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,5,5,20,0,0,0,5,24
SAL21884,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,4,4,83,0,0,0,4,87
SAL21885,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,16,16,108,0,0,0,16,122
SAL21886,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,14,14,105,0,0,0,14,124
SAL21887,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,5,5,92,0,0,0,5,96
SAL21888,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,62,0,0,0,0,66
SAL21889,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,27,27,238,0,0,0,27,262
SAL21890,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,5,5,49,0,0,0,5,50
SAL21891,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,4,4,31,0,0,0,4,31
SAL21892,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,6,0,6,..,9,0,8,0,8,..,0,0,0,20,17,435,12,0,16,20,462
SAL21893,37,326,5,327,..,36,18,55,3,55,..,84,17,101,0,101,..,157,52,213,0,214,..,2047,488,2541,39,2576,..,8905,1652,10557,104,10662,..,218,51,276,1350,1621,15408,9121,1707,10830,1455,27689
SAL21894,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,3,7,0,7,..,40,6,45,0,45,..,3,0,3,14,14,379,39,6,51,14,434
SAL21895,0,27,0,22,..,0,0,0,0,0,..,46,8,53,0,53,..,31,5,41,0,41,..,543,128,668,9,675,..,2023,339,2370,11,2380,..,55,8,67,257,327,5323,2084,353,2437,275,8033
SAL21896,25,379,3,384,..,48,5,57,0,57,..,103,17,119,6,127,..,129,46,175,0,175,..,3580,1034,4614,44,4658,..,10481,2000,12485,103,12588,..,260,91,354,852,1209,17120,10743,2097,12839,950,30909
SAL21897,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,3,3,12,4,0,4,3,24
SAL21898,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,4,0,6,..,30,6,38,0,35,..,9,0,9,98,103,1843,42,6,43,97,1982
SAL21899,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,13,0,13,0,13,..,5,0,5,29,32,503,18,0,20,29,548
SAL21900,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,15,15,78,0,0,0,15,89
SAL21901,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,40,0,0,0,0,40
SAL21902,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,3,3,91,3,0,3,3,99
SAL21903,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,7,7,255,5,0,5,7,276
SAL21904,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,63,0,0,0,0,70
SAL21905,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,3,0,0,0,0,3
SAL21906,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,23,0,0,0,0,23
SAL21907,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,13,0,14,0,14,..,3,0,3,25,26,179,15,0,19,25,218
SAL21908,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,31,31,163,4,0,4,31,196
SAL21909,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,4,4,129,0,0,0,4,139
SAL21910,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,39,0,0,0,0,41
SAL21911,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,3,..,30,0,33,0,37,..,5,0,5,130,131,1430,36,0,41,130,1599
SAL21912,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,9,0,9,0,9,..,0,0,0,101,101,264,9,0,9,101,379
SAL21913,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL21914,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,23,23,166,7,0,7,23,191
SAL21915,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,15,15,226,0,0,0,15,238
SAL21916,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,11,11,38,0,0,0,11,48
SAL21917,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,9,0,9,0,9,..,43,6,48,0,48,..,0,0,0,15,19,908,44,6,45,15,970
SAL21918,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,14,0,0,0,0,14
SAL21919,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,5,5,102,0,0,0,5,111
SAL21920,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,10,10,44,0,0,0,10,56
SAL21921,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,23,0,30,0,30,..,112,9,120,0,120,..,22,0,22,79,99,2285,134,9,141,79,2509
SAL21922,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,6,6,0,6,..,143,27,177,0,177,..,314,57,367,0,367,..,22,0,22,389,410,6109,334,57,393,389,6886
SAL21923,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,13,13,160,0,0,0,13,171
SAL21924,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,4,4,73,6,0,6,4,84
SAL21925,0,3,0,3,..,4,4,7,0,7,..,4,0,4,0,4,..,11,6,14,0,14,..,59,11,69,0,69,..,383,47,432,3,434,..,10,0,5,294,302,3964,391,48,439,299,4704
SAL21926,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,59,5,0,5,0,59
SAL21927,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,17,0,17,0,17,..,0,0,0,21,21,490,17,0,17,21,533
SAL21928,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,0,20,0,20,..,4,0,4,45,51,480,26,0,23,45,547
SAL21929,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,23,0,28,0,28,..,112,10,121,0,121,..,5,0,5,50,57,1669,120,10,132,50,1844
SAL21930,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,22,0,24,0,26,..,3,0,3,34,33,803,27,0,28,31,866
SAL21931,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,11,11,129,0,0,0,11,136
SAL21932,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,8,0,11,0,11,..,0,0,0,16,14,205,11,0,7,16,230
SAL21933,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,14,0,14,5,14,..,5,0,5,28,29,362,13,0,13,28,415
SAL21934,0,18,0,18,..,26,9,32,0,32,..,13,0,13,0,16,..,70,19,96,4,97,..,208,32,243,7,244,..,2042,340,2385,23,2404,..,48,7,56,384,443,10815,2090,353,2439,409,13658
SAL21935,0,0,0,0,..,0,6,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,12,8,17,0,17,..,0,0,0,41,41,394,12,8,17,41,451
SAL21936,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,13,0,18,..,0,0,0,61,58,742,18,0,16,56,820
SAL21937,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,6,..,0,0,0,13,13,166,8,0,8,14,189
SAL21938,0,20,0,20,..,11,0,17,0,17,..,14,0,14,0,14,..,18,6,17,0,17,..,117,7,125,0,127,..,835,77,912,9,922,..,20,0,18,323,338,9180,855,73,930,332,10445
SAL21939,0,5,0,5,..,0,0,3,0,3,..,0,0,0,0,0,..,9,6,5,0,9,..,120,115,233,6,235,..,201,118,323,6,330,..,14,4,17,156,170,1900,218,124,343,158,2401
SAL21940,0,0,0,5,..,5,0,5,0,5,..,0,0,7,0,7,..,0,0,0,0,0,..,7,0,8,0,8,..,89,9,104,0,103,..,8,0,8,71,77,1542,97,9,108,69,1723
SAL21941,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,32,4,42,0,42,..,6,0,6,51,57,1227,37,4,41,51,1322
SAL21942,0,8,0,8,..,7,3,12,0,12,..,25,5,24,0,24,..,49,13,65,0,65,..,122,7,130,3,131,..,1110,127,1230,17,1248,..,17,3,21,175,198,4458,1128,129,1258,188,5901
SAL21943,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,37,37,365,0,0,0,37,410
SAL21944,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,32,32,313,0,0,0,32,344
SAL21945,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,9,0,0,0,0,9
SAL21946,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,12,0,0,0,3,19
SAL21947,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,9,0,9,0,9,..,0,0,0,7,7,150,9,0,9,7,168
SAL21948,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,13,0,0,0,0,13
SAL21949,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,5,4,50,0,0,0,5,50
SAL21950,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,12,0,0,0,0,12
SAL21951,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,6,6,79,4,0,4,6,90
SAL21952,25,342,0,342,..,108,53,162,0,161,..,146,54,198,0,198,..,2810,1638,4452,23,4473,..,2200,671,2865,57,2923,..,15285,5283,20575,196,20768,..,309,143,455,1600,2060,9431,15599,5427,21029,1801,32257
SAL21953,8,83,0,82,..,15,5,17,0,17,..,55,18,72,0,72,..,323,155,478,6,480,..,484,110,596,5,600,..,3304,756,4058,27,4081,..,49,15,65,315,376,2976,3351,767,4121,339,7436
SAL21954,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,7,0,7,..,0,0,0,26,26,145,0,3,7,26,177
SAL21955,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,21,21,299,0,0,0,21,318
SAL21956,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,17,0,0,0,0,17
SAL21957,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,4,8,68,3,0,3,4,84
SAL21958,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,6,0,6,..,0,0,0,10,10,23,3,0,6,10,37
SAL21959,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,7,7,79,0,0,0,7,89
SAL21960,0,24,0,24,..,12,9,21,0,19,..,27,12,37,0,37,..,35,21,55,3,59,..,403,144,548,10,559,..,1456,440,1894,21,1919,..,38,7,43,922,968,5795,1493,451,1944,945,8682
SAL21961,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,34,0,0,0,0,34
SAL21962,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,17,17,116,0,0,0,17,130
SAL21963,0,5,0,5,..,9,4,10,0,10,..,3,0,3,0,3,..,5,0,8,0,8,..,72,49,120,8,132,..,367,79,440,8,453,..,12,3,18,321,338,3491,376,83,455,331,4277
SAL21964,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,48,0,0,0,0,50
SAL21965,4,23,0,23,..,4,0,4,0,4,..,0,0,0,0,0,..,9,0,11,0,11,..,101,31,134,0,134,..,582,151,732,7,741,..,24,3,21,198,218,2261,603,157,759,201,3225
SAL21966,3,66,0,66,..,43,8,55,0,55,..,60,8,67,0,70,..,365,100,465,0,465,..,743,127,868,13,885,..,4792,803,5592,34,5631,..,73,12,82,1248,1326,7995,4866,812,5675,1284,14953
SAL21967,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,20,0,27,0,27,..,0,0,0,15,15,287,20,0,27,15,325
SAL21968,0,0,0,0,..,0,4,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,4,11,0,12,..,0,0,0,13,13,261,11,4,11,14,282
SAL21969,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,15,4,14,0,18,..,179,14,191,0,194,..,3,0,3,81,81,2755,181,14,195,77,3027
SAL21970,0,4,0,4,..,14,3,15,0,15,..,0,0,5,0,5,..,4,0,4,0,4,..,34,16,51,0,51,..,168,38,210,0,214,..,4,0,6,166,170,3094,175,38,219,169,3475
SAL21971,0,24,0,24,..,24,0,28,0,28,..,49,3,53,0,51,..,163,64,228,4,233,..,319,24,344,7,358,..,3945,899,4848,60,4904,..,86,8,96,767,861,19519,4030,905,4941,823,25276
SAL21972,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,8,0,8,..,0,0,0,19,19,175,4,0,8,19,203
SAL21973,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,40,0,0,0,0,40
SAL21974,0,26,0,20,..,4,0,4,0,4,..,8,0,8,0,8,..,76,11,90,0,88,..,106,0,112,0,113,..,1427,145,1569,13,1584,..,13,0,13,185,204,1105,1437,148,1586,200,2895
SAL21975,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,30,35,162,0,0,0,30,199
SAL21976,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,6,6,15,0,0,0,6,20
SAL21977,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,19,0,0,0,0,24
SAL21978,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,6,..,0,0,0,3,3,35,0,0,0,6,36
SAL21979,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,34,34,29,0,0,0,34,64
SAL21980,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,5,6,87,6,0,6,5,96
SAL21981,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,0,..,12,0,12,0,15,..,0,0,0,12,12,206,12,0,12,12,233
SAL21982,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,6,6,36,0,0,0,6,46
SAL21983,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,4,4,86,7,0,7,4,92
SAL21984,0,0,0,0,..,8,0,6,0,6,..,0,0,0,0,0,..,3,6,9,0,9,..,27,3,29,0,29,..,102,23,120,0,122,..,19,0,16,407,425,4058,121,20,139,412,4604
