SAL_CODE_2021,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
SAL41370,0,0,0,0,0,0,0,6,0,8
SAL41371,4,0,4,10,0,0,10,63,13,78
SAL41372,0,0,0,7,5,0,18,17,6,38
SAL41373,50,0,52,506,154,19,681,1729,102,2514
SAL41374,33,3,42,254,72,9,334,968,40,1345
SAL41375,72,5,79,515,183,13,713,1925,79,2714
SAL41376,0,0,0,5,0,0,8,19,3,22
SAL41377,0,0,3,71,29,0,102,182,25,311
SAL41378,11,5,17,54,46,3,98,389,35,521
SAL41379,0,0,0,5,5,0,8,18,0,24
SAL41380,0,0,0,0,3,0,4,15,6,21
SAL41381,0,0,0,0,0,0,0,0,0,0
SAL41382,26,0,25,155,44,5,206,569,29,805
SAL41383,0,0,0,9,3,0,8,36,3,51
SAL41384,78,5,86,565,210,23,800,1656,56,2512
SAL41385,17,8,22,363,148,30,541,1051,695,2282
SAL41386,3,0,3,37,15,0,55,164,7,224
SAL41387,0,0,0,116,30,9,154,202,17,375
SAL41388,0,0,0,7,0,0,7,10,0,13
SAL41389,0,0,0,8,0,0,8,6,0,14
SAL41390,0,0,0,13,6,0,18,28,0,47
SAL41391,0,0,3,4,0,0,4,26,0,28
SAL41392,0,0,7,18,12,0,23,49,10,82
SAL41393,26,0,30,266,74,7,346,673,17,1029
SAL41394,0,0,0,0,0,0,0,4,0,9
SAL41395,199,13,220,1037,525,59,1623,4064,299,5979
SAL41396,39,13,50,201,81,14,303,786,103,1189
SAL41397,0,0,0,10,0,0,9,23,0,32
SAL41398,0,0,0,0,0,0,0,11,7,12
SAL41399,0,0,0,0,0,0,0,4,0,6
SAL41400,0,0,0,5,0,0,7,4,0,4
SAL41401,63,10,74,368,137,6,509,1743,101,2355
SAL41402,0,0,0,7,0,0,7,3,3,13
SAL41403,0,0,0,0,3,0,3,21,3,27
SAL41404,6,0,6,133,64,12,207,374,33,611
SAL41405,5,0,5,41,22,0,64,207,31,305
SAL41406,0,0,0,0,0,0,6,18,0,20
SAL41407,0,0,0,0,5,0,5,31,0,39
SAL41408,0,0,0,18,4,4,25,62,0,89
SAL41409,0,0,0,8,0,0,14,16,0,27
SAL41410,28,0,29,632,245,24,892,1731,88,2713
SAL41411,0,0,0,4,0,0,4,25,0,32
SAL41412,6,0,6,140,48,0,188,338,11,546
SAL41413,3,0,10,10,11,0,22,171,66,261
SAL41414,0,0,0,16,11,3,35,93,3,128
SAL41415,0,0,0,0,0,0,0,14,4,15
SAL41416,51,7,57,150,96,9,257,1028,188,1469
SAL41417,0,0,0,4,3,0,11,25,6,45
SAL41418,0,0,0,0,0,0,0,5,0,5
SAL41419,5,0,5,61,34,3,96,259,34,392
SAL41420,194,22,218,741,301,17,1058,2728,165,3946
SAL41421,50,7,54,471,176,20,669,1816,193,2675
SAL41422,0,0,0,3,0,0,9,21,3,34
SAL41423,0,0,0,6,3,0,9,24,0,36
SAL41424,0,0,0,0,0,0,0,0,0,0
SAL41425,0,0,0,9,0,0,9,21,0,33
SAL41426,0,0,6,39,14,3,55,174,24,255
SAL41427,3,0,3,0,0,0,0,15,3,20
SAL41428,5,0,5,33,25,0,60,262,19,342
SAL41429,0,0,0,40,18,0,58,125,0,183
SAL41430,0,0,0,0,0,0,0,5,0,7
SAL41431,0,0,0,33,21,0,57,132,17,208
SAL41432,75,6,82,563,275,27,870,1976,106,2948
SAL41433,0,0,0,0,0,0,0,10,0,13
SAL41434,6,0,6,18,9,0,26,48,3,76
SAL41435,0,0,0,29,9,0,37,57,14,114
SAL41436,32,0,32,93,119,3,217,791,33,1045
SAL41437,0,0,0,3,0,0,3,17,0,21
SAL41438,15,0,18,152,70,7,233,441,21,689
SAL41439,0,3,4,15,7,0,19,86,16,125
SAL41440,0,0,0,5,0,0,5,12,4,20
SAL41441,0,3,5,6,0,0,13,91,20,121
SAL41442,0,0,0,19,15,0,37,84,14,138
SAL41443,50,0,48,196,48,9,248,966,41,1253
SAL41444,3,0,3,62,37,0,107,320,45,470
SAL41445,0,0,0,12,3,0,17,18,4,38
SAL41446,0,0,0,19,9,0,26,144,24,197
SAL41447,3,0,3,26,21,0,42,106,3,153
SAL41448,0,0,0,13,0,0,11,27,0,39
SAL41449,0,0,0,9,0,0,7,6,4,23
SAL41450,0,0,0,81,30,0,114,122,36,268
SAL41451,3,0,3,26,9,0,31,130,15,173
SAL41452,5,4,12,5,6,0,11,159,19,189
SAL41453,0,0,0,7,0,0,11,20,3,35
SAL41454,0,0,0,0,0,0,0,9,0,13
SAL41455,14,4,20,86,32,5,120,252,44,420
SAL41456,0,0,0,0,0,0,0,11,5,22
SAL41457,9,0,14,82,29,4,116,491,57,663
SAL41458,0,0,0,6,7,0,7,8,4,16
SAL41459,0,0,6,49,22,0,69,127,30,223
SAL41460,0,0,0,3,4,0,5,31,0,38
SAL41461,70,0,77,404,216,9,630,1532,45,2214
SAL41462,0,0,0,3,0,0,3,7,0,11
SAL41463,0,0,0,0,0,0,0,0,0,0
SAL41464,48,0,48,457,219,15,691,1501,54,2243
SAL41465,4,0,4,13,3,0,16,41,3,61
SAL41466,109,9,124,558,194,24,775,2655,120,3553
SAL41467,0,0,0,3,3,0,5,12,0,16
SAL41468,0,0,0,0,0,0,0,5,0,9
SAL41469,0,0,0,13,9,0,18,58,3,78
SAL41470,0,0,0,0,0,0,5,20,0,20
SAL41471,95,3,100,678,224,13,916,2442,97,3455
SAL41472,29,0,27,235,79,4,319,703,21,1043
SAL41473,102,3,104,575,225,27,829,1650,62,2538
SAL41474,4,0,4,75,38,7,114,293,34,438
SAL41475,5,0,6,12,5,0,20,73,11,109
SAL41476,100,8,108,199,114,19,330,1101,99,1531
SAL41477,6,0,6,53,19,3,78,180,24,280
SAL41478,0,0,0,0,0,0,0,7,0,6
SAL41479,21,3,27,255,138,9,408,831,24,1263
SAL41480,27,9,33,583,184,29,803,1572,170,2542
SAL41481,0,0,0,0,0,0,0,10,3,16
SAL41482,0,0,0,3,0,0,4,8,0,10
SAL41483,0,0,0,0,0,0,0,0,0,0
SAL41484,0,0,0,37,23,0,59,186,9,254
SAL41485,0,0,0,0,0,0,0,0,0,0
SAL41486,0,0,0,5,3,3,14,3,0,17
SAL41487,0,0,0,4,0,0,5,25,3,33
SAL41488,50,6,54,386,121,12,514,1481,69,2065
SAL41489,0,0,0,36,16,0,50,49,8,104
SAL41490,70,3,76,634,220,22,878,2419,107,3399
SAL41491,23,4,28,196,133,3,338,814,33,1178
SAL41492,0,0,0,0,0,0,0,0,0,0
SAL41493,3,0,3,43,25,4,70,155,7,238
SAL41494,9,0,9,183,74,10,266,509,38,810
SAL41495,15,0,15,111,46,8,163,291,20,476
SAL41496,0,0,0,5,5,0,11,25,3,37
SAL41497,29,0,28,183,70,0,253,605,11,874
SAL41498,0,0,0,3,3,0,8,3,0,13
SAL41499,76,3,84,390,147,5,546,1455,54,2056
SAL41500,107,10,120,1032,294,23,1353,3759,180,5291
SAL41501,0,0,0,3,0,0,3,6,7,16
SAL41502,0,0,0,3,8,0,12,34,10,53
SAL41503,0,0,0,37,27,0,64,108,16,194
SAL41504,0,0,0,23,9,0,33,32,0,60
SAL41505,308,36,342,496,266,34,798,2985,205,3985
SAL41506,5,0,5,8,0,0,8,66,9,82
SAL41507,30,8,37,510,143,14,670,1311,166,2142
SAL41508,9,0,11,175,84,4,265,566,16,844
SAL41509,0,0,0,18,9,0,22,42,12,71
SAL41510,0,0,0,0,0,0,0,16,6,30
SAL41511,122,16,135,336,136,14,489,1603,163,2251
SAL41512,6,0,4,60,23,3,85,206,24,313
SAL41513,3,0,3,5,8,0,6,74,0,85
SAL41514,184,12,197,414,188,9,608,1724,117,2443
SAL41515,148,11,159,640,211,18,869,1904,83,2856
SAL41516,3,0,3,9,3,0,11,41,4,57
SAL41517,0,0,0,5,0,0,5,0,0,5
SAL41518,105,12,122,351,194,10,563,2408,252,3226
SAL41519,7,0,9,59,26,0,83,233,22,337
SAL41520,0,0,0,4,5,0,5,32,0,48
SAL41521,0,0,0,0,0,0,0,8,0,8
SAL41522,0,0,0,0,3,0,9,23,0,27
SAL41523,0,0,0,3,0,0,0,8,4,16
SAL41524,0,0,0,6,0,0,10,12,0,21
SAL41525,0,0,0,8,7,0,8,11,0,21
SAL41526,0,0,0,20,7,0,27,49,5,81
SAL41527,0,0,0,3,0,0,4,4,0,14
SAL41528,5,0,5,36,18,0,59,92,6,151
SAL41529,0,0,0,20,4,0,21,146,15,182
SAL41530,0,0,0,11,0,0,12,43,4,57
SAL41531,0,0,3,15,18,0,34,28,9,73
SAL41532,0,0,0,6,0,0,5,6,0,15
SAL41533,0,0,0,5,8,0,14,35,8,56
SAL41534,0,0,0,30,9,0,40,84,3,127
SAL41535,0,0,0,7,4,0,11,33,0,43
SAL41536,4,0,4,24,15,0,41,133,3,170
SAL41537,0,0,0,5,0,0,5,12,0,16
SAL41538,11,0,11,46,24,3,70,207,23,300
SAL41539,173,10,184,1016,415,39,1471,3220,134,4830
SAL41540,0,0,3,22,10,0,36,29,15,79
SAL41541,0,0,0,8,0,0,11,18,3,30
SAL41542,0,0,4,154,41,3,196,484,37,713
SAL41543,0,0,0,0,0,0,0,0,0,0
SAL41544,0,0,0,3,0,0,7,18,4,25
SAL41545,0,0,0,41,11,0,53,70,0,123
SAL41546,0,0,0,15,4,0,18,40,4,67
SAL41547,45,5,50,109,50,3,165,725,106,994
SAL41548,0,0,3,60,14,4,82,170,10,256
SAL41549,0,0,0,0,0,0,0,0,0,0
SAL41550,0,0,0,20,10,0,30,93,3,127
SAL41551,62,0,65,346,109,13,464,1058,24,1550
SAL41552,0,0,0,8,3,0,17,28,6,52
SAL41553,0,0,0,8,3,0,12,12,6,32
SAL41554,0,0,0,19,9,0,30,21,0,52
SAL41555,78,11,87,278,98,11,382,1217,60,1662
SAL41556,0,0,0,9,6,0,7,32,0,41
SAL41557,0,0,0,0,0,0,0,0,0,0
SAL41558,0,0,0,8,9,0,15,88,3,106
SAL41559,0,0,0,18,8,0,24,20,0,43
SAL41560,21,0,20,132,43,4,181,548,21,754
SAL41561,6,0,6,15,13,0,25,129,11,168
SAL41562,3,0,3,32,26,4,56,175,10,245
SAL41563,0,0,0,4,3,0,7,33,0,39
SAL41564,182,3,187,809,349,35,1193,3058,126,4383
SAL41565,6,0,6,4,0,0,3,6,0,12
SAL41566,85,3,88,708,182,39,933,2468,94,3498
SAL41567,38,0,38,220,51,10,286,1003,46,1330
SAL41568,382,25,409,772,617,30,1419,4413,181,6007
SAL41569,68,11,81,531,300,20,850,1791,75,2711
SAL41570,0,0,0,0,5,0,5,18,3,23
SAL41571,25,0,24,163,49,0,213,664,32,910
SAL41572,0,0,0,0,0,0,0,8,0,10
SAL41573,179,9,189,429,187,19,632,1467,39,2140
SAL41574,0,0,3,15,5,3,27,59,11,102
SAL41575,0,0,0,0,4,0,3,9,0,18
SAL41576,0,0,0,3,0,0,3,10,0,14
SAL41577,9,0,9,10,4,0,20,67,3,89
SAL41578,0,0,0,0,0,0,0,12,0,9
SAL41579,0,0,4,17,21,0,40,111,21,172
SAL41580,0,0,0,0,0,0,0,3,0,3
SAL41581,0,0,0,19,5,0,17,15,0,33
SAL41582,0,0,0,7,0,0,7,3,0,4
SAL41583,9,0,4,39,31,0,69,190,17,268
SAL41584,0,0,0,6,8,0,17,18,0,35
SAL41585,103,13,116,523,200,39,760,2138,150,3049
SAL41586,0,0,0,0,0,0,0,0,0,0
SAL41587,22,3,19,400,100,26,523,939,53,1515
SAL41588,97,17,113,846,381,54,1285,3428,400,5113
SAL41589,58,3,64,400,152,22,567,1455,94,2117
SAL41590,120,15,131,772,332,56,1169,3639,514,5316
SAL41591,0,0,0,9,0,5,10,22,3,38
SAL41592,0,0,0,11,4,0,10,19,0,35
SAL41593,0,0,0,4,0,0,4,0,0,3
SAL41594,0,0,0,33,11,0,48,69,7,126
SAL41595,0,0,3,18,4,0,25,49,11,80
SAL41596,0,0,0,3,0,0,4,27,3,35
SAL41597,4,0,4,12,3,0,18,29,3,44
SAL41598,0,0,0,25,0,0,26,73,14,111
SAL41599,0,0,0,14,0,0,17,27,0,50
SAL41600,97,13,110,528,216,25,776,1903,146,2817
SAL41601,0,0,0,0,0,0,0,8,0,12
SAL41602,54,4,62,536,176,21,729,1568,91,2391
SAL41603,0,0,0,0,0,0,0,13,0,16
SAL41604,0,0,0,0,0,0,3,11,0,8
SAL41605,0,0,0,0,0,0,0,11,0,11
SAL41606,0,0,0,8,8,0,14,22,5,37
SAL41607,0,0,0,3,9,0,10,38,18,66
SAL41608,0,0,0,3,4,0,5,14,3,25
SAL41609,0,0,0,0,0,0,0,6,0,6
SAL41610,46,0,46,440,225,23,688,1235,82,2007
SAL41611,0,0,0,28,12,0,43,71,9,124
SAL41612,0,0,0,77,53,5,132,220,37,387
SAL41613,0,0,0,55,36,3,98,206,14,318
SAL41614,13,0,10,85,43,3,125,343,79,550
SAL41615,0,0,0,24,23,0,46,59,3,111
SAL41616,74,8,85,1062,260,16,1334,3257,190,4788
SAL41617,13,0,9,42,12,5,55,335,14,403
SAL41618,9,0,9,37,32,3,79,197,5,286
SAL41619,0,0,0,0,0,0,0,5,0,5
SAL41620,0,0,0,4,3,0,14,20,0,28
SAL41621,10,0,10,29,18,0,47,258,16,325
SAL41622,0,0,0,0,0,0,0,0,0,0
SAL41623,0,0,0,3,0,0,5,20,5,23
SAL41624,0,0,0,6,12,0,22,150,10,178
SAL41625,0,0,0,17,3,0,22,41,17,80
SAL41626,0,0,0,30,4,0,33,68,4,104
SAL41627,5,0,4,41,33,0,80,159,10,245
SAL41628,0,0,0,0,0,0,0,3,0,3
SAL41629,0,0,0,13,3,0,12,32,11,56
SAL41630,0,0,0,30,3,0,35,108,26,164
SAL41631,0,0,0,0,0,0,0,3,0,3
SAL41632,0,0,0,4,3,0,7,48,7,63
SAL41633,0,0,0,9,0,0,9,27,5,42
SAL41634,0,0,0,0,0,0,0,0,0,0
SAL41635,0,0,0,7,3,0,9,23,12,44
SAL41636,3,0,3,33,15,0,52,145,18,213
SAL41637,269,23,287,1890,760,106,2755,6362,242,9356
SAL41638,3,0,3,191,67,4,267,565,22,849
SAL41639,4,0,4,11,3,0,19,58,0,78
SAL41640,0,0,0,15,4,0,15,33,13,61
SAL41641,0,0,0,23,10,0,33,114,14,158
SAL41642,81,5,88,380,210,21,617,1543,146,2301
SAL41643,102,0,110,313,125,15,448,1375,56,1878
SAL41644,43,5,50,305,88,5,390,1459,139,1990
SAL41645,39,5,45,378,107,11,493,1687,98,2280
SAL41646,32,0,34,297,88,12,400,1067,63,1525
SAL41647,57,14,69,602,186,8,799,1943,128,2867
SAL41648,63,7,69,668,174,25,863,2166,138,3169
SAL41649,0,0,3,0,7,0,12,114,9,136
SAL41650,0,0,0,3,0,0,3,10,0,11
SAL41651,0,0,0,0,5,0,8,15,0,19
SAL41652,4,0,4,3,0,0,3,21,4,25
SAL41653,0,0,0,13,5,0,19,31,0,55
SAL41654,0,0,0,3,5,0,6,17,6,30
SAL41655,0,0,0,22,11,0,31,71,11,116
SAL41656,0,0,0,4,0,0,9,3,0,7
SAL41657,5,0,5,242,82,19,344,591,67,991
SAL41658,0,0,0,4,3,0,12,22,0,35
SAL41659,24,8,31,96,43,3,142,295,33,474
SAL41660,0,0,0,8,9,0,12,33,0,42
SAL41661,0,0,0,9,9,0,21,62,7,84
SAL41662,0,0,0,14,3,0,19,38,6,63
SAL41663,107,7,113,1276,638,48,1963,4400,177,6542
SAL41664,7,0,7,0,7,0,3,85,6,97
SAL41665,3,0,3,14,4,0,15,103,5,127
SAL41666,0,0,0,0,0,0,0,0,0,3
SAL41667,8,40,47,151,47,0,199,359,89,651
SAL41668,0,0,0,4,0,0,4,4,0,9
SAL41669,0,0,0,45,25,19,90,88,62,242
SAL41670,0,0,0,28,10,0,37,47,10,88
SAL41671,0,0,0,5,0,0,4,0,3,7
SAL41672,0,0,0,0,0,0,0,3,0,3
SAL41673,0,0,0,3,0,0,4,10,0,13
SAL41674,0,0,0,6,3,0,9,34,4,49
SAL41675,69,0,71,94,49,9,152,660,38,849
SAL41676,0,0,0,0,3,0,3,6,3,11
SAL41677,0,0,0,0,0,0,0,4,0,4
SAL41678,0,0,0,0,0,0,0,3,0,6
SAL41679,0,0,0,3,6,0,8,20,0,30
SAL41680,5,0,5,44,16,0,67,147,4,214
SAL41681,0,0,0,5,5,0,9,14,0,18
SAL41682,0,0,0,48,36,0,83,180,6,267
SAL41683,0,0,0,14,7,4,31,25,12,57
SAL41684,0,0,0,0,0,0,0,0,0,0
SAL41685,0,0,0,0,4,0,4,10,5,14
SAL41686,0,0,0,7,0,0,7,4,0,15
SAL41687,0,0,0,0,5,3,6,50,0,62
SAL41688,0,0,0,7,0,0,4,12,0,17
SAL41689,25,5,30,125,48,8,186,575,88,848
SAL41690,5,0,5,13,8,0,25,178,4,210
SAL41691,0,0,0,0,0,0,0,0,0,0
SAL41692,3,0,3,11,0,0,14,32,5,45
SAL41693,0,0,0,0,0,0,0,0,0,0
SAL41694,0,0,0,30,14,4,50,82,0,137
SAL41695,0,0,0,5,4,0,9,45,5,57
SAL41696,0,0,0,4,4,0,8,15,0,22
SAL49494,15,0,11,315,124,17,459,1761,756,2975
SAL49797,0,0,0,0,0,0,0,0,5,12
SAL50001,0,0,0,15,7,0,26,31,5,65
SAL50002,22,4,26,250,74,19,343,626,58,1026
SAL50003,0,0,0,13,8,0,26,41,9,76
SAL50004,0,0,0,8,0,0,13,19,0,33
SAL50005,0,0,0,9,8,0,13,14,0,33
SAL50006,33,7,40,130,95,13,234,941,79,1257
SAL50007,0,0,0,16,0,0,15,11,0,32
SAL50008,97,7,100,1203,504,45,1758,4323,214,6301
SAL50009,0,0,0,0,0,0,0,0,4,3
SAL50010,57,6,65,531,160,11,701,1500,74,2279
SAL50011,37,0,35,2395,473,97,2963,4162,365,7482
SAL50012,0,0,0,3,0,0,5,9,0,17
SAL50013,3,0,3,84,47,7,140,339,11,490
SAL50014,0,0,0,17,7,0,20,63,10,94
SAL50015,0,0,0,0,0,0,0,6,0,11
SAL50016,3,0,3,104,38,6,149,257,34,437
SAL50017,0,0,0,16,4,0,12,37,5,60
SAL50018,0,0,0,0,0,0,0,3,0,3
SAL50019,0,0,0,51,21,0,69,148,16,232
SAL50020,0,0,0,7,0,3,12,27,3,43
SAL50021,0,0,0,0,0,0,0,0,0,0
SAL50022,162,6,169,1188,545,24,1751,4029,254,6039
SAL50023,0,0,0,9,3,0,9,33,3,46
SAL50024,90,8,96,841,329,31,1200,2390,119,3709
SAL50025,4,0,4,90,26,4,116,326,23,469
SAL50026,296,51,347,1746,641,78,2460,7427,1062,10948
SAL50027,0,0,0,8,0,0,8,17,6,39
SAL50028,0,0,0,6,0,0,5,0,4,13
SAL50029,0,0,0,12,0,0,16,25,4,49
SAL50030,0,0,0,6,5,0,18,33,5,54
SAL50031,34,78,112,369,233,13,616,1783,331,2739
SAL50032,81,9,93,520,156,21,693,1478,108,2282
SAL50033,0,0,0,0,0,0,0,0,0,3
SAL50034,24,4,26,203,74,10,289,782,96,1168
SAL50035,178,10,200,1160,491,60,1713,3475,176,5371
SAL50036,41,0,42,1950,493,77,2523,4505,220,7244
SAL50037,85,4,84,1759,306,79,2141,2487,162,4791
SAL50038,89,13,100,131,80,10,220,1001,101,1321
SAL50039,164,9,184,3013,887,193,4096,7526,638,12258
SAL50040,47,0,49,3195,682,104,3983,5852,461,10298
SAL50041,0,0,0,5,0,0,5,3,0,9
SAL50042,0,0,0,4,0,0,4,0,0,8
SAL50043,0,0,0,8,0,0,12,22,9,45
SAL50044,0,0,0,0,0,0,3,10,6,19
SAL50045,0,0,0,9,3,0,7,22,0,34
SAL50046,0,0,0,12,0,0,14,5,0,13
SAL50047,0,0,0,0,0,0,0,3,4,6
SAL50048,0,0,0,19,4,0,22,105,25,150
SAL50049,0,0,0,0,0,0,4,13,3,22
SAL50050,0,0,0,6,5,0,15,26,6,42
SAL50051,4,0,9,174,60,16,251,667,104,1023
SAL50052,0,0,0,14,14,0,28,89,8,126
SAL50053,387,38,436,1688,548,51,2282,6313,541,9133
SAL50054,158,9,169,8204,1877,400,10479,15483,1609,27574
SAL50055,114,17,129,2178,514,69,2765,7100,1076,10943
SAL50056,11,0,16,60,50,4,112,352,31,499
SAL50057,0,0,0,4,0,0,4,9,0,18
SAL50058,0,0,0,0,0,0,0,3,0,8
SAL50059,0,0,0,14,9,0,14,54,10,76
SAL50060,0,0,0,0,0,0,0,0,0,0
SAL50061,185,8,198,2834,1194,87,4113,10126,676,14916
SAL50062,0,0,0,7,6,0,12,12,3,26
SAL50063,0,0,0,0,0,0,0,58,0,58
SAL50064,0,0,0,4,0,0,5,31,10,45
SAL50065,0,0,0,7,4,0,11,44,0,52
SAL50066,0,0,0,73,22,0,95,164,29,291
SAL50067,0,0,0,9,10,0,24,103,152,275
SAL50068,18,0,18,201,121,11,330,794,50,1174
SAL50069,18,0,19,2572,529,106,3203,4648,369,8221
SAL50070,0,0,0,0,0,0,0,0,0,0
SAL50071,0,0,0,16,4,0,23,30,0,51
SAL50072,0,0,0,0,0,0,0,11,0,17
SAL50073,0,0,0,5,4,0,5,8,0,14
SAL50074,0,0,0,6,8,0,12,22,7,40
SAL50075,12,0,12,145,51,3,204,536,61,798
SAL50076,0,0,0,0,0,0,0,8,42,45
SAL50077,3,0,3,47,16,0,62,189,11,257
SAL50078,244,22,267,1798,626,88,2505,5933,497,8938
SAL50079,99,0,101,683,291,34,1009,2018,98,3128
SAL50080,0,0,0,0,0,0,0,0,0,0
SAL50081,0,0,0,1028,119,58,1205,1519,387,3115
SAL50082,63,9,73,521,165,20,703,1792,125,2628
SAL50083,378,46,428,2701,810,124,3633,8454,580,12668
SAL50084,32,12,41,182,70,17,266,822,115,1202
SAL50085,3,0,3,16,4,0,29,60,11,98
SAL50086,133,3,147,933,347,50,1332,2817,232,4381
SAL50087,0,0,0,0,0,0,0,0,0,0
SAL50088,0,0,0,9,3,0,15,26,4,48
SAL50089,0,0,0,17,0,0,17,24,0,44
SAL50090,92,10,101,1544,383,48,1968,4840,510,7319
SAL50091,108,8,114,1079,317,31,1427,3034,176,4631
SAL50092,19,0,29,516,245,38,795,1569,91,2460
SAL50093,103,17,114,1279,466,76,1822,5097,452,7371
SAL50094,5,0,5,27,13,0,39,55,4,99
SAL50095,0,0,0,3,3,0,5,36,9,56
SAL50096,0,0,0,7,5,0,3,29,12,44
SAL50097,0,0,0,16,8,0,30,59,9,101
SAL50098,44,4,53,1780,502,66,2347,4006,298,6653
SAL50099,0,0,0,3,0,0,10,15,3,31
SAL50100,0,0,0,15,3,0,18,60,6,85
SAL50101,0,0,0,25,10,4,35,76,13,124
SAL50102,37,0,37,786,232,36,1052,2103,131,3292
SAL50103,9,0,3,28,24,0,57,170,6,231
SAL50104,29,0,29,217,90,14,316,867,81,1264
SAL50105,124,6,132,984,291,28,1299,4135,459,5896
SAL50106,9,0,9,25,12,0,32,115,21,173
SAL50107,0,0,0,27,12,0,38,87,4,129
SAL50108,0,0,0,10,3,0,10,8,0,16
SAL50109,0,0,0,16,8,4,31,64,15,106
SAL50110,18,0,20,1080,278,32,1396,2900,207,4501
SAL50111,372,282,656,786,266,24,1079,5944,1142,8164
SAL50112,32,0,34,193,99,5,304,832,103,1239
SAL50113,0,0,0,6,0,0,6,19,3,33
SAL50114,0,0,0,0,0,0,0,0,0,0
SAL50115,11,3,12,1445,276,70,1792,2424,222,4444
SAL50116,45,7,54,106,57,9,175,691,108,972
SAL50117,159,27,186,931,441,44,1414,3287,226,4928
SAL50118,18,0,18,114,59,7,180,393,31,600
SAL50119,231,27,262,1100,541,50,1690,3897,301,5881
SAL50120,0,0,0,0,0,0,0,15,3,20
SAL50121,0,0,0,21,13,0,32,151,17,204
SAL50122,0,0,0,3,4,0,5,10,0,14
SAL50123,4,0,4,295,62,24,379,578,165,1123
SAL50124,0,0,0,0,0,0,0,0,0,0
SAL50125,0,0,0,11,3,0,11,34,4,49
SAL50126,22,7,28,128,75,10,208,686,111,1007
SAL50127,0,0,0,0,0,0,0,0,0,0
SAL50128,0,0,0,0,3,0,0,0,0,4
SAL50129,6,0,14,205,68,11,281,732,66,1074
SAL50130,0,0,0,7,3,0,12,31,3,43
SAL50131,0,0,0,13,0,0,15,50,10,72
SAL50132,72,38,108,149,86,8,241,820,147,1205
SAL50133,0,0,0,6,5,0,9,51,0,69
SAL50134,0,0,0,3,3,0,6,19,3,33
SAL50135,0,0,0,5,3,0,8,22,3,32
SAL50136,0,0,0,3,0,0,3,23,7,38
SAL50137,7,3,13,201,54,10,261,540,98,902
SAL50138,0,0,0,4,0,0,4,16,0,22
SAL50139,0,0,0,4,3,0,9,24,0,36
SAL50140,3,0,3,15,3,0,18,91,11,118
SAL50141,0,0,0,12,6,0,18,15,7,40
SAL50142,0,0,0,26,7,3,32,115,24,177
SAL50143,0,0,0,39,7,3,45,55,33,129
SAL50144,0,0,0,4,0,0,4,0,0,8
SAL50145,0,0,0,17,4,0,23,91,17,125
SAL50146,0,0,0,3,0,0,3,13,5,24
SAL50147,0,0,0,4,0,0,4,21,17,48
SAL50148,266,23,300,1003,390,31,1422,3078,158,4663
SAL50149,0,0,0,4,5,0,5,11,0,17
SAL50150,0,0,0,0,0,0,0,0,0,0
SAL50151,0,0,0,19,8,3,28,91,6,124
SAL50152,0,0,0,3,0,0,7,30,14,39
SAL50153,0,0,0,3,0,0,3,20,3,34
SAL50154,0,0,0,0,0,0,3,0,0,0
SAL50155,0,0,0,3,4,0,9,24,0,31
SAL50156,0,0,0,5,0,0,8,11,3,22
SAL50157,0,0,0,14,0,0,14,71,3,90
SAL50158,0,0,0,14,3,0,13,34,3,57
SAL50159,21,0,21,705,187,43,933,2200,634,3763
SAL50160,0,0,0,5,10,0,9,28,5,41
SAL50161,15,0,15,105,74,7,180,589,41,810
SAL50162,6,0,6,83,31,6,120,227,28,378
SAL50163,0,0,0,15,3,0,15,41,3,61
SAL50164,0,0,0,16,0,0,15,38,12,63
SAL50165,3,0,5,15,0,0,23,58,7,88
SAL50166,0,0,0,3,0,0,10,13,0,26
SAL50167,0,0,0,25,0,0,26,35,3,64
SAL50168,9,0,15,129,45,5,178,344,19,542
SAL50169,12,0,10,202,121,12,336,609,100,1047
SAL50170,0,0,0,8,0,0,5,16,0,24
SAL50171,0,0,0,8,0,0,8,16,0,24
SAL50172,28,0,30,113,53,10,174,518,91,784
SAL50173,0,0,0,2231,321,82,2636,3350,258,6236
SAL50174,0,0,0,15,6,0,24,54,16,95
SAL50175,0,0,0,8,4,0,4,29,0,36
SAL50176,0,0,0,4,0,0,4,17,0,26
SAL50177,7,3,6,58,11,0,72,274,22,362
SAL50178,54,8,60,406,113,12,527,1130,72,1726
SAL50179,0,0,0,0,0,0,0,0,0,0
SAL50180,65,7,76,429,153,15,595,1864,217,2674
SAL50181,7,0,7,167,50,6,221,572,34,831
SAL50182,0,0,0,0,0,0,0,21,0,22
SAL50183,356,38,391,530,191,43,760,2665,210,3640
SAL50184,0,0,0,173,40,7,223,305,21,543
SAL50185,11,3,12,126,35,6,163,448,165,773
SAL50186,0,0,0,0,0,0,0,9,6,11
SAL50187,6,0,6,522,166,41,729,1244,167,2145
SAL50188,4,0,4,30,19,0,52,145,13,211
SAL50189,38,3,38,94,37,4,132,416,64,611
SAL50190,23,10,30,403,166,31,601,1784,675,3052
SAL50191,0,0,0,17,4,0,27,52,6,85
SAL50192,4,0,4,17,5,0,29,127,19,166
