SAL_CODE_2021,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
SAL30684,14,483,505,160,58,1224,32,1252
SAL30685,3,24,43,19,10,97,4,100
SAL30686,117,1321,1414,443,198,3502,54,3556
SAL30687,263,2245,1521,335,140,4507,83,4590
SAL30688,97,1796,2878,912,419,6107,106,6208
SAL30689,0,0,0,3,0,10,0,10
SAL30690,0,0,0,0,0,0,0,0
SAL30691,13,108,136,77,54,385,7,388
SAL30692,0,3,3,0,6,8,0,8
SAL30693,0,0,6,9,3,16,0,17
SAL30694,6,9,14,3,4,34,0,37
SAL30695,0,27,44,17,10,97,5,102
SAL30696,0,3,9,3,3,21,0,21
SAL30697,0,0,0,0,0,4,0,4
SAL30698,209,829,697,198,118,2049,35,2083
SAL30699,0,0,0,0,4,3,0,3
SAL30700,7,194,266,93,64,628,13,643
SAL30701,0,8,16,8,9,33,0,39
SAL30702,6,129,281,152,125,689,8,698
SAL30703,0,0,0,3,0,4,0,4
SAL30704,0,3,18,3,7,33,0,33
SAL30705,81,702,664,257,151,1860,27,1883
SAL30706,0,13,29,10,8,57,0,56
SAL30707,676,3443,2518,648,302,7590,79,7667
SAL30708,0,13,19,12,4,47,0,47
SAL30709,0,0,0,4,4,11,0,11
SAL30710,9,67,112,57,46,282,3,283
SAL30711,3,18,41,17,14,95,0,95
SAL30712,12,77,88,25,10,219,0,217
SAL30713,0,30,37,12,7,84,6,90
SAL30714,0,10,18,12,7,46,0,46
SAL30715,0,11,19,6,4,45,0,45
SAL30716,3,146,254,77,24,507,5,517
SAL30717,6,0,4,0,0,12,5,16
SAL30718,0,0,0,0,0,0,0,0
SAL30719,0,0,0,0,0,0,0,0
SAL30720,0,63,76,36,12,180,3,181
SAL30721,0,18,24,16,5,63,0,65
SAL30722,0,8,6,6,5,22,0,22
SAL30723,0,8,4,9,22,46,0,41
SAL30724,149,826,753,222,92,2045,19,2063
SAL30725,0,7,8,11,5,30,0,34
SAL30726,0,7,3,8,4,21,0,21
SAL30727,25,560,1088,477,390,2547,16,2569
SAL30728,0,0,4,0,0,3,0,3
SAL30729,0,77,123,24,10,236,6,240
SAL30730,0,0,0,0,0,0,0,0
SAL30731,6,98,246,100,114,570,3,570
SAL30732,0,12,18,14,4,50,0,51
SAL30733,7,10,20,12,10,61,0,55
SAL30734,0,22,11,6,0,41,0,41
SAL30735,3,50,34,8,0,96,4,100
SAL30736,0,0,5,0,3,11,0,11
SAL30737,0,0,10,3,3,21,0,17
SAL30738,0,19,9,7,0,30,0,30
SAL30739,0,0,0,0,0,4,0,4
SAL30740,0,12,13,5,3,36,0,37
SAL30741,3,144,147,41,27,361,7,374
SAL30742,5,152,356,153,88,752,3,756
SAL30743,208,791,792,274,133,2196,44,2232
SAL30744,43,488,284,72,43,934,13,950
SAL30745,0,12,26,10,9,63,0,58
SAL30746,5,9,6,4,3,27,0,33
SAL30747,0,5,5,0,0,12,0,12
SAL30748,0,13,17,16,7,46,4,45
SAL30749,0,0,4,0,3,9,0,9
SAL30750,142,1230,1327,584,269,3550,70,3614
SAL30751,0,4,5,15,0,25,0,23
SAL30752,0,10,24,14,5,51,0,54
SAL30753,0,20,19,19,19,69,0,74
SAL30754,0,5,4,0,0,12,0,12
SAL30755,0,6,13,7,3,30,0,30
SAL30756,0,4,10,7,4,26,0,26
SAL30757,0,3,11,10,10,33,0,36
SAL30758,0,0,0,7,5,16,0,16
SAL30759,51,367,304,93,47,864,32,893
SAL30760,9,18,21,13,4,66,6,68
SAL30761,0,16,16,11,6,46,0,46
SAL30762,0,14,28,17,10,70,0,70
SAL30763,0,0,0,0,0,0,0,0
SAL30764,0,0,0,0,0,0,0,0
SAL30765,16,84,65,26,6,204,0,208
SAL30766,0,46,59,22,10,138,4,140
SAL30767,80,193,147,50,32,498,10,507
SAL30768,0,6,7,5,4,19,0,19
SAL30769,12,217,314,116,88,747,23,771
SAL30770,0,8,12,3,3,24,0,24
SAL30771,76,393,355,117,47,984,18,1002
SAL30772,0,16,39,13,4,77,0,77
SAL30773,122,943,973,330,146,2510,27,2534
SAL30774,37,482,543,153,63,1281,25,1302
SAL30775,9,121,263,126,118,636,10,651
SAL30776,157,1137,1398,526,275,3499,40,3534
SAL30777,0,4,10,0,0,13,0,15
SAL30778,0,13,18,20,4,50,0,50
SAL30779,0,7,8,0,4,20,0,20
SAL30780,0,3,0,0,4,8,0,8
SAL30781,0,4,0,0,0,7,0,7
SAL30782,0,16,17,5,0,40,0,38
SAL30783,6,99,194,99,75,473,4,475
SAL30784,0,0,0,0,0,0,0,0
SAL30785,0,7,18,11,14,49,0,49
SAL30786,0,18,10,8,0,35,0,35
SAL30787,86,690,1021,398,188,2378,30,2405
SAL30788,12,20,6,0,0,37,0,38
SAL30789,52,802,733,205,90,1890,22,1910
SAL30790,0,4,11,8,14,36,0,40
SAL30791,0,4,7,0,0,17,0,17
SAL30792,260,1555,1684,645,347,4488,64,4548
SAL30793,0,15,27,14,8,65,0,66
SAL30794,0,0,0,0,0,0,0,0
SAL30795,4,40,34,15,8,96,0,93
SAL30796,0,0,10,6,10,30,0,30
SAL30797,0,3,11,0,3,18,0,18
SAL30798,0,9,5,3,0,18,0,18
SAL30799,0,46,51,34,20,150,0,151
SAL30800,0,0,13,6,4,16,0,16
SAL30801,0,13,20,9,3,41,3,45
SAL30802,0,5,15,11,0,37,3,36
SAL30803,0,4,3,0,4,11,0,17
SAL30804,0,6,13,8,7,31,0,31
SAL30805,0,0,8,3,0,10,0,10
SAL30806,0,0,5,3,0,13,0,14
SAL30807,0,8,15,5,4,31,0,31
SAL30808,0,3,21,16,13,54,4,60
SAL30809,58,644,619,220,86,1620,19,1645
SAL30810,0,4,11,10,4,29,0,31
SAL30811,0,0,0,0,0,6,0,6
SAL30812,103,542,534,173,73,1427,26,1451
SAL30813,0,12,23,7,8,50,0,52
SAL30814,22,5,0,0,0,31,0,31
SAL30815,0,0,3,0,0,10,0,10
SAL30816,12,140,366,149,111,772,10,785
SAL30817,0,0,8,3,0,12,0,12
SAL30818,149,585,509,175,83,1505,24,1532
SAL30819,447,2767,2370,862,540,6979,141,7120
SAL30820,0,0,0,0,0,0,0,0
SAL30821,10,347,624,209,101,1293,12,1305
SAL30822,0,0,0,0,0,9,0,9
SAL30823,0,57,35,25,6,116,0,122
SAL30824,46,519,594,212,105,1471,19,1493
SAL30825,0,15,14,5,3,44,0,44
SAL30826,3,13,8,0,4,29,4,30
SAL30827,0,25,31,17,0,77,0,77
SAL30828,3,36,43,20,14,124,5,129
SAL30829,4,68,189,86,93,437,7,441
SAL30830,38,158,120,39,15,376,11,388
SAL30831,0,10,4,14,9,40,0,43
SAL30832,0,8,9,10,0,33,0,33
SAL30833,0,0,0,0,0,0,0,4
SAL30834,0,34,44,22,15,115,3,120
SAL30835,0,27,46,34,23,130,0,131
SAL30836,0,4,11,0,4,18,0,18
SAL30837,0,0,0,0,0,0,0,0
SAL30838,0,38,70,29,24,155,3,160
SAL30839,0,0,8,3,6,19,0,17
SAL30840,0,7,13,8,5,25,0,27
SAL30841,51,309,256,91,38,742,9,755
SAL30842,0,8,8,9,7,29,0,27
SAL30843,27,191,196,94,80,584,17,607
SAL30844,0,4,9,4,0,17,0,19
SAL30845,23,116,120,66,43,359,13,371
SAL30846,0,28,23,17,11,85,0,85
SAL30847,0,31,31,10,3,75,0,77
SAL30848,0,8,12,7,5,22,0,22
SAL30849,33,217,122,39,16,432,14,447
SAL30850,0,0,7,6,4,15,0,17
SAL30851,6,81,75,40,29,228,12,239
SAL30852,0,8,16,0,3,28,0,28
SAL30853,0,28,28,7,3,64,4,69
SAL30854,0,5,7,6,11,30,0,30
SAL30855,0,0,0,0,4,8,0,9
SAL30856,0,7,16,7,6,30,0,30
SAL30857,0,0,0,0,0,0,0,0
SAL30858,0,0,11,7,5,25,0,25
SAL30859,0,0,0,4,3,12,0,12
SAL30860,8,50,51,26,18,148,3,152
SAL30861,0,0,0,0,0,0,0,0
SAL30862,8,92,103,61,28,283,4,291
SAL30863,42,644,984,322,142,2124,29,2155
SAL30864,0,11,16,6,4,40,0,40
SAL30865,100,117,35,11,14,282,4,285
SAL30866,9,208,532,277,206,1230,10,1245
SAL30867,0,4,5,3,3,15,0,15
SAL30868,0,13,3,4,5,27,0,28
SAL30869,0,7,5,0,0,10,0,10
SAL30870,0,5,21,16,14,51,0,51
SAL30871,38,826,1059,358,182,2464,26,2489
SAL30872,0,0,0,0,0,0,0,0
SAL30873,0,10,17,8,3,36,0,36
SAL30874,0,7,14,8,13,48,0,48
SAL30875,4,21,92,52,47,220,0,220
SAL30876,30,269,267,85,66,708,16,723
SAL30877,26,304,650,236,108,1321,11,1339
SAL30878,0,9,19,6,5,39,0,39
SAL30879,0,4,12,9,4,21,0,21
SAL30880,0,13,20,5,11,51,0,55
SAL30881,0,0,0,0,0,0,0,0
SAL30882,3,38,39,13,5,97,3,103
SAL30883,0,6,6,0,5,19,0,17
SAL30884,0,5,5,0,0,14,0,14
SAL30885,0,26,29,27,18,106,0,104
SAL30886,6,78,102,21,28,236,4,236
SAL30887,0,3,9,6,0,24,0,24
SAL30888,7,17,15,9,7,54,0,53
SAL30889,4,49,103,51,33,236,8,246
SAL30890,0,6,15,11,7,37,0,37
SAL30891,0,20,30,24,17,83,0,83
SAL30892,0,0,8,5,3,17,0,18
SAL30893,0,0,0,0,0,9,3,7
SAL30894,0,0,3,0,0,3,0,4
SAL30895,0,8,6,4,10,25,0,21
SAL30896,0,26,35,19,11,94,0,94
SAL30897,0,118,151,62,36,365,3,372
SAL30898,4,165,420,154,87,827,16,843
SAL30899,0,0,0,0,0,3,0,3
SAL30900,0,0,3,4,4,18,0,18
SAL30901,0,12,32,18,21,87,0,90
SAL30902,0,4,4,9,0,11,0,11
SAL30903,0,4,16,3,0,29,0,27
SAL30904,26,108,88,32,16,273,3,277
SAL30905,306,1096,876,316,151,2753,67,2814
SAL30906,0,0,0,0,0,0,0,0
SAL30907,0,3,0,0,0,9,0,9
SAL30908,0,4,7,3,0,12,0,12
SAL30909,0,28,28,17,15,86,0,86
SAL30910,158,402,208,66,31,863,10,873
SAL30911,0,0,3,8,4,15,0,18
SAL30912,0,0,0,0,0,4,0,4
SAL30913,28,262,342,126,71,836,31,864
SAL30914,0,3,0,0,0,0,0,0
SAL30915,388,2456,1490,463,225,5023,118,5141
SAL30916,0,0,0,0,0,0,0,0
SAL30917,250,679,499,172,88,1694,49,1741
SAL30918,0,26,39,24,14,100,4,102
SAL30919,314,1148,774,214,109,2555,35,2589
SAL30920,0,0,5,3,3,9,0,9
SAL30921,0,0,0,0,0,0,0,0
SAL30922,4,57,91,47,42,242,4,244
SAL30923,0,0,12,0,9,25,5,31
SAL30924,0,16,41,20,12,91,12,100
SAL30925,0,28,53,27,14,119,0,119
SAL30926,0,0,7,4,0,9,0,9
SAL30927,82,304,205,58,24,673,15,682
SAL30928,105,438,307,83,46,984,10,990
SAL30929,96,531,519,162,83,1395,27,1421
SAL30930,0,28,33,17,10,94,0,99
SAL30931,3,22,27,18,9,76,0,80
SAL30932,5,18,11,8,4,34,0,34
SAL30933,187,955,813,208,87,2255,23,2277
SAL30934,5,28,30,22,0,81,5,84
SAL30935,124,538,492,165,77,1396,24,1418
SAL30936,0,3,10,0,4,9,0,9
SAL30937,12,413,1196,517,324,2460,12,2478
SAL30938,12,104,68,26,11,220,0,222
SAL30939,0,16,36,26,21,98,4,98
SAL30940,85,565,702,248,133,1732,25,1755
SAL30941,71,672,622,162,66,1595,30,1630
SAL30942,161,1098,1495,555,283,3590,70,3658
SAL30943,0,0,0,0,0,0,0,0
SAL30944,0,40,106,40,40,227,3,231
SAL30945,0,0,0,0,0,7,0,7
SAL30946,24,78,68,33,15,207,5,213
SAL30947,0,3,0,4,3,11,0,11
SAL30948,0,5,5,0,9,24,0,24
SAL30949,0,0,0,0,0,0,0,0
SAL30950,260,1752,2091,654,328,5080,80,5160
SAL30951,20,286,515,192,89,1094,11,1105
SAL30952,0,18,6,3,8,34,0,34
SAL30953,10,43,44,23,6,128,4,131
SAL30954,0,6,18,3,0,33,0,33
SAL30955,163,1281,1839,646,401,4328,60,4390
SAL30956,0,7,17,8,6,36,0,37
SAL30957,0,0,19,9,4,37,0,42
SAL30958,0,4,0,0,5,17,0,17
SAL30959,0,0,0,0,0,0,0,5
SAL30960,35,667,516,139,49,1412,27,1438
SAL30961,12,184,474,325,293,1295,18,1308
SAL30962,0,5,15,10,3,33,4,33
SAL30963,73,486,396,126,56,1134,17,1155
SAL30964,0,30,41,15,5,86,3,90
SAL30965,0,41,51,26,16,132,7,132
SAL30966,0,0,5,3,0,14,0,14
SAL30967,0,4,8,4,0,13,0,13
SAL30968,0,14,13,9,11,49,0,49
SAL30969,7,184,190,70,24,473,13,488
SAL30970,0,6,0,0,0,6,0,6
SAL30971,0,3,0,0,0,6,0,6
SAL30972,0,4,9,5,9,26,0,26
SAL30973,161,1533,1954,777,432,4863,91,4950
SAL30974,0,7,18,9,3,39,0,39
SAL30975,35,324,343,125,69,898,12,909
SAL30976,0,20,27,14,7,69,0,73
SAL30977,0,0,3,0,3,11,0,9
SAL30978,189,834,747,193,82,2039,9,2054
SAL30979,0,5,9,0,0,13,0,13
SAL30980,0,3,4,0,0,8,0,8
SAL30981,0,24,94,53,37,209,7,221
SAL30982,0,0,16,3,4,27,0,32
SAL30983,34,28,11,0,0,80,0,80
SAL30984,27,316,233,87,52,721,20,741
SAL30985,0,0,11,4,0,6,0,6
SAL30986,0,0,0,0,0,0,0,0
SAL30987,3,8,35,17,19,77,0,73
SAL30988,4,50,88,43,21,206,8,211
SAL30989,3,24,85,30,22,161,4,162
SAL30990,0,23,35,19,9,84,5,87
SAL30991,5,71,138,84,58,348,8,363
SAL30992,0,16,19,15,7,61,0,59
SAL30993,0,23,30,16,4,78,0,80
SAL30994,0,15,11,3,4,40,3,44
SAL30995,0,3,10,12,8,34,0,34
SAL30996,9,205,367,165,84,829,4,842
SAL30997,0,23,19,12,4,57,0,61
SAL30998,0,5,0,0,0,5,0,5
SAL30999,0,0,0,0,0,0,0,0
SAL31000,0,5,20,8,5,37,6,42
SAL31001,0,9,32,15,6,69,3,70
SAL31002,0,3,5,6,0,12,0,12
SAL31003,0,0,0,0,0,0,0,0
SAL31004,0,4,7,3,11,25,0,30
SAL31005,0,0,0,0,0,6,0,6
SAL31006,0,21,48,34,26,117,4,120
SAL31007,0,4,3,0,0,14,0,10
SAL31008,0,0,4,4,0,9,0,11
SAL31009,0,27,36,9,9,77,0,79
SAL31010,0,0,7,7,0,14,0,14
SAL31011,37,718,1188,326,155,2424,21,2447
SAL31012,232,1642,1617,418,187,4099,38,4136
SAL31013,0,4,0,3,5,13,0,13
SAL31014,121,497,391,130,58,1195,11,1207
SAL31015,0,7,32,14,19,78,0,77
SAL31016,0,12,14,6,9,42,0,42
SAL31017,0,6,12,9,6,28,0,32
SAL31018,0,3,6,4,0,11,0,13
SAL31019,0,41,120,55,45,254,6,264
SAL31020,3,41,64,34,26,166,3,168
SAL31021,0,3,10,6,0,24,0,24
SAL31022,0,0,0,0,0,0,0,0
SAL31023,0,0,4,0,0,11,0,9
SAL31024,0,6,19,8,4,36,4,39
SAL31025,3,29,37,22,26,113,7,121
SAL31026,0,14,30,21,22,90,0,90
SAL31027,0,4,6,6,6,20,0,20
SAL31028,0,22,51,12,11,91,0,92
SAL31029,0,6,11,12,4,34,0,33
SAL31030,16,315,512,206,124,1173,17,1185
SAL31031,0,6,15,4,10,33,0,35
SAL31032,60,657,888,264,132,2007,16,2031
SAL31033,56,933,1415,443,210,3058,14,3068
SAL31034,0,4,5,3,0,14,0,14
SAL31035,0,0,0,0,0,0,0,0
SAL31036,0,0,3,4,3,10,0,10
SAL31037,26,272,652,263,128,1344,3,1351
SAL31038,7,60,71,28,20,185,3,195
SAL31039,0,3,7,0,0,12,0,6
SAL31040,0,6,8,5,4,26,0,26
SAL31041,4,17,14,3,0,35,0,34
SAL31042,0,0,12,3,4,19,0,19
SAL31043,0,21,32,11,5,80,3,81
SAL31044,0,4,14,3,4,23,0,27
SAL31045,171,1215,888,175,56,2496,35,2533
SAL31046,9,0,0,0,0,9,0,9
SAL31047,14,434,897,384,287,2019,39,2055
SAL31048,0,17,27,24,17,83,0,84
SAL31049,0,18,20,8,4,51,0,58
SAL31050,4,134,176,58,37,412,0,417
SAL31051,0,20,12,7,4,45,0,45
SAL31052,0,0,0,0,0,0,0,0
SAL31053,0,4,12,0,0,16,0,18
SAL31054,59,535,881,344,207,2034,8,2047
SAL31055,0,3,4,0,0,11,0,11
SAL31056,0,0,0,0,0,0,0,0
SAL31057,4,69,66,19,6,161,0,164
SAL31058,0,0,3,4,7,18,0,18
SAL31059,0,5,8,4,3,22,0,24
SAL31060,0,16,24,6,11,55,0,55
SAL31061,4,16,25,3,3,51,3,53
SAL31062,10,262,248,63,57,633,4,635
SAL31063,3,93,131,69,56,345,6,348
SAL31064,255,2590,3238,1060,514,7658,68,7731
SAL31065,0,4,8,0,0,8,0,8
SAL31066,0,3,11,11,7,36,0,36
SAL31067,5,94,274,199,201,771,10,785
SAL31068,0,11,17,10,0,33,0,35
SAL31069,0,0,0,3,10,11,0,11
SAL31070,0,3,4,3,0,13,0,13
SAL31071,0,3,9,8,5,25,0,25
SAL31072,18,230,220,70,31,572,17,585
SAL31073,3,25,11,0,3,38,0,38
SAL31074,1507,2922,633,66,35,5164,86,5251
SAL31075,0,0,0,4,0,9,0,9
SAL31076,0,0,0,0,0,0,0,0
SAL31077,0,0,0,0,0,0,0,0
SAL31078,0,4,3,5,0,17,0,17
SAL31079,0,8,14,3,8,35,5,34
SAL31080,0,4,4,4,10,19,6,26
SAL31081,16,21,10,4,4,53,0,53
SAL31082,0,0,6,4,0,14,0,14
SAL31083,0,13,32,17,20,80,0,86
SAL31084,0,24,17,22,9,74,0,76
SAL31085,0,7,14,9,6,27,0,30
SAL31086,194,1131,1330,464,222,3344,45,3390
SAL31087,16,384,328,98,44,867,6,878
SAL31088,0,10,28,10,7,61,4,60
SAL31089,0,3,7,0,0,13,0,13
SAL31090,0,6,9,7,3,19,0,18
SAL31091,0,0,0,0,0,0,0,0
SAL31092,0,19,20,3,5,48,0,53
SAL31093,55,281,207,68,27,636,10,649
SAL31094,0,0,0,3,3,9,0,9
SAL31095,0,5,5,3,0,13,0,13
SAL31096,0,0,0,0,0,0,0,0
SAL31097,0,0,0,0,0,0,0,0
SAL31098,159,436,275,53,38,967,29,998
SAL31099,0,16,24,20,5,73,0,71
SAL31100,0,11,17,5,0,33,4,35
SAL31101,0,5,3,6,0,13,0,13
SAL31102,0,12,16,9,9,43,0,45
SAL31103,0,0,0,0,0,0,0,0
SAL31104,168,1025,894,368,218,2671,60,2731
SAL31105,8,69,164,125,138,492,11,501
SAL31106,46,255,246,82,56,687,29,717
SAL31107,145,694,437,90,54,1411,14,1429
SAL31108,70,637,694,205,101,1718,12,1728
SAL31109,0,27,61,28,33,146,0,149
SAL31110,0,0,6,5,3,17,0,17
SAL31111,0,18,25,13,11,70,19,93
SAL31112,0,0,0,0,0,0,0,0
SAL31113,0,16,7,4,4,23,0,23
SAL31114,3,14,37,18,22,93,4,93
SAL31115,0,0,3,0,6,15,0,18
SAL31116,0,0,0,0,0,0,0,0
SAL31117,0,3,5,0,5,13,0,13
SAL31118,0,0,5,3,0,7,0,11
SAL31119,0,0,4,3,3,10,0,10
SAL31120,0,7,0,0,0,14,0,14
SAL31121,0,0,5,3,3,17,0,17
SAL31122,0,3,9,0,0,14,0,14
SAL31123,12,118,389,157,118,787,6,797
SAL31124,25,189,142,47,25,432,23,458
SAL31125,0,12,27,17,11,61,0,62
SAL31126,0,0,0,0,0,0,0,0
SAL31127,0,0,0,0,6,7,0,3
SAL31128,0,3,0,0,0,3,0,3
SAL31129,6,60,50,19,13,151,6,157
SAL31130,0,3,8,5,0,16,0,16
SAL31131,0,8,5,5,7,18,3,25
SAL31132,127,358,139,40,20,687,24,707
SAL31133,3,0,3,0,0,11,0,11
SAL31134,8,28,52,28,25,141,4,142
SAL31135,0,35,41,5,11,98,0,98
SAL31136,0,4,0,0,4,7,0,10
SAL31137,27,493,773,343,251,1885,22,1910
SAL31138,0,27,43,20,25,110,3,121
SAL31139,0,0,0,0,0,6,0,6
SAL31140,0,11,19,6,5,42,0,42
SAL31141,0,69,85,26,21,198,8,204
SAL31142,0,0,7,0,0,5,0,5
SAL31143,0,9,14,9,10,44,0,43
SAL31144,0,7,8,0,5,14,0,14
SAL31145,27,298,445,147,80,990,6,995
SAL31146,0,4,3,3,0,22,0,22
SAL31147,0,0,5,3,0,18,0,18
SAL31148,0,7,11,9,4,35,0,35
SAL31149,0,0,3,0,0,4,0,4
SAL31150,0,0,0,0,0,0,0,0
SAL31151,0,6,6,0,6,14,0,14
SAL31152,0,0,5,0,0,18,0,18
SAL31153,0,4,15,0,3,23,0,24
SAL31154,0,3,0,0,0,5,0,5
SAL31155,0,18,41,33,21,104,0,104
SAL31156,0,31,78,43,45,194,5,200
SAL31157,0,66,57,14,12,151,5,156
SAL31158,19,204,266,132,81,708,9,713
SAL31159,18,314,696,280,148,1459,8,1468
SAL31160,0,0,4,0,0,7,0,7
SAL31161,0,4,9,7,4,20,0,20
SAL31162,0,0,0,0,0,8,0,8
SAL31163,0,66,120,99,90,376,0,376
SAL31164,0,4,6,6,0,13,0,13
SAL31165,0,43,117,69,90,316,8,317
SAL31166,0,3,0,0,3,15,0,17
SAL31167,0,4,7,4,5,20,0,20
SAL31168,0,15,15,10,7,47,0,47
SAL31169,0,4,11,3,0,24,0,23
SAL31170,6,69,128,57,59,318,6,322
SAL31171,0,7,8,7,6,23,3,26
SAL31172,0,5,10,3,0,13,0,13
SAL31173,0,0,3,0,3,7,0,7
SAL31174,172,994,1180,379,220,2935,28,2964
SAL31175,0,60,146,98,104,404,9,412
SAL31176,14,347,358,115,57,885,17,906
SAL31177,5,56,65,33,28,185,3,195
SAL31178,0,3,10,3,0,30,0,30
SAL31179,225,1122,842,215,117,2517,48,2567
SAL31180,0,0,7,4,5,18,0,12
SAL31181,0,0,9,0,4,15,0,15
SAL31182,4,54,180,70,46,354,7,359
SAL31183,6,109,213,107,92,521,5,527
SAL31184,0,17,20,13,4,54,3,53
SAL31185,0,6,7,5,3,28,0,24
SAL31186,0,11,23,3,18,60,3,60
SAL31187,273,1295,1146,363,191,3267,94,3356
SAL31188,0,21,18,15,3,51,0,51
SAL31189,0,8,5,6,0,18,0,23
SAL31190,0,0,0,5,0,4,0,4
SAL31191,0,4,6,3,3,16,0,16
SAL31192,0,0,0,0,0,0,0,0
SAL31193,0,0,6,3,0,14,0,14
SAL31194,6,40,86,48,24,195,5,201
SAL31195,6,118,154,52,42,380,4,381
SAL31196,0,13,31,18,15,82,0,85
SAL31197,16,127,79,36,20,278,4,288
SAL31198,0,3,12,7,0,21,0,21
SAL31199,0,8,5,0,0,12,0,17
SAL31200,14,87,66,24,10,201,3,201
SAL31201,19,69,33,4,6,129,3,132
SAL31202,92,715,851,324,186,2169,40,2210
SAL31203,0,0,0,0,0,0,0,0
SAL31204,0,0,0,0,0,0,0,0
SAL31205,0,0,7,0,0,6,0,8
SAL31206,0,14,6,9,6,38,0,40
SAL31207,0,13,46,21,23,111,3,113
SAL31208,0,8,0,0,3,8,0,8
SAL31209,0,29,22,13,0,63,5,70
SAL31210,108,775,694,148,73,1799,7,1807
SAL31211,0,14,26,9,13,60,0,63
SAL31212,0,0,5,3,4,11,0,11
SAL31213,83,675,963,365,228,2311,38,2349
SAL31214,0,0,3,3,0,10,0,10
SAL31215,9,102,310,154,118,699,5,709
SAL31216,0,0,7,4,3,20,0,20
SAL31217,0,11,28,26,13,81,0,87
SAL31218,0,0,3,0,0,7,0,7
SAL31219,121,1296,1584,603,344,3947,68,4010
SAL31220,63,553,720,195,84,1610,6,1616
SAL31221,0,12,22,12,4,55,0,55
SAL31222,0,8,10,7,3,34,0,36
SAL31223,12,20,19,7,4,67,0,62
SAL31224,5,27,58,34,24,139,4,142
SAL31225,51,513,713,194,87,1562,13,1573
SAL31226,0,0,0,0,0,0,0,0
SAL31227,4,60,107,41,42,257,0,257
SAL31228,87,413,296,128,69,988,19,1005
SAL31229,0,5,3,3,3,15,0,15
SAL31230,0,0,0,0,0,0,0,0
SAL31231,0,83,115,50,18,275,9,281
SAL31232,0,0,3,0,0,8,0,8
SAL31233,0,0,0,0,0,0,0,0
SAL31234,3,8,26,17,15,56,0,60
SAL31235,8,0,0,0,0,8,0,8
SAL31236,23,477,1092,639,622,2854,39,2895
SAL31237,0,0,0,0,0,0,0,0
SAL31238,0,21,41,11,9,84,7,91
SAL31239,0,37,65,30,35,165,0,166
SAL31240,5,53,124,39,26,253,4,257
SAL31241,0,27,59,23,9,121,0,122
SAL31242,338,1494,1088,284,118,3336,48,3378
SAL31243,0,3,10,3,8,20,0,20
SAL31244,0,0,0,0,0,4,0,4
SAL31245,5,30,18,3,10,57,6,65
SAL31246,0,5,12,4,6,25,0,25
SAL31247,0,0,0,0,4,10,0,11
SAL31248,0,5,8,3,6,24,0,24
SAL31249,4,6,8,3,5,26,5,32
SAL31250,0,0,12,7,11,21,0,21
SAL31251,3,25,48,28,20,122,0,125
SAL31252,0,0,3,0,8,10,4,15
SAL31253,0,3,8,5,3,25,0,25
SAL31254,50,1337,2059,510,156,4120,33,4156
SAL31255,0,0,0,0,0,0,0,0
SAL31256,0,3,22,11,4,49,0,49
SAL31257,0,16,16,0,0,28,0,28
SAL31258,0,3,14,12,17,51,0,51
SAL31259,0,0,3,4,0,6,0,6
SAL31260,0,37,93,68,67,267,0,270
SAL31261,0,0,0,0,0,0,0,0
SAL31262,0,0,0,0,0,0,0,0
SAL31263,94,436,393,122,49,1090,27,1118
SAL31264,0,0,0,0,0,0,0,0
SAL31265,0,10,7,3,9,36,0,37
SAL31266,6,100,297,139,118,661,4,666
SAL31267,0,0,17,9,15,39,0,39
SAL31268,0,19,20,3,8,48,0,50
SAL31269,6,77,45,29,14,164,7,171
SAL31270,0,8,11,8,6,38,0,35
SAL31271,0,0,3,3,0,9,0,9
SAL31272,0,0,0,0,3,4,0,4
SAL31273,0,4,12,4,6,18,0,18
SAL31274,0,0,0,0,0,8,0,8
SAL31275,0,0,5,3,0,11,0,11
SAL31276,0,0,9,3,3,8,3,11
SAL31277,0,9,0,0,0,8,0,6
SAL31278,5,14,13,5,9,38,0,43
SAL31279,0,0,0,5,0,5,0,6
SAL31280,413,1930,1517,438,207,4502,88,4592
SAL31281,4,50,125,83,67,325,5,327
SAL31282,0,17,37,11,12,77,5,79
SAL31283,0,29,69,46,40,170,6,177
SAL31284,0,3,0,0,3,3,0,3
SAL31285,0,26,24,12,8,68,0,67
SAL31286,6,76,90,22,15,206,5,215
SAL31287,0,0,0,0,0,4,0,4
SAL31288,0,12,14,11,3,40,0,41
SAL31289,346,2094,1306,248,134,4127,47,4174
SAL31290,0,8,8,0,0,27,0,27
SAL31291,0,6,6,6,6,30,0,30
SAL31292,0,35,69,51,36,202,0,201
SAL31293,5,32,74,31,16,156,5,160
SAL31294,0,6,24,11,10,48,0,46
SAL31295,12,64,110,30,12,229,3,231
SAL31296,81,470,356,94,53,1038,19,1059
SAL31297,0,12,34,15,11,72,0,69
SAL31298,0,3,0,5,0,13,0,13
SAL31299,0,0,0,0,0,3,0,3
SAL31300,442,1636,1109,319,148,3648,68,3716
SAL31301,0,52,93,47,36,229,3,232
SAL31302,3,79,218,107,100,506,4,508
