SAL_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SAL20742,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,8,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,3,0,5,3,0,0,0,0,0,0,13,16,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,13,0,0,0,0,0,0,7,4,13,0,0,5,28,25,57
SAL20743,430,505,934,81,62,148,0,0,0,34,29,66,0,0,0,1393,1420,2814,0,4,7,154,160,316,14,7,19,24,30,54,0,0,0,72,79,153,36,32,72,55,66,123,19,23,43,3,0,6,10,12,22,17,24,44,245,271,517,0,0,0,2160,2230,4390,240,183,426,369,318,691,0,0,0,0,0,0,93,72,169,0,3,10,95,78,171,774,716,1487,0,0,0,0,3,3,775,721,1499,267,260,530,4346,4302,8651
SAL20744,0,0,0,7,6,12,0,0,0,0,0,0,0,0,0,16,7,26,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,4,3,4,5,0,0,0,35,23,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,39,0,0,0,0,0,0,20,20,39,0,0,10,58,45,99
SAL20745,0,0,0,21,29,55,0,0,0,0,0,6,0,0,0,31,32,62,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,19,0,0,0,0,0,0,12,13,27,3,0,7,0,0,0,79,94,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,90,76,169,0,0,6,0,0,0,94,77,173,21,17,42,200,191,386
SAL20746,0,0,3,17,12,29,0,0,0,0,0,0,0,0,0,8,13,25,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,5,10,0,3,3,6,4,12,0,0,0,0,0,0,9,5,7,0,4,7,0,0,0,44,47,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,31,76,0,0,0,0,0,0,39,31,76,21,12,29,107,101,208
SAL20747,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,0,0,0,0,0,0,3,7,8,0,0,0,4,13,14
SAL20748,9,19,30,72,86,161,0,0,0,3,10,13,0,0,0,153,149,304,0,0,0,35,30,67,0,0,0,0,0,0,0,0,0,0,0,4,11,0,8,11,8,14,18,17,31,0,0,0,0,0,0,25,23,46,9,15,28,0,0,0,336,342,678,0,3,3,18,20,40,0,0,0,0,0,0,3,6,5,0,0,5,3,5,11,364,277,640,0,0,0,0,0,0,364,277,640,71,74,143,807,746,1551
SAL20749,0,0,0,21,10,27,0,0,0,0,4,4,0,0,0,21,17,38,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,5,5,8,10,0,0,0,0,0,0,18,12,30,3,3,7,0,0,0,67,62,130,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,99,192,0,0,0,0,0,0,92,99,192,17,14,30,183,174,352
SAL20750,0,0,0,12,17,24,0,0,0,0,0,0,0,0,0,13,17,33,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,29,42,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,28,59,0,0,0,0,0,0,31,28,60,11,8,21,72,79,151
SAL20751,0,0,0,10,11,24,0,0,0,0,0,5,0,0,0,26,21,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,38,82,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,48,99,0,0,0,0,0,0,49,48,99,177,0,181,276,93,369
SAL20752,31,44,71,458,635,1085,0,0,0,68,74,139,55,61,116,1464,1569,3035,4,5,8,176,174,355,6,6,7,0,0,6,17,30,49,0,0,4,18,9,31,47,49,90,63,74,141,10,14,26,6,11,16,113,159,278,100,113,220,5,4,9,2616,2992,5606,48,43,87,59,49,104,0,5,8,0,0,0,10,10,19,4,19,27,20,30,48,3108,2942,6051,18,11,26,11,14,27,3137,2969,6101,254,214,466,6160,6345,12503
SAL20753,0,0,0,3,7,9,0,0,0,0,0,0,0,0,0,9,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13,6,8,12,0,0,0,31,31,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,19,49,0,0,0,0,0,0,28,19,49,5,12,11,63,61,122
SAL20754,39,51,91,151,168,322,8,4,13,26,25,55,0,0,0,768,786,1555,5,5,6,74,77,148,19,11,33,9,3,13,3,5,15,13,8,24,16,23,35,46,38,84,18,21,47,0,3,3,3,3,10,25,44,69,63,90,153,0,0,0,1250,1330,2582,121,124,243,55,54,106,0,0,0,0,0,0,127,125,254,6,14,20,137,137,269,1022,957,1972,13,11,21,4,9,10,1035,963,2005,212,166,368,2842,2821,5669
SAL20755,0,0,0,3,8,12,0,0,0,0,0,0,0,0,0,3,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,6,9,0,0,0,0,0,0,18,16,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,24,0,0,0,0,0,0,12,14,24,6,0,11,40,39,78
SAL20756,0,6,9,68,91,153,0,0,0,3,3,9,0,0,0,71,95,169,0,4,4,0,5,5,0,0,3,0,0,0,67,71,141,0,0,0,3,0,9,4,3,8,13,13,24,0,0,0,0,3,9,90,110,205,9,13,18,0,0,0,341,406,750,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,6,3,0,6,3,397,347,741,4,0,4,0,0,0,397,345,749,59,63,125,804,828,1635
SAL20757,0,0,0,10,7,18,0,0,0,0,0,5,0,0,0,17,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,10,0,0,0,0,0,0,14,15,32,0,0,0,0,0,0,51,59,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,36,73,0,0,0,0,0,0,38,36,73,11,7,16,98,97,195
SAL20758,128,167,295,470,607,1080,0,0,0,49,61,113,0,0,0,1308,1401,2714,7,11,16,338,330,670,26,31,62,22,20,35,14,14,28,11,10,26,13,8,21,59,66,134,68,111,178,4,5,3,0,7,8,115,177,288,82,97,176,3,6,10,2604,2963,5564,81,75,156,66,71,144,82,78,159,0,0,0,15,13,24,10,19,28,30,27,52,1922,1705,3630,9,10,22,5,9,13,1940,1724,3664,244,219,465,5174,5325,10495
SAL20759,0,0,0,3,3,9,0,0,0,3,4,3,0,0,0,19,15,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,10,0,0,0,0,0,0,32,29,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,30,0,0,0,0,0,0,9,16,30,3,3,3,45,47,99
SAL20760,0,0,0,9,8,15,0,0,0,0,4,5,0,0,0,11,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,31,68,0,0,0,0,0,0,37,31,68,9,3,15,68,58,128
SAL20761,0,0,0,8,4,9,0,0,0,0,0,0,0,0,0,18,17,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,32,34,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,30,75,0,0,0,0,0,0,43,30,75,6,7,12,81,68,148
SAL20762,0,4,6,14,18,27,0,0,0,0,0,3,0,0,0,28,21,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,14,12,18,0,0,0,0,0,0,64,53,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,85,170,0,0,0,0,0,3,84,89,171,30,24,56,177,166,344
SAL20763,0,0,0,9,6,12,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,12,0,0,0,0,0,0,8,7,12,0,0,0,13,12,33
SAL20764,3,3,8,3,7,9,0,0,0,0,0,0,0,0,0,12,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,22,28,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16,42,0,0,0,0,0,0,25,16,42,8,10,14,57,53,106
SAL20765,0,0,0,4,9,9,0,0,0,0,0,0,0,0,0,9,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,11,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,27,0,0,0,0,0,0,15,15,27,0,0,7,33,30,59
SAL20766,288,439,728,218,204,425,0,0,0,59,57,114,0,0,0,1014,1068,2084,0,10,13,134,140,272,9,9,12,0,3,8,16,18,34,8,15,24,29,34,61,46,47,92,61,73,131,0,0,5,5,7,9,73,67,138,139,198,337,0,5,5,1825,1945,3772,1120,893,2012,362,309,673,16,15,36,0,0,0,38,37,72,32,29,64,70,63,136,3434,2946,6379,30,19,46,13,9,23,3474,2971,6451,865,825,1692,8037,7458,15495
SAL20767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,7,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,5,0,6,0,0,0,8,6,13
SAL20768,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,33,0,0,0,0,0,0,22,15,33,8,5,12,34,31,61
SAL20769,5,0,3,21,21,36,0,0,0,6,3,4,0,0,0,33,24,59,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,7,10,10,23,10,8,22,0,0,0,86,79,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,180,355,5,0,9,0,0,0,186,183,367,31,22,52,299,291,586
SAL20770,7,11,18,58,70,131,0,0,0,8,14,21,0,0,0,126,142,266,0,0,0,0,4,5,0,0,0,0,0,3,5,7,10,0,0,0,0,0,0,3,0,12,12,22,31,0,0,7,0,0,0,85,130,215,16,19,39,0,0,0,329,407,735,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,7,0,5,322,253,572,0,0,3,0,3,3,322,262,583,66,61,130,728,742,1472
SAL20771,719,902,1622,521,699,1222,0,0,0,222,286,512,0,0,0,1704,2158,3859,14,32,48,1080,1185,2267,9,12,24,6,15,21,25,31,52,49,49,99,87,95,188,102,127,230,179,220,403,9,9,20,13,5,19,213,288,498,350,395,746,5,4,7,4601,5611,10209,292,258,551,457,442,900,52,43,92,0,0,0,68,63,130,74,69,139,137,130,271,5044,4918,9965,22,21,43,15,8,29,5085,4955,10035,686,652,1338,12032,12989,25020
SAL20772,758,1026,1777,654,841,1496,0,0,0,426,545,970,7,3,7,2154,2560,4715,27,29,51,1089,1167,2261,23,33,51,16,14,34,54,63,116,110,110,221,85,115,202,179,209,387,218,258,477,9,13,19,8,20,31,279,387,667,457,580,1039,9,12,22,5811,6948,12753,432,405,835,792,763,1556,35,39,77,0,0,0,110,104,215,89,105,197,197,214,406,6135,5872,12004,27,26,48,19,15,34,6174,5913,12085,708,729,1440,14898,16028,30926
SAL20773,23,33,54,22,25,37,3,0,3,9,5,14,0,0,0,164,178,336,0,0,0,18,22,40,3,0,4,11,5,19,0,0,0,6,3,7,6,8,15,21,26,47,8,8,17,0,0,0,0,4,7,0,3,9,31,44,79,0,0,0,308,343,648,140,110,250,77,60,133,0,0,0,0,0,0,203,189,393,0,0,5,205,185,393,183,169,348,0,0,0,0,0,0,188,169,350,126,147,273,1058,1046,2100
SAL20774,140,223,362,398,526,929,0,0,3,205,253,454,0,0,0,1189,1399,2587,17,23,44,350,353,706,7,10,20,0,0,0,45,55,97,44,42,82,38,41,77,115,119,231,134,145,279,8,16,22,23,29,51,133,197,335,192,242,437,4,5,8,2904,3456,6361,109,119,227,159,158,317,11,16,25,0,0,0,45,39,79,29,42,66,75,77,150,2313,2195,4507,13,7,17,3,11,17,2322,2215,4541,318,350,670,6034,6613,12644
SAL20775,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,8,6,13
SAL20776,0,0,0,15,15,25,0,0,0,0,0,0,0,0,0,14,21,33,4,0,4,0,0,0,0,0,4,0,0,0,19,18,30,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,20,16,36,0,0,4,0,0,0,68,73,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,40,99,0,0,0,0,0,0,53,40,99,9,0,10,131,115,250
SAL20777,0,0,0,10,16,24,0,0,0,0,0,0,0,0,0,21,39,58,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,19,21,44,0,0,6,0,0,0,65,80,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,81,81,159,3,0,3,0,0,0,80,81,163,8,8,19,159,171,333
SAL20778,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,18,3,6,10,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,14,0,0,0,0,0,0,11,7,14,6,0,5,24,26,51
SAL20779,220,269,486,826,1036,1858,0,0,0,138,160,299,35,30,68,2942,3401,6342,7,11,22,491,516,1007,48,60,106,39,36,73,24,27,47,76,83,159,35,44,83,203,207,407,185,205,396,23,27,48,35,32,65,142,239,383,430,461,897,0,7,7,5680,6580,12257,498,474,972,269,241,509,6,9,16,0,0,0,217,202,420,36,44,71,252,242,493,5713,5548,11257,29,23,53,9,24,35,5749,5597,11349,548,501,1046,13212,13913,27122
SAL20780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,13,0,0,0,0,0,0,9,6,13,0,0,5,16,11,21
SAL20781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20782,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,4,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,30,0,0,0,0,0,0,25,20,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,20,0,0,0,0,0,0,11,11,20,3,5,10,34,36,74
SAL20783,203,217,419,101,133,235,0,0,0,55,53,110,0,0,3,648,694,1338,4,4,9,270,254,523,17,17,31,15,19,34,0,9,9,12,17,25,28,34,66,54,67,121,51,42,95,11,5,16,5,10,14,23,38,53,178,213,392,0,3,6,1477,1599,3078,310,244,559,1497,1087,2588,0,4,8,0,0,0,102,98,197,16,15,30,118,116,228,962,789,1756,12,4,19,9,10,14,978,801,1783,514,437,946,5101,4505,9603
SAL20784,0,0,0,3,6,7,0,0,0,0,0,0,0,0,0,9,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,36,0,0,0,0,0,0,18,22,36,7,0,9,37,44,77
SAL20785,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,13,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,3,3,10,0,0,0,13,12,28
SAL20786,0,0,0,6,12,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,4,10,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,16,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,17,48,0,0,0,0,0,0,25,17,48,0,3,5,52,48,101
SAL20787,0,0,0,0,4,6,0,0,0,0,0,3,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,3,4,0,0,0,0,0,0,12,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,19,0,0,0,0,0,0,9,11,19,0,0,0,23,19,46
SAL20788,19,31,53,314,362,678,0,0,0,39,40,77,0,0,0,590,667,1257,8,8,19,148,161,313,9,12,26,0,0,0,10,8,21,3,3,12,4,11,11,5,13,21,69,70,138,0,3,4,0,0,0,78,112,196,53,56,109,0,0,0,1340,1539,2882,9,9,16,18,12,27,8,4,13,0,0,0,5,5,5,5,19,23,11,23,30,1536,1401,2933,3,16,20,0,9,14,1540,1420,2965,323,316,642,3271,3359,6626
SAL20789,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,8,0,11,0,0,0,0,0,0,8,0,11,3,0,3,15,6,19
SAL20790,33,59,94,652,864,1514,0,0,0,125,132,264,0,3,6,1213,1410,2621,18,25,40,38,29,67,30,33,63,23,15,39,24,23,48,0,0,0,77,71,145,62,81,145,248,314,555,15,12,23,22,24,50,156,255,413,219,264,478,3,4,9,2919,3565,6482,28,30,54,16,19,33,3,6,10,0,3,0,12,21,32,23,25,39,37,45,82,3715,3718,7440,27,27,52,8,14,20,3753,3764,7516,505,519,1020,7293,7999,15287
SAL20791,0,0,0,11,8,20,0,0,0,4,3,5,0,0,0,16,18,31,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,4,9,5,5,7,0,0,0,36,41,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,39,85,0,0,0,0,0,0,46,43,83,6,9,10,90,89,177
SAL20792,0,0,0,23,21,43,0,0,0,0,0,5,0,0,0,33,26,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,13,4,0,4,3,7,5,0,0,0,0,0,0,10,13,19,7,3,12,0,0,0,81,78,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,71,165,0,0,0,0,0,0,90,71,165,10,7,14,185,159,343
SAL20793,0,0,0,12,16,30,0,0,0,0,4,6,0,0,0,15,24,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,15,10,26,0,0,0,0,0,0,7,11,15,10,12,20,0,0,0,70,68,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,80,182,0,0,0,0,0,3,99,82,184,21,17,39,189,169,361
SAL20794,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,5,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,3,0,0,0,0,0,0,9,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,13,0,0,0,0,0,0,12,8,13,4,3,8,18,20,41
SAL20795,0,0,0,8,16,23,0,0,0,0,0,0,0,0,0,13,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,4,0,4,3,3,7,0,0,0,34,39,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,22,56,0,0,0,0,0,0,40,22,56,12,13,26,86,72,160
SAL20796,0,9,11,23,24,45,0,0,0,0,3,7,0,0,0,87,98,183,0,0,0,4,0,7,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,4,0,3,0,3,4,0,0,0,0,0,0,11,11,19,7,6,17,0,0,0,141,155,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,3,110,108,210,0,3,3,0,0,0,110,109,213,15,23,42,273,294,571
SAL20797,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,4,7,0,0,0,14,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,12,0,0,0,0,0,0,7,9,12,0,0,0,18,24,42
SAL20798,0,4,4,4,10,18,0,0,0,0,0,3,0,0,0,17,23,36,0,6,6,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,36,44,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,83,188,0,0,0,0,0,0,105,83,189,9,13,19,149,147,294
SAL20799,0,0,0,14,9,24,0,0,0,0,0,3,0,0,0,14,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,4,5,0,5,0,0,0,28,25,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,68,125,0,0,0,0,0,0,55,68,125,8,10,24,92,109,203
