SAL_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
SAL13478,52,25,25,37,31,46,57,73,24,370,637,426,360,397,539,725,848,767,292,4991
SAL13479,0,0,0,0,0,0,0,0,0,0,4,8,0,9,7,9,3,6,3,49
SAL13480,0,0,0,0,0,0,0,0,0,0,6,6,5,0,7,16,10,10,4,64
SAL13481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
SAL13482,30,14,4,11,17,12,12,8,3,111,193,134,84,123,160,179,137,77,17,1104
SAL13483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13484,5,6,0,8,0,6,0,0,0,25,68,41,33,39,41,63,29,18,6,338
SAL13485,120,59,50,50,60,31,27,10,11,418,955,624,667,472,611,509,353,171,72,4434
SAL13486,8,6,4,4,7,3,4,4,0,40,110,83,38,70,82,107,67,36,9,602
SAL13487,140,105,74,91,71,67,91,46,20,705,1293,813,820,834,885,1101,1252,709,180,7887
SAL13488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13489,4,3,0,0,0,0,12,27,73,119,28,12,27,23,20,19,31,39,78,277
SAL13490,5,0,4,4,4,4,6,0,0,27,22,0,8,10,10,10,13,8,0,81
SAL13491,0,0,0,0,0,3,0,0,0,3,3,4,0,4,5,8,4,0,0,28
SAL13492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6
SAL13493,18,6,10,12,12,16,16,8,3,101,208,118,104,151,197,199,157,99,46,1279
SAL13494,90,35,41,51,22,27,13,5,0,284,657,285,461,406,319,351,304,91,33,2907
SAL13495,0,0,0,0,0,0,0,0,0,0,5,3,0,6,0,3,7,0,0,24
SAL13496,0,0,0,0,0,0,0,0,0,0,8,7,0,0,13,8,3,0,0,39
SAL13497,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,3,0,0,0,16
SAL13498,0,0,0,8,4,0,0,0,0,12,26,0,9,22,10,12,17,7,0,103
SAL13499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,9
SAL13500,0,0,0,0,0,5,0,0,0,5,0,4,0,6,0,14,9,0,0,33
SAL13501,0,0,4,0,5,6,5,0,0,20,37,12,16,23,32,27,24,10,0,181
SAL13502,9,3,8,0,0,3,3,0,0,26,116,56,77,86,87,95,64,21,6,608
SAL13503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6
SAL13504,129,88,105,110,116,109,86,53,29,825,1809,1104,1138,1381,1570,1438,1193,866,361,10860
SAL13505,0,0,0,0,0,0,0,0,0,0,5,4,0,4,6,3,5,0,0,27
SAL13506,45,7,20,35,23,34,25,7,0,196,521,199,217,351,367,427,389,165,38,2674
SAL13507,56,44,30,27,42,23,32,17,7,278,734,463,402,461,567,562,461,258,71,3979
SAL13508,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,3,6,0,0,12
SAL13509,0,0,0,0,0,3,0,0,0,3,12,3,9,5,10,16,13,10,0,78
SAL13510,0,6,4,0,3,0,0,8,0,21,69,50,34,44,66,65,48,32,3,411
SAL13511,0,0,0,0,0,5,0,0,0,5,16,3,12,11,8,11,10,0,0,71
SAL13512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
SAL13513,52,34,20,38,57,30,29,19,12,291,615,334,358,434,535,554,571,288,97,3786
SAL13514,12,6,3,0,7,4,4,3,0,39,106,65,41,77,66,88,69,22,6,540
SAL13515,5,5,3,0,5,5,0,3,0,26,79,38,26,39,54,46,26,8,3,319
SAL13516,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
SAL13517,197,108,173,174,107,46,27,15,5,852,4285,1507,2828,3791,1344,765,493,151,41,15205
SAL13518,99,46,69,54,57,51,43,32,30,481,1145,604,790,749,704,678,559,396,194,5819
SAL13519,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,0,7
SAL13520,20,0,5,9,15,10,7,5,0,71,136,71,35,74,142,127,84,34,3,706
SAL13521,0,0,0,0,0,0,3,0,0,3,3,3,0,0,8,0,13,0,0,27
SAL13522,3,0,0,0,0,4,0,4,0,11,6,5,15,0,0,14,0,8,0,48
SAL13523,18,6,11,6,6,10,6,9,0,72,165,53,66,109,110,192,182,78,21,976
SAL13524,93,44,32,50,75,66,34,26,3,423,1708,951,434,903,1325,937,590,390,147,7385
SAL13525,25,16,4,8,6,14,8,3,3,87,203,155,88,94,158,176,98,32,6,1010
SAL13526,10,0,0,4,0,3,5,3,0,25,68,33,39,38,42,35,25,9,0,289
SAL13527,5,0,0,3,0,0,0,0,0,8,11,3,5,13,7,5,10,9,0,63
SAL13528,0,6,0,4,0,0,0,0,0,10,6,4,3,9,0,12,8,3,0,45
SAL13529,3,0,3,0,10,5,0,0,0,21,62,23,33,35,34,43,22,6,0,258
SAL13530,5,14,9,4,7,8,4,0,0,51,43,46,36,28,53,88,60,29,3,386
SAL13531,164,93,92,97,80,55,46,19,23,669,1329,991,817,804,780,716,482,224,150,6293
SAL13532,5,0,3,0,0,0,0,0,0,8,35,27,33,37,25,24,22,11,6,220
SAL13533,353,220,281,234,160,156,112,81,43,1640,3729,2465,3111,3094,2414,2178,1774,1003,336,20104
SAL13534,5,0,0,0,0,0,0,0,0,5,11,5,3,10,11,12,3,5,0,60
SAL13535,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,3,6,6,0,29
SAL13536,4,3,0,3,4,0,3,0,0,17,18,13,5,15,16,20,16,3,0,106
SAL13537,6,8,0,0,10,0,3,0,0,27,7,10,5,4,12,12,10,0,0,60
SAL13538,190,104,85,81,68,35,31,18,0,612,869,518,438,399,443,333,292,142,11,3445
SAL13539,12,13,9,7,4,0,3,0,0,48,65,51,41,54,64,45,34,13,7,374
SAL13540,0,0,0,0,4,0,0,0,0,4,38,15,19,23,17,29,16,16,0,173
SAL13541,5,6,0,0,0,0,0,0,0,11,23,17,13,11,20,17,21,14,0,136
SAL13542,0,3,0,0,0,0,3,0,0,6,22,3,6,6,3,7,6,0,0,53
SAL13543,5,3,5,0,5,6,5,0,0,29,13,8,4,0,18,15,18,12,3,91
SAL13544,0,0,0,0,6,0,0,0,0,6,0,0,3,0,7,5,7,0,0,22
SAL13545,0,0,0,0,0,0,0,0,0,0,8,0,0,5,9,0,0,0,0,22
SAL13546,0,3,0,0,5,0,0,0,0,8,22,10,12,15,12,18,19,12,3,123
SAL13547,84,77,39,49,77,52,48,46,82,554,1562,1014,642,1103,1159,889,699,382,139,7589
SAL13548,44,41,43,17,32,39,31,11,4,262,528,424,386,348,450,619,450,227,90,3522
SAL13549,3,0,5,5,0,8,8,20,27,76,19,27,50,20,19,41,90,103,90,459
SAL13550,8,10,16,9,10,12,14,20,15,114,202,134,119,158,165,198,181,101,63,1321
SAL13551,8,3,0,3,4,3,3,3,0,27,18,6,8,13,9,14,7,3,4,82
SAL13552,0,0,0,0,0,3,0,4,0,7,13,17,9,7,24,32,30,15,5,152
SAL13553,0,0,0,0,0,0,3,0,0,3,5,5,4,3,4,11,9,0,4,45
SAL13554,19,9,10,16,8,17,32,55,86,252,210,140,131,143,185,269,304,263,182,1827
SAL13555,53,8,22,36,23,38,48,37,16,281,476,208,255,316,333,475,639,422,129,3253
SAL13556,0,0,0,0,0,0,0,0,0,0,6,0,0,4,5,9,6,3,0,33
SAL13557,65,61,77,59,25,36,22,34,10,389,709,729,942,499,362,396,438,352,120,4547
SAL13558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
SAL13559,57,59,31,44,53,47,16,13,0,320,1034,625,606,605,640,560,325,121,30,4546
SAL13560,0,0,0,0,0,0,0,0,0,0,9,0,4,3,9,12,11,3,0,51
SAL13561,4,5,0,0,0,6,0,0,0,15,39,26,27,21,29,51,55,26,10,284
SAL13562,31,175,491,441,219,81,31,14,0,1483,474,398,902,879,474,260,149,53,13,3602
SAL13563,3,0,0,0,0,0,0,0,0,3,5,4,3,0,0,7,3,0,0,22
SAL13564,82,59,68,53,54,56,38,18,4,432,943,603,727,591,672,667,501,334,151,5189
SAL13565,137,68,97,56,49,46,21,10,8,492,1186,572,847,622,566,496,338,178,93,4898
SAL13566,6,126,24,5,0,4,5,0,0,170,3,446,87,9,14,10,8,0,0,577
SAL13567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SAL13568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13569,17,10,3,17,14,9,6,9,0,85,239,127,72,160,187,194,200,102,16,1297
SAL13570,5,0,0,0,4,3,0,0,0,12,20,3,11,3,23,20,12,3,0,95
SAL13571,6,0,0,7,5,0,0,0,0,18,18,5,28,25,19,14,11,8,0,128
SAL13572,0,0,0,0,5,6,0,0,0,11,17,3,26,15,12,21,22,4,0,120
SAL13573,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,0,0,12
SAL13574,0,3,0,0,0,0,0,0,0,3,4,8,8,4,0,0,0,0,0,24
SAL13575,241,129,139,145,121,125,112,91,69,1172,2583,1753,1753,1551,1638,1568,1183,766,370,13165
SAL13576,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,3,0,0,0,15
SAL13577,0,0,0,0,0,5,0,3,0,8,6,0,0,5,10,16,7,7,0,51
SAL13578,9,13,0,4,13,8,0,5,0,52,44,50,21,34,69,57,41,27,0,343
SAL13579,37,7,10,19,16,19,15,0,4,127,241,100,104,144,169,231,214,104,13,1320
SAL13580,15,10,3,8,7,8,3,6,10,70,135,69,62,55,79,92,66,50,27,635
SAL13581,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,4,4,0,0,20
SAL13582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL13584,5,3,0,0,4,3,0,0,0,15,6,11,4,10,19,23,20,0,0,93
SAL13585,0,0,0,0,3,3,4,0,0,10,16,4,0,8,13,23,33,13,0,110
SAL13586,7,9,4,0,11,19,12,8,0,70,195,125,116,120,198,287,302,189,30,1562
SAL13587,8,18,13,4,15,15,9,8,0,90,158,155,98,109,177,181,118,68,21,1085
SAL13588,10,7,10,3,3,0,0,0,0,33,67,25,41,36,32,43,24,11,8,287
SAL13589,27,22,24,18,17,15,22,6,4,155,170,168,268,168,165,225,136,51,21,1372
SAL13590,0,3,0,0,3,0,0,0,0,6,23,13,20,4,25,44,42,17,8,196
SAL13591,8,7,8,0,3,9,3,0,0,38,52,32,46,14,31,53,63,19,5,315
SAL13592,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,4,7,0,27
SAL13593,19,19,15,13,18,14,9,17,0,124,286,217,221,172,184,203,156,116,21,1576
SAL13594,31,7,13,11,5,8,18,7,3,103,243,113,137,127,131,156,205,157,57,1326
SAL13595,107,54,59,67,76,55,51,20,11,500,1109,666,537,703,875,714,529,340,147,5620
SAL13596,6,0,5,3,3,3,9,5,0,34,38,14,27,30,40,69,75,28,5,326
SAL13597,22,8,11,19,17,14,5,0,0,96,184,78,96,156,167,114,70,17,3,885
SAL13598,208,106,104,85,90,65,38,24,21,741,1340,766,693,662,728,760,699,458,179,6285
SAL13599,263,150,133,150,99,89,56,22,5,967,1433,866,819,765,660,568,417,231,74,5833
SAL13600,26,16,8,14,19,13,15,6,0,117,140,99,68,79,110,122,104,51,5,778
SAL13601,3,0,0,4,5,4,6,3,0,25,68,40,18,38,49,52,62,21,12,360
SAL13602,22,10,19,6,13,14,0,5,0,89,73,37,54,40,44,73,25,29,8,383
SAL13603,43,36,43,42,47,43,24,22,15,315,909,609,680,726,722,643,468,297,173,5227
SAL13604,99,57,50,46,44,50,33,22,12,413,545,300,274,280,337,371,303,160,36,2606
SAL13605,40,23,18,28,23,24,18,7,0,181,336,258,203,220,262,241,171,64,16,1771
SAL13606,3,0,7,0,4,0,5,0,0,19,63,31,44,40,33,35,43,23,0,312
SAL13607,5,6,4,5,7,8,4,4,0,43,64,41,56,62,54,70,51,25,14,437
SAL13608,20,4,11,8,4,4,6,0,0,57,131,83,52,77,99,87,63,25,3,620
SAL13609,10,11,19,13,12,15,15,11,0,106,156,123,79,128,162,158,149,68,38,1061
SAL13610,84,35,51,27,25,15,15,5,0,257,773,356,527,480,318,260,267,125,54,3160
SAL13611,8,6,7,9,6,8,5,3,0,52,112,39,56,55,73,71,53,29,6,494
SAL13612,177,127,130,124,102,67,58,41,11,837,2467,1543,1567,1767,1417,1231,1243,619,151,12005
SAL13613,199,128,107,112,107,63,56,53,28,853,1291,826,977,740,697,773,676,450,188,6618
SAL13614,24,20,0,13,24,6,5,7,0,99,705,444,138,413,563,383,260,206,90,3202
SAL13615,176,91,155,147,84,64,32,32,11,792,1447,865,1139,1174,789,676,462,253,108,6913
SAL13616,93,25,47,49,48,48,61,47,10,428,652,348,397,403,485,804,1112,638,212,5051
SAL13617,135,72,76,84,73,81,42,32,9,604,1235,757,987,750,687,738,474,264,61,5953
SAL13618,3,0,0,0,3,3,0,0,0,9,26,12,15,14,27,39,27,8,0,168
SAL13619,7,0,0,5,0,0,0,0,0,12,9,0,8,5,3,7,4,4,0,40
SAL13620,0,0,0,0,0,0,6,0,0,6,30,12,22,13,34,39,33,9,5,197
SAL13621,35,29,18,23,36,32,20,13,14,220,563,374,311,415,479,501,438,231,91,3403
SAL13622,0,0,0,0,0,0,0,0,0,0,22,24,6,12,13,12,21,0,4,114
SAL13623,5,0,10,4,7,4,4,5,0,39,32,22,30,25,66,56,44,14,8,297
SAL13624,0,0,0,0,0,0,0,0,0,0,11,5,10,3,9,10,3,10,0,61
SAL13625,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,10,9,3,0,40
SAL13626,7,0,4,5,0,7,4,7,0,34,60,26,23,37,41,58,41,28,0,314
SAL13627,0,0,0,4,0,6,0,0,0,10,19,10,7,12,19,36,26,3,0,132
SAL13628,145,70,104,78,53,23,25,7,3,508,2859,1011,2273,1687,907,593,394,121,28,9873
SAL13629,0,0,0,0,0,9,7,0,0,16,89,30,43,50,40,42,32,13,9,348
SAL13630,17,8,13,4,5,15,11,8,0,81,117,49,48,62,53,82,72,35,8,526
SAL13631,13,5,8,17,3,7,10,0,0,63,124,53,55,77,67,67,55,18,3,519
SAL13632,3,3,5,0,5,0,0,0,0,16,20,9,12,13,15,16,6,0,0,91
SAL13633,0,0,0,0,0,0,0,0,0,0,7,0,0,6,4,3,0,3,0,23
SAL13634,4,0,3,0,9,0,3,0,0,19,22,8,12,13,16,5,6,0,0,82
SAL13635,4,8,5,0,8,5,4,4,0,38,47,21,49,22,31,46,31,16,0,263
SAL13636,5,0,0,0,0,0,5,0,0,10,23,8,3,20,16,21,18,10,0,119
SAL13637,0,0,0,0,10,0,0,0,0,10,18,14,8,15,32,21,17,6,3,134
SAL13638,62,23,30,33,24,16,25,18,0,231,558,324,350,333,292,264,318,159,37,2635
SAL13639,53,42,34,30,20,49,23,3,16,270,854,594,567,552,570,592,373,148,51,4301
SAL13640,0,0,0,0,0,0,0,0,0,0,8,4,3,5,0,8,0,3,0,31
SAL13641,9,0,7,0,6,0,3,0,0,25,93,73,31,53,87,58,69,18,11,493
SAL13642,0,3,6,0,4,3,0,0,0,16,53,35,26,36,47,46,37,18,0,298
SAL13643,24,21,5,17,26,19,7,6,0,125,447,262,80,243,347,270,142,50,10,1851
SAL13644,79,38,41,60,61,56,51,70,131,587,1383,841,662,1005,1139,1134,1095,691,461,8411
SAL13645,0,0,4,7,3,8,0,0,0,22,24,9,12,18,21,24,35,25,0,168
SAL13646,130,83,70,66,59,56,28,9,3,504,1226,734,786,798,678,797,564,170,26,5779
SAL13647,353,212,244,200,182,155,105,33,15,1499,4167,2498,2857,2769,2400,2712,1850,554,136,19943
SAL13648,0,0,0,0,0,0,0,0,0,0,4,5,0,4,5,0,0,0,0,18
SAL13649,4,9,0,4,0,0,0,0,0,17,49,35,26,30,48,38,18,20,3,267
SAL13650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13651,49,23,29,31,38,24,36,28,7,265,448,272,270,290,380,434,595,382,134,3205
SAL13652,121,60,57,58,59,48,17,18,6,444,1558,917,978,977,833,740,430,176,38,6647
SAL13653,15,6,3,11,10,11,14,3,6,79,131,85,54,91,130,173,224,142,52,1082
SAL13654,132,61,37,75,111,103,79,55,32,685,3783,2062,1112,2508,2726,2203,1856,1447,683,18380
SAL13655,26,15,6,17,10,10,9,5,0,98,770,382,147,465,492,402,288,249,79,3274
SAL13656,49,56,52,42,51,57,41,13,13,374,1013,785,749,712,755,840,862,390,203,6309
SAL13657,38,34,152,117,46,38,18,13,4,460,787,516,2409,1782,714,491,350,137,32,7218
SAL13658,379,209,291,264,203,152,115,60,26,1699,2824,1559,2259,1965,1609,1370,996,500,181,13263
SAL13659,38,12,57,63,14,17,11,8,7,227,475,264,1058,836,426,284,176,65,42,3626
SAL13660,0,0,0,0,0,0,0,0,0,0,11,13,5,7,14,20,8,3,0,81
SAL13661,25,0,8,11,8,3,4,0,0,59,59,14,20,28,30,21,16,11,5,204
SAL13662,17,11,4,3,3,0,0,4,0,42,107,70,78,54,81,64,84,31,10,579
SAL13663,0,0,3,0,0,0,0,0,0,3,34,21,16,19,29,21,18,3,7,168
SAL13664,80,60,48,96,64,31,30,20,3,432,2122,1216,915,1789,1392,901,675,291,51,9352
SAL13665,27,55,92,69,74,51,40,40,18,466,995,907,1657,1219,1160,749,479,324,130,7620
SAL13666,5,0,3,0,0,0,0,0,0,8,12,4,10,11,4,15,14,0,0,70
SAL13667,0,0,0,0,0,0,0,0,0,0,7,8,4,0,5,5,18,0,0,47
SAL13668,19,5,16,13,18,13,9,0,3,96,265,178,154,163,229,246,175,75,52,1537
SAL13669,13,3,3,0,13,9,6,0,0,47,123,57,52,68,75,68,59,19,4,525
SAL13670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7
SAL13671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL13672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,13
SAL13673,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,9,7,3,0,31
SAL13674,0,0,0,3,0,0,0,0,0,3,19,16,12,7,27,14,28,8,0,131
SAL13675,0,0,0,4,4,7,4,3,0,22,54,26,21,26,53,60,70,32,5,347
SAL13676,0,0,0,0,0,0,0,0,0,0,24,18,6,15,15,12,8,5,0,103
SAL13677,53,52,33,30,51,67,30,14,10,340,617,417,398,456,547,654,563,265,137,4054
SAL13678,0,0,0,0,0,3,0,0,0,3,3,4,4,5,10,18,9,0,0,53
SAL13679,20,5,9,15,17,17,16,0,0,99,117,68,51,77,112,133,113,20,0,691
SAL13680,0,0,0,4,4,9,0,0,0,17,14,21,8,13,16,28,28,7,0,135
SAL13681,0,0,0,0,0,0,4,0,0,4,8,0,0,5,9,0,3,7,5,37
SAL13682,4,6,0,0,6,0,3,0,0,19,17,26,12,12,22,32,30,8,5,164
SAL13683,0,0,0,0,0,5,4,0,0,9,29,16,16,18,21,33,16,15,0,164
SAL13684,3,0,3,0,0,0,0,0,0,6,16,3,13,10,6,13,9,0,0,70
SAL13685,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,7,9,0,0,23
SAL13686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13687,6,0,5,0,0,0,3,0,0,14,28,14,12,17,19,26,28,11,3,158
SAL13688,0,0,3,0,0,0,0,0,0,3,17,11,11,13,14,9,12,7,0,94
SAL13689,4,6,4,0,0,5,4,0,0,23,35,29,12,20,38,41,35,8,6,224
SAL13690,205,366,435,169,148,144,98,65,49,1679,2921,5119,5863,2881,2554,2711,1922,1243,704,25918
SAL13691,40,16,31,30,23,15,16,11,8,190,669,410,525,550,476,447,318,168,72,3635
SAL13692,15,9,11,6,8,16,16,9,8,98,177,96,97,85,121,147,135,88,37,983
SAL13693,4,0,0,0,6,0,0,0,0,10,3,3,0,4,7,3,12,0,0,32
SAL13694,8,4,0,0,8,3,5,0,0,28,36,24,31,13,45,40,30,17,5,241
SAL13695,4,9,0,3,11,4,3,0,0,34,33,24,17,21,33,41,42,22,0,233
SAL13696,11,7,7,6,11,15,12,7,3,79,104,46,68,67,82,157,171,50,16,761
SAL13697,0,0,0,0,0,0,0,0,0,0,55,23,33,26,31,47,43,17,0,275
SAL13698,0,0,0,0,0,0,0,0,0,0,15,3,11,6,0,11,10,0,0,56
SAL13699,76,31,83,70,65,50,30,16,7,428,708,353,707,673,599,525,404,176,76,4221
SAL13700,0,0,0,0,0,0,0,0,0,0,14,3,3,7,3,21,10,6,0,67
SAL13701,11,0,0,7,4,0,3,0,0,25,25,13,3,21,17,26,12,5,4,126
SAL13702,35,46,108,66,38,62,43,18,22,438,1004,712,1640,1260,1001,764,521,238,145,7285
SAL13703,6,0,0,3,5,0,0,0,0,14,51,29,24,26,40,34,27,9,3,243
SAL13704,0,0,0,0,0,5,0,0,0,5,16,12,10,14,16,18,7,4,0,97
SAL13705,44,31,30,28,36,39,19,22,11,260,432,292,258,257,378,403,395,222,62,2699
SAL13706,0,4,0,3,0,5,0,0,0,12,41,36,3,31,40,26,45,15,3,240
SAL13707,0,0,0,0,3,3,6,3,0,15,5,11,8,7,14,19,24,10,0,98
SAL13708,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,7,5,0,33
SAL13709,10,0,4,7,3,5,0,5,0,34,72,55,33,38,76,66,65,53,16,474
SAL13710,16,8,0,3,19,16,16,14,6,98,199,98,134,109,158,215,273,211,47,1444
SAL13711,0,0,0,0,0,0,0,0,0,0,12,9,8,3,15,4,6,5,0,62
SAL13712,43,26,22,28,29,27,28,26,4,233,281,162,139,194,251,284,372,198,57,1938
SAL13713,35,16,14,16,21,26,20,9,0,157,271,141,150,135,181,213,241,111,17,1460
SAL13714,61,132,455,262,215,154,89,71,31,1470,877,1493,5164,3121,2011,1502,899,516,231,15814
SAL13715,33,32,28,30,33,50,66,70,56,398,399,257,260,258,356,687,873,557,234,3881
SAL13716,114,62,135,102,88,94,61,34,21,711,1797,1088,2340,1878,1426,1233,846,626,333,11567
SAL13717,19,35,21,18,16,42,21,12,0,184,237,227,160,160,226,246,199,77,11,1543
SAL13718,3,6,0,0,9,12,10,9,0,49,74,59,23,42,89,82,81,43,9,502
SAL13719,0,6,4,8,6,10,13,0,0,47,29,36,23,39,57,49,62,22,3,320
SAL13720,11,15,6,8,13,0,4,0,0,57,62,55,26,49,62,43,42,7,6,352
SAL13721,0,0,0,3,0,0,0,0,0,3,27,16,9,14,10,8,14,9,0,107
SAL13722,0,0,0,0,0,0,0,0,0,0,11,8,0,6,7,3,7,0,6,48
SAL13723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6
SAL13724,4,0,6,3,4,6,0,0,3,26,9,8,7,15,20,45,61,31,3,199
SAL13725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13726,46,45,41,28,46,64,54,52,28,404,678,436,427,436,677,769,779,602,237,5041
SAL13727,7,5,0,3,5,14,0,0,0,34,102,68,44,85,71,106,86,38,15,615
SAL13728,0,0,0,0,0,0,0,4,0,4,10,3,3,3,3,9,7,9,0,47
SAL13729,7,3,9,14,9,3,5,4,3,57,127,114,275,206,126,94,91,40,23,1096
SAL13730,56,203,522,273,138,87,50,36,13,1378,848,2130,6555,3433,1487,1035,703,363,115,16669
SAL13731,66,32,142,88,26,12,12,9,0,387,619,451,1993,1022,342,261,131,25,13,4857
SAL13732,139,67,58,94,100,73,68,57,43,699,1857,1135,912,1307,1501,1278,1158,1057,549,10754
SAL13733,42,22,17,43,24,20,16,16,3,203,536,416,333,359,480,436,311,241,87,3199
SAL13734,0,0,0,0,0,0,3,0,0,3,21,3,3,10,8,5,5,0,0,55
SAL13735,0,0,0,0,0,0,0,0,0,0,5,0,3,7,0,6,8,0,0,29
SAL13736,0,0,0,0,0,0,3,0,0,3,22,10,9,10,12,12,9,0,0,84
SAL13737,27,19,0,10,16,11,8,9,0,100,346,204,71,194,247,259,137,56,4,1518
SAL13738,13,9,9,12,11,15,10,3,0,82,72,53,37,54,65,116,84,32,0,513
SAL13739,14,3,6,11,11,4,0,0,0,49,137,65,62,79,85,83,83,21,5,620
SAL13740,4,4,4,0,0,4,0,0,0,16,42,30,38,30,29,44,31,15,4,263
SAL13741,0,0,0,0,0,0,0,0,0,0,0,13,10,0,9,0,0,0,0,32
SAL13742,90,61,57,40,57,21,33,19,13,391,1339,709,848,691,765,561,499,283,91,5786
SAL13743,5,4,5,0,0,9,0,0,0,23,35,27,15,24,39,50,39,23,0,252
SAL13744,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,4,0,0,18
SAL13745,11,6,0,4,0,9,7,7,3,47,29,16,10,24,15,40,60,22,8,224
SAL13746,3,0,0,0,0,0,3,0,0,6,41,11,20,26,18,23,17,9,0,165
SAL13747,120,71,94,85,36,27,16,0,0,449,1758,828,1413,1470,560,326,175,33,12,6575
SAL13748,10,0,3,3,4,6,0,0,0,26,48,25,7,19,36,21,19,13,0,188
SAL13749,9,9,8,7,16,18,10,5,4,86,170,83,70,94,132,158,123,81,10,921
SAL13750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13751,3,0,0,5,0,0,0,0,0,8,7,0,0,0,3,9,7,4,0,30
SAL13752,0,0,0,0,0,0,0,3,0,3,4,6,4,5,10,11,18,4,6,68
SAL13753,6,0,4,3,10,10,20,13,0,66,104,59,73,63,113,174,278,114,5,983
SAL13754,0,0,0,0,0,0,4,0,0,4,3,4,4,5,7,15,7,3,0,48
SAL13755,3,0,4,0,0,0,0,0,0,7,11,12,15,11,12,16,16,3,5,101
SAL13756,4,0,0,0,5,0,0,0,0,9,12,18,0,10,13,20,4,3,0,80
SAL13757,21,11,22,30,22,12,8,3,0,129,232,149,320,267,224,159,85,45,12,1493
SAL13758,0,0,0,0,0,5,0,0,0,5,7,6,8,8,21,32,17,0,0,99
SAL13759,6,3,5,3,10,13,10,3,0,53,45,13,31,26,33,53,46,18,9,274
SAL13760,5,0,0,0,0,3,0,0,0,8,5,0,0,0,4,9,10,0,0,28
SAL13761,3,0,5,4,0,0,3,0,0,15,9,3,13,9,3,5,8,0,0,50
SAL13762,8,3,0,9,0,4,0,7,10,41,26,16,22,21,10,11,10,34,36,186
SAL13763,3,0,0,4,3,0,0,0,0,10,13,12,19,13,18,17,9,3,0,104
SAL13764,61,26,30,33,27,20,28,15,7,247,536,325,322,311,372,451,500,315,98,3230
SAL13765,0,0,0,0,0,4,4,0,0,8,20,10,13,10,25,50,35,13,0,176
SAL13766,0,0,0,0,0,0,0,0,0,0,9,10,4,5,9,5,4,3,0,49
SAL13767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13768,4,0,4,6,5,9,6,0,0,34,25,12,6,13,25,33,33,4,0,151
SAL13769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,15
SAL13770,4,3,0,4,6,11,3,0,0,31,92,64,42,55,80,124,102,53,7,619
SAL13771,0,0,0,0,0,0,0,0,0,0,10,10,3,4,8,0,3,6,0,44
