SAL_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SAL11010,0,0,0,4,7,13,30,45,25,127,0,0,3,0,0,9,8,5,3,36,6,12,13,14,23,10,26,30,26,161,60,221,358,269,286,252,217,152,85,1893
SAL11011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,6,15,13,19,30,25,12,0,121
SAL11012,0,0,0,0,0,0,4,3,0,5,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,4,0,5,0,15,3,6,26,35,47,48,52,14,9,245
SAL11013,0,0,0,0,0,3,17,30,23,75,0,0,0,3,0,0,5,6,0,20,5,5,0,9,9,7,11,17,7,68,87,189,240,322,422,404,300,196,82,2244
SAL11014,0,0,5,12,15,29,30,40,13,135,0,0,3,10,11,9,4,9,3,54,13,7,45,32,23,25,15,8,6,163,112,251,579,528,553,489,340,210,63,3116
SAL11015,0,0,7,0,0,4,23,31,20,90,0,0,10,8,3,4,10,0,4,38,14,26,254,157,79,44,42,40,18,681,199,733,4105,2636,1762,1346,938,483,162,12363
SAL11016,0,0,0,0,0,3,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,8,9,3,11,15,30,24,16,13,0,121
SAL11017,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,13,4,11,12,7,0,63
SAL11018,0,0,0,0,3,5,7,4,4,27,0,0,0,0,0,0,0,0,0,0,0,0,7,9,4,9,8,0,0,44,15,26,68,63,89,104,50,13,5,437
SAL11019,4,0,6,3,7,12,14,12,7,70,0,0,0,0,0,3,0,0,0,10,3,12,32,36,30,19,31,11,3,170,75,461,814,460,459,434,369,155,45,3271
SAL11020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,13,5,0,0,32
SAL11021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,9,0,0,20
SAL11022,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,9,3,0,20,10,5,17,37,35,23,31,14,0,172
SAL11023,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,12,4,12,31,31,36,70,55,14,6,254
SAL11024,0,0,0,0,4,13,9,19,8,48,0,0,0,0,0,0,0,0,0,4,16,4,24,20,27,25,38,25,9,188,34,46,123,110,152,185,161,132,44,991
SAL11025,4,0,0,3,0,15,19,25,18,88,0,0,0,0,0,0,0,0,0,7,3,9,16,8,13,13,14,23,25,120,73,101,257,234,262,288,257,166,87,1724
SAL11026,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,18,17,34,44,67,62,10,0,272
SAL11027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11028,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,7,0,0,13,0,3,11,15,13,11,13,9,0,82
SAL11029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,9
SAL11031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,10,17,20,24,17,7,0,99
SAL11032,0,0,0,4,0,4,6,8,4,23,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,5,16,4,0,33,8,17,37,25,42,69,86,33,8,321
SAL11033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,6,3,10,16,4,5,5,62
SAL11034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL11035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SAL11036,0,0,11,8,13,40,63,73,50,258,0,0,0,0,5,3,12,10,4,29,21,21,108,116,93,62,63,43,35,567,161,319,858,808,821,937,754,539,242,5447
SAL11037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,7,6,11,3,33,7,3,6,16,30,33,31,25,7,152
SAL11038,0,0,0,0,3,9,15,4,0,33,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,14,23,13,0,54,11,15,24,50,72,178,203,64,16,626
SAL11039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,3,4,0,0,0,7
SAL11040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,5,0,0,0,12
SAL11041,0,0,0,0,3,6,10,6,0,32,0,0,0,0,0,0,0,3,0,0,10,11,19,3,20,15,13,0,7,92,38,61,55,73,128,94,85,37,15,586
SAL11042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,3,0,4,3,4,0,0,19
SAL11043,0,0,4,4,12,24,43,47,23,162,0,0,0,0,6,0,0,0,4,6,26,18,45,45,51,78,83,66,54,473,83,135,312,309,405,509,545,323,180,2799
SAL11044,0,6,8,10,16,30,38,39,25,158,0,0,0,0,0,4,7,7,5,16,34,25,48,47,36,39,46,46,14,332,97,139,346,267,290,340,290,180,65,2007
SAL11045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
SAL11046,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,9,0,0,18,17,7,30,30,41,42,45,14,4,236
SAL11047,0,0,0,0,5,7,17,8,4,46,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,5,4,9,3,41,23,21,54,69,75,105,81,57,11,489
SAL11048,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,10,22,21,33,26,14,3,142
SAL11049,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,3,0,3,8,0,6,0,33,10,12,51,54,48,81,53,25,7,337
SAL11050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,9
SAL11051,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,3,7,16,7,5,0,51,8,11,56,68,67,107,69,11,0,399
SAL11052,4,0,8,10,13,33,50,42,43,209,0,0,3,0,0,0,4,4,0,23,12,19,28,21,20,27,47,67,74,316,201,390,945,780,768,763,737,541,334,5457
SAL11053,4,0,8,4,16,46,130,90,61,347,0,0,0,0,9,0,4,7,0,19,18,23,44,47,53,65,79,90,28,457,156,284,563,616,748,1009,1136,750,271,5533
SAL11054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,7,14,15,18,15,8,6,7,79
SAL11055,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,13,6,6,9,20,19,24,13,12,4,113
SAL11056,0,0,0,0,0,7,8,9,7,28,0,0,0,0,0,4,0,0,3,5,5,4,3,14,14,11,10,5,4,67,71,151,194,360,437,438,319,116,26,2125
SAL11057,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,14,3,8,0,25,10,13,19,5,0,91
SAL11058,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,6,7,17,18,7,4,64
SAL11059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,4,4,4,0,18,0,4,10,11,3,7,12,0,0,45
SAL11060,0,0,4,0,9,3,5,8,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,7,0,0,27,10,12,34,31,41,64,61,21,3,268
SAL11061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7
SAL11062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9
SAL11063,3,0,0,7,4,10,28,17,10,69,0,0,0,0,0,0,0,0,6,4,24,15,12,29,27,32,24,14,10,188,66,77,135,130,176,193,183,110,51,1120
SAL11064,0,0,0,0,0,3,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,0,8,0,26,9,9,10,9,30,32,23,20,5,141
SAL11065,0,0,0,0,0,6,0,6,3,20,0,0,0,0,0,0,0,0,0,0,0,4,3,5,7,16,11,9,0,55,14,39,87,91,121,149,103,37,3,649
SAL11066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL11067,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,12,0,0,22
SAL11068,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,8,17,28,36,21,6,3,136
SAL11069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11070,0,0,0,0,9,13,22,37,13,96,0,0,0,0,0,4,9,8,7,30,4,9,10,10,8,17,8,12,9,81,145,310,430,528,654,786,408,161,50,3485
SAL11071,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,0,8,5,6,7,7,0,0,33
SAL11072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,4,0,18,5,4,13,8,22,15,10,3,0,85
SAL11073,0,0,4,0,11,12,10,10,5,45,0,0,4,0,0,0,0,0,0,7,0,5,19,7,14,13,12,6,0,85,59,80,257,226,265,233,197,74,15,1411
SAL11074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,6,10,7,6,4,0,50
SAL11075,0,0,0,0,8,15,27,35,15,108,0,0,3,3,3,0,3,0,4,17,10,4,10,11,11,18,36,80,27,218,125,210,361,538,709,848,986,669,210,4674
SAL11076,0,0,0,0,0,0,3,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,12,0,0,31,7,13,21,43,64,72,58,10,0,289
SAL11077,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,11,8,13,5,3,0,53
SAL11078,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,13,7,5,0,0,40
SAL11079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,11,3,4,3,4,33
SAL11080,7,0,7,11,20,28,83,80,64,290,0,0,0,3,0,4,3,8,0,15,11,20,34,22,46,46,67,51,44,341,138,238,484,449,676,866,906,604,251,4625
SAL11081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11082,4,0,0,10,8,40,68,80,73,283,0,0,0,0,0,0,6,8,10,36,5,17,25,25,19,18,31,40,29,214,150,396,956,863,834,916,752,462,272,5588
SAL11083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL11084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,3,0,23
SAL11085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,14,0,0,5,3,11,21,22,10,0,72
SAL11086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,3,0,0,22,5,6,8,10,10,22,28,8,3,93
SAL11087,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,3,0,20
SAL11088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,7,3,0,29
SAL11089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,3,7,8,9,5,33
SAL11090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,8,0,7,6,17,11,10,13,14,0,78
SAL11091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,5,0,0,21
SAL11092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11093,0,0,0,0,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,3,0,0,19,12,22,31,40,44,29,33,13,0,225
SAL11094,0,3,0,0,8,3,25,14,0,51,0,0,0,0,0,0,0,0,0,0,3,4,13,11,9,10,5,3,0,61,17,45,114,109,134,156,151,67,17,808
SAL11095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,3,0,9,11,8,3,43
SAL11096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,11
SAL11097,0,0,3,0,3,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,41,48,75,98,93,68,36,6,471
SAL11098,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,14,11,6,17,12,5,0,81
SAL11099,0,4,7,18,36,66,163,115,78,486,0,0,0,5,0,6,6,0,0,20,44,60,95,84,101,104,114,93,54,737,272,544,1058,984,1203,1332,1392,877,378,8034
SAL11100,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,0,0,10,9,16,8,14,0,0,52
SAL11101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15
SAL11102,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,12,4,3,7,3,6,0,41,11,13,53,35,47,71,32,18,5,282
SAL11103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,18,10,9,50,11,28,46,24,4,0,184
SAL11104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,3,10,3,0,23
SAL11105,9,4,26,23,40,79,110,60,26,376,0,0,6,4,7,10,8,5,10,48,58,49,134,113,78,82,39,45,7,606,503,1061,2396,2148,2024,1854,1070,406,94,11559
SAL11106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL11107,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,4,14,6,18,12,22,11,4,94
SAL11108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,9,3,0,0,14
SAL11109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,7,0,5,7,5,11,14,7,3,4,50
SAL11110,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,7,0,0,0,8,7,3,12,0,0,33
SAL11111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL11112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,3,9,9,13,0,0,34
SAL11113,0,0,0,5,0,3,14,10,9,50,0,0,5,4,0,5,3,5,0,22,23,12,64,67,43,46,39,35,36,361,156,505,1938,1914,1525,1230,1161,664,219,9303
SAL11114,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,6,12,8,15,17,7,8,87,23,94,292,295,325,359,317,161,48,1925
SAL11115,0,0,0,3,4,8,10,10,3,34,0,0,0,0,0,0,0,0,0,4,3,3,16,23,16,19,10,9,4,105,29,55,147,165,211,305,286,106,26,1334
SAL11116,0,0,12,11,17,21,46,46,33,177,0,0,0,3,0,3,6,11,5,33,10,16,70,36,31,27,30,19,7,239,101,321,1099,726,619,496,392,194,87,4033
SAL11117,0,4,4,16,11,41,48,71,18,215,0,0,5,0,6,5,33,25,22,106,12,10,21,12,19,7,13,6,4,108,66,142,286,277,280,236,196,147,52,1677
SAL11118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,6,8,12,7,0,31
SAL11119,4,0,0,7,5,10,20,51,18,114,0,0,0,4,3,6,6,9,9,39,14,9,32,43,39,29,34,42,36,278,215,404,650,1064,1264,885,729,550,217,5977
SAL11120,0,0,0,7,10,19,55,65,34,191,0,0,3,4,0,5,5,4,7,25,21,41,157,128,110,108,114,102,108,889,309,1024,3219,2181,2199,2580,2212,1078,559,15366
SAL11121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,11,5,9,0,0,0,39
SAL11122,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,5,5,20,13,31,38,14,3,140
SAL11123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,8,5,11,18,10,7,0,63
SAL11124,0,0,0,0,10,17,37,42,31,142,0,0,0,0,0,3,3,0,3,11,12,4,12,15,16,32,26,26,22,171,73,117,223,232,296,446,398,273,134,2189
SAL11125,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,9,0,0,13,16,6,15,14,3,0,75
SAL11126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,0,20,0,3,15,14,18,16,9,0,0,83
SAL11127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,3,0,0,5,0,0,13
SAL11128,0,0,0,0,3,3,6,0,4,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,21,20,19,47,79,76,72,76,49,8,451
SAL11129,0,0,0,0,0,0,8,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,3,15,19,24,35,91,80,67,74,47,17,455
SAL11130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6
SAL11131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,4,0,0,6,18,17,16,5,72
SAL11132,0,0,0,3,0,0,12,8,4,30,0,0,0,3,0,0,0,0,5,8,9,8,59,34,17,18,15,5,3,169,64,255,1188,1061,667,461,327,138,45,4208
SAL11133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,7,13,17,3,0,58
SAL11134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11135,0,3,11,14,14,47,114,151,94,442,0,0,17,21,8,14,41,57,47,204,8,21,34,50,36,55,69,78,122,474,214,665,1422,1388,1473,1351,999,709,453,8675
SAL11136,0,0,7,6,20,57,145,182,73,493,0,3,10,7,18,24,51,49,37,196,22,13,61,63,79,54,43,36,29,406,260,621,1293,1454,1660,1384,1091,586,248,8606
SAL11137,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,13,7,0,3,0,9,5,20,3,0,50
SAL11138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,14,0,0,0,3,7,3,4,0,0,27
SAL11139,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,4,6,0,28,4,4,20,26,32,52,36,19,4,199
SAL11140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,4,5,0,0,22
SAL11141,0,0,0,0,0,5,3,10,0,23,0,0,0,0,0,0,0,0,0,0,0,5,6,0,3,0,0,6,0,26,12,25,48,71,65,81,91,45,11,446
SAL11142,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,0,7,11,3,20,12,0,0,53
SAL11143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,20
SAL11144,0,0,0,0,0,4,0,0,4,14,0,0,0,0,0,0,0,0,0,0,6,7,0,8,8,12,8,0,0,45,30,46,104,113,123,146,101,40,14,714
SAL11145,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,7,10,5,6,0,0,28,4,11,22,48,54,47,56,13,6,253
SAL11146,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,6,0,18,3,11,24,18,38,53,52,32,5,249
SAL11147,4,0,0,5,0,9,27,27,32,106,0,0,0,5,0,0,3,0,0,8,3,3,17,9,7,10,20,19,15,103,61,118,300,261,305,498,489,341,132,2504
SAL11148,0,0,7,8,0,9,21,14,3,61,0,0,0,0,0,0,0,0,0,0,10,5,0,11,17,12,21,26,12,112,46,60,101,175,161,175,219,130,30,1108
SAL11149,0,0,0,0,0,0,7,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,5,13,13,13,24,28,32,13,3,140
SAL11150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,3,7,5,0,0,33
SAL11151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,10
SAL11152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,9,11,5,6,0,31
SAL11153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,6
SAL11154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,6,0,0,20
SAL11155,0,0,0,4,3,4,3,9,3,26,0,0,0,0,0,4,3,0,0,10,3,4,17,15,12,3,9,3,3,75,49,111,262,348,304,244,194,83,14,1621
SAL11156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,5,0,16
SAL11157,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,9,6,0,0,25,12,17,18,33,21,44,12,10,3,163
SAL11158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SAL11159,0,0,0,0,4,0,9,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,19,0,0,10,15,39,39,57,15,0,178
SAL11160,0,0,0,0,0,5,9,4,0,17,0,0,0,0,0,0,0,0,0,4,3,0,6,8,5,6,11,0,0,42,11,22,43,55,42,80,67,40,9,375
SAL11161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9
SAL11162,0,0,4,4,4,20,21,26,22,95,0,0,0,0,0,0,0,0,0,0,10,10,7,12,3,14,32,26,27,136,58,92,207,207,221,284,277,170,95,1609
SAL11163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,5,5,4,0,0,31
