SAL_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SAL11164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12,14,34,37,11,5,108
SAL11165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,0,6,14,3,12,10,15,21,38,22,8,10,135
SAL11166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,5,0,0,4,0,0,15
SAL11167,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,6,16,9,18,18,18,9,0,96
SAL11168,0,0,0,0,0,0,5,4,3,15,0,0,0,0,0,0,0,3,0,5,0,3,10,8,24,7,4,3,4,69,59,140,227,275,456,292,166,87,40,1733
SAL11169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,5,3,4,0,4,0,0,6,0,0,13
SAL11170,0,0,0,4,5,9,14,8,0,41,0,0,0,0,0,0,0,0,0,0,3,5,0,5,4,6,14,0,3,43,26,48,102,79,84,122,89,38,15,596
SAL11171,0,0,0,0,0,0,8,0,3,18,0,0,0,0,0,0,0,0,0,0,4,5,17,6,8,13,16,5,0,77,11,14,71,57,56,84,67,24,7,389
SAL11172,0,0,0,0,0,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,5,3,4,13,3,0,35
SAL11173,0,0,0,0,0,0,5,4,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,3,6,0,20,22,5,38,43,44,47,35,27,6,262
SAL11174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11175,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,4,9,3,0,14,6,5,22,22,33,37,43,22,5,186
SAL11176,0,0,10,0,10,27,34,21,11,112,0,0,9,0,4,4,9,3,3,29,4,13,26,21,16,11,5,12,5,107,182,325,892,811,751,513,279,113,27,3903
SAL11177,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10,0,3,6,24,3,13,32,36,34,124,113,56,22,432
SAL11178,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,6,0,7,23,24,29,28,19,13,5,140
SAL11179,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,12,11,22,31,22,33,21,5,0,145
SAL11180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,11,10,14,10,3,0,59
SAL11181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8
SAL11182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,3,6,0,22,0,4,6,7,14,13,3,6,0,61
SAL11183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,10,0,0,0,30
SAL11184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,6,0,21,19,5,0,58
SAL11185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,8,8,3,0,6,4,0,29
SAL11186,0,0,0,0,7,13,15,27,9,59,0,0,0,0,0,4,9,3,0,11,5,4,16,10,11,20,22,37,49,174,27,50,101,90,130,149,186,186,73,987
SAL11187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,8,4,0,0,6,10,5,11,0,0,37
SAL11188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,3,4,4,0,12
SAL11189,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,3,3,0,0,20,7,9,12,23,38,31,20,11,9,151
SAL11190,0,0,0,0,0,4,6,3,5,15,0,0,0,0,0,0,0,0,0,6,0,0,7,3,7,9,11,25,10,74,11,25,53,66,72,108,127,122,45,623
SAL11191,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,0,0,22,5,4,33,25,37,57,33,10,4,205
SAL11192,0,0,6,0,5,10,19,31,27,93,0,0,0,0,0,0,0,0,0,0,5,12,23,11,14,37,30,38,55,233,36,38,158,185,211,359,426,236,197,1849
SAL11193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL11194,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,4,8,10,3,3,8,6,0,44
SAL11195,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,4,0,18,3,15,12,24,35,34,31,19,5,182
SAL11196,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,5,14,28,29,44,36,14,5,182
SAL11197,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,10,13,17,12,9,0,82
SAL11198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,5,7,13,0,0,0,28
SAL11199,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,14,0,0,6,8,6,0,15,3,0,50
SAL11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,11,3,5,9,27,46,75,65,33,0,256
SAL11201,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,9,10,13,17,22,8,16,5,95
SAL11202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4
SAL11203,3,3,8,17,18,41,110,104,84,383,4,0,0,0,0,4,12,8,3,34,26,25,57,53,32,33,49,69,28,370,331,708,1467,1326,1337,1218,1096,798,303,8576
SAL11204,0,0,0,0,3,3,5,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,16,17,3,0,52,10,20,20,47,62,90,71,45,8,374
SAL11205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,8,6,4,3,10,5,4,0,46
SAL11206,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6,3,4,31,7,8,30,14,31,46,57,18,4,210
SAL11207,5,0,0,0,8,12,15,12,0,50,0,0,0,0,0,0,0,0,0,0,9,4,18,13,7,19,7,10,6,102,18,11,50,45,59,74,61,50,10,376
SAL11208,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,16,20,27,3,0,80
SAL11209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,3,6,9,8,5,0,37
SAL11210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,11,6,12,19,11,8,3,80
SAL11211,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,7,6,4,9,0,0,32,4,14,11,26,37,38,49,11,0,183
SAL11212,0,0,0,0,0,0,5,10,5,19,0,0,0,0,0,0,0,6,0,3,6,9,43,38,30,36,19,39,19,239,44,137,588,513,453,522,564,476,169,3470
SAL11213,0,0,8,6,7,13,10,13,7,69,0,0,3,9,7,6,7,3,0,32,11,57,222,163,108,104,68,65,19,821,89,705,3268,2118,1404,1201,752,347,96,9992
SAL11214,0,0,0,0,0,0,8,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,4,3,17,5,32,67,36,47,44,34,16,13,300
SAL11215,0,0,0,0,3,6,3,6,3,18,0,0,0,0,0,0,0,3,3,7,15,21,54,28,17,12,4,3,0,154,202,664,780,283,207,164,97,41,9,2445
SAL11216,3,0,4,7,3,20,19,11,4,72,0,0,0,0,3,0,0,0,0,7,8,8,19,8,21,17,24,13,3,114,35,56,135,109,138,176,127,55,10,850
SAL11217,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,4,0,0,18
SAL11218,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,7,3,0,10,10,6,18,11,5,0,60
SAL11219,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,3,8,6,12,18,14,12,13,0,84
SAL11220,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,13,29,27,64,81,136,120,80,30,8,584
SAL11221,0,0,0,0,3,0,10,3,0,18,0,0,0,0,0,0,3,0,0,6,4,0,0,3,4,5,7,7,0,34,89,144,130,301,503,316,344,187,26,2042
SAL11222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,8,5,0,0,31
SAL11223,0,0,0,0,9,7,22,14,15,67,0,0,0,0,0,0,0,0,0,6,7,0,3,13,10,12,14,18,12,96,62,87,210,312,302,355,331,283,143,2072
SAL11224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,5,0,11,10,20,21,39,60,98,72,29,4,347
SAL11225,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,4,3,5,7,10,25,13,3,0,70
SAL11226,3,3,3,9,4,31,36,17,15,122,0,0,0,0,5,3,11,5,0,31,14,14,35,32,21,22,25,29,41,226,91,210,511,454,339,376,267,117,86,2437
SAL11227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,5,0,25
SAL11228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SAL11229,0,3,19,57,52,54,75,74,54,379,0,5,19,53,71,36,24,15,17,242,22,69,239,183,91,103,101,66,39,907,329,1459,4931,4187,3035,2544,1584,860,352,19288
SAL11230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3
SAL11231,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,11,9,9,25,8,7,4,79
SAL11232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,12
SAL11233,0,0,0,0,0,5,11,8,0,33,0,0,0,0,0,0,0,0,0,0,0,5,3,3,6,9,24,5,4,62,5,23,34,35,72,77,102,48,13,395
SAL11234,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,15,0,3,12,9,15,19,15,3,3,101
SAL11235,0,0,0,0,4,0,7,0,0,16,0,0,0,0,0,0,0,0,0,4,4,0,7,0,0,4,0,0,0,16,8,7,25,30,29,54,52,24,14,240
SAL11236,0,0,0,0,7,6,14,5,6,33,0,0,0,0,0,0,0,0,0,4,5,3,12,17,13,12,16,11,4,86,15,25,49,69,83,93,76,40,14,477
SAL11237,0,0,3,18,15,38,46,38,17,175,0,0,0,3,8,15,18,21,11,79,6,31,50,49,27,32,28,21,6,242,168,504,1782,1800,844,652,482,279,70,6593
SAL11238,0,0,0,0,0,0,11,8,5,23,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,17,19,35,91,16,24,45,43,47,83,132,98,66,555
SAL11239,0,7,9,12,32,70,113,88,59,385,0,0,3,0,3,10,4,8,6,27,41,40,97,91,83,99,96,78,28,663,211,361,764,713,887,1102,1034,622,280,5975
SAL11240,3,0,0,3,0,10,17,15,11,60,0,0,0,3,4,10,3,3,5,21,0,6,10,14,6,14,17,8,6,90,66,221,392,458,523,566,440,201,86,2955
SAL11241,0,0,0,4,3,7,12,9,9,42,0,0,5,5,4,3,3,3,3,24,0,4,5,8,12,13,8,10,9,68,59,124,178,361,289,319,241,98,61,1730
SAL11242,0,0,0,0,0,0,8,0,0,13,0,0,0,0,3,0,4,3,0,15,0,0,0,5,4,6,4,0,0,18,22,48,63,141,135,122,132,30,14,713
SAL11243,0,0,3,0,3,7,22,32,17,85,0,0,0,0,0,0,0,4,0,5,9,8,7,8,13,20,27,12,6,117,63,80,195,206,241,248,201,126,59,1424
SAL11244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,8,0,6,4,0,0,24
SAL11245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,5,9,0,5,0,0,29
SAL11246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,5,15,19,3,0,42
SAL11248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,10
SAL11249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,11
SAL11250,0,0,15,9,18,23,41,17,4,138,0,0,11,8,6,10,18,4,0,60,9,14,36,32,30,21,31,9,0,177,90,165,374,339,347,304,314,98,22,2056
SAL11251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,3,3,0,0,24
SAL11252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,10,3,3,6,0,0,26
SAL11253,0,0,0,0,0,5,12,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,10,6,4,16,9,5,3,58,17,22,89,95,120,200,185,54,12,804
SAL11254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7
SAL11255,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,0,0,0,24,0,0,6,10,11,19,12,0,0,54
SAL11256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,13
SAL11257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,13,0,3,9,7,14,19,18,3,0,74
SAL11258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,4,5,4,5,11,3,8,0,32
SAL11259,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,0,20
SAL11260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11261,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,5,8,3,6,10,0,42
SAL11262,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,10,16,21,11,4,0,63
SAL11263,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,3,6,22,8,12,14,9,5,0,75
SAL11264,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,8,3,0,12,17,6,20,7,15,0,88
SAL11265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,6,0,8,0,9,5,20,8,4,0,50
SAL11266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,3,3,0,25
SAL11267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11
SAL11268,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,4,4,0,17,21,57,60,83,103,108,60,34,11,536
SAL11269,0,0,0,0,9,4,15,20,9,52,0,0,0,0,0,0,0,0,0,7,14,6,15,16,21,12,10,21,3,118,39,65,256,221,247,222,182,114,33,1381
SAL11270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15,18,11,3,0,53
SAL11271,0,0,0,0,0,0,3,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,4,4,0,17,3,15,37,43,37,63,52,24,6,291
SAL11272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,6,7,10,15,13,33,26,6,0,108
SAL11273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,4,0,0,8,10,6,9,0,4,0,30
SAL11274,0,0,0,0,0,8,4,3,4,32,0,0,0,0,0,0,0,0,0,5,4,5,5,4,8,12,9,9,3,46,19,35,64,53,98,155,102,44,10,577
SAL11275,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,3,0,3,12,3,0,8,9,11,13,20,8,0,75
SAL11276,0,0,0,0,0,0,4,15,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,8,15,0,5,7,10,36,37,101,54,17,266
SAL11277,9,5,15,35,47,112,172,103,38,548,0,3,19,30,48,31,51,33,13,222,70,69,181,154,162,113,107,61,20,936,394,942,2007,1896,1744,1606,1231,527,164,10508
SAL11278,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,0,0,0,17,15,16,35,44,63,59,31,13,0,273
SAL11279,0,0,0,0,0,12,12,19,9,59,0,0,0,0,0,0,4,0,0,8,6,5,15,8,6,11,19,28,8,97,53,99,188,161,191,298,263,180,48,1465
SAL11280,3,0,0,0,0,8,19,19,18,66,0,0,0,0,0,0,0,4,0,11,9,0,3,13,8,16,11,18,4,70,30,30,87,94,141,205,202,159,61,1013
SAL11281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,9,0,4,4,3,9,28,21,10,3,77
SAL11282,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,4,0,0,16,3,3,14,18,24,42,32,3,4,138
SAL11283,0,0,0,0,0,4,3,5,12,27,0,0,5,0,0,0,0,0,0,12,0,15,55,32,20,22,22,19,20,207,44,286,1005,663,511,488,532,365,144,4032
SAL11284,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,7,4,8,17,30,16,25,31,3,5,125
SAL11285,0,0,0,0,3,9,14,5,0,35,0,0,0,0,0,0,0,0,0,0,4,0,4,10,8,6,12,7,0,59,52,87,122,165,187,196,184,55,18,1070
SAL11286,0,0,0,0,6,0,4,5,7,25,0,0,0,0,0,0,0,0,5,10,5,4,11,12,13,11,16,14,10,110,100,248,382,446,648,512,405,191,67,3010
SAL11287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,12,10,15,22,20,15,0,0,97
SAL11288,0,0,0,0,4,4,3,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,5,0,0,0,15,9,21,49,29,47,51,21,7,7,243
SAL11289,0,0,0,0,0,0,14,14,3,28,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,14,20,15,62,3,9,9,10,22,41,116,121,41,367
SAL11290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,8,8,8,0,34
SAL11291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11292,0,0,0,0,0,8,9,0,4,21,0,0,0,0,0,0,0,0,0,4,0,4,3,5,9,4,6,7,0,43,6,5,15,20,45,57,54,16,4,220
SAL11293,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,10,0,0,0,13,8,21,19,3,0,83
SAL11294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,7,0,5,0,24
SAL11295,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,11,16,3,0,52
SAL11296,0,0,0,0,9,15,38,79,62,205,0,0,0,0,4,3,10,15,16,51,13,29,87,68,53,46,42,77,118,536,193,556,1719,1798,1696,1486,1190,746,406,9788
SAL11297,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,10,9,0,10,0,0,30
SAL11298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,3,5,13,4,8,0,35
SAL11299,14,14,47,49,114,220,404,311,183,1344,0,4,16,19,12,29,26,15,5,124,231,231,619,473,420,374,340,302,184,3184,1217,2514,6838,5341,4887,4816,3849,2450,938,32853
SAL11300,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,9,10,14,5,4,0,37
SAL11301,0,0,0,0,0,0,4,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,10,9,10,17,13,0,72
SAL11302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,5,3,8,11,8,0,0,32
SAL11303,0,0,0,0,4,4,11,14,4,40,0,0,0,0,0,0,0,0,0,0,6,4,7,12,8,7,5,7,6,60,65,112,234,339,345,299,278,122,56,1848
SAL11304,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,4,4,3,0,0,0,0,13,12,38,35,49,86,73,43,23,5,383
SAL11305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,0,3,17,3,7,12,9,28,33,20,3,3,126
SAL11306,0,0,3,11,16,47,110,211,104,520,0,0,9,4,14,15,36,74,53,205,22,57,175,102,87,74,67,42,31,657,220,769,2729,2412,2047,1580,985,639,279,11664
SAL11307,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,11,3,5,0,10,24,34,28,13,4,111
SAL11308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,7,10,8,17,0,10,0,56
SAL11309,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,4,6,6,15,11,7,0,55
SAL11310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,4,3,5,4,0,0,25
SAL11311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11312,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,3,0,18,0,14,29,48,46,57,59,17,12,286
SAL11313,0,0,0,0,0,6,14,8,0,36,0,0,0,0,0,0,0,0,0,0,3,0,6,3,3,6,14,8,3,44,15,28,42,60,93,223,282,145,31,908
SAL11314,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,4,3,6,5,19,9,10,3,0,56
SAL11315,3,0,3,9,9,17,17,29,12,91,0,0,3,5,0,16,7,3,6,47,7,11,27,20,16,15,23,16,10,149,134,333,707,790,674,589,376,187,74,3862
SAL11316,5,0,5,11,12,32,38,35,15,151,0,3,7,6,0,10,18,6,8,49,15,21,40,64,47,44,38,18,10,297,146,342,765,905,781,773,488,231,76,4513
SAL11317,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,13,16,15,28,36,10,0,126
