SAL_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
SAL22902,47,0,0,0,0,49,25,0,0,0,0,25,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,82,0,0,0,0,84
SAL22903,12,0,0,0,0,16,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,18
SAL22904,17,0,0,0,0,17,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,42
SAL22905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22906,34,0,0,0,0,34,35,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,7,0,0,0,0,7,0,0,0,0,0,0,20,0,0,0,0,20,7,0,0,0,0,9,0,0,0,0,0,0,93,0,0,0,0,95
SAL22907,46,0,0,0,0,46,44,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,101,0,0,0,0,105
SAL22908,47,0,0,0,0,47,25,0,0,0,0,27,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,82
SAL22909,12,0,0,0,0,14,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,31
SAL22910,382,28,0,0,0,416,485,22,0,0,0,505,51,18,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,38,7,0,0,0,49,4,0,0,0,0,4,0,0,0,0,0,0,103,28,0,0,0,129,13,0,0,0,0,13,13,0,0,0,0,10,993,81,0,0,0,1075
SAL22911,309,40,20,20,0,385,392,22,11,6,0,430,73,25,6,0,0,100,5,8,0,0,0,9,0,4,0,0,0,5,30,3,0,0,0,34,10,0,0,28,0,34,0,0,0,0,0,4,115,40,6,29,0,188,14,9,0,0,0,27,10,3,0,0,0,15,833,121,37,52,0,1046
SAL22912,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SAL22913,313,5,0,0,0,320,294,0,0,0,0,292,57,0,0,0,0,66,10,0,0,0,0,10,0,0,0,0,0,0,35,7,0,0,0,38,5,0,0,0,0,5,0,0,0,0,0,0,106,3,0,0,0,110,9,0,0,0,0,9,18,0,0,0,0,22,736,16,0,0,3,753
SAL22914,47,0,0,0,0,46,29,0,0,0,0,29,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,82,0,0,0,0,79
SAL22915,402,38,9,14,0,471,195,8,0,0,0,206,72,16,12,0,0,95,29,8,8,0,0,43,5,3,5,0,0,22,33,0,0,0,0,39,7,0,0,3,0,11,0,0,0,0,0,0,150,26,31,5,0,202,14,3,0,0,0,21,18,0,0,4,0,25,788,72,42,24,6,922
SAL22916,234,0,0,0,0,234,216,0,0,0,0,215,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,5,0,0,0,0,5,0,0,0,0,0,0,21,0,0,0,0,21,10,0,0,0,0,10,8,0,0,0,0,8,486,0,0,0,0,485
SAL22917,1409,145,42,12,0,1608,1769,347,191,13,0,2323,815,357,353,40,0,1568,41,47,12,0,0,96,21,7,12,0,0,37,187,60,39,8,0,287,11,3,8,4,0,19,0,0,0,0,0,0,1074,469,413,54,0,2011,57,12,6,0,0,72,43,8,7,0,0,59,4346,981,661,74,5,6060
SAL22918,21,0,0,0,0,21,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,12,0,0,0,0,12,5,0,0,0,0,5,0,0,0,0,0,0,35,0,0,0,0,35
SAL22919,1389,154,3,47,0,1596,914,40,4,0,0,956,338,159,3,3,0,507,49,47,0,0,0,94,4,8,0,0,0,13,126,42,4,3,0,172,14,0,0,4,0,20,4,0,0,0,0,5,538,253,9,5,0,804,32,11,0,3,0,47,42,14,0,0,0,64,2917,469,13,62,0,3462
SAL22920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SAL22921,74,0,0,0,0,74,75,0,0,0,0,75,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,9,0,0,0,0,9,10,0,0,0,0,10,181,0,0,0,0,181
SAL22922,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SAL22923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22924,382,3,0,11,0,395,209,0,0,0,0,207,71,0,0,0,3,73,8,0,0,0,0,8,0,0,0,0,0,0,38,0,0,0,0,38,0,0,0,0,0,9,3,0,0,0,0,3,129,0,0,0,3,129,11,0,0,0,0,16,12,0,0,0,0,14,744,7,5,10,3,770
SAL22925,79,0,0,0,0,80,86,0,0,0,0,86,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,9,4,0,0,0,0,3,0,0,0,0,0,0,180,0,3,0,0,184
SAL22926,41,0,0,0,0,43,48,0,0,0,0,48,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,107,0,0,0,0,113
SAL22927,39,0,0,0,0,42,45,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,96,0,0,0,0,96
SAL22928,29,0,0,0,0,29,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,45,0,0,0,0,45
SAL22929,19,0,0,0,0,19,15,0,0,0,0,15,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,38
SAL22930,16,0,0,0,0,16,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,34
SAL22931,0,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,12
SAL22932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22933,12,0,0,0,0,12,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,7,0,0,0,0,0,0,30,0,0,0,0,30
SAL22934,159,0,0,0,0,158,171,0,0,0,0,171,28,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,62,4,0,0,0,0,4,3,0,0,0,0,3,391,0,0,0,0,400
SAL22935,111,0,0,0,0,111,114,0,0,0,0,114,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,5,0,0,0,0,5,0,0,0,0,0,0,16,0,0,0,0,16,7,0,0,0,0,7,4,0,0,0,0,4,245,0,0,0,0,245
SAL22936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22937,8,0,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,19
SAL22938,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SAL22939,24,0,0,0,0,24,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,47,0,0,0,0,47
SAL22940,6,0,0,0,0,6,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22
SAL22941,26,0,0,0,0,26,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,44,0,0,0,0,43
SAL22942,11,0,0,0,0,11,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SAL22943,17,0,0,0,0,17,21,0,0,0,0,21,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,46,0,0,0,0,46
SAL22944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL29494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30001,14,0,0,0,0,14,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SAL30002,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL30003,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SAL30004,57,0,0,0,0,57,27,0,0,0,0,27,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,5,0,0,0,0,5,0,0,0,0,0,0,27,0,0,0,0,27,16,0,0,0,0,16,5,0,0,0,0,5,121,0,0,0,0,121
SAL30005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,0,0,0,7,3
SAL30006,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
SAL30007,489,9,11,0,0,512,683,41,17,0,0,740,455,150,19,0,3,628,306,58,15,0,0,384,34,8,0,0,0,38,155,18,3,0,0,178,29,22,0,0,0,51,6,0,0,0,0,8,984,256,50,0,4,1295,29,3,0,0,0,35,47,9,0,0,4,55,2230,324,77,0,9,2633
SAL30008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30009,88,4,0,7,0,97,144,0,0,11,0,152,35,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,0,14,6,0,0,0,0,6,0,0,0,0,0,0,54,0,0,3,0,56,3,0,0,0,0,3,4,0,0,0,0,4,296,4,0,17,0,318
SAL30010,10,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,21,0,0,0,0,26
SAL30011,58,0,0,0,0,59,60,0,0,0,0,60,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,3,0,0,0,0,3,139,0,0,0,0,137
SAL30012,51,0,0,9,0,57,89,0,0,0,0,92,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,21,0,20,0,0,0,0,0,0,15,0,0,21,0,31,0,0,0,0,0,0,0,0,0,3,0,3,157,0,0,35,0,193
SAL30013,33,0,0,0,0,38,67,3,0,0,0,71,16,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,28,7,0,0,0,38,0,0,0,0,0,0,5,0,0,0,0,5,135,13,0,0,0,144
SAL30014,375,14,20,5,4,412,276,3,9,0,0,298,100,16,25,0,0,143,4,0,0,0,0,4,0,0,0,0,0,0,60,0,3,0,0,68,6,0,0,7,0,13,5,0,0,0,0,4,172,17,34,7,0,227,19,0,0,0,0,19,30,5,0,0,0,28,870,39,67,15,0,986
SAL30015,23,0,0,0,0,23,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,4,0,0,0,0,4,6,0,0,0,0,6,55,0,0,0,0,55
SAL30016,50,18,20,46,6,131,39,14,17,0,4,77,29,18,98,5,0,146,0,0,0,0,0,0,0,0,0,0,0,0,15,0,29,0,0,42,5,0,18,4,0,25,0,0,0,0,0,0,40,23,135,7,0,214,3,0,0,0,0,11,3,0,4,0,0,4,131,55,183,51,13,437
SAL30017,46,0,0,0,0,46,34,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,17,3,0,0,0,0,3,4,0,0,0,0,4,102,0,0,0,0,102
SAL30018,429,35,3,9,0,481,457,26,0,0,0,484,247,203,12,0,0,464,69,81,11,0,0,163,0,8,0,0,0,13,117,44,0,0,0,162,12,8,0,0,0,24,3,6,0,0,0,10,451,346,27,0,0,830,14,3,0,0,0,16,18,14,0,0,3,37,1370,426,29,12,7,1839
SAL30019,23,0,0,0,0,23,10,0,0,0,0,10,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,43
SAL30020,1687,221,15,0,0,1922,2555,137,3,0,0,2688,409,174,6,0,0,584,14,0,0,0,0,19,0,4,0,0,0,9,123,43,10,0,0,173,68,30,0,0,0,92,0,0,0,0,0,3,614,250,18,0,0,880,24,153,44,0,0,215,33,17,7,0,0,56,4910,774,86,0,0,5769
SAL30021,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SAL30022,67,0,0,0,0,72,55,0,0,0,0,56,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,0,0,0,0,0,4,0,0,0,0,0,0,37,0,0,0,0,39,4,0,0,0,0,3,4,0,0,0,0,4,170,0,0,0,3,173
SAL30023,0,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,5,14
SAL30024,82,14,128,0,7,231,144,13,186,0,0,342,97,25,665,0,0,785,0,0,43,0,0,43,0,0,13,0,0,14,35,3,99,0,0,138,3,0,38,0,0,39,0,0,0,0,0,5,135,25,858,0,0,1026,9,0,55,0,5,61,5,0,12,0,0,23,372,57,1243,3,12,1677
SAL30025,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SAL30026,501,64,56,0,0,621,673,114,151,0,0,932,255,166,377,0,4,796,22,15,85,0,0,124,5,0,8,0,0,10,77,20,64,0,0,163,0,3,8,0,0,7,3,0,6,0,0,10,364,203,542,0,4,1111,14,0,5,0,0,15,11,5,11,0,0,28,1546,382,767,0,4,2696
SAL30027,106,0,0,0,0,108,101,0,0,0,0,101,26,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,250
SAL30028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30029,24,0,0,0,0,24,34,0,0,0,0,34,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,74,0,0,0,0,74
SAL30030,283,43,255,20,0,601,246,33,193,0,0,476,77,45,311,11,3,443,0,0,12,0,0,19,0,0,5,0,0,5,29,18,114,5,0,168,0,3,27,10,0,37,0,0,4,0,0,4,107,65,479,18,6,676,3,0,18,5,3,21,5,0,9,3,0,18,641,142,964,42,11,1803
SAL30031,1609,48,8,0,0,1662,2728,42,9,0,0,2778,594,62,48,0,3,703,171,61,8,0,0,241,14,28,5,0,0,54,245,4,14,0,4,268,9,0,0,0,0,8,4,4,0,0,0,8,1035,149,86,0,5,1281,40,29,3,0,0,74,53,7,3,0,0,67,5466,281,112,0,5,5859
SAL30032,749,51,3,19,0,820,1138,107,4,4,7,1257,406,206,29,0,3,647,35,13,0,0,6,49,0,3,4,0,0,10,77,44,3,0,0,131,11,59,0,11,0,90,5,5,0,0,0,7,540,331,36,12,11,936,13,0,0,0,0,14,23,5,5,0,0,34,2464,496,44,37,10,3051
SAL30033,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,23
SAL30034,228,0,0,0,0,230,541,0,0,4,0,546,34,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,60,7,0,0,0,0,7,4,0,0,0,0,4,847,0,0,0,0,855
SAL30035,14,0,0,0,0,14,18,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,35
SAL30036,18,0,0,0,0,18,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28
SAL30037,237,12,9,4,3,266,260,13,10,3,0,290,161,61,67,0,0,297,12,43,48,0,0,112,0,6,7,0,0,18,86,8,6,0,0,104,3,7,10,4,0,26,3,0,0,0,0,3,270,132,145,4,0,547,14,0,6,0,4,22,13,0,0,0,0,13,794,154,178,7,7,1145
SAL30038,21,0,0,0,0,24,26,0,0,0,0,26,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,6,0,0,0,0,6,3,0,0,0,0,3,69,0,0,0,0,70
SAL30039,90,0,0,8,0,99,152,0,0,0,0,148,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,15,0,0,0,10,0,12,0,0,0,0,0,0,13,0,0,10,0,29,3,0,0,0,0,3,3,0,0,0,0,9,266,0,0,21,0,285
